unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,do_feed_flow_controller,do_chelator_dosing
66,58.3083761085951,-7.064389742462616,46.46583998979803,31.167202918875088,0.0,50.0
67,60.28294886235309,-22.72232793573477,52.090711949219944,34.626141355701364,0.0,50.0
68,66.47267309126744,1.2289926855952547,53.29607832003559,42.37167470680707,0.0,50.0
69,61.038924811307794,-27.18484067755866,49.92090205446802,43.13774065381339,0.0,50.0
70,64.8153555533837,19.538006508341873,57.35232980990259,47.80708189101736,0.0,50.0
71,69.05392486609404,27.1257049555405,53.58857935624221,37.920840175182725,0.0,50.0
72,57.232518520271064,8.76424670498631,42.270834755919246,46.90229601145851,0.0,50.0
73,50.97190137078328,23.09234816254354,32.19814979866507,43.83436257929213,0.0,50.0
74,66.1061905510059,4.479246109489754,63.01832175924504,50.78607285758837,0.0,50.0
75,62.33264287470665,-3.9458145917051164,48.86873412969226,33.1682029756198,0.0,50.0
76,62.31129833076694,22.209886845573187,55.539568623444794,47.59053544263901,0.0,50.0
77,52.235892586753614,15.642301714267173,35.1703461294441,33.591043403721365,0.0,50.0
78,75.91879867666806,-18.581966004988214,69.22375945791977,28.298020090983186,0.0,50.0
79,77.92416582114284,-5.5612405314562725,77.53706512585543,40.8266245922331,0.0,50.0
80,56.45465090082571,-5.005669450360121,39.36419913720156,36.543231871386304,0.0,50.0
81,63.18400907713456,24.473936955920525,48.1066891816261,44.10752894928455,0.0,50.0
82,62.34719606972183,9.945273268255637,57.13373712947573,45.27812280547394,0.0,50.0
83,61.61827215652131,25.661555307236654,57.34842056424554,24.17731133012783,0.0,50.0
84,63.92023909746637,-6.2464051688932765,48.850018935614884,29.198679435712,0.0,50.0
85,69.81052919922267,19.483965622863217,57.36796927415378,30.81158046349524,0.0,50.0
86,63.970613170900734,-11.40732787949001,58.89649991380062,45.668958967288354,0.0,50.0
87,66.6792781670544,27.619943965243547,53.48994020953823,34.49156949890366,0.0,50.0
88,64.55925341867682,-12.612292658001795,51.07768042982215,40.65690023263038,0.0,50.0
89,57.50815944010835,-17.91019051989929,44.84188627759274,42.6737561210553,0.0,50.0
90,67.24155675409196,34.35741478469947,64.56141980202133,27.070525854286377,0.0,50.0
91,60.42625612684475,10.905111832871956,47.969912928161044,31.326074595602908,0.0,50.0
92,64.37421919739806,30.66458437365561,53.980896331208854,37.652981527243846,0.0,50.0
93,60.22263192519442,-0.2025346821327627,46.60686469652432,37.27236219749368,0.0,50.0
94,65.1866444842081,15.287868671473959,55.82190348989121,38.318695582413994,0.0,50.0
95,65.65892731208439,15.19652046153779,61.64207954737103,42.15528414265245,0.0,50.0
96,72.974841964276,-8.82348737786663,76.6384150382341,36.4900620910832,0.0,50.0
97,74.21490873320629,-10.281005516280645,78.46781867156359,38.46232063015902,0.0,50.0
98,52.394685004675495,3.295032333255389,52.290298645599364,41.2405381359836,0.0,50.0
99,59.04229883922229,29.99350120357296,39.221630903095566,38.824430643083886,0.0,50.0
100,70.17797137918068,8.336011613546923,57.346206051616534,37.27904367587227,0.0,50.0
101,69.27603284854321,0.5907321304907089,63.515631230773295,34.280284078032466,0.0,50.0
102,69.52583021042274,4.463169100450685,68.6773135015187,28.674392925453052,0.0,50.0
103,59.097419158036416,-4.70562716724977,50.66240093907229,38.313283301946115,0.0,50.0
104,72.00511701496818,6.990897318978236,70.38723162534262,41.46160954297582,0.0,50.0
105,73.66593897524046,-0.15417911092320757,72.63855506905675,39.41944826893941,0.0,50.0
106,64.10380830107066,2.3345217788595125,56.40036808238652,30.264648259960705,0.0,50.0
107,57.9943017628433,9.693897755793627,49.42305833519073,40.61938210448335,0.0,50.0
108,61.89709894366718,17.375308211439133,57.416488927072564,29.014605295064698,0.0,50.0
109,63.10896146133422,-2.5867408424539926,50.694287369206734,40.76550305910947,0.0,50.0
110,77.91000308647436,13.471385325004498,70.72010918032983,39.19440382458042,0.0,50.0
111,70.89487785925486,8.551521089127032,70.18953077714092,43.262457329665324,0.0,50.0
112,60.04465353194572,-14.442937308032398,55.86417009764856,36.1655961296461,0.0,50.0
113,69.84624579775398,-17.5130235121608,68.8953276314542,38.14772616637469,0.0,50.0
114,70.90629843603341,26.906812205874388,64.76463890572552,44.267857410012766,0.0,50.0
115,66.2583538464396,-20.441038445739558,58.1632909946424,37.594818339657245,0.0,50.0
116,63.11701318107566,14.282241968705675,52.467444601473055,26.12338018429968,0.0,50.0
117,56.08755725841819,17.899051414086617,36.28730081436622,28.38006165869194,0.0,50.0
118,78.04483240916679,-17.22763066728318,62.666174672339714,29.941639656159463,0.0,50.0
119,60.384727096928366,24.258651453084358,51.69755294105312,31.781237958040556,0.0,50.0
120,73.85987039672392,20.985362979043032,68.70712933520694,29.726845764166658,0.0,50.0
121,76.70627434643737,-21.42374286336097,67.68526662712641,43.55430660083055,0.0,50.0
122,64.74193186304512,-10.01974978111166,56.20227499698697,38.433955567707216,0.0,50.0
123,59.64179027613935,-17.565741018568612,51.78383281440368,31.893279309583747,0.0,50.0
124,63.077522940158964,21.16492860696166,40.179215318368506,32.2646814016539,0.0,50.0
125,67.42943308332173,-12.254599473128437,47.30538452320606,47.13248814240016,0.0,50.0
126,65.64865939887885,-35.431276420118664,58.25504528696921,30.481555921949777,0.0,50.0
127,74.92798302366613,15.192245995920512,68.38245098331166,31.105390963466423,0.0,50.0
128,64.06803530922683,-5.650704473547243,44.24089070852462,38.01671292940233,0.0,50.0
129,58.52414565653837,2.838057023169897,47.25348973731521,38.201555158502536,0.0,50.0
130,56.17881330078056,-14.167779061599393,38.355016627070555,39.91399187352097,0.0,50.0
131,69.24669677311314,13.695883578597321,65.16619489326442,36.233332704612586,0.0,50.0
132,53.4805269176542,22.614662714122826,42.85536432244892,31.79705763080995,0.0,50.0
133,67.07816360887142,20.29885647438776,62.147513127201066,45.215891355657185,0.0,50.0
134,53.75971219048071,6.637102094562849,40.5827560364003,32.64872630223667,0.0,50.0
135,58.93398725529805,1.0904787535433837,47.51127862998465,28.149374303602265,0.0,50.0
136,57.93858901970299,23.87797379901946,40.70909706388769,24.278690458344236,0.0,50.0
137,51.376821041548,38.46522451120611,46.384013825241674,27.705263520414743,0.0,50.0
138,65.4506735701004,18.25370060982398,44.68901123749733,22.81699767039057,0.0,50.0
139,57.173322811043164,21.088393157597924,40.232691415166386,27.443647639670836,0.0,50.0
140,71.40799615867206,3.035320227797618,69.11423414911182,26.087748548735533,0.0,50.0
141,56.45752459002029,17.87728252947311,54.44319267943357,38.22058858903975,0.0,50.0
142,65.25968771102947,11.00882012174667,53.078427840037975,48.647172583983675,0.0,50.0
143,64.34761547335478,-28.36888933979196,61.83073786931931,36.63033684489254,0.0,50.0
144,72.9733406721728,15.28540722694488,69.36507417897963,29.4388469457193,0.0,50.0
145,69.33924682510965,-11.132470226039068,58.082006576821065,43.05246996893547,0.0,50.0
146,62.97283679839222,13.573372202324574,54.52130516207381,36.37308047933462,0.0,50.0
147,78.38220313351191,10.523120445720817,81.40364809249314,42.225587140749184,0.0,50.0
148,71.12329156106044,-4.0006155531645735,69.63091045128114,25.603705236063576,0.0,50.0
149,66.96066296089462,7.345942896464722,66.45749883622581,30.67787519246332,0.0,50.0
150,63.467021535503754,-4.635997163342714,56.87906887183256,39.65635935435392,0.0,50.0
151,61.79478108057468,1.191272748714706,51.219485363292286,41.43409030468179,0.0,50.0
152,64.52157525767527,-7.261772454849408,59.31455842461468,35.331662948594776,0.0,50.0
153,56.45407389096321,24.232858685367994,40.11386546734663,38.05071646572063,0.0,50.0
154,57.49361386355363,7.563324978436691,46.65290059893817,35.852332478456134,0.0,50.0
155,78.16151929190929,-4.358495374454144,69.71493398998433,36.31848015643528,0.0,50.0
156,66.7202253668404,3.1005314021139294,55.188084705296774,34.711843788464975,0.0,50.0
157,64.0171137254786,8.181362120972322,45.433784280764606,42.765173550958316,0.0,50.0
158,66.70273004921327,10.820950442806957,60.83791457283195,35.86861465641454,0.0,50.0
159,55.90169654276142,-11.80913166579899,43.33547727639711,36.21540774959649,0.0,50.0
160,55.74253254920898,21.414271796224543,32.5551592180279,26.661577027414356,0.0,50.0
161,64.20616911997666,9.49327525536842,57.859870109231885,40.451894622129984,0.0,50.0
162,61.27308593571884,4.1166371459610165,48.47510090786887,31.391071947711517,0.0,50.0
163,74.40487090009606,48.5570891059536,76.13814963013648,40.97387253901809,0.0,50.0
164,67.40972376185786,-4.917966752484703,65.0166507952439,27.02389259937959,0.0,50.0
165,58.666458608707536,35.119263544469305,49.2800547776215,39.04202527688035,0.0,50.0
166,69.62839483325374,-28.396074422430317,64.90962815801768,37.42462386816728,0.0,50.0
167,58.44769249672735,7.178139759519216,49.97397859708398,38.36168066169792,0.0,50.0
168,56.28241841104848,40.02329660275621,57.17055078849174,32.68915211858605,0.0,50.0
169,70.12820769767397,-0.02780095222645329,59.73019025127557,42.78812494448378,0.0,50.0
170,56.97374673738339,0.2675204091195882,49.67017962476197,36.32880077956761,0.0,50.0
171,68.47984687413022,21.756144100794454,59.11762060848036,38.88756040933889,0.0,50.0
172,59.46017954645647,3.154111376270711,38.98540312629926,44.55864732499418,0.0,50.0
173,75.97098158427583,30.403657244205505,72.6215765973136,28.134595885372654,0.0,50.0
174,69.57458007140583,-2.153309774212749,57.96975781454573,33.89657056644514,0.0,50.0
175,64.6841977838581,13.363163857946986,61.49661670532523,36.33170713273429,0.0,50.0
176,66.92496984426896,9.912775054542863,53.46353385393823,31.668973988974837,0.0,50.0
177,55.51030523738492,3.5744018230023364,39.83343854748676,27.639501610989758,0.0,50.0
178,70.57370531718212,-1.2661485695722465,65.3874711990245,30.890146213448844,0.0,50.0
179,54.15562348617821,6.279124141186166,49.066685103633745,38.42226309517348,0.0,50.0
180,72.55593440957925,11.60634664384068,59.652961941451736,33.521262646625104,0.0,50.0
181,70.40056566861801,-10.232594942604823,65.14741054450657,35.89553849683099,0.0,50.0
182,75.38971279379763,10.363693047113767,62.87230508017623,37.815731724296356,0.0,50.0
183,61.80590912383983,-21.543899668645498,52.551338667035864,35.47410961161166,0.0,50.0
184,59.69097419046996,-10.093490436263163,42.53374500335224,33.121920753796275,0.0,50.0
185,70.54747631675988,29.266297335908224,60.6028732717116,31.134769389199263,0.0,50.0
186,68.81820195301258,2.7603135882114924,63.933964668840396,38.13241238984563,0.0,50.0
187,80.39877279359153,-21.962028553377415,70.42020725248928,34.62767208793455,0.0,50.0
188,76.22397103200305,4.069520277762264,76.7486257388934,32.48774997711784,0.0,50.0
189,74.57912303675963,20.323702254703623,67.49284172589238,22.932573409693664,0.0,50.0
190,64.6319678924908,-3.386257497175273,46.62601028515135,36.13609075001423,0.0,50.0
191,71.11782492109113,-23.083662257813003,62.907639116766205,37.43854117251741,0.0,50.0
192,70.56208557046952,15.514348864498569,64.60590962348635,40.467354103196456,0.0,50.0
193,71.3018313078843,16.79299182145225,57.8189461141861,37.762916060260814,0.0,50.0
194,70.75498332484091,15.063669847842062,52.61619827753556,41.50427400410253,0.0,50.0
195,72.5548529076011,-19.069444632129958,66.51521781343935,35.74002309696479,0.0,50.0
196,70.6926696835695,-13.943152798820073,69.75088515513968,33.472253430817,0.0,50.0
197,64.65741095344386,-17.060793459241477,56.17389217384165,33.87429044549493,0.0,50.0
198,60.47413647911574,2.2918211277492264,47.015542083956944,33.16064573512665,0.0,50.0
199,67.7097196290317,21.192023545361533,57.589247208224975,37.170333979010515,0.0,50.0
200,65.84242744314975,-1.6509727910034337,49.44808655879972,33.16196344603119,0.0,50.0
201,62.367947090648066,2.3670450768486764,50.06158304852673,37.50271990441608,0.0,50.0
202,61.80058993884822,-4.387100739855872,48.08135299811006,27.653898874223984,0.0,50.0
203,59.67295225256201,1.3858682667816518,45.769913265217134,25.992870879414678,0.0,50.0
204,69.08596701475318,5.642858806345028,59.31583786588855,37.045970601882246,0.0,50.0
205,65.93286027431986,28.931206923607707,64.15580300914688,45.02701781459752,0.0,50.0
206,67.79126273086845,11.202842451555465,58.00904275100104,40.991460325319245,0.0,50.0
207,64.9370940007738,16.668695656099615,49.6024010344802,37.88729964767711,0.0,50.0
208,66.49162496027414,13.481867152295338,53.57751854577609,42.08384234371082,0.0,50.0
209,76.95456260297203,-3.8813342447607884,70.7807025471181,38.19371682593996,0.0,50.0
210,60.08482200521015,-6.277849151229622,46.80761141568733,32.91094097159757,0.0,50.0
211,60.52165258355136,-18.78598983042464,48.33275406908648,30.298827274455743,0.0,50.0
212,61.8220622376501,5.994594028834789,56.40203105486483,23.819521800543935,0.0,50.0
213,65.92380841749467,-8.30718407595145,58.198354457303836,35.9128313988615,0.0,50.0
214,60.84239690817928,31.306818452084528,51.90598577293,28.31756266959528,0.0,50.0
215,59.21419683262503,24.137967345509182,53.194321800608286,41.12480386971926,0.0,50.0
216,71.96225034885929,9.31453599660461,62.15925207010289,31.037359978804748,0.0,50.0
217,49.988821696702765,6.438703411087213,30.75643849491656,21.61405439771672,0.0,50.0
218,58.178171242789446,-1.0238676025628868,52.539275571513194,39.891721792778476,0.0,50.0
219,61.207659196544576,-5.791434937422919,56.96940959392107,40.159789927802166,0.0,50.0
220,71.86418747974646,10.794381178277831,82.31108697486808,39.45909071146511,0.0,50.0
221,69.10141079684809,3.7717780274596864,45.61312048877333,32.420971843852115,0.0,50.0
222,72.5812825968557,-1.8143535553630512,63.42063582612981,33.99562861266754,0.0,50.0
223,65.23268356800037,-7.49377720104766,45.95018834533671,42.777811400044506,0.0,50.0
224,62.50546894977469,20.67093889166604,59.87776201454108,32.90610028817938,0.0,50.0
225,55.03894750067367,-5.458700199534329,50.78458887161178,36.367287370819156,0.0,50.0
226,66.1922833379671,-4.668948011171774,63.53890073037832,38.05803980494543,0.0,50.0
227,68.56459475848669,17.02758649135468,59.66394735938525,35.65249351824984,0.0,50.0
228,60.271426711914586,5.002421979006609,45.65041302141131,34.82304205175859,0.0,50.0
229,61.17096905293335,13.489034169849557,48.517499236721854,39.00332020930857,0.0,50.0
230,66.98246302645671,-7.102820885651163,57.69689121479538,37.69347733603625,0.0,50.0
231,63.99291336580884,1.563343865240289,52.811849192123624,38.64550956472896,0.0,50.0
232,81.91546772303289,45.655980687073146,74.65675588052648,33.144844989969855,0.0,50.0
233,63.152710380010944,39.22202478796928,58.341180491908084,26.301914151617886,0.0,50.0
234,65.43158027221976,-0.19042728322692248,59.17401528864093,39.91875114818903,0.0,50.0
235,52.79130231158764,1.6421069686345051,31.79521720943254,37.7144314567882,0.0,50.0
236,65.43193695050016,-14.100966401110284,52.490530396291774,41.50432258357827,0.0,50.0
237,65.7611702024328,-6.040621253538853,60.55074167576547,40.489739646375384,0.0,50.0
238,66.28015725991614,11.545659304585863,43.16508164157296,28.593661647113468,0.0,50.0
239,74.16147097675032,4.065765949069455,68.53044449015455,42.02261051265329,0.0,50.0
240,67.03482001246698,-12.414963311549933,60.36517830808124,30.487554849556584,0.0,50.0
241,60.428553901658844,2.671675969532523,43.5605315267295,42.518836883926575,0.0,50.0
242,55.12915449459081,-2.433403559731201,36.49903423442698,43.1011776700385,0.0,50.0
243,70.33430929060808,1.7388784767623924,66.93651692013555,36.30183244652224,0.0,50.0
244,53.31138076001466,25.129159389987024,47.31900293261812,28.42253488060512,0.0,50.0
245,67.68408711762031,-3.7597018013139794,59.00317953113706,40.39433915490109,0.0,50.0
246,64.20370790967714,-19.43466374841048,51.64215146029924,17.57012961443997,0.0,50.0
247,51.48449302384423,4.36010957482592,46.04636020849946,36.9670210039898,0.0,50.0
248,56.98451997087578,14.147150716014174,40.105327719187905,41.37569508490305,0.0,50.0
249,68.91612348843877,-0.24672855823443385,51.05574366265995,39.40442882657703,0.0,50.0
250,69.560317855253,6.014429795265096,55.96430299866536,57.31210466302988,0.0,50.0
251,69.02387020349359,-10.42111816272,62.63654040911388,43.10800584653632,0.0,50.0
252,66.41479236687053,-12.361368908945071,61.74895121769,38.356368610126445,0.0,50.0
253,62.88135069421015,29.829088205371797,42.05758297621323,46.18591859318715,0.0,50.0
254,58.67617961904187,6.570720691386768,38.415817782904575,36.91622405884545,0.0,50.0
255,64.34321823701114,20.751026021280552,53.65870148075436,42.62576369808259,0.0,50.0
256,60.40323638005742,-14.985099248732514,49.86475998990047,33.05082545932959,0.0,50.0
257,53.18456306152298,-8.246941390134596,32.468152365647654,39.9167191908657,0.0,50.0
258,69.01747558492956,13.7448742727866,68.25296854219017,25.589396463570182,0.0,50.0
259,79.1477808301286,49.231769780882125,79.8048651217722,40.45974139481955,0.0,50.0
260,68.19197048226106,8.866783635470956,64.7275322028462,32.24228323894911,0.0,50.0
261,52.907603119883646,23.112462616339187,39.88317673786036,42.435863479626434,0.0,50.0
262,70.03664930894311,28.1228617589163,67.52692225233986,22.674381179660784,0.0,50.0
263,71.42637835073708,-22.092520542393732,75.39063519033574,36.08841761201869,0.0,50.0
264,63.26812341854968,25.825758703924365,49.52775063336885,35.380074598844196,0.0,50.0
265,58.41236756432205,17.867649815767884,57.80386349941647,28.618988710917183,0.0,50.0
266,69.71862832999746,15.74644716712628,59.597233561948975,38.58099556840328,0.0,50.0
267,60.90538025262689,12.172781063535663,48.713030210777305,29.22099821060707,0.0,50.0
268,63.908235796283556,11.200243215545918,53.55633865207375,31.35965165636509,0.0,50.0
269,59.914595437765755,-0.236415704166264,53.59861243828967,38.45213136953506,0.0,50.0
270,66.96969404538771,-30.24630786198714,48.91595405036909,36.33294955356833,0.0,50.0
271,62.83269592186453,6.768318648557593,49.80915596753774,39.55138655587697,0.0,50.0
272,73.68941726797578,18.6404573693995,64.2208035500097,27.355039541294335,0.0,50.0
273,58.104533089086836,11.4489336380807,43.97588620796946,22.61132965642816,0.0,50.0
274,65.31376810629061,21.484018089855518,47.84464387108602,36.34405334801632,0.0,50.0
275,64.78733806868475,0.11477464667834791,45.06475301131283,34.57230306350376,0.0,50.0
276,68.68232412729056,3.01424053089415,59.73037799405573,37.71036661673547,0.0,50.0
277,70.23507361502833,-14.923130325175446,63.01478627404589,45.99927800599826,0.0,50.0
278,80.2050909041536,-21.19865204821354,77.66977851562956,33.45884876694688,0.0,50.0
279,64.80767946858546,17.44016639106042,58.9898985365982,44.12797039499359,0.0,50.0
280,62.040905053584524,6.1947195741919545,48.507544228930776,28.447915940212024,0.0,50.0
281,67.90023915746447,5.010490404347959,65.81389662245442,31.607427857013136,0.0,50.0
282,56.80121586472727,11.53291603213107,47.49226314744148,34.415103689304416,0.0,50.0
283,57.84394055604814,12.654265908464449,33.95213773977405,27.54785366029221,0.0,50.0
284,64.83497832973814,9.220426870674125,52.542651386377415,44.11665657052816,0.0,50.0
285,71.88503582200455,4.038165699368369,64.62173418872263,38.280592664372634,0.0,50.0
286,55.87277014948477,12.620059179678643,33.80578218522865,39.22485618305768,0.0,50.0
287,65.27472342483395,17.337796994323753,68.27253945645903,31.5116050197122,0.0,50.0
288,62.4946607362641,8.218511016428106,49.22520284674021,29.581754189353514,0.0,50.0
289,69.99281133340651,0.42532987726066107,71.75086970036222,33.947779771318004,0.0,50.0
290,54.325850205340345,10.684759194803547,39.471780185025445,48.163718411009135,0.0,50.0
291,63.32919639057728,25.095370130416246,60.1017498871558,32.44333156482669,0.0,50.0
292,75.12843982548515,7.058642604273927,76.1159082618035,42.00795331135691,0.0,50.0
293,69.11256309148955,30.880991981724165,57.77791696442807,38.09069013391885,0.0,50.0
294,63.47299324556133,7.020427442684494,54.59823879541634,39.810637212645034,0.0,50.0
295,72.41220625985515,11.914864126607862,67.66316563387437,33.153733809466054,0.0,50.0
296,62.891189858853764,15.595867173301713,58.255334996637046,27.81003436151764,0.0,50.0
297,58.86100369760648,10.567790283975025,50.806418483026505,34.22019933811164,0.0,50.0
298,59.455220351801636,-3.0226853773342937,47.07021967916586,38.38217489109651,0.0,50.0
299,60.11832779988152,1.2677996282085755,35.78967731180499,40.454416196624884,0.0,50.0
300,62.891713003691436,-27.69389578662432,55.85692357720302,33.62140768180063,0.0,50.0
301,68.76677377892237,-12.47531813751304,65.81449524519637,32.984213476505296,0.0,50.0
302,59.98975598735276,1.1833087642656452,47.69557015425611,28.32045224001884,0.0,50.0
303,56.930950001625455,-11.949272412503088,32.95804583521647,40.796802721899276,0.0,50.0
304,62.610885158956535,-6.919673152512254,57.91075877697536,33.73510164265971,0.0,50.0
305,73.76010516553363,8.49909279315426,77.91264458496163,41.99702155778813,0.0,50.0
306,58.17405259924098,-1.523299071917683,33.59869399470142,42.32025833141391,0.0,50.0
307,59.72407149080438,16.308570437920636,49.664684937520036,52.748985432578316,0.0,50.0
308,67.82746173040668,20.639620468998263,73.96782386781962,32.68172102748401,0.0,50.0
309,74.94192680937603,9.94828238012392,66.76119179376182,30.27326016409725,0.0,50.0
310,76.22311105744427,-2.609612959289268,66.93035698142653,32.3696805144586,0.0,50.0
311,65.13881123128918,-15.749082813604607,65.06325688499747,37.17245618113481,0.0,50.0
312,61.41046475098156,-9.277374295171896,45.10460749284258,53.334105413939554,0.0,50.0
313,73.80022170895363,1.1922769554515473,65.95973146979442,36.26924023052064,0.0,50.0
314,67.37682800871475,12.751104888986323,65.43403469416924,28.87853814486034,0.0,50.0
315,68.57108357918072,-0.09354884555704412,58.11744808954225,23.39791071515453,0.0,50.0
316,68.77547924826838,-18.425437118992512,49.90114573895128,34.61021079878072,0.0,50.0
317,75.77147184883964,22.638328100616974,62.66333982447758,37.70170753182118,0.0,50.0
318,68.13700972866557,-1.0970234065581108,53.376256985576276,33.40178655025106,0.0,50.0
319,55.980592248458656,-25.542481257536327,41.43532925680414,30.64652016844465,0.0,50.0
320,55.67339215133827,8.11091655569702,32.06897803331676,38.00272101177596,0.0,50.0
321,68.225543563113,23.284097175497365,53.67918326559965,27.926957388945233,0.0,50.0
322,66.52318564384208,-22.30838028361131,53.69063924480742,41.74890334227629,0.0,50.0
323,73.48881841321692,-9.098248599559682,77.04246728625363,28.680295864501975,0.0,50.0
324,54.17336566336461,2.818360213398042,35.79722714019312,37.556739649689824,0.0,50.0
325,66.91159054021101,16.68057678885826,72.8101623184381,28.786482328065873,0.0,50.0
