unit_id,SoilPotassium,IrrigationRate
335,37.8360404374176,31.73233899047296
336,71.25866133677354,36.80170854614484
337,42.21678881075665,31.503594451131594
338,37.54974925976924,45.680001384947786
339,52.98474268615056,36.711027707542904
340,41.85395748712303,26.190374074071517
341,66.63332613791684,58.555033236619664
342,57.58024277462054,45.642707964466815
343,58.635110661812185,30.609101258706886
344,42.49153178932235,56.0434717900835
345,46.284910934552265,40.22670739165408
346,55.05794943639984,27.150136059346757
347,26.702318117474906,35.63822461196005
348,54.637106397803215,34.0552384919692
349,42.48734782360942,36.47652216697796
350,41.532857903328235,36.11220780675202
351,58.947984903300515,36.716067024610794
352,49.71589746053333,35.56913682551078
353,35.62141247131011,45.44030691301171
354,51.743614397582824,38.9574821806733
355,54.17967071177482,46.49892518433953
356,51.771859353808416,34.77547734889224
357,34.42643025653552,33.10082951612772
358,54.65578809313203,38.99983332926927
359,38.2762772593009,31.58422433846486
360,46.42702353081555,48.994256070176476
361,58.64509377268752,21.763711981659554
362,37.21250218230871,60.09128510784447
363,58.09904184684798,35.91090054689126
364,58.530151091370115,37.3030521006437
365,28.241322670859066,47.721896797633555
366,45.79645021453922,45.75210086448172
367,50.32806589480974,61.56681818519577
368,39.11704934225765,29.570137285043575
369,67.07271401949748,36.9264799848807
370,37.7831899484543,30.22533287201673
371,32.59104755405117,35.96724565439093
372,58.63684603320603,32.184623548826025
373,72.70453647338375,39.46663362432899
374,61.66457279751299,21.548988589619245
375,46.596902740435034,33.89395895697616
376,69.69588135596449,22.56550879676552
377,38.41145526851138,39.58283756364705
378,57.43748073091822,13.236791057600637
379,45.611539724142844,19.962421384276368
380,56.87026682384454,26.705915257961482
381,47.29291630792926,48.18061735327423
382,29.242359511351836,54.59621382316783
383,58.25321851825629,68.99569079478842
384,46.23682954050382,25.829457758770506
385,49.725831702041965,53.03539524363534
386,60.38288130658883,37.840389254498646
387,28.054013813266742,57.34041674771258
388,70.84020025385081,34.46202739584931
389,47.55896342290353,36.9488452782045
390,55.68259790711454,55.3279255573807
391,72.33983769626599,46.20243725362642
392,28.758286685834186,25.2740724885663
393,33.33486509367712,53.334074017101884
394,36.04238368629825,37.799122894248505
395,62.291764104211424,63.88589108629801
396,63.58694697702689,28.91822086866704
397,43.466381221103724,19.868743974960992
398,58.10138501346377,57.62163430091425
399,71.75872256286056,34.16414745968287
