unit_id,CropYield,IrrigationRate,do_IrrigationRate
120,9.76870052001697,2.888864795452531,5.0
121,11.625844965424012,11.010296192906633,5.0
122,17.514436021969043,6.178675864964767,5.0
123,22.954769898817457,6.3944661871370165,5.0
124,15.302672851847857,2.0293320475569345,5.0
125,17.783070796052925,7.539341617428084,5.0
126,18.310551036429626,6.293603505136818,5.0
127,24.372908127888252,2.0146319606902656,5.0
128,14.708332484704192,3.739179767052801,5.0
129,13.469915509121437,3.7525769766764405,5.0
130,11.082889427699996,7.639640708093603,5.0
131,12.121606957129488,3.317796475358725,5.0
132,11.621654673168711,6.684675910803705,5.0
133,21.4323880465998,-2.029064016818346,5.0
134,2.881098205808126,4.183885622207017,5.0
135,13.750021450303384,2.0820571255870135,5.0
136,16.57315940903278,1.5876220611800336,5.0
137,24.096507056162658,6.578843218723984,5.0
138,20.480686183450164,8.41422086542059,5.0
139,11.490404842320443,6.50084651023036,5.0
140,14.485925530731494,-0.24855853969750807,5.0
141,22.65105280483412,5.237805573978243,5.0
142,14.617248343587491,6.056361706656225,5.0
143,22.345118569979295,3.858072503214262,5.0
144,16.315449798714383,3.8106083023899355,5.0
145,15.781558296885791,1.2048939357455906,5.0
146,18.91380105950566,4.4935700193961114,5.0
147,7.397504062345938,6.032134955828807,5.0
148,5.37993616234081,6.716600770833075,5.0
149,15.51492086345731,5.67109397651542,5.0
150,15.596639609683326,5.029971867587754,5.0
151,9.268800680755817,11.421404901415894,5.0
152,10.876160515983827,6.308337016100212,5.0
153,20.42588788069387,5.327050104845022,5.0
154,15.183096698321457,6.628359759010963,5.0
155,12.90319217082239,5.863697819890344,5.0
156,21.71418145198915,6.892126383764971,5.0
157,17.402045234235313,4.212073316281866,5.0
158,10.911189464105068,6.205196950057879,5.0
159,16.051937838430195,5.471618280161216,5.0
160,14.064933189073445,2.7027923968357754,5.0
161,9.971467315862027,1.462634510252176,5.0
162,17.56609978517634,5.194136270730608,5.0
163,12.481542233288824,2.011894233552085,5.0
164,19.185115484178805,2.5791621632256865,5.0
165,21.013881594684232,11.057078341775826,5.0
166,13.087206905136085,1.2267898436268294,5.0
167,13.273373239953404,1.337381889979627,5.0
168,8.51392041513208,8.083111590234989,5.0
169,16.249129762831252,-0.738325788927205,5.0
170,14.735838859802293,0.17502858288881207,5.0
171,21.51543320626608,1.723199302860822,5.0
172,10.140260752402328,5.095940507452356,5.0
173,15.507273409729626,8.380782619560529,5.0
174,15.30273483028076,0.6931780119237532,5.0
175,15.085431764206863,1.1616489587479655,5.0
176,15.49619455944512,3.703560842508324,5.0
177,9.931609586767248,5.175514460327905,5.0
178,8.177703778688553,4.654435881138842,5.0
179,14.01558075640372,6.513800698082866,5.0
180,20.19251450797597,9.382041584241751,5.0
181,12.367688098058636,10.47112916041543,5.0
182,11.4719197611793,6.183941802499472,5.0
183,16.0082311801593,4.768430826107074,5.0
184,13.165868500368168,2.343446397354553,5.0
185,14.628233329615343,7.787997239671257,5.0
186,9.468538843495462,3.342957731859903,5.0
187,17.479990753186957,4.243881359552489,5.0
188,17.321264869789132,7.426738594155058,5.0
189,11.401439058858356,8.159954025178477,5.0
190,8.24651608075943,8.35105450658032,5.0
191,18.107763274409923,6.248800968198512,5.0
192,17.658084964659192,-0.29712769968950603,5.0
193,10.803500111904608,3.5588140422151735,5.0
194,12.063507362401023,2.7395810143893176,5.0
195,9.556531483884012,3.3862685499216365,5.0
196,10.622205051105544,4.200755694610806,5.0
197,15.71798473449724,5.8942289774821965,5.0
198,18.672448886280364,5.430759843273125,5.0
199,18.586690802938165,4.705411525054502,5.0
200,9.164962448442186,5.253314223720855,5.0
201,15.888191587554427,9.90036091711644,5.0
202,16.40021756263183,5.4280818986637955,5.0
203,19.531715055086288,4.799511009174422,5.0
204,13.606139802572017,5.168961087002857,5.0
205,19.257937866558112,4.165227384890853,5.0
206,13.03184821357174,5.721248966805491,5.0
207,6.937545336773213,5.494630601108597,5.0
208,19.23172485820146,6.518312856057319,5.0
209,8.654190312586579,2.6938210147409665,5.0
210,9.419456900734657,5.970103664414111,5.0
211,17.450782623076996,2.747103626313341,5.0
212,12.772848862150937,4.15286938571673,5.0
213,2.3391524045759766,0.5247241197881589,5.0
214,10.74217340129834,4.138957330356552,5.0
215,23.31614973528429,4.656686378342014,5.0
216,21.522422398713623,6.635857620361923,5.0
217,10.799712308319634,6.658357911576375,5.0
218,13.716776124219704,1.3037321670965065,5.0
219,14.910369102439299,2.7631396353384035,5.0
220,20.512292373593027,3.378960608367681,5.0
221,11.489522557634091,5.752059609825243,5.0
222,14.555022733955903,3.9800453042971187,5.0
223,19.07798471973452,3.0860155291523528,5.0
224,16.962227687787763,6.281599739387484,5.0
225,17.897349106759854,7.273673111059607,5.0
226,16.398724251381598,7.948492832298149,5.0
227,10.294451944131875,3.8777651890547435,5.0
228,15.67255016844217,2.6699664235689466,5.0
229,17.363740299775333,1.1817656632104345,5.0
230,21.587016530955832,1.2043405316421003,5.0
231,13.294287272691246,10.570376533900516,5.0
232,19.90876965460414,3.6921437909654284,5.0
233,13.95726090805056,7.561333705591089,5.0
234,11.500795030840237,9.224620283521606,5.0
235,13.4096850663153,5.2976863080119445,5.0
236,18.782892562076775,8.7674564826739,5.0
237,23.992459810649905,11.997487903385714,5.0
238,13.24713194520968,3.162532754014279,5.0
239,18.547362862756078,2.670049078483362,5.0
240,10.179718243061952,3.6215957219430432,5.0
241,17.191282374557417,5.015263819616476,5.0
242,13.026447452958031,8.014861821459359,5.0
243,19.284916060817118,6.481464277537846,5.0
244,18.40854952750119,3.5211846453724585,5.0
245,12.214696849971439,0.5210397980543924,5.0
246,18.817633203692523,2.724469169281555,5.0
247,14.137999861565648,5.111435207767869,5.0
248,12.7323848800187,8.496889000120174,5.0
249,10.778498055722743,2.937944114447092,5.0
250,15.881332330715322,1.570850359576816,5.0
251,14.41182876663776,2.192716567850038,5.0
252,18.8915849028079,9.03507105801085,5.0
253,15.930741730366613,5.656916354602675,5.0
254,15.957320322809107,6.9330680058837455,5.0
255,15.46804328920296,8.365643583839852,5.0
256,7.97913094799069,4.131221192929161,5.0
257,7.15241939120957,10.24977697059488,5.0
258,15.855772072297569,8.317232351014885,5.0
259,21.057043817066777,5.323182575343719,5.0
260,14.77254240423651,12.593066493987658,5.0
261,16.655647587458034,6.349385875733525,5.0
262,21.86974066836934,7.750596391929166,5.0
263,6.450152112035678,4.090149722875987,5.0
264,4.877676024450246,4.492511030153333,5.0
265,10.154309422665087,4.718498993729519,5.0
266,17.65193889489846,2.8389788518286045,5.0
267,16.664739584945128,5.933439313928985,5.0
268,19.145170281571453,2.2393717840226075,5.0
269,23.065122165957128,5.470994616954525,5.0
270,16.544535460523168,12.553842302038598,5.0
271,6.521188564161941,4.699472439913369,5.0
272,13.632838609214982,3.281828409364615,5.0
273,13.337822110272775,0.9838182373862958,5.0
274,20.0788680737634,2.865973231123566,5.0
275,16.581433285159857,2.0912151735515323,5.0
276,10.38841980135062,8.026298519685348,5.0
277,8.689173494514085,-1.5784551265581808,5.0
278,10.305621587743017,6.951619456995684,5.0
279,4.419283918070471,4.496703999818025,5.0
280,17.441055505868825,4.900164078907675,5.0
281,22.36358595065378,4.521117851973518,5.0
282,20.398913094818127,9.69082680468054,5.0
283,28.539397943607533,6.828887862018161,5.0
284,15.67560283625947,8.24212335616372,5.0
285,18.03064764594187,3.1665265529862134,5.0
286,16.331420939904856,9.613289657361499,5.0
287,17.84796218818809,8.194200485657834,5.0
288,17.46406344019628,6.851807636867532,5.0
289,19.151770652012956,11.844553576107359,5.0
290,15.868733304475127,6.188113585349223,5.0
291,4.368471799338329,7.1925672041507225,5.0
292,23.961380307501425,4.195609937357479,5.0
293,17.20896902503952,2.3695692534901553,5.0
294,9.50539965723631,7.222024832553993,5.0
295,15.203917439857744,3.431226614520749,5.0
296,11.518663293521982,6.766112836524666,5.0
297,16.26714679180282,6.300154343316634,5.0
298,15.527295847300744,6.145253261327889,5.0
299,10.84179783914157,5.124971109064445,5.0
300,20.91816199047839,6.009330854766622,5.0
301,14.745267326082995,4.59826415546118,5.0
302,9.755982546272222,3.7223232989622197,5.0
303,24.22247608487712,5.876172804018263,5.0
304,13.949417437802738,3.598307593882228,5.0
305,14.247507104134797,2.8804676737286434,5.0
306,9.093861288738676,2.9116571626199312,5.0
307,20.504556376691923,7.756139379895341,5.0
308,18.24804880928601,7.219307862648401,5.0
309,4.710748362006607,4.76724354715556,5.0
310,14.591654353959951,2.541528985972876,5.0
311,8.598570190218306,6.439214884712356,5.0
312,9.684125804318615,6.27395914261938,5.0
313,10.713302183452692,0.3424694694430972,5.0
314,15.898063971608828,7.065129602117052,5.0
315,6.498034192508776,0.8883020319885269,5.0
316,12.226636991923753,5.958813349122163,5.0
317,10.872884233694705,3.541742402746485,5.0
318,17.11853963653924,3.434637516194865,5.0
319,13.350551447307348,5.386662123958882,5.0
320,21.013136551273394,1.398625311876038,5.0
321,12.941159523728668,6.419040394880349,5.0
322,20.33342213483179,7.23285820199229,5.0
323,20.332163702573425,2.2373954433757097,5.0
324,17.70818293716205,5.202520616555923,5.0
325,8.31138624945498,6.73746898033729,5.0
326,13.191766996923231,0.5172700507123604,5.0
327,11.812123119367968,0.8141618637406278,5.0
328,24.497208696250606,7.824172059199881,5.0
329,11.096098491998855,7.5190295262112015,5.0
330,13.935741162018964,9.011965777776682,5.0
331,18.190229421853594,2.8923970463337176,5.0
332,9.394554049667319,5.33786906477533,5.0
333,17.650478894447254,3.219490805861016,5.0
334,17.013590666065184,8.423174283146029,5.0
335,14.678335227915394,0.3744595671666593,5.0
336,15.29764897794512,3.0506465800178577,5.0
337,19.013077829163777,-1.4735175158817597,5.0
338,17.068456342951485,-0.2301170582087444,5.0
339,20.654204955588824,7.251372433102949,5.0
340,24.763489911611728,5.468130009309475,5.0
341,15.848083883982925,7.514532336212104,5.0
342,8.663201974821026,3.699068933098713,5.0
343,6.752106536088595,6.899586358599468,5.0
344,14.920146165727909,5.373197148033837,5.0
345,12.155250070546245,2.9730892963767515,5.0
346,15.158701384686024,5.507969563979767,5.0
347,5.9471856180730915,4.906462065642194,5.0
348,15.505195664679444,7.75038207913421,5.0
349,10.118658022676728,1.144087969371144,5.0
350,16.082917256934504,4.044359325393295,5.0
351,13.452325878027864,2.8395099569126003,5.0
352,14.60321400550912,3.0952447796675093,5.0
353,11.361707408975143,4.177660213240278,5.0
354,19.11313891897047,0.9030520884076836,5.0
355,23.08547562887403,0.4715567432007788,5.0
356,13.156746347454678,7.161756590506336,5.0
357,13.807063371410763,1.6199313041901693,5.0
358,15.070258646328483,6.368729297615122,5.0
359,5.539562999747943,2.320986807544156,5.0
360,15.803289075681382,5.552436382779097,5.0
361,15.368475199331211,4.248698761177998,5.0
362,12.651416120332248,8.10057542266116,5.0
363,21.374421455734783,3.6892816298256093,5.0
364,16.029351446210327,4.996383491550215,5.0
365,19.738189806826696,6.163652056956905,5.0
366,20.80642333835086,5.540953208926729,5.0
367,25.88824151472684,8.949151832564418,5.0
368,18.808917166206733,3.8230102869143066,5.0
369,11.974404697159404,4.914308155102401,5.0
370,14.077061710643404,11.044095487677351,5.0
371,13.195433488853972,4.254298266522873,5.0
372,5.860394835942215,1.875561251381681,5.0
373,8.736141076543356,1.577555248526818,5.0
374,14.126505860466608,7.702602913804947,5.0
375,11.66805691398694,5.121143273683265,5.0
376,15.029214303565276,8.579059962102278,5.0
377,20.010055683250027,7.754219244832702,5.0
378,28.749541989658503,5.966102004631468,5.0
379,9.606633465818682,7.733340411875573,5.0
380,8.605881105256495,4.3231424273714865,5.0
381,10.195471297518354,3.5174790116091526,5.0
382,7.1770991801325845,2.9694957504016712,5.0
383,14.676763639136206,12.48566858336878,5.0
384,14.700732813423196,4.195805834116861,5.0
385,16.09100110011646,4.089236913980943,5.0
386,14.669957932494059,5.477768698625656,5.0
387,17.440085982869928,9.529058550293872,5.0
388,17.09352176409621,9.740081030725658,5.0
389,11.353835431616119,3.611481401639937,5.0
390,10.493427877896309,4.607395187380692,5.0
391,16.401174602938802,8.495718486927402,5.0
392,17.997326876969634,6.01976969281442,5.0
393,15.242424523315844,7.939980687313419,5.0
394,15.612956738211686,11.674693170828467,5.0
395,16.061463330173176,5.209165756149042,5.0
396,10.782840235298503,4.924992636432074,5.0
397,14.886006553690835,-0.5790074277721127,5.0
398,11.146585497078298,7.046610564272522,5.0
399,16.100115569534918,5.809178841075761,5.0
