unit_id,ReadmissionRate,Sodium,HbA1c,Creatinine,LengthOfStay,do_diuretic_titration
63,40.46942634932116,45.79948624916315,39.23927545981496,57.81227332693361,49.932483441867454,50.0
64,34.491499170188646,51.36140180134529,48.93099832524188,45.829770914389385,47.13230888672515,50.0
65,18.676132175225156,50.885645680563826,38.36928371691409,68.12974543108183,24.413932720353788,50.0
66,26.69983345381871,46.05525907301769,45.94617300369053,45.03013158163818,29.47997366713534,50.0
67,65.35750226540357,57.13146721971771,53.013532115328154,44.66025613385215,45.806164352742,50.0
68,40.82205836356871,41.67567122936191,41.54816207860909,26.965251031042406,46.96317963020698,50.0
69,54.791310471228435,32.90981114148566,73.14665020391504,61.85955048370064,41.9943954691484,50.0
70,35.70462168177364,60.258228144343335,38.6472801920424,57.5482413404881,44.63750663860804,50.0
71,26.307619491680448,62.72642339159819,54.09048188230937,50.857038384437914,13.833313841809925,50.0
72,57.985782097287114,41.035039468318416,64.10634579159087,60.76324259150541,36.46253357758025,50.0
73,42.839789346332,22.397410913066395,66.29204255299275,47.32506717870234,22.21788231936914,50.0
74,58.06007355688181,49.41146434518201,65.12816194641891,24.52136827497094,46.211237035706276,50.0
75,46.49710219643211,43.783090302415815,64.52774846789572,60.66582097258745,39.39084683764973,50.0
76,41.82193609233712,53.624815354458704,29.50687110527868,43.94352461958761,34.80277440409521,50.0
77,38.144446107807155,52.78419347314787,46.725520460583134,54.01150674384603,42.93465961223292,50.0
78,38.13681266175737,38.50066394907233,42.89894926700885,47.47994726066619,51.005478395065495,50.0
79,25.92899881046027,57.5371516197619,48.20520596593012,56.85372886490687,39.27400696568382,50.0
80,35.82056444926277,61.27145417020398,64.94366482138388,70.57063822054631,40.634761228544164,50.0
81,43.13299087227913,45.43071899275541,51.96768899945066,37.82221404847802,31.346419061244344,50.0
82,44.85681042238381,53.766591551148544,46.09136012006026,65.61546161267378,45.04911656096456,50.0
83,39.38420915741306,53.53694800617869,37.97511551578957,39.853390327391374,31.448500268426336,50.0
84,35.14941776344954,50.84547431378856,40.395845700494675,58.33285797721507,40.21725364219066,50.0
85,48.04750692358195,56.72808460056635,54.60069903184648,63.02385855414238,39.346166364788765,50.0
86,55.90377305100155,49.988355145520835,43.21708506472768,51.3569400588423,42.14217686716264,50.0
87,40.8187971936065,52.00721448440777,22.73536173417819,47.29089913694747,59.015924672850524,50.0
88,28.279338517143252,54.138927436855454,63.972455555798454,57.453015108556954,31.55756277976421,50.0
89,26.697615567074713,37.468709952431894,41.032552826488796,64.1433271636334,30.49987179562315,50.0
90,32.37044382721394,69.18452047167557,50.03959376175915,50.95833736397117,11.946484823016561,50.0
91,45.02817570621629,29.161088429265824,50.261020729171136,61.824299859192855,42.299016157530076,50.0
92,77.18670723491049,53.71856065435007,43.11705827510793,37.332472313585626,56.82611255046285,50.0
93,50.907148935881324,43.04179265262276,52.62982552566818,44.93731495806227,29.133876257025122,50.0
94,38.86662892997792,27.926691337954907,49.218395877377716,60.63826954625404,44.877609448899115,50.0
95,70.28501589231533,71.97521709274342,46.72112890842088,40.84619907719776,53.72722115495793,50.0
96,40.84218401083866,46.78029585069409,44.46941103632864,48.31488939540056,32.00067545702419,50.0
97,37.97339289022185,37.462410138849336,52.56763693421821,41.76833531933228,37.40435333917448,50.0
98,44.362147380010455,42.66828254636572,68.61628134890451,50.735540210687965,40.03204070287471,50.0
99,26.48622151529738,46.89360107399609,48.959683351806504,27.76251857189203,35.84969892786936,50.0
100,51.62302455477187,51.11226542943396,58.370091061712934,33.15065332862989,34.58912291737477,50.0
101,47.44864504157324,58.36861894910079,55.908662419367424,52.38968245473541,54.019013928025494,50.0
102,54.9806896426831,24.76287706010885,44.6309349491051,53.34466640404241,36.10315711032212,50.0
103,60.192069063754595,53.97381479860406,75.7361300811831,69.91266724270317,28.446748163784747,50.0
104,59.25711176556589,46.70995707353765,53.146939385729844,74.70143677010184,40.04661865094174,50.0
105,37.79215872204093,38.47905264931903,47.17484949896033,48.773426193313774,47.27952408630469,50.0
106,48.10271516751789,42.98729522286777,83.15017684371368,20.762491018846667,46.568201382797106,50.0
107,56.41620542912215,56.543646617357105,32.115667275346944,51.013582898909796,51.54438079264401,50.0
108,54.43965433542887,50.6458661528366,55.40782884070994,34.59341558029756,41.625087817860965,50.0
109,30.115471560989103,60.75212209090511,42.794217970867436,32.025814694449764,38.44954651673915,50.0
110,34.141601184473004,46.3714919828511,46.00721022863017,57.89098752153548,31.695339751941177,50.0
111,35.454896570268936,52.47869829134778,32.590788508824424,59.997163486634136,33.55071799999255,50.0
112,32.24018435708424,28.80928318775737,38.9835872972916,38.28096353235381,30.628768355675348,50.0
113,88.71255744594355,42.2476504880481,47.3658985705192,45.766082963133684,55.01064950914585,50.0
114,39.65743056947881,47.31936508497709,37.53266394655259,60.89860641850169,46.66390583676016,50.0
115,48.6700083857873,42.14168234087166,58.52554850708018,42.736374102560376,36.74732953540565,50.0
116,52.540020884595606,41.46179461606828,51.519232871767585,50.40882598882868,54.256555455592,50.0
117,47.308037484137586,45.15257871567856,63.28671801747491,70.7068271545939,42.318655350403866,50.0
118,53.108269078767215,44.747704550614294,56.88659990955982,66.56722814453087,62.11882549137613,50.0
119,50.107292562381204,53.499215289004084,47.24196424910183,43.95314849754895,31.260582771328128,50.0
120,32.16998941476384,50.57002083688252,59.259794384672524,59.7312495524995,27.452868843679727,50.0
121,35.610739410519145,50.44107963113945,53.79382699937343,66.93909852265607,36.516745678440365,50.0
122,33.188037088094994,74.77227788882298,49.442597150368776,49.95940591253344,27.237461337832585,50.0
123,22.649874917577847,37.98123979034358,36.8644694954678,46.64969394839443,23.671540923400066,50.0
124,41.97480601547567,56.93549841213164,56.71882500395669,42.46658338633557,46.257026101186426,50.0
125,34.928936707424896,56.74207713939247,47.76360522603055,36.69653480440471,31.84410703335438,50.0
126,58.06945072353404,61.11109481869542,48.251962115867286,48.94431450867307,52.02197638546533,50.0
127,65.52275820783333,45.718270085694066,47.6773243675281,48.146140015089635,37.67926750217784,50.0
128,37.02349919413639,44.81265239697737,53.548398123653726,24.58970394742775,34.49115767064985,50.0
129,39.08086031124855,57.68090865045092,27.95891661193452,52.0178849045984,46.2110812500619,50.0
130,41.37976279533433,36.05274816654585,48.0567594834152,51.601765503533,49.18119421410326,50.0
131,49.02563304131502,63.12371983298732,67.25236794579857,40.775508029698294,47.52087935375007,50.0
132,43.639115447159575,51.09523877731769,65.86760615559375,20.20211690499838,35.376415397567584,50.0
133,46.33957584843843,44.034812774900914,56.74634508328463,47.67133158761434,40.76211281090265,50.0
134,43.2400758039259,52.255322168482955,46.856250730718365,66.77487232126613,36.986773203015105,50.0
135,42.77111802205045,50.30774423686987,48.40886205551187,58.89430224606131,47.125018769483006,50.0
136,54.16174560394413,23.471612963052785,30.459611069894457,31.819940600950147,49.63015030370285,50.0
137,51.1012017566378,57.31616035179204,60.2377917869844,51.23171722204726,46.927597486832596,50.0
138,62.843209516239604,56.88279601980595,65.15442148040037,55.02795432592109,45.23551619286685,50.0
139,47.37323931855056,61.597337645359914,69.61856410613481,45.83043901964679,50.65220899573129,50.0
140,45.55318377384405,58.29880763748828,63.38448898670947,19.49080381543656,51.97990017045504,50.0
141,38.866296360520735,41.40555795519138,23.75651467783375,55.79044487929748,47.29837375764173,50.0
142,29.917359732394306,62.71632346116019,57.582598795841854,33.27004097477233,32.918440211512866,50.0
143,45.85921797068136,49.55312319724592,57.630146446455726,35.162941047269626,42.238633353383214,50.0
144,43.892960712356974,22.981908885030663,47.46205384285225,44.588775081167626,41.59302105102142,50.0
145,45.79274928930749,59.46303943498362,65.02824635393269,29.2056501958908,40.86116532471737,50.0
146,53.4187473056863,40.10632624648614,49.92116565499083,40.93173400052657,47.461905175935065,50.0
147,53.34242082358523,40.02381671912776,57.33450314788317,37.666083565354775,37.07566286885775,50.0
148,33.91289311561884,48.87957883656916,38.24020646077234,45.83352446310737,39.23409175862929,50.0
149,64.06858738074624,35.549636599616385,51.73069694666287,44.346744967379514,54.29534494886891,50.0
150,35.4987121163446,52.23067651224172,38.43607756077592,46.390133042960805,45.42277204356527,50.0
151,53.825259106104824,50.11615039583527,42.67644883260957,53.630250092249014,55.821770330734154,50.0
152,39.04795950028592,51.32568457684832,33.844511710001825,35.392914159057625,52.20438803742948,50.0
153,43.74510546365053,67.40861276823452,47.18185933628899,72.91911048037731,30.318696639476666,50.0
154,60.485321965439226,40.455124151189466,41.92573181104827,41.4565358897059,42.172000046220276,50.0
155,36.96295982108513,60.73322197032739,42.05925079973075,56.76936948630311,24.06062142865185,50.0
156,35.68489838474323,26.546881594935897,47.357559430823805,56.18372656150922,26.516187844831762,50.0
157,35.67151006956982,44.87999907704912,71.38831573004637,27.12310104622727,32.051157702425364,50.0
158,43.96657672294796,35.94030970344245,47.99330796934238,58.27627912456879,33.533659409433234,50.0
159,64.07174859451484,67.0470324215839,44.65870410445913,54.21158706315157,41.427392591256265,50.0
160,62.78912365312548,48.73497072959082,67.19927107664618,72.53697425939309,49.335687543333506,50.0
161,38.926612908085396,38.91941920428082,45.93528133793039,42.418863963769454,37.70405496205758,50.0
162,34.31692820058527,64.29920778899829,49.454416776439444,66.11351307071932,43.30458672977952,50.0
163,67.06856565798259,43.039948492509744,63.27243169177706,41.707775915706925,37.73767024048482,50.0
164,64.4323621635674,43.5417397677201,61.85606934079904,49.59406887240295,46.12960145705275,50.0
165,39.02128841788889,52.56979075379793,70.78466370051038,52.67829597553256,30.669356289320664,50.0
166,27.632995606661392,51.747862265078446,61.37300907293959,50.813066477910134,26.09133917187405,50.0
167,27.42031129566912,37.13712551284802,24.71584614652964,42.245602764098216,32.04216762555448,50.0
168,47.22245430530942,38.52992853169669,41.81910521819604,47.768576482488086,39.90382524325937,50.0
169,23.9264385635738,40.187867995030366,59.626518169756395,62.85274297545546,37.96679429365367,50.0
170,66.66198886894767,75.52618109269174,63.40864007176812,77.21337347580564,54.443827830357876,50.0
171,60.57862411833383,42.20440595758816,53.573680989725105,60.62414734285072,36.253359965934195,50.0
172,42.907884784393396,64.34597793766416,49.129103695668974,61.47322684213757,23.37220786547085,50.0
173,39.16824737690835,57.19433056338845,50.470455261513436,31.20050556989124,54.625012039123845,50.0
174,40.65169936288494,69.93548821000944,38.80949903280602,38.636222114731055,38.62145500672246,50.0
175,41.78648028507644,38.632836734070864,58.087191211789495,53.75436679712472,42.24406637905943,50.0
176,35.09123395806114,48.83670710073102,49.09241767772257,37.13024268921255,38.600129290391884,50.0
177,23.27244271428294,31.330943607673948,44.9491380059678,24.087405494919643,23.92478701801806,50.0
178,45.695380370896366,61.72924177963951,43.612767187452356,49.218077919444994,57.664428472304536,50.0
179,61.83190413554831,37.94988524202968,48.33891313932388,67.05024627903353,55.47856935782386,50.0
180,51.01138721485841,43.96866881946276,21.27663753201453,61.0371923384094,33.05199795836241,50.0
181,44.688551702415786,48.115420901009166,58.32249729877259,39.01210304548468,52.109516928451356,50.0
182,48.96145818488536,22.020151968714828,53.50433874007279,51.103289904668884,43.40291890943314,50.0
183,34.12982734677558,66.19569022685101,69.4315671078724,47.836348882848455,49.67672460457165,50.0
184,41.339210158123585,72.07806382115949,70.28585155873495,59.72051397839678,50.15293565016279,50.0
185,46.44550015342797,40.26534413582678,54.59522597576726,58.04715334148421,32.74596835296201,50.0
186,82.08722054748154,56.88145039477472,56.41904193297627,34.52301870562376,44.14974081668695,50.0
187,36.29954565266176,70.6127582334898,45.27966900400922,63.15607466832181,37.80243846604423,50.0
188,33.90977060019097,31.65837705090951,32.998552646469136,37.27267496115864,28.607765356997778,50.0
189,60.04597110935545,71.26511412947858,56.42006705716952,34.746435370584486,45.99142738989254,50.0
190,48.70776439317267,66.43549829998204,58.561594384318475,37.522853236093425,38.8934312575578,50.0
191,39.18105389222106,49.671419133444715,51.184742398432256,68.44292941835505,41.012592618206824,50.0
192,17.550650441164137,46.82322232628236,71.53312138452968,36.91960020324095,9.408758708168566,50.0
193,64.63750567953603,45.0924868150149,53.50038911786367,43.265411347559414,49.6113397483676,50.0
194,59.20754048741934,43.2866026872091,45.630648715340136,47.713712257627414,57.76807525627791,50.0
195,33.26946294197542,59.66547418964567,44.269432716537295,73.90258057345545,33.7490958435171,50.0
196,64.66182607449866,44.954231193219854,40.89452450791068,43.51594082611899,53.212403164850556,50.0
197,32.406945837751785,38.81409623815623,49.29579931915456,38.05222902574774,35.05691683806743,50.0
198,36.20085758346465,50.15269064250638,43.820001484650774,43.75953725200666,23.667980927987237,50.0
199,45.45983632637523,51.63370380413054,37.214589004847475,53.85307959781214,39.14677887276637,50.0
200,38.11986925067109,45.063578420955764,76.72608995703587,53.5665252679187,46.835296591816714,50.0
201,43.98635149579612,28.491766618638113,55.02578947845254,49.873939841655684,38.04676185213842,50.0
202,65.3008623731727,68.25653945605026,37.54747278904755,24.22550367397001,49.367340919966026,50.0
203,31.57241472415763,42.723420194961875,52.281212087823214,38.31638639233987,16.72488752079862,50.0
204,36.735213581087066,46.811870890297975,34.60539662843558,60.902232735185756,19.47091053495015,50.0
205,80.40504560379631,49.92591432697497,41.59383841351872,50.20661779089459,51.66117401323624,50.0
206,56.119678416369894,26.556257513176803,56.90423481848868,48.34021684786044,44.07205560386396,50.0
207,38.63396519074811,71.78953579363147,50.180509316337925,44.08964865954155,40.07611819516407,50.0
208,29.023538290449803,53.90642659681721,46.1388401641681,49.403154235075526,34.862370113306234,50.0
209,33.95778108452281,53.05612061972712,79.27588915743887,54.87531028887351,36.40482800119807,50.0
210,32.52453301461787,44.04860750833919,58.7246862343459,36.97444227819512,40.679006936728996,50.0
211,28.67554237925944,38.92579028539707,35.13352230011171,45.192927463138005,22.17144630199973,50.0
212,39.31875963649063,44.70636360394366,39.5707511282712,45.3244170076731,43.24847411507563,50.0
213,47.64674788690024,43.63993504808264,46.77869967655386,49.1345941189679,40.18025702716476,50.0
214,41.99029026655984,57.67224232364056,50.37981838697302,48.44869301343299,32.83730263413795,50.0
215,26.221156700944885,54.19010562196712,56.900559252832316,72.8971389459646,28.112197740083154,50.0
216,59.37121978819386,43.99011454376427,41.12052791816309,62.94471041616373,45.784694593195624,50.0
217,77.36126681784312,66.03800150070765,47.79383499728121,37.17929290337036,66.4460361939601,50.0
218,31.525926763032196,39.117052286815714,48.61676332440517,28.065864023056285,40.020590680307265,50.0
219,47.24770834604655,46.62033082760266,63.681034902896116,39.13198881242853,31.52973840331472,50.0
220,47.28092850758629,58.45295616850657,58.592705813245495,71.49643968741853,34.80842622917484,50.0
221,55.93006682326937,39.177894422003035,47.336948092423846,39.09814337765044,35.18250244130257,50.0
222,57.91550622463733,58.865136447182145,56.764142282860284,68.62413296533845,58.85981982510407,50.0
223,48.585835366592946,56.043166711934475,42.62677745635688,41.24327423463312,46.04459468460736,50.0
224,44.34459460679905,41.65859117608215,77.70165663716271,58.8948036740073,36.306278025406115,50.0
225,47.82476195742623,54.166858487491524,37.750563390798526,47.01797738784165,50.09582548530559,50.0
226,41.9110922976293,55.06202165010588,42.98197214727192,38.24411694686221,40.53500269949411,50.0
227,57.31531809656443,72.14763089745634,70.05653919915221,41.47031993965671,34.80428936769224,50.0
228,43.9323563556123,49.893843275045676,46.560570102524835,49.70923208504932,56.50107183064267,50.0
229,56.441179882718885,41.03224106501385,36.93975423484304,41.86097323497205,48.10478089465325,50.0
230,49.10742290141222,42.8561961732255,60.6620513917032,48.96347062924203,55.51641794445713,50.0
231,33.40469133648037,28.501564437059155,56.071558024346096,35.78202319301415,26.55637944205061,50.0
232,29.89961967683444,41.96276487049195,43.301684606612525,44.97680350569283,41.82186796813067,50.0
233,59.261803494305084,35.224740860787826,61.72902310079603,63.886161830498125,53.59402638462763,50.0
234,30.465919836887515,46.803007276342186,62.76486589828321,56.241836850568625,21.10687564439951,50.0
235,50.66394239108752,38.73604435567356,57.74897141343326,34.03979418770091,39.73942820422153,50.0
236,40.74803164569354,75.85823424152632,42.12064306778216,39.42062387955151,45.606534071034496,50.0
237,58.79831416953776,50.984843955430776,44.437495654799044,47.22546522490186,35.801163416282776,50.0
238,57.350081319528705,45.139395388051305,52.56092231563273,29.53292246918104,35.68396749673036,50.0
239,33.75405515348841,47.92960104517293,32.02656067945542,70.22739035940208,36.09772681515274,50.0
240,30.169364798426237,49.57736729450559,42.5595433500684,69.18153368876442,36.43404079762675,50.0
241,42.102511324348576,63.73404337684843,30.79330929916853,35.78510710184255,23.098688858681122,50.0
242,30.406904564433983,20.789530451547286,79.34190028067188,35.92506357641942,30.52877566019867,50.0
243,48.320957866295736,24.49940793118405,79.09936568385797,45.31527970663002,55.02412434699986,50.0
244,76.26821092768957,51.18171549790983,50.50608846116979,61.91108611967395,49.29851274892254,50.0
245,53.03392483840642,64.92981938652429,70.73523843368326,66.41724688214968,48.84046567137668,50.0
246,38.33892259755276,28.824546905537055,55.819159808114215,50.45089146596734,28.552304601791807,50.0
247,31.507845225346102,57.4967341318804,59.46255226789982,32.7839220422829,32.31280023916262,50.0
248,49.56899783582992,38.55617919639724,54.36702084052737,39.80037129249209,29.56996208979268,50.0
249,76.6163091520202,49.542993033118194,53.23363854025116,61.318444435275765,35.186820089245565,50.0
250,65.4072078455236,63.65908619884001,46.36445502875926,48.89410002890368,51.55154988889965,50.0
251,43.17997604311145,50.616510089770514,40.61728637986945,47.944683538220595,34.4805500026372,50.0
252,33.428485702452726,43.05985478519362,48.3055895746333,50.54406309160056,36.20305273771575,50.0
253,49.33158258035645,72.27116068722039,41.050531169028524,57.49945199096634,50.49041844025338,50.0
254,56.109469941893096,51.412058315865835,69.14301770844092,59.557996367564165,30.34119116833594,50.0
255,42.640551054034745,41.38120402646065,57.4961697734142,61.948228275252845,47.098715978230885,50.0
256,46.254434249335986,49.234203245904816,71.25227054156726,56.76521620907349,34.10763996319261,50.0
257,55.33879747661591,55.790963003159575,53.91375302388403,68.77898594723794,45.60310168537544,50.0
258,34.279598228811004,50.209699875178416,20.819770456579434,53.06204993563667,30.339229209688835,50.0
259,26.546294408962243,44.24112314375921,30.72154004003372,34.38520728179885,29.576416290869695,50.0
260,28.352524976523675,48.975392207831575,56.66768504635975,41.762187150835366,30.701719629481097,50.0
261,40.087896182628356,39.15598664530901,48.180097900166786,44.31037917404092,18.30285392148796,50.0
262,32.50324452655417,55.88744780492952,50.17775039191431,55.37721508365842,41.09555579691673,50.0
263,36.71635826053791,53.34950642642779,71.84627180307913,31.532881987592546,37.34843186626033,50.0
264,64.20906983745542,45.20032755166611,51.65664691382266,44.40199333583446,63.377325439736325,50.0
265,31.604351420701448,58.47999011584051,61.40426987044219,56.32845962340842,30.501169509537867,50.0
266,47.983846734447624,51.54844550539861,52.49906854466263,45.99438523771142,34.12111615395086,50.0
267,39.12288006799723,44.70508614468884,49.68834907763077,40.301523136373326,48.39518116698605,50.0
268,47.49160304817659,45.88946591132359,50.33550895573595,40.32916485190157,30.216980359561703,50.0
269,47.558666038966585,35.49835632732346,60.2598934359503,48.245120641794884,42.79559938812584,50.0
270,60.93311814648374,22.120460753376058,37.72267417177846,71.59621787392747,45.47884533861126,50.0
271,48.35046742100113,49.793587965170055,35.57259564929077,47.50718530883754,51.876691622535496,50.0
272,48.04171895986004,70.28297523655465,48.85602469980715,25.116118412140636,22.856148682295256,50.0
273,32.00949353035547,45.75823519184334,59.803222861141194,54.00853083955642,36.5823463629852,50.0
274,40.810466478482525,51.88404345186149,41.11142595512194,53.122296359280725,42.73970530567519,50.0
275,31.88013248309657,52.38691426458339,42.57931443030113,47.774518348384966,32.58936149369759,50.0
276,47.06168748690525,48.82886408234759,64.40399949095482,64.51391658432574,51.56520995329432,50.0
277,53.358732741496155,44.83673361576802,50.234043530398765,44.06232740954208,51.22897292603476,50.0
278,81.81357138663346,43.87381657827028,45.29206495039037,38.820476868696566,48.801616591082386,50.0
279,74.59849838842665,47.760804947816965,57.52230926110005,69.38976730418293,52.668695217846526,50.0
280,43.83629846294765,38.85606424007152,44.06122086965415,47.196934540650055,29.187160800909567,50.0
281,24.514988900335297,33.773734594214815,42.05845430841585,60.56381002678013,30.998101579678398,50.0
282,67.54632046185579,48.085935431329176,93.93408552129463,52.246343753936145,53.911318699365054,50.0
283,46.13245676928776,32.82380856192055,58.914949520656386,63.41756998071557,32.26421667089953,50.0
284,54.81678561836344,62.39249240335367,38.08465236881279,56.97036631528239,55.41439648460142,50.0
285,47.20996221480101,37.379524310987556,45.40151510290601,65.815943190503,32.49072755887226,50.0
286,42.824090241648534,21.677550231335626,43.514710515367234,33.545539245972094,48.54863028312239,50.0
287,35.81639651742968,54.0512831139675,51.74598363075257,45.1629326998913,39.22060807329623,50.0
288,30.84101354325511,70.30196920220072,56.48632304020474,52.14045317565922,31.502834166913033,50.0
289,59.50869313205054,44.828723937298484,48.38543218846759,59.386356250570884,54.667453875318614,50.0
290,56.94603520758279,38.432757793625434,46.123857292382866,51.426764228732075,42.93019101213079,50.0
291,50.87631489159524,45.69557128193146,32.17623319738889,55.17023319811887,61.279481222912175,50.0
292,30.938169496849795,63.78809281216779,49.264235412179296,36.67063763584258,36.8758250060423,50.0
293,44.78336316091971,63.33664013518616,44.01754528931327,56.784491505513735,33.45882926414227,50.0
294,40.28321220169894,43.68472008089414,65.98569990516401,56.14938728085917,38.89764070853735,50.0
295,45.622742654407276,38.39902703092898,62.2777571597541,51.7135030193317,36.714553009755285,50.0
296,34.68415248415091,45.824929617446756,52.310336868550486,39.2047895137079,35.130790196258395,50.0
297,40.66901212784698,50.51442468035787,60.5995547576872,39.55020168662218,38.23361886287585,50.0
298,49.063184485056446,35.42262365127735,32.08731114634142,63.84341097389693,34.03508475567995,50.0
299,36.965201012701826,53.090164958806625,66.97111688935802,81.57046955125028,31.363378229939606,50.0
300,26.836263111221907,56.94029278633042,62.4813682347246,49.50381756574582,27.589436308086142,50.0
301,30.245312793436405,45.14819374259206,51.36209241598628,50.009822180448765,43.62009104406934,50.0
