unit_id,ReadmissionRate,Sodium,HbA1c,Creatinine,do_diuretic_titration
129,26.65534907807927,37.41264417016191,49.722401487111725,56.46190033771049,75.0
130,47.206295757610015,45.36283762156396,56.90885719876531,58.69599627138504,75.0
131,68.21940503844212,46.555866112017476,52.08084220891476,38.59184448026893,75.0
132,31.460520698474653,53.57612208591654,39.256971987699735,44.63183996494095,75.0
133,62.23786838012373,55.681776187690794,63.61507562194095,54.48073284353484,75.0
134,43.13415086864472,58.16370679303476,45.735666787247624,46.411993402598185,75.0
135,38.721750378887876,38.92827334993221,31.673740678727864,55.471860785504724,75.0
136,33.43113490180179,63.50610408402996,22.746995979807714,67.25965527099318,75.0
137,30.518600923223662,59.603858471818185,37.95908824286816,37.24889651827495,75.0
138,52.34667212985591,58.655294061587945,17.02275022666223,37.4516131742583,75.0
139,23.513325030049813,40.749762961812515,27.742817495796995,45.71936432752066,75.0
140,78.41738179247253,49.12896463081427,30.757431212813884,51.41326944132809,75.0
141,46.40358356465636,58.120460129751436,52.991792334393224,55.66476934946383,75.0
142,44.573898783541985,58.741862149726465,68.09198504798795,41.66356317363445,75.0
143,53.19043646773049,56.7606100009126,53.1284970197748,37.56580914039029,75.0
144,71.94428197337432,70.34769104018261,33.36893617451891,43.97024727127152,75.0
145,57.34850598864507,41.00434301490883,62.638280430954616,34.76204316827755,75.0
146,39.329100462834774,47.44210977571063,55.93872712161195,25.10406057906424,75.0
147,84.80634314645431,50.245127365237586,62.36274059127115,38.630728285664524,75.0
148,68.9430877176117,45.1551810225134,32.95841761382863,66.6452754767652,75.0
149,59.716532049698856,41.36135873218562,43.07174457107726,78.53664324329401,75.0
150,46.361301196983895,48.25695544160527,54.20877978104803,54.106858610313246,75.0
151,54.06580931136495,50.363375771151254,57.30895637836135,58.483182910317176,75.0
152,49.583474793996785,30.104221894650966,50.50217947942287,48.01257039308842,75.0
153,31.379039710887202,37.27003664237555,50.59233139747563,65.55214284108283,75.0
154,33.28379750500243,43.43764618460815,48.3128574975189,43.98234760656521,75.0
155,80.28307014756516,34.68948819085664,48.04026486439255,41.55630426878624,75.0
156,42.72408752258255,46.31334777315468,46.966072195707824,51.00256238461097,75.0
157,35.06445484345194,27.91879630672404,60.153690803588916,40.24839005099603,75.0
158,51.65323805855907,46.16889262716472,46.830031274284714,48.0261529725171,75.0
159,22.244040304229802,40.83540635978676,46.97931060411507,48.2195039265381,75.0
160,39.942088305454504,51.07108924983726,26.007069198745576,58.60419816980563,75.0
161,43.55379184975465,81.24734511254088,57.25628486985425,70.5154269149991,75.0
162,51.850785751192454,52.40649296022461,36.568095701841344,33.24105705255136,75.0
163,94.59875509042246,43.342326861611106,58.54533882616659,60.878143952821134,75.0
164,63.589399926448436,45.18372338340274,31.464820314843937,55.76274045832198,75.0
165,42.36377859174286,63.449702656108826,55.37902400678252,44.85103730734244,75.0
166,60.54453643220621,54.32962269957386,49.43562945427118,59.66698613295044,75.0
167,31.455425575402792,56.41607158468657,51.49277360614033,52.657589378535015,75.0
168,42.991667973152516,53.69477685580331,48.616963853861854,51.5799583759835,75.0
169,62.42974904765219,43.56819981218926,62.91845512366719,39.78200230792246,75.0
170,27.58322166247821,55.5906604023874,52.215347860089175,43.26207197429218,75.0
171,56.25853722963495,50.06920834446069,54.46794818354637,40.01580754756905,75.0
172,44.17748118154245,48.4182649774545,62.25838823799745,39.123073629961475,75.0
173,87.59554026774256,42.446860625025266,34.73922618961183,49.24140712685512,75.0
174,64.42400076389231,52.623530065521315,43.299302300760246,52.75563876988841,75.0
175,55.25367531648959,70.35725145861485,50.81030933423039,43.8094397296965,75.0
176,49.602691359883124,52.089256790745175,38.364258218955335,63.45692225584958,75.0
177,33.683999633895226,34.249043460091826,29.17436134406404,48.478810491856095,75.0
178,72.55574207097206,68.34833367706504,39.70592010234701,37.383181966676744,75.0
179,32.505548042753055,39.51457563910986,52.82634554035149,42.685608324753176,75.0
180,57.926818961617855,66.4057928759701,45.15447073154546,58.15099076827636,75.0
181,61.49963847057728,53.96936157625611,54.446610095587474,37.76883317933706,75.0
182,64.2758220306681,41.55124825709218,50.77771725197822,69.1210339331286,75.0
183,43.14241102814312,42.500779423430075,47.02692966914024,64.62964723032579,75.0
184,45.42150774680016,39.778083525262595,43.569022776627754,77.16606708216108,75.0
185,59.47904135471309,38.97162087467007,38.34052178030209,48.8891132633934,75.0
186,57.2602836130122,57.014621239548966,53.15979351252507,30.321867176453534,75.0
187,77.51176559158979,49.415782559945534,43.135494377809835,77.81752897784088,75.0
188,79.90639991050564,34.01822351687685,44.277630715223474,41.79611747048521,75.0
189,67.4039638600126,54.548223702259456,22.679595566137433,30.3981080883584,75.0
190,46.81464059074969,54.994347690662735,44.01732961745768,53.115963865476544,75.0
191,68.51936569094927,46.19102707115616,49.836668374598155,53.744537162408875,75.0
192,79.70493910584916,41.29699120303846,54.723991179909575,41.59851275928143,75.0
193,59.80432383320304,69.7813497271096,49.10700720929502,61.70307341479731,75.0
194,65.83520081069022,66.5728868182872,53.150062937196154,47.197779804047,75.0
195,70.33209794651198,59.267101605097835,46.701878219509304,48.33081066997446,75.0
196,61.8208783142984,31.601636356601716,40.712507548281735,47.1601129008645,75.0
197,51.04599764237025,44.30690127146656,45.51790928750208,53.19303395556806,75.0
198,43.215857824589456,38.930423550207045,40.681014410241275,71.47071267736874,75.0
199,55.89885664103279,61.250481894747566,49.6071237993478,52.85357160641295,75.0
200,50.94315982757985,54.1847275249696,45.29227205753395,39.781537075454956,75.0
201,43.165380158773345,48.21072624845801,53.739549367700974,22.700676519335403,75.0
202,44.23446375256171,57.7408649689325,33.48322960789882,64.37964304569836,75.0
203,35.87064827181067,47.83971789540423,31.775533596826314,47.941322927409026,75.0
204,59.13350516599618,71.13538671831715,50.23540115273739,36.155831866550585,75.0
205,61.529278325167695,43.95780747038679,67.88778897859657,55.36262228104317,75.0
206,69.06042831644659,58.28055973256305,53.5087062779981,55.84506609906394,75.0
207,32.956934891355424,50.906152103384215,55.33482835858024,60.64262767675755,75.0
208,48.14787648924624,53.980743154905845,60.50592337076397,59.70096649525579,75.0
209,83.15526971610973,46.9051939259314,47.63258700903527,29.074246325515375,75.0
210,37.250053100911096,59.12299336792307,38.29582982289823,51.179898894428575,75.0
211,32.37791547696571,50.56118458553315,38.96019996196441,45.02379437245183,75.0
212,36.59747224449609,31.735373283212247,26.487922406759594,52.36463038646619,75.0
213,52.78085271187675,34.13961461301467,50.210374441605865,47.35456332937981,75.0
214,29.95853351836722,42.66841616249669,35.04737806396679,40.24139838198816,75.0
215,44.87141053459001,62.880064134162005,58.29224723741861,27.66396808411002,75.0
216,73.20913490063072,20.605665198812268,39.668633373977585,44.87862400113167,75.0
217,48.64615513616782,47.730052263189776,20.50945393886523,35.33856792343735,75.0
218,23.752917502331076,58.183387351614485,58.65270178031186,57.556492795600384,75.0
219,51.858129522899134,49.67097083996293,61.87486317823998,30.383218864352475,75.0
220,92.04213676155969,41.061808057974666,59.25481012285855,29.07971136649277,75.0
221,51.709358558596925,60.85871067795101,40.466256156527756,16.46707685053129,75.0
222,77.36684683392693,58.1948437565932,41.33830075252795,30.599135675394827,75.0
223,39.38099739520951,47.912150964045,62.28352742498082,48.35025058750461,75.0
224,43.02525148049114,51.61112567931818,45.46550142381915,27.57220207250824,75.0
225,21.65937820795081,54.83848388577787,53.60429831774747,20.640483382983422,75.0
226,43.43208241750529,41.56627955213988,57.030824560408604,42.11802068767132,75.0
227,60.288341869001776,49.735264135115195,48.138866761163754,69.50192282945542,75.0
228,25.767079587155568,51.50426081671138,46.548795058099984,52.08131051544082,75.0
229,31.801354299359982,51.97692209319836,53.74361001964364,49.04906266547627,75.0
230,61.745277499185335,70.49473647594557,49.774143224259745,53.657650740225336,75.0
231,35.029074590814794,38.04110943070836,58.47911228203083,42.19471882857993,75.0
232,96.70235080124039,54.26870820853796,42.96410203879659,51.882571244284264,75.0
233,41.6451797438696,48.32342856260403,34.31629659966806,43.089997948286516,75.0
234,62.339303604144504,59.064004615886724,55.60241328109635,61.95946728298931,75.0
235,39.85467553340006,51.759085046398155,48.35428660121402,33.91848799397434,75.0
236,41.963191127787944,42.88143290953829,55.36443265297539,46.6028364595376,75.0
237,63.968080487592175,26.981498712544443,52.01504259118561,68.0037123332846,75.0
238,36.727722096080356,38.90412649905223,30.211733109560235,37.94949987414154,75.0
239,72.30092074925778,83.3246329515451,55.95716954150411,48.34074162742203,75.0
240,65.11378533653576,55.393388872615496,36.45124728117234,43.14830532727876,75.0
241,22.992866149180198,34.76034019753603,58.346047402125336,44.752105391604076,75.0
242,31.14331860251339,54.6268126700149,60.31670206013141,23.285291401903844,75.0
243,62.27416140924728,39.28821708111495,50.52164095585765,57.948542980536345,75.0
244,41.8116941328183,30.824529552621073,34.17208743518566,38.00043283623003,75.0
245,43.11449639075336,57.37175014900926,56.93638693185725,64.86533615026819,75.0
246,54.625275240477364,58.21452664111322,9.170141760775348,45.39509682843958,75.0
247,44.427020646881154,36.99761448220619,52.34519798366161,66.02383865113151,75.0
248,16.146452728358604,37.605531659854414,60.70200127163348,28.940097241803112,75.0
249,53.093717088903304,28.880632649950105,55.733325174600196,31.356278514370786,75.0
250,59.71673664164181,34.988107036384704,87.27545819878046,42.673801342972574,75.0
251,55.36337827286591,27.612081441189456,65.67034841819319,51.7328088289045,75.0
252,56.35956478722585,20.830887855385274,52.84828782096045,45.76862922973792,75.0
253,40.44069552487737,76.92619708500078,64.95611696672401,47.3768329926182,75.0
254,33.61202637195405,40.64185126364086,48.73407906467941,51.119044599933865,75.0
255,53.339520553746574,53.76655697283645,60.6325487108601,40.668170518896886,75.0
256,43.929834992339025,23.083020782005033,44.33614645175031,49.88993236865183,75.0
257,36.35445194214821,58.731745854901334,55.32221175151806,51.70085567448454,75.0
258,58.56895200207756,63.929583534125236,33.375596864492586,46.892196047605566,75.0
259,78.94617328622765,50.93954587244243,60.663838548930066,53.497525686048185,75.0
260,59.07942683198107,64.50803029935324,42.3230198328399,77.70721591461408,75.0
261,24.21581775175034,56.385588497217185,59.35753436892109,75.51600889333606,75.0
262,70.57098823570185,54.08030560335884,27.59524712974841,40.66718681203249,75.0
263,74.65383883274355,32.84166734423117,55.16033208904213,27.87247533142931,75.0
264,57.38871680719639,72.58227332705926,43.02587152784028,46.63959953561388,75.0
265,38.27015064582185,81.19007051815616,43.455700542303596,53.18151904841543,75.0
266,75.22941224074313,59.21440880969759,43.59487755305563,58.627607098318435,75.0
267,39.399966060314135,39.23093115707275,36.20006630282894,49.230555772033114,75.0
268,44.18672567821,62.14947549063245,44.0933516774887,48.00291400297417,75.0
269,42.715194760228485,38.009036597962414,55.0775694341816,48.30976369596847,75.0
270,46.37294178552606,57.32456590636476,47.891524264684726,55.75120806435781,75.0
271,44.33527865040772,52.37667691843185,53.93004419018553,51.387994653209134,75.0
272,72.00242879012244,41.573668535263316,32.935391987329695,36.443616886938905,75.0
273,38.977859215855794,57.243006358559136,27.356583575774867,28.040500406423224,75.0
274,27.18174708166524,54.610429487053935,47.59536513411149,55.820720780498995,75.0
275,50.0149117854291,62.49677476600411,40.72416855072877,55.50629420023239,75.0
276,78.58090133669039,59.37748940213074,44.25304969795183,49.201625297225746,75.0
277,69.7038240866344,41.68311653690098,68.12083490136024,52.82304597283132,75.0
278,89.04940171963568,52.44894437686349,43.20237354166367,21.85665735683125,75.0
279,48.46284991353579,64.08147173166662,69.14887644632586,39.57936730680296,75.0
280,45.69956357539279,72.54463416449215,36.52503435404356,62.730272961461125,75.0
281,80.43018376169434,52.845281674591035,39.44691274590974,46.82091327993764,75.0
282,40.32488800084066,39.31005851861079,49.16272484717644,72.7474528321582,75.0
283,38.51244927222201,43.452832339805816,31.29175713872208,46.32678124143494,75.0
284,49.82170355482889,37.26380579446119,65.17721116556768,19.72186513048774,75.0
285,51.26005031710244,57.08762875330213,55.90533036415545,50.08695513896151,75.0
286,28.610281125746628,52.53713003162949,49.873709198097764,58.48508896066094,75.0
287,54.649679309230635,53.95030703426983,44.28841615224883,56.8415598223275,75.0
288,34.86494454517166,53.44459917010447,39.35995735887588,35.85070875858239,75.0
289,77.03821625407654,58.969149835431594,46.96661793033184,61.3254427642941,75.0
290,38.725682881882456,43.134172085170064,71.76461473049096,69.6228666163771,75.0
291,45.53084097031329,51.832014172926314,44.44283881816155,45.34608738820768,75.0
292,81.0677598090835,43.12266434784499,64.3926063284256,63.05359140529834,75.0
293,58.938089814075646,73.41566233030163,49.931432982900894,51.21384749413323,75.0
294,41.08373136547854,40.840830125449884,58.541630169983684,45.55325708167243,75.0
295,61.41098297840464,52.683312171552075,48.984413415996436,51.41715526979786,75.0
296,47.941272288741594,46.09514700519286,35.9494526149498,47.23289356744192,75.0
297,39.508321599914304,60.19349374716678,47.031659159270674,56.2232478193597,75.0
298,35.087978098864156,62.36233703478289,49.24084171066504,50.039675369895164,75.0
299,42.00622621219904,41.61373879062687,49.26744148718698,47.46701603872275,75.0
300,50.17118880601353,63.48782481854318,42.09401293560492,39.239585782035995,75.0
301,68.45199184841367,62.57394896317403,44.4524072975981,59.13059140616718,75.0
302,26.981591455139935,51.87613039055965,31.441654904148358,53.752221784740094,75.0
303,50.17057608114675,49.896352993617334,54.289339837090445,42.665220436215165,75.0
304,45.54982145448744,30.349044413696788,39.73253060936646,40.12059562601971,75.0
305,85.5865494117121,51.39948040060493,59.65725254915875,55.207960377862236,75.0
306,41.10119645800563,36.297003513226876,55.624993814741046,39.22739262911634,75.0
307,29.36574242296292,44.28065571733832,80.38379754574846,41.9548725415125,75.0
308,60.69356343085798,63.685614376470774,44.90569489883817,44.87923405053585,75.0
309,75.51046861683243,36.58146617809197,38.234245446634866,46.9089141934882,75.0
310,76.40599529550214,64.67583950424394,42.96946778624673,51.470494294361245,75.0
311,40.13279947010268,48.09883501444058,51.6905082621731,40.138824050273975,75.0
312,36.35294865354932,70.45072789803463,77.77409135052996,48.77804534396822,75.0
313,76.1405608179303,68.21423989826059,47.79086129597933,44.945118946715915,75.0
314,51.89117259756239,69.42087381806452,38.904646115360585,53.47492833745175,75.0
315,72.42087570293401,40.24281773207207,22.416028698139222,39.58834211395455,75.0
316,52.217300776202265,31.800790784244985,42.54607265625593,45.60738883909937,75.0
317,56.344615322705415,50.594064689357104,56.49786480847723,33.45062963972268,75.0
318,54.8265580519065,46.309854780344295,41.70232080178605,60.90629868000546,75.0
319,37.47440856687961,35.8075326517891,36.88379841096748,39.813007108388824,75.0
320,43.54284623453826,46.25698216995834,48.73198212349583,38.78704213024481,75.0
321,60.004193367023326,69.09112357738233,31.777647415892844,46.394699922556065,75.0
322,47.541964532699524,28.16497565941763,58.87345092434382,71.69591405786812,75.0
323,73.06659307508374,64.75005490272162,39.89836658973873,51.2747609831941,75.0
324,46.819854013212975,58.099923883161225,52.50732912840512,39.04327172630615,75.0
325,50.420373745625156,62.0449280589995,43.57461922740457,80.22432512051455,75.0
326,54.745773185796885,29.435794604071823,40.10258478623983,57.131907745906325,75.0
327,58.97012953537131,65.40492369434564,33.966833678291295,48.687867365906015,75.0
328,47.56263659119761,54.62126008870268,55.335704792694436,50.45944568064753,75.0
329,35.52670332460026,43.41467110160555,29.144523237093736,41.26379457404443,75.0
330,64.16851371881636,58.125872244769575,47.67210419327976,20.897703348008854,75.0
331,57.377276438468265,40.68266221916872,71.23054051046523,40.06308919406149,75.0
332,68.4958825226038,34.87740633952078,65.5651320612016,58.35332244079365,75.0
333,76.83503804860553,61.07001002378301,76.51873413315272,42.629292723716645,75.0
334,82.06242054248247,43.55912486280584,59.0451722563085,49.305365488792134,75.0
335,57.53544484926765,59.19489994007938,45.93433021662901,67.80521313067868,75.0
336,25.917959743355972,55.73646850967893,74.85293231107204,53.95012025625007,75.0
337,50.95941626023631,55.66155254866299,39.987783153163114,70.39958160906664,75.0
338,44.870707430845975,37.78778416986028,60.303976287229666,16.966708333838156,75.0
339,53.54415522236846,49.65495951901123,42.35389214436057,40.69031160025052,75.0
340,40.90831837470381,41.67511596854281,40.90110689708744,35.1903884395902,75.0
341,52.036921326959806,34.062266086429844,43.47872200809739,64.24337481248455,75.0
342,54.89396796636869,65.01451920055433,59.10750887853913,54.42068606630745,75.0
343,38.47865404319076,41.25697757338638,43.651554327538534,68.7708501088484,75.0
344,45.510552455014654,65.75436614619079,41.86443467084482,42.49917734183389,75.0
345,23.63063086917726,52.52379166873246,56.78427229536468,24.94489091215261,75.0
346,41.86486665570135,34.34459361993755,74.99610947895574,59.703231084377656,75.0
347,71.07860909310273,36.09086344475166,27.279676364809877,28.67328107356395,75.0
348,71.78588504648147,58.53119266456754,48.8616364036359,58.055463563567734,75.0
349,61.74219506507196,34.456444710939884,59.656102194924884,74.2106645281891,75.0
350,60.17014220998859,56.82038546559075,51.252158403270826,46.3206736220151,75.0
351,58.675301516226156,70.27457828004528,72.6752558411978,54.464502134316774,75.0
352,36.52812499722541,48.159336375354094,28.972890500944047,24.28290980895943,75.0
353,64.54951207792084,61.10497516934378,67.92751632512243,50.509812982570836,75.0
354,76.47107818517043,55.347928356906785,34.4213084991648,49.39556804647257,75.0
355,37.77894894745371,45.12593803158773,37.31652477590961,48.97229715765252,75.0
356,35.34180232040127,69.68266918524682,39.32130993284906,54.29717692031347,75.0
357,27.530517807310666,52.96976689410317,49.786853790266015,65.36568473977742,75.0
358,40.19928140243698,57.77040229663626,21.268809899684943,40.66220409308523,75.0
359,63.865898011582075,77.55420726648947,32.85093523576697,49.72420608983302,75.0
360,52.65390237481758,44.310914474064404,44.584868655358065,62.30080016462936,75.0
361,65.10863571913345,58.747647433054354,56.37551318768264,47.862063648627874,75.0
362,55.12965557733518,39.174291154392,79.0166255437422,56.48152691645181,75.0
363,32.23349060888694,60.255329255987,69.8002458577547,46.98460257362909,75.0
364,42.91609305131505,53.63443955061755,59.63236893547735,35.81631138015541,75.0
365,93.90364968971578,56.26545342017438,74.47683951942949,77.16183650615193,75.0
