unit_id,pH,Osmolality,LactateConc
136,29.849219436918858,51.51930828153288,40.07662185236798
137,53.28969538027732,32.50278444013423,50.329227880539065
138,53.5050653935094,47.33702996813263,39.29205634395841
139,46.9563958283544,63.93123223899672,52.19393456103666
140,22.72499316141839,47.97683983428344,36.497559542263296
141,48.822010568103785,32.273931647671105,59.21517396374048
142,32.830178838129925,54.9711871239916,59.54007680994086
143,30.12882474652087,37.46235316316701,50.55246869530339
144,51.99194723647292,51.44946167581925,59.42404046257739
145,25.908517378327666,44.67826334834584,42.07513160606586
146,45.002377873187996,50.08472081052214,53.73204549801696
147,35.6469014948646,47.18590641685086,29.893668289891636
148,51.489859340671686,58.76109044330834,38.85473440582629
149,49.81525543896221,48.94266795117513,38.44458143395039
150,44.227588809843766,83.53740131293397,45.857846593872615
151,53.896749416644546,41.012518175941274,40.427907937794075
152,37.299074699866054,62.50887721921158,31.669463066741464
153,67.63931274689524,49.60145858060146,78.49291291745722
154,47.186511463281704,50.72108924482552,32.89700452198891
155,58.54117024774915,52.84632198792857,53.272518062107586
156,50.68562341681914,65.39035884705935,42.38291317342975
157,22.569641989537217,54.87606333874167,41.548186837043836
158,59.79991331381796,45.05938593936903,39.449305744102546
159,58.562926320985476,53.47783259885092,65.77581310165746
160,77.06810171997697,54.80051450646304,59.171747009247085
161,38.387220424095844,58.681744417389574,48.21736406331842
162,67.52353589231355,44.17665259105833,65.91397267919587
163,46.05471748422679,44.68023231735162,35.74390283531249
164,47.86952445590699,60.932101164379915,51.8379532753802
165,46.45203589185444,45.67330257583713,66.73134035625684
166,50.01304458011175,46.96507255472651,42.16050104912034
167,44.83553223572373,64.6702035550927,27.85325462223799
168,54.99112634936132,59.09759156353286,74.09535098067802
169,63.38892095799434,52.76835789036187,35.43696898895972
170,81.69647118635594,48.8780125495648,40.57444660636564
171,64.701132119422,63.63277057261832,91.21169450694399
172,68.5118750905662,66.66990541580425,44.727164674103186
173,26.65561965769593,57.09037702690085,55.629145915119686
174,39.80480497296511,22.675637368059487,35.611088135908325
175,63.28806811834828,41.11014548716094,48.13094574611384
176,40.792433286858035,48.15998667564648,48.94087454817876
177,28.88699055351156,18.338360496653586,55.244723443513635
178,50.708502123647975,40.05359246991318,45.05628733987845
179,70.38623164786746,78.56298360103219,60.48841033018873
180,55.5394009626511,43.070182032383066,47.269908756975695
181,41.130211525953534,65.59134584477698,40.694243791704295
182,43.52906867807213,36.01943076700988,68.33364565734072
183,46.429835633502556,51.76338314288403,42.31100971019271
184,59.106768820811645,29.931457311420708,61.21701859444155
185,58.776653961000235,47.21900590927828,63.354832607875785
186,41.35732798561915,65.9331254955994,34.16917718242922
187,58.55198398888842,38.984402528064415,40.23121336530765
188,40.59346396246338,52.44957795899926,72.33919487195465
189,35.99519331597519,58.301714479994295,32.44883720084802
190,38.732798952042714,46.49621257586625,53.98873677005718
191,73.58889525816522,58.92653507712199,53.568082251396916
192,42.410577150275685,33.82142211025797,55.11681861008252
193,47.494098902579466,57.95613343205174,37.61336698771018
194,50.511589338558906,52.59530096222558,41.92745118070035
195,65.54830526254132,37.898882703242684,71.24499211315586
196,41.713771037380006,30.547703942433916,69.30583253012978
197,35.14973344833111,43.442664424216765,46.78030444924021
198,40.46328339727953,36.031460515750545,37.49909203461255
199,44.12730353842308,52.4138622391216,39.46870040561704
200,52.611747365616104,44.359186862417346,44.97259065704756
201,48.35886377039058,55.13193674559224,51.05946279291443
202,20.335588783150705,64.12166942642033,52.56241742644459
203,35.58908808537252,83.50689846429462,42.719139145591086
204,69.03998740086502,67.46864628817536,33.79233094014861
205,50.42548348545819,41.14037175152541,83.70647627651327
206,50.34821370363779,52.16527260353577,47.91698622155882
207,40.6775354835462,54.84521982300543,67.65918843222902
208,46.534067064654174,58.50021552002902,60.09236956952397
209,52.93072250155445,39.583277433101436,32.17882578752642
210,37.61567380890187,50.120059255559504,52.71187991702455
211,48.77214239590882,53.95507652990793,47.76726441257131
212,47.01078164372489,20.4923041469222,49.59788217489902
213,47.07595691057391,54.01905119710677,82.30809491139073
214,52.91688043431638,70.94494971871606,48.11943950827207
215,66.69261235984428,62.765562695851905,59.44145407468851
216,61.014647399462866,68.49198545385522,26.735605559525496
217,37.351372801329546,20.136408550982388,56.811732392603936
218,28.503117948718735,34.50785990085629,40.56822014718571
219,34.78687031329079,26.922304444727523,52.63427073178822
220,70.23815877102193,50.5906866161472,64.19014701636087
221,46.99159363162466,35.76373417593677,51.95339415293236
222,71.9808435262159,46.30521209013924,29.568819925650203
223,45.146601773239524,64.09162711887889,60.82119582959019
224,54.383252505550566,56.47457323441848,46.167833330567916
225,48.029183826584074,49.37395881148773,25.38745282223959
226,40.39912142213208,56.376678336562264,29.104782348862706
227,30.25739960285159,51.521993836469676,62.5559242249433
228,47.63647612446659,73.37984881916921,43.86564123397411
229,42.215395050741975,37.60431762739988,72.91568782847531
230,49.04094892285732,60.166781447562116,61.61933636059396
231,30.534667838979498,55.00045840820836,52.3819466796778
232,43.361664029817554,54.878635397613905,33.662063258744325
233,62.55596140324207,50.77870557484362,60.969427837096106
234,59.499376531546815,54.514141721674974,71.99224579924878
235,39.28379917365373,56.43344097733073,71.0654028566234
236,42.969601042334915,49.35955356221142,38.085590096201905
237,45.7024242576316,49.75179784222511,35.02997192314215
238,30.486643489731353,24.026878467342026,68.41450815914958
239,64.07870668134498,44.46021605865102,48.949742556015
240,67.15578485896228,50.79151703805865,49.1050470259137
241,37.29683562073671,63.36316483863494,54.54482118415178
242,30.690271721948914,53.46908498156946,40.703396842944564
243,43.82937059921168,79.92967309453407,37.39280791264719
244,61.15345833128929,49.83841180206683,48.37362304761432
245,71.64659060220218,45.651034232146046,55.43751148570966
246,48.38175991763069,20.309100126851362,63.007011215927314
247,41.3687260090644,57.96802426477946,34.6735315348936
248,40.233017919577094,65.73201744716567,60.01312069535855
249,58.6968525283191,44.66279742778723,48.325473098218296
250,50.13579114297113,34.177470710864945,45.14481859319449
251,54.16857681496076,71.71904009847839,33.358531683724735
252,55.26731458914119,40.65444095018322,51.55686489022162
253,56.325905730252174,65.03044003207587,65.52625616755412
254,58.92935137056989,53.59227075635498,32.13653608177006
255,63.85109344613333,23.175362946880284,65.47249408122535
256,55.58365489405392,83.25290084204794,55.61813802545669
257,62.813213908323675,40.46196634979819,51.304944181277264
258,51.62330598588389,48.04707061723353,45.95802871730348
259,38.542539411285865,56.10618113715307,34.971731409127
260,40.401170676749494,40.26973195456398,71.71836492277794
261,41.300701577905016,29.7549133623232,55.730686666744326
262,52.43761312420589,56.64331283329895,30.600773239805285
263,36.96041344367198,73.76588780880412,37.574000652838954
264,47.336478595511686,61.04422678387802,37.073972302735314
265,54.45712432646302,31.170511898499495,38.113166464350336
266,42.45696268254329,34.23050756951252,21.4958852207623
267,39.41296124368249,34.70904113167808,20.4776870904656
268,38.520845836288466,52.504065907479365,63.7728355794002
269,55.5530252987734,53.44338178218782,34.10646338845322
270,71.74139049713871,63.47059486202577,56.49088940796675
271,48.945633500882934,72.2542663125145,59.97433381933465
272,29.30246297104968,53.8973764427092,51.506052868963465
273,53.19543413767879,59.84273384232206,41.108040176415635
274,57.451387008380124,26.45163919613398,49.071680245197456
275,47.60319845030441,34.309807291883125,46.60933048650735
276,61.60047059131727,47.02749807932425,54.45649045971428
277,46.6653714583929,35.07459875666312,34.81245637080582
278,37.34361228783992,48.83424777847721,58.72005643185512
279,74.93958288694324,63.78565667901911,33.74301892445109
280,47.45139289649252,36.9175183563676,47.57070145149282
281,63.4967401492774,48.565876091615976,44.87337340479911
282,54.14054456990449,54.12322978826871,52.18343830882884
283,63.26172345802917,53.842273406380116,51.63113051120551
284,54.20970211917018,72.82348233092327,52.96940212605617
285,69.60516483067154,39.26281644569057,67.26893601778997
286,27.03632937448377,34.17458981256882,50.40005527318046
287,49.267918588339384,42.03967911056868,52.48202203363175
288,48.219756424392315,49.99996348328919,41.375579577999794
289,63.136010602381454,43.97606564055722,54.013658789574976
290,54.501972836021444,60.80563813898892,34.06296254731111
291,58.339637912388056,53.117292024703964,53.02298126999111
292,37.562605976249785,48.22321485449268,57.24839857534405
293,55.44027695580451,42.39949031417675,67.55568912303006
294,45.94693639771328,44.49935378961665,74.42658754566247
295,60.47391553967219,58.247650510832244,38.10243887473468
296,41.848591465544104,56.07192457825154,52.396972721854794
297,41.67630087543035,43.63258145517732,53.155608754209986
298,58.77614494156814,57.89572608996991,41.10974443747099
299,82.95593524046879,66.91737794132351,54.115121463459914
300,45.82957308809053,42.26617160019744,53.49247910980759
301,48.78098733584005,32.26321279816604,47.20409371351456
302,41.99035228640247,52.324548754654565,45.75849365838817
303,56.9259637630584,35.605845967590334,35.06200787824496
304,51.585704889703216,49.89112505251223,63.917770052380156
305,60.617917788098495,46.57445096320754,36.59049412414068
306,64.0272368013199,23.329793142012242,46.65100530206084
307,66.2023770001295,48.577924406902916,57.934639689543204
308,53.46118724140369,40.954754529457944,70.5669924400112
309,44.62460177331218,51.611611304876526,47.54768098293853
310,48.09403521811224,54.972844690362294,47.66046470740101
311,45.160990958854015,42.77526795616409,58.25618706967446
312,53.810361656717916,57.754947958713785,75.72370922997446
313,54.38864164057326,64.41289762151457,52.74967678482657
314,53.78239742842662,47.22590465192158,43.0709561414841
315,35.81269137458664,22.401034513191874,43.01121577855272
316,80.35991579040521,23.38527352796553,50.267461796516606
317,40.85387552762225,40.873269818163784,64.72238838007576
318,50.67246205596739,69.23638353428518,40.155748498785485
319,27.406790458396937,62.75024487888812,55.53160563175556
320,38.4927701589271,75.93984445609276,54.47383905745144
321,48.79985182278527,48.07499463558933,52.01185862945327
322,31.36357650585845,40.56777786029751,48.288276673512755
323,52.283425173368194,36.74913758193634,41.792770089767615
324,38.73606395986104,43.37917360962576,53.863760584919284
325,54.548820567708496,56.498103296619405,43.16144018643641
326,39.813899414219016,49.070366260123286,38.265099100129284
327,47.7719243678529,53.6116414236112,35.08274395619501
328,56.21083924756224,36.579058294355704,34.36095318000165
329,57.8929459101188,52.134468853822604,53.66378360777268
330,43.24518516584102,43.34330117877631,50.065057721839224
331,39.573799655029276,57.989745539247885,48.286610485165596
332,71.94723435873296,48.10595486273194,54.505957157149034
333,44.232034642234225,57.057770803641354,48.13254879695723
334,60.93981918657186,58.567186175492566,63.491069036174245
335,47.10130187123119,22.448318662691978,68.6249658196163
336,58.058571418368764,70.62837235926449,46.64942711988576
337,23.05916247881961,56.155416299538,31.109709117630473
338,50.0740499405358,52.03339995049308,46.90887893210502
339,56.7776862193281,39.27189787421052,75.20693328626473
340,42.50684127976643,43.722545420206195,56.8273013535945
341,64.0215003265823,49.53914623891192,41.44821372442557
342,43.87230688437881,44.552234950706385,72.21031770745432
343,56.111998280899854,29.45070669746983,23.90395145072906
344,56.86958937626886,53.889774778102705,51.71829790507505
345,63.384281848047294,44.81567782523386,33.23644380336728
346,63.932950790341025,27.935105568175196,24.867966109669517
347,63.57220762624436,59.151760938878,85.77973004519069
348,38.582172949355446,41.21872047219313,55.59816092686198
349,61.01554674296311,14.116501351256638,52.989734712648485
350,60.6503003495486,67.97168425555815,57.45855120556873
351,79.19512210119865,41.440258590053425,38.08928914362991
352,61.611302179572405,57.94473229203026,66.6228301135432
353,39.161212176742566,48.85585503040103,36.73652349254655
354,60.16531870051889,67.8657610114904,40.93317629735299
355,48.331590827696,33.71638986668483,44.11383739044822
356,48.55136019331448,55.584915488729074,67.73238785850778
357,36.82013738710994,43.59719330023185,44.83295223193931
358,69.29624560488864,44.75070193505318,24.885723277833783
359,33.657027433983515,75.85971214278943,63.81462862648771
360,77.04852574064759,49.390591803792454,45.719250602830535
361,45.42284527464389,55.54315175569979,59.47442026166964
362,48.85877431474139,55.48374394312527,45.25449240680696
363,48.627411909810164,29.573806848961915,69.21125948473082
364,51.21545462453795,41.41305543460172,43.431981497327605
365,38.128930429482125,46.921293173126735,36.11050316926663
366,58.73313057078596,56.09912586067312,27.683255291004567
367,60.304383821297726,39.67400907754792,42.686043010643694
368,47.496150723462605,61.53021803410253,49.944888142725546
369,51.75662828541986,79.1992880993977,31.152586252069646
370,52.20987631847548,45.009326951596776,45.19563971922168
371,57.90296723838436,37.91672029169886,45.665429385498314
372,44.41905735071034,49.583852771160444,33.79147878622163
373,47.58661078345109,69.05126459240172,51.57685408519994
374,49.86999416012737,36.52063631668258,47.15128507805189
375,73.70342837453059,35.08618910238146,81.36993198498689
376,65.85091097205947,53.58592922427496,46.16128761233024
377,48.89259652404779,59.52390545189408,45.26588572354482
378,65.7587741194668,42.48776161234022,34.224101554352515
379,42.577233046084366,56.64488914865655,48.35436711002695
380,48.18264879101892,65.16406592880251,44.541070085311944
381,42.80105009976292,32.29244291977228,71.6614684050523
382,46.21578425126625,32.52606365919232,39.244938492679914
383,58.15871482863101,46.493875277036345,57.20354377392461
384,45.18050568197037,71.05050640209153,67.01134207190138
385,43.544706040805174,38.33790907243491,43.81234378720858
386,32.41869399048171,52.75672680928069,59.419606195801045
387,11.24362912922837,49.65936506531168,54.08999870979423
388,56.27166514449805,38.926929547975156,36.597421616584946
389,69.91988567146109,35.15349553497093,69.17490543735873
390,54.29838488131643,49.82752383286121,58.64102536465538
391,52.55460353377358,62.98130642178164,56.354763283716906
392,60.95407167323394,27.25362835279441,47.03293436507177
393,73.73619664106334,38.56431169506451,74.496983098452
394,60.70985357389142,56.062692872163694,59.05066194609157
395,57.70373353149286,70.95340780391034,59.20500172645322
396,49.08391014254349,39.97315752129826,53.49859260459911
397,45.55086219252798,57.394230949717944,50.86894665197074
398,58.153050083698574,37.83486172991993,54.67289522232905
399,35.68046782689093,41.20532837930345,43.54005570172424
