unit_id,ReadmissionRate,BloodPressure,do_diuretic_titration
75,58.099675440822864,45.050671017724085,30.0
76,34.73582769339577,69.40902523070038,30.0
77,35.45846265382488,15.480971674602715,30.0
78,24.55077560788473,41.89869471985291,30.0
79,70.56911821478243,37.498918531867744,30.0
80,25.419823464613984,79.98953992860358,30.0
81,53.694610230957956,46.29979753348609,30.0
82,50.76891007339218,31.616499765174996,30.0
83,41.75213870073172,26.774580927639363,30.0
84,45.82154757051694,53.817479444663995,30.0
85,36.139918903968024,48.867235149178306,30.0
86,65.95071065171501,32.694296605284386,30.0
87,75.15860707830112,24.95169078676434,30.0
88,29.99879618122475,52.1893205428764,30.0
89,44.091869594317274,51.48573230051532,30.0
90,46.36493023888434,40.995346305646095,30.0
91,57.79479077456097,43.849609484931214,30.0
92,45.741315582057496,42.0024802113421,30.0
93,34.03760928207895,53.66607048733404,30.0
94,57.66552970631486,72.98214801576435,30.0
95,26.590854750015648,58.13432640811618,30.0
96,38.491284691065474,54.33503006380117,30.0
97,27.533964820401188,55.31700047640954,30.0
98,52.152753316587344,60.75288011469099,30.0
99,36.080723487682846,42.14597337920053,30.0
100,65.30718175232255,59.23188134959403,30.0
101,36.324211641659964,62.11774610232497,30.0
102,34.80615379014479,60.0122378281998,30.0
103,50.076834687300426,54.072224649153874,30.0
104,35.70327196504263,75.6377943226216,30.0
105,53.66662650501188,49.101302217703356,30.0
106,53.38007521794977,66.24298087497577,30.0
107,58.03235224572535,37.12608987018226,30.0
108,58.63459622347714,59.49252700277262,30.0
109,51.64032893839743,59.461524660984274,30.0
110,29.889270505950613,56.98280966582809,30.0
111,47.34470468890008,48.968160937450214,30.0
112,34.73660989916866,48.757700822590394,30.0
113,22.093159008493398,28.440086023747085,30.0
114,44.39607760811698,43.60689212556465,30.0
115,43.20983707078505,51.065923617977106,30.0
116,42.3630939125587,39.71139740757569,30.0
117,45.88950777546661,61.52458536053287,30.0
118,42.69311932963519,50.312316872545786,30.0
119,54.86192515945784,37.643040964592956,30.0
120,55.39889685503943,35.7893461308697,30.0
121,43.70082166858,53.13257811497282,30.0
122,32.77291828300618,57.935468461290085,30.0
123,39.68660998476775,51.169927581330874,30.0
124,57.47617079544751,28.870482990464765,30.0
125,59.49269167004338,67.48676881194378,30.0
126,39.52542782329607,38.60059805420565,30.0
127,39.261486491448075,45.67429471060847,30.0
128,33.86561644174844,61.97578497057398,30.0
129,37.001487147637995,43.93548756302075,30.0
130,52.09552254293838,47.222108407558736,30.0
131,57.19530707028656,55.590654505636984,30.0
132,20.246905421694766,52.98360053688345,30.0
133,34.86340754942268,49.32937848965086,30.0
134,38.12731498292587,55.01529080938738,30.0
135,48.445987767689076,62.633269252063506,30.0
136,71.68726929223696,59.28503651951769,30.0
137,54.070792554957855,36.11343958602287,30.0
138,48.370274690441775,74.51047071141883,30.0
139,31.51950216858136,59.13609149722257,30.0
140,53.21086981160975,27.227724659130637,30.0
141,48.608376999870444,49.91403082514678,30.0
142,27.42811483176434,59.32982283762507,30.0
143,50.87144539192057,57.91091931121493,30.0
144,44.69072816474788,33.44486024292406,30.0
145,64.98298135982516,62.256899275394304,30.0
146,48.347430220476085,32.56419573270402,30.0
147,29.43094569694393,41.28718571917679,30.0
148,45.38959955493234,58.909953755223164,30.0
149,57.268340369328726,32.48311860799535,30.0
150,34.11452312908253,54.40777460334258,30.0
151,26.912684962786855,38.58357002964753,30.0
152,36.80166990125149,35.87144523311518,30.0
153,47.899816371733884,30.64638569666451,30.0
154,73.03963618390706,58.4236391703151,30.0
155,33.68818734677624,58.67267007414234,30.0
156,45.59144037363043,59.74778686598896,30.0
157,63.24668846976165,50.35734788582856,30.0
158,47.02673849547732,33.80024109791781,30.0
159,38.666712969806895,39.178233790903946,30.0
160,23.658779471480365,48.27147325393395,30.0
161,41.54368793756943,69.2804927603183,30.0
162,32.91185100948527,33.83189330062788,30.0
163,41.16880976744851,42.764595455491595,30.0
164,43.687203661788146,54.719497273448134,30.0
165,34.39196077045691,75.13842722102275,30.0
166,53.002180841089135,47.49052431847317,30.0
167,93.77293729680055,58.38464311123003,30.0
168,57.808895620967895,32.063185320646724,30.0
169,62.66710395617298,53.06280248380076,30.0
170,50.09354110209895,42.96263184578005,30.0
171,43.48141253896698,22.456052365746245,30.0
172,43.39560272995557,10.089589108231786,30.0
173,57.28141270259848,43.844588386855605,30.0
174,34.82950877061316,43.33792320331941,30.0
175,14.591969993361298,50.786223731694854,30.0
176,53.289056759301104,33.473710720708205,30.0
177,23.74865179315269,56.44861310793701,30.0
178,43.82179320914717,62.97817844673194,30.0
179,62.934385304959854,53.629614283950914,30.0
180,40.71039776198397,38.757537329263116,30.0
181,33.533996115158416,27.292503955477443,30.0
182,76.67712257487372,51.34173307542222,30.0
183,74.11450542979496,55.36853957211207,30.0
184,19.809544932932727,57.20631812402294,30.0
185,77.21411004186182,42.81459956849406,30.0
186,55.92257735367666,77.82289978290918,30.0
187,34.673134261563014,48.38732482252851,30.0
188,36.01462080357448,53.10032455901569,30.0
189,33.19456179945597,54.653000290693676,30.0
190,46.62218366315577,39.16381191049997,30.0
191,35.903536109444524,65.12441807983129,30.0
192,40.55024940155637,55.342411242898,30.0
193,27.22551242870555,49.60597279973495,30.0
194,40.57254841137594,62.22078313347522,30.0
195,75.05795050563333,40.21908854757725,30.0
196,35.604998499482896,53.56407057966165,30.0
197,71.49340572325039,41.134731312117395,30.0
198,31.537217138465667,41.82650771710143,30.0
199,39.34343918432203,26.61764856621121,30.0
200,41.63695811812936,43.387882915055386,30.0
201,33.40967141275379,40.1380247553902,30.0
202,66.02400462992472,51.17615502630164,30.0
203,32.18475472198403,34.678968218960534,30.0
204,31.978146358764683,37.94503203629675,30.0
205,47.83926831051311,42.61932624709019,30.0
206,32.40982166801604,48.12214827899276,30.0
207,47.6420127601904,52.78490794823023,30.0
208,32.72512749269353,45.46259215368065,30.0
209,50.075444631288846,43.19310139221012,30.0
210,35.7552353226868,49.16803710536067,30.0
211,33.62659468382855,19.311550774114423,30.0
212,36.75091606466944,35.04981187776087,30.0
213,56.735789407157796,49.67217703230982,30.0
214,28.480355654957787,45.21681947755888,30.0
215,33.4553802216873,57.82648874132187,30.0
216,34.07749907300653,58.27712944437211,30.0
217,56.17769459078109,47.339086323752674,30.0
218,58.51553116543367,56.433051528619664,30.0
219,38.49290663999466,64.23908963043652,30.0
220,31.880620548477964,49.80060672800854,30.0
221,35.55142125303412,59.39965764168298,30.0
222,27.353864060993168,46.040017533999695,30.0
223,44.86168460481776,55.141875594606645,30.0
224,35.9642565995659,59.129898021818576,30.0
225,25.554397367733046,35.24327526336126,30.0
226,48.431765297350275,51.27260098948026,30.0
227,22.940459962897542,37.32462291155478,30.0
228,47.35196448844904,52.342683889905246,30.0
229,34.33292518274777,54.42631991343964,30.0
230,28.48716746357175,47.72895481615659,30.0
231,57.00786608736432,45.55545973096845,30.0
232,41.060354032067785,51.6493088330642,30.0
233,26.290613722639193,55.39994465191958,30.0
234,64.39012100973774,47.68488896075444,30.0
235,72.57303577835285,42.78657527949939,30.0
236,68.94754723026081,69.81121269332613,30.0
237,28.44244314220086,45.79836241646383,30.0
238,51.182819163968425,48.80542597217125,30.0
239,41.9809254358093,64.67408299176296,30.0
240,47.08231929219967,53.26552437730751,30.0
241,27.956431265975898,58.254979350995285,30.0
242,56.41274539295245,43.233086677550965,30.0
243,26.11619082531649,18.860477834705698,30.0
244,39.191910916974294,60.41900121614687,30.0
245,48.65270729134678,65.36876434111844,30.0
246,43.5072018176466,25.908994692110625,30.0
247,40.13957077586938,44.72817740493755,30.0
248,44.60595117199061,43.75845342771365,30.0
249,45.31709469921609,38.08374997652934,30.0
250,61.88349338023033,62.9417326554883,30.0
251,40.3402799777031,52.39161777818074,30.0
252,54.828800608992395,68.28028286104144,30.0
253,41.44737785375042,43.0671923761636,30.0
254,43.01612619182821,57.0721910856304,30.0
255,63.839085921033,40.347333510281004,30.0
256,38.8898339567594,73.811289891552,30.0
257,55.03106000148699,53.89692577361215,30.0
258,60.914607048613405,36.073762754535565,30.0
259,25.793783580210942,25.58659013984941,30.0
260,47.40930524511166,62.45159924649702,30.0
261,49.89278172169871,35.281234765817494,30.0
262,34.64821566924585,61.828959576469394,30.0
263,53.03146431585241,35.88267482233282,30.0
264,40.2329041704235,45.57558103719389,30.0
265,41.532658076621125,54.645905778567865,30.0
266,36.31687059347486,58.213751351719246,30.0
267,35.24177412350431,56.94230682703173,30.0
268,34.7204742444105,47.44707696201296,30.0
269,96.09861837927019,54.983487658497275,30.0
270,54.62717170335148,65.29461904516921,30.0
271,43.80557172604059,40.57634216419852,30.0
272,42.48171655818501,65.52423470027966,30.0
273,40.84568128804435,39.45247197817474,30.0
274,42.59027208024682,60.07246994927611,30.0
275,71.19798972213417,39.52060705170891,30.0
276,32.47664538708991,60.44730860089467,30.0
277,54.376177594401774,60.09060573000064,30.0
278,53.91395786297103,50.11213609497386,30.0
279,41.99220870778929,36.60792451787877,30.0
280,34.47816012589446,63.577303415198394,30.0
281,55.216358355632394,54.55609572695765,30.0
282,24.15074382675289,43.11675550802674,30.0
283,27.52827412518634,59.0755541674091,30.0
284,51.93676979383918,53.4593882300517,30.0
285,26.465658612534845,45.28877534027053,30.0
286,27.72316409448184,54.18612332437051,30.0
287,47.95113541845078,56.35237334424601,30.0
288,31.876385843927586,47.91873372519934,30.0
289,27.026251726355234,39.09652136812029,30.0
290,49.21143578824111,42.58000204456269,30.0
291,45.61418742667922,50.53551395458288,30.0
292,49.434269480377765,48.85633519238424,30.0
293,28.567701319879536,42.18672984051427,30.0
294,49.6507024601014,62.766598931755325,30.0
295,35.59698314934168,45.36493058833386,30.0
296,36.851944712337065,34.25848809886103,30.0
297,44.39185400871166,63.31481791308067,30.0
298,46.52510148320435,40.41386352189678,30.0
299,37.791408231565775,70.6809970350979,30.0
300,46.80780476821407,52.900553686770465,30.0
301,27.318624195101155,65.82551962143911,30.0
302,55.97804935428738,42.74170607841687,30.0
303,37.72958018131345,51.98250795779449,30.0
304,30.375030855742217,61.92215476269107,30.0
305,32.74284285322562,51.6400016006623,30.0
306,59.95796894680618,49.01989409379069,30.0
307,24.12722104489807,66.06537819761019,30.0
308,35.25510304812438,43.852584022391525,30.0
309,50.0982273371252,50.182400124574066,30.0
310,43.72808347849198,47.43857499927616,30.0
311,53.04648754217703,33.42541819797428,30.0
312,38.41694619662683,55.91408418368615,30.0
313,41.54322130610574,39.71009851611012,30.0
314,37.836455198000955,68.44252345534039,30.0
315,61.98226465185824,57.66471489683638,30.0
316,52.173504162170204,54.90952996210739,30.0
317,38.36079852242528,38.23912199813455,30.0
318,31.1172511392243,68.90864590668566,30.0
319,33.27644194427026,61.01062567509088,30.0
320,31.5758018918927,23.13958819106663,30.0
321,54.20194714658712,50.40292164230573,30.0
322,39.397412159846255,61.39111737771293,30.0
323,41.51513465883879,64.56172731188276,30.0
324,40.92558321680883,57.31332256436158,30.0
325,55.98684021404877,64.80182936294057,30.0
326,43.094911116884255,41.729448576456875,30.0
327,29.8350140903872,28.88236542296081,30.0
328,36.5910360448182,31.823237915677215,30.0
329,62.19327454364166,68.8852085638218,30.0
330,44.65752315286554,69.19911703393356,30.0
331,38.71054943619366,64.07761830603648,30.0
332,40.811754065436645,47.707034516532694,30.0
333,38.29133281437866,57.75443012955731,30.0
334,41.49135917573137,55.1190463871576,30.0
335,35.86916783663089,31.40104247429327,30.0
336,45.93950739641885,52.316842131087306,30.0
337,40.02107009811803,42.79941882010593,30.0
338,47.58091777114789,53.34015493288208,30.0
339,33.90316892108634,34.50641800391176,30.0
340,51.639627006776614,56.33957379269365,30.0
341,44.66681991853041,39.83892239173891,30.0
342,64.9236018196362,45.597634105070334,30.0
343,40.35364405367058,51.83769541192264,30.0
344,49.25104601349108,60.754640084740764,30.0
345,57.48040214855499,61.60192490568386,30.0
346,37.70708309958233,70.48128071994783,30.0
347,50.29454782969422,57.871568737110614,30.0
348,49.796170534350566,37.35599145954483,30.0
349,46.533141597508966,39.1260640951114,30.0
350,26.496798952711924,67.19851246381063,30.0
351,48.917584612972,55.30373808017191,30.0
352,61.90862742663939,47.35346604961308,30.0
353,46.62682279631653,51.359304678296596,30.0
354,40.05747699932128,36.32233523168845,30.0
355,32.31296867097549,40.186945180034165,30.0
356,55.064371207223026,64.68111923145567,30.0
357,50.36676089427359,62.5520071684723,30.0
358,33.18495956836095,67.0959946593316,30.0
359,46.89778390360001,41.96294594817506,30.0
360,40.34055684276183,43.23194986339543,30.0
361,29.477649822219995,43.08326821664173,30.0
362,68.07463749414842,35.256183118208796,30.0
363,28.027447123158318,61.38929302241978,30.0
364,39.2270835347991,52.21574203139714,30.0
365,36.831368562457634,63.826782721205426,30.0
366,49.33626059743701,69.52122506527498,30.0
367,47.193418809769426,28.556117777948742,30.0
368,40.25427304665263,50.45312912184718,30.0
369,75.54288078417822,75.28502128133246,30.0
370,50.66932622592924,56.22947817041449,30.0
371,31.00447560512031,49.66372620756304,30.0
372,59.095743557986374,38.318886020234714,30.0
373,34.920048071156124,33.063070536362986,30.0
374,29.128863195298223,44.47095606878365,30.0
375,32.3731084099186,33.28439587644279,30.0
376,38.34195468325383,81.12643396028628,30.0
377,45.546396071832504,24.35998163320351,30.0
378,15.749871506698486,38.642811302190545,30.0
379,40.65053242750448,55.84907961689931,30.0
380,55.19580359446503,38.56586087901868,30.0
381,64.9571070093826,60.33193896963502,30.0
382,35.29191172088298,57.415006464937996,30.0
383,50.89803489075134,75.31467994171044,30.0
384,36.65504052793583,40.88621881120198,30.0
385,26.020817553479517,43.357088016650486,30.0
386,33.884014898874874,51.816620689148365,30.0
387,46.25945729110055,23.54252697899851,30.0
388,54.282029132506054,48.81897771749182,30.0
389,39.69184929397476,42.53721707105818,30.0
390,36.6044273644435,43.9090832364737,30.0
391,38.49331171042759,36.67694561480684,30.0
392,59.54760939002749,44.80216762059199,30.0
393,55.93902727697778,51.5317110583059,30.0
394,43.61870535541787,72.65189098431728,30.0
395,57.27384857013225,40.9028114307328,30.0
396,26.00064246582467,75.25193046294349,30.0
397,64.60801783237436,46.10948633538833,30.0
398,50.264409191679086,55.30422310797326,30.0
399,25.068540082809,57.66467850544731,30.0
