unit_id,ReadmissionRate,LengthOfStay,MedAdherence,Sodium,BloodPressure,Creatinine,do_diuretic_titration
85,64.274916906927,33.5633742833741,48.4864211955203,51.05383361120422,71.83063593850609,29.545969358456382,100.0
86,57.456213994165765,27.35517880683872,40.31347442402546,54.96383542421738,40.043620044213355,53.68083611566354,100.0
87,58.86381674327878,33.75565106314209,53.5638224280392,64.89886703205002,62.55633744613449,40.651297829532986,100.0
88,72.3004696262596,47.03757099436236,48.979480283580166,72.99678668883169,41.94679391285682,38.13154842386782,100.0
89,43.22074432213159,38.73819014608578,77.3288206341925,69.78881681809045,41.97286758808603,41.82709800105481,100.0
90,78.03314349105423,50.04439678281031,53.53052711889802,27.99255425636965,36.851197026318424,50.32601155112168,100.0
91,44.305568756399914,31.955140938165183,70.01307077237989,62.12953616553247,48.93186544581719,59.39728020501966,100.0
92,64.79955450535492,50.34404701048844,51.86660220206336,53.51625129360463,51.55425273195859,51.3467596238837,100.0
93,52.117175056615125,34.14842957606495,23.133794201468582,52.37683739386519,37.28150129039361,33.77939109413194,100.0
94,66.60442150487341,47.4449610535319,55.69648189715872,41.89755968914495,54.61722172636536,40.114958905073365,100.0
95,65.84720970189889,32.46895862343321,70.0659554348113,47.60281886042595,42.08499281538014,28.459255030347933,100.0
96,92.72337039379411,39.736486640885715,52.815720622159674,51.460689300829195,47.281098202120056,57.11600827853005,100.0
97,90.00818569151224,32.391838893434794,36.61721821183584,68.7590861613439,49.51939046267135,60.95034586141783,100.0
98,39.1810110211993,39.54893512191455,58.60650196677313,50.5463025355218,75.47414618352425,68.01793503676558,100.0
99,43.29029460919397,48.65506022633786,48.722953206055955,44.050116319730805,63.98791005925888,39.326834518682105,100.0
100,69.54942016761957,37.537404550233134,39.28155620724905,57.340886673588265,51.15336500312279,64.62878389164088,100.0
101,81.7700419005343,47.70005817436006,50.50833596190818,37.48224902093789,40.94988617361642,51.81609279630506,100.0
102,77.56757971871568,29.58765128505317,35.53068367493171,46.01836555998334,59.928374413055614,27.493425007918155,100.0
103,39.967502174677136,24.471157076907392,68.21735195214922,46.26689388012579,68.24303854211203,41.385002142292265,100.0
104,78.43082750539656,38.62086733529894,59.7382450983002,35.67129040426226,30.854257715935876,35.017229076672514,100.0
105,94.12458846504066,47.5038955351202,40.41258711712395,40.95066958596551,42.88707546841831,35.2062400128063,100.0
106,65.03736000266132,41.42725453347073,54.82151635705379,52.9534646538875,49.52300646898052,38.42692711696544,100.0
107,43.60023749991245,31.26215259881789,43.49229293738891,59.069392022497745,38.26865383133245,44.966722242652025,100.0
108,75.39370956539364,60.30430081399745,51.20492023087173,49.45658195787652,51.3843581223622,58.273758462261725,100.0
109,51.90100132306275,35.012813855137246,49.73020722497021,64.09915837656528,59.05579997653928,50.33193086433942,100.0
110,90.30575238455201,37.53975902909571,64.19467501803793,29.864503259659777,50.90079477088921,45.88012399051659,100.0
111,72.34495401879501,26.880200102697323,71.01467152476168,44.88242308800164,35.51295590641565,57.158205609161946,100.0
112,51.79962776210683,34.27797219526893,55.33991946624928,54.668585108120745,49.083989960002995,42.35799502331055,100.0
113,74.78894631965159,24.169843883542402,45.365850165854,58.2621099149746,41.9077363690892,48.160279004097475,100.0
114,83.69549985043855,55.745493702033286,32.18444703612367,47.955235003718116,39.19401160078477,68.87536756752087,100.0
115,57.05818528347823,19.431152636435694,47.16815859025488,59.33325262832355,30.836781863991792,55.97119629294648,100.0
116,52.27178168264387,33.669428044411575,49.75406204177856,71.45422819519335,47.391933223544136,50.79338732741041,100.0
117,34.293292189512044,40.29909827110761,33.50380301159718,45.022519726082656,64.14000718517428,22.35043165770279,100.0
118,90.15995699220883,44.56520282302597,54.11725400640151,54.88999851240456,57.373553773608194,47.21755527901441,100.0
119,60.09881059331209,46.98197748726822,62.99093729012152,48.073648997765545,70.96242206151818,31.156056728711636,100.0
120,78.29325164560996,30.516589334596326,41.38685253836233,51.10659396721292,61.320577862540866,68.75328115195744,100.0
121,101.78167082011063,48.87998283297273,49.748297304788835,52.456391256132214,32.4057837841629,46.13563090846182,100.0
122,55.47317498669847,33.63203817784082,70.66357591342303,66.49405683989852,70.07596899183515,64.40724159025038,100.0
123,50.58505084718888,25.03611639739171,32.60882610758832,44.73149568046582,45.421424751411706,36.753990071936855,100.0
124,32.905277851986774,18.402251060420028,27.71055390358492,43.51745993500311,35.80591472758886,33.71673677682924,100.0
125,57.33500321300092,28.678835027871912,63.196093148643875,54.4556794655329,55.73450879535652,61.28619544555109,100.0
126,50.355160497416364,16.403067331674407,51.26557035851404,67.374148283256,48.45367014974502,53.794890191149925,100.0
127,87.73603676017292,50.66678510918865,39.25225480559061,60.03734533430555,37.56541106941152,61.49053133063651,100.0
128,49.997640096093406,41.34185582672366,47.026886994772134,36.5359049366865,27.36372208401225,33.61562646413696,100.0
129,38.65534907807927,22.492800606085176,59.65893771848161,38.89215448836528,47.928579075359366,60.755258182814174,100.0
130,35.20629575761001,32.72491517935669,61.57647189927156,53.14013564975492,55.522227519728304,52.23028388476445,100.0
131,80.21940503844212,50.44044129735012,40.23400242697625,41.23680625347231,54.14327310462245,44.71608611554322,100.0
132,43.46052069847465,49.99744473690262,55.27949853570082,48.44755254770954,73.35855486447406,46.228886498910946,100.0
133,74.23786838012374,46.99957659567081,60.720925672143736,55.48613001284573,55.043652752221874,46.537993214492126,100.0
134,38.00266400491133,49.533952157406304,52.3553706974092,53.98988849310293,35.34704288181105,50.521386015522246,100.0
135,50.721750378887876,43.6163611457957,53.23866364144059,44.51381848663682,50.263750390431966,46.10585224164643,100.0
136,45.4311349018018,47.45865993263187,44.79753503180118,61.49444435510459,30.936764934943113,61.545055689421574,100.0
137,33.098327262414045,50.366669224506545,58.297700565734495,52.059268525787225,66.29644883573582,33.09121035579021,100.0
138,64.3466721298559,44.8021981166969,43.666572413840214,52.82593856023068,43.54259540960397,41.55520923292578,100.0
139,35.51332503004981,32.24133864979574,47.45930719415363,39.53903559186542,51.66481451900593,45.60793623619487,100.0
140,90.41738179247253,48.39950918841401,37.51467901051205,47.17364765241939,41.682789525746934,53.36364200542081,100.0
141,58.40358356465635,53.26503032296692,45.899790112919945,55.413021808063455,74.69971462443215,54.44085504469339,100.0
142,56.573898783541985,32.22563576856107,37.78918777347419,60.737870958486006,61.86534188592288,34.427748233953714,100.0
143,65.19043646773049,36.52048256643151,72.61818356516858,66.02714460866117,45.85516567510757,36.04753039902314,100.0
144,83.94428197337432,38.23743963211965,56.24609027072877,73.04483308472689,54.599605830881096,38.61733508497917,100.0
145,69.34850598864507,33.67820732307704,44.316762191787305,39.51198097306394,45.05139380813692,42.31393044003053,100.0
146,51.329100462834774,40.161872444142524,34.87346587331156,40.15338459660682,51.985995979698345,29.18759431586829,100.0
147,96.80634314645432,37.43063853890874,57.81819116754285,50.667483173919216,50.49868810228315,30.834582951917508,100.0
148,80.9430877176117,43.19767827012306,29.019406693979228,49.19852082980708,47.30929942816556,67.93693059934706,100.0
149,71.71653204969887,40.80225994848793,66.6107949391811,38.18711724900521,60.82583816066648,82.58863017666617,100.0
150,58.36130119698389,30.7235283304861,45.4026393598806,51.2621407864027,62.96342469389829,50.74938830442582,100.0
151,66.06580931136494,57.037858328438304,63.849349281768994,53.953300076009214,21.25615488314374,57.252827567070376,100.0
152,61.583474793996785,36.7717423495454,67.18825630211066,31.94708287122363,61.413323295128556,52.56347395514625,100.0
153,36.15872368823786,42.39123952353818,45.42083284725359,35.06437590219391,60.16500470499696,59.6811213444231,100.0
154,45.28379750500243,37.957302097270464,43.99812655068408,39.418034022544276,58.23236463364294,42.97176131200102,100.0
155,92.28307014756516,35.78891014021111,53.361614697546244,35.13596470980136,69.44952951004184,43.644473611351,100.0
156,54.72408752258254,28.001741611364487,24.442706279857155,46.53653030209895,37.2361437799334,45.8639511737468,100.0
157,47.06445484345194,31.21676992172379,49.800459534898714,23.66865841717003,54.75933949413415,45.980172086726334,100.0
158,63.653238058559076,30.714624441019286,52.105536199338744,46.38973869888796,44.83362883885316,47.550688204961816,100.0
159,34.244040304229806,24.549245262367645,58.32810508338462,45.392061910900985,46.21461450772729,45.99475088438809,100.0
160,33.04521555642374,43.93622190387777,53.24954160472188,50.88209469028368,21.334446658401905,57.81584970858218,100.0
161,55.553791849754646,31.67408454231042,56.06301931675483,81.99014752424266,62.62728109349183,66.27965756453261,100.0
162,63.85078575119246,57.477479745449926,39.3331613064729,58.099973017070745,68.8024665959503,25.42123300108679,100.0
163,106.59875509042246,71.49951606698265,44.60480595189956,34.05889181836062,74.51853927277394,65.26705146096467,100.0
164,75.58939992644844,41.55516268045391,45.310255299849395,51.91715906476029,39.10905354010088,50.92807730452483,100.0
165,54.36377859174285,63.25874999431601,83.70052839003012,61.56890353985539,44.892327418577246,38.2139689867451,100.0
166,72.5445364322062,21.616134976238598,31.16995599989553,62.01643347761676,50.56795048519716,61.511236978300644,100.0
167,43.45542557540279,27.108632227758676,56.68432301500417,54.38117668908555,37.84444358308869,50.85907301783624,100.0
168,54.991667973152516,61.66515196905198,72.06578790141833,45.77300410988426,32.316735306455406,54.057144508334666,100.0
169,74.4297490476522,46.10574348097265,40.08385488569269,43.931609899350626,51.55635789296293,42.054360405054055,100.0
170,39.583221662478216,34.90337604821392,62.2956629932368,58.006490727588734,31.389911724762413,44.686483563136576,100.0
171,68.25853722963494,42.31754351150465,46.22455254862857,45.07834219351466,44.12452953558328,43.11758752724958,100.0
172,39.86426591935289,42.45050765894452,59.10134194132145,53.60426735578541,42.45985672355387,30.248747926895206,100.0
173,99.59554026774256,55.683063585830105,23.24986192628217,33.38924948706463,37.15766167424026,50.443579846962415,100.0
174,76.42400076389231,48.11645442531587,61.44789775177074,56.526792530627006,48.81456238912744,51.90401179253857,100.0
175,67.25367531648959,44.06653972542769,28.95956052511832,68.4553105917922,29.208016438640303,45.3231485326466,100.0
176,61.602691359883124,38.855534057364835,51.37198631638113,53.800400551494455,25.200692426003627,59.84159726865295,100.0
177,45.425420443673445,48.89269234244876,36.886354546862115,37.429044337117325,46.04506311726312,47.12489798708449,100.0
178,84.55574207097206,47.39286681985462,56.45710826328218,68.47273950002597,62.27037666425673,38.504018192563876,100.0
179,44.505548042753055,45.432341449635864,55.84999835595728,44.19236913108064,70.22865275708114,42.28738048994242,100.0
180,69.92681896161784,38.46083635662299,71.18886395462341,65.67944549616958,47.08755594129298,58.304415834228145,100.0
181,73.49963847057728,38.80555855673697,58.97851621283611,53.32573859447358,39.848191606492286,36.48128320671265,100.0
182,76.27582203066808,30.007506765579702,41.70089296616209,37.892553948551,63.63575584237971,74.38596627518521,100.0
183,55.14241102814312,32.39980469472011,74.70261135499344,49.204681375399744,48.96524549271582,70.44910038787073,100.0
184,42.93512733972133,42.21002617033242,50.06742143180007,47.591627974514935,62.62780422090306,71.91619092772886,100.0
185,71.47904135471309,42.76882695929734,63.54549941464254,35.932873795236645,45.96238002598767,45.529962458968406,100.0
186,69.26028361301219,32.585231712105326,51.61193923523178,57.90934412916046,62.603197206092176,33.73159774416809,100.0
187,89.51176559158979,18.646180504197112,45.3026055846987,53.82608853820566,65.33585815825194,74.35943293560348,100.0
188,91.90639991050564,33.241871891020416,54.89058499122028,30.096841832515175,35.65790232870616,45.344437325613484,100.0
189,79.4039638600126,33.622073445157795,41.51884995471777,53.48434819156674,41.84905931970883,27.839044386159287,100.0
190,58.81464059074969,43.40101220001323,53.029461024115506,62.444818092504725,31.27109831795199,47.26002390986114,100.0
191,80.51936569094927,32.96402514555647,45.100442662819376,48.96458623561925,62.22875610202727,58.71346772497397,100.0
192,91.70493910584916,58.43399044288298,37.74688862082528,38.271282203947564,69.7570410460857,36.37955288316513,100.0
193,71.80432383320304,37.32893992040474,61.65891699720007,66.17257695009691,53.801655670341034,66.84338335278915,100.0
194,77.83520081069024,49.98275207683456,42.39181593564369,64.1756799817609,28.734819592323383,50.625072411774525,100.0
195,82.33209794651198,30.20015926149336,47.257421242030134,62.83212180815162,50.67964019897398,55.79304725924876,100.0
196,73.8208783142984,16.128578872738107,60.79655545458256,38.090099479134594,48.820019061712806,47.906163261943,100.0
197,63.04599764237025,37.132316116760514,55.33951545235506,48.896753334025846,13.075391449850974,56.887085750074476,100.0
198,55.215857824589456,46.77460032333475,49.36929044379179,42.18674181760271,35.57079600861272,67.8644596661444,100.0
199,67.8988566410328,37.636834085604534,47.81896291457207,52.44418952670097,56.45248844219059,56.50897145530204,100.0
200,62.94315982757985,48.61252212154662,44.33773297676102,51.47563207706032,58.45100255208527,41.10766865873758,100.0
201,55.165380158773345,44.151062694080835,71.68663978176231,45.518400052425775,52.04234912370856,27.271681217667304,100.0
202,56.23446375256171,45.70692348121758,46.67093693557059,58.93797379077921,40.92366109006034,73.6791965643576,100.0
203,47.87064827181067,42.4012948113756,68.94571725702392,45.53883420165367,70.72951479284235,53.0702767005593,100.0
204,71.13350516599618,40.771827203373974,47.457439708063006,70.87430945528764,51.57723126081715,36.40140289623979,100.0
205,73.5292783251677,53.13792653694934,54.45219787391235,38.28020840820163,43.60035047416662,58.013694828133374,100.0
206,81.06042831644659,51.956578180386515,37.338204034714984,56.4281810303577,44.80855337893501,58.14737676963843,100.0
207,44.956934891355424,33.50634809449393,49.99176839262272,47.323120031563505,64.58430049550135,57.72018874122357,100.0
208,60.14787648924624,45.567553795307,59.4823162797346,55.64124397602451,51.42467185239291,55.7572732759705,100.0
209,95.15526971610973,31.960217732166193,44.226850710947794,47.42808305684337,57.30196977894961,29.0927307259962,100.0
210,49.250053100911096,34.312935544461105,40.30512996776,66.21196797229899,67.41516171636574,45.57949339358111,100.0
211,44.37791547696571,27.867794811745362,59.09684107061104,55.45257561953077,64.06570562583795,42.9367415280725,100.0
212,48.59747224449608,25.723442335328706,57.40421624694016,33.32286278196127,54.986368050524625,48.01766550401019,100.0
213,64.78085271187675,38.68069008710521,70.26962555389991,36.78004096485121,31.788977087635747,52.67585898627914,100.0
214,41.95853351836722,30.61784352736217,51.31764161593259,37.68219003231114,47.73086538883016,39.9440141015403,100.0
215,56.87141053459001,47.30915656697421,31.613778135185427,55.679814036616236,38.37240249510593,33.500242286744644,100.0
216,85.20913490063073,50.93206180699173,49.15945027570612,15.792157397032756,42.77538201582565,48.63118717512806,100.0
217,36.64615513616781,52.65181137196849,41.18117546300766,43.627253251619756,51.559094798924406,38.65758451423347,100.0
218,35.75291750233108,19.037072328104127,47.2922427379081,57.74328610721442,33.412869656680805,57.90558767246097,100.0
219,63.85812952289914,51.478934014592866,69.77423979105849,47.545658639304946,59.55578342046524,32.53512274108756,100.0
220,104.04213676155969,55.371614400101244,63.56415631415069,35.74638426909894,49.9325782586548,35.79229523141485,100.0
221,63.709358558596925,44.92246795622911,21.19301732588988,56.91721391241843,58.25485942150449,14.081529199434486,100.0
222,89.36684683392691,43.81306806806915,43.226026754424005,56.48625982578687,44.880077096167426,31.854792077546985,100.0
223,51.38099739520951,37.425460767536954,62.268765304552744,48.904820433023936,30.39967649208161,47.37199149443171,100.0
224,55.025251480491136,36.843882492368024,38.42566510256567,49.411843097863425,64.73045785289521,21.345838198804017,100.0
225,33.659378207950816,26.055835741602213,70.16166657632513,55.96144279554427,56.01075726333938,20.448231213837094,100.0
226,55.43208241750529,21.28801103920706,59.81051689212445,41.90756804233503,25.646290171211664,43.66590541475272,100.0
227,72.28834186900178,51.15146617534544,60.1754707213653,51.710447022764605,50.93870977224557,72.0185975988885,100.0
228,36.17561983858274,28.874358883637065,56.281494204754765,55.392930776169685,50.681664043512306,43.997630591458794,100.0
229,43.80135429935999,29.30901452605198,63.34982880738401,48.07802579826764,72.02010607891933,53.50289965503246,100.0
230,73.74527749918533,46.00652700220063,41.66289797735936,75.28515825931927,52.96400314839786,51.76534775536832,100.0
231,47.029074590814794,32.864019033400346,66.92351251188207,37.82606155021802,58.80430976694835,35.95431730631489,100.0
232,108.70235080124039,61.18850506234701,33.797146019529585,44.53092325968427,56.76967380574313,42.551410086990316,100.0
233,53.64517974386959,41.85458121098736,66.72442686708759,40.945173054673965,59.89077697176626,43.36237612698522,100.0
234,74.3393036041445,48.90229525803261,54.47831456556947,59.01782690112394,47.61794343511837,63.81573493390647,100.0
235,27.85467553340006,34.54247989319018,70.49243909508316,53.713815833981464,46.77081824865436,29.639111985254235,100.0
236,53.96319112778794,23.99324715866856,65.36307152046857,50.92249571727165,62.30250488897109,44.52401984502517,100.0
237,75.96808048759218,37.934694450310744,29.29809811687504,29.131955364400085,27.4540078665533,69.55101981796697,100.0
238,48.72772209608036,30.48522133144469,28.54141668311037,38.369276509364475,53.857835468945126,38.20057786862495,100.0
239,84.30092074925778,33.809126520626194,64.38488518748304,87.51593667231484,66.67424119944894,43.99609741378426,100.0
240,77.11378533653576,43.04030514124877,25.62890199169944,59.43569542481701,83.12286257261187,44.22248710199037,100.0
241,34.9928661491802,21.704065693065797,40.886116903904075,36.18770529127772,71.37763925383257,48.18485335638259,100.0
242,29.978003389793347,31.06900700339489,31.103674761263047,53.63178392183349,54.641104615413795,24.810941484707264,100.0
243,74.27416140924728,31.91185377544775,47.00903772388755,38.11019994428117,66.10843890222698,59.718712819856954,100.0
244,53.8116941328183,57.85698099198704,45.952459486968344,21.570994222797175,6.533209335116733,41.97857926172642,100.0
245,55.11449639075336,18.80706926057726,21.9731708611822,59.70505568185845,58.66633881294709,66.48154863071088,100.0
246,66.62527524047736,38.82500681802755,41.683978306207024,66.32791299953796,45.88563536633018,36.06387654773539,100.0
247,56.427020646881154,64.81718161672185,47.326271640252045,30.066707881597466,51.07212607243087,74.47485459496839,100.0
248,21.672004637615423,16.825456831459423,53.95144940661349,28.136841452539205,57.97088389691863,39.545250705692744,100.0
249,65.0937170889033,43.9827078828318,61.10165495139083,27.10414820612519,29.264387917932684,35.21557000745851,100.0
250,71.7167366416418,47.435892950206046,45.220549619402625,35.80936400589443,49.642192331298844,39.037086429475025,100.0
251,67.36337827286592,31.413000741108867,51.978192167112546,27.10313522047526,46.95204168346809,55.28150119557188,100.0
252,68.35956478722585,33.99324085925878,62.66388141114082,25.918929968668312,42.256536645168,40.05513277064294,100.0
253,50.8321452905237,53.53296774911473,60.56186782834443,75.24119568142828,53.29705629410544,45.78344213192101,100.0
254,29.69478068848042,29.05301298347549,72.11968402373998,42.952225261206124,40.793278076809585,46.65924031789448,100.0
255,65.33952055374658,52.246093355684195,57.80439342234373,49.76008799603169,52.30984802923389,44.68493864256212,100.0
256,55.929834992339025,42.72931943127105,52.46882222927936,25.36299201786627,62.61082709735285,51.81145428271529,100.0
