unit_id,CapacityRetention,CoulombicEfficiency,AmbientHumidityBatt,PackVoltage,do_ChargeRate,do_set_ElectrolyteFillVolume,do_DryRoomControl
92,23.443677427152224,32.28462805317328,37.429611222567196,68.12932551849535,0.3,50.0,50.0
93,25.933144612756145,21.68889002383485,61.328075391788474,66.16296024113086,0.3,50.0,50.0
94,37.24159630526779,-11.26936455625389,46.54527261112376,88.2736635420068,0.3,50.0,50.0
95,18.68204580193719,21.07033497132959,43.98671909711034,64.69259941941118,0.3,50.0,50.0
96,23.23919814726319,2.149425313281463,34.982686754042255,69.18057050216626,0.3,50.0,50.0
97,23.46213853739599,-1.544583314816645,58.48753284493703,71.34932719986566,0.3,50.0,50.0
98,28.335911881050222,27.26124192991735,54.862004682416156,78.94435855131536,0.3,50.0,50.0
99,27.232917761654118,0.7958265681780752,45.589676231282624,87.6711049725519,0.3,50.0,50.0
100,37.82012030852394,8.70185770674048,52.37926668579634,86.5963434597502,0.3,50.0,50.0
101,20.326351852286876,3.9600537326083867,45.557429866666006,65.11484684891495,0.3,50.0,50.0
102,16.98132592591125,20.961355753056274,41.102878829497264,59.819957566102495,0.3,50.0,50.0
103,15.882367710527708,2.1591118941010157,56.73144184283092,69.5342618109317,0.3,50.0,50.0
104,31.02602390894196,24.911768521738118,42.00579322007168,70.50916416904003,0.3,50.0,50.0
105,22.438610037908852,3.556007965486672,66.9873750396256,80.8560462438835,0.3,50.0,50.0
106,38.79495728366463,5.950177615163805,44.84724104312937,76.38208792674081,0.3,50.0,50.0
107,15.288706131075513,6.304551163637404,56.28680971683763,46.24773852071809,0.3,50.0,50.0
108,22.725851224426773,9.131423664494747,66.51494667373291,69.05350588536146,0.3,50.0,50.0
109,19.79610523771899,12.788182028557436,53.59768333585777,64.39261619917025,0.3,50.0,50.0
110,26.025429919412034,17.387490065800343,56.27669144067165,69.20705886894605,0.3,50.0,50.0
111,30.54522899558789,11.435328329831428,58.49351024137005,92.17469666522877,0.3,50.0,50.0
112,20.954359833609928,0.8952349195350457,53.85289052391938,69.92632803806566,0.3,50.0,50.0
113,18.137729043355442,11.483596952578164,66.44366347124037,59.827638463912905,0.3,50.0,50.0
114,31.250344519692817,36.67413831842707,34.89689159927794,86.85323939688709,0.3,50.0,50.0
115,34.70170358153352,27.77503571706101,36.366646367220746,88.28991614180381,0.3,50.0,50.0
116,21.482045210592606,5.539478949954384,65.86564483017041,62.55180968011802,0.3,50.0,50.0
117,28.236212047059826,13.585314970603541,39.20936724650215,84.63193444608449,0.3,50.0,50.0
118,26.797324640200674,7.081708955090599,51.18687864263608,72.93648231844764,0.3,50.0,50.0
119,27.216670742447484,33.409358394808606,41.00974790098549,76.95073535814828,0.3,50.0,50.0
120,35.381246356113486,16.04870678295803,48.57246694235636,86.38906492718824,0.3,50.0,50.0
121,15.77357474689697,16.013145895814592,56.06802328604526,65.3347160836705,0.3,50.0,50.0
122,24.842185883582502,11.989110205775633,46.90759360718373,69.14279555961203,0.3,50.0,50.0
123,30.425142054139652,1.7138908415460294,59.722639398317575,85.69203849287366,0.3,50.0,50.0
124,38.676952231613605,-12.092304259069191,56.147865183878615,86.0254032743632,0.3,50.0,50.0
125,27.46924513356627,21.40256844155231,45.906367582674754,87.01994865180193,0.3,50.0,50.0
126,25.784126848090978,17.59701176609026,60.34715921677062,76.43803379190548,0.3,50.0,50.0
127,24.90733365308376,19.729088486603665,71.7083665561226,80.82517404740642,0.3,50.0,50.0
128,28.735704586591716,-8.85938946137188,58.941922447646434,77.79853237000609,0.3,50.0,50.0
129,21.94656503056983,-11.235641637506433,53.965296951010224,66.61216689221713,0.3,50.0,50.0
130,28.843002962348617,8.315510249410616,38.79282163978061,87.05280729001588,0.3,50.0,50.0
131,37.149469664619154,15.511078305288077,62.306926871446784,89.06687670401686,0.3,50.0,50.0
132,13.509131228365089,13.319232587415403,40.78608699760772,48.244283097355876,0.3,50.0,50.0
133,23.50234410300968,0.8562453787159097,66.43556258794412,74.37733416780225,0.3,50.0,50.0
134,21.3381783841065,19.314702670092643,38.18525959840075,66.32332143093554,0.3,50.0,50.0
135,29.682697678979505,13.32503821383234,59.18191422620397,88.56264462055464,0.3,50.0,50.0
136,24.257198493524964,-1.0763455903168033,56.0972194737667,74.17199994214043,0.3,50.0,50.0
137,20.624929414098773,-9.609485565367184,53.44643072324137,79.89106681183134,0.3,50.0,50.0
138,29.230465909163453,7.125427779739247,33.93537470924826,77.6002762202593,0.3,50.0,50.0
139,25.309841478052956,11.517073096260752,53.23455636694806,77.8986702814374,0.3,50.0,50.0
140,26.111075040624993,1.1677851282304452,42.96566364592758,78.5825136239461,0.3,50.0,50.0
141,36.43584963938161,13.990998165157993,44.394998869743425,82.51973250862243,0.3,50.0,50.0
142,12.831115490465747,9.090945576060658,45.5484476597238,50.43949937393598,0.3,50.0,50.0
143,31.982748897579427,-6.493458855272953,74.85600913067093,82.5076900208515,0.3,50.0,50.0
144,29.54751890272788,16.015923543657877,69.70260037062314,80.31371411545595,0.3,50.0,50.0
145,33.190629826238414,12.49167952454216,44.715652157051544,90.27961117649767,0.3,50.0,50.0
146,25.889225942139333,19.623297848573756,59.56391289940479,74.9629149328432,0.3,50.0,50.0
147,16.698646229551503,21.480540934716814,37.0299710032248,61.36225840354652,0.3,50.0,50.0
148,23.28214679824298,9.255907745079734,50.048178250282966,71.21638511559911,0.3,50.0,50.0
149,23.438109311716122,-5.901382699898521,60.88105088015456,75.00419419771966,0.3,50.0,50.0
150,25.721637343779786,11.11254830278135,53.5762346010612,73.55698739089459,0.3,50.0,50.0
151,20.823678975089777,5.525549765691871,38.41461562758324,58.99293855165598,0.3,50.0,50.0
152,28.08523650453202,-9.764871756924009,37.575435591987926,64.71258102781147,0.3,50.0,50.0
153,38.787583127198324,15.467817247029537,55.30034742698798,93.26732130710107,0.3,50.0,50.0
154,39.63759653160956,32.76672256946997,55.2251217417183,89.78165012643107,0.3,50.0,50.0
155,22.804112333178484,9.044030508088618,59.91652799359493,75.46525754956485,0.3,50.0,50.0
156,33.79121609112512,2.8489221834587424,34.513934322110444,83.67918249206096,0.3,50.0,50.0
157,21.451362571455928,-13.79954001252506,51.312308953331836,78.445872224102,0.3,50.0,50.0
158,25.971279919251735,18.232145050139287,60.099451321554,66.66524824974132,0.3,50.0,50.0
159,31.37431974349829,1.0905603262732777,50.93708002069252,89.57714307933354,0.3,50.0,50.0
160,14.733495385179184,3.043415464221739,66.34904720489283,44.582808474483016,0.3,50.0,50.0
161,34.52412788487911,26.837961197916215,55.63552338832039,86.82480802096298,0.3,50.0,50.0
162,15.217468632695267,0.5260419800295928,49.745595977360416,58.33508266789515,0.3,50.0,50.0
163,30.20928924511731,10.04364936598791,65.62649485209297,71.01550102988855,0.3,50.0,50.0
164,27.57756956748929,0.5563920039328174,30.820410651236973,85.96056003338887,0.3,50.0,50.0
165,30.795385597277477,30.109405684096004,55.05941744308094,81.3565437894882,0.3,50.0,50.0
166,39.600476946063225,-18.286519388834677,81.53951564825174,84.66735309248753,0.3,50.0,50.0
167,40.53668520987558,7.839976704097153,37.088814915015924,102.76872700291318,0.3,50.0,50.0
168,23.490701708972058,-4.836731954832944,69.40397718835933,67.10286168176947,0.3,50.0,50.0
169,17.779659847009555,18.690581638558,48.3210586093785,49.61026803768752,0.3,50.0,50.0
170,23.985565278663948,17.81723196877415,71.1253255136522,73.55991733725658,0.3,50.0,50.0
171,16.573820522717174,-8.711396385336053,41.620588095040084,68.01121982872515,0.3,50.0,50.0
172,23.449849408098284,2.4396240429287817,61.78262794701349,73.59542481415134,0.3,50.0,50.0
173,34.80944129865794,18.546888719582945,45.336338418774574,97.94131121221173,0.3,50.0,50.0
174,19.849676215758254,11.07842821474776,57.515642671465194,60.783531394210755,0.3,50.0,50.0
175,10.373900505082258,16.45749920423075,57.64471368638793,58.36446814568224,0.3,50.0,50.0
176,29.883625083890866,18.296376117606023,36.818035423736426,82.52256748798622,0.3,50.0,50.0
177,15.10446710997824,12.116555964014012,54.45464473882816,59.93278540912827,0.3,50.0,50.0
178,24.9537241838681,16.413129585459544,42.94378049321831,73.86065083937437,0.3,50.0,50.0
179,43.8110337519366,26.17802434944149,50.86463747392978,94.43688593486307,0.3,50.0,50.0
180,33.51361065825156,17.43903585890522,81.11279983875495,78.29084866023598,0.3,50.0,50.0
181,22.03200596139077,-12.479803610302238,43.01910584753885,63.27655447216998,0.3,50.0,50.0
182,25.297804920037006,17.76402573133197,45.934319026192846,77.58016195066324,0.3,50.0,50.0
183,38.603352676134236,5.164701507414605,46.66317872943736,92.69299076265605,0.3,50.0,50.0
184,15.400736687437007,4.470006281433634,32.128633781715486,64.33404868948243,0.3,50.0,50.0
185,33.80003758340374,5.034619560382206,52.68071819312597,98.6973040151508,0.3,50.0,50.0
186,30.067207770465348,14.10936983631468,64.07793038764079,87.72099765961114,0.3,50.0,50.0
187,29.87173607997291,13.030345638874756,52.04410385051231,72.70593605544227,0.3,50.0,50.0
188,31.99767360456528,5.370065732504587,56.88921467562934,80.2356791883616,0.3,50.0,50.0
189,21.19822381883611,10.888666418838458,41.11100207186691,66.23013282961713,0.3,50.0,50.0
190,33.56694402965379,-2.6146144803026097,54.31062099555784,87.4909969303961,0.3,50.0,50.0
191,30.633508603357637,16.51545754219633,52.29422842158622,79.4109998095984,0.3,50.0,50.0
192,33.53237526625694,9.994916414376373,55.01620737240659,96.29071981779464,0.3,50.0,50.0
193,21.24348954797162,-0.3276846316704898,63.76073865155149,73.04645790895789,0.3,50.0,50.0
194,23.141221457241986,18.494222628730945,69.32142607519945,76.07709133338251,0.3,50.0,50.0
195,27.62107565357831,2.4052569017543606,43.89647356134824,76.30637433356482,0.3,50.0,50.0
196,26.859468206765264,-6.28503380203353,51.99683497928876,64.6556134926751,0.3,50.0,50.0
197,32.25486799260319,-2.3394450082338114,50.84203060845861,90.07365722516622,0.3,50.0,50.0
198,22.910938589602246,10.07902576683086,44.999210883763304,68.75459871632843,0.3,50.0,50.0
199,22.270538978333416,23.522768926770226,43.52266841438679,62.28855715969736,0.3,50.0,50.0
200,35.027768187712105,-12.040269441128626,41.32307162361837,89.50038342083003,0.3,50.0,50.0
201,28.16698332765455,8.738032576456744,70.29230197628488,74.23927506206725,0.3,50.0,50.0
202,38.300454624494904,6.141616422409012,61.79634932956507,90.26685297743067,0.3,50.0,50.0
203,19.637494926142537,-0.027850783705670068,71.69547617973129,56.72893594878578,0.3,50.0,50.0
204,26.98124259953501,3.0858779714930726,50.73057307077303,70.0250868238065,0.3,50.0,50.0
205,26.99327715997896,10.067290152273037,37.97504159737546,75.35631712112699,0.3,50.0,50.0
206,14.894194964101953,15.938012159543373,33.056673833611534,56.58478607889703,0.3,50.0,50.0
207,16.993730517055823,-2.3409267734752177,26.74315227302217,64.60144500430657,0.3,50.0,50.0
208,24.724798118375773,8.010324025654603,51.72247162377135,63.506420835323595,0.3,50.0,50.0
209,33.27445517215628,16.524378329085877,48.58430819896609,99.06431154367154,0.3,50.0,50.0
210,27.926970078803798,23.156099743012586,55.77600219066204,74.61898303437255,0.3,50.0,50.0
211,20.94390471363115,9.370218052587514,37.900280977891654,59.02527811776847,0.3,50.0,50.0
212,25.463812109918003,4.848116463222074,56.79326242923118,68.77044412284062,0.3,50.0,50.0
213,25.170606940268442,21.08669566854501,42.618862992091806,76.71574523753235,0.3,50.0,50.0
214,19.130764477276983,-14.523265670766953,51.881871975817894,60.036122825313484,0.3,50.0,50.0
215,14.816631896675926,18.56310547779972,75.33471561284173,60.46130201589021,0.3,50.0,50.0
216,25.33564266999302,12.535731473615073,63.372692972276205,78.56797199766496,0.3,50.0,50.0
217,39.82478570941997,-6.6829450440702605,42.042189209605475,79.55043848079578,0.3,50.0,50.0
218,36.871756169827734,28.199339837239883,45.837217983059595,92.61421503063947,0.3,50.0,50.0
219,22.935954922978095,30.099430638518363,68.15838120167817,68.0972483254477,0.3,50.0,50.0
220,26.76633751988044,12.613212900997935,70.19848608769061,69.5195772994293,0.3,50.0,50.0
221,31.410342712508164,-3.730140253512623,32.07599335647137,73.5872567274374,0.3,50.0,50.0
222,14.893978536870145,10.736229403489848,52.72178916170405,62.81018085086258,0.3,50.0,50.0
223,26.51427074326201,1.2688405216738898,48.675030836507375,65.89503709537249,0.3,50.0,50.0
224,22.80761866801374,20.162251160019764,43.635579564831616,71.52275483743331,0.3,50.0,50.0
225,19.211224799338154,6.774591664129248,82.98949250382496,59.14929536014155,0.3,50.0,50.0
226,34.82149295466792,18.754129260751963,39.942930689369504,94.35570696484174,0.3,50.0,50.0
227,16.514842247747925,14.243066679454898,48.334332073721555,53.415637561434465,0.3,50.0,50.0
228,11.82857978489244,12.88575137551231,55.317893383004744,51.17608404972211,0.3,50.0,50.0
229,28.947842337542127,-0.8806379870906547,52.241099087746456,93.14073135041251,0.3,50.0,50.0
230,19.35900712720624,21.716469838094923,47.33437304829378,61.899807781887894,0.3,50.0,50.0
231,39.767941330149874,-6.342974282132673,38.494017832821044,96.93290387464481,0.3,50.0,50.0
232,34.03700455756255,21.442277449389913,50.27662919231215,94.14382698510322,0.3,50.0,50.0
233,21.41817452614768,17.4819532243856,62.642442682529044,77.02398181063889,0.3,50.0,50.0
234,36.35036165505315,14.837126749656257,39.575266213456786,102.28155049133998,0.3,50.0,50.0
235,30.30476477789811,4.0661051575020295,65.23802523567613,82.87995299286595,0.3,50.0,50.0
236,37.82835404083108,24.390236067169702,50.52581415342551,87.86695255816491,0.3,50.0,50.0
237,21.461298542847576,15.208990655008416,47.46533325003351,66.3140231094452,0.3,50.0,50.0
238,27.0263663775073,32.798564696927784,54.36162756548888,70.29697359699382,0.3,50.0,50.0
239,37.02810162249261,-3.0075464822012563,55.17265396163381,92.78486155462743,0.3,50.0,50.0
240,25.4990565394963,1.4235952649713584,50.424599825898305,71.8781472998737,0.3,50.0,50.0
241,15.298396211377863,1.5314631499407207,69.38289422890368,57.852651097151295,0.3,50.0,50.0
242,35.129179356575776,7.290509165633407,33.199190317470766,71.25220917567309,0.3,50.0,50.0
243,19.613817868452497,2.9096948032607752,51.73953832500212,70.77164429748329,0.3,50.0,50.0
244,25.30305372783412,6.705617528165314,30.34478274201889,70.58341720918696,0.3,50.0,50.0
245,28.8215946003036,-3.805026384308361,42.98902571731394,70.50019119739125,0.3,50.0,50.0
246,23.299508181489898,17.756448886824217,20.97065594229937,70.66095259700002,0.3,50.0,50.0
247,28.959649404023146,11.963347642475824,54.46149921703456,78.95962771105272,0.3,50.0,50.0
248,24.252724585758415,6.675140265958058,29.211024344203157,61.884955199934865,0.3,50.0,50.0
249,25.8211379132001,2.524731118042915,29.701643736084044,69.26671744772813,0.3,50.0,50.0
250,24.416907583161947,23.278402303635307,57.74637397342599,67.16982349938078,0.3,50.0,50.0
251,26.782054321714384,11.628287093817779,45.214959401776404,73.37869730775057,0.3,50.0,50.0
252,30.431886598688024,3.3895896288635523,39.695151745531966,74.43681000751283,0.3,50.0,50.0
253,30.62050680619863,25.269716246316236,42.6928394491522,88.02367050120951,0.3,50.0,50.0
254,28.33398444271602,26.270172781177052,51.1531919705232,83.49217416445532,0.3,50.0,50.0
255,32.87496663210091,6.8404156532665255,48.18861762607239,89.08571853267469,0.3,50.0,50.0
256,32.506198836728565,7.875841339010423,49.43876895358354,78.74408507174772,0.3,50.0,50.0
257,13.605065673781263,16.793125304275133,67.86647791140419,53.42466541994143,0.3,50.0,50.0
258,38.25581627092099,-11.080505932943925,49.25218229222325,99.19294995091784,0.3,50.0,50.0
259,19.59531951772471,-6.547604935874109,37.712416556141875,71.04928451976275,0.3,50.0,50.0
260,17.54162584476743,35.3977770104791,55.30034864552634,60.6199755777475,0.3,50.0,50.0
261,27.640825886277376,20.30268854404095,59.18341249460624,81.36403347844293,0.3,50.0,50.0
262,24.36512158414765,1.8462243747705873,50.017142086312525,76.21129298973729,0.3,50.0,50.0
263,29.357344233056672,1.2877424016647696,45.60133999519757,85.35866922611248,0.3,50.0,50.0
264,29.526881499894852,24.808474639861277,50.59092752201485,76.23240861374586,0.3,50.0,50.0
265,34.021370951648535,19.42409617823897,42.15162590427577,88.08702945379211,0.3,50.0,50.0
266,16.01099710951569,3.501500919066461,49.20182793844188,50.300856076480535,0.3,50.0,50.0
267,23.579331131040433,5.909626575287309,50.454638387572835,67.5572110875268,0.3,50.0,50.0
268,17.59471266141184,-9.121901528478173,75.07835456666469,67.26837133743669,0.3,50.0,50.0
269,23.02982463644116,19.9631083578902,67.43215311719865,75.33090784050144,0.3,50.0,50.0
270,32.80535785733145,16.252423180328833,40.27046620005701,79.81062416067205,0.3,50.0,50.0
271,13.202163812714645,-5.258871141218263,63.885451336963236,60.13360243884419,0.3,50.0,50.0
272,26.83785248782596,9.682428064141337,39.51195918473546,84.67643089347341,0.3,50.0,50.0
273,27.927293112582095,13.627948933428812,38.88748074651913,68.48935672095232,0.3,50.0,50.0
274,27.18731691905334,10.749468855466645,48.86447385021957,69.20414996162255,0.3,50.0,50.0
275,35.81373780590554,11.805709528818621,34.5391182420773,90.37079763567728,0.3,50.0,50.0
276,23.042267857708822,23.432555820096475,55.9438401138999,75.00655586024952,0.3,50.0,50.0
277,30.635469046294713,-5.022596673022173,54.456596510140265,89.48380815908158,0.3,50.0,50.0
278,28.122937707091708,8.230622828702934,60.233624766242016,58.439324879351524,0.3,50.0,50.0
279,18.711499001159254,6.265346687392842,47.462593637644886,61.67658314656121,0.3,50.0,50.0
280,23.51390910930774,2.9887256140568743,39.65439640847507,62.687041372637665,0.3,50.0,50.0
281,26.69704043734631,7.9233330326947415,53.1785446919906,76.18228065540711,0.3,50.0,50.0
282,20.385947804533373,19.527969686003722,71.79888162225232,64.65906851542636,0.3,50.0,50.0
283,23.34933745805248,6.401788865519655,59.09666340049918,59.462018414042035,0.3,50.0,50.0
284,26.122448217593554,38.943828913113535,29.998127946935153,82.58491143227093,0.3,50.0,50.0
285,22.49399218826143,2.2497614844379434,38.02492917460362,78.94094429030388,0.3,50.0,50.0
286,21.81899132409922,15.679116901622178,40.727124041078085,60.90175383019394,0.3,50.0,50.0
287,23.32828685334151,-3.3405863515604857,41.155581415936936,70.50152870117802,0.3,50.0,50.0
288,22.406502134742674,20.42301484119544,54.88948319570197,71.42144863921176,0.3,50.0,50.0
289,18.700491195645334,-2.8548340570099935,64.41981343082756,62.23622742145397,0.3,50.0,50.0
290,37.61002189973104,23.301083335618273,32.663734618581806,87.66866569345937,0.3,50.0,50.0
291,27.130336882109116,26.981986376653165,66.94620839681518,83.14439640104078,0.3,50.0,50.0
292,29.93372683402263,4.382829100482503,39.87113661296879,72.80161763065672,0.3,50.0,50.0
293,17.664118616976562,-2.659649830890519,47.00800568109577,51.44101587670885,0.3,50.0,50.0
294,36.69214456304452,19.066169394084117,63.36331812119523,88.77435388209906,0.3,50.0,50.0
295,19.85646821520277,-5.068287469725366,53.8476262167809,59.56955201059944,0.3,50.0,50.0
296,23.645789591042526,9.833462626232341,45.193948153439855,73.02406048540819,0.3,50.0,50.0
297,35.42955563940083,22.04040659338294,54.226947997118394,90.04573754073914,0.3,50.0,50.0
