unit_id,CapacityRetention,AmbientHumidityBatt,PackVoltage,do_DryRoomControl
94,27.49337621966727,63.42014399541823,72.23051937555458,25.0
95,27.43582230606265,45.20060834146801,80.58217714632883,25.0
96,19.968857863304947,58.694125055696524,73.54081002600893,25.0
97,29.97819307208529,67.49030964766679,80.99089688327024,25.0
98,31.53057567624862,32.474712343195016,83.16561142448349,25.0
99,27.2066790866659,25.84962591013647,74.96225492418269,25.0
100,14.540376102824291,62.46594326121509,65.3228845034083,25.0
101,24.50610717424311,49.429862687167244,80.61471665902117,25.0
102,29.011665234836176,57.31079015444065,76.83119616927479,25.0
103,27.24775098069747,63.02500656963823,79.8539209230768,25.0
104,24.957536631329745,62.778533350511836,82.36408224988216,25.0
105,24.897511834473473,70.23684691071671,74.30598412096141,25.0
106,18.62160314374593,61.67352128636957,83.72885490190343,25.0
107,23.907104938964846,62.45127953160226,65.7815641577494,25.0
108,20.011391689067192,55.59708835565978,67.14303882020138,25.0
109,18.856261643781576,58.39411307721021,61.400316510390226,25.0
110,25.54625311493906,44.34958442164333,77.50073172717,25.0
111,36.201140081935556,68.9333645799794,103.97766715316698,25.0
112,19.23694945931925,41.492058352045554,66.77080698437794,25.0
113,19.11127404139255,53.0396279820217,73.2115807359704,25.0
114,20.43196680557093,49.09204541445782,63.9082274430822,25.0
115,26.366744607452066,64.70751255331,77.33172887430413,25.0
116,40.622470634066474,40.9333354365743,93.63744204785903,25.0
117,31.34061290967295,41.65610519686442,80.48412571550851,25.0
118,32.216254306415856,36.83885986067216,92.71076910466884,25.0
119,13.316209556184248,46.97947544616059,69.80576651855682,25.0
120,23.973916786822848,38.91755599999619,87.58322306621977,25.0
121,24.274568218039345,51.71067201525118,83.27995878363575,25.0
122,27.989230383547888,49.70714714807754,76.54252406586407,25.0
123,14.569330414930137,41.13396199791236,49.1513674935972,25.0
124,15.030489171660815,38.600133283696366,56.580841372005686,25.0
125,33.29963300836788,66.41589583344329,76.7021357354033,25.0
126,24.87267555914839,50.416010042502585,75.61941964290327,25.0
127,17.316379652245622,39.072785537235106,58.260502889355394,25.0
128,21.28625676031143,67.22449992690376,65.67624872933276,25.0
129,42.70091421355254,61.1603316267052,98.56874128087502,25.0
130,47.01700447638091,43.6995669100516,101.48778016126201,25.0
131,28.203660127465916,58.04034914282122,80.96974909791165,25.0
132,26.476524779730855,55.86469964188105,77.21990949680254,25.0
133,27.336338875062683,33.266036117108264,79.52901528501002,25.0
134,29.79730386826801,46.02612000689874,72.5173788465533,25.0
135,25.340690787610292,44.28446118735148,57.20568178634256,25.0
136,30.48685706067567,38.631675782374586,91.44925705884637,25.0
137,23.58563241041127,50.61388726959392,69.31570580896661,25.0
138,33.10426679468462,56.221598787350224,84.34228348121738,25.0
139,14.665756949784138,64.53233177010705,63.0626380806302,25.0
140,17.62448088106959,50.17010263809916,57.908204029795115,25.0
141,35.88276122682636,36.6056667609645,84.89949974476201,25.0
142,14.82088337693815,69.71336194324968,53.731901620060526,25.0
143,18.100044674130597,32.842272646763774,66.43179022477904,25.0
144,28.445364370986717,53.95428179892723,79.76963812695656,25.0
145,26.879944162045284,60.530594672771414,76.04335004088917,25.0
146,15.604240180726155,32.87847505640075,63.96464235168464,25.0
147,31.414998310248045,53.211758991828425,85.79653128958573,25.0
148,16.413481120844246,47.48261725136478,58.382640627950344,25.0
149,12.89473434472752,37.92149756013718,57.9797095197167,25.0
150,30.864492577404334,65.5418126678246,82.68817728590696,25.0
151,12.080777626754417,70.65609446835381,62.434227342783316,25.0
152,18.78483752758005,45.02102289140362,72.58697550551416,25.0
153,9.670792301829618,56.67374111233474,59.18189989856643,25.0
154,23.309909541676113,46.58490995680305,66.15222475854162,25.0
155,16.40191093227532,45.05638076037747,77.16758285011842,25.0
156,19.830120128627026,52.92142173647864,74.63226196504758,25.0
157,25.42908653321226,26.748511336187594,70.37025913567801,25.0
158,32.23758849508804,46.04168281396857,93.41806603644837,25.0
159,27.926863447209897,53.69181538542345,77.66496669962295,25.0
160,20.067420703793015,54.23995585810797,67.8952920336612,25.0
161,20.718492680532055,53.46681841631834,79.50063506289156,25.0
162,14.156605847783165,44.52367331968533,50.678003911659026,25.0
163,19.093588580791238,40.86454085314317,58.433803189481,25.0
164,27.64816712702801,43.604591122050145,80.66920245909625,25.0
165,25.67419017507629,61.074046608384386,84.07439475400487,25.0
166,24.73374750715793,52.22087371526295,77.83612151716788,25.0
167,11.073136655177978,60.77530884045212,55.620203300055266,25.0
168,20.46764549486347,57.86092427365143,61.26638410561199,25.0
169,33.8137448854728,33.35730759362982,94.88031091232757,25.0
170,10.830342409194298,37.155790703172194,70.02032642506649,25.0
171,25.493865964218656,37.0795167168999,73.34613384782664,25.0
172,29.073643275548243,68.94703056053473,81.62058706557598,25.0
173,37.62411926811609,33.596823615821904,96.58884617541298,25.0
174,18.026760364187773,36.14820403683718,70.35157752107065,25.0
175,33.267796733062355,27.109814776163454,76.00618453246797,25.0
176,15.970135756378841,37.92714975371127,63.62820141267427,25.0
177,31.46046422169013,48.20304266022622,92.45594964711339,25.0
178,32.39797604296794,49.00939347460497,90.14894590981568,25.0
179,40.128773393618154,41.48109739768234,96.89069782939393,25.0
180,25.403101302679428,30.222331688254965,84.90511122666435,25.0
181,10.701836729050514,41.783921851075625,62.79354775513926,25.0
182,26.37834398026591,67.25324421887979,78.36071471274747,25.0
183,23.491677241516815,53.45194927204853,69.24171574264068,25.0
184,21.400353517984257,57.75470935278626,74.45278750757024,25.0
185,24.26001744416541,58.40126628735007,82.25586530299802,25.0
186,33.62136593445228,51.030032648188275,81.5478228234676,25.0
187,15.694707235576852,55.47235509352435,59.15367467221279,25.0
188,23.151861864764076,36.09302514919569,84.26056775469091,25.0
189,20.809503387168736,47.133949910536344,79.21747026180896,25.0
190,22.375595243330434,53.12680099924383,71.03461629021093,25.0
191,22.415660291507947,97.39446438528245,76.85558524353097,25.0
192,36.69539559226163,74.1389425822496,89.18426680976991,25.0
193,26.69068710291357,52.29728545046502,82.67640071990903,25.0
194,24.825226277196876,67.82234811469058,83.07566677154539,25.0
195,16.62327284390794,34.620163356264726,66.53079656418066,25.0
196,23.605678959709532,77.32002137001716,70.85466395120406,25.0
197,23.991311225196053,64.49257446946723,75.47772482060493,25.0
198,19.75981289642735,56.26675166590283,72.18583747935871,25.0
199,15.917526965244699,38.82994749239641,61.809834151787,25.0
200,22.477154841139683,63.3507902173223,71.4937330065392,25.0
201,10.288080818613114,55.94071949740283,58.01173610644985,25.0
202,30.385488180845247,48.38846694504378,73.14296994067148,25.0
203,37.49113853517388,53.949356261944985,90.0182339260896,25.0
204,20.577454977089126,51.56165652348014,66.28079616554066,25.0
205,16.435844758975662,33.3803718667244,71.81461254321266,25.0
206,29.6826535396485,62.47263415094239,70.68031572321188,25.0
207,21.008274033774196,33.98471085132702,82.00216638027801,25.0
208,27.692577607184745,56.261523391525415,73.21913736908553,25.0
209,15.966229753831644,30.52899065852918,78.3213548775283,25.0
210,26.823678653132564,45.964052860223134,91.20690982600189,25.0
211,21.538540467166754,55.91356634937071,75.29907840303031,25.0
212,21.407865472891416,39.264671652676086,77.02525624086852,25.0
213,27.97656951459089,53.80527976519712,83.89099585106855,25.0
214,40.08164454624851,54.77442429973074,95.76501982128099,25.0
215,17.064841291259345,45.08918837793449,70.78182736516948,25.0
216,22.849543375098918,67.61008213958942,67.62741280218194,25.0
217,27.122801789173803,65.75227656521896,95.49774516838943,25.0
218,18.157556299665423,85.4008542304621,60.87914806488523,25.0
219,28.387348352942755,58.66030646559809,72.55995833203366,25.0
220,24.262415480842257,56.4307135769559,70.22442819580506,25.0
221,37.21631110351027,55.934886716337665,93.24216986154386,25.0
222,19.53991443902025,52.63795330446514,69.78960219918325,25.0
223,32.07736066704906,43.05211473503582,79.478287290789,25.0
224,32.81517265690316,49.21216302578955,78.2088467445942,25.0
225,27.69443848633411,52.813805448403976,76.08993460307197,25.0
226,36.15258158707607,50.33374560619958,89.97561335538485,25.0
227,34.55496427065726,26.590359852556208,77.3383862490485,25.0
228,12.329398326959044,24.30172220307878,74.17843687459505,25.0
229,33.57076165372822,27.09880783338248,95.59241659241691,25.0
230,31.96384078318375,53.937483141885295,90.73314137213897,25.0
231,18.471541843321308,49.712350899440224,66.61295500478549,25.0
232,25.54989052261952,37.766618417612136,76.60759357735039,25.0
233,11.035965829316007,34.42500392296877,64.74770310101883,25.0
234,21.820323560882176,57.46628137733834,69.03507000186168,25.0
235,18.817641741332835,41.3324766586265,72.69273378205806,25.0
236,25.95226241960351,39.0183912237632,80.88803563840796,25.0
237,25.871786368640034,45.13699668774962,71.30485324151853,25.0
238,22.99519979202339,55.148293129928064,71.68586101147515,25.0
239,32.001319181968434,23.131978956606083,74.30293292841253,25.0
240,27.883394360538524,62.30614148675416,78.87004633971009,25.0
241,15.346341828883446,67.1437395530733,60.584953915165705,25.0
242,20.53365308393152,24.35294062596319,77.17796463270734,25.0
243,25.11528371239,54.70034794118471,74.32848757709972,25.0
244,26.989529658602628,44.10668832204572,80.10372647026837,25.0
245,23.340838042510402,40.287176945598745,69.48444117118679,25.0
246,21.573611928035305,54.739227613535256,73.58166874442709,25.0
247,28.265866568847393,51.755202817813924,86.99393693805334,25.0
248,35.898674444937996,42.81461947262474,84.16939463431237,25.0
249,19.362738163452327,65.4167942635071,76.93191956527093,25.0
250,33.12677471509954,55.748974993907346,84.52029288294531,25.0
251,16.43522052155579,54.568946248498975,60.34092873046551,25.0
252,32.90424169790424,55.8561101622737,87.85163111679779,25.0
253,28.83419703260474,54.446410127049376,85.2813726566589,25.0
254,9.544143695742749,33.93938470922803,82.29299305097332,25.0
255,30.198305265441842,45.05767473055419,75.12451967958926,25.0
256,34.5857378406116,51.69778146014642,88.58048164340902,25.0
257,23.201863262606874,50.051461387353804,67.58395341093923,25.0
258,16.294409441658317,55.79404252200764,82.09024052916038,25.0
259,26.728212486015025,34.08300498818085,77.56881047063884,25.0
260,16.10959850734486,36.30658018737316,63.374891092902324,25.0
261,20.767823440763937,58.36954875877149,73.56073942889411,25.0
262,32.67203054381636,53.97248182828555,91.06416526185258,25.0
263,18.08786775633947,58.58759319902438,69.6653214078794,25.0
264,28.461526251908893,51.52452351747608,81.30210736362764,25.0
265,23.075723976145454,51.36094447622745,68.061143799823,25.0
266,24.650312288570206,50.324206147011225,70.38162402496505,25.0
267,23.267719587667145,51.93334655884643,69.86731536275963,25.0
268,7.177705186507676,40.91880369014632,64.82754141614528,25.0
269,8.227460221531377,36.76077599229255,48.42335770427718,25.0
270,33.33215282452893,69.90993554707404,78.11385682591717,25.0
271,20.967749499034873,49.828490936963895,63.4523115314098,25.0
272,26.24400281595466,64.92866138335002,91.93229028687847,25.0
273,19.80093292265296,35.36419142665182,76.14368978275037,25.0
274,24.5907903703372,48.691214478853674,62.149393271461776,25.0
275,18.24132347517254,51.98055744204315,79.55369119956609,25.0
276,17.559588568787618,44.656116419621114,65.9416519592449,25.0
277,25.944445161255203,58.128582526249204,72.94271528673534,25.0
278,21.898841978059252,72.04014607752272,67.88564409090223,25.0
279,23.621233219455974,40.907581179580895,79.23433775872209,25.0
280,18.75563142983909,37.920501095365914,68.32896810280995,25.0
281,27.030875169203437,54.1781042728978,92.93818741866234,25.0
282,17.33642983464413,49.98123840401925,66.90533941798452,25.0
283,25.991980646666764,83.79779631764359,77.00872653791335,25.0
284,15.701056775741652,51.5774585805251,54.28753407715813,25.0
285,20.349001390740195,21.45818860425311,82.42366293338175,25.0
286,21.160081149948045,53.761654449515085,73.90755380855902,25.0
287,1.1080392441793459,46.299357226533466,49.97200476552758,25.0
288,24.238653807833973,59.50552177127767,81.80100697741662,25.0
289,18.940345379463597,52.55141860105381,69.55722805277298,25.0
290,25.778466844464656,43.34864041373188,71.03421028491357,25.0
291,30.355657991973878,49.73076848446861,71.16239602960601,25.0
292,29.122173263646776,63.83743273079168,85.88731225730197,25.0
293,-0.3232037861766255,48.95537790615013,66.03944047468559,25.0
294,29.26476670606783,42.00470854468122,73.78001535255886,25.0
295,20.778869870122787,36.89612740090079,72.18824182185527,25.0
296,18.379233491349705,46.00791783843443,69.29070982995759,25.0
297,29.19257871189921,41.98392033353752,86.50569245139856,25.0
298,15.833518929663231,49.85960594523218,61.435756178813655,25.0
299,21.146377993644872,33.82005366334069,65.8444803931173,25.0
300,39.214943043297886,51.82367253196544,87.36829196979534,25.0
301,22.660038121786975,41.29184649341782,68.96527280206351,25.0
302,-1.361999724655826,35.55811254555131,73.05073908994335,25.0
303,20.115713018683437,49.027022605539976,66.28284051667764,25.0
304,27.03813017881802,43.44999185588596,83.36991805747292,25.0
305,14.104898936630555,56.04793069257246,56.02086682966606,25.0
306,24.621761081324426,37.16776016990995,77.27966428933631,25.0
307,19.934536631352007,52.72472204114628,71.7454733829979,25.0
308,18.26326997831508,43.768159148436006,60.50167834009083,25.0
309,16.28073896539669,34.84396958903229,66.88657026165149,25.0
310,26.614341293404685,64.80136865850395,78.65772805708825,25.0
311,24.299835816426018,46.45116687491344,71.60905372817777,25.0
312,23.35364917722193,42.39835909398763,67.36325048581206,25.0
313,28.240051455944077,52.72202388874409,77.19084523322192,25.0
314,15.452870780219191,38.574499266219675,83.67117111287514,25.0
315,17.28854819906646,50.772409164060335,68.47316863062775,25.0
316,20.96854928229843,54.60276586384414,54.914457995164376,25.0
317,22.635119701252925,60.42701093410531,69.27109349736274,25.0
318,32.779825576551325,44.001188551319764,84.89795745417776,25.0
319,19.69337989790913,48.82832534700076,58.214727372895695,25.0
320,24.84900952309155,43.82226501910687,63.81074247914968,25.0
321,19.458691970502525,37.35478364563263,78.37203887877239,25.0
322,24.407598300473026,60.676377255292806,71.45358278964953,25.0
323,26.70485933123465,50.721974278777026,61.75791844147663,25.0
324,14.842607551094229,34.44331573302247,60.41289572131639,25.0
325,9.78072388746341,43.389888548099236,63.212789295959794,25.0
326,16.03426576089307,23.47368064266535,62.69962389750626,25.0
327,28.795479213496314,42.10124224321594,80.8321318749505,25.0
328,22.98703892269621,66.43689375469197,81.17617648436588,25.0
329,18.833356675834153,59.52721548473114,61.593337729931854,25.0
330,30.694430950109595,51.49085230432004,81.13713384037408,25.0
331,21.219563044903044,71.20631592495965,71.23559178585711,25.0
332,18.22145000664097,61.88398742330876,57.943589312540524,25.0
333,26.212675134225776,40.42258983772923,59.548044220269205,25.0
334,13.760359848398554,50.01446473973474,57.375504897314585,25.0
335,33.403380286602285,43.55016492864075,77.37889583459783,25.0
336,2.6710630191942437,64.87496267260227,68.04496207706079,25.0
337,10.813380054496246,49.11938565830275,75.60338887300796,25.0
338,20.854877364111253,47.222096255236025,67.29354781875483,25.0
339,24.74557727108975,65.28597398932371,73.56301505583411,25.0
340,30.227118399543787,67.17869448594618,77.1086927911022,25.0
341,33.45383313877151,44.533369729819185,88.08920011862756,25.0
342,21.620321580125207,53.55786052381293,80.39895739011061,25.0
343,25.939585548837613,60.31608925857004,64.96563233725786,25.0
344,16.184712786557874,54.426094218956884,67.50188248010515,25.0
345,18.961422911084416,41.1696181291388,67.56414125762139,25.0
346,13.278643354707985,60.1803010980741,71.40101549475263,25.0
347,27.34564677897453,27.12704381562201,72.20435666019085,25.0
348,35.24702065849015,45.60037588106419,96.98176839107163,25.0
349,36.407257121418944,32.33021845945998,86.44425963219169,25.0
350,17.74432512923602,56.459861436117116,67.69468054079724,25.0
351,23.036845196271845,56.75088345346064,70.68765889492005,25.0
352,26.441676288414822,53.414546548046374,75.41111368279813,25.0
353,23.16447814474692,41.333631528267645,69.46611977338542,25.0
354,23.986261452418173,41.450238459832036,74.55009262414373,25.0
355,18.383575940372577,43.18479076773371,55.80639173378798,25.0
356,19.54775929846647,46.975784751194055,58.614040947146265,25.0
357,21.473948792689328,71.44608087915661,71.70876231398891,25.0
358,33.518975090879,28.7038595160925,83.92098301124508,25.0
359,29.35718535398502,48.712050753746055,80.55608967660045,25.0
360,29.77343093046013,47.243000617268144,87.6903645075714,25.0
361,30.4010259054393,53.139091018235376,81.17839375972869,25.0
362,31.976479979429925,63.39538119661532,80.65917570861819,25.0
363,30.455024320168366,64.8711263754827,94.01607648393083,25.0
364,40.7205826612455,41.46372415874756,91.56124093661263,25.0
365,26.237509090087208,33.411766739017764,53.57803483426912,25.0
366,20.452678583615402,34.11086403891814,71.7240189024675,25.0
367,35.81938732341057,58.47380073256804,89.94302218854216,25.0
368,32.79447814168207,41.60639845482707,91.00828281698612,25.0
369,39.23133074538817,41.72520977913275,92.50892694200842,25.0
370,31.537511206728116,51.934202819621326,88.48468690224982,25.0
371,13.140204555499032,60.83534177010334,54.116561316857165,25.0
372,22.467045793631666,68.37024851377474,76.15394945037127,25.0
373,-2.5526104092425914,74.04338810543445,64.24641010044648,25.0
374,30.432654816694424,58.37391863041717,70.40958530142197,25.0
375,29.55921108318736,67.57667945237117,82.35837496683538,25.0
376,18.898453207200497,43.364369757473995,81.78912083421768,25.0
377,39.90171452774375,64.79737027298417,95.42547839080027,25.0
378,23.941141753958732,56.220143942286484,68.05758050755145,25.0
379,26.648889797186303,64.58854438168895,86.1648065694475,25.0
380,37.86265495611393,46.172887982286966,85.66385363780864,25.0
381,21.21849071260864,72.01347549537871,71.53340794741844,25.0
382,26.264441555665194,44.68610815760837,70.13017517063338,25.0
383,24.68418712377124,49.48289704042552,82.46589577773446,25.0
384,23.995423242636022,26.658550526038635,64.18684180076002,25.0
385,27.56383594072531,58.38373665585108,78.02006621946418,25.0
386,21.848394509321984,38.00775947100026,59.47716435121195,25.0
387,14.47084554208572,44.349483506740036,59.576526392323736,25.0
388,18.88762047598117,42.34675875880188,66.42044313345347,25.0
389,26.351302441507507,54.9055013412736,86.28836529705983,25.0
390,25.9735365502392,52.50422051834257,71.29443062659281,25.0
391,26.727807250833994,51.6135057288451,83.0329636647488,25.0
392,23.395716855549185,52.109415523404266,63.775747117276254,25.0
393,32.306605282195044,69.94134076126295,93.51991656046451,25.0
394,24.810115279881984,45.06842541385256,75.56549486501416,25.0
395,21.4501752826722,61.204844512797585,72.85994059067052,25.0
396,27.279348521100697,63.632237288846746,77.63375513997774,25.0
397,30.463180500734207,25.83533457134704,87.23760478471583,25.0
398,38.85818320672705,60.77564556514903,102.35879930318444,25.0
399,30.403843220189824,47.37547573727066,77.37875823470768,25.0
