unit_id,ViableCellDensity
121,79.54428607156812
122,74.58734784688896
123,84.7164202639959
124,77.04336404744541
125,78.82984343346452
126,71.22803193919279
127,83.44827323330315
128,78.87599553852603
129,62.853411307413566
130,84.51050971654564
131,76.78695057902733
132,78.01505431090081
133,79.35037680554873
134,60.98510069998869
135,64.73173351088106
136,85.112511799718
137,58.392660585758776
138,47.640311318238304
139,77.52550932803285
140,77.78420704671866
141,87.32090017993188
142,59.92394512989914
143,77.8865762367166
144,91.36146055040354
145,86.13086909489022
146,87.65194495927375
147,77.27424574483805
148,69.91395378216265
149,97.2092690390194
150,91.39417773210315
151,84.44792158247508
152,70.63231933285066
153,67.16275657142555
154,87.2909616599135
155,81.90978987005879
156,68.85842493559272
157,72.94727487412344
158,69.90631848233943
159,102.02536265666129
160,58.763369403859016
161,72.61454501596715
162,62.812158933009385
163,74.42396657834841
164,93.40814185462489
165,72.52457658331677
166,75.5856207534987
167,85.76756791730631
168,81.38224030514034
169,73.03284013061172
170,72.79458522876433
171,69.18702678303559
172,86.26724248713563
173,74.66641904100196
174,66.24322228048112
175,106.432908866434
176,55.561360124511474
177,85.37695562964551
178,82.58561504554886
179,79.61331665052037
180,87.75550099421135
181,93.80421919306441
182,88.3288087147792
183,72.03856444004575
184,67.34363538105292
185,79.57787986097448
186,63.965195955942605
187,95.65682570684042
188,95.73064650507145
189,62.77061055750714
190,82.91916333561538
191,92.452878620545
192,100.7482293939402
193,83.00701265465626
194,60.50079351910588
195,57.7340725304958
196,58.4938958023852
197,98.98785414136614
198,79.14470035547652
199,74.7092555775973
200,78.20470758882034
201,70.84120483074778
202,73.3100069496663
203,66.27968015257333
204,57.95586584182719
205,96.64833609166044
206,93.23215215214785
207,80.11289392836831
208,68.89247873434849
209,68.76746103246559
210,62.845730430970626
211,77.58327019898337
212,61.46993261840062
213,89.0116864155458
214,72.58624243619936
215,61.80593323816489
216,61.094292823302084
217,92.6041575487318
218,79.11085154986436
219,91.17640660260096
220,67.00617490598353
221,54.089684757244015
222,85.13924257394466
223,65.53570669623521
224,78.62177259516142
225,99.23643734825671
226,92.82237415649914
227,73.55643438799459
228,82.4274374451398
229,66.34173413469193
230,79.13216839189472
231,91.8724608582535
232,58.16297649562114
233,73.94969220853214
234,65.0677632504647
235,94.81203183681104
236,77.91301647068515
237,88.38786362177277
238,95.85405416645055
239,86.36276276692799
240,89.7729147686149
241,63.878264841078845
242,86.51323084433606
243,87.27237512669646
244,71.97395499618067
245,78.50909002016556
246,96.27794274911129
247,83.11419875806276
248,66.6460254914948
249,60.06416587997603
250,80.84718924209469
251,69.88827288796101
252,72.1229686001609
253,79.09257698684075
254,85.83540692463271
255,97.32066452830676
256,87.97782325362971
257,97.54147048191551
258,82.00340035725996
259,65.51934487232822
260,74.28871062762829
261,82.43001341779635
262,63.30019304488532
263,59.85296465977711
264,87.32725378466544
265,70.15015638951822
266,76.2160393523414
267,68.48002704908671
268,80.89599320017821
269,76.97544778684298
270,62.6638171653689
271,58.52936689768929
272,66.91688945309829
273,81.537420930211
274,96.43974524636484
275,56.68745662453215
276,68.62821697898256
277,92.71721034231074
278,69.48488143537972
279,80.88707609303998
280,73.01684409237059
281,70.01825729363365
282,72.27775943946098
283,93.0667409065871
284,80.86566506263958
285,80.91559013393334
286,40.48203439411094
287,84.4682004115901
288,65.59587235650247
289,73.39405873861611
290,99.32067465599759
291,90.39440203187097
292,86.49333921414247
293,84.23903548863582
294,60.61382617161605
295,76.31794563402418
296,62.903509848210845
297,97.38181953730049
298,91.13426564569721
299,57.04335323320682
300,69.0600021203481
301,77.34267131306953
302,68.85738320850126
303,60.88817147287433
304,52.57328706183358
305,86.20208967688143
306,74.2286513031783
307,74.9625673226884
308,77.96012408972788
309,67.14312261106818
310,76.77785948321976
311,70.26718594449105
312,80.69247195721478
313,82.14727227831818
314,62.77276884894717
315,66.83931016262483
316,74.93243877132117
317,95.70880541113425
318,63.43975637575994
319,71.72817041172134
320,79.08447559517181
321,82.69998765438753
322,76.23935005009186
323,75.77489079779156
324,88.01835741860495
325,89.57045800542141
326,64.13234869518091
327,94.92234379519327
328,65.5196807446199
329,56.92377344845382
330,45.43678227627572
331,87.30884678215456
332,79.5026914075397
333,55.03214613651671
334,102.42519993499725
335,57.02547982831605
336,63.75083930971601
337,73.7638518468713
338,88.05400399529162
339,85.07358504780842
340,59.40561247391657
341,83.64408175110509
342,71.9093436589556
343,75.36935928308152
344,66.76385593336272
345,79.5931669061622
346,60.62658435357698
347,64.70436677016978
348,87.99236314474372
349,62.565693655716615
350,49.36909638918701
351,80.19402967597954
352,61.3184004863664
353,79.01640678536677
354,80.68592365997044
355,56.698781008282616
356,80.80705288000324
357,83.65654206254023
358,104.41072210265774
359,74.74453721883343
360,93.93538894557642
361,41.56794903613756
362,53.213680882738615
363,84.09556835897583
364,64.67044764065092
365,59.19728399024643
366,84.81206336982967
367,78.55103549858818
368,96.71640895925337
369,85.52522153217804
370,74.76637327943111
371,54.57242169842592
372,86.0556671713542
373,47.17215234094328
374,80.71333540591307
375,76.86334782111324
376,66.98374469741086
377,80.43224768619562
378,72.60449895034397
379,70.59126994710742
380,90.59295645035269
381,81.703208684271
382,88.33917271278965
383,81.72100689905481
384,89.39262211186069
385,91.77880311250732
386,87.57197007580707
387,66.50683935568854
388,73.37649077757438
389,81.58700420216671
390,55.7344169215544
391,72.46655095916402
392,67.54070927708484
393,84.07079168500123
394,72.29881993440678
395,60.27791583830401
396,86.92217378546432
397,73.0530853535902
398,56.22531983199702
399,57.78294179337993
