unit_id,PARLight,NitrogenPPM
81,69.40905197389908,41.59733163056822
82,39.70274095461198,55.82897615810896
83,45.418700713161556,66.29298901766253
84,49.77889980999518,44.09365461506597
85,48.457480472485116,18.667437229264088
86,64.21139282483864,42.2315603002113
87,28.861594340598558,49.87669908928349
88,62.39614166283549,54.5622301053168
89,49.07043062593327,52.117966347171695
90,61.84905327652292,66.13628783536694
91,46.94549017090436,66.22782494305089
92,37.91061654766581,42.05300906018116
93,47.56389079521479,47.0641570496386
94,56.623012466827696,45.578269450285156
95,85.41639189785231,53.56890557549806
96,41.71890412189792,55.57019760446888
97,54.27196015505888,50.989931246011324
98,49.38272191955316,60.7018171560459
99,56.81451596710195,53.24646026770221
100,56.47682769462257,46.04902808167012
101,21.238985735754497,65.51691856035222
102,51.17988060954137,58.863248673461825
103,63.8789681272232,65.61981632129367
104,51.365320047709986,44.43973512063739
105,58.872463218565095,64.60857142185198
106,68.31610942190727,63.06471489252638
107,71.02463889698247,29.28148728308935
108,43.894900240657684,29.88857001265163
109,38.455833553814216,64.36878998407921
110,25.67279140599014,81.84503843949855
111,74.07140447704796,45.75567465145887
112,46.891374383585664,50.83074099081992
113,58.96782069097859,45.630745190649776
114,47.637340522917654,37.78333580928823
115,53.548012080748904,75.9131474512796
116,60.71010113722782,48.54022674304811
117,57.57890084126335,44.19328175718665
118,41.437306908887784,22.09231447600137
119,61.449265192479395,58.24187038389789
120,55.09486791988596,41.877893662940416
121,36.70799895311943,49.82866548672652
122,55.03618525507107,30.234034438091154
123,55.893465057292005,46.222359766088154
124,66.85402738307788,54.71247859245711
125,51.10496587304138,63.61144392599461
126,32.077011333531395,55.510912589392476
127,45.65036741504217,54.26357251392847
128,38.785573347671615,53.70239365764793
129,54.3456569010734,55.81190040360365
130,50.2031644606346,40.79844072580317
131,53.365392095647046,56.71165271717067
132,67.78075032127538,49.273216438626235
133,57.19147278804402,50.060045755407934
134,60.930774008755705,39.53778160367334
135,46.605566396326424,29.58533837575019
136,62.85015783713851,24.82965682504475
137,61.65996969998026,34.97243019263102
138,49.38454447250687,47.16786713551759
139,43.44311293674647,45.23106823495254
140,48.83224168406744,48.7026070014881
141,47.38377537191582,62.556071785114284
142,44.06623880509646,38.92279479035899
143,58.58945511163389,48.34934253392486
144,31.750061664911662,45.72813990568182
145,43.19130852765331,59.47227587835567
146,54.4065538488432,42.875403017873474
147,27.343241170219056,65.69781456143939
148,60.37458101762517,43.184421182562495
149,47.70212520528548,48.22587626277705
150,41.13905859113219,50.21493292811664
151,59.87599605003612,60.14826510484003
152,36.74389541307434,59.90200483643273
153,60.83974426707989,31.844291375121944
154,54.57972315083742,51.49427771918169
155,45.68082826340121,58.20638997410724
156,72.95480810317476,62.67925730685131
157,55.45325510378168,47.207209048959996
158,57.1840108508193,49.14524472053335
159,77.12585280117804,56.37705138701943
160,64.14717487840358,38.3329120562754
161,45.42780839878541,42.99947970092221
162,53.540923046128775,73.68954247067082
163,50.70337251325028,49.44201504724939
164,66.45175492226002,58.74820450222023
165,41.58459056557376,55.830917195108874
166,55.482701627903936,48.376240793190206
167,68.02149911779503,50.67472889101404
168,53.29677600325032,12.763223716052586
169,44.62776270500765,28.582077961838735
170,42.51023594636705,65.224684266583
171,71.28683335964485,64.97176247711353
172,51.3433428995977,39.06080916183194
173,40.31395610894429,42.10766529414319
174,64.10930095322207,49.41497520293277
175,51.98199958822189,64.40882118542449
176,51.21239578892475,66.06392661806483
177,51.102962955978505,48.302790400833494
178,50.1824326562503,56.40473329620185
179,49.36974192003812,57.25761412391658
180,62.41073973829712,42.90058474516159
181,60.95672255357499,29.45696186700235
182,59.344189080428905,31.54109175623604
183,41.28721446284036,40.852419677745715
184,44.928414296889265,60.91340694976565
185,42.6634961869574,53.57200430618932
186,72.26684140230373,52.51483966892904
187,60.98010716325947,61.23931493114205
188,68.48758994468714,57.44835755426726
189,59.631682388469365,52.84874586615287
190,52.046318964679635,40.681484216230956
191,55.525402822919254,38.17103293776425
192,40.10888548672495,39.759038597475616
193,38.04575536475692,61.71464470565534
194,59.889447168399876,25.65957417780401
195,61.57217471065579,43.91730613128437
196,52.32210376235511,50.7991952662841
197,44.62135858722013,52.25652190420301
198,31.839590375375018,45.71012257978215
199,45.16796991006034,43.385862463845505
200,52.48238349167391,32.08509757566723
201,63.42663913760355,50.542417737404044
202,39.96839547846621,52.71604019768981
203,56.368325991259084,18.865294695275047
204,64.21472819340576,56.27615665788323
205,33.87883683695966,79.59040848711349
206,31.473357297817532,36.8716710540101
207,24.585756020409523,48.61937742183626
208,31.842399801137056,58.73349235316237
209,46.65425631509106,35.97419165976697
210,21.239948764937143,31.2409657828259
211,67.21265077465172,35.999559802759464
212,26.885465098731718,42.928401242396156
213,47.76420724463421,40.48363005939528
214,44.404726599261565,51.97823337139495
215,35.47340553559327,48.92502743672891
216,43.11851864389994,50.36520786907726
217,57.54546953728852,45.04009326735414
218,46.294246417188816,53.68721550806275
219,50.47757195419474,56.936958287491635
220,68.99209583947355,48.755617756608046
221,40.961010247022216,71.22242446850791
222,40.2536267031958,34.506340505401404
223,30.255509995100493,46.28382654955773
224,52.18194316612582,51.9609102164334
225,60.53891891382511,47.82780603771414
226,64.01086717283201,54.86915440072192
227,63.14431714639944,52.77586488536624
228,32.97539971767559,37.141336107946735
229,29.0429524752878,41.638917063569146
230,59.758217394388765,56.98013274343895
231,43.301560927995276,60.32993657557964
232,57.308693520864914,47.71164640403762
233,43.95472898865,67.33802604226585
234,60.1210703358195,35.03047041071749
235,63.57162435309551,31.68348220027135
236,64.06669170429538,40.216202312364885
237,28.24035269535747,42.39221762905173
238,61.90396726521129,46.86051850103402
239,39.728242226219976,56.046901619006434
240,86.89357931863607,33.480406547539765
241,37.98355968660811,42.162926781838124
242,49.243826303844465,53.565845613852304
243,42.50930535639347,62.68760720142781
244,56.809915613275756,33.813422820625625
245,49.02800379613703,45.07760136474038
246,48.26003996537397,40.1450360958209
247,62.55290890018052,42.13728586920043
248,48.37101613478036,54.92351397807491
249,50.96930114160272,62.66275862962604
250,30.214295456160443,38.81341568360521
251,60.638992264317814,67.74008344178287
252,54.42279421419128,49.48098153834942
253,52.25876656152118,46.18689470320746
254,37.58310834719677,50.285062641721844
255,42.40069217976675,52.5733521804144
256,75.28449834685578,52.4840479734959
257,50.65149859735413,61.61415968924573
258,57.55692282757281,51.20442188098181
259,64.7863128940103,51.3629197966912
260,32.31653099294233,61.42723921846955
261,43.12090401702115,55.861611628992726
262,45.632473752666,54.59492207721065
263,32.23946034170508,45.55122675374888
264,52.78975076817806,46.12087230625369
265,40.816929247912185,25.30603112578997
266,49.039517311607504,54.86005741664876
267,24.6615582454567,43.19306226700042
268,43.51675056560186,41.42475127828163
269,54.82624876885229,50.967727584046635
270,61.15736731332373,23.36311664245479
271,58.97792479758866,49.742281645390776
272,44.89534824982948,41.337628492390515
273,51.825520191543085,43.723667443489035
274,53.080583992717465,46.350699696180925
275,60.1446750841623,42.8821509524264
276,60.881600959703064,58.88510108791916
277,59.55534858060414,41.42590748470266
278,45.984084306221874,29.83726662233002
279,45.08890495345703,60.07001392879469
280,53.55287121321625,42.802916675363925
281,27.649385216337677,46.61342626103234
282,82.85954154035238,50.1504200784641
283,42.37251868081599,22.08920364206525
284,42.317410435228965,49.839927144584536
285,22.387240688147745,45.696414161791786
286,47.190527121541834,58.645430146022846
287,31.15110424025045,43.825101508792784
288,51.103607962913344,25.31474158941252
289,44.710723634119034,58.50317628178679
290,62.56663877342795,54.94561572303974
291,66.0963136216526,53.33320138722299
292,46.2322094221163,59.47730757841552
293,42.64200412235031,28.985126467531273
294,59.217005965947415,69.55503474889751
295,39.5911011304894,26.472994116323573
296,57.51353600200184,53.372427146298605
297,51.92468689301377,53.03233982647594
298,45.43170591118699,55.09328796820341
299,39.76650337722592,41.59605735209123
300,57.44495305811029,51.406544766234404
301,52.55809057921049,48.14927595012325
302,76.03520224260201,45.628425236789276
303,53.512745735614715,81.78823884753606
304,22.077056359486786,37.790845771020464
305,38.31429780057478,53.91566536995685
306,28.38969147486317,69.95012148588589
307,51.95473281216729,34.696980381979955
308,38.867191698687655,61.52849563025238
309,47.4199610024167,52.80627624953952
310,37.23828459630107,40.309840321544165
311,60.22313470913915,60.157642098306845
312,23.817526537207765,60.786886558103994
313,47.13812010774242,50.477459109819684
314,31.18529634245702,59.80643549245792
315,43.47414785220536,62.87957838970844
316,52.74146083829476,67.44777061909136
317,52.866482367347785,32.108970965750665
318,63.70111223761563,45.35667463640531
319,57.805149842539564,76.79021898281134
320,51.480278881559265,64.2470013187737
321,45.80931051588864,45.552108929019546
322,26.30257641256848,33.19751348239069
323,72.09382418022048,46.92006073540282
324,33.734323638258,48.477966945286326
325,59.04448046842816,65.88002635356818
326,50.61679424983871,55.346705140560196
327,49.87264372913077,27.772823945015645
328,44.20786412776397,76.46227660949732
329,19.439683675058788,72.99229341020025
330,38.08633878928455,52.26984322723644
331,42.215973211205544,43.05961816335178
332,51.35722650849172,22.925903150133273
333,49.55946290357401,45.139233243413166
334,45.61758933644855,46.10570646613571
335,37.633650991571784,67.35405613135181
336,36.77929199897618,58.76498509787053
337,46.03342596828382,49.72720960767896
338,53.26306511800875,49.472859775577824
339,56.53994570055899,60.501909537985895
340,45.40507355212672,52.44033123933896
341,6.868230719199138,61.16470925650308
342,61.84532964182642,64.52717646216236
343,29.204863144357144,45.162025547031085
344,66.45934807686014,46.743127839665604
345,49.83583414253976,54.937163200460674
346,68.74947083698794,49.94780673445749
347,58.32584839844807,39.76628776641751
348,48.77714832634288,55.32959324071316
349,59.99812903592932,65.45150641578053
350,38.75025139356553,53.890716421760075
351,66.83302190736383,50.60532084552929
352,86.47650297003887,40.347553490456576
353,39.81551190393401,39.659561211675424
354,49.21320912865234,53.54680966899947
355,46.51381515035095,61.340883359532725
356,38.03626786161116,75.7962989420142
357,56.985228031167324,69.70251528544473
358,48.23224516920516,38.348774305990446
359,34.56931988033093,41.96529755428812
360,44.85502414768607,48.57020882475892
361,55.071161659519646,48.690974523836225
362,56.44906617135476,25.80713332729941
363,42.933191636175536,49.626968063590446
364,50.902931058023455,48.40020345869354
365,69.15080536882498,61.54874013017955
366,53.2833470625542,75.31096870267014
367,24.750185358199076,54.51467279306984
368,66.68227679044678,31.48449035697049
369,49.17476643433637,48.999992227104634
370,31.595380822190847,48.97195136269755
371,41.18515199061079,54.92465712272149
372,50.58338141583213,47.50371342113775
373,63.534635916024115,47.577919306134305
374,64.91746199319851,65.8481865724647
375,67.06434636828924,48.1586187130726
376,38.501974049874164,55.55845840167418
377,73.95823702928251,43.11447564439292
378,52.81992479691548,68.47840287852064
379,45.90586750575162,55.52867799849496
380,69.5097775437456,48.080736689034346
381,39.81445289522713,56.4041199924276
382,62.419142981638636,65.13202258119695
383,82.39113467105926,53.86384796756497
384,25.23140467486001,60.8625803082026
385,51.472118778237544,46.55638540518543
386,42.57971558113576,63.50704771241534
387,44.92951412482028,64.72253918543575
388,27.497312397579208,57.25042025515517
389,57.80564016084501,57.42179065241421
390,72.66768879369921,53.12038739255597
391,51.983389473639456,24.265823634952504
392,55.180860994524735,49.806284006480595
393,62.408988214788856,56.9999805710876
394,51.004487048129505,55.448989506152564
395,59.88271677935996,57.482783617859496
396,31.701166657566827,33.329452945243446
397,48.791885320539514,25.325271290977422
398,40.7274256358273,39.01894229137456
399,67.68752753787402,54.617898770218545
