unit_id,DissolvedO2Nutrient,PotassiumPPM
262,63.96068135340022,50.18210363967761
263,42.39714271334736,47.98556496897777
264,55.704656614529725,31.308356407757135
265,31.21910209772596,48.997710986914356
266,68.22767826204834,51.020687073686716
267,59.90275080408853,28.107136596354863
268,42.78116285239861,62.71263035458633
269,60.76475860385763,67.71687938205122
270,42.233817966088814,55.895495487278964
271,47.16182161569931,62.49475320643386
272,50.028919881777625,66.12154782774167
273,56.56390846209057,51.8351222612635
274,57.08504171889224,47.775271279470154
275,41.864709786522795,61.80533297561789
276,39.70529905067647,40.05161211751881
277,48.997001647158825,58.833509242008475
278,43.57579502094818,24.913572554755714
279,35.99803926676636,43.41209611045324
280,65.1596568891009,60.23654043375063
281,43.73735403924618,31.631060133356176
282,71.66318141083607,44.26529272110757
283,50.19007238395817,32.628342382067856
284,80.76266027743004,41.71611720745887
285,54.05844565445452,50.9610692690667
286,34.32242552034623,46.27649927000026
287,27.57914839905239,44.72023037678808
288,47.384686011673786,34.85120434485736
289,55.133335403742436,29.589342883035957
290,51.70881423096937,38.994865170277606
291,42.767226308202396,59.29818342349388
292,51.23842688211645,32.60038899998477
293,32.22682093884984,45.00860591576109
294,37.183560244021024,28.950420916981344
295,64.09410314937463,49.276244733371406
296,58.06663912737291,46.78269014058136
297,11.26449795992418,46.66907955354548
298,63.03644765471483,55.684508415978414
299,55.662536847639274,52.275979947440725
300,36.55300346062644,55.8880770498717
301,38.85469681924528,42.440719229180424
302,50.45645967867821,35.019012823217736
303,70.26016336912188,39.263734014918256
304,40.770393073663385,52.381564920196936
305,35.086015692726505,39.466228883259646
306,71.5306484583351,26.69010883654735
307,52.37730061065463,47.9338712813208
308,35.21510586993979,62.02165273937348
309,49.80346228888164,49.38136173132027
310,73.41835928634316,62.99799963167159
311,61.56729776240597,52.90753666971334
312,43.95111473194431,46.98995642551441
313,50.31166732900035,42.74878642147221
314,37.41408532864945,68.27286897868142
315,26.07517890089655,47.28825649335156
316,45.288176705301595,48.3568035574205
317,53.72591805052557,52.84955827881238
318,39.11046455472191,38.863439346940254
319,47.517097307171035,39.29409125282156
320,49.12209206567718,53.9263995567163
321,40.57773847089508,47.889582874363825
322,40.08250047435972,65.20491868296126
323,44.21110668153879,57.78669983676804
324,65.29235201171923,37.72404855588107
325,54.535391450097954,56.241654539524916
326,43.086341941971455,53.154579218714346
327,63.56645836498525,71.53762232482582
328,56.45187921084653,46.957093940488846
329,43.20502731317386,99.52310061308722
330,37.38822419349322,48.834761149312115
331,44.673515026268475,26.19561676037176
332,43.78275745272632,32.75140067875037
333,45.60497576228866,62.40346966521165
334,24.740574517544587,46.44822674839481
335,63.00573876698168,41.11211269881309
336,47.658112521295536,42.08792618922277
337,49.851966338785545,56.4294271747121
338,33.46505245496203,47.61237735403479
339,40.46396613897761,65.22176462246136
340,42.51171218324559,56.11463725431774
341,36.83843733494737,53.299411138632436
342,47.57718117045375,44.81282283924209
343,68.30758692024177,31.70992911404353
344,76.03237788970645,22.908372371193817
345,51.796698301967574,77.48037610009396
346,59.34041469619343,53.302021179047976
347,36.67880607811175,47.22476887254835
348,57.394937860297794,49.12891249253702
349,40.18550433429691,55.68169882276282
350,51.695549373402606,62.6445908711551
351,68.88420021131196,36.74600703717373
352,65.38091596626579,40.47307095530003
353,62.77193780801476,52.673507756037914
354,51.870496442686,50.98370652394316
355,43.42710839029497,44.74378459975391
356,48.80209507120705,63.14468956256417
357,48.446161854763325,70.70157805929651
358,21.66953623206531,63.39909219295505
359,50.43685255067662,64.24788024741335
360,56.515233716106984,74.5244381212229
361,9.604245775741603,71.83975208349777
362,45.722837250567125,21.836390826073565
363,66.269047376991,53.08993879150595
364,29.772583430139193,50.12074376810449
365,48.2323017198129,35.110724196146194
366,68.12509158042812,57.6118617334669
367,40.569860498677045,32.049487155952036
368,56.80418515373378,36.45176223477185
369,43.15339288142709,37.79718816721204
370,35.97149030468477,40.976704634966936
371,36.985373004985476,37.33210882982061
372,53.924656055025835,44.32858949436799
373,33.65757420867934,40.16158918716182
374,39.98883261439717,59.07339697438201
375,38.40860202638532,59.83197546262936
376,27.211991732414084,39.7271316164949
377,60.13434815432577,35.9338777155854
378,48.835934304621645,23.90439436080546
379,69.1137578452405,60.18875001896939
380,38.30109368120303,46.50363287111481
381,59.23057390685026,47.94803728176907
382,45.8222049047213,38.745525004499015
383,55.24466329925366,35.877437040479926
384,56.086706147621854,58.24240856702312
385,41.42590359980125,80.25381393042525
386,27.871047354009008,46.80353387553236
387,55.85861578895527,38.12138603691303
388,56.51322925458303,55.69912618704972
389,44.08059998472487,54.20236671249999
390,48.00435278736775,54.23207339110569
391,34.71146427449176,40.405470280725694
392,47.660343663811574,63.82247644730002
393,38.35375155851755,35.3428402717749
394,54.249551082945956,40.860945639658574
395,50.58745181407084,45.79986898362826
396,48.64179606972748,59.96567598090396
397,58.62775163089126,52.72768918810424
398,53.765847828646415,65.51398359238273
399,43.68244705409674,63.997917048784984
