unit_id,ReadmissionRate,Sodium,Creatinine,LengthOfStay,BloodPressure,do_diuretic_titration
91,45.02817570621629,29.161088429265824,59.80270089711546,53.057501615146215,43.08467456725993,50.0
92,77.18670723491049,53.71856065435007,33.14265517807371,64.23487376901764,56.99586209429067,50.0
93,50.907148935881324,43.04179265262276,51.787383218091136,26.747527758548248,26.093718627042573,50.0
94,38.86662892997792,27.926691337954907,63.65271683167636,43.484237360757234,48.66496534765213,50.0
95,70.28501589231533,71.97521709274342,40.93834624969071,57.06879830872548,21.493094800942117,50.0
96,40.84218401083866,46.78029585069409,44.246179697191614,30.850075743341854,42.018727604624154,50.0
97,37.97339289022185,37.462410138849336,43.919938419907176,39.67644577107944,40.4458779944569,50.0
98,44.362147380010455,42.66828254636572,51.18209607519298,43.40862651223944,31.031045821047933,50.0
99,26.48622151529738,46.89360107399609,28.250167492220605,27.225261195539556,66.53465066881259,50.0
100,51.62302455477187,51.11226542943396,36.654943280862646,37.1595683149795,47.71830084971961,50.0
101,47.44864504157324,58.36861894910079,56.04233116825482,58.16132953678798,52.07475844696552,50.0
102,54.9806896426831,24.76287706010885,56.073854747677814,35.91962837114105,55.021012919519286,50.0
103,60.192069063754595,53.97381479860406,76.02860983414182,32.63242621311416,63.27291199625933,50.0
104,59.25711176556589,46.70995707353765,71.64667142199934,34.750262062373274,49.7939251862662,50.0
105,37.79215872204093,38.47905264931903,52.777704761364625,44.93524242018326,61.94948109964725,50.0
106,48.10271516751789,42.98729522286777,24.173537966860412,40.23509056951532,31.22149866295068,50.0
107,56.41620542912215,56.543646617357105,47.648008439087725,57.32177058438163,50.287680794822954,50.0
108,54.43965433542887,50.6458661528366,33.46128633777379,49.78919484676211,48.61084410464183,50.0
109,30.115471560989103,60.75212209090511,34.61021401419566,34.9816707646293,47.882152735207264,50.0
110,34.141601184473004,46.3714919828511,64.69196866869352,29.14206818235182,50.17147412839658,50.0
111,35.454896570268936,52.47869829134778,57.62768427140081,41.69760576319809,71.70798948410332,50.0
112,32.24018435708424,28.80928318775737,39.72207014478406,26.038946284518417,64.4338042528758,50.0
113,88.71255744594355,42.2476504880481,40.37330148642053,56.79166568170006,35.7533420158728,50.0
114,39.65743056947881,47.31936508497709,61.9158125073025,44.26169585720609,48.46074417392087,50.0
115,48.6700083857873,42.14168234087166,41.48809191503533,47.06446871605647,22.68546095328156,50.0
116,52.540020884595606,41.46179461606828,49.52601344542861,50.25772610527007,37.59542100404377,50.0
117,47.308037484137586,45.15257871567856,66.88914858462326,38.16855489905165,44.32124654910802,50.0
118,53.108269078767215,44.747704550614294,64.38130957842829,57.00101947579621,61.07488366933953,50.0
119,50.107292562381204,53.499215289004084,51.58231290598807,25.28457157158595,50.89833116194764,50.0
120,32.16998941476384,50.57002083688252,60.69105143206904,30.640895156045037,46.740977169402484,50.0
121,35.610739410519145,50.44107963113945,62.89487319698599,39.700502039195065,52.09878101992738,50.0
122,33.188037088094994,74.77227788882298,51.01889103751036,26.878696838324025,41.21519275360505,50.0
123,22.649874917577847,37.98123979034358,44.2908877489976,28.118032182633304,54.026809947139405,50.0
124,41.97480601547567,56.93549841213164,39.28319273771577,43.35700856632094,52.23629208167671,50.0
125,34.928936707424896,56.74207713939247,40.23953084989408,35.17642162591371,74.92126716690612,50.0
126,58.06945072353404,61.11109481869542,52.27603317677425,43.908798503677886,59.8702783080073,50.0
127,65.52275820783333,45.718270085694066,47.684187835147675,39.60208991417329,50.83991572944644,50.0
128,37.02349919413639,44.81265239697737,19.233602742006223,31.160534393022417,37.432248743653965,50.0
129,39.08086031124855,57.68090865045092,52.607513605365,36.95336728498809,56.20127450392913,50.0
130,41.37976279533433,36.05274816654585,46.855635836156,45.07154549606083,39.163530196032646,50.0
131,49.02563304131502,63.12371983298732,45.895626121318756,45.31116373766522,60.0431732293598,50.0
132,43.639115447159575,51.09523877731769,23.176366586298297,44.69869281707012,32.01622245540676,50.0
133,46.33957584843843,44.034812774900914,50.87493981479364,32.6129807350417,44.22235333122937,50.0
134,43.2400758039259,52.255322168482955,64.73309556819287,34.26281198055826,47.289673470492545,50.0
135,42.77111802205045,50.30774423686987,52.94175228577034,48.10577841562849,52.79470223075037,50.0
136,54.16174560394413,23.471612963052785,34.193910530360945,44.73883471959796,54.77887549273027,50.0
137,51.1012017566378,57.31616035179204,52.11859324404202,44.83448848170178,33.311541191605095,50.0
138,62.843209516239604,56.88279601980595,55.162802228996135,55.6638294567025,42.96546695293459,50.0
139,47.37323931855056,61.597337645359914,47.17184592531778,50.34226818024722,63.07549257686581,50.0
140,45.55318377384405,58.29880763748828,21.505755150402432,45.95608277723735,51.176444618275255,50.0
141,38.866296360520735,41.40555795519138,44.68049000697546,52.66487307567096,40.400019944656954,50.0
142,29.917359732394306,62.71632346116019,35.2148651274794,35.44241863393159,47.268997538758676,50.0
143,45.85921797068136,49.55312319724592,35.062942793082456,47.292581110981864,41.81601578079182,50.0
144,43.892960712356974,22.981908885030663,46.06309053418817,33.07232420170807,55.17755779078388,50.0
145,45.79274928930749,59.46303943498362,25.38621524551315,47.41649148447318,40.29535116436908,50.0
146,53.4187473056863,40.10632624648614,44.56516509822122,49.0179666415377,44.897255839987416,50.0
147,53.34242082358523,40.02381671912776,31.88088436500933,32.94111025593325,55.535488432730034,50.0
148,33.91289311561884,48.87957883656916,49.624055617916135,33.03351176507075,60.81618390270043,50.0
149,64.06858738074624,35.549636599616385,46.53068629232865,51.80256079933697,45.73702843855391,50.0
150,35.4987121163446,52.23067651224172,48.50222285645397,46.27906414286174,86.86124823993762,50.0
151,53.825259106104824,50.11615039583527,50.001351559510326,50.8695937210577,43.29038480434288,50.0
152,39.04795950028592,51.32568457684832,38.17716714178473,49.35499350867255,56.88555420678205,50.0
153,43.74510546365053,67.40861276823452,66.29388290825533,34.00294844357214,47.31124924414601,50.0
154,60.485321965439226,40.455124151189466,44.55236964963772,35.43796548559889,55.98548705296001,50.0
155,36.96295982108513,60.73322197032739,56.14314108505203,30.601938775490048,43.522363803249846,50.0
156,35.68489838474323,26.546881594935897,55.77405011481362,25.559458260176648,72.22926332506235,50.0
157,35.67151006956982,44.87999907704912,22.623878420773906,45.24658732502742,44.070626186511646,50.0
158,43.96657672294796,35.94030970344245,56.22805949468279,31.820193506495947,45.309733872775126,50.0
159,64.07174859451484,67.0470324215839,51.643541564991956,41.10635005685169,51.42366832926746,50.0
160,62.78912365312548,48.73497072959082,69.1172631495248,47.03479483702607,63.27297353793968,50.0
161,38.926612908085396,38.91941920428082,40.841187168726,40.541290605748145,58.405169582759655,50.0
162,34.31692820058527,64.29920778899829,69.1053773834081,40.47615647549821,44.58467639551284,50.0
163,67.06856565798259,43.039948492509744,41.71130177787096,40.78757048564285,43.38000656148006,50.0
164,64.4323621635674,43.5417397677201,51.674454556894716,46.48292327790423,60.16747065501392,50.0
165,39.02128841788889,52.56979075379793,45.476719806778114,41.179928528523384,45.473675641541824,50.0
166,27.632995606661392,51.747862265078446,51.58130093206831,24.75996502033912,43.39511952348427,50.0
167,27.42031129566912,37.13712551284802,37.764132652472824,31.528579681367408,65.32764971625015,50.0
168,47.22245430530942,38.52992853169669,47.545638093784206,28.073301499991917,62.16701776096867,50.0
169,23.9264385635738,40.187867995030366,64.32552405655399,30.23667204017821,59.23324537804676,50.0
170,66.66198886894767,75.52618109269174,78.51938924447418,52.02090822095962,53.308758002538504,50.0
171,60.57862411833383,42.20440595758816,64.30666037597115,34.60986071827805,68.2378577357069,50.0
172,42.907884784393396,64.34597793766416,64.15037817497493,24.022873927743873,63.71143882636873,50.0
173,39.16824737690835,57.19433056338845,26.333923891143463,47.43031909106728,67.97474793372544,50.0
174,40.65169936288494,69.93548821000944,34.00563283154281,42.899472985233956,23.407982393364442,50.0
175,41.78648028507644,38.632836734070864,65.65369655829035,28.633574467361175,47.021181086062235,50.0
176,35.09123395806114,48.83670710073102,39.457338222765266,37.95716397573892,45.39696014495859,50.0
177,23.27244271428294,31.330943607673948,26.08795884481997,17.71125194288948,20.457774463760572,50.0
178,45.695380370896366,61.72924177963951,56.24595220363757,47.006690486357094,39.81309910655172,50.0
179,61.83190413554831,37.94988524202968,64.97091518496755,57.791527056682256,72.56817458111426,50.0
180,51.01138721485841,43.96866881946276,53.62000231098612,33.727527570978026,46.30723225036724,50.0
181,44.688551702415786,48.115420901009166,38.24529525108797,45.37452370992887,66.21391691567185,50.0
182,48.96145818488536,22.020151968714828,53.102599326217856,51.37242861237467,37.675806459787765,50.0
183,34.12982734677558,66.19569022685101,53.09526155148435,42.476479971271104,52.38742949866213,50.0
184,41.339210158123585,72.07806382115949,56.25434350434598,48.56487981922305,28.533076974731472,50.0
185,46.44550015342797,40.26534413582678,60.48778102012877,32.875781624317426,46.15250422787043,50.0
186,82.08722054748154,56.88145039477472,37.1016365082628,39.58973246916565,67.74746659680002,50.0
187,36.29954565266176,70.6127582334898,57.59939689761133,39.79645534872456,40.40107949686051,50.0
188,33.90977060019097,31.65837705090951,39.24217542669665,29.965621441653106,56.81527647956389,50.0
189,60.04597110935545,71.26511412947858,39.255269996895144,41.24873048298627,58.77962904963137,50.0
190,48.70776439317267,66.43549829998204,43.9150846216642,33.442001741375215,45.2914763462638,50.0
191,39.18105389222106,49.671419133444715,68.74527894142861,42.45031364797508,59.861167344376305,50.0
192,17.550650441164137,46.82322232628236,41.81031244661975,8.195427289163103,36.36173729992377,50.0
193,64.63750567953603,45.0924868150149,48.092378450104114,35.86091330111578,58.78812896699956,50.0
194,59.20754048741934,43.2866026872091,49.34715640831811,61.4157657820236,51.746321934944724,50.0
195,33.26946294197542,59.66547418964567,70.20857398225219,42.7828475345123,30.181075365213346,50.0
196,64.66182607449866,44.954231193219854,38.97153474517161,59.675781916742125,29.93241309154066,50.0
197,32.406945837751785,38.81409623815623,36.44671214671449,34.083937083908054,44.22946055557585,50.0
198,36.20085758346465,50.15269064250638,46.43094501055557,32.94284072274843,25.783646174899044,50.0
199,45.45983632637523,51.63370380413054,44.568685827956834,47.23216538424149,52.46398614438823,50.0
200,38.11986925067109,45.063578420955764,50.50705866308243,47.28660167944655,42.34408547279961,50.0
201,43.98635149579612,28.491766618638113,46.081493012033654,36.8051710817503,56.64439301656663,50.0
202,65.3008623731727,68.25653945605026,23.18281761364164,46.02844046747742,69.88733426720162,50.0
203,31.57241472415763,42.723420194961875,35.096870613604985,26.797868530772973,77.2946042320835,50.0
204,36.735213581087066,46.811870890297975,60.867125187964554,30.182016541582698,60.890546004766676,50.0
205,80.40504560379631,49.92591432697497,44.57009429639002,57.597054969227656,42.56620110372568,50.0
206,56.119678416369894,26.556257513176803,46.51636222760182,43.01407559961986,55.11962018410495,50.0
207,38.63396519074811,71.78953579363147,52.371697946347396,33.343072752977704,57.45781336287019,50.0
208,29.023538290449803,53.90642659681721,50.23060640331282,38.21891122889881,58.10394303998159,50.0
209,33.95778108452281,53.05612061972712,57.57487066494796,33.880017562211634,39.72928973663985,50.0
210,32.52453301461787,44.04860750833919,36.41842150569446,33.291874727856175,52.05665833147173,50.0
211,28.67554237925944,38.92579028539707,43.19094628498098,24.71501549434869,49.11538716931529,50.0
212,39.31875963649063,44.70636360394366,48.98122045203566,38.94496079074129,32.711632001450845,50.0
213,47.64674788690024,43.63993504808264,43.92729492016843,47.62961857837893,47.97283051684178,50.0
214,41.99029026655984,57.67224232364056,51.43485063116091,32.44704910095019,65.55748248124944,50.0
215,26.221156700944885,54.19010562196712,68.46525657650432,38.366213151817874,55.25865708248753,50.0
216,59.37121978819386,43.99011454376427,57.007313252587366,48.87052640252796,69.43069565710853,50.0
217,77.36126681784312,66.03800150070765,34.776202606140366,67.49698258193321,24.46036998864061,50.0
218,31.525926763032196,39.117052286815714,19.728417261663832,39.70594800791447,41.57488018942234,50.0
219,47.24770834604655,46.62033082760266,35.60831391850523,34.95946720286067,30.10666284324666,50.0
220,47.28092850758629,58.45295616850657,72.63499154211141,32.393777749065286,58.67926587473318,50.0
221,55.93006682326937,39.177894422003035,41.77894485967268,31.206307770715632,34.67083315818955,50.0
222,57.91550622463733,58.865136447182145,65.37301046820404,55.66837597966504,44.51961690537293,50.0
223,48.585835366592946,56.043166711934475,44.08222142844665,43.58075333098736,63.90834182859749,50.0
224,44.34459460679905,41.65859117608215,58.705683753093574,32.779194213462404,56.54575446465472,50.0
225,47.82476195742623,54.166858487491524,49.98875096217023,45.177237276520785,49.70853334415431,50.0
226,41.9110922976293,55.06202165010588,35.64486942069511,39.4679963568342,52.26527680852324,50.0
227,57.31531809656443,72.14763089745634,36.7266813514166,46.78543684026799,49.88421133432923,50.0
228,43.9323563556123,49.893843275045676,49.03671003198765,55.50196794312492,72.64280422952704,50.0
229,56.441179882718885,41.03224106501385,37.99350368596014,49.592839976809074,39.723754885834076,50.0
230,49.10742290141222,42.8561961732255,47.22601200265366,55.59456274806497,54.515572963523795,50.0
231,33.40469133648037,28.501564437059155,35.17594779625941,36.29290290523968,56.72005940654522,50.0
232,29.89961967683444,41.96276487049195,44.84968502477645,38.95038119901411,57.11079232674751,50.0
233,59.261803494305084,35.224740860787826,63.3595214892525,51.3941638634998,55.908607993448186,50.0
234,30.465919836887515,46.803007276342186,58.464819553759334,10.84971314473204,55.55779391794245,50.0
235,50.66394239108752,38.73604435567356,40.869054154445024,26.313833496503705,61.8837503432813,50.0
236,40.74803164569354,75.85823424152632,41.42240646789545,38.289975463536265,48.380963517554534,50.0
237,58.79831416953776,50.984843955430776,41.585234281244674,38.33872849827853,46.25505243211711,50.0
238,57.350081319528705,45.139395388051305,28.131691973271746,42.40598958064759,15.756327929734434,50.0
239,33.75405515348841,47.92960104517293,70.50085505435692,40.34058185429563,46.401286543401106,50.0
240,30.169364798426237,49.57736729450559,68.64213703122964,37.66594353995252,54.54544529824071,50.0
241,42.102511324348576,63.73404337684843,45.27493279322342,28.371951072115426,54.23097215762425,50.0
242,30.406904564433983,20.789530451547286,37.844268102647774,35.578625462944906,51.69958400804534,50.0
243,48.320957866295736,24.49940793118405,42.62110081095849,56.61197112995019,80.38648262153103,50.0
244,76.26821092768957,51.18171549790983,66.32944370647428,54.50820361051665,44.994539517544176,50.0
245,53.03392483840642,64.92981938652429,72.93682874470736,38.606561263042636,49.05472278946254,50.0
246,38.33892259755276,28.824546905537055,44.173329805952875,36.125622967133495,22.398109116558004,50.0
247,31.507845225346102,57.4967341318804,37.529904799092016,23.310607573956354,53.501506513484706,50.0
248,49.56899783582992,38.55617919639724,38.78140371081935,33.04880653634141,61.58159490822459,50.0
249,76.6163091520202,49.542993033118194,58.044001492786684,34.019496928850494,47.274640890695125,50.0
250,65.4072078455236,63.65908619884001,43.92946152132306,48.06384261004276,34.061507854284145,50.0
251,43.17997604311145,50.616510089770514,49.315973181445706,24.45559105160064,67.70187852838721,50.0
252,33.428485702452726,43.05985478519362,58.84667396990862,30.725787671443754,46.692755354888455,50.0
253,49.33158258035645,72.27116068722039,58.568205430908144,57.35723901136391,59.32144962611013,50.0
254,56.109469941893096,51.412058315865835,56.654595608413565,32.137892633370974,56.40804391126657,50.0
255,42.640551054034745,41.38120402646065,62.83825428544209,50.830854013306926,23.346847587752528,50.0
256,46.254434249335986,49.234203245904816,48.28362693337785,45.71624237085558,82.91092087076916,50.0
257,55.33879747661591,55.790963003159575,60.650041982507844,50.85844655173052,39.83134549553263,50.0
258,34.279598228811004,50.209699875178416,47.65341661348091,29.43063222679996,55.56944164100847,50.0
259,26.546294408962243,44.24112314375921,39.192944802420435,27.70764788778284,47.950698565013454,50.0
260,28.352524976523675,48.975392207831575,37.94114505982168,24.773258785456665,48.47480949393177,50.0
261,40.087896182628356,39.15598664530901,39.93188970856548,21.643422987295732,36.43575401415656,50.0
262,32.50324452655417,55.88744780492952,53.27118111365055,41.01491854777826,56.431266555709094,50.0
263,36.71635826053791,53.34950642642779,35.067431180340066,32.230660677189626,72.86733417011538,50.0
264,64.20906983745542,45.20032755166611,46.31052962451478,47.574528388751524,66.56900510817431,50.0
265,31.604351420701448,58.47999011584051,57.55872131549733,31.162799365277365,40.474914400795356,50.0
266,47.983846734447624,51.54844550539861,36.94055511155125,45.12672514602831,38.8998839747832,50.0
267,39.12288006799723,44.70508614468884,36.59682696515427,40.184340084071785,40.59364199597985,50.0
268,47.49160304817659,45.88946591132359,35.82446077453058,38.27285275321696,49.28914768093813,50.0
269,47.558666038966585,35.49835632732346,52.1645453408312,32.2162691676178,61.65680684033773,50.0
270,60.93311814648374,22.120460753376058,67.48023024998898,43.96042192607984,61.37231680036548,50.0
271,48.35046742100113,49.793587965170055,53.34207772744791,44.18074530850123,72.03685975221458,50.0
272,48.04171895986004,70.28297523655465,28.433164523825234,18.57754615625281,50.92432003924698,50.0
273,32.00949353035547,45.75823519184334,52.289061631677725,40.007074738189246,62.116338940327424,50.0
274,40.810466478482525,51.88404345186149,53.831918286410215,36.25695962576214,30.523142170272223,50.0
275,31.88013248309657,52.38691426458339,46.931791432733284,37.556512911331154,28.45159988016577,50.0
276,47.06168748690525,48.82886408234759,63.20840183985561,52.80771414427265,52.15887152262058,50.0
277,53.358732741496155,44.83673361576802,46.69094556222284,41.070417833428586,37.31608984914482,50.0
278,81.81357138663346,43.87381657827028,34.82814833191346,51.06840339431648,49.35477094691231,50.0
279,74.59849838842665,47.760804947816965,66.35914269914514,50.98877971664024,55.42734704656605,50.0
280,43.83629846294765,38.85606424007152,47.22045142657289,29.06852163325166,33.994456809987284,50.0
281,24.514988900335297,33.773734594214815,64.0740287074486,26.71585333145973,50.40902745285093,50.0
282,67.54632046185579,48.085935431329176,54.290421498052034,54.54344224844774,57.887152414464474,50.0
283,46.13245676928776,32.82380856192055,54.0388145526824,40.47607945077783,52.173314081514604,50.0
284,54.81678561836344,62.39249240335367,54.89657846527515,59.376503519253845,74.04587459118714,50.0
285,47.20996221480101,37.379524310987556,70.62031739090239,30.077396415226207,38.83618837124111,50.0
286,42.824090241648534,21.677550231335626,30.25542758227553,51.09526290683625,42.384208035809024,50.0
287,35.81639651742968,54.0512831139675,49.20343562179848,30.727360492571542,48.14917680738457,50.0
288,30.84101354325511,70.30196920220072,51.72168177644612,30.74238133183473,56.5271784250385,50.0
289,59.50869313205054,44.828723937298484,62.99347527715,52.55729175685544,48.68588070790683,50.0
290,56.94603520758279,38.432757793625434,48.27309627016252,40.91145050696007,60.63045847207104,50.0
291,50.87631489159524,45.69557128193146,54.55470142103546,62.356083194183654,51.703888074072054,50.0
292,30.938169496849795,63.78809281216779,43.127442637221094,30.767871874876587,47.71880700093951,50.0
293,44.78336316091971,63.33664013518616,50.26958481468881,34.51480086518321,42.23774318675075,50.0
294,40.28321220169894,43.68472008089414,57.968148649156454,43.49592024108299,41.82117956731922,50.0
295,45.622742654407276,38.39902703092898,57.6372666009056,33.69490305952124,51.30171755124821,50.0
296,34.68415248415091,45.824929617446756,36.32062331778929,31.710640421830075,57.60794562813838,50.0
297,40.66901212784698,50.51442468035787,40.834929051942304,26.38627464054509,49.207136832475065,50.0
298,49.063184485056446,35.42262365127735,58.249160522400196,39.15267722334445,58.34404009910226,50.0
299,36.965201012701826,53.090164958806625,82.78426543293267,32.825366805896024,61.39004646862917,50.0
300,26.836263111221907,56.94029278633042,50.84264472511916,24.42184780902627,50.18751503745591,50.0
301,30.245312793436405,45.14819374259206,51.25584772926071,40.536173889446985,32.61556650197559,50.0
