unit_id,ReadmissionRate,MedAdherence,Creatinine,Sodium,LengthOfStay,BloodPressure,do_adherence_program
88,48.23165337675362,71.48347962000501,41.53003876627409,72.99678668883169,45.718735219813894,50.99517288510062,75.0
89,72.6566297083602,70.42596281374217,50.89470278830292,69.78881681809045,35.924732873983,73.90469397335785,75.0
90,32.14187998087997,80.84753917435069,37.238881798006666,27.99255425636965,40.227143582799904,54.67659581896283,75.0
91,46.850851153369874,76.17745879381081,48.94689056736541,62.12953616553247,29.415676583570708,68.7280718301299,75.0
92,45.730164601724084,80.11904712231092,50.175426079097655,53.51625129360463,43.37927840622076,58.97812079678029,75.0
93,42.66393331217706,73.96143935352717,39.21231155217188,52.37683739386519,26.492116401514494,24.790643512453638,75.0
94,46.88612497445744,77.05312699100514,58.209585387148735,41.89755968914495,39.583135073057505,51.23397231371629,75.0
95,20.73403969875581,77.03523338207347,43.471680126904026,47.60281886042595,25.480395184361537,69.9732035106382,75.0
96,45.006799353740874,72.23663552426365,53.56758505552811,51.460689300829195,38.171797578628556,47.07605799426579,75.0
97,41.992722947158306,71.94953162705515,49.80093365568063,68.7590861613439,40.40554483352116,36.33173046076328,75.0
98,55.15915794424534,74.65820910147379,75.33119284199654,50.5463025355218,46.741045584437984,55.137295309249865,75.0
99,70.3821287187507,79.98187934916606,56.12114808160806,44.050116319730805,49.51534999181632,53.30118244791071,75.0
100,39.535420742880525,75.66587058154629,51.666587282404855,57.340886673588265,34.14310984591111,43.4183353599766,75.0
101,36.04545868873841,74.11646367593029,39.64428043935257,37.48224902093789,50.4848391345782,52.33626206600919,75.0
102,31.807880678187026,74.88873231030719,59.59352440114509,46.01836555998334,27.69231114843633,42.400152932219015,75.0
103,46.892357627561076,73.05877139178945,68.51721012096394,46.26689388012579,29.168004422558322,63.99330819491287,75.0
104,31.251725034012694,75.39652604304601,39.11306664128379,35.67129040426226,32.788860697037876,48.86007419534742,75.0
105,45.2706236762755,73.95313010418086,45.95939550006481,40.95066958596551,46.67054945563696,38.50138484020658,75.0
106,40.27453985511899,74.4548402747799,48.736828745366644,52.9534646538875,42.40908215215708,50.02452308157051,75.0
107,43.30934416205058,75.92157139400535,39.500966554025325,59.069392022497745,27.19085735048593,44.79048191370773,75.0
108,41.81227629835386,77.46898152394579,50.69764523683669,49.45658195787652,55.68402855306889,51.804402849364344,75.0
109,56.17449909674389,73.46217075217963,63.538748621339494,64.09915837656528,32.55766081388258,46.27855919092897,75.0
110,41.68396684618425,76.68679077808925,48.49255541824247,29.864503259659777,37.4651161627217,67.22574383246044,75.0
111,22.815683577349198,75.6958094879114,42.00943073899755,44.88242308800164,20.04168066340374,70.73949562764945,75.0
112,50.208134619649634,71.11582785051452,52.695434189612655,54.668585108120745,39.94275260634967,47.62823359130626,75.0
113,26.26655460350515,70.50019573619907,37.96481909402424,58.2621099149746,36.23203557592852,43.38601661594686,75.0
114,41.923760794116596,79.3718718888666,42.32314101607108,47.955235003718116,47.20464338145088,30.759098389062732,75.0
115,31.9407419643464,69.9185552080854,28.910170179932646,59.33325262832355,29.244335179981313,44.79677561169354,75.0
116,39.495183881139106,76.84941055295387,49.452717312677876,71.45422819519335,27.73336364609908,47.00380895282886,75.0
117,66.80781465636157,77.57391148293452,60.77995549947848,45.022519726082656,37.759987044445936,37.093632208308044,75.0
118,47.69777059020669,70.56155542296779,56.807264958430736,54.88999851240456,51.55772873074458,54.981760924769056,75.0
119,38.419116501212216,78.84249870027031,63.99968134201575,48.073648997765545,46.51261089151016,66.53300069946891,75.0
120,32.23002282399006,78.18318255702074,61.03734964472861,51.10659396721292,25.382999551407895,35.41286425101201,75.0
121,52.504607859185604,69.72325984001913,32.802757255675374,52.456391256132214,52.275752436149986,48.556573404085654,75.0
122,54.49200040326841,71.99048804363267,73.87092199172534,66.49405683989852,38.09904094490339,71.12713001138349,75.0
123,33.808236794136896,70.4922670489766,45.95155232417877,44.73149568046582,27.221129134650763,33.58193358336669,75.0
124,45.84897374234977,78.21907013822,33.38133907257247,43.51745993500311,11.532598392252698,33.23780948406797,75.0
125,51.49424195977547,71.54678695481451,52.170821528280776,54.4556794655329,32.75531915573989,70.12817477528515,75.0
126,44.27928127835611,66.91939273441481,53.30958594415154,67.374148283256,27.401075951774853,49.91453524447756,75.0
127,41.37412423964928,77.02111409377548,39.76987941290301,60.03734533430555,48.984463292520566,36.510636634642026,75.0
128,76.08434351245404,72.87262508690388,26.211785292024498,36.5359049366865,47.504780252926395,41.45398340229795,75.0
129,39.88721463948259,74.5652396110683,49.2506532591873,38.89215448836528,18.633995979647565,67.00383516778894,75.0
130,83.68449743683904,71.17253635819738,57.01122689356978,53.14013564975492,40.31648014801139,55.70538444050942,75.0
131,38.484605232564824,76.72558165342852,55.3151764146822,41.23680625347231,49.0591287304386,40.90326531882926,75.0
132,58.34198959111605,78.51590074134188,76.8569344544242,48.44755254770954,38.05880639410981,57.20357469860827,75.0
133,35.42932153536668,78.04014034735174,55.77797279315115,55.48613001284573,41.764978379529566,55.77416848943262,75.0
134,78.3090835750745,75.32602131169129,38.05500531241229,53.98988849310293,48.11345938029156,50.64835216263625,75.0
135,57.630946673417135,74.21339067930847,51.665018863979036,44.51381848663682,42.87322473187922,48.614284071177195,75.0
136,60.03311914225439,78.76624604437914,29.662438845803713,61.49444435510459,39.93093228978863,43.991397542576046,75.0
137,64.30060466185826,81.67445679929156,74.04339844971821,52.059268525787225,37.26398416079489,48.675488641020145,75.0
138,41.949441529008524,77.64310955046973,33.93283283116873,52.82593856023068,42.84704926346488,53.01693718950968,75.0
139,49.3746625228539,78.20888410317234,46.63752242691975,39.53903559186542,29.537379195170345,53.192413415935974,75.0
140,44.93662850905069,74.60653790713187,44.701881271686254,47.17364765241939,44.48254869590506,37.428363219652276,75.0
141,47.672358406197255,77.56693625890748,74.00051413877438,55.413021808063455,51.69752320870387,43.84326830781658,75.0
142,41.6045623955006,76.19502057395701,58.51351550210523,60.737870958486006,32.695652274198764,35.548695647142374,75.0
143,48.3093633906341,68.33447319005857,54.99789040552473,66.02714460866117,39.85909835130836,68.7197528624752,75.0
144,38.086806944203815,77.02933599400002,55.07131836686706,73.04483308472689,34.045862169961914,56.26229068961303,75.0
145,42.15311790570078,71.76567958884836,40.63581431398519,39.51198097306394,43.09641831837363,47.72820866937469,75.0
146,57.52444797049803,76.70774226323888,58.7079712817579,40.15338459660682,35.00916759139501,28.81082776851288,75.0
147,47.62465040616407,76.09258979367664,58.11463440927911,50.667483173919216,30.45094036230024,48.063228967937874,75.0
148,35.86558262293312,73.19301224605937,48.85667298136708,49.19852082980708,50.007499670750185,27.6996620201829,75.0
149,31.254438961107198,75.46352973157524,65.06984943899253,38.18711724900521,39.097898468872955,64.52280022075803,75.0
150,35.87769820395125,73.0705051211135,60.79299893655706,51.2621407864027,35.96113021547451,43.29257874239053,75.0
151,65.69485346329404,74.2262801857985,23.071017347195102,53.953300076009214,56.26046627915828,64.97709981628881,75.0
152,45.396520891833504,72.53703252455242,61.500112153717495,31.94708287122363,44.31123851460125,67.84060985836032,75.0
153,67.53266422480051,78.82600827718323,61.827989884402456,35.06437590219391,34.27205268052269,41.77055556326834,75.0
154,51.93349277060607,75.49701764641915,51.613434537550425,39.418034022544276,44.55127128736253,40.641381297579485,75.0
155,44.360803076121954,73.12949730416734,69.74225126679312,35.13596470980136,36.08637999302385,55.38043641269489,75.0
156,42.386753134388016,74.61251909909615,44.67255535135161,46.53653030209895,20.04832244544839,18.05593040095612,75.0
157,55.62592272616827,75.63117567872942,48.68215295354295,23.66865841717003,35.75291957122231,53.95717798454232,75.0
158,25.604962150438332,76.15793701851312,41.6041788695364,46.38973869888796,32.844484338109105,53.48297255000609,75.0
159,52.43363627909796,71.64284116710206,49.51929718049923,45.392061910900985,23.23093902247785,58.344054599494235,75.0
160,73.24064749489082,78.27630175573344,22.317266477885795,50.88209469028368,33.381221782927156,59.20562885517393,75.0
161,38.19792774803759,75.89677933119522,64.68838399211792,81.99014752424266,29.961100071192057,51.79368783270282,75.0
162,65.06702814600116,74.82346733279914,66.96860824344691,58.099973017070745,59.27420013770144,37.693135370169244,75.0
163,57.59251025044463,83.6883876915098,68.11910193922843,34.05889181836062,69.7756552705156,47.402611347688406,75.0
164,31.70052119476477,73.00630276459844,41.12490985749164,51.91715906476029,44.037065109496794,43.331744688236874,75.0
165,73.45332834024119,81.00945467749511,49.54085231132504,61.56890353985539,53.71968804989782,77.68843251874519,75.0
166,24.4945597031058,68.33392197934121,55.61528986314061,62.01643347761676,22.599746900739618,34.91596930196941,75.0
167,37.033006471385455,75.43475843503377,36.375661206371774,54.38117668908555,26.187299316733675,55.01069381869004,75.0
168,57.9389535134802,81.98257512218856,40.38164662152772,45.77300410988426,49.72219556996019,67.51350727209697,75.0
169,53.04424692360667,73.98308560829483,51.149043939662846,43.931609899350626,50.69662483355268,39.6837760088507,75.0
170,59.53211570529053,74.04014036351329,40.921108049324076,58.006490727588734,28.94558206561385,61.073054069670924,75.0
171,40.18849045110529,78.33770154298196,48.97214260881347,45.07834219351466,31.754115056420435,47.41042464544604,75.0
172,81.74185050920461,74.63145559605614,39.10134249857188,53.60426735578541,48.20329843402911,54.45693976025464,75.0
173,53.510145944805345,80.0705902683045,35.52699055175282,33.38924948706463,50.002397680120524,21.28559406019845,75.0
174,50.01271980887381,73.56647823521737,46.735486665366835,56.526792530627006,52.93467921830362,62.96494036854638,75.0
175,37.95340752680101,76.66828200641578,30.614860816064283,68.4553105917922,42.53846491737533,28.310540189861047,75.0
176,46.357770784860406,75.97384366279769,29.32313772204194,53.800400551494455,31.186337835437648,51.097256960340864,75.0
177,67.23119086294905,74.71533427808913,45.88468585905514,37.429044337117325,46.32847270899535,40.79598490241405,75.0
178,37.98042923894968,73.74352753698764,65.75915953860707,68.47273950002597,44.93372619088175,56.05792290950955,75.0
179,59.35764151917497,75.23875454036208,72.39781950492815,44.19236913108064,45.47844911073638,57.92581651944492,75.0
180,45.444230638918256,76.30843410054452,46.92807014502313,65.67944549616958,39.316611793269246,70.13359585955983,75.0
181,44.893314166596866,71.95116113157654,47.57959101159605,53.32573859447358,38.96400651037776,49.19710788809482,75.0
182,27.918415721383628,76.06728927311131,61.66462168259324,37.892553948551,28.695525577132045,46.262251050799726,75.0
183,48.91602368198637,69.69163619858608,50.707684220852954,49.204681375399744,37.75851739683443,81.46449320978518,75.0
184,80.18355860127511,71.9798776021197,60.75069435287534,47.591627974514935,52.52645380496148,46.770878868676114,75.0
185,34.6973242521755,79.83574433551138,45.558583713072714,35.932873795236645,36.72364371666562,62.08528527567287,75.0
186,29.314345561265796,74.5509505311747,64.6635699738568,57.90934412916046,32.152198540882154,54.18079480321059,75.0
187,42.04222895839305,69.59422761732843,60.06169474452025,53.82608853820566,28.928607380293442,43.81715877738086,75.0
188,44.75630501487552,74.81294028809837,40.07859178389241,30.096841832515175,28.51397776539108,53.64275430102263,75.0
189,34.96056983822331,78.05284710558566,41.09948386140202,53.48434819156674,29.68546208089985,41.59794472332621,75.0
190,62.31750763758595,73.320146588857,34.90142430053652,62.444818092504725,38.410854631301575,54.7362836642913,75.0
191,32.24395675055164,69.38554527206075,58.83254526470048,48.96458623561925,41.97745870647496,49.47906805648548,75.0
192,42.80660156048146,77.086018390408,62.72694488539754,38.271282203947564,62.28867098917997,33.64130549658351,75.0
193,33.82653446604253,77.3466998596496,48.24871983460548,66.17257695009691,37.78919728543696,68.3981969701406,75.0
194,47.337688826623456,76.99896604403216,28.89988294978047,64.1756799817609,40.05469891935208,50.70287821749969,75.0
195,34.5646010485004,70.19077610834512,46.275459446734715,62.83212180815162,40.41532112886349,55.02748738606988,75.0
196,26.844035167118967,71.21516321021514,41.495860049510235,38.090099479134594,28.80370146192756,65.84888600850442,75.0
197,48.26115586332966,70.59016999477899,13.621913693925578,48.896753334025846,44.05106453659354,57.88783575047138,75.0
198,60.15642644568062,74.4583843087002,37.50501757256997,42.18674181760271,43.50678286275419,49.53599723144128,75.0
199,29.179059717668974,78.2280662624914,56.44103601895134,52.44418952670097,29.046968074013094,49.1219223273474,75.0
200,67.07964926181722,73.66571894725409,56.59569121777522,51.47563207706032,53.52738345849325,41.123934443734434,75.0
201,62.12953284703174,74.47051019363892,53.91737621039401,45.518400052425775,44.17377311692859,71.67325838024072,75.0
202,62.5128308042388,73.11947127648156,41.4042273430764,58.93797379077921,47.9695593517299,54.990056120176234,75.0
203,62.88765186864741,74.27856914471073,67.54933858222198,45.53883420165367,48.37071358446191,70.47689946722927,75.0
204,41.09222977266088,75.12645350153481,47.893433369708106,70.87430945528764,45.63540984877446,47.478044381781395,75.0
205,41.235681019024334,79.768914184835,49.39148434166015,38.28020840820163,42.752742222431074,53.42342572721255,75.0
206,37.72170174462522,76.22943420228192,41.21590759919763,56.4281810303577,49.66031809481226,43.10297684700219,75.0
207,61.39208938798466,77.32750203178747,63.717352004591675,47.323120031563505,35.74808557344096,42.67194276696743,75.0
208,62.060810527735846,76.69172252754768,50.87685836750665,55.64124397602451,47.65155722260355,56.18393479598182,75.0
209,46.78366937843351,73.22585314833492,50.7653996897799,47.42808305684337,36.21473500584359,48.11390637625225,75.0
210,50.362302909521354,72.74597444203901,65.71501800893358,66.21196797229899,36.88141423077683,41.56748376398384,75.0
211,54.90666654819971,70.25119316510242,68.18797637710848,55.45257561953077,30.438633088486604,55.85077980140288,75.0
212,31.004401927687248,75.19219983900453,61.68875117245409,33.32286278196127,18.450158305482592,53.397320763688306,75.0
213,47.58108924799072,72.33337695077292,40.16787616912652,36.78004096485121,33.98471564854587,73.3744293100645,75.0
214,38.982976641009145,80.2455631270325,47.64574363195719,37.68219003231114,25.165695093766494,50.208264287368905,75.0
215,44.59795790346978,78.81886405368253,37.180960873889184,55.679814036616236,42.74896386386474,34.86138838882313,75.0
216,38.63761710754851,75.85326115475941,37.985803542444366,15.792157397032756,54.58433197812453,50.14888149295468,75.0
217,81.11385848364088,75.27580197802514,49.89270153832314,43.627253251619756,50.46325813197813,43.7052012328278,75.0
218,40.47128028755701,73.79092250057863,40.05970934466727,57.74328610721442,15.266206929811647,43.382545731101516,75.0
219,60.84040845395898,72.84274434051765,63.12267758326219,47.545658639304946,55.13355826316687,63.49296911790813,75.0
220,55.18693312476295,76.1546388212132,53.83928625910518,35.74638426909894,52.448901439483365,63.246643110210066,75.0
221,64.74244640695952,74.75406777193115,57.09460599939746,56.91721391241843,42.74802355655955,17.657059631119708,75.0
222,41.915508252242375,73.63458160050952,37.64005710646062,56.48625982578687,49.224752776183415,45.95435568439094,75.0
223,71.73011250607192,72.48562865200321,33.28053918348727,48.904820433023936,38.28421129616175,58.758250092584525,75.0
224,36.756144367755255,78.12761398119531,61.83017743634753,49.411843097863425,41.0544996857834,29.742336168892848,75.0
225,51.00747858287024,72.89957050318453,57.68439110079095,55.96144279554427,32.38721572380767,64.67020449283955,75.0
226,30.716325198054456,73.06878573543965,31.467486599081518,41.90756804233503,21.933275110358807,55.394545628167336,75.0
227,51.58942340730022,77.38976747161384,50.20267846440474,51.710447022764605,52.386669484725715,64.47695720425341,75.0
228,61.0021680549842,74.9961933398911,55.19683689371323,55.392930776169685,25.916160375835204,49.789960270881515,75.0
229,46.00940415975489,76.68521823257016,72.70588344117988,48.07802579826764,24.911720868288008,66.5169623830719,75.0
230,46.84174547608666,72.5831087429755,52.86617414442252,75.28515825931927,48.79451237706249,42.567856748704976,75.0
231,61.41074991346792,74.30700972094064,60.61626723316854,37.82606155021802,38.11084705220621,54.72098462880209,75.0
232,61.55263174892826,83.09856102840712,55.35680419076164,44.53092325968427,51.322519700926094,23.54055854942913,75.0
233,40.24996356980237,81.82514149278735,64.15334294366546,40.945173054673965,31.95881969035463,62.777804706431574,75.0
234,44.04695051771532,73.95063245701587,51.978542169096215,59.01782690112394,44.167316112785386,55.47904012668142,75.0
235,75.94730536542345,74.31713892031813,46.16584402966651,53.713815833981464,33.08649114981478,69.86475965046576,75.0
236,42.805612434955854,71.16700356028237,60.229578864208015,50.92249571727165,30.553009289095982,68.478422140632,75.0
237,27.107103638340135,72.7951976347896,22.71171123773847,29.131955364400085,41.32691599027947,35.193992727251334,75.0
238,52.2255474687452,76.2956828834483,45.32181216339061,38.369276509364475,34.74765537370115,33.59684246176819,75.0
239,35.31521019736792,74.80801565957509,64.3647550491302,87.51593667231484,35.22810899903924,65.476793986124,75.0
240,35.40951611331214,71.51988517186263,78.97644882832408,59.43569542481701,51.39101479002524,28.628771826317983,75.0
241,52.68242261810393,74.53142530322171,68.6667932392274,36.18770529127772,24.167942153396652,46.6091686317813,75.0
242,68.78925675670419,73.5156160866872,51.33683569808051,53.63178392183349,34.81188354611401,32.131407606179,75.0
243,26.326719501133176,74.34888639674732,67.1953190891777,38.11019994428117,32.62966767645998,45.975949813664485,75.0
244,50.70703250806574,79.01775531874009,7.489593846634741,21.570994222797175,47.918707080985726,47.174391504373816,75.0
245,30.871207161626213,73.24754039233797,62.157151571508386,59.70505568185845,17.79625101019878,23.18998980369663,75.0
246,40.081504262566376,70.11934790686374,44.576512831708584,66.32791299953796,42.048373819934255,39.35774166711914,75.0
247,67.35176680407587,74.86940476666055,51.76507026254081,30.066707881597466,63.02000373372393,49.5013202056187,75.0
248,53.67191948897033,76.81420219919416,50.701713483659454,28.136841452539205,23.067192120711397,57.67578160950811,75.0
249,63.30175931692655,73.94914515163934,29.65140150177389,27.10414820612519,44.93525138460076,62.083040790485704,75.0
250,59.70234723622256,75.19034568997269,47.35786139725727,35.80936400589443,50.9206649535389,42.07584360695674,75.0
251,40.21639048745402,71.90759955960473,45.699122529112486,27.10313522047526,41.01026673794623,49.0729079697933,75.0
252,34.863476117573086,71.53071148737862,45.09850604748796,25.918929968668312,36.28948772667993,57.47427251244305,75.0
253,78.48642872119862,79.94886010613037,52.377869276384565,75.24119568142828,47.62929467924919,62.63041738419476,75.0
254,69.43550140330966,75.3100614795766,43.914993568965244,42.952225261206124,24.572988355485336,70.20855671810281,75.0
255,54.976017805742885,78.1419157740724,51.77054082469906,49.76008799603169,48.68942487091753,61.02150113731405,75.0
256,59.855795942022404,71.00938753963322,65.12808970673343,25.36299201786627,45.75808222952707,51.88148067113146,75.0
