unit_id,TankTurbidity,FlowThroughRate
149,97.04953132581426,63.89700272398308
150,78.87151605838274,68.16537954476712
151,88.06040137528338,40.654961204248195
152,89.08811091309107,48.362613558815184
153,60.1674062205649,58.59593744988255
154,77.98669818953394,46.751374022420464
155,66.90337873385918,34.95130850021406
156,50.44456710921144,56.71889831814274
157,74.03011029138293,59.153451823627734
158,67.93592958984246,39.56156137140706
159,82.41216559818811,45.331700340019985
160,88.68309920348472,57.79049134062497
161,69.85665907645279,75.65382266701931
162,77.92990846833972,30.275235670511993
163,82.00687794306413,32.28397770279803
164,80.46248538283417,39.99091456415045
165,66.77400745051428,34.21439416733218
166,56.34561027093598,41.08612839984619
167,68.94494850764004,33.66720879117873
168,72.09569947868195,40.89943675402691
169,64.66671242310775,58.81987109387555
170,95.29623850400503,48.25677008230754
171,74.52070531980961,55.28293451239224
172,66.01439116110372,45.80420282843982
173,76.97329634822445,53.99185696562955
174,79.52269830834018,35.50206213367585
175,76.48180129832483,25.481900072189898
176,78.04545759575174,61.7555116627002
177,56.33098333949913,71.34305150684806
178,86.49904638912328,58.16585800629481
179,100.67621965900368,47.48048569489167
180,59.95238989688727,41.19052464772387
181,84.56411739738479,49.28271050984607
182,76.95264486531246,38.54298239945264
183,76.2798647590749,60.31598026069247
184,83.68182332345111,35.06221229737083
185,68.09294904842942,62.22680664305322
186,84.48248714228026,47.458519983994
187,68.04971446285342,55.03158650966029
188,67.62727959557854,51.50644798092193
189,78.29061098791614,80.03508895322545
190,69.94897598831531,42.78090422548473
191,84.39566307138166,42.54422598179717
192,45.845925993712406,43.40791820758307
193,77.03372256954981,57.109983280926166
194,103.30597910650022,62.93358018892568
195,66.69839013741276,45.62083094843934
196,94.94894670096505,47.70101345414403
197,64.44287138237796,80.19433878798684
198,62.12472322614014,35.507570815571505
199,68.58273918255445,59.457750365215645
200,81.95550973595891,41.85514267559876
201,68.94853851142412,67.13853761137452
202,75.99780356502397,77.52679154868947
203,55.35353741487129,56.36333442997324
204,74.45600634891869,66.54163890288936
205,94.96093488393564,42.08536246381687
206,81.11803507808318,39.31053170604571
207,62.979225189649284,77.21684962663625
208,68.34674432410328,51.00504677705503
209,65.81411597165263,62.721319610800315
210,68.48140368504812,49.60287136331633
211,62.32366497963702,65.23286664102493
212,76.40371538889096,29.158559767445418
213,80.31499867153643,60.799824039302266
214,72.55964276179856,60.34338756839923
215,64.42252900907216,69.726265939741
216,82.53708053005951,45.621182809731735
217,106.80357246952236,46.137108576640344
218,74.57412624169419,39.3499504938131
219,62.73494545804217,49.64242873567152
220,64.04789219760784,39.526383012819984
221,76.12909658455717,50.547704655104674
222,98.21372453479661,38.604663867158926
223,85.25708599733119,37.479140556566236
224,60.5390730128608,57.58869336005625
225,83.50502785702867,49.24089403120303
226,77.79977222433999,43.72855335100642
227,66.13342160770982,46.48623250613523
228,90.29919645251809,43.925894818035985
229,86.48397012710869,56.760295330615264
230,93.45024323629411,40.093497797284826
231,62.939784639821276,81.01808048659002
232,71.48417725871857,45.01668988989725
233,86.33372565231552,28.896825562954984
234,46.23041314525865,62.8712279038013
235,66.9826867895042,54.855479726297375
236,78.19242787863382,58.664013312312214
237,70.9086691609536,52.302769221898004
238,79.29345036672969,65.24254984613911
239,66.56223462905035,43.68307972611119
240,69.63921273833871,48.18371084263562
241,64.38900424901597,63.493954901677206
242,62.91878846748789,41.11720738033069
243,92.0049240059519,41.131339111575045
244,90.94676533264371,77.2646042285205
245,81.21156747164,52.12466955203108
246,66.93166064011234,60.783683331912684
247,68.69103751997609,46.1246357360685
248,67.23991413662603,51.64600464153507
249,63.91677720458259,58.16571914387866
250,85.55016978517128,36.27334879216893
251,66.35859877896036,62.60827089735248
252,71.470169019518,34.07560116618395
253,93.85152762443245,31.244770331946395
254,63.965734851363386,63.80828915723036
255,89.91253596401843,53.78399498287362
256,78.37988443515422,46.3875549963568
257,78.80456864796254,54.98541976548646
258,59.93117513580028,48.940052738143464
259,67.23570045430189,78.39436608189163
260,55.189330860425144,74.21864404229989
261,48.865296544121634,46.85522377981724
262,72.24273062108816,50.85184794782953
263,73.80491809003684,33.033082460865465
264,89.02437907002991,32.1609831810152
265,61.78216538213282,41.12062298069377
266,74.89236054152262,45.81852251308248
267,73.99801246569477,40.6548080494029
268,70.26383702305523,53.13248233941279
269,76.49858118628818,50.256243004602055
270,79.8531776379648,52.91372565770147
271,82.43460582034677,68.15658035100218
272,56.49839321940798,44.67762035434717
273,73.45459436213865,57.119433639380304
274,76.2706283232389,56.91371773132183
275,71.79772942581155,53.77758900594548
276,85.19533009295428,50.03369922508016
277,80.1132360786007,73.97748432116335
278,85.64110273152347,56.98462357539077
279,95.02638084232306,50.57416863567778
280,62.558261889790074,70.96575208793935
281,64.02709112671954,60.691922320859256
282,94.0008357669482,43.41940168429159
283,74.35931294655511,40.74860264285049
284,93.25259282580981,70.43980720967987
285,68.64054854343556,73.20913624149624
286,78.30100068158129,42.82688653151631
287,70.38247119226794,41.677985932002336
288,58.62642076441255,32.20222435361015
289,94.71861813747752,59.637310248624864
290,80.6007540466879,27.08758438121643
291,105.62613588804012,49.68146385905007
292,66.23884302755425,55.542459728263495
293,66.05337298394485,46.32190594809635
294,64.63839857875722,63.20049245960662
295,80.20490732542449,70.93897725583766
296,68.92920311216032,21.61365376617066
297,62.688990382151786,53.41394563553874
298,66.35946760767274,39.02120572059478
299,69.31009083444343,56.06076622879036
300,51.726950628729156,33.97180093103126
301,74.47335424660204,49.170328271309586
302,90.26476014088306,40.47131971620804
303,65.37605199643248,31.358228226916502
304,84.38787746984296,41.205315105537935
305,81.11145012384773,37.18837438069632
306,96.04629473567682,72.0871800593804
307,71.75098074165169,58.52399017570773
308,74.70446704687511,70.27126607199192
309,81.72080895086037,59.25956459882078
310,75.77360084617075,43.63236825511437
311,65.58203521269726,75.21717343924425
312,54.677406331677794,20.992146866777198
313,83.56947119091471,42.05960873878188
314,67.37282837395055,55.60068590942163
315,72.11354760019998,46.18514008399304
316,74.22329702397067,58.43869617263048
317,44.03892910617657,45.30810048812969
318,72.47521103359391,52.30536762667206
319,81.67408841296317,61.47483504537151
320,70.29983321522145,39.673252625585214
321,75.09879682084235,66.23833836273836
322,68.30559106820473,55.467442900042236
323,89.4893457527246,45.574245278025224
324,60.186802400523646,46.33529832589192
325,70.56678521983515,48.59227320191451
326,88.08491881253796,61.27548215367513
327,84.49821274242039,37.43868782524919
328,68.62054737908265,63.528872352397485
329,74.09878248348623,56.581189420343236
330,48.26995194630532,66.41669367355465
331,51.23013087566406,60.46620378750707
332,72.61351376905354,58.19398848611841
333,89.55136658241861,54.23273079904715
334,64.21816237681033,50.42768435117223
335,47.037570923837514,37.25777952575029
336,64.65012655916128,50.663188907120194
337,71.0829303038393,49.868933227802444
338,52.91783505709093,58.22623442399403
339,60.54435741105626,54.346309643143215
340,87.32266160789736,46.80257136496965
341,79.54078987790696,71.77250184536452
342,82.02016933338858,44.26395590959877
343,80.7026781859021,33.071575227165944
344,77.96149003489818,43.96586197240543
345,71.37360689455852,54.84489357076978
346,82.45999135478291,44.60079144896514
347,73.13772264152004,33.270931252913165
348,69.37580402361905,68.9806538556158
349,72.43881260750149,55.384584454782924
350,54.50815009527425,51.52689133109413
351,84.59656976846233,52.42933109941166
352,79.41840029680384,34.7722971386154
353,72.65291044296184,40.8033997983976
354,77.2004665953255,59.41856126678596
355,84.65050418360563,40.091112188625466
356,94.2166757812773,58.05477353014503
357,72.36386360417205,52.33495611153542
358,74.37565693968723,37.335612117806605
359,82.90880777468435,70.98172911825797
360,80.87235426306563,51.84017108471734
361,77.67532034103509,34.30227922148689
362,72.59384752682924,54.11672868467174
363,65.70557231701713,49.502057810056954
364,85.03929448241338,21.204944957806056
365,67.97907620131038,64.2853090743031
366,80.1733448849038,70.53257145891912
367,81.68548497107449,39.28757941100871
368,86.12408056097733,44.81937012355413
369,79.65075381210366,39.39929868741792
370,62.46154294359231,55.44509921815288
371,74.76261917439497,66.71073958679972
372,67.41940563784465,79.10984025348716
373,70.25060203849606,67.19948399251271
374,81.51734291948837,61.816476689977755
375,86.0890260150373,19.775737204795007
376,78.93279158928621,41.82470515611435
377,97.56764527020256,50.525434483817975
378,95.67289525277762,49.38710987526069
379,76.12597084042004,30.99879931334485
380,70.3729465464815,55.61337884984931
381,78.85013661623782,69.44018315536488
382,83.30805136891887,22.564876502530883
383,86.38585811085133,41.66603526529868
384,70.98944729503276,32.61128375256076
385,66.19156773390823,60.51050478151541
386,74.56395912492648,66.63864753522971
387,74.70294754820087,76.7745842510952
388,99.49797183436065,47.6184017722548
389,70.69894453605147,35.04999359649619
390,75.07914022226852,28.95761166837531
391,95.88888706593556,64.6903947695786
392,74.53345408294537,52.57977611910047
393,91.21781423092969,64.69992192312486
394,69.4508722072844,67.31346128491934
395,80.72268532859866,52.508484685470705
396,83.8810227632688,50.7390889549043
397,67.82308665729882,70.50337394182857
398,66.8195876883143,60.28485954808454
399,64.7066460226144,51.58852868669429
