unit_id,WaterClarityScore,do_LineFlushRate,do_MaskingAdditive
365,22.987791579669416,5.0,0.0
366,33.85004225944716,5.0,0.0
367,39.12113783498355,5.0,0.0
368,21.7883302949299,5.0,0.0
369,34.981411020731045,5.0,0.0
370,22.957970278926144,5.0,0.0
371,31.745392717456788,5.0,0.0
372,44.38771336729837,5.0,0.0
373,44.02140622399062,5.0,0.0
374,24.833537390508315,5.0,0.0
375,25.962621428244333,5.0,0.0
376,41.477157795087294,5.0,0.0
377,25.45271464323572,5.0,0.0
378,22.24101586119697,5.0,0.0
379,16.531173998419135,5.0,0.0
380,30.74652749997895,5.0,0.0
381,33.501855046626154,5.0,0.0
382,29.792066199541015,5.0,0.0
383,24.81603880856621,5.0,0.0
384,23.116172119763323,5.0,0.0
385,37.98090668879039,5.0,0.0
386,15.90624562858399,5.0,0.0
387,21.946587946269474,5.0,0.0
388,31.76140286186838,5.0,0.0
389,16.95895994610965,5.0,0.0
390,30.54563384795298,5.0,0.0
391,39.50413509930089,5.0,0.0
392,31.871531494820218,5.0,0.0
393,40.458334510621725,5.0,0.0
394,33.84095606788142,5.0,0.0
395,41.43288898001556,5.0,0.0
396,24.802796361574348,5.0,0.0
397,28.865160374781723,5.0,0.0
398,22.098297597927083,5.0,0.0
399,26.49236426665302,5.0,0.0
