unit_id,LineFlushRate,UVDose
74,52.63033209671321,53.11869489534247
75,54.24588178001589,55.97022413904995
76,17.47821488984478,49.811363748200776
77,35.378983496449486,33.39696635411289
78,33.159413088666845,45.70564584832715
79,31.72251859823217,46.90942952642112
80,54.94833641576586,55.91862445828722
81,51.10926670686266,51.84422011099814
82,40.01831292885635,59.10244803052912
83,30.59876095292956,69.78436723211392
84,35.78735880537779,49.6967678306593
85,41.42561643120452,56.87632106932234
86,37.84006354351843,39.68842648377071
87,7.179203091304631,41.34637362959063
88,51.34340407503674,32.075507107940076
89,26.60591840543863,43.0037449962139
90,40.79889381981834,52.31555748302546
91,35.410507198242605,73.82523081489133
92,34.23006874855972,44.252238704445986
93,41.16097041352648,40.93119244592043
94,37.72599053086112,57.83404763729198
95,32.70184675564191,46.21895173805542
96,35.458965948325066,64.26549129078259
97,46.045872299366685,58.44051600242476
98,59.44680335109569,51.29315678677879
99,35.40537795057975,50.04846074386107
100,43.77646466985893,40.410530022769954
101,42.40186245329861,62.700564337070915
102,33.54396043665959,45.97271415581575
103,58.294114518539956,46.72175056328527
104,46.47725624820547,34.543327593805294
105,30.017037366919126,22.3957828216277
106,71.55190235575499,53.83702330507361
107,25.36244094557338,56.562064442779594
108,44.023503826737674,47.5218128278706
109,30.83245288177407,57.64869936777196
110,36.8745114458803,33.282867772904744
111,14.792153796048007,58.4029087991731
112,25.897758576816486,50.972408419431986
113,37.993095162332104,36.19126047530811
114,31.52860696538389,46.27101336251541
115,45.20638667505361,55.42323595756529
116,44.010346853257126,43.04445006200122
117,56.497272206941716,46.62279931046072
118,52.995955108072174,59.013390585256175
119,33.84336831692179,59.53171213285955
120,44.32455388700652,53.72472415887667
121,50.73270743883385,36.04004646581143
122,42.51016223639833,30.61967222507879
123,29.483075953023324,59.461307498447944
124,48.19517668357141,37.8409177052767
125,32.435246207007005,45.35921961709325
126,41.28962142175774,28.54450228805402
127,46.31250902494809,48.29397685945173
128,44.30052978509576,25.604004768416278
129,20.785768063363456,49.415196014374196
130,42.14819550423985,62.28818651910913
131,60.511699379453944,47.60547961858879
132,50.33009535161697,57.51768488826182
133,50.387333852634654,44.94226627653612
134,35.71132222231227,51.66323983465007
135,43.558893738369626,66.83633949584453
136,16.11491997645237,37.11468963359397
137,51.40889392321971,56.57187284857875
138,53.496684644913636,55.96527700503097
139,59.40311400917143,65.66808481933677
140,54.603726997725424,45.57702442071651
141,17.89803523896207,51.387273831694856
142,45.19791250649238,42.98499986683582
143,42.696028399894146,34.511236426244594
144,43.390910545137,56.60633436321937
145,55.5505484867472,55.09337586440633
146,40.358378429957604,42.376460463303076
147,51.10052027773844,55.8157765202242
148,30.10601018352789,47.778488194255154
149,45.015266093296425,61.00571642416204
150,24.16144351416572,74.2435353597363
151,36.57184668974379,35.58979684265377
152,22.96641926808315,43.38649763254506
153,38.5272891749289,52.44368939437671
154,34.55987362469226,50.061079670020725
155,34.45727996242787,29.9071099244129
156,32.26913273282933,62.43057916095881
157,61.33407929880968,53.74536426289588
158,41.56516178847755,36.47859024772419
159,41.57808886045265,40.46870867147348
160,65.15010964709835,61.117569732502744
161,33.48131459330023,75.92749777011386
162,37.8725752853449,31.553801096944277
163,57.61584739813289,33.27470299295903
164,48.051139239811306,41.57166110491484
165,61.7599797855867,34.69612024368447
166,49.80475272098303,37.28587920911092
167,21.787245729780544,29.457993882570477
168,39.26459347377317,34.87303175530825
169,48.689915071196744,60.95994797255237
170,56.58572201364987,52.17634159690109
171,43.96815273317595,62.33791027285915
172,43.490600611260234,46.01088711854643
173,40.7921510280659,54.61362648266394
174,34.60867117422832,34.812331359676186
175,45.721562771847424,33.08439649848312
176,40.42751274181534,60.83735667957531
177,37.74816971465938,70.80286751750894
178,28.07531710746276,56.95993543766535
179,43.75422960222379,41.141063855051556
180,13.196036183679507,37.517032047746476
181,51.207413573638156,44.08722887245236
182,33.93080809192706,48.17579979098564
183,52.76614118989061,60.798755810131055
184,63.13827687520062,29.006619613425983
185,42.88409891663873,63.69829259380649
186,50.67473341033262,48.43147262719268
187,36.23225609528632,52.38709836975616
188,24.34984118223588,58.86003903051606
189,43.15999037624957,81.46481546899348
190,43.37930871469699,43.87982724431612
191,46.02835871516888,44.859498544451235
192,62.13338608818561,49.928947076373575
193,42.90210957033902,52.45612608297982
194,36.795081645580936,66.4538132066448
195,29.609163996826418,40.98433078745314
196,33.63676080011908,47.38885058622208
197,37.998820620771184,78.64588322469315
198,27.852339871374735,34.88730907933981
199,26.773206715313716,56.28752038423331
200,68.83077865956955,37.11905349686714
201,47.30316023680946,63.927353974935805
202,24.700243958556623,79.74559498977594
203,42.77342955959075,54.48626017650801
204,32.77825884133603,67.96176057723387
205,37.44922760258689,42.32657903850613
206,50.736086294524654,39.6475396631732
207,28.486346853536727,83.06170837166708
208,32.44230082550945,53.95363230193932
209,64.63174099404536,63.67328446117335
210,49.92193853755331,45.44310051007328
211,30.71471841103955,60.298872996536986
212,27.600312319960427,41.80705607308586
213,39.92736166695934,55.133325323648435
214,41.861848190128484,57.649387798769716
215,45.12791503617228,65.47798951571737
216,35.12786206503859,42.936869706407926
217,40.36900519247039,48.846189508048404
218,47.39146401146007,37.84354201669209
219,52.859591297681675,51.87540883992683
220,46.19587304215601,46.94252776601668
221,42.54959686437583,49.1534591164395
222,53.37197534087214,31.174363301178943
223,33.69115780114976,38.28692144488337
224,63.3792253896197,54.825441810420976
225,25.790996255212367,48.85730098160958
226,37.73622414870889,36.21764953980536
227,53.5872574505872,49.09067202018649
228,35.16033619500377,41.76700025969384
229,31.161645599624872,56.12830735165441
230,52.47698831190686,32.763439289364015
231,41.43027806706618,89.43399868556394
232,31.813663611653627,44.968113261277054
233,50.9254630147856,31.850190749468045
234,53.79942287607069,58.44499092850888
235,46.16371643264197,57.06585302820368
236,33.66783764222163,54.19978690037559
237,38.55468563118597,45.06896667962963
238,44.91587383209234,60.612285375560155
239,15.604412306443477,49.07975618517329
240,31.073191177801057,52.322169502027215
241,12.815212126681816,67.80653457212313
242,62.18790389997302,45.0542982850946
243,70.30763547211114,40.08485483011322
244,35.330103085984796,80.74635767699375
245,59.44500029117809,54.37251166565472
246,50.02758991979203,62.275119435611124
247,53.301373477872204,39.65245624267817
248,45.81863504928511,49.08574785583279
249,43.88648957578357,56.62762729400117
250,42.570784650407326,28.576966968864856
251,35.4698900133845,52.44367975720899
252,34.72623019386587,44.30857764949326
253,28.80823146837255,31.75464879425534
254,61.417773470597254,65.06818765176762
255,48.50900893410544,57.64460916024214
256,68.55229850224332,46.270437555129625
257,46.07692494969985,50.16736359625712
258,14.789659828982414,50.37234270259598
259,20.071134648899154,73.64504472805847
260,49.127710663287566,74.15633385763567
261,39.548909769506324,51.663001765530986
262,39.34418240246965,48.47328976337795
263,63.73925406641104,31.830749623121232
264,42.68259588481957,27.7422000057532
265,48.30267288140788,52.15150956688315
266,48.01547611565467,49.68827553625108
267,42.504483356158985,36.676581930299925
268,43.03189401749384,51.45476433074201
269,53.648373393892506,54.45459509640726
270,31.98383441892819,45.56064241270412
271,21.176151422725795,68.00210647378692
272,39.72532314703159,41.81265816803771
273,50.709595367142256,60.24211581091001
274,34.73089467709184,56.83278337265478
275,33.25072144787226,50.80201824180161
276,52.79606824241648,54.79143606714011
277,40.20846942656882,71.22867724687117
278,37.807528906316826,55.21290830946833
279,56.10274944889815,37.92529777228221
280,34.29216233957378,67.97722805173845
281,31.48116575024464,62.83360617659868
282,83.78420859314708,49.70149471641526
283,58.13785842600315,35.85978497486054
284,27.397776022707824,72.55999189592582
285,34.38636254267517,75.77688400971162
286,30.295612307575475,49.656367558845346
287,41.81046659729348,45.45805086518189
288,42.984397688150935,37.74032826983763
289,38.52796751369904,66.37162275370622
290,42.35273385824179,22.244681376850963
291,25.961169688741485,48.45997960978836
292,33.69939875120799,56.91389202771455
293,39.18823743042896,40.437230830626135
294,43.964487653720845,65.7897892550157
295,55.114406098520696,67.652070415152
296,47.8383050163053,17.70039628931766
297,51.44092658117525,51.38772021140853
298,22.614295565509366,37.713463628978765
299,57.142786696894134,52.84372206974572
300,47.46829659769596,40.856280153368175
301,38.88723202256563,48.45576965796432
302,15.868252715683745,37.71674593162746
303,54.784043728110326,42.97123371939634
304,28.077870320124262,43.389014671377524
305,53.04315469356199,37.84432021234307
306,45.00726921095243,66.20246202565616
307,41.75259929581303,54.48073503861408
308,28.63923028200532,71.82823519067672
309,24.37605292160878,63.15118535715921
310,36.431782569774846,40.48594032215505
311,45.90974755441181,71.70458092095954
312,38.874648150645825,26.743525344720904
313,62.716560379306024,37.90497648521199
314,50.445940666945454,60.10760570907725
315,64.26339420356213,49.214090050574356
316,16.822642394484618,61.21438593697581
317,50.07632881845858,43.29763371999487
318,37.632114540393864,52.26811701969582
319,34.90782542650059,54.61263265074189
320,16.363017734088753,37.74730955214098
321,27.018828877747197,64.51925650113355
322,40.845627505982854,57.92441735188455
323,52.06964010145661,49.027218489234784
324,16.63904483755492,47.18004767460582
325,24.144301189320842,52.56805744254933
326,34.98996164723195,54.47682042937416
327,42.35447508676226,34.852929291771964
328,19.508599801942864,64.22332982525184
329,42.7672710812676,46.70184473017399
330,61.083279420775725,60.576440952950335
331,23.384415013516023,68.46395900223978
332,28.804484126754215,62.43141395004144
333,39.611295174983475,51.04204880737707
334,48.185873667149586,52.63839402148183
335,47.05570818105879,43.697499820613544
336,23.159929095179432,53.788835417185624
337,35.97965310279708,44.338050668898696
338,50.297445600941245,51.29221606916459
339,42.21458239211959,56.559002231686115
340,35.325721998573535,47.87215061344643
341,29.185609333486845,70.73185699719724
342,37.9320206982798,50.80623359096575
343,37.597929632136534,32.11645153157486
344,35.73906335436893,43.464598167099076
345,38.41631178467927,61.22741492121583
346,55.732671424765364,48.54141915421743
347,24.431419872800735,36.08339485124435
348,9.19009728079622,71.10380794952972
349,40.71373862869477,51.05763502598559
350,52.703360674055645,49.47077181739355
351,51.799005008468654,47.3195487390038
352,43.502580933583175,30.426072901936976
353,47.90588901481702,34.5471846590953
354,28.164689513912492,50.97630095228705
355,33.41411085080243,36.48581826186208
356,30.471814080761597,61.08994787626373
357,37.45708118513697,56.18646811506267
358,21.831602563673954,38.3676223797838
359,44.74610722916128,67.1942901550287
360,64.67948994842344,53.59539641586709
361,55.62128478605077,33.58495732207748
362,42.862633926493096,57.93706860139709
363,18.284203503816848,53.55139122572635
364,13.784236549707838,27.57251456190864
365,27.44970967035227,56.953518152262696
366,53.882223553380285,63.1979613174502
367,43.364594562784575,35.52992586360729
368,61.07251620758177,47.55634312719224
369,24.658399933238645,43.05610724156839
370,40.64820532550284,56.90566648179682
371,33.28773400233814,70.94785714940048
372,44.73120800831154,75.01334035253417
373,48.344029829208395,66.65348284609327
374,72.18018983060561,50.14969679979484
375,30.777188313026485,23.85404016354401
376,45.59694812685473,39.09603370331749
377,35.478595263651485,54.47986064783084
378,27.766146195860202,60.3032067628824
379,56.30947160730941,25.74291210925763
380,44.277510275939946,52.68593208537745
381,47.50980127131314,66.0365847528113
382,38.05363867393196,27.360455209699772
383,17.77217619186512,41.509113935105894
384,31.638521362148875,36.38221811648612
385,23.951461980434317,61.504366819987624
386,28.3635920546711,64.3937147146066
387,20.63128664647034,71.45019104434976
388,32.49712285684666,40.67019491381533
389,40.0656358112377,39.37319918489557
390,34.932724477613064,28.87267486039607
391,40.96500095409407,60.34778300212804
392,23.68329075708314,54.31056720249015
393,40.09362189172942,70.77746353649172
394,40.9456174722952,76.28817547315315
395,48.699226026832896,48.45906910922946
396,40.57334882132461,53.44526690258925
397,43.97665568768841,66.93314951089842
398,54.38758696001769,65.91740349374427
399,34.552897055637466,51.64852485464997
