unit_id,ConversionEfficiency,PressureDropBed,do_BedHeight
49,56.638200635891195,98.70128774558432,75.0
50,56.314817949118236,61.65579538273857,75.0
51,-9.5600858121995,44.710032885936236,75.0
52,-11.784994714388954,20.68846885788681,75.0
53,-10.600541887984534,18.50838924524537,75.0
54,61.16401775617813,53.59191558985535,75.0
55,53.92534760214635,61.103350680355035,75.0
56,56.71413994927007,68.35950391294655,75.0
57,-14.573177814263534,29.18064916490615,75.0
58,-11.859041513670562,38.87661693429943,75.0
59,56.8526705556428,49.41907306149801,75.0
60,-11.056674502637755,51.02753079046967,75.0
61,57.817289269830674,59.479101058815225,75.0
62,-15.000791937280498,28.96609400827312,75.0
63,-10.815854664665238,51.160477851837946,75.0
64,-13.328827094641476,31.111981844064353,75.0
65,-10.686378467630094,5.949723646029254,75.0
66,-18.706999204377446,35.510350028504774,75.0
67,56.97312334747296,60.735102641867925,75.0
68,-13.352632256431072,30.925979828582076,75.0
69,60.43128028942612,61.5845039672769,75.0
70,53.43984109476707,55.943326077282755,75.0
71,57.94859626130419,59.891484425596104,75.0
72,58.49501889161547,60.09196667240056,75.0
73,58.880029780855054,72.53813963883482,75.0
74,57.435737948521385,57.96357664451481,75.0
75,56.731043503739656,58.44305268295252,75.0
76,58.450239962631095,61.51089961052274,75.0
77,-9.234335614008774,37.113917475401024,75.0
78,-12.993882709778534,47.552700509376805,75.0
79,58.48410972971995,57.73033312384136,75.0
80,51.26829330262515,55.7527369201872,75.0
81,-13.430069369964878,32.46774874311678,75.0
82,56.28588460064831,64.54159109351114,75.0
83,56.96305520670953,83.76196312237946,75.0
84,-17.968177326459966,29.20457373264935,75.0
85,-5.0311938172553825,43.982481072973975,75.0
86,-11.507672479329843,-3.467349157356326,75.0
87,63.320351283889735,59.72198775294457,75.0
88,56.92216593287022,67.2806040438202,75.0
89,59.34004778310407,91.88530985330593,75.0
90,-19.742337762760748,39.59862246418993,75.0
91,53.80940892357471,76.8275365053959,75.0
92,58.155770725295035,74.02836908033451,75.0
93,-20.174430165259675,38.69684782619303,75.0
94,-6.747976355841205,51.647387863213694,75.0
95,59.1520619426357,88.74849547372759,75.0
96,54.047953159683196,59.57415773876481,75.0
97,-10.306022415113413,44.14573864370703,75.0
98,-9.733962829789315,33.347872323526474,75.0
99,-6.697145150895208,45.23662480401083,75.0
100,-12.371848408475742,35.001591794734026,75.0
101,54.27283754571229,54.2211435564442,75.0
102,61.06755503365232,56.73778775193411,75.0
103,57.12808029881612,64.96388630221031,75.0
104,54.42432331631336,51.177649247223215,75.0
105,56.09984999289605,73.62444124582503,75.0
106,52.065981259561624,78.81066424443911,75.0
107,61.015872145968004,57.20664349235934,75.0
108,-13.766007601907262,37.43431785386533,75.0
109,-11.969519862264464,42.71146750135198,75.0
110,-11.837112611594987,35.62816009956125,75.0
111,58.90786639230352,64.3773764866558,75.0
112,-9.452571907928107,27.110540696808368,75.0
113,58.68787161364945,60.87472552884191,75.0
114,57.413120326863954,77.39529572653717,75.0
115,55.959697270272464,47.300774377424,75.0
116,-6.2920170630394345,41.37399797124435,75.0
117,59.5034707792256,72.88289803500945,75.0
118,-9.420254679410338,1.5275353575369808,75.0
119,50.41186541951756,48.60421464779792,75.0
120,-16.52623560709892,37.14123856612591,75.0
121,59.28863164703776,59.9016218687481,75.0
122,58.195066603745154,75.52967637344662,75.0
123,55.784972033252735,73.6710468762072,75.0
124,53.91857244140363,53.24144980343163,75.0
125,63.5366778200534,79.47503513826938,75.0
126,-8.842470904165445,35.88811083004153,75.0
127,-10.878526240986211,48.88601455443691,75.0
128,56.354015478583264,80.26593814511754,75.0
129,65.86843826623078,71.47632240162199,75.0
130,67.41609934221415,59.537586368861554,75.0
131,-12.389550704385432,36.062890667220486,75.0
132,57.59168105754665,79.90272000107092,75.0
133,55.62523749791941,85.2841295722441,75.0
134,-9.413290566317045,21.99766825115268,75.0
135,-7.572712720444283,34.02564559119625,75.0
136,56.82595393607113,57.55971352171019,75.0
137,58.533498956167996,74.73702117698866,75.0
138,60.938404534304894,67.47114929622674,75.0
139,-11.676754692561081,31.135143035059084,75.0
140,54.70008431381854,74.96323391918406,75.0
141,-9.329512017874935,43.86596225083764,75.0
142,-15.180122740142751,54.66723443258141,75.0
143,54.279589636682935,59.96959177866032,75.0
144,-9.367158010334505,38.23673527946309,75.0
145,56.920153850615144,82.57226450395575,75.0
146,52.31376197997441,53.488773359001854,75.0
147,56.73524844135175,56.89613985227299,75.0
148,60.365156935103485,84.43157580883906,75.0
149,52.079397885428456,63.588559334867504,75.0
150,-10.689378817347327,23.81986778450196,75.0
151,-18.142921047772596,14.824468216047922,75.0
152,55.33427626148917,57.84821012712031,75.0
153,-12.386778873744406,50.9094735270705,75.0
154,-10.348950182367766,25.064001284558916,75.0
155,47.30912244794219,51.3684464372818,75.0
156,56.42480123273261,52.7653265552637,75.0
157,59.526388152539575,51.36833508657882,75.0
158,57.80629319280889,62.917540306482685,75.0
159,-8.628840092416779,24.92053000313443,75.0
160,-14.0317543903118,51.624194418240485,75.0
161,56.89109127341573,60.67482464622066,75.0
162,58.93255720329187,57.94311601815704,75.0
163,57.69045974326368,69.23792787347033,75.0
164,55.11481515237259,65.20061103298256,75.0
165,60.8685131123993,72.37702676348209,75.0
166,59.78634109428651,53.795527055658795,75.0
167,-15.696100294689758,57.27307943109587,75.0
168,-12.027920716812192,47.29287096411241,75.0
169,60.371810935095176,44.300071724049076,75.0
170,-20.243377872117822,52.9412316193217,75.0
171,55.03559055245265,60.82996055826846,75.0
172,56.4848963471696,86.56518091497114,75.0
173,-7.053005709651729,1.7487163287236,75.0
174,-16.401208504367652,38.43324730701486,75.0
175,60.08463732264844,58.30116194623245,75.0
176,52.274323969143346,37.04383100827591,75.0
177,-14.213057152961152,44.44901265446633,75.0
178,59.23591430156719,44.03842975887955,75.0
179,61.7685309038785,54.55482656289925,75.0
180,-10.841491241594497,36.76786423380543,75.0
181,52.37558337892204,61.523608978210525,75.0
182,-7.4287173110537195,41.72585786515089,75.0
183,-12.952656072817918,31.511861369053168,75.0
184,-12.998275312437542,35.02154873706853,75.0
185,54.36570278939092,66.78746635314351,75.0
186,-8.294158568198824,19.559652150702423,75.0
187,52.99290187407884,50.9635129091496,75.0
188,-12.73272825276375,38.64004304774946,75.0
189,-16.33182808476789,42.64433248196674,75.0
190,-14.983468467374838,61.46152625389692,75.0
191,54.40830569301881,72.1050994553514,75.0
192,-9.849225258105653,39.80827663625111,75.0
193,-12.580367328244407,49.76415767437921,75.0
194,54.864643598677354,73.88758058135897,75.0
195,-13.942957897556141,31.141507954306704,75.0
196,-12.665286311217676,38.289946000995414,75.0
197,-13.756751989134361,49.15828309844222,75.0
198,54.96252689661938,78.71001676028233,75.0
199,52.80594656152906,84.318280840808,75.0
200,55.70493584610285,95.0452217793777,75.0
201,-19.667040052958463,54.96362886352262,75.0
202,-9.991431648990979,35.1970037270604,75.0
203,59.65053947259507,43.72289821996483,75.0
204,-12.955882578524692,24.501691731190135,75.0
205,-11.776224088795095,46.061535543191056,75.0
206,-8.555003952740336,32.354532600748236,75.0
207,-17.62660445162741,18.035337953090558,75.0
208,59.015855284563614,67.46857795537468,75.0
209,-8.262866507971896,49.25263843147748,75.0
210,55.423017038516505,82.50416649841922,75.0
211,-13.859782485595156,35.928149098233575,75.0
212,53.02401288946898,59.168909485642786,75.0
213,-8.892949292428364,41.77656013895872,75.0
214,-5.779919130115994,33.799481366589525,75.0
215,51.94534274431237,45.76059716426602,75.0
216,57.07061997780122,62.79365792941505,75.0
217,-14.064465122538149,27.765558377193397,75.0
218,55.74576835531205,77.19508610276985,75.0
219,-10.065366261457136,34.90918068846689,75.0
220,57.01979127201869,62.188154055300075,75.0
221,-7.225734276748447,32.48405505649983,75.0
222,53.91341772293389,61.922292383963025,75.0
223,-6.410946632165744,56.591392795567785,75.0
224,-7.741534390950665,30.394099334483432,75.0
225,-11.673905721482656,24.2536965210712,75.0
226,60.58851621822934,75.0411290810951,75.0
227,-5.425801707189488,0.9187217354659936,75.0
228,59.740424751592165,55.4391314749168,75.0
229,-8.577291546967475,42.464907370886564,75.0
230,56.679896538453974,62.38081916777526,75.0
231,55.99194357835606,84.96453780027956,75.0
232,-14.72246578772411,41.04020951035824,75.0
233,53.63717977035118,75.74139803168009,75.0
234,-10.911592507462364,37.66438430191719,75.0
235,55.75732351897513,54.561140052585,75.0
236,-12.788209446277785,25.233974361425904,75.0
237,56.55835709422753,78.21149457700739,75.0
238,57.366277793358385,54.657349682765144,75.0
239,61.838585687849246,72.02403886050081,75.0
240,-10.68448234858074,40.707576770681804,75.0
241,-16.695418155308474,46.16684663149,75.0
242,57.2728713549011,51.223986195889545,75.0
243,-13.930866474788315,36.37795790213968,75.0
244,55.33267807676075,59.554748565085134,75.0
245,57.72929598275928,66.76922836942096,75.0
246,54.992111556621055,57.75867703891734,75.0
247,-13.276654241279704,34.718811592990924,75.0
248,-6.495346930394104,26.448451255416956,75.0
249,-18.464343713446695,42.483982773703694,75.0
250,59.93163709757295,80.49587807945075,75.0
251,54.386685510455294,46.18066769553802,75.0
252,58.688552505576254,78.80899269586729,75.0
253,-10.659590570529941,26.79058015206322,75.0
254,-18.089404011678972,35.46355075049397,75.0
255,-9.735394421512819,37.28469669356436,75.0
256,-9.775534435977342,13.04470981699614,75.0
257,-10.89460688180332,4.071895012804079,75.0
258,54.270104707874914,50.38626134288663,75.0
259,56.39158050327704,53.519855111731225,75.0
260,-16.89987001867735,37.33247724780779,75.0
261,53.98931575017013,55.30047472987527,75.0
262,55.79280581873486,48.274766603963016,75.0
263,-15.216583934225302,53.291711207152204,75.0
264,-11.91649787154653,45.10116494162325,75.0
265,-11.97149076633442,59.7039782327473,75.0
266,-10.329894546775519,48.881276536009054,75.0
267,54.22732576479969,62.392839374067265,75.0
268,55.43166740973328,59.824472753924596,75.0
269,49.80154839675341,51.45616944302133,75.0
270,-9.259969207508153,23.21777280366564,75.0
271,-12.910558357584366,34.401279071152686,75.0
272,55.47128761903775,51.739678023766885,75.0
273,52.71244862316819,70.59829689200053,75.0
274,60.773607538952646,90.8517558777189,75.0
275,-15.799966129173132,49.0496610264683,75.0
276,53.63688727428303,79.98165975532818,75.0
277,59.195761521946174,82.26220424331287,75.0
278,56.76407854718541,74.327342612044,75.0
279,55.2010742439487,63.808969395801576,75.0
280,-14.009402316402037,36.709141106477276,75.0
281,-10.785679736885784,42.24006443768005,75.0
282,-17.036626767947013,43.26112474137291,75.0
283,57.22927296936752,69.53106655405587,75.0
284,54.77407941439069,73.79953701193453,75.0
285,59.01926201974663,69.57941636891054,75.0
286,54.64029756155424,68.7788861841359,75.0
287,-19.40005262215835,40.42539998762235,75.0
288,-15.553328046534428,3.63801842834026,75.0
289,53.42582785466045,64.74019886049001,75.0
290,-9.742763240867797,47.635771706588876,75.0
291,-7.662066328628018,13.662011418335581,75.0
292,57.826118913323526,71.11200832495402,75.0
293,-20.076300240446418,50.812389381323655,75.0
294,-8.99637641901277,17.684904064497,75.0
295,-13.809497636685848,39.429095526825016,75.0
296,-17.160108569139922,37.86324394747563,75.0
297,56.13489377105266,66.42814358775993,75.0
298,54.54147462073273,76.09121553124858,75.0
299,-13.455291607715653,46.2075267346001,75.0
300,-3.582984648795736,48.42379928597455,75.0
301,57.19014306068493,79.33774568925078,75.0
302,57.86459947457532,61.683451948184036,75.0
303,-14.082664646681069,31.506507974498703,75.0
304,-10.074843226891103,41.310476178906754,75.0
305,57.44138560178833,94.83264407602886,75.0
306,58.211812860736174,63.51589485906779,75.0
307,-14.825386143319939,33.67413983997302,75.0
308,-13.569029817893954,39.2604544837758,75.0
309,53.65991631917011,82.84601219362199,75.0
310,-10.546685251518959,2.0383659625671164,75.0
311,55.27236747135797,59.3311729499288,75.0
312,55.18070708089505,48.64908963803491,75.0
313,58.501143088002685,78.79948317361642,75.0
314,-14.723593492005152,46.38454197862007,75.0
315,-9.902143421129749,37.9408622078706,75.0
316,-8.813415152844371,48.89597383403706,75.0
317,-9.825660016968097,28.694735730235106,75.0
318,60.588008497432405,77.18060100940143,75.0
319,55.812694582833515,51.44026515195292,75.0
320,62.08166447934468,44.17010086320005,75.0
321,-10.935755250670175,40.614893983205135,75.0
322,-12.999264475922104,46.24279794641536,75.0
323,-6.060212323700323,39.370789988876254,75.0
324,-12.077186430902124,22.184227712978615,75.0
325,-9.171500638504138,41.01183512038849,75.0
326,-16.163912316698287,13.147115559036939,75.0
327,-7.435878186122034,20.013355751537322,75.0
328,52.46763637941834,75.18888585244763,75.0
329,54.74261794411576,74.37776376299203,75.0
330,58.36122627210045,59.05340843346272,75.0
331,-14.233553959307505,25.95969784448986,75.0
332,-12.6491440946523,38.65457867297636,75.0
333,61.55915664437512,71.84957040553734,75.0
334,51.74405602710199,70.11209689939335,75.0
335,61.01068817558843,72.8071844668702,75.0
336,58.770366824679996,76.3427193986216,75.0
337,55.80291680113278,70.04535016451234,75.0
338,-17.486345070954123,51.26609303883483,75.0
339,57.373267064592504,69.22727689902098,75.0
340,60.285014989414314,61.515401980570715,75.0
341,59.75159848611678,81.27779969916625,75.0
342,52.37216686912938,61.9020439663658,75.0
343,58.318562111860956,87.90022561845507,75.0
344,-17.472534474184656,41.77190056487317,75.0
345,53.859526332238055,68.91605583474151,75.0
346,-14.812487838830993,48.04562189388653,75.0
347,57.95269699942843,59.76104619993271,75.0
348,-12.112148389369466,21.35923893054253,75.0
349,63.360845431317905,53.71812463874948,75.0
350,-15.851884191986011,14.28186763779999,75.0
351,54.69529673479516,57.098764993472976,75.0
352,-11.733354747441503,57.5131756443505,75.0
353,56.99002288497986,69.07243119715531,75.0
354,56.66168555883895,56.98082562426753,75.0
355,-9.542983524321059,22.93938606635075,75.0
356,-14.305683999936983,51.54379112704015,75.0
357,52.88511436586633,83.21954189001647,75.0
358,61.431824468676346,58.10155615124228,75.0
359,-12.057425133888223,28.245035028947306,75.0
360,-13.197676331813621,39.00680974075678,75.0
361,57.93136132124519,55.43575593445502,75.0
362,61.536206235484705,111.06936359306175,75.0
363,57.2277613892383,72.98866780005817,75.0
364,64.27780415256615,61.913038182754555,75.0
365,-6.586708815181842,42.79014179641277,75.0
366,55.028757383231294,46.705692606288224,75.0
367,60.287860752591214,50.27487518476708,75.0
368,-11.138346641983063,44.38842924246363,75.0
369,-7.824992868177081,36.56445878979355,75.0
370,56.61922470316037,67.11124640361503,75.0
371,53.54839984096891,55.62591392592335,75.0
372,-14.041503820511318,41.33021303167838,75.0
373,50.46383373292493,60.8830358451887,75.0
374,-6.4561674726465,13.602848642378833,75.0
375,-11.136291812044515,36.08337991051213,75.0
376,61.73644165661992,56.7654044104722,75.0
377,-7.539652710710271,39.43497205401157,75.0
378,56.94806821487843,54.36035969592946,75.0
379,-14.643532300555094,38.38295628340046,75.0
380,61.345240307079976,51.560761824151484,75.0
381,-13.608575570563481,50.316401396514884,75.0
382,57.36395365871046,61.974494357368016,75.0
383,-14.121162951605841,39.35814218632707,75.0
384,60.64781704490563,38.7860718698245,75.0
385,-12.038578837431054,3.814432373209259,75.0
386,-11.760280590513005,60.207452053089455,75.0
387,51.80760568885225,48.30291473494506,75.0
388,53.45944249007232,59.89635071212615,75.0
389,57.0404460542083,64.40692367260233,75.0
390,55.5620522634803,35.690889577110596,75.0
391,-15.123450148458364,40.50768533715028,75.0
392,59.66949067308359,69.59825557861112,75.0
393,58.20986438038288,53.1767344511669,75.0
394,57.200072035252745,53.037213020677385,75.0
395,54.883130294870654,57.272693725433605,75.0
396,54.47743047636057,57.69256281128844,75.0
397,55.24803641072366,81.09607289046183,75.0
398,59.82263090261128,94.74203270386016,75.0
399,58.34148525747352,54.7857738974279,75.0
