unit_id,ConversionEfficiency,ReactorPressure,PressureDropBed,do_BedHeight
110,-11.871364596093873,82.50040628738792,47.195551650695954,75.0
111,60.7840981622806,83.12552425602578,83.02652805085452,75.0
112,48.07084319239491,58.77677695331776,62.36245628400797,75.0
113,58.00284101520549,84.87608765910817,77.79307231827677,75.0
114,-5.10165529632544,75.89194334814468,37.14940723410401,75.0
115,-13.889210588392395,80.52045416741035,25.90460965781758,75.0
116,-12.634414877630258,80.10054000663473,31.899846859581615,75.0
117,55.68629959167184,87.5633437954599,70.86413877454004,75.0
118,53.4605344383681,60.80860645037551,56.63116989722251,75.0
119,61.72549055515357,67.53495026681297,49.07632135154396,75.0
120,56.90475818846435,66.61413382383992,57.27218826584373,75.0
121,57.35206162282325,59.936964379071874,68.17214514475518,75.0
122,-11.30029094809011,109.01023067931908,35.03183817200588,75.0
123,-10.009042227278128,76.30424730246037,6.812154984776917,75.0
124,63.69552797936459,66.85421436830963,68.96388930804025,75.0
125,59.01120301075742,105.44563279550384,53.40231330637687,75.0
126,59.19595640100326,63.80307065509881,52.524854453627576,75.0
127,58.36985613182426,76.83762684185956,67.18339768718147,75.0
128,-11.473507282633527,65.05801516673353,31.020711768873902,75.0
129,-19.66202732454783,63.23652605347231,31.154996741153013,75.0
130,-10.420988339708416,84.12892520139833,37.67603004035973,75.0
131,-8.706532477206064,82.1762231098393,35.803034675719,75.0
132,60.71015476075722,76.82548653492174,72.33339791366393,75.0
133,-3.8884915374752875,89.34215608545087,6.694363953544091,75.0
134,-11.133964484248136,80.57893441023329,40.65189449490714,75.0
135,60.28252476467764,91.36360699131437,63.39465051993039,75.0
136,61.399786593201796,78.97155871918126,55.030254634435884,75.0
137,-13.933274238450513,75.38704767312286,52.06269385586829,75.0
138,52.87731722279297,69.690647671194,71.644561648798,75.0
139,52.648470510745135,67.40300785378996,46.46584690583057,75.0
140,-9.503771755161306,74.77088780608166,40.95024103420542,75.0
141,-8.569382674864544,78.76180194950163,48.41261712056489,75.0
142,-12.777255349353128,56.90838800960191,47.53395455958516,75.0
143,-10.400795811911575,76.65437451174115,44.89939522889342,75.0
144,51.79250379910373,67.82198789204858,55.876591588215746,75.0
145,59.00312223024384,72.08834930991034,79.48699166330805,75.0
146,56.71309360291511,70.52645096933432,50.21530112520716,75.0
147,-4.382577151218385,102.26866444021739,41.45328566614484,75.0
148,60.25338032852895,77.04190516740434,50.72229605380144,75.0
149,-15.57918401055608,71.44712438375177,42.651342049407425,75.0
150,-12.248310449628404,75.95795849864382,57.026715025077806,75.0
151,-11.985189419051293,91.89824288362651,31.4396943489753,75.0
152,56.946576541502715,78.20964733940332,60.970769599432415,75.0
153,52.65974667753643,78.29238354368103,52.01775123955053,75.0
154,56.37270362450903,61.95478673412058,64.76310698692231,75.0
155,53.90258403229991,64.2514500756174,50.87360693493658,75.0
156,62.08658298556105,91.55335755206616,61.421294808201736,75.0
157,61.52055930281703,87.29892202934452,57.82540928646587,75.0
158,-15.144382386818567,68.7419925127139,39.29003682291696,75.0
159,-15.061631889370247,71.23609488893855,42.67951922298592,75.0
160,-12.37121887758201,71.62273930478742,42.29748647482922,75.0
161,-11.382162270230076,86.89446583127038,21.75519715001674,75.0
162,56.367575556559686,84.0675123085357,52.49942976079764,75.0
163,56.244671872718335,72.11909154628205,60.49935492050214,75.0
164,-12.768925643370435,82.38511400867797,23.840482135968287,75.0
165,50.62983702396883,69.08731842206898,48.374500258306654,75.0
166,-16.6771025094888,57.45123219907178,18.29143529363053,75.0
167,52.86030010001105,74.97997019906504,61.597504065250085,75.0
168,-18.17012217416032,58.61176188837716,29.478548393087447,75.0
169,-12.925382362180367,86.69828545149402,27.863177423162487,75.0
170,60.162037225949426,94.86353711634312,58.17566296395064,75.0
171,59.283903133515444,81.95847056850609,58.00018201570455,75.0
172,-5.535643672850675,88.45679726698748,51.23550986970953,75.0
173,-14.092600188382018,76.01823669230718,21.48860177669521,75.0
174,-12.50048105078664,72.5160823609689,32.3083179972747,75.0
175,57.64445284230609,53.444005209328,47.57339100213671,75.0
176,-14.255196013528076,82.07785554883408,8.362585347885336,75.0
177,63.43190372489927,91.95575384166753,58.06491173513277,75.0
178,52.32456798181225,64.13221140206535,60.36874825707163,75.0
179,-17.652605105377546,79.81711551492539,41.8314661742771,75.0
180,-16.10235704033751,55.277509833796884,49.656972757777645,75.0
181,53.10207729173753,68.44602946202012,58.30984615538122,75.0
182,-17.71340670284034,64.97830095206014,19.16207759581676,75.0
183,57.62778203558172,77.67016564132571,95.06895941444097,75.0
184,-16.126575508953337,69.09866442337285,10.109856886734649,75.0
185,-16.60527991751029,56.52047284349394,39.41413771493281,75.0
186,55.004335038712426,67.83878886429446,67.61267446522936,75.0
187,-12.579678000681815,87.91228988227381,34.26686642645655,75.0
188,52.57240133862647,63.344453541398366,76.66496461254863,75.0
189,-10.27989138360515,74.90564879496605,42.68841013546467,75.0
190,-3.8155890039228995,97.67325476548733,49.13564401993595,75.0
191,-11.28110637119637,76.7945282658089,49.267116886317325,75.0
192,57.59669341138373,86.6619918900995,72.40965570539221,75.0
193,-7.5908878823085155,63.68052227940181,44.890460449120106,75.0
194,48.9541594031284,86.85325935068988,76.14586210186948,75.0
195,-17.538948867904526,65.02879365445722,42.1214431163513,75.0
196,57.750820571097286,87.06765059274824,69.28900780356858,75.0
197,-10.639663265899882,71.7080773461893,54.13089370140719,75.0
198,-14.992503978134861,52.27520664400379,27.458080120633728,75.0
199,66.27552231477043,79.3901690099891,76.07650875466453,75.0
200,-10.995569213103408,91.04014391429361,20.34794500168237,75.0
201,-13.812394389151173,63.768007816337516,27.06716815592337,75.0
202,54.10675058253471,66.59955629876798,54.167260564251954,75.0
203,-13.127116030673426,72.67240555194705,39.66561813325573,75.0
204,-17.35700172039141,48.85636569913785,47.31983918780825,75.0
205,55.31309386605872,79.0198671580227,58.89242005389049,75.0
206,-10.161766676650384,72.36506550786008,58.12594268755479,75.0
207,-14.047655429425474,54.22570307301104,42.00507174932281,75.0
208,-18.351772730330513,65.39127218056112,27.761987880966924,75.0
209,55.656824874525554,77.85858410353222,64.6721026834535,75.0
210,56.4646495742776,71.46442327542155,58.423401211967125,75.0
211,-2.877876857007066,98.90851901648239,29.24914789987217,75.0
212,-11.22698980667194,74.08039417484578,29.84592953450981,75.0
213,-11.478353986198634,58.82058436662956,33.73858931736528,75.0
214,-13.151105829323502,67.1570979107125,48.29751985470512,75.0
215,61.46113463243655,88.31123396682923,87.42791293707486,75.0
216,54.44862067376641,71.71556475876095,76.2136131727788,75.0
217,-6.590589385785211,88.26014089244308,25.90269480223163,75.0
218,59.27679827584485,76.68176373327404,61.27666382777938,75.0
219,-6.944575494394824,64.6292181135296,9.938775026880917,75.0
220,54.607445445011656,51.739329296108366,85.41621110547277,75.0
221,56.253870358944766,84.14054679903084,80.97473252055676,75.0
222,53.339263001865,68.32320080550167,54.93779855442339,75.0
223,57.21175700781972,93.48106441689046,61.534074022214945,75.0
224,-11.553111322956303,65.18737723643952,37.36187479128291,75.0
225,52.075232112407036,59.635470173453996,46.421852625169834,75.0
226,-14.06454263206844,83.6757329162371,34.04214638833771,75.0
227,-14.864069238127945,53.58735214090164,18.816661610424326,75.0
228,-7.308354027445075,100.23235294872919,50.2001229244768,75.0
229,-15.937493063447986,57.14340875444475,47.16324870331298,75.0
230,60.26361743521974,106.71560936375474,64.8916047098621,75.0
231,-15.287655120639442,68.67099257928889,37.76616405840422,75.0
232,-5.270381448899982,94.42866493337434,19.063953778456412,75.0
233,-10.871086860372515,83.02490080514256,26.606118192712426,75.0
234,56.54504381972639,67.31899241639721,69.1145874730002,75.0
235,60.46145144150448,99.1263157616792,88.01036648677658,75.0
236,50.42088795386122,69.62759749229282,89.73630384982876,75.0
237,52.81854167697187,65.64698596306422,69.96911642780218,75.0
238,54.460076533613275,64.56012747145652,52.672309454898375,75.0
239,-11.777056462038272,98.41963976539954,22.394610407446045,75.0
240,58.837086919847415,85.86793566110791,67.33693359295103,75.0
241,54.17516208691087,62.62995275573416,51.3892384260694,75.0
242,54.17280970107699,68.57483685174759,62.75660362652245,75.0
243,54.89200527887671,66.0148997248902,105.58663294687426,75.0
244,54.74488835731864,65.02364782821398,62.313175765869765,75.0
245,-14.511358765724443,63.58405498595419,50.737919841885514,75.0
246,-7.138969531650867,90.73988940214633,37.81356222865691,75.0
247,-3.1734739790531536,86.61344318974963,20.092878687601363,75.0
248,-13.518843884467566,81.42204354361336,16.89162356004361,75.0
249,-13.282307398436824,84.34468571629073,37.756683768968244,75.0
250,53.611773500194445,57.73826491848567,55.279273890626996,75.0
251,-13.179455302318624,101.93850764569777,22.667820810954982,75.0
252,-15.318083898155267,67.10709796941572,5.5248779420510665,75.0
253,65.97470446538776,95.53701476397462,58.095771779371525,75.0
254,57.97505674067039,97.04056190964954,46.02679505376161,75.0
255,-13.943643737612533,75.51883690630305,31.71189815411886,75.0
256,50.86865525924279,85.33747865707552,84.60463709388073,75.0
257,-10.934889991008932,76.70994384829001,13.768132946820817,75.0
258,61.13894947508438,98.4613882415805,60.61252470020027,75.0
259,62.43733934226826,75.6388133498036,59.881306247304934,75.0
260,59.09470268988261,95.01795506484535,54.829982880141486,75.0
261,51.60906923459266,79.37800881659786,50.819094632940036,75.0
262,65.66907682518277,79.97670488315542,58.574819462559226,75.0
263,60.53855375112233,88.81235446233616,63.39844399929771,75.0
264,55.41514769793845,91.10939603842341,40.07592896972837,75.0
265,50.814775742542395,68.22443400695445,58.42154070121937,75.0
266,52.99627170270428,60.56203199453772,56.23003735565692,75.0
267,59.16114503450119,57.0469818154279,37.230046771886364,75.0
268,57.85510057064739,71.91028180176848,49.973295242073355,75.0
269,-18.63621994027602,99.9842951897251,57.30198078801179,75.0
270,54.30614241661121,64.99321780445221,63.802772816582404,75.0
271,62.46085297845983,63.008175428569224,57.45384380419309,75.0
272,55.26720179947429,82.45137823630364,64.34686187916513,75.0
273,-7.574848808911587,85.89024298123738,19.69545505507276,75.0
274,-10.232264573684645,64.66413825092623,43.052220596660646,75.0
275,-10.331400666359675,77.09471703334115,42.42696929924229,75.0
276,-11.235660645011706,81.07551494664176,31.044474591206992,75.0
277,-9.480800533500009,79.93966458038301,41.26171735674877,75.0
278,54.89766122905856,70.11816699359427,44.04803288265763,75.0
279,56.64846289060046,84.05969272025399,58.62535919909234,75.0
280,57.23182094285483,81.81099494904961,67.21701119020308,75.0
281,-10.54215753207474,82.34578969550041,24.00447221313433,75.0
282,-14.420051209934332,65.81146104486963,51.78051265529848,75.0
283,-14.283395146747893,61.89249992704597,28.480459479773078,75.0
284,53.99579210572146,63.91095344361612,61.92045831144024,75.0
285,-12.153495139009532,66.45749772857293,33.46618324103359,75.0
286,-14.034443875595342,79.63199418906808,37.5155266460714,75.0
287,54.63264955660909,73.53057394015076,71.05580935681651,75.0
288,-13.98317675532289,59.64324919168538,38.83448496784471,75.0
289,-19.08386134223352,68.23886086538279,39.08298199918124,75.0
290,-10.119360323453481,88.9887277636243,24.660961905879248,75.0
291,56.9088777246956,82.79039001488006,78.57877338084437,75.0
292,53.891277726210994,76.84566625747995,70.13865396628195,75.0
293,59.23748713929528,75.99857981514381,51.65624629917756,75.0
294,53.17894363074545,43.03327340035967,73.02313857008744,75.0
295,56.50282820737283,62.80977281676923,73.0087197767625,75.0
296,58.519111070551354,65.31239512597247,99.05007253832979,75.0
297,-4.242150459915565,101.72475811236643,40.68943906782385,75.0
298,-14.329855698371196,74.4370762732204,44.53131226932479,75.0
299,-13.954263276478091,71.8405617009149,20.32688493547895,75.0
300,59.43322592942251,82.52640464541263,73.63380373590577,75.0
301,-17.427594459436897,62.67789033459603,30.048500948469503,75.0
302,-10.575499742348331,64.73146508341776,42.69439833947022,75.0
303,-7.719742243562517,71.88018458087762,36.34378138009103,75.0
304,-8.765543613722905,68.20813078517794,46.499133119653244,75.0
305,58.45959413857926,72.14605848632988,52.27300998304255,75.0
306,-9.641597906820447,74.34498752375643,28.944631087373313,75.0
307,-11.114421012854914,89.37238953963794,45.62718401941207,75.0
308,-12.289214548363573,64.89565138882969,52.898441142472215,75.0
309,-13.019354504552334,74.90973528712095,32.68348277899754,75.0
310,-12.207735961595914,83.35288912206904,49.070841966510926,75.0
311,-17.415206000964478,61.206439360857296,49.15236904512716,75.0
312,-9.928283735537287,103.31878093559222,49.341046407550735,75.0
313,-17.3003415656747,56.782792423374765,41.724197075073164,75.0
314,-14.784948742101292,64.52742619182268,44.58139730781672,75.0
315,-7.7274046815804365,92.6897162781561,20.565552731374908,75.0
316,57.862022226321116,78.5848847306775,56.94772429997945,75.0
317,55.91896283414648,62.07653121751357,55.836220768814016,75.0
318,52.73980354591935,65.40344853398418,65.01888450845757,75.0
319,51.42168138023456,63.55982193448383,65.49126822091138,75.0
320,59.149050204148,83.31805166299404,66.34044192730516,75.0
321,-12.129050895209685,92.14586590889836,6.585961003114361,75.0
322,64.49007034629997,73.25767685512982,50.420959467424744,75.0
323,-13.807683905674656,77.82606462719619,34.95900540793031,75.0
324,53.44896884365159,60.363820380733145,67.10726857675861,75.0
325,-18.865906667009114,55.017052867706425,26.732995210349507,75.0
326,-16.2488226666454,61.97526525844304,24.75064000073295,75.0
327,-13.308021198118421,76.78848829023225,49.34088016511935,75.0
328,54.18681035032808,70.24651747540221,67.2622022229107,75.0
329,55.41453730205511,71.1930657837395,43.77984251923346,75.0
330,-8.900719658934342,69.17976147641863,44.097181682258864,75.0
331,54.71006867144104,52.81604545398587,71.0363416478891,75.0
332,-10.10443690627758,64.10943276817864,44.43268807816973,75.0
333,52.65950110757451,60.30471250680179,89.29095838810072,75.0
334,58.55084787240313,80.10534602081367,70.1047712578584,75.0
335,55.320942486494566,79.58309270661329,55.71978854191398,75.0
336,62.77784814793481,92.93753298368044,85.58696296936306,75.0
337,56.83758042870954,74.4930406253045,66.29407835860637,75.0
338,56.120268728533645,71.25177580590476,73.86697003635793,75.0
339,49.13218318758295,60.64371655631862,46.26462267483876,75.0
340,-13.510133577484382,83.74584945283127,26.460691306733754,75.0
341,56.620008746304975,80.68108160702556,51.359416274536734,75.0
342,-12.117640666411736,78.24884138484965,39.76166135073124,75.0
343,-15.157009953759017,83.22787467840487,52.53964149135255,75.0
344,-20.739208840912166,53.668411732033434,15.025019290627139,75.0
345,-12.049714705673287,65.25312609285955,32.86390952596053,75.0
346,55.90312077183899,88.56026465986169,70.84622732368663,75.0
347,55.20600964120689,79.9474596894978,50.80748813416942,75.0
348,-6.725937293067304,85.86698368715786,35.57171868735054,75.0
349,-16.106457340149593,69.19493033130782,43.71038674941142,75.0
350,58.88402054902654,81.98734678907398,64.21246956119711,75.0
351,-10.821229895697098,88.92014248796572,43.15935901004161,75.0
352,53.4355027866576,90.8455465205584,53.480274693252106,75.0
353,60.6964138870574,82.03400574179231,66.13815150768109,75.0
354,-12.280329507343883,80.1746325593182,32.841104523986544,75.0
355,-11.156324709462925,88.06940151593831,52.27595781092971,75.0
356,55.69040256694625,84.43063377122643,58.01969821364038,75.0
357,-10.2690365994358,68.73652610845784,39.68405799354101,75.0
358,53.484389946641535,86.63671879113977,63.69981985025433,75.0
359,58.3246410835013,73.29436239976182,50.008942510634654,75.0
360,60.60526068604594,72.2493863851837,92.52518693583471,75.0
361,55.32291910507115,74.36955113306954,80.70382105118698,75.0
362,-18.751408004790342,80.96363973454646,42.46571166267246,75.0
363,52.65460610671982,64.46434248189993,62.069230017703305,75.0
364,58.16635840458436,72.5201223913659,53.49869300136936,75.0
365,48.73503879390657,65.11531645189758,66.08342648822078,75.0
366,-17.50727946145123,64.98576855483643,49.85959929298173,75.0
367,53.6423237351252,75.97026404685676,44.67270312369639,75.0
368,-14.336602018890868,58.61475535217752,35.03211854115996,75.0
369,58.495434752062366,82.38402986874429,61.804956465103565,75.0
370,-12.100158571256468,73.61971949383837,58.59716687249989,75.0
371,-12.74811121125208,68.07631619784564,23.316717553347946,75.0
372,-15.584123877926228,78.06158289284053,43.985005835100665,75.0
373,-14.506732075670211,70.44003231527194,20.417257882588153,75.0
374,-11.694122080992221,83.38559504809226,49.49410912637476,75.0
375,54.32318776018175,59.35153358866158,86.74877339222138,75.0
376,-20.524107901943715,68.72290434426857,41.9329940949484,75.0
377,-15.678809218736795,73.03071925068436,38.64008216004743,75.0
378,59.223580149187754,71.68994375244351,67.16196107972067,75.0
379,50.13138437703155,57.012776237879336,65.1191179106502,75.0
380,52.6323947757369,88.48287196567382,48.776257409161495,75.0
381,65.49138210259191,82.72044544948702,45.87527607590132,75.0
382,56.871032871831936,61.5894405768537,71.65191277446803,75.0
383,-14.09250226277101,81.27165557182467,16.537394431059415,75.0
384,67.11871259309859,105.20480933216542,56.79587970756721,75.0
385,52.412774241021125,40.960394635282796,80.33890446201607,75.0
386,-12.048212947777,84.54726485036126,28.68985766800227,75.0
387,-16.392532118153866,80.71484800291736,39.24799527917338,75.0
388,-13.869141118005453,63.98905898750578,14.660174838663007,75.0
389,-12.367038480340998,74.92370678449873,19.03362990217476,75.0
390,62.5960865580289,87.92804742164458,78.58298304346212,75.0
391,55.415514056321896,75.57504139083208,76.16244706677743,75.0
392,51.21588888689888,65.60604182567849,52.87151977192266,75.0
393,-13.779081486018331,76.64373493856363,41.86078380549757,75.0
394,-8.073503094351182,90.69039196206894,49.415759362199815,75.0
395,-12.059543430829144,74.90977852495618,34.95783356343974,75.0
396,57.97874644504293,70.66027924015815,46.79516632473137,75.0
397,56.246807178031034,75.0557153952523,58.39475060237027,75.0
398,-14.602084473028613,85.02493512457652,18.444638969649517,75.0
399,60.676810225270884,74.22773461992118,60.27218821514627,75.0
