unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,RecycleGasPurity,do_set_FeedMoisture
188,-16.524783897176015,24.495759032570554,38.7703754187924,37.27267496115864,75.0
189,-18.80280113695921,68.07904013974687,51.31060638641831,34.746435370584486,75.0
190,-0.6156492986781967,34.819252608872844,60.81648987061911,37.522853236093425,75.0
191,-11.944078640202282,52.07239334778811,53.080909198027946,68.44292941835505,75.0
192,-28.203769848636114,25.777495273525663,60.91823950823627,36.91960020324095,75.0
193,-3.0046403662668713,57.483510484229704,46.96941326362624,43.265411347559414,75.0
194,9.425747117365747,42.43377770632377,55.903309028157715,47.713712257627414,75.0
195,-14.970720506860443,57.02210443815747,59.72603550412693,73.90258057345545,75.0
196,7.010904292314232,31.734857454753758,40.80801817427601,43.51594082611899,75.0
197,-22.684021692529242,46.33053626270814,38.40590762472204,38.05222902574774,75.0
198,-11.995652776559972,59.854803612076125,52.82473958093343,43.75953725200666,75.0
199,1.8279555746710854,39.181704158034286,79.77302156333923,53.85307959781214,75.0
200,-15.551168790774613,69.57406059431915,47.60185044046592,53.5665252679187,75.0
201,-14.016647039827854,49.383826816599694,47.93804615636328,49.873939841655684,75.0
202,4.851878231009196,32.010776128485915,66.91299041697917,24.22550367397001,75.0
203,-24.176385325897225,54.97454286142958,61.10573590876426,38.31638639233987,75.0
204,-16.510113690934563,45.509079718401,36.05702774591773,60.902232735185756,75.0
205,22.58511069707214,13.127330381364327,48.763492161663734,50.20661779089459,75.0
206,-0.5380215063118543,30.25718832619662,63.93496042858276,48.34021684786044,75.0
207,-12.652032660234859,44.50196817444436,61.11364942280636,44.08964865954155,75.0
208,-16.349956376997774,53.99416379545311,67.2493217935287,49.403154235075526,75.0
209,-22.877892066157205,48.768048222454695,30.1317500321286,54.87531028887351,75.0
210,-16.543020184121204,55.3130687067195,60.00277727316507,36.97444227819512,75.0
211,-21.30055227988744,55.76637177216555,45.037388082080604,45.192927463138005,75.0
212,-6.013338319521735,-10.437282001665132,76.86894437257493,45.3244170076731,75.0
213,-15.413288811957793,75.27246742449921,48.32287973597495,49.1345941189679,75.0
214,-16.61505109165111,69.88852138512173,46.00986403420393,48.44869301343299,75.0
215,-23.191614228142498,59.485760611271786,59.47756830052454,72.8971389459646,75.0
216,16.935310671073907,9.392302477930254,43.71762818131983,62.94471041616373,75.0
217,20.35992068828849,18.537006543004647,63.18798380166017,37.17929290337036,75.0
218,4.606584333569575,11.040169480776484,36.412551465383004,28.065864023056285,75.0
219,-2.0476940694747725,13.14999737838115,38.13423359540022,39.13198881242853,75.0
220,-14.570636942730635,21.628790294651814,52.15940656561351,71.49643968741853,75.0
221,-7.260185131044677,44.65775206163681,49.99648057656436,39.09814337765044,75.0
222,18.193420774239545,39.200389826834204,44.19048958502999,68.62413296533845,75.0
223,-0.6910813929636197,31.97852164928745,72.7995089523758,41.24327423463312,75.0
224,-14.564427858136511,52.708642214458486,42.162754266642196,58.8948036740073,75.0
225,-8.519187268680778,39.574265752475306,45.41441374327994,47.01797738784165,75.0
226,-2.4343919839425068,50.22952679893814,34.5919859403637,38.24411694686221,75.0
227,-5.537142064431204,38.11123044348757,36.61551049157849,41.47031993965671,75.0
228,5.9628290933936965,44.25124118391741,64.98272393740514,49.70923208504932,75.0
229,-13.100926682477226,44.174728719120495,63.203414209900565,41.86097323497205,75.0
230,-2.549019866369691,71.96287140959669,54.09019624188666,48.96347062924203,75.0
231,-21.835680875145332,22.347769551815777,72.91770283515925,35.78202319301415,75.0
232,-17.0886838459304,52.93433096923311,47.846584577133484,44.97680350569283,75.0
233,-4.479816968043604,33.12525018389498,42.199299033447204,63.886161830498125,75.0
234,-36.47988599374363,68.4899593710649,43.147071961029674,56.241836850568625,75.0
235,-0.36017795326985413,31.130640716328337,51.37290605890731,34.03979418770091,75.0
236,-6.0806848030223835,64.46760006648833,46.22824570477113,39.42062387955151,75.0
237,-22.33495042817086,66.09678876184705,38.60607098804859,47.22546522490186,75.0
238,-8.541650926804236,57.03798633655115,55.15361311816562,29.53292246918104,75.0
239,-8.330412659491804,26.09348906227089,55.364634715120125,70.22739035940208,75.0
240,-19.455263438070407,27.391802804351677,59.366411822208114,69.18153368876442,75.0
241,-23.826136331181683,57.406416948713854,56.19691417766994,35.78510710184255,75.0
242,-26.64098222279415,43.24800130697667,44.942258897277384,35.92506357641942,75.0
243,-8.705640483227583,54.93595727218296,77.72924775259459,45.31527970663002,75.0
244,19.031798821111117,26.7711258037566,52.778595061968716,61.91108611967395,75.0
245,-8.837606401833582,49.80924937464283,51.08912893910908,66.41724688214968,75.0
246,-17.31134692017883,27.942413862644596,31.33670763282938,50.45089146596734,75.0
247,-10.707927054934327,58.9769099954453,26.41060519609293,32.7839220422829,75.0
248,-15.028420842462882,58.44089524880751,57.3518117806769,39.80037129249209,75.0
249,14.950794544592668,15.594954122957638,58.11606325691928,61.318444435275765,75.0
250,-3.420223768666796,69.72299309350282,53.826055896736655,48.89410002890368,75.0
251,-12.774485698987052,72.64853862901396,63.60684108696433,47.944683538220595,75.0
252,-10.673687035957302,12.63529417613638,49.6324880249029,50.54406309160056,75.0
253,-6.813100830003259,51.908538267911176,57.0563486830227,57.49945199096634,75.0
254,-2.208818802724293,32.7138321852384,70.78762988897672,59.557996367564165,75.0
255,-5.595083276317595,41.61959471314682,78.08564891729219,61.948228275252845,75.0
256,-9.584793087559182,45.209221173227824,38.871320486348324,56.76521620907349,75.0
257,-17.338934620296957,58.728704608544476,41.6697368421394,68.77898594723794,75.0
258,-24.737467081071806,37.05130302904914,42.790950374087366,53.06204993563667,75.0
259,-17.99364962576529,72.51707393977796,60.5535543794436,34.38520728179885,75.0
260,-23.45418836975363,34.106844861568646,71.30653310803093,41.762187150835366,75.0
261,-14.32940512741854,4.316580319119478,50.13022807350243,44.31037917404092,75.0
262,-17.6263547984559,52.69310775334851,53.510074693107,55.37721508365842,75.0
263,-17.438068821182164,62.23958980030562,44.95202571435377,31.532881987592546,75.0
264,9.518043941708804,34.50279980013913,46.2990660706555,44.40199333583446,75.0
265,-20.283306171707316,9.54497495062747,40.86643023521544,56.32845962340842,75.0
266,-9.084895942631526,11.955048064913534,50.79956581274232,45.99438523771142,75.0
267,-12.060817751126852,48.46643011188004,18.631640198673175,40.301523136373326,75.0
268,-3.9032118781782765,28.30216510504125,48.482117436176914,40.32916485190157,75.0
269,-2.1033354011207273,18.64863668547535,37.95355304176315,48.245120641794884,75.0
270,-17.144091220166572,70.6906220786712,42.441840509975776,71.59621787392747,75.0
271,0.12220682709076547,53.246512249254366,49.32129969716122,47.50718530883754,75.0
272,-7.6214763275531325,40.92510414444676,89.39312067679151,25.116118412140636,75.0
273,-18.88910924063094,40.91573397880259,38.05302006638969,54.00853083955642,75.0
274,3.905566779179253,38.58444825173525,67.49554272330916,53.122296359280725,75.0
275,-6.831079015580035,52.618626004989395,50.852432563145264,47.774518348384966,75.0
276,-0.22160969258350738,30.3524471633386,53.076119295425826,64.51391658432574,75.0
277,-5.762425657235646,61.22554619405142,47.48507339018642,44.06232740954208,75.0
278,-15.055403896876625,53.039851205959124,30.08376553446204,38.820476868696566,75.0
279,14.743373696972935,82.85196635629276,29.58074575449219,69.38976730418293,75.0
280,-12.829313010245595,55.58178457919598,32.86281486160641,47.196934540650055,75.0
281,-23.53442636890524,46.25105723210052,47.426778060946845,60.56381002678013,75.0
282,-7.838439099176669,45.82280586438894,62.484345092990004,52.246343753936145,75.0
283,0.4853925785168638,34.00721698354748,45.452172661785156,63.41756998071557,75.0
284,9.37489670315008,29.600277953291044,69.18307022513275,56.97036631528239,75.0
285,-9.965513556329457,49.010523068659026,58.173014781012,65.815943190503,75.0
286,-7.687241223612672,15.993859757075452,56.52153739915153,33.545539245972094,75.0
287,19.403670308754307,-4.52415524327782,53.705924583478975,45.1629326998913,75.0
288,-23.015922788765415,27.08989950129733,49.14196045266141,52.14045317565922,75.0
289,-7.0865516005229985,38.43032729584243,71.855695357718,59.386356250570884,75.0
290,4.898585183256678,31.10755962305871,46.81641077285399,51.426764228732075,75.0
291,1.7259327475086117,47.79431712638003,35.46133805726743,55.17023319811887,75.0
292,-19.29418854598741,55.71949251339778,29.083743872793917,36.67063763584258,75.0
293,-7.056661742490903,50.08846731783381,47.85260541779345,56.784491505513735,75.0
294,-15.24560112363659,57.07564039629408,38.14413057280448,56.14938728085917,75.0
295,-7.362990902037932,72.03061162925403,64.91144234525449,51.7135030193317,75.0
296,-17.628387392817867,53.51313345247257,69.1861253645311,39.2047895137079,75.0
297,-25.553143402151253,54.01298627534477,50.062240748213846,39.55020168662218,75.0
298,-3.840245826566795,31.311290592487715,41.76488061610001,63.84341097389693,75.0
299,-10.815701485287203,45.007418127067595,47.52053315823353,81.57046955125028,75.0
300,-27.9827537065671,26.919799823564244,66.98290638773724,49.50381756574582,75.0
301,-15.158115813045455,48.33580540228561,59.67383063803286,50.009822180448765,75.0
302,-6.129800776886363,59.09347109787536,40.73866374298718,39.02550723185383,75.0
303,-4.5495240917536925,2.991522192948384,69.14756659359944,53.83607472504452,75.0
304,-2.792584858043907,54.40127448823925,44.42101168858582,48.365240649410396,75.0
305,-14.193916618839785,34.45226542091943,44.78039623835211,58.10927907656149,75.0
306,6.197522493215867,57.098704571470364,57.848480742103945,68.41993001303892,75.0
307,-15.782845791581718,71.9130166857471,48.22673087429714,69.13324805599,75.0
308,-5.576348198475741,60.23150282455704,65.69643893219073,53.91037641809032,75.0
309,-7.720748128845228,42.594528044307104,42.56769173848952,40.901371323752514,75.0
310,-10.945899581382998,60.20342018132021,53.479954032967946,43.19869635533839,75.0
311,-22.72025548614127,60.92231746986137,36.67483672170009,50.16995989922495,75.0
312,-17.187733580871967,38.48303497862701,53.17272793619313,53.30497473840952,75.0
313,-7.2952244591716955,35.56813285707639,51.60587727413845,56.938026434431556,75.0
314,-17.698260285342343,49.753890097659664,48.74678491428425,57.91896906073187,75.0
315,11.537883076279572,11.393445715763221,30.977663203395146,33.81996462462165,75.0
316,-15.859143585247747,43.63327314511639,40.1180714467378,73.16640150110206,75.0
317,-31.711712922398103,69.34929535140266,17.28086342511729,44.20236907720726,75.0
318,-19.350674098565953,78.0758607560336,46.804468672091915,54.33913145434247,75.0
319,-5.89298071367384,66.76554186841587,48.55086031375578,25.81090204710033,75.0
320,-22.883105206213052,66.6625851376344,46.008718962169105,37.978975455066085,75.0
321,7.82516189810393,24.87017316657363,36.798087603838795,51.067501763838955,75.0
322,-24.690695782071238,65.25718907325073,43.759743009744035,34.4824514811678,75.0
323,-7.59716968943114,43.342310410109654,65.21398995890166,46.20386226721188,75.0
324,6.609802021236305,22.122633015157874,35.04523019576347,37.741914897156725,75.0
325,-12.14214777237502,45.72191036955506,71.06436197201847,57.97820414758417,75.0
326,10.915419762463882,47.84312997360695,56.88234868012179,44.49389640793122,75.0
327,-8.465279219302225,66.42604711951049,62.04249728466228,40.032882640592554,75.0
328,-16.003761981639812,34.69263850610187,55.436942515618156,61.88564458306138,75.0
329,5.428854993339692,56.03582043692591,56.30367249821093,59.745279260945075,75.0
330,-15.22042614168313,34.97075313903818,41.90961664877605,43.299381021649744,75.0
331,-23.96962377029639,33.879123437386596,56.75426009065471,34.84972460568696,75.0
332,-11.387348970333758,34.39857453393232,53.73447364026255,75.87423754166124,75.0
333,15.8961109565866,44.168471963770145,55.660076127614246,44.643303675161135,75.0
334,8.9154955027315,21.22904251679074,64.4427049069287,64.30201517671257,75.0
335,-6.835468196347266,4.775659705119267,71.4912596665406,50.47065166862595,75.0
336,15.852593523470631,22.766473042298358,50.306405856229915,60.567910423662696,75.0
337,0.09524834182775344,39.65191138638953,41.824803681451066,27.99796458022803,75.0
338,-23.927866814170432,72.38755219253288,44.33744957599825,54.636107173819354,75.0
339,-28.26574674649094,40.528247168653785,41.203568197880216,55.916333439019894,75.0
340,21.152615114199257,-4.907143978741672,49.38940093912709,43.86354981848523,75.0
341,7.319576818422435,48.278994034557016,64.07280324019938,68.03422823405707,75.0
342,-12.62189381380332,23.42505636462388,67.86999055217025,44.03049766466797,75.0
343,-12.531866371466425,63.198694258804736,41.2715266289599,54.443437676586086,75.0
344,-4.578419605860632,46.06808541207926,50.28119190635494,57.97958484117032,75.0
345,-15.611498439682077,38.148987093666015,45.04458163746358,58.529033837381604,75.0
346,-10.526104569418992,39.24337494256682,73.6755120126092,59.33884888138693,75.0
347,18.82143554027573,26.722920857415822,63.77915985720641,64.05562440487087,75.0
348,-10.615686240512211,35.84912637404855,46.36235880960734,34.84727376719677,75.0
349,-8.702949073523648,56.91147895437871,28.477593131689154,60.00390355935242,75.0
350,0.23962639057950774,17.89610155009432,37.586631852278096,64.95268186318387,75.0
351,-7.258055120266775,66.07161941558773,35.16920125676588,74.02894336333465,75.0
352,7.717467148494784,35.73308271953283,38.58364315459557,57.162406180021804,75.0
353,8.29051142803667,36.37678106179539,45.9872152177718,41.2241698794731,75.0
354,14.74549188483202,33.07382388977234,62.47857683890768,61.84654721678587,75.0
355,-8.326472577275164,46.71228458200316,38.06001146127833,47.493630578696624,75.0
