unit_id,ConversionEfficiency,do_RegenerationCycle
181,32.83085400051899,70.0
182,29.77298815146463,70.0
183,20.449078255401005,70.0
184,17.93815726137095,70.0
185,24.37009857893247,70.0
186,15.750588009633443,70.0
187,33.329008916463906,70.0
188,34.15040799265553,70.0
189,14.79935764830039,70.0
190,25.956238747737544,70.0
191,33.42850080702297,70.0
192,36.320923768891284,70.0
193,26.835001058281232,70.0
194,13.242957042141889,70.0
195,10.862913174115548,70.0
196,10.879614719810652,70.0
197,35.675416891040506,70.0
198,23.488761043827807,70.0
199,20.640389469214945,70.0
200,23.64368906268106,70.0
201,19.954488996704956,70.0
202,20.805261487380477,70.0
203,16.248697501495144,70.0
204,11.465521590898359,70.0
205,33.360843573609756,70.0
206,33.501451912470806,70.0
207,24.155167704588656,70.0
208,18.94897904635711,70.0
209,17.742485640672374,70.0
210,13.789644771219475,70.0
211,23.71963977484098,70.0
212,13.18977595545224,70.0
213,28.96277096395044,70.0
214,20.178585677707236,70.0
215,14.218041061217113,70.0
216,13.789935806644532,70.0
217,32.82447124421455,70.0
218,24.223746952016082,70.0
219,30.951623174243476,70.0
220,16.809140540514363,70.0
221,9.118587743669512,70.0
222,28.84243683255597,70.0
223,15.876447802536852,70.0
224,22.940876874707595,70.0
225,36.748285825714746,70.0
226,31.665776149305565,70.0
227,20.25021611685854,70.0
228,24.577573068796244,70.0
229,16.48675410667756,70.0
230,23.503258828710024,70.0
231,31.77314115973322,70.0
232,11.289778893552295,70.0
233,22.034323161578932,70.0
234,16.272451873617666,70.0
235,33.80689165691208,70.0
236,23.84835353940162,70.0
237,29.240352448765673,70.0
238,32.7056114168673,70.0
239,29.126446331520967,70.0
240,30.910112477790303,70.0
241,14.095499784439575,70.0
242,29.010825687936723,70.0
243,28.787999345229085,70.0
244,20.582358617355055,70.0
245,24.383898142669583,70.0
246,34.03755887187187,70.0
247,27.533015032928127,70.0
248,16.323670466282,70.0
249,12.2542594177123,70.0
250,24.18348325876268,70.0
251,19.45951714262458,70.0
252,19.61940139214812,70.0
253,23.513747555340306,70.0
254,27.973939537365087,70.0
255,35.32362161276329,70.0
256,29.89999498928811,70.0
257,34.68620508855129,70.0
258,25.259794098078164,70.0
259,16.07901181107924,70.0
260,20.69797176668255,70.0
261,26.259370733023854,70.0
262,14.84114803804846,70.0
263,13.087128477421327,70.0
264,28.622944685617707,70.0
265,18.763866887018885,70.0
266,22.96352194378796,70.0
267,18.094234889439523,70.0
268,25.853852603303054,70.0
269,23.281365846606565,70.0
270,13.940463764284926,70.0
271,12.035487898361588,70.0
272,16.914889583613466,70.0
273,24.963890442421864,70.0
274,35.31675078389406,70.0
275,11.425245925168252,70.0
276,17.321367635566872,70.0
277,33.383859883708766,70.0
278,17.442452146062,70.0
279,24.75158779110349,70.0
280,20.366878566279652,70.0
281,17.892165603121178,70.0
282,21.62929957733728,70.0
283,32.52244641989889,70.0
284,25.27932030045525,70.0
285,25.329810804343754,70.0
286,2.193000651233908,70.0
287,27.011078924459703,70.0
288,15.296624293018523,70.0
289,21.74447397582764,70.0
290,36.47285748823459,70.0
291,30.55950356659796,70.0
292,28.716729608888887,70.0
293,27.007113094038715,70.0
294,12.608215513569176,70.0
295,22.676432076248293,70.0
296,14.55799558226389,70.0
297,33.5839466662129,70.0
298,31.15201801563091,70.0
299,12.082159227736698,70.0
300,16.72602634451535,70.0
301,21.613562364980343,70.0
302,18.38716177221137,70.0
303,13.395670447485108,70.0
304,8.112051866758732,70.0
305,27.523600285650527,70.0
306,20.783095281448958,70.0
307,21.587736723330472,70.0
308,24.129712659290092,70.0
309,17.267715861183195,70.0
310,23.76214490123126,70.0
311,18.596682854080314,70.0
312,24.107480117101428,70.0
313,26.44116108204713,70.0
314,12.73990468008514,70.0
315,16.78507864015579,70.0
316,21.13786411876572,70.0
317,33.80026633922147,70.0
318,13.855375539276894,70.0
319,19.913434194756665,70.0
320,24.169623206033,70.0
321,25.78131025686398,70.0
322,21.103024253651842,70.0
323,23.426064336303398,70.0
324,29.463469616520406,70.0
325,29.240927121417776,70.0
326,14.310660112054535,70.0
327,34.220247956048595,70.0
328,16.72257553174724,70.0
329,10.4858352328615,70.0
330,4.380184285204605,70.0
331,28.261489719234767,70.0
332,24.412199633445844,70.0
333,10.370837296034534,70.0
334,38.63524385883336,70.0
335,10.340480918968662,70.0
336,15.10400119694875,70.0
337,21.71907434872539,70.0
338,29.374689332874393,70.0
339,27.06239205572904,70.0
340,11.418681048402973,70.0
341,25.770779450246547,70.0
342,21.46322211192635,70.0
343,21.125518565760427,70.0
344,16.835450015008657,70.0
345,24.45095037448778,70.0
346,12.160843764348483,70.0
347,15.907831586385448,70.0
348,29.79005117027132,70.0
349,13.974252354677196,70.0
350,6.580530710348286,70.0
351,24.939593932458667,70.0
352,13.837272626338397,70.0
353,24.27730053777306,70.0
354,24.847555155003302,70.0
355,10.918322081082058,70.0
356,24.111997842257164,70.0
357,26.86949872812293,70.0
358,38.23705414245668,70.0
359,20.921897515905304,70.0
360,32.5314618265481,70.0
361,0.7482942930970902,70.0
362,9.242976046192403,70.0
363,27.305957438743814,70.0
364,15.607307444825304,70.0
365,12.84211396802702,70.0
366,27.724132674627107,70.0
367,23.98402969262407,70.0
368,33.634436471766506,70.0
369,28.343334760894134,70.0
370,20.5959073250962,70.0
371,9.06888988828934,70.0
372,27.855194749941866,70.0
373,4.6757417718266225,70.0
374,24.041185392586566,70.0
375,22.326184492376743,70.0
376,16.618393405768497,70.0
377,25.435993820752575,70.0
378,20.468068518577613,70.0
379,20.21465062506247,70.0
380,31.048170565301895,70.0
381,25.227511454099794,70.0
382,29.187024486615524,70.0
383,25.413781455757523,70.0
384,29.585570310505567,70.0
385,31.436099558949103,70.0
386,29.57929939203526,70.0
387,16.839260974523,70.0
388,20.053178634080844,70.0
389,26.144636603923104,70.0
390,11.865724477070952,70.0
391,19.642598493267705,70.0
392,17.10358678951726,70.0
393,26.507704973127165,70.0
394,20.170646794710766,70.0
395,13.791953639271505,70.0
396,28.943181599724955,70.0
397,21.082779282591815,70.0
398,9.201802803727517,70.0
399,10.787091928594108,70.0
