unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,RecycleGasPurity,do_RegenerationCycle,do_set_FeedMoisture
102,5.061783702468092,15.566861469277054,54.75988911160415,33.54555987402904,68.0,75.0
103,23.366892573389105,-6.049524981067615,46.478677847005294,43.20216624514654,68.0,75.0
104,25.795432884472934,10.932253590212781,33.96358605018741,49.945891464412796,68.0,75.0
105,13.761862496463193,1.215361710384581,34.527189169297145,38.69091500121849,68.0,75.0
106,23.11254720014965,-1.0153640424591064,49.828654684579476,46.031576361264,68.0,75.0
107,21.146772948014696,4.686087831127414,36.4906374153032,66.33853505163809,68.0,75.0
108,8.105893535891122,21.429215851639228,29.92608063909818,66.23092488433646,68.0,75.0
109,20.92881310755403,19.086300453311964,61.60028809774412,43.25498070040551,68.0,75.0
110,23.44484176401389,31.542833623661856,49.12552662218261,49.93657282879052,68.0,75.0
111,27.997120450192995,21.57076906010186,50.508109846049656,68.4349708132242,68.0,75.0
112,6.447103129109978,11.569252009454111,58.17242947293111,52.247279333219815,68.0,75.0
113,28.942452745569927,0.7806980510455688,29.599653271599372,73.02280460768102,68.0,75.0
114,28.317604293138864,23.49055255660791,35.46398023697686,45.52722423444488,68.0,75.0
115,22.331775024442045,16.762432664459645,58.436213193251724,38.26179624000337,68.0,75.0
116,22.99012836928122,18.003007574884773,39.31531155024442,39.03545642378417,68.0,75.0
117,21.14617206947675,48.88402922932595,56.161094587266106,60.866637641056855,68.0,75.0
118,14.286623844414029,-0.8223496110504449,53.114691307905616,54.24765286133099,68.0,75.0
119,24.33741146212173,4.534030379605208,35.806848933050965,55.559025651359306,68.0,75.0
120,19.063382740653818,8.779453500403754,50.962837894979764,56.25766533156087,68.0,75.0
121,17.182815458880743,4.34049005059904,32.52395664744458,61.282879108063234,68.0,75.0
122,33.164590743920904,50.408606664609756,59.92933534783643,49.73757811475402,68.0,75.0
123,25.88794652491205,3.829818100234256,44.26715530377243,22.576902081234213,68.0,75.0
124,28.102416332218247,-9.278407920255656,40.5252898591777,63.57187577451465,68.0,75.0
125,37.78868132094606,9.400005562001946,41.40084851346298,55.26239619998553,68.0,75.0
126,20.083757307282387,9.733363550434422,56.40467132094869,49.79963480445023,68.0,75.0
127,24.938798072438836,8.357228188063862,42.7992248995931,62.85873235108297,68.0,75.0
128,20.45525044155324,-4.017599892618691,44.581546064588046,31.08124841112248,68.0,75.0
129,11.678224415867398,-4.745070058581041,57.98419719886388,28.82017631142296,68.0,75.0
130,26.575132304521155,21.04925345685178,60.48758100491281,45.63868698499748,68.0,75.0
131,30.574619863134966,-3.5538472549631326,42.913746974270566,41.97098060389405,68.0,75.0
132,24.97247483653747,28.243596788956598,49.34529979685291,63.994711136547714,68.0,75.0
133,36.84552305771688,10.473743886408762,42.542846863762776,26.439465939358413,68.0,75.0
134,22.210827943931232,41.18002348747536,72.99295250300699,49.15696012461649,68.0,75.0
135,32.139178225399355,16.77571556692065,73.35157590788906,52.80499829979209,68.0,75.0
136,32.55592362256445,-22.21537562137927,62.47303026306332,55.47292798850977,68.0,75.0
137,20.890725676350826,8.800139191149873,64.10991193044497,48.64121969345753,68.0,75.0
138,14.125041304119566,27.390727081941403,68.37080815074107,65.15262701324485,68.0,75.0
139,13.928398474729386,18.47953573987433,46.757741693312816,52.81149723448779,68.0,75.0
140,24.902215932372915,10.545480563696717,55.85906501820875,41.059813259170454,68.0,75.0
141,29.255190423714858,-3.7029599894174385,36.43981761464274,44.69480964162498,68.0,75.0
142,15.680431800039718,-5.873495152068237,52.62938946649153,48.820287323251065,68.0,75.0
143,23.012205947728752,24.036567398046287,54.244349846108136,44.20415597780709,68.0,75.0
144,15.05232664277806,-6.38371431623365,77.84091396337365,46.415345160899165,68.0,75.0
145,21.201166559746145,25.879257887121867,46.78598216942779,67.98366012670228,68.0,75.0
146,23.008369331311187,-13.12589590741354,30.221791317298425,50.69158687271512,68.0,75.0
147,42.618717537607395,4.35653246549528,43.38764270944489,41.9645055223669,68.0,75.0
148,29.233439512132072,-13.017002431986018,46.13228886994662,52.679461873250695,68.0,75.0
149,15.847617188585598,22.415388158936103,39.375502930037534,38.79372521425205,68.0,75.0
150,22.585990205823872,11.89132571115699,56.25737140481297,56.04420632863355,68.0,75.0
151,29.09018799422831,16.39179211203995,45.71397250019021,36.06606527765339,68.0,75.0
152,25.216868126873248,-3.3741452174230577,34.890161579642715,62.67967297005958,68.0,75.0
153,22.672892768288985,-15.856739718493895,52.36213448123369,52.768413944186875,68.0,75.0
154,18.132861709060787,-4.82056319226875,52.752415532762434,68.61673422096347,68.0,75.0
155,14.539001184137279,13.398765851076481,77.1192151051375,56.0834494317185,68.0,75.0
156,37.528340454249076,-12.987950800557787,43.52564774087701,65.88790935111204,68.0,75.0
157,31.74613415428893,15.970038716030942,70.62885626417763,51.88999784001537,68.0,75.0
158,17.65513546283327,2.9289034417374378,37.72822686425764,48.33099391527093,68.0,75.0
159,18.42518669438612,5.264855744623848,59.845690739785425,50.83829876505388,68.0,75.0
160,21.101624822177182,5.644987649214645,78.59529873349993,38.16573101290552,68.0,75.0
161,26.563078698242567,21.580576089497455,65.09195884711065,29.65329797046017,68.0,75.0
162,23.55750827162548,29.687205295320865,47.358023630756215,59.067250691145155,68.0,75.0
163,20.04558905224565,14.153688317536549,31.272698771189557,57.66778410681749,68.0,75.0
164,24.850296123421444,10.959634253382497,49.16640742625989,33.45973836915509,68.0,75.0
165,14.819040602116061,0.122206547506579,39.65615917085113,48.83359350016936,68.0,75.0
166,11.852776042237275,-2.7206108934628563,33.91797067379398,29.069140992327537,68.0,75.0
167,19.129317514350923,4.405861860056987,43.33848067669756,59.21551914480021,68.0,75.0
168,9.388191603940342,8.951415738676257,42.09354400556177,37.256747433851864,68.0,75.0
169,24.818959703337864,22.89421853089248,54.241171756772715,30.516811444799174,68.0,75.0
170,32.28789231481962,27.275620241944758,63.43036176660895,50.91785626099046,68.0,75.0
171,27.975938739590113,6.381654494813626,52.01199294770532,51.639050623522266,68.0,75.0
172,32.84268660218392,14.56731092553257,81.77330106200989,53.20281892838996,68.0,75.0
173,21.377106621435107,5.4267906491352305,46.62539789650255,27.873750513829563,68.0,75.0
174,20.076794777665334,18.59764771398029,52.67444216629678,45.15579198678501,68.0,75.0
175,15.26945226133451,-3.0210332491620715,33.568960533947106,63.26745770401983,68.0,75.0
176,21.874341918049296,22.779062663197955,62.23262342931649,27.406928574027518,68.0,75.0
177,34.489986090619055,23.459525013871165,53.054181876596076,56.775731344732115,68.0,75.0
178,14.009695258930964,4.104376448401892,33.05592315390401,65.91396216651212,68.0,75.0
179,19.45589570173262,6.730854777413728,61.54122110294033,44.961424823675934,68.0,75.0
180,10.68651216092217,4.7338083017334345,52.68319266406502,48.17566894398564,68.0,75.0
181,13.852642907053534,26.66046939502115,57.75299011473147,53.798264934296895,68.0,75.0
182,10.572283547459495,25.848655931580065,59.33784392113509,18.068674948634456,68.0,75.0
183,23.69881166157885,15.953064298549238,33.38284209621582,77.87847880054511,68.0,75.0
184,12.668945882297152,29.121516898303692,38.41349217626124,27.7508492427463,68.0,75.0
185,11.361804256857706,-3.0766409350376858,54.853593562084804,47.86197108727853,68.0,75.0
186,16.212609064025347,20.630649835226045,35.52007795433394,56.65810220376658,68.0,75.0
187,25.346444440120344,25.521843351729522,61.72114630350918,38.52525358963057,68.0,75.0
188,14.390930859417889,-0.9487825976122739,59.84683928917043,58.66942837190838,68.0,75.0
189,23.55360827230696,16.47954890924649,65.15646021012275,34.487553274045446,68.0,75.0
190,41.55684602233226,1.1183355781824087,53.327259557400666,50.78678822456759,68.0,75.0
191,23.914320649209042,11.821264519163046,62.026493895178525,42.45897367907366,68.0,75.0
192,27.77016130389749,12.773733555598463,43.09374665589126,64.57908613928105,68.0,75.0
193,25.003669087821812,-13.618391571941444,40.46450223290321,49.404559997872404,68.0,75.0
194,18.97135956243811,15.942031386825679,53.249108612193524,65.3609671149387,68.0,75.0
195,13.863234452351644,1.2838769335612135,58.26619189284355,47.4683728666458,68.0,75.0
196,26.21623673489154,14.895556355430902,34.654922483962935,65.74584205342587,68.0,75.0
197,23.215484728777824,4.209899725374197,45.879292694520736,47.82720447940878,68.0,75.0
198,11.760267388289849,-5.7497283757395845,44.51929773731116,39.17907995785602,68.0,75.0
199,35.070517359947225,-0.6570780339998201,61.47930189059953,64.3936175268002,68.0,75.0
200,27.355911279370876,32.56988684415779,62.44916618248632,25.997975495487175,68.0,75.0
201,17.17574486828407,-0.764513306494992,68.85052391524046,24.738473583385648,68.0,75.0
202,15.429863313077634,5.8272486213836485,36.8652340077493,46.85283532974702,68.0,75.0
203,22.427209029480796,-8.76646489624066,46.183645178862264,43.85517736330099,68.0,75.0
204,9.946934059810083,-23.223610993277525,44.58501145821047,48.24483046857743,68.0,75.0
205,22.098063448034807,12.75264506310515,60.45334477544691,51.54405053055944,68.0,75.0
206,23.751223271616592,6.339670069597075,55.952232397227434,47.44521044364838,68.0,75.0
207,11.699138176202949,7.933170196425432,57.80850610717168,41.283631751228164,68.0,75.0
208,12.463890446498702,7.611968167673532,35.857634361803804,33.54650255584792,68.0,75.0
209,23.29389387860824,3.2844664817239346,76.93108172031415,61.18952367518651,68.0,75.0
210,19.82338238271943,15.987114034621213,48.51564086065858,54.70977951938483,68.0,75.0
211,39.68568457117321,2.8120319483768013,53.70499882866626,37.56339998839794,68.0,75.0
212,24.47514105505027,-2.3169179113704086,64.7560267783865,27.225000014107994,68.0,75.0
213,18.916679440043048,-13.18520545464093,42.69927223858527,35.355795978026244,68.0,75.0
214,17.555958652722836,14.316174133462873,63.97315817238941,47.499095727250015,68.0,75.0
215,32.34049240495857,13.78323987583748,50.46276179554141,68.32277396689848,68.0,75.0
216,21.008557980591366,-10.745878555290592,31.92781659931238,59.02032457415117,68.0,75.0
217,36.311887485223174,-11.770039134645568,54.41846839284781,37.95134681187539,68.0,75.0
218,28.446084791352682,-16.016393935266212,52.0923484287476,65.41602876795523,68.0,75.0
219,23.078845814875933,9.983519875966795,59.016665682835395,29.07733130810727,68.0,75.0
220,11.475875011649055,-3.0592536731720035,40.895763620400054,75.33903324072767,68.0,75.0
221,23.31147100746495,30.018578670129752,62.209893866099634,65.02467875171152,68.0,75.0
222,18.67841336873,-11.563591752249472,35.61211960483997,52.77581443615487,68.0,75.0
223,29.41436156802349,21.538807974378365,66.462132039623,51.70480114237587,68.0,75.0
224,20.06555240314725,-0.39928587458346243,56.8482895817954,46.71679401709807,68.0,75.0
225,10.904832150180916,10.717642394216229,26.928024061659553,52.36720850386679,68.0,75.0
226,20.158269310253033,44.95347288364134,50.9013773855768,37.76921480650768,68.0,75.0
227,12.615544689600574,-7.059105477129691,58.90500788835244,31.929210286753154,68.0,75.0
228,36.145829462300895,26.767881111963767,69.17361330581492,45.706073598112866,68.0,75.0
229,12.715597576376316,-4.034909494839301,53.70904685546669,47.689039672719076,68.0,75.0
230,39.132856560095945,13.025779053437558,42.49230358376627,61.348662991644034,68.0,75.0
231,16.947392119686782,6.190909996917711,39.453925979613075,43.07667244441093,68.0,75.0
232,36.54563808789072,18.011463912264034,57.401859137252615,25.97898134651929,68.0,75.0
233,27.796402086315332,4.9982614989663,57.35779749818841,27.309748193036917,68.0,75.0
234,23.021160089570476,-26.605874205987824,41.92015106200141,55.139746461860526,68.0,75.0
235,35.41250102700173,17.75517882119062,54.31824670239912,73.46894759277274,68.0,75.0
236,11.440030879233559,28.55928986546379,59.57127251959937,68.29063755078738,68.0,75.0
237,13.202469561514713,19.55980515100909,41.03246793296075,63.839373931739,68.0,75.0
238,17.94110480968268,-10.348367925043167,49.361880332847974,51.19882897447381,68.0,75.0
239,31.078291991354796,25.542637858539965,42.691362275881716,35.048028537083084,68.0,75.0
240,28.013417574542,19.10674507955509,77.051777932575,59.38720896767376,68.0,75.0
241,13.064571046800438,22.053862845263225,43.3039200898056,52.52269614416377,68.0,75.0
242,19.955706039317146,-15.16880069844309,56.271264519472396,56.03317215989555,68.0,75.0
243,16.93556892326663,7.876308855327904,39.12559341780879,85.75731187481824,68.0,75.0
244,20.231558218530168,-24.933030487688725,43.63304532006922,54.88761458458499,68.0,75.0
245,15.902266602646714,3.740894694783062,63.94239871347743,45.627269270813464,68.0,75.0
246,33.065795763777025,20.063570885609987,45.90655478299718,52.92273298497804,68.0,75.0
247,36.82765873072781,5.573548094767615,67.22979783959441,28.405913348783844,68.0,75.0
248,22.758686453802138,15.122938067486322,52.45906185009035,32.53577209894814,68.0,75.0
249,25.191928954067766,11.443719757809934,50.40308218752491,50.25859778829687,68.0,75.0
250,12.504005373970017,4.5887952849311695,45.98697221944876,51.69884261673934,68.0,75.0
251,30.805601515492263,25.861083485381442,69.72239464845376,37.74678903043111,68.0,75.0
252,14.832688847143677,18.045278213297593,60.70037752221186,17.846923501834194,68.0,75.0
253,37.72720583620903,31.94688703323718,56.08369897747639,57.006335685651464,68.0,75.0
254,32.27814694015534,15.43894520402107,51.45994404095565,51.59869322453646,68.0,75.0
255,23.41485881096329,-11.172226045135929,40.40837880948737,41.56008246831248,68.0,75.0
256,19.986230351086007,18.247586066617913,41.11296679622446,71.05334052489324,68.0,75.0
257,24.926103242238593,5.683705800770048,42.09586030105163,31.551425255563604,68.0,75.0
258,35.01251074689202,25.486496741419742,44.43949055317814,54.73306021525609,68.0,75.0
259,26.654288845296435,24.129157855127257,47.6447020888263,60.59659578191656,68.0,75.0
260,33.99387729962649,2.2096617548064845,22.326898002961904,56.7524791218171,68.0,75.0
261,20.43000273026201,-1.4278980789721665,46.77649969726693,55.24674408670622,68.0,75.0
262,35.335173856189,-6.157900904096774,20.195094451481225,59.8663837260332,68.0,75.0
263,30.926705807870796,16.674572740236947,57.151946555668246,57.944654324109635,68.0,75.0
264,24.9514538498102,35.55925586697302,40.76337741112,53.27908459921468,68.0,75.0
265,13.034222547978697,14.544526748688451,38.63685530339566,58.02677792629211,68.0,75.0
266,12.998762746462475,4.779169297040638,53.956374038529155,57.47827762661014,68.0,75.0
267,18.315785627243,-0.46205754188604686,31.151550964338803,50.87273664320936,68.0,75.0
268,23.991420710414804,-6.451652331663453,39.63779102380065,53.299425282406006,68.0,75.0
269,21.89514795819278,50.641907568372325,52.47981823782653,48.41824468260189,68.0,75.0
270,17.58047953045689,-16.562372094494076,37.62478696347949,54.433272262652466,68.0,75.0
271,23.230486631561106,7.584624736074717,66.97719907394739,56.155489551605896,68.0,75.0
272,21.09611790225843,34.807867477930486,57.85105549114483,62.06826499359318,68.0,75.0
273,31.406012549065142,12.632693244060924,46.92536962278229,36.54494341724298,68.0,75.0
274,20.663209838574723,3.501663978914273,49.39040952787773,39.22297220973087,68.0,75.0
275,24.20767982834626,13.098369176542434,53.1065501100762,48.22674517416113,68.0,75.0
276,24.738895139635783,20.048778115630057,51.5226752645607,34.745411377086896,68.0,75.0
277,25.992103539903216,19.53369843232015,53.7499697753573,43.130545937916764,68.0,75.0
278,20.478567896807824,-7.200717116195182,56.25583975469916,54.421169975134895,68.0,75.0
279,24.132907800759142,26.818222374060344,54.97038465919487,53.640727346838965,68.0,75.0
280,24.541229087265798,20.09171411296247,72.25201000839363,57.00298295229816,68.0,75.0
281,27.470774478981273,7.993179376370213,41.114151432751584,31.642466218208405,68.0,75.0
282,16.528276607862914,7.811592119917016,42.275483831856924,50.636834075734775,68.0,75.0
283,15.946279500316557,-8.858144248992755,45.28594915998191,26.846290204947685,68.0,75.0
284,14.136614525040107,16.142573654352383,57.33458250755135,57.20059717041222,68.0,75.0
285,17.13302858205447,24.435747366034217,66.14501775611488,38.68857384574873,68.0,75.0
286,22.167250564202668,13.653573113280274,51.80505834411884,45.536502807986466,68.0,75.0
287,19.08634236235439,14.412026779281756,47.26728801273854,65.85746652508654,68.0,75.0
288,16.538192615964032,-10.85298609686625,69.70909170149758,46.03526147619907,68.0,75.0
289,13.018428490572504,5.465370353682418,42.46826512865771,44.01920473378616,68.0,75.0
290,32.51442201052299,-7.0812373809171625,58.61139306451367,36.7354682088071,68.0,75.0
291,22.921064665657703,35.15607661169099,65.13967652465706,63.79375022701629,68.0,75.0
292,19.42547516662153,17.616587090846203,22.57654615383101,60.84538590908597,68.0,75.0
293,24.627980112395228,14.264801954327446,36.58338896958169,50.7116250814256,68.0,75.0
294,6.680125669186225,-3.7932827061995944,30.091227719055226,58.0126299438876,68.0,75.0
295,20.420342286144034,-20.975818256454335,39.38847349383966,67.93066644879637,68.0,75.0
296,18.817599426557507,9.495104196535827,43.63517259563839,79.8338156534143,68.0,75.0
297,37.196507995359156,43.489782964223174,54.862371262521506,41.96929997148848,68.0,75.0
298,21.617651687308037,-3.0685435879710603,57.94138641342256,43.18505031384524,68.0,75.0
299,20.610184762295635,-0.7203451284355538,47.77228727487282,27.656286835304506,68.0,75.0
300,29.039513444827,3.5452146180899886,47.01320922943925,65.15670316125397,68.0,75.0
301,13.951091501178816,-7.913441157301715,35.73168557901667,47.03812699836214,68.0,75.0
302,20.973062739781785,-1.0457640644807533,63.86246142149506,41.121460681111884,68.0,75.0
303,26.792199878785805,-0.4050267035795727,47.84749755568682,47.25667351749547,68.0,75.0
304,26.38557373632993,-23.464992828158806,36.99896956799967,43.987748918768276,68.0,75.0
305,22.31165086362786,14.795877802773743,49.995485706841656,57.189253139133626,68.0,75.0
306,26.50074088140222,-5.294983241037601,51.111001555592864,33.17700075128033,68.0,75.0
307,29.33095493568811,11.71135522991002,54.938347189505144,48.200965192731175,68.0,75.0
308,17.6588167427826,12.803018236510596,61.76753111804486,46.08424618373843,68.0,75.0
309,23.557841953313666,-7.0480926240488095,45.48325914026344,44.66519546861352,68.0,75.0
310,22.98901005183001,35.321340407711645,52.99889672839754,51.07610311797079,68.0,75.0
311,12.907930756546246,-3.635790745803188,48.73046410728095,48.3271141109274,68.0,75.0
312,34.42605400734069,30.38578260111147,43.656768191714555,50.465521216029686,68.0,75.0
313,8.178389861262932,21.18939575934739,69.56757523094765,38.923599710448215,68.0,75.0
314,15.574552916709813,8.016649090779692,30.93446941972414,51.38600776014396,68.0,75.0
315,34.986185742544706,3.78908211600739,49.92589147761013,26.526976047204265,68.0,75.0
316,27.40191043373689,-9.939671298562018,42.86840528753461,51.80112637081335,68.0,75.0
317,16.125240571738654,8.949740401038845,46.41767768673725,49.23995820902374,68.0,75.0
318,12.640692580434143,23.628399345020128,30.547897040012796,58.464926209984206,68.0,75.0
319,12.595867897451484,6.124237011721283,26.845444293843148,57.837515915078406,68.0,75.0
320,27.638107256480623,15.869785515939505,66.34025391493523,62.84683806059789,68.0,75.0
321,29.175193888638454,14.714935154768355,36.02527332277075,22.514001753497862,68.0,75.0
322,32.076100129864464,-12.762229164423601,47.29717357106213,51.572872529582824,68.0,75.0
323,21.635301938651775,13.404643077093553,37.52147464830325,40.69944673384304,68.0,75.0
324,15.461235541317471,-12.756239749228175,51.3607005677667,58.708458554167116,68.0,75.0
325,9.161339722446975,-6.355711428677889,44.98137082357652,28.0171959140334,68.0,75.0
326,11.08122392821821,24.694851635556205,53.25702793865044,35.81738758100907,68.0,75.0
