unit_id,AmbientHumidityBatt,CoatingThickness
205,48.1819682275743,83.46525970182401
206,43.47939113920917,47.57997826443133
207,71.36754590886588,61.81432968719818
208,50.25709296328067,57.14378404463968
209,59.02913629777984,31.22686093715338
210,46.640352813280685,56.8716507702676
211,65.88006910746483,52.70125805705925
212,39.83661726477509,36.94938586925858
213,58.281987314053914,87.97459362704454
214,59.13141760192518,50.81343927790159
215,63.705345299057335,63.68973049871213
216,46.944203853283426,29.419918662849298
217,51.421359703237584,54.102651461195876
218,46.618242703747,42.07462862430672
219,51.05396523471239,50.401290627532916
220,44.545694994927196,56.77400226316417
221,54.36610788839148,53.347639691597536
222,37.7821963591908,36.99912049163019
223,39.35130178967624,60.013414941273055
224,50.50301056287797,48.93108488020319
225,46.89773384602343,25.77104587183303
226,40.97190154124233,36.61568616006377
227,42.62139027162148,59.95148471089204
228,40.366766352172775,46.02453579231626
229,60.350198716436246,73.54767580743616
230,34.57837620956767,68.94939486851477
231,84.79271872828403,43.96602848070388
232,43.48009226631816,33.71063988736452
233,31.04663066345762,58.016062650583045
234,59.47954790629636,76.4184827745412
235,55.48059804741239,68.85502955471708
236,55.74698147481506,42.54981650813853
237,49.18615665601656,42.26377446541052
238,62.96723689201976,73.04477262972854
239,42.657607812161345,43.553066096952904
240,50.83581732975987,44.9665883665221
241,59.82843739963641,50.232241513705866
242,37.90030190439575,36.76630593818065
243,41.29312461836641,38.439292194109015
244,75.57037230180876,44.89186959914106
245,53.08227352314955,53.18966937208602
246,66.48354954728893,61.51557511222887
247,43.49127745265056,41.14571102828393
248,50.53736206459054,62.57337748106083
249,57.28047832953359,49.863564948095785
250,34.78329659051292,52.84120041649857
251,57.29628339072404,43.523122823868235
252,40.72921826872582,41.32388840691231
253,29.51234909359937,65.01637770524518
254,67.34294341392395,30.876637587232796
255,58.65744832093338,61.61187990385683
256,53.570465515805694,55.73525546668386
257,52.33053552207294,56.12300035050661
258,54.34223207499896,44.52573875285096
259,72.9946393369239,39.72105276296017
260,76.6163594745635,71.78067510744215
261,53.031813634870524,50.92290868103058
262,47.63972177393329,32.97933142425687
263,33.723731886453145,38.77633349058319
264,28.768148976750112,41.49275547799731
265,49.049912577848836,27.08227987816095
266,55.20468310724313,17.626132197593687
267,39.49271620882814,24.455913209568575
268,54.151149392499896,65.45055358807099
269,57.84307505434946,29.908111296648016
270,49.82180265985385,63.8439726529641
271,63.60566224722196,60.1288076965499
272,42.681956615262145,54.37101505527293
273,61.14848831691107,37.98535800488593
274,60.45225209462468,49.15261460386451
275,51.47342525937274,49.58490125065122
276,53.18350481860177,49.69875361765433
277,71.20310314304122,37.561263445097985
278,57.72837226539479,60.49177169777756
279,46.50573796008031,46.391889787846665
280,68.20816952165806,50.55922548769374
281,62.25631761842747,42.73168954905969
282,49.55161778826772,45.90134527670517
283,45.0826938802073,56.51994817919547
284,71.87311554982085,50.84921743981022
285,74.76173144948078,64.70118824957459
286,46.43726935105359,43.570574245851425
287,45.5225338317228,48.7019571004522
288,34.23840291778383,35.83747566177231
289,66.51415807893767,47.27934628449363
290,28.47355794270989,38.90586555167658
291,52.24491610114096,54.24446551925281
292,51.349055366743244,55.87696627589299
293,45.60792297174183,73.44036424050027
294,53.76857700357253,71.83729075025339
295,70.48871935391858,41.38934571542035
296,23.228364437072468,56.3102301987078
297,52.229092034896574,55.181834178340196
298,38.24044804814671,42.417486529087
299,53.01539187728185,57.33216562250454
300,35.84320851633954,46.607999887470676
301,45.98090926454366,47.91865232685983
302,42.26342551037934,48.513067442968755
303,40.60621847129245,23.449002385765123
304,41.9943362248634,61.73407048654057
305,42.73099563299772,35.93454829249393
306,66.46401227150595,52.53572333578508
307,50.138628106618434,61.977894826636856
308,64.39784272495672,69.0100233213264
309,62.42240281680077,43.656060224600104
310,41.630673729845,50.80689264036033
311,69.31179505644046,61.76877958795917
312,19.10189940636334,69.97233075203074
313,43.35735343963048,56.90430903839646
314,53.1481010256258,38.56403634182848
315,48.0276586888835,39.9822658119714
316,62.85167719862167,47.491772032171276
317,40.386097708941875,66.73285514821058
318,50.11409651619741,40.19299910576172
319,56.102997842494595,62.39380802638519
320,34.41072512754435,56.39978213089567
321,63.68256002362498,53.73094049105808
322,52.26806823009578,45.83130222167044
323,48.079224699851615,38.339796878558055
324,44.71791442798417,53.01901123620539
325,41.97831821659898,39.185655945801585
326,57.84475563516078,45.063760824430254
327,38.401084114476234,37.668502489672235
328,62.74724249960969,33.666495707147305
329,49.53061547625564,63.54312829794193
330,63.31271702171052,55.90531044244355
331,57.45432402036624,40.28885527043288
332,59.426259569316386,50.268531693226
333,51.889846054298516,51.323230788627306
334,48.34026512575623,61.28035936586465
335,36.89530200135013,62.18524552475305
336,46.508122513729575,43.52378060982032
337,44.939933459032645,36.64059167653422
338,49.5351041902607,53.84289728693446
339,56.13936182465251,72.99424069772184
340,52.044799843939906,55.75772210511772
341,66.2109283677978,42.48885857259284
342,45.02497812464156,65.66804002608734
343,28.168131272634202,24.859075146320144
344,45.502794524886255,52.2195617103814
345,59.88374029835913,26.853922452921225
346,47.84761138645895,20.927338404417227
347,29.873847108365723,82.9672664468595
348,71.89100977104303,53.475006832948054
349,51.8131412846692,57.31668414144582
350,49.8808195576694,59.51467071926931
351,51.58701293255163,43.199071504037775
352,38.824634930001935,70.96905435022164
353,33.807248579842316,42.99273863184885
354,55.343952984727046,49.3754366118519
355,40.792717378204486,47.719131317211605
356,56.56086772302305,64.69721351238907
357,47.969216732370484,40.98144022841206
358,37.07432531780658,23.85371301585658
359,67.18773127228823,67.60206758971698
360,54.374467382070975,43.96402527168078
361,37.97599321408168,60.191742161079056
362,57.934232108552976,41.434152490081615
363,51.22793456411112,65.16192606906142
364,29.056569409741332,37.06441189322502
365,59.22700279174626,43.44229409130704
366,67.93567032613208,35.017865432473485
367,43.087589292418706,46.44369655804511
368,50.90847857118097,47.20791513908743
369,45.36242355314242,27.495777697919173
370,54.18778001148641,43.73507245557774
371,74.81188851723724,41.428311822897555
372,76.35740835417589,37.88797868717462
373,60.728092728744755,52.122855231619376
374,59.61287395752242,58.81806496823481
375,22.888075250646455,77.29162902623789
376,40.43963096943967,48.889959065127115
377,53.13754695913164,41.311459559531954
378,52.3846575223246,23.308004666730806
379,30.05482015711593,53.61025431411417
380,57.961996820100104,47.4685168497838
381,69.7651830790546,75.06506680760589
382,22.614973708676196,34.44935978551102
383,40.67274187161712,57.360465104117395
384,31.48643867231593,63.24040770797601
385,61.23406141322327,42.81848174873637
386,69.7426862489938,61.66453901642415
387,72.61282892817326,59.41439191653967
388,44.015825924695555,43.545628475024415
389,41.81687103919735,64.85169984895936
390,28.98422574461522,58.72596217263461
391,64.26324672871453,60.69737505116746
392,44.11003008937601,45.3021432816821
393,66.11617746278512,68.41944148508514
394,71.14125633843915,50.07594775785776
395,54.310175662602425,63.25441730269446
396,52.77862054667487,50.792414656914154
397,70.5988914412029,54.439171082900884
398,61.573354740043946,49.04035127666933
399,57.021572342190055,43.48005953376857
