unit_id,CapacityRetention,do_ChargeRate
210,19.507887624942395,10.0
211,15.931622304152688,10.0
212,17.86974747223079,10.0
213,17.8479299862438,10.0
214,14.36020859834993,10.0
215,12.490080088995198,10.0
216,18.110279866961946,10.0
217,29.33835381808677,10.0
218,25.806859996072102,10.0
219,15.632673757774745,10.0
220,18.85249347436089,10.0
221,24.36028236800792,10.0
222,10.065460820068957,10.0
223,20.16012051593278,10.0
224,15.65576698087088,10.0
225,15.551069384987862,10.0
226,24.967647541563345,10.0
227,14.709199976109012,10.0
228,11.028846463143287,10.0
229,16.920985271530185,10.0
230,15.232705854483205,10.0
231,26.172426448602522,10.0
232,20.665687641493903,10.0
233,15.644250541581583,10.0
234,20.854530968451684,10.0
235,19.68361530948662,10.0
236,25.948139498057234,10.0
237,14.682014507061297,10.0
238,21.626845506085665,10.0
239,25.02990623374103,10.0
240,19.505682200649765,10.0
241,11.651549790444319,10.0
242,25.35083490308351,10.0
243,13.929627196211808,10.0
244,18.16658744793113,10.0
245,21.07619608331343,10.0
246,17.049962893338666,10.0
247,21.074433428920607,10.0
248,18.61388724777448,10.0
249,18.290599709204994,10.0
250,17.178555954523656,10.0
251,17.28902610462563,10.0
252,22.660978485955003,10.0
253,18.0312451234055,10.0
254,18.86005591613364,10.0
255,18.836779658988053,10.0
256,23.98593283761904,10.0
257,9.827779254403664,10.0
258,24.11544953265968,10.0
259,13.699368310724301,10.0
260,13.478455630215505,10.0
261,16.155309565250874,10.0
262,18.39009294304898,10.0
263,20.311810401465998,10.0
264,21.00692395255036,10.0
265,23.968419754643257,10.0
266,15.036717842359694,10.0
267,17.6773738149182,10.0
268,14.462437387120433,10.0
269,13.77718846848406,10.0
270,21.613649049231665,10.0
271,11.567059576471717,10.0
272,17.649813096986467,10.0
273,20.094654437942403,10.0
274,20.59745384881016,10.0
275,23.62381026147087,10.0
276,14.970884989358344,10.0
277,20.746700871497243,10.0
278,24.439213863426474,10.0
279,12.295466324149162,10.0
280,19.50971636455381,10.0
281,18.212033243359926,10.0
282,16.236773734135944,10.0
283,19.69116209180467,10.0
284,16.315992944491114,10.0
285,14.070880307299298,10.0
286,18.10897991440612,10.0
287,17.133065229345426,10.0
288,15.107016725131864,10.0
289,14.596785435281797,10.0
290,24.826567794419493,10.0
291,19.677211385227235,10.0
292,23.860890800671072,10.0
293,14.159683615191275,10.0
294,22.450855451655922,10.0
295,16.828651391643756,10.0
296,15.524714029350154,10.0
297,23.111230032756307,10.0
298,12.600299626961803,10.0
299,15.778757390031208,10.0
300,21.846144533447518,10.0
301,13.627289107454988,10.0
302,21.71710910822611,10.0
303,15.245923977778654,10.0
304,17.385713315678956,10.0
305,12.436397860866746,10.0
306,16.838913567153696,10.0
307,13.343230931865813,10.0
308,17.53918007075999,10.0
309,21.785813987450013,10.0
310,18.73238816085702,10.0
311,11.354294589766564,10.0
312,17.455443601893485,10.0
313,25.021098875665103,10.0
314,19.859966466151008,10.0
315,19.06825045938016,10.0
316,17.32060613271391,10.0
317,20.625266213466645,10.0
318,19.144821772999983,10.0
319,17.392275489872617,10.0
320,19.84932962253927,10.0
321,22.677587024734297,10.0
322,19.303866961640626,10.0
323,18.951586090991608,10.0
324,18.722509741400902,10.0
325,18.723219689941068,10.0
326,15.729749069922681,10.0
327,15.700149284253131,10.0
328,17.330132381656256,10.0
329,11.011885197144682,10.0
330,20.468138094747573,10.0
331,21.165905190804814,10.0
332,16.47351345478048,10.0
333,22.338500387830457,10.0
334,15.076169975922774,10.0
335,13.020608053747956,10.0
336,18.442988166713278,10.0
337,16.311827464778574,10.0
338,16.306960841944612,10.0
339,11.138682421170614,10.0
340,20.62767378326,10.0
341,19.84493293521461,10.0
342,17.00356385131877,10.0
343,21.703743287696295,10.0
344,11.59219114282396,10.0
345,16.481090516852646,10.0
346,20.60176230143482,10.0
347,16.99692452170648,10.0
348,18.372815067647057,10.0
349,21.2523838608025,10.0
350,9.753149426494826,10.0
351,24.270081737523242,10.0
352,13.99938571355808,10.0
353,25.8572619237079,10.0
354,17.47537626740794,10.0
355,13.804795655166533,10.0
356,19.440679223028408,10.0
357,25.57012288895121,10.0
358,16.1861532067921,10.0
359,16.568314242133738,10.0
360,14.003415920930275,10.0
361,15.319418341892515,10.0
362,17.355725591427408,10.0
363,17.829248154302086,10.0
364,19.939019977634768,10.0
365,17.230968923268975,10.0
366,13.406848269797052,10.0
367,15.337805039121397,10.0
368,18.743898851201813,10.0
369,16.068662759072126,10.0
370,23.78887865429905,10.0
371,18.765691127766257,10.0
372,19.74046755087573,10.0
373,18.28558064559065,10.0
374,12.784538348555236,10.0
375,16.71791683404309,10.0
376,20.79644298101177,10.0
377,19.910454211651356,10.0
378,7.092186959091677,10.0
379,18.42172404519892,10.0
380,22.61894461002704,10.0
381,17.83306626945549,10.0
382,12.512112231398469,10.0
383,24.203358319607464,10.0
384,17.766024732099496,10.0
385,11.887311299471184,10.0
386,19.32928508869492,10.0
387,26.895942799825647,10.0
388,21.647100130870207,10.0
389,11.095640380637152,10.0
390,14.319990396828706,10.0
391,16.50655601094706,10.0
392,18.10174022939539,10.0
393,20.397827442384845,10.0
394,18.7346831115555,10.0
395,21.057585710489956,10.0
396,9.915838256460471,10.0
397,21.19947653523783,10.0
398,20.66272849967133,10.0
399,12.549677663200114,10.0
