unit_id,MemoryUtilization,DiskIoWait,JobQueueDepth,PduLoad
43,56.380633107844346,47.11071921532854,55.430818646090685,39.21534221725859
44,40.05762753627822,55.90150554712132,58.97875889006554,45.61177761490021
45,35.58070962332698,46.2177069767092,49.802896928759985,45.19450548875332
46,50.265020679516084,64.37008398349407,56.74256529053821,60.388064090741864
47,56.75258814209279,46.73045437832535,72.80253966841809,61.98177905069672
48,33.18545713933419,24.39299983597927,51.011489808597005,32.4106814137661
49,44.95416452529162,58.09347653450324,43.92201422635071,32.496668941709345
50,37.02902574712653,34.86291084509003,43.874419596748325,58.94281498266916
51,51.910848590176364,28.343316396996798,41.25586555153407,59.94779810824193
52,53.00012271017167,57.609622641729075,55.110901140266925,59.444627034433445
53,46.24946210183757,52.56545548384622,58.336945019802734,43.16363382807297
54,32.869314607600025,36.5746866448775,47.26646702053361,59.448757617715685
55,61.696857443271234,59.284172235779124,66.7607658399761,40.50037681072652
56,43.414638894148204,48.281303674391665,52.785959453329944,58.23979841709084
57,43.60289395212483,69.14132580533543,28.71428238849573,65.74955027547489
58,57.133945218418155,36.64900348508813,56.867623874002355,48.18273965814298
59,40.05276992023716,32.328537761017316,50.62366446608718,54.84208840318781
60,58.965466157436396,58.390052668139326,46.9560494208153,47.02344803451493
61,50.993885163065954,35.166100515518075,38.12709583235798,52.10260799689027
62,65.72723528953445,62.906377080840215,26.62610022504299,36.18415516842808
63,58.176811911807505,49.17505723243082,28.254252094023908,39.662486658107696
64,65.76963205106934,70.36316906883319,63.3301394063329,55.977090192072254
65,43.51050290159952,47.28482073703065,62.20314673601923,53.98675312859604
66,15.768387458083925,74.98435531381429,45.58658900881364,14.121463674070744
67,24.303163812599358,50.495246455926775,70.57507075326087,46.68028337452422
68,52.637341240008794,36.82970530893441,42.70205980197287,37.274514629381805
69,64.21743071956278,14.975659970710891,37.373482617689376,68.1882958802483
70,45.08048936025662,64.41493299610858,45.03128227126582,42.030232666775404
71,35.20095386262186,60.26358254829789,49.36095705454358,35.84859842614068
72,40.5613078832242,23.999978125076584,48.98813849810133,55.15197497184344
73,41.82882317296622,84.45853699104576,22.55604626240905,59.70865172891673
74,51.70943584699343,29.283899868707906,31.568670243206455,52.24156956160202
75,62.72906019834274,40.89528820273066,55.35484174658444,55.81019459287801
76,24.516424487073895,63.37472253059281,49.364810089317935,48.09053604319099
77,40.74652683217584,38.16522372692217,31.831316203459977,33.06000412486143
78,69.15298617390745,48.11114001287967,48.24456519812105,41.87478580013977
79,44.323329721918185,72.75951635388506,49.163589361378655,44.447083539755944
80,25.10907298611976,44.447633520027196,39.90554915746853,55.45572429677769
81,44.92911559759751,60.720634198333556,49.315425301472,56.46379705336303
82,40.05548602375403,16.520042718895766,51.79310226945894,59.024552622360204
83,48.347241334026194,51.28657902769092,48.31594759578847,71.92443665368224
84,47.86012476249787,34.760998948813445,50.16178903477735,59.22756577633631
85,44.311180195085925,53.81070903741137,44.56251909216918,55.39708476606644
86,54.26734005926207,54.52110180654515,37.24031881716402,44.79023514391457
87,38.27164710648418,36.80485095689527,50.86191074943541,47.251368248932074
88,49.18582369486746,56.721182468061514,43.44695481855424,36.761801551689985
89,68.54350763175962,68.43042303945786,34.91970678292598,40.24790817519509
90,59.76514618559824,46.37053453608263,18.717057546998358,50.30825735440806
91,36.87336514628377,57.56619952090912,40.58607659468379,75.84682977696872
92,41.5258296474757,50.88578300158112,62.44561620744886,48.4420558399579
93,35.568005223212424,47.45371150103067,26.68861122847479,34.08112418589156
94,53.385133002470454,35.87783154501801,49.263866699962,54.81960035186966
95,46.5025148046625,51.338701772087255,35.46478598043641,46.126804565562466
96,42.03791573285899,34.647946684726506,48.43332728239342,68.33420098899154
97,50.08307832245576,47.65489661221787,65.00490123535494,56.28891290184986
98,62.328158203040644,45.45568455174812,51.73361687395934,50.84660092227377
99,51.00978759810312,53.00702465095723,46.470623575726066,49.5608118235325
100,29.598522431366987,42.13781301508125,49.03538621865067,36.9062400705372
101,67.2130138490005,66.39600185409533,63.884096042450544,59.0479156235515
102,47.58933325389128,35.3676749526561,55.94842341574543,43.243525812180344
103,54.46411306391309,42.251341308303104,50.47328186514942,40.605807971846616
104,65.44532181920763,21.159296488592027,59.64988879290569,37.598092941907794
105,45.36195407285639,52.92029472413405,66.15494316444025,18.39150425357685
106,69.37729676768045,39.55002501849663,49.241293573271655,50.42597635705986
107,64.89883538690127,61.81060521493485,32.701736602296386,59.927638902601664
108,62.81942239587909,47.05363303594324,58.379343415166375,48.653942070394365
109,51.67208487369749,55.172523745765176,55.91141982436042,55.06430004802606
110,62.64196526116608,56.10225126654776,36.287265970044,26.481886625746696
111,53.905287255247494,54.94223134721281,47.85221735072913,60.772388014406424
112,54.73669405910572,33.97771167244397,59.164179984921226,49.53130180700173
113,47.37675976292583,49.47140973675803,59.85528075237994,41.584041952021266
114,41.992213285952765,45.42136146376882,45.112353389867565,45.25380727371461
115,31.58123928171832,38.83811387340571,38.68628761014611,56.67151814509034
116,41.891701307826736,41.60710199229987,43.947747687021625,43.927262605401296
117,50.72981140877802,57.55040072538769,25.129098423324937,50.44047788043136
118,42.792198353966015,63.44194414602766,55.85498949102474,61.199309151358754
119,64.40482977642074,65.50875082417151,47.54764217957502,51.90254772442044
120,38.11128912383557,43.41434387828177,66.90490276946446,52.76492227930713
121,57.192362011024784,50.76505602501469,45.543161607683615,40.084271791481505
122,58.88005270968016,55.53603657722213,27.36808894120484,29.560187100101874
123,55.764231375350036,45.555579800943406,47.08926401720551,61.820113697844775
124,25.61330184721533,50.83814519600047,51.90031518817046,41.0243083538965
125,45.73638771270143,62.81087179401463,56.34694445807784,41.816223571603885
126,54.25955114887528,41.237131604682894,47.25871481663418,25.212783619952834
127,51.56806065047181,56.466576839678545,48.67979235612328,48.75592903939369
128,42.595580861657936,31.22476054016647,45.2425040913231,30.960105973837805
129,33.53947617162883,60.411450810435696,62.94984757030019,48.82556731360759
130,53.986832363778035,63.070561144370444,48.250183441180916,67.03431618648614
131,42.380982450848414,23.150430771389573,40.33216027406126,42.485361526968326
132,45.849651119524566,32.26714924915592,76.33521887817305,54.5434352069619
133,43.971976184836194,42.98961064153134,55.68747046875546,41.738658049356815
134,55.97958475610201,67.53303477694922,30.129644777384577,53.70501658772334
135,27.84044201099063,50.01810274671532,68.45731684268681,72.7888894561355
136,35.73193075892589,49.0618984843511,41.90064000301408,34.74071970418317
137,51.50033001677437,45.763274317239095,45.064183220143974,55.68499682658398
138,37.63431950847167,60.4080628125106,67.68097991685512,55.83042910195592
139,51.97848446407328,46.79116322239421,40.52440297905739,64.32667791366578
140,37.71679755327925,58.56561974439301,57.31597406857443,43.56207308575064
141,63.35669452486881,46.33078016666442,31.279341261858193,62.49722870401688
142,57.15539052059138,56.779274940535856,38.66548070960813,41.04017571412875
143,45.61835064874181,52.29160387658641,42.81425606119838,34.611234680431764
144,65.35289716486213,42.46803446297612,47.69665257917709,55.13201891019882
145,42.597433738880376,63.872151806632715,38.653723458266555,58.91281081478399
146,54.16925827298373,84.72446650624691,60.742244025156495,38.74302936560842
147,33.65968541974691,31.890456557963,47.28627646501865,61.60097572056964
148,40.72053812858184,41.757303816103295,47.63669523004962,43.98795703944639
149,41.72915058058395,50.00898617557473,25.24110803033028,58.8217750992129
150,41.58321254726241,54.24901306362825,53.1662058673801,72.13144554624314
151,44.323305794928295,43.30203978450197,57.27691635706694,39.21869537539246
152,30.791370624822793,55.442288877409794,60.18137062895918,40.602244649817955
153,79.83834275609713,55.872936045262655,57.7931141384544,59.068916966498705
154,35.5311463356329,42.65004707940589,30.96225429517167,46.9652459100889
155,55.67054722480471,52.96878843035153,70.4039912799968,30.533338325663987
156,37.29448647543527,28.742784089841535,48.075472024208935,62.84025560765441
157,41.49395040580715,61.224909734448445,52.17830878157913,58.24458688834925
158,43.02115956323772,32.368242958326675,55.774674829305866,38.52680987761019
159,72.69519785765098,36.86708951846833,52.17058415099179,43.03675416963309
160,67.12258557969923,48.658745901464634,50.02789594787674,64.53728084237102
161,45.76339731868826,55.54163509499002,47.27765919692295,77.50517456515732
162,64.33213118810131,48.28570793392512,50.434580649618404,28.561936784255504
163,40.087318541668324,48.82671261583423,76.79739968342909,33.271177130794996
164,48.03302317439247,49.65060998099225,46.365431217234644,39.491275420423065
165,67.70665644133317,44.014016823379364,57.65975430264594,41.89769641243892
166,40.592244697163785,38.96723380824193,34.74883119476697,36.51764475495274
167,34.9246542054889,44.272743649895375,48.72757831720657,33.93946399419587
168,81.54083923625514,24.841084707953534,55.57406220540112,35.09597014401213
169,34.50036589040007,43.01182945889831,53.62915211205883,59.487166891453846
170,43.75152854824739,60.9602392504377,34.688759262440456,50.87032582823255
171,91.60616625039482,42.02688325616132,42.469232633074625,58.65539723973871
172,49.088661589694446,62.09214278894398,38.13986337104444,43.33373578570906
173,55.95084168167215,61.823580849382296,54.63435939983273,59.48020816141172
174,41.41026027733062,37.45772933109034,51.23210665273865,39.44292064286443
175,45.76531730617177,31.896656979071114,50.34630673572872,21.185066737317495
176,50.27596961227153,44.02320489079722,66.3750748585923,58.51026114602259
177,58.04375515220522,47.11002891370758,36.56608891903505,68.80231416760861
178,39.518837259888855,53.82905502224974,61.64133435629338,49.93206115347277
179,65.90372679308864,59.6816784838699,43.23355551304622,43.220394949117534
180,49.18930740864067,43.6184558367154,34.40612534011924,44.93422207516976
181,43.57916006656986,52.326359628329335,52.89821166356087,44.85403666684907
182,58.76011500919499,31.9676277108502,60.91056754099502,46.17649036943667
183,35.645583792210914,39.67328321858379,41.30278662448835,55.53984314149516
184,64.06944391090721,64.40250190435856,37.18493725987012,32.47279008747679
185,61.64370554874725,58.90866312792831,65.50626475605166,61.25766491516193
186,38.424868659785574,42.251434434684484,43.17407075134659,45.852854824553646
187,41.18380045658475,31.691141189083897,45.409977599498724,57.94377614046664
188,73.69048340772139,31.41678436919827,54.1325121060859,56.890538564978065
189,29.188760519928064,49.88087987065028,75.10107301988445,76.95598084268282
190,48.806451100435694,59.71756685178772,58.25294516728137,37.487595858745344
191,58.41169856813353,50.76563663537388,54.798645551023625,44.557149021377676
192,55.717083313738456,54.39721063944577,62.61182519864633,45.038234832994775
193,37.01508744018553,51.62327046157258,47.83643056422107,47.62915898043512
194,43.09188411094115,52.38307601043861,52.81795398962361,64.82036905595409
195,66.58472339344499,64.36253566511314,52.00524554588683,44.6783373786564
196,72.04806882233818,41.12018104219796,47.215569967458045,51.93325666716946
197,45.483325750856835,39.95436318801574,46.56930878672044,80.2514001037264
198,31.531430421336516,53.44500131716513,52.35129036244534,32.21590132079089
199,39.027318116083286,82.94325154432156,39.90368172026953,65.57191415408862
200,47.07727935958123,52.33793961919754,52.86411513840249,40.178520101703405
201,53.336833551271354,51.149229792802,43.2388699798784,67.71980080455783
202,49.715188595953656,64.6941869758927,69.72255174196482,80.78828105010432
203,43.211356617358625,62.98281016222949,33.085297044109616,57.7057759552429
204,41.965193153049064,34.63690607157321,36.6858010704189,67.99686812445509
205,89.56186546558143,48.52227558697447,56.915724479962186,47.963102533010705
206,51.748837697594794,63.59795247145527,30.841044224437695,41.47139428343182
207,55.96502596942782,55.26879067777553,61.63394930878074,74.77965908486124
208,56.39583023086532,64.3007362686444,60.89190896182092,53.12618013370202
209,27.53467762413291,29.17978518175556,35.521021109864975,60.9737240850989
210,53.90913222023195,64.16254812640813,61.30756832661091,45.99912128257394
211,53.34846052349915,49.971381726568545,48.280784769902226,62.30085417469401
212,47.62744336658825,64.2204480669345,61.538793285138524,38.1502526287233
213,85.4567569017962,53.98937845162878,56.97860366317588,60.340624522447904
214,49.601469311427536,48.70386380383344,75.8389458937239,54.66323018104179
215,57.668809858028474,63.72584472454816,53.74805542630606,69.90987188517765
216,30.742939706400993,46.40194128464364,38.20987956529168,48.87426686998429
217,59.38690258779312,60.4789028702521,40.412285090622596,51.2492798052784
218,49.342920834240616,37.91895994250401,58.7803729421854,46.18098877808455
219,51.81282712657378,35.901253491144914,35.62581240952291,55.39908373385013
220,61.79331424527138,44.74326181241681,67.56126228389279,45.803975911323796
221,57.166042924884344,51.39072611522953,62.951068602521566,46.47265763441726
222,36.17665298366206,51.62079015100997,54.88370161004223,34.425485798313346
223,61.88557617438306,71.99172806405866,39.35718150862298,35.44797425106984
224,41.84540208302491,44.92600581627747,42.073560247374296,55.0145617313347
225,23.42788568665343,45.79800679287338,56.41083907990274,45.886527407281
226,33.85903435029968,42.10288975156476,35.2012126777366,38.81689706597246
227,56.08664247637829,34.01107097752723,35.89077468201694,53.8343106084266
228,42.46540732645305,67.14161849574728,51.068911493504324,42.43952231275551
229,77.13757919325714,63.835402188861416,52.31735879972759,59.99577690066632
230,63.43427328079762,61.42025474980747,58.62680331257204,34.500897915952386
231,47.74066672239789,64.50178463618533,43.89378578903418,90.04007408231867
232,32.17404226378543,47.89516120575368,40.33994010221076,45.095231742193434
233,60.16586775108568,39.24593384693414,52.8338527264886,32.37683109071367
234,73.02680277703627,47.57330893632209,44.15771139264327,56.22200822531817
235,69.4801478758321,49.162532757001,58.97317615510451,50.23659306145957
236,39.63278467064137,50.692472116707755,42.97250245578769,52.19800431203166
237,39.147161899529074,45.839873530316964,51.9856963161868,50.70919762328682
238,70.76945967560918,59.78387758874458,54.97186753827915,62.013515871469444
239,42.52759418300306,49.967958256058026,53.97670750052154,48.80629149021844
240,47.61869485364635,55.22795316281652,46.058802128296534,52.861566159562
241,46.566724011665066,51.884334507224025,45.494105111562654,58.31670888074225
242,33.5494004622457,41.00516799251347,47.168986730762434,43.13509375886625
243,38.60107770090038,78.7757320340564,30.101767720824146,42.77903372578476
244,43.19763767242933,49.29684161349545,50.227607546580906,76.32800009019343
245,54.147273343204496,48.84128682548544,43.356463434359426,47.85292980309705
246,67.21544132760512,29.84527152913094,52.54376818581987,68.55268109562559
247,38.512352744865986,32.88278468948326,40.96980740775284,34.90647348586906
248,61.4647349041163,59.912068566379176,75.1632884337079,50.10471543750553
249,48.97832413375071,59.65415510679677,42.77169894288796,59.90207023649025
250,51.35114821484256,61.522437720040735,25.9108547178979,33.54160547644547
251,38.21113531723979,73.77143222710782,37.70880033627353,51.07239011398388
252,47.97750550945418,39.3995115415936,62.73870215007665,36.00596677118519
253,63.28395646689816,56.54647022071375,38.30058946627579,30.685895354313544
254,34.411291843926385,69.52773139443946,54.95225378093049,67.97158841091823
255,66.48533324191659,74.22503473992367,42.40915585941231,56.754583150052895
256,62.918165986132756,38.9884379275755,73.7835541167036,54.752026830825265
257,53.46811610709309,46.487793011368744,39.703217015446,58.296307560987216
258,49.92791808970646,41.35866040963485,61.73154558415116,55.780976024751745
259,34.32132601799243,65.30287573327676,59.07835870980832,68.83730720743688
260,74.17839053970576,71.36884329269515,58.96214613433182,77.97737594864935
261,57.099498536083864,45.32245008778868,52.13902451679665,56.041491231006425
262,29.767205250360625,55.888632877558585,35.99487374881285,50.57932373338582
263,39.46698291617087,46.15435855209801,48.996896766782235,28.29620043037371
264,38.09992127373222,50.71784924591749,70.09147326670968,25.833663717072888
265,35.01156947531602,29.835543649026054,40.73957050990767,50.92124787479424
266,27.012292791754337,46.92981278957372,43.117404879607584,58.742105662411255
267,23.293821368993818,22.60986631777615,52.329008935950824,40.38127810151898
268,66.46922064115809,50.159835444847694,62.99601413145496,55.959468408113
269,37.494943346395424,33.755200949957946,57.691406977181956,50.53517039737095
270,60.75204965511648,49.79492375497313,49.47765305379923,49.676630036642614
271,55.57788959276968,49.47577357437647,35.34084904524911,62.167214055176565
272,52.3753513161879,92.25808286310098,53.542729079353755,38.49561205635311
273,42.0144126824167,34.93033789485999,50.76232408948904,61.9615850187887
274,52.691148967167365,67.57647708197622,50.52727902381071,56.12316144552529
275,47.28073750407848,53.82800332728913,66.90894759379707,51.64474515745329
276,52.84855921117594,48.31838245336588,51.33749051189228,56.09695081161024
277,34.78688226697587,50.23388046447859,35.490621345573274,68.6000590941904
278,61.23552038778158,31.855480800384477,42.13839525381692,59.20523684625144
279,42.323459112249196,42.22961661788777,49.539996904061,40.95592237732
280,47.80164292141245,35.851338897807324,29.577562778825158,67.9537111658156
281,44.2960848466279,45.28509420520742,32.77790110469032,59.323387495930206
282,52.0335613806813,56.202252060866336,45.948347681763934,47.65741697229937
283,60.854039416552276,50.34099032977511,51.635904054226536,45.238540402893705
284,52.2825257799512,67.0628855388868,37.013085280501485,74.63377974593305
285,66.25378345755912,55.605267012796624,55.65703564657449,70.97250980931224
286,47.180957065388704,49.692056371822495,63.09483113072803,52.94647922254191
287,52.54650500017266,49.92585965029942,46.62674848717468,41.41754794327471
288,37.87365422594599,43.60385653643392,50.47956088001355,38.15909966905073
289,54.15619411480643,65.12138285263666,61.16495979519958,62.7645037271271
290,40.291839113170035,51.65931377721946,36.58365962904702,25.39834933542052
291,56.8079177613437,36.68282230652914,63.30783766711084,49.075511386871774
292,51.68356191437274,27.712311573342856,39.97553097524191,50.45708702633604
293,72.72638126414576,53.737280535263665,24.61455831408189,46.95213752145106
294,62.405375294219304,35.55483377739539,77.53316827371367,63.97102788671842
295,40.939087813501274,68.19834918594015,42.24637903289934,61.72830683357809
296,57.92494086960961,73.0993828413841,44.45053138088234,20.58456248523627
297,53.99698057769803,52.088466172344056,43.1024895989209,50.102992846088405
298,41.63672885663893,43.07262270771602,62.641475791656624,43.3077140804755
299,54.286791270996034,50.737577317278166,45.08983898364431,51.62992618806334
300,48.47940747277895,60.09842716540033,55.780487736232914,39.51745299399483
301,44.729233320093904,60.38838925137813,43.73315027399381,47.209744109152375
302,50.30517323714005,43.493237527567764,51.09043561850521,39.2985804558307
303,32.69699263014107,57.5345611011196,57.99927537326404,37.51632943327857
304,62.523091605866036,42.23731212274623,42.42348085021412,38.77387198457058
305,41.47716954479533,44.124450406705364,37.94269984997846,40.222356921460715
306,46.91255554791063,63.733198775828185,38.30214048397999,70.85670548322497
307,53.59253275754756,52.26998601139079,26.95632495226221,53.06949916247893
308,63.136599974291194,64.13946981350593,70.50879863373558,64.84703190164335
309,46.81889844258009,38.676070980151096,43.242109004375735,58.699172367241104
310,48.80519811509096,56.626381965927266,68.22835070017356,36.73533486707115
311,55.863401205155384,40.1874292399848,51.172061321686115,74.32076399681141
312,68.0820832916169,47.42134945824942,51.1717884056129,18.596512488054948
313,58.20205373924506,55.760509527708344,39.42865303787919,45.906738233488774
314,36.111451458032654,44.23986511462863,44.87511399214507,57.28467265793105
315,41.82478441686186,27.94871323681383,43.52666910711762,46.034931938918504
316,51.90475305816247,37.34238168239247,36.068721964376316,55.65816290931852
317,61.81085236902277,19.291330193252108,58.72606460367393,43.73459125852689
318,38.00172799528707,46.84171927906816,32.06320501901148,53.78076591457249
319,57.02197082350827,55.413062708385404,54.40564350292397,54.50710943119799
320,51.13725463285481,47.934662035613336,63.28750966548119,33.89693042368334
321,51.1751621519447,38.5171694654436,48.24149628919362,65.95020996467866
322,42.63192755172398,41.30276855790172,52.70120267024506,55.38694320540513
323,40.844776300384446,61.7610167476921,51.27493518737087,41.9996617936953
324,51.40162733829764,34.200480847049576,77.76014808971647,43.72376536527985
325,32.571700960486055,67.08857773138365,65.03254803876364,45.407701796474655
326,41.633034305915906,63.68101040442276,26.64524550018517,62.52475262887298
327,38.63089877889928,64.62825581813951,65.0397813189372,30.66204238721589
328,32.88486585435951,54.74248504276381,40.83683856550092,68.42204783510883
329,56.49255435385433,66.18301718838018,52.67738744764883,51.38294882708192
330,52.801333790599415,47.74986936938038,35.88427632677846,63.36691287751924
331,37.27697550329206,48.756504875922,63.51466177462278,52.730248971023926
332,51.50080277642398,49.49704817633952,62.60232776402179,63.353262752244675
333,48.980346043878676,58.85075811928432,50.459297678205196,52.301115087225426
334,59.19294014044865,62.231995236619106,67.52552054383102,51.702461115896945
335,61.822768000352895,65.05153937167735,53.57176616688857,40.264651798744886
336,39.3687142164297,47.18075934616448,54.43692717517695,49.017461519023506
337,31.711591907764422,47.355686240354814,74.89273942300964,49.878735560441065
338,45.15176705320113,51.27146793082768,35.76135018383428,54.09716142354425
339,74.78729287923113,38.990875609337316,52.95418563691877,55.2780090443443
340,60.999950584087976,48.319821690650315,64.38287307688371,53.40150838265871
341,36.92728509502613,65.11344808836665,36.49346408927244,70.22365627527257
342,66.42906224113013,61.32771287080327,44.377147918236986,45.18316890493072
343,19.955631191788402,42.22665032455098,57.34824209698473,26.49957066832043
344,53.756494262862226,50.78245571166129,37.910192008874134,46.612789989787714
345,31.892769180510584,38.662060287017525,55.53992485689326,55.02849228769344
346,24.174158341911035,69.73488430735691,43.815923484332764,43.253509477504856
347,79.57018230231206,60.966696258875224,65.81089905589373,30.357263886992243
348,56.385362748375286,44.23920471569342,41.03043160152872,68.15611058888436
349,53.745240971332095,32.80454256048649,58.02845956429468,50.80149810105851
350,57.86859894584458,39.642751365978675,14.30792580493849,54.18320107130467
351,42.35675333717774,40.27898361717374,44.83742458611319,46.42083419468763
352,75.02139214160817,42.929867391273994,48.94746591163636,34.375738930451334
353,35.99658741329357,52.2434303570741,38.42610639639254,35.87020628257285
354,45.30082832979299,70.92083715340658,49.09901850287962,57.02518150099403
355,48.420736506790625,41.665305388041716,48.41789392823667,39.95475712920511
356,63.20330770526709,36.75851168449051,69.93379105374345,57.25560818260271
357,36.615700849247126,40.72543147491331,67.43690079649741,54.82948627570642
358,23.592426215856563,35.81317580615543,52.37380988776226,36.325176984757064
359,63.80806974374724,57.95789307894771,57.419701151388985,69.41271624090938
360,46.49832156903442,29.625916679615976,39.56214501468386,52.15426577779514
361,63.86545615367385,54.269432412706166,60.19365090332673,35.92985978840584
362,45.25165591396285,32.08656854115085,37.14631900918181,58.937937556102675
363,66.88780282311559,46.32433961713838,57.03384185985073,50.672383310894105
364,44.9160363451603,45.86121910620403,43.00711082956903,35.09044075763663
365,38.38398780875019,55.43792094810134,37.92510001759118,65.43889493808463
366,32.420964299686446,62.92360488784235,42.95232970528134,70.84135296217367
367,50.24370643945511,58.69907601193195,71.52769612172474,35.467173999337675
368,53.297023586714275,69.256283395685,65.20539162193838,47.689474400233955
369,33.458902563643676,47.69730604870507,62.01849497290839,48.63118057164878
370,42.47775324891127,68.8832020754187,47.45179479934117,56.9437364664699
371,49.52946075333507,42.129168394896425,62.13345834828724,72.26359964209472
372,35.135546787863355,55.96563362935608,48.89858787176162,77.89177390913896
373,45.65146396785142,54.5860678590908,55.48445449474945,65.79394775492128
374,56.61446223577947,51.583127225395955,41.543303114081276,58.639161871622726
375,80.40396707208933,49.32620282848127,55.49779311153762,20.02028564971539
376,47.50488487845243,53.90188177510559,66.42374351714557,36.790913943287286
377,43.92357203484562,37.81221868299005,56.164036475037825,53.96146326804459
378,26.30555231379472,49.95151489617578,72.4572357763344,50.85185009489669
379,52.66627515788525,48.12518887440042,51.96629400890361,25.94516650902069
380,49.817134820034596,57.347619075583474,45.31903658663023,49.77316818243726
381,75.3900667312956,49.0133805943894,50.25256310199818,69.74506608002284
382,34.49945699165634,58.54590261502888,63.51748630000913,24.044065446258312
383,56.367171710435834,62.497538953666066,41.03266953995789,42.37076300257035
384,62.11556262773119,64.90851989042952,40.569020750099206,33.62906775570328
385,43.54203838044423,55.09883054971099,46.91941255957354,65.56376595717614
386,64.76857773018826,52.44737089074822,47.11181568958931,71.71599340342142
387,55.25263659361772,46.93015708493959,49.27156404491816,79.1781887225503
388,39.94305262746517,43.90632485596351,33.370377095201476,38.2010743927222
389,71.61857729166051,53.55816820687791,58.517510918952496,36.88947059523544
390,58.752576248874526,38.79801731037778,49.17310893568041,27.63231253533349
391,60.270227010303394,47.52476186184118,59.3420816616706,66.35363309371706
392,36.832397251957644,45.72277079812615,60.83772592516381,51.649849201809644
393,69.8356970247454,46.12542826194949,28.199381494716423,68.74183125200118
394,53.903742811377576,47.734301793563105,48.62051127352115,69.7673274842474
395,65.05610827982619,40.56114126666263,30.22965538155663,53.19648175030011
396,52.83194624868473,48.601573822814096,66.12757337737294,52.81720211905891
397,54.534688582275216,54.13548299394934,53.29657624389612,71.40156773696673
398,50.32884646862873,37.55253012341955,61.994580278193496,65.39609313907971
399,48.913103189264326,42.96465925082734,55.45304892553616,52.56436837258555
