unit_id,ReadmissionRate,Creatinine,Sodium,LengthOfStay,MedAdherence,BloodPressure,do_diuretic_titration
19,68.92145016691363,44.942403673258845,47.491679377423075,38.17773687492248,67.14754389353399,42.94962370931309,90.0
20,103.24380811150819,59.06550602229404,44.02054108720862,55.87168968126296,27.023946720406897,42.17987650044401,90.0
21,28.887856568027598,55.09954365703104,50.77977562556726,15.261280012727912,32.380431997312115,57.229648660271195,90.0
22,90.22974706355673,44.75863089855352,34.43126398065324,40.6618139414268,49.592665540007545,58.7939360814017,90.0
23,49.89519567129244,43.80950779020986,62.18993567166433,52.13506926165566,42.986998727561385,49.13124012682741,90.0
24,90.99973631406675,40.06350889605534,50.55180585418647,43.707999467996615,41.96405185882919,60.14048651209687,90.0
25,71.71590559012947,42.89308042362483,48.51802791903824,36.04165830354312,45.03409946790195,37.47167901404315,90.0
26,61.669623965055735,33.93532789084054,49.73277098581324,46.098618283749964,42.9207596497556,51.74329845535799,90.0
27,46.426387624074664,50.19491256337749,45.03557344635185,33.32960271359868,61.017100103872465,40.231663026298264,90.0
28,60.63008946476,56.27628792574661,47.0486023327729,44.651523180362545,59.99712082393792,45.60530980129253,90.0
29,48.798568127333226,63.888948007524505,53.92004573811717,37.359288481744095,76.69875758112103,71.67057013952329,90.0
30,53.122560941809255,55.44834021805345,56.15244668588493,56.891416270468696,55.093773398603965,53.9100259724754,90.0
31,49.166983179539386,32.05318718992411,43.787599469220034,31.668280099393066,61.892884561457535,63.50048295118371,90.0
32,47.229316574966624,58.54532664051312,45.05300937427391,37.45682103175662,66.29027024965056,43.3349700003211,90.0
33,47.823633623221596,30.083325266257628,35.08816448594192,44.62079793438512,36.631896041830345,56.66169306988534,90.0
34,58.45201974014957,60.59524374910951,55.077855752536934,32.505512508050124,78.60570172618795,50.29196963569339,90.0
35,75.30018089146965,39.1939453624474,51.57538911666356,40.94962305444702,60.88484769602223,57.596505163514145,90.0
36,70.56398264158032,45.6156569294663,44.50840671755716,38.12659914681966,54.24583512524757,41.56684674538518,90.0
37,85.57598154531745,36.374651799100384,29.338670813290022,39.75106275183832,72.27696910564353,16.5435188734677,90.0
38,49.51145232521766,35.977237097152056,58.56757005713399,34.85747858664825,84.76710487482076,48.08487452429201,90.0
39,67.30784374885005,50.58910199516298,50.18606702058254,52.08767082312009,75.02711353965002,45.11573420862721,90.0
40,40.488265155293774,46.94634078964415,42.00261223953641,27.438539986664995,66.55730115157837,38.60039632585496,90.0
41,73.07796531965116,53.45597088012667,55.13566836620844,35.30972049832419,53.519524488690365,60.22748318310737,90.0
42,39.03844930650877,43.06254843462803,37.15843931156325,41.3702519567172,46.41920948625382,44.56175363195405,90.0
43,73.58769248649772,43.56438694625157,17.01449044740766,43.54687054045081,49.65583991688771,70.81540623541959,90.0
44,73.85417763464933,61.53356879353916,54.66070805218613,30.32257257186576,27.39944840650852,57.522231295687256,90.0
45,65.20000171726778,60.16941166180815,51.05804264222189,27.895336935303607,68.90756359509557,71.41770163465368,90.0
46,80.36394406785665,80.484484743583,28.99163817157933,49.69947639335054,50.65572294916536,54.7898528054361,90.0
47,65.01059399873151,57.01770194917916,34.00577011889141,47.89230033066078,34.27641273554253,68.9104045717498,90.0
48,42.523789291207386,58.77847956891992,67.66112405913475,37.452964936830014,63.260968614166025,62.63210432282695,90.0
49,46.11032162977724,55.958387100656076,23.602793252989336,33.11662294274474,59.9765779099259,56.82029270786466,90.0
50,59.173442928223295,62.253114007035535,32.10017518136276,46.18277616135332,58.72704741034475,46.244197881701716,90.0
51,40.69436958193144,62.218970848072374,42.347170471445104,46.97137005535791,55.584374773852325,61.14529587353317,90.0
52,50.985521509587414,46.01313579108635,58.11450114174996,48.388291993493496,48.39637267607453,48.80813801167298,90.0
53,32.16987149664294,21.359480289885312,33.945599214640566,34.30508332215976,74.20999894974898,43.56748458210103,90.0
54,59.22163792847046,57.9374479529171,49.398853942361676,25.703650129055838,45.76536524615253,47.89595334262224,90.0
55,66.69585853273523,54.95332405795345,50.18104177914765,54.20086578921918,60.30818760905508,28.05983721585254,90.0
56,67.77961414599292,51.728875176655514,40.942774289674986,47.656029320862594,43.96344319087829,37.98537712362109,90.0
57,37.50657209191451,58.755969434887994,38.569610006218355,44.6022397460294,53.01700293979991,44.745637776924745,90.0
58,41.24250751296104,44.40576863249298,66.97370227943861,49.71652713931768,42.10485605423937,44.65054302366703,90.0
59,68.8964317366028,40.41720229672226,63.47487684077226,47.89387931628423,66.90668499457588,45.81316066474879,90.0
60,57.14628944835606,54.46929102150807,22.656777564192364,21.961465705058725,76.16084352761078,57.19529839969834,90.0
61,50.691442830020634,51.80800254176106,43.248637679570685,26.365382378723254,52.08083928442083,47.653320815989275,90.0
62,58.28117136663717,48.40207436321908,47.595437963878325,43.22549088910102,43.86385370669809,14.047656017927771,90.0
63,66.20052540147023,58.9647729218228,69.68113501428223,44.078903915974834,22.05450076412226,48.169289575114334,90.0
64,89.47875512343367,28.089890527751397,30.69563090093875,48.424373108266465,38.68643064187131,51.26385237065521,90.0
65,80.80770280799678,65.74177530992344,47.4989853838811,41.14388409226118,68.4146800961344,5.427785047760247,90.0
66,49.45676454017162,54.15269355008887,48.633741549669786,60.75655216072879,77.87224333786816,54.61605820180912,90.0
67,59.23848152012829,57.175611554221796,28.987326837237404,58.06776092291182,64.16334709061536,52.88948702726409,90.0
68,55.676320217608534,50.06463686111847,51.85049211261051,30.322728802580087,47.57768088404658,34.15694539260845,90.0
69,55.559306718839686,48.8869799722272,70.11924859135807,51.089013753771205,53.61297754188763,63.38040999060339,90.0
70,63.03784672720454,40.9579896078013,44.69786461767917,33.9182493293772,55.12231509591092,44.987788910052906,90.0
71,61.82416555954299,64.71518638873408,31.542688416705563,34.638574136460335,36.652795688152324,48.63261292977207,90.0
72,32.5591017234743,42.304933154986706,61.547091159457516,39.924069575882754,46.113152863775824,67.99991468013461,90.0
73,28.791219833915843,65.78607213997928,46.20431265300221,39.24491786981091,58.29790666872777,46.68610320081205,90.0
74,65.41522137030596,50.1726006532233,50.77814320586846,38.2955237854152,60.29452483712341,58.7175393316246,90.0
75,49.918376534036504,38.41802219334742,49.14799556762436,44.44379363075995,60.89628230079876,39.94643747708445,90.0
76,58.99591490260574,56.87490381790734,44.810155493092246,50.957821656685226,50.58405078565156,36.141861754842274,90.0
77,13.933047944201764,54.057858431487105,55.40623637447405,8.356594220127729,67.76584923011112,40.04903074598105,90.0
78,82.41550011701108,50.242093498997804,47.19969618524709,36.89010012183221,59.54008946815298,48.20179485452602,90.0
79,89.48188999323884,49.638478544685015,71.72399432562118,35.521459589453386,57.33406682233451,22.332020173393392,90.0
80,46.532505782818546,34.35301148853731,47.40736607132146,46.88372643600929,48.97402098801568,56.625356121980936,90.0
81,52.18689433457017,33.29187324399049,71.68414501473126,33.901652831310024,34.13862796096754,45.70008243693784,90.0
82,47.109889545993454,34.47500741049454,46.09583885683095,26.5757580433421,43.336202780331135,27.7292540321431,90.0
83,45.091065040145125,53.39332741256223,46.186294694193954,37.28193523260828,50.72825376937546,61.06804697109066,90.0
84,50.586326577427535,22.42087555090583,51.42123661524307,30.7777934245159,30.737491683483206,60.61295961214445,90.0
85,59.47491690692701,38.622884389845254,50.15222924803305,29.387066485556407,48.67321051964626,66.6007667945257,90.0
86,52.65621399416577,51.07243500205581,56.68645481801086,31.514329703662753,34.89490021177561,43.22861280365943,90.0
87,54.063816743278785,49.4571575961707,64.79331494753285,23.359220049667726,55.8114569780098,59.40571847414912,90.0
88,67.5004696262596,37.52173779984144,66.1809220406595,54.25088122193316,49.39623543016289,43.545731367794545,90.0
89,38.42074432213158,38.43948241574965,71.83976202675237,45.085919529389635,68.4069854339756,47.47057612746828,90.0
90,73.23314349105424,56.15519797937643,32.20550897866745,35.12678364865383,53.14284234720978,38.384950498071476,90.0
91,39.50556875639991,62.57185229166728,53.81261323073377,40.52494065869995,69.99804565083167,47.66189162511543,90.0
92,59.99955450535492,50.83764413522846,51.75740419161833,43.885972338387916,53.2454288549243,57.286944673814574,90.0
93,47.31717505661513,35.93396640228145,47.756114879425596,35.227493436471654,21.202983939690313,40.869160863156935,90.0
94,61.80442150487342,46.88147431308821,38.81099049984229,48.488378873172216,52.10411823637534,53.74707580370631,90.0
95,61.047209701898886,32.4067422223009,46.07631856693046,29.36464532438737,68.67926812328741,43.378928202730926,90.0
96,87.9233703937941,57.742700849708754,51.15629881433003,46.959634031838185,46.52923376875162,47.82792242763423,90.0
97,85.20818569151224,54.944010964416336,66.21144667335551,44.17778840818472,36.335675018826564,49.51544590460807,90.0
98,34.3810110211993,66.236012188924,53.95955825809003,41.999433498976714,58.74945530830085,71.86198618447327,90.0
99,38.49029460919397,41.97014993036932,37.88292135219781,47.24926064499256,56.58971518370677,60.69937732346282,90.0
100,64.74942016761956,62.52450348787277,54.01423465134965,39.26294224793869,38.76833392796698,55.80336643513241,90.0
101,76.97004190053428,49.20518670630429,36.30358340257471,50.31558564671064,51.81394169617203,41.47220654345358,90.0
102,72.76757971871568,22.380310865004006,40.70390480355615,34.33179214112521,35.865533686842234,66.4629936584324,90.0
103,35.16750217467714,41.81223881143851,44.26154115077601,32.207370166827225,67.94318037329731,64.2931663637276,90.0
104,73.63082750539657,42.010596032973176,42.81227674295972,34.27929081257181,51.47943617295229,28.234895738331016,90.0
105,89.32458846504068,34.670131817689594,46.851013255130326,42.89985127227921,37.34026708547745,44.04819322314744,90.0
106,60.23736000266132,43.273727402047825,56.37442264056211,36.79956787177244,55.60769408066766,43.93983546988336,90.0
107,38.80023749991245,45.4896919798893,60.77100277705703,26.565126641330725,42.259980214696036,40.799155530344144,90.0
108,70.59370956539364,61.826192924991034,47.56626884854024,57.28882885148325,51.89163311639724,51.29712785532931,90.0
109,47.101001323062754,51.141995034521436,65.1425304156714,37.143762954808025,45.24725858016999,60.08710058729826,90.0
110,85.505752384552,45.31327667852132,30.49134784387302,33.41833758024171,66.60291437068467,51.52362423266499,90.0
111,67.544954018795,56.065796253162475,47.02924508593388,25.841217776269946,64.51819669217979,41.73425484188531,90.0
112,46.99962776210683,42.209651360333346,54.26220206627074,45.29985563496257,51.72847523663962,44.98374831466964,90.0
113,69.98894631965159,45.036386059779986,62.89603942695903,24.79623985986267,49.308767440918956,35.9849855441171,90.0
114,78.89549985043855,73.5772245397323,53.79052541747126,43.596428716828434,29.05531762083736,40.89779236901014,90.0
115,52.258185283478234,52.90930404790775,55.82287978271508,31.35601672871375,49.09477027431403,26.53878720137131,90.0
116,47.47178168264386,55.93490462596073,67.76279241320623,35.40299014092689,47.69327795264482,46.70246422372818,90.0
117,29.493292189512047,24.02498756668398,40.806300870834825,38.90154327051531,36.86385469729298,64.36978469618936,90.0
118,85.35995699220882,41.674942745035366,53.2489233607565,52.990777179372046,54.68354282157897,57.67177187679828,90.0
119,55.29881059331209,34.92875898568522,45.26739983146123,40.970622153912664,69.95367800962396,67.54174475136314,90.0
120,73.49325164560994,78.86068999451133,47.52965135538569,29.77461874342787,41.670080756174585,55.0633613573783,90.0
121,96.98167082011065,44.383554135269584,44.69763305070362,63.15006133873808,49.35132383327636,31.611033354972196,90.0
122,50.67317498669847,56.7984824171028,74.24357669497961,32.82628513798219,66.86862291353285,74.3344760896858,90.0
123,45.78505084718888,33.61199547044713,44.73939479916117,27.917433740079723,32.07869853482126,46.92465979995714,90.0
124,28.105277851986774,35.766296352488084,37.42945440514906,16.417171558702915,30.135129558601314,38.908594653055516,90.0
125,52.53500321300091,54.86043799008458,43.69850596563102,42.346634132841416,66.75978041571962,59.10290315492204,90.0
126,45.55516049741637,42.041503045704545,72.01372615508521,27.689526515211288,46.40965456410752,51.958550830115065,90.0
127,82.93603676017293,63.28942252059466,59.80545924261133,52.23293587276818,37.04778646209912,37.028261241954425,90.0
128,45.19764009609341,35.718273528946845,33.94112449500012,49.4285717858579,48.17882378675989,20.63888169955031,90.0
129,33.855349078079264,54.98239001950712,35.84061488416164,24.465481030356337,58.33686353465367,56.59555070849463,90.0
130,40.00629575761001,50.918698243194086,52.54551072189646,43.0946458836113,60.08747252543009,51.14013943480764,90.0
131,75.41940503844211,43.9109043388141,46.69178499689358,43.34836148595657,39.0620991169165,55.984439306535215,90.0
132,38.660520698474656,49.76040950314795,48.12052291877208,43.159352019293294,51.78111894575066,78.78101061733166,90.0
133,69.43786838012373,54.676379018379905,52.49014756651413,46.738715029210724,59.98660563121446,50.83121561044003,90.0
134,35.934150868644714,50.585811702530016,59.80629964079994,43.968861090830536,49.64740826680796,36.34798677763934,90.0
135,45.92175037888787,49.886315648800114,39.77218951304192,51.063754661401845,51.83739516789352,47.04063929371564,90.0
136,40.631134901801786,69.27131499991854,56.58598226275813,44.77644696073138,46.07186112094058,28.856301356578573,90.0
137,28.298327262414052,44.79348646430591,57.52379428801684,40.30721596313193,50.5507509517521,64.42118652500386,90.0
138,59.546672129855914,43.28096867561556,47.5791698432287,37.029724114887216,53.27633499227545,43.2831976068382,90.0
139,30.71332503004981,46.93009169746775,33.694501278757286,30.627035489866287,52.48659928623981,52.370628648702095,90.0
140,85.61738179247253,53.368586419722966,49.21033600737188,45.792419883887504,34.49558726457273,44.61556548082648,90.0
141,53.60358356465636,58.37220767115181,56.24562930839638,49.655112560716276,46.598990598577714,71.94399233367102,90.0
142,51.77389878354199,39.66755436487491,55.742548145137086,34.88698084690712,41.14101415729184,56.27302337577341,90.0
143,60.390436467730495,28.299274532641725,68.4072965699874,48.8758620434296,63.47545883475142,51.099459702831346,90.0
144,79.14428197337432,41.27310522672724,67.67572047955028,41.83362902484536,55.7743777347428,55.08751878575133,90.0
145,64.54850598864508,36.254405210122435,43.65242176722954,31.688391267283862,48.73234168593903,44.047260791572576,90.0
146,46.529100462834776,32.392785758168046,50.29955643820955,30.443572205337446,28.151490571252005,52.64533317695922,90.0
147,92.00634314645433,38.208372476982895,52.62630003977718,37.99377961715091,50.202244860546884,48.35967220967414,90.0
148,76.1430877176117,62.60193566947153,51.809920626185274,48.5887980131813,27.472033140777704,47.53692830757075,90.0
149,66.91653204969886,81.71088472647442,44.32709890080045,36.56993797091405,62.366783660855056,62.98185472056945,90.0
150,53.56130119698389,51.101673265515814,50.01473109800535,34.730442123549345,47.57306511722183,58.68293831906699,90.0
151,61.265809311364954,54.893258605459216,51.5951941982426,61.824424068248916,62.034486817717635,24.198767881714915,90.0
152,56.78347479399679,46.16970941651576,35.84563287703179,39.22889031830895,67.10146744352171,62.15246570996716,90.0
153,31.35872368823787,67.75780358126448,32.84363168951943,39.450358536629324,43.7578476678481,58.1777126004172,90.0
154,40.483797505002435,48.00195976862908,41.76419298108468,32.597819214518644,50.61705664677659,48.25668928444583,90.0
155,87.48307014756514,41.10982774984153,35.20531233721747,36.38421216547073,53.06889294079497,71.76107298194177,90.0
156,49.924087522582546,50.7793798556667,47.78469497013582,28.29931831662351,17.006294708438947,38.28577947245058,90.0
157,42.264454843451944,44.49852794055004,25.243722003256728,25.549919402318444,55.87764607548991,52.83887140318656,90.0
158,58.85323805855907,47.805306900793866,44.53683758066533,31.00908586998361,55.334986168655504,42.98161522020374,90.0
159,29.444040304229805,43.66284837542388,43.15135935264136,30.62478599718661,55.02342241061268,49.535246696608844,90.0
160,32.74208830545451,58.793192729359205,44.13765897860819,43.684229157806335,52.26672178523799,28.27335372833784,90.0
161,50.75379184975465,69.77262450329732,82.02370965782819,32.66448775791279,54.00191641812875,60.4190525080659,90.0
162,59.05078575119246,27.547576995705228,51.92017490190983,65.06878648791144,41.167019658976315,65.32858230714324,90.0
163,101.79875509042245,70.16157899607163,35.649993930715304,59.121602675982004,51.00424328544507,70.91690733501727,90.0
164,70.78939992644844,49.02930477696443,49.06100652257566,50.53307692226399,43.29439898245864,39.14639924587912,90.0
165,49.56377859174285,46.73183642359588,60.943931090542975,60.75101783931143,79.05200349728231,43.52875644004012,90.0
166,67.7445364322062,51.98017535490755,60.11467102089308,31.865216013629126,26.122616621952083,59.36130316521449,90.0
167,38.655425575402795,54.692484274136035,54.256289524700904,24.395439033623987,58.153105391721084,34.70203201005764,90.0
168,50.19166797315252,59.50173112190255,52.802470871556785,51.102788307826586,64.00087658634602,35.82936599220636,90.0
169,69.6297490476522,39.4185922207611,46.60404687332421,46.59029026385446,40.49116883899277,50.74896506282086,90.0
170,34.783221662478205,40.84624164909085,60.653511239999006,38.12448314848237,52.76446666867514,39.6984991257582,90.0
171,63.45853722963494,45.00667369851508,46.994250076377725,35.66305531024327,41.37693947539838,50.15801470563094,90.0
172,36.977481181542444,33.93707125163056,49.37434383378596,49.365177496719056,62.45985616630344,34.45694031750507,90.0
173,94.79554026774257,58.29901826481576,36.55569007325565,43.60624873521592,24.880533048769607,33.5627226856691,90.0
174,71.62400076389231,48.852376304782716,54.15812293650153,53.32080437879013,63.52697347553134,48.252529282142476,90.0
175,62.453675316489594,45.711380596519156,70.61803972999957,41.53061856966414,27.55271614769434,29.96584048080701,90.0
176,56.80269135988313,61.745778495100296,50.459804920338094,41.1370590716972,47.249541020342825,29.04840836600167,90.0
177,40.62542044367345,45.298809614830596,32.165501476793786,53.13269351181609,37.046731805070095,49.79431621460707,90.0
178,79.75574207097206,37.25877614371582,69.99276107968574,47.55874125046918,52.968325388931845,65.35997418483443,90.0
179,39.70554804275305,38.00781483278239,41.71832313278225,51.66939943893025,53.68083160811027,74.47363766841579,90.0
180,65.12681896161784,58.87733814807689,66.88813865718494,37.49237318355563,71.34834975089328,45.87280204995955,90.0
181,68.69963847057727,38.41245616111959,61.819596946590465,37.94739458102693,51.24711680773235,37.79818268685476,90.0
182,71.47582203066808,72.77972824166979,38.596128205969976,25.12924768752479,43.67202712594855,66.22597976723088,90.0
183,50.342411028143125,57.92574527835612,48.26225267815295,41.33834063067966,72.9601726268563,57.4695660756447,90.0
184,38.221507746800164,69.35252263290874,45.63829438320667,52.62808543600221,51.94453129982779,57.454151789751386,90.0
185,66.67904135471309,51.927860342826826,34.03393712978133,38.71716418671944,63.9492957275575,44.09836957410304,90.0
186,64.46028361301221,29.42714428684204,58.75021912889621,33.77819556492065,49.55156646746716,67.23242554183561,90.0
187,84.71176559158978,73.40722299958075,51.8534393032861,24.526588475210616,50.57676899843038,58.57624793720241,90.0
188,87.10639991050563,45.717499154846884,34.892992377841104,28.013362978538183,50.469895536034024,38.83076109369476,90.0
189,74.6039638600126,31.461983599051116,50.84618972075919,32.20357276423417,42.26842541302458,41.178578630010456,90.0
190,54.01464059074969,45.665493463634554,54.88205549671353,53.334972735802545,49.399135041530975,36.60824694071231,90.0
191,75.71936569094927,50.97097799794578,49.55489140451824,36.662104031507255,48.49665350014617,63.21117065836658,90.0
192,86.90493910584915,44.62422175837232,37.15790545207304,54.39971177742846,44.77698478151344,58.62136176115578,90.0
193,67.00432383320305,65.31184619180999,64.57360691514822,32.51724288438783,67.21185283293563,54.98799980754601,90.0
194,73.03520081069023,49.5949866405733,59.29191030763243,46.78647629479949,42.226752578186606,37.210945231636465,90.0
195,77.53209794651198,44.76579046692068,62.52429225338617,34.95351953223174,51.6616019942694,54.04552559077446,90.0
196,69.0208783142984,40.67164977833162,33.783819286291234,24.77986303611528,68.12071446678513,46.5481906034321,90.0
197,58.245997642370256,48.603181893008774,50.04248483041593,43.25211886683957,54.79299320828046,16.170233992041904,90.0
198,50.41585782458945,68.21439440997307,38.41378201872888,51.11635801319563,47.43506887983453,37.67172436021946,90.0
199,63.098856641032796,61.65986397445955,54.79662996281473,25.89511092820907,47.830415337811324,57.74399543172667,90.0
200,58.143159827579844,42.49063252336424,56.015562193369526,45.00039485766757,46.19304431107106,53.381892684748635,90.0
201,50.36538015877335,25.393002715367636,50.10278615227927,40.561294432704514,69.81161269507687,53.90399480887241,90.0
202,51.43446375256171,63.18253422385165,59.918408124832794,47.3030685770132,46.19037068255453,49.723346527682054,90.0
203,43.070648271810676,50.24220662115958,49.13660576459859,39.33344988637486,72.12589346764429,69.08052079242734,90.0
204,66.33350516599617,36.416909129580084,71.09927581125847,40.42372418600131,51.14123759917205,47.914038043426494,90.0
205,68.7292783251677,61.04022134322833,41.960053101991626,45.56779445403579,48.66106400641881,48.36271219496036,90.0
206,76.26042831644658,57.69744480126929,52.96571888864498,49.48673991077938,40.930849814452365,46.98068041148483,90.0
207,40.15693489135543,64.22565974857827,51.720506721684814,28.728971998732977,50.858716883532395,56.39752637893639,90.0
208,55.34787648924624,58.040465674137124,54.995932240491996,47.781554890131886,60.03012976462086,47.57847688375387,90.0
209,90.35526971610973,28.551357194603405,43.559511792019734,32.657403240048815,50.76342080011751,54.652455355084356,90.0
210,44.4500531009111,44.09092429005265,59.3492086752277,43.764901683629006,42.00527367519217,66.97737180515742,90.0
211,39.577915476965714,40.13240333845421,56.611584044359596,34.3896495237422,54.97457031934052,64.94191510790031,90.0
212,43.797472244496085,50.77714088771717,32.98279338275713,27.840095000327405,50.701833125010694,57.68185568920224,90.0
213,59.98085271187675,44.71413697754327,38.99653286558594,42.2012585562206,61.890726472409135,43.27267992529112,90.0
214,37.15853351836722,45.22762451217371,38.494183080426964,23.9695420204481,51.402763372805566,46.5363663033935,90.0
215,52.071410534590015,34.864218181655794,58.26847798561315,37.708823103579846,32.805219756402174,40.42857112752689,90.0
216,80.40913490063072,49.692131802911184,18.555289353780587,44.51405140461905,53.949028749087404,38.975234759692924,90.0
217,41.44615513616782,39.44136693500737,44.42224407259574,47.181412689875124,42.84756872360893,52.41672730814327,90.0
218,30.952917502331076,57.996594040000446,62.00207799088159,18.450270668904047,40.64540304992163,36.15001233786069,90.0
219,59.05812952289914,32.50853106501046,55.9788331891904,48.645184413715555,66.20734562826154,56.841406910111836,90.0
220,99.2421367615597,34.3951351553685,42.776481337961634,48.28438268160028,59.65744831370031,53.52177305516456,90.0
221,58.90935855859693,20.408573616063865,58.0676239560918,39.66713893551901,22.353270747996916,53.55864830462728,90.0
222,84.56684683392693,32.30771960620116,55.01358729797209,41.53495616032737,50.466046744130814,40.36838603642755,90.0
223,46.580997395209515,47.35758111852567,51.437076551919255,38.749020059508865,59.387902613147084,29.770023971519056,90.0
224,50.22525148049114,29.771484653962993,51.86880815783202,33.911505717095025,41.32594551911335,53.146848502674715,90.0
225,28.859378207950805,19.51752447321702,61.26065270988354,27.553114287957417,68.48803273887356,52.19292901730535,90.0
226,50.632082417505295,41.77673219747617,47.87142403337354,21.743062359467256,53.9893204642546,27.051515335124403,90.0
227,67.48834186900177,67.52673994180601,49.92563530930956,53.78504335887799,60.91150202920613,54.50416494729286,90.0
228,31.375619838582733,48.192640555982514,53.80078478606091,34.05925216291481,51.76632135455384,48.70530295983998,90.0
229,39.00135429935999,52.94795896040699,49.36472921213594,24.110486132811022,62.66405144512345,75.87301701686778,90.0
230,68.94527749918534,48.86722895685163,72.48789650311663,52.39375604669889,41.76072698133469,53.77113291576814,90.0
231,42.2290745908148,42.40976670907027,43.788187911032956,32.57728852607989,65.11155504566187,48.41373935008857,90.0
232,103.90235080124039,61.62035619313795,45.45634957249078,48.204791797208756,35.21001563451107,45.10021672066119,90.0
233,48.84517974386959,50.46825345621658,45.16417339402869,32.01690720041395,62.46186089518839,60.206720783009445,90.0
234,69.53930360414451,62.00564499775209,59.87336899092915,48.84072497168223,50.117715831591624,52.979267730208164,90.0
235,32.65467553340006,31.96375720639103,50.06211926987876,37.148787609967926,71.097413314071,45.53816458504912,90.0
236,49.16319112778794,38.56177365180424,45.72832848259578,34.714664235646374,67.43599754523164,63.34492948437146,90.0
237,71.16808048759216,65.85325568142896,24.783368238706153,40.801969986118266,34.040394745689866,28.607605848114765,90.0
238,43.92772209608036,38.484349863829294,33.564928725190065,29.772088011861015,37.07743998866488,50.37723794204843,90.0
239,79.50092074925777,44.149437906652274,82.07938366003613,39.39753148165253,66.69437133780178,65.45666384777115,90.0
240,72.31378533653576,39.105998775077246,57.510007364910074,48.43004721085079,29.77531573598722,81.97631866294263,90.0
241,30.1928661491802,43.324740297862384,33.89740152817901,23.60721915138805,43.596962918509234,74.38984496710462,90.0
242,25.178003389793346,24.28032015008526,54.12970115972095,29.742302005819674,34.40794367859633,52.364568542996466,90.0
243,69.47416140924727,59.126560117370126,40.913457693824846,30.34116425966937,45.92215753693683,66.16223117895463,90.0
244,49.011694132818306,47.25396816605392,24.327208630888098,45.51893388555518,44.996074975450334,8.711525864040212,90.0
245,50.31449639075336,62.53203061741901,60.104449219786694,21.918143304376173,18.4823581026209,63.37397051402282,90.0
246,61.82527524047737,37.281710470014836,59.32292935792165,49.64285529592721,42.99310084082862,42.2502761926207,90.0
247,51.62702064688116,72.95474525174023,36.342675260067686,55.57597281591023,46.633327450142104,53.94011882790746,90.0
248,16.872004637615422,38.40878744911832,35.01766271353422,4.200536555039141,61.22061981987267,54.42604568655407,90.0
249,60.29371708890331,33.132762958195705,29.982053860118036,41.614061957731906,60.71464136754962,30.632787340868763,90.0
250,66.9167366416418,41.85254437346285,35.31735510484277,48.53090224288569,47.5048805534442,44.21315538481138,90.0
251,62.56337827286591,52.2417550496187,33.55711178446188,30.734405780156603,53.23111132146815,42.79383833179324,90.0
252,63.55956478722585,40.68058711645489,25.395042408271095,40.77729701030283,59.82191200882086,39.90889714879019,90.0
253,46.032145290523694,49.06183439619071,71.57925526488076,51.28629921101805,61.481054846065305,54.44641883223488,90.0
254,26.41202637195405,48.8086706023686,40.403548284803904,32.13351164689584,68.99796853158432,42.00386626332808,90.0
255,60.53952055374658,44.67463949570164,50.55974840472661,46.90413471994453,58.34370062687856,54.98764853966938,90.0
256,51.12983499233903,47.60996113279059,27.87185549007763,45.769281079086035,49.951559619898774,64.54074814858554,90.0
