unit_id,ReadmissionRate,Creatinine,Sodium,MedAdherence,LengthOfStay,do_diuretic_titration
35,35.67147444612285,43.73225085371376,42.795821036333564,64.27389364714574,43.36975539495254,50.0
36,53.44995025165145,31.39639275848717,43.428938280225154,45.674370929187546,47.39723034018338,50.0
37,54.940463429938674,20.93774485363507,58.100907639467216,23.771596974304334,56.98613895394622,50.0
38,34.89103342782032,54.465980824644376,55.08483793834344,32.36202883190779,18.771495367002473,50.0
39,46.92711305524828,43.317029004182956,45.90860210003844,36.02045735593051,58.27612092384827,50.0
40,39.82910183967356,58.32754583756835,53.39407971327381,34.19064220920739,41.250187787125896,50.0
41,35.96849385211715,67.09728902161824,35.86516286966404,66.74075146648728,27.720673031960416,50.0
42,43.67961285738675,41.03969305162578,60.766227623887076,37.147482524681266,44.889484969221776,50.0
43,50.23507961157051,59.59747647103249,72.18597153020346,39.21534221725859,41.885476629843424,50.0
44,25.091861261263325,46.02303029870441,64.68404926755298,45.61177761490021,21.671168911222583,50.0
45,44.8212700706562,45.1514050607956,53.45490367885416,45.19450548875332,34.81917796949407,50.0
46,37.44949282065859,55.387662825444366,54.96728597615892,60.388064090741864,43.34978783758223,50.0
47,39.108794630574394,44.68083715061521,53.03680105751247,61.98177905069672,32.99012401391819,50.0
48,32.1423642305083,17.38322888417591,57.14850687773621,32.4106814137661,48.26968327504989,50.0
49,33.60715453185878,43.99688996796002,46.718064884723084,32.496668941709345,27.90050838503162,50.0
50,50.00715738325056,21.651537732459428,49.8974424604685,58.94281498266916,52.39745097788514,50.0
51,31.190035446892843,46.88243111418993,46.24498738009209,59.94779810824193,21.769792279603905,50.0
52,53.28548305303798,70.29441735240465,46.53057235788916,59.444627034433445,47.487387387410564,50.0
53,55.596001355987156,48.21471394129506,63.019383773954004,43.16363382807297,37.834567321414504,50.0
54,30.92257043657095,58.43791547274441,49.687056004335986,59.448757617715685,47.591180308920286,50.0
55,57.584866864663745,55.760678849341794,57.92169265290625,40.50037681072652,46.99602298526497,50.0
56,36.27490974390855,43.30387456314415,49.847797988196334,58.23979841709084,25.3578575970012,50.0
57,31.050156120069577,58.75101842546743,70.803399012406,65.74955027547489,32.257960193599835,50.0
58,58.03315241608911,45.87644216263188,49.56441027562317,48.18273965814298,45.92767974478486,50.0
59,52.09994911059915,48.764584904316735,52.22029632297013,54.84208840318781,54.24377036728411,50.0
60,35.73563718272167,60.67177768917945,30.218021511983014,47.02344803451493,42.446901865367195,50.0
61,30.714789000479296,46.75766078096317,63.50648828710319,52.10260799689027,19.76305731125303,50.0
62,68.49737729045,65.55181414086977,55.62351039868096,36.18415516842808,41.05312400158779,50.0
63,40.46942634932116,61.20613314579279,45.03482071391551,39.662486658107696,49.932483441867454,50.0
64,34.491499170188646,44.54909372100479,49.904823720033406,55.977090192072254,47.13230888672515,50.0
65,18.676132175225156,68.57252872259406,51.42696632891504,53.98675312859604,24.413932720353788,50.0
66,26.69983345381871,43.21887877776937,45.07699291979962,14.121463674070744,29.47997366713534,50.0
67,65.35750226540357,38.428347282451774,56.56478998203339,46.68028337452422,45.806164352742,50.0
68,40.82205836356871,25.50267598506436,44.3192761482634,37.274514629381805,46.96317963020698,50.0
69,54.791310471228435,52.876402625728936,45.0800389031135,68.1882958802483,41.9943954691484,50.0
70,35.70462168177364,59.28686070721764,58.946557870757985,42.030232666775404,44.63750663860804,50.0
71,26.307619491680448,56.61697538282104,57.158427967663464,35.84859842614068,13.833313841809925,50.0
72,57.985782097287114,57.939679458982226,47.67243595939697,55.15197497184344,36.46253357758025,50.0
73,42.839789346332,42.700416383919176,23.46481997846076,59.70865172891673,22.21788231936914,50.0
74,58.06007355688181,23.256571793535947,51.553386160357455,52.24156956160202,46.211237035706276,50.0
75,46.49710219643211,57.56119151946273,47.04774930171247,55.81019459287801,39.39084683764973,50.0
76,41.82193609233712,49.00987751164515,50.279290167410956,48.09053604319099,34.80277440409521,50.0
77,38.144446107807155,55.04885542996814,52.08380701627722,33.06000412486143,42.93465961223292,50.0
78,38.13681266175737,51.3191448300007,38.4923264279252,41.87478580013977,51.005478395065495,50.0
79,25.92899881046027,59.2545136888567,57.59871278247725,44.447083539755944,39.27400696568382,50.0
80,35.82056444926277,67.16768073988375,65.13731181237607,55.45572429677769,40.634761228544164,50.0
81,43.13299087227913,36.72653319637834,41.90682290249019,56.46379705336303,31.346419061244344,50.0
82,44.85681042238381,58.38387184025226,61.07607673173898,59.024552622360204,45.04911656096456,50.0
83,39.38420915741306,36.30722000525529,54.94304890674647,71.92443665368224,31.448500268426336,50.0
84,35.14941776344954,50.88633244152796,48.76120190379865,59.22756577633631,40.21725364219066,50.0
85,48.04750692358195,69.76767075841045,51.46350869955417,55.39708476606644,39.346166364788765,50.0
86,55.90377305100155,48.71619598394771,47.52729056027156,44.79023514391457,42.14217686716264,50.0
87,40.8187971936065,46.181467272826794,47.211651729187004,47.251368248932074,59.015924672850524,50.0
88,28.279338517143252,57.643611257446096,49.262036844216404,36.761801551689985,31.55756277976421,50.0
89,26.697615567074713,68.78965185508251,35.57822208200159,40.24790817519509,30.49987179562315,50.0
90,32.37044382721394,53.727401116024986,68.42275684823915,50.30825735440806,11.946484823016561,50.0
91,45.02817570621629,60.556636243727986,28.407153082653295,75.84682977696872,42.299016157530076,50.0
92,77.18670723491049,30.868535336582404,55.99268049584138,48.4420558399579,56.82611255046285,50.0
93,50.907148935881324,42.52613123811776,52.303044632596134,34.08112418589156,29.133876257025122,50.0
94,38.86662892997792,58.26903243395154,33.31037573567973,54.81960035186966,44.877609448899115,50.0
95,70.28501589231533,38.67666803348778,74.23689530894636,46.126804565562466,53.72722115495793,50.0
96,40.84218401083866,47.971546245186985,43.05492930269872,68.33420098899154,32.00067545702419,50.0
97,37.97339289022185,43.87748518151843,37.50486337723808,56.28891290184986,37.40435333917448,50.0
98,44.362147380010455,51.51267691756723,42.33770170399147,50.84660092227377,40.03204070287471,50.0
99,26.48622151529738,31.551401983535293,43.5923665826814,49.5608118235325,35.84969892786936,50.0
100,51.62302455477187,29.42238278931637,58.34482592098024,36.9062400705372,34.58912291737477,50.0
101,47.44864504157324,52.83978387313788,61.57116624421773,59.0479156235515,54.019013928025494,50.0
102,54.9806896426831,53.28918803945587,27.547543768330787,43.243525812180344,36.10315711032212,50.0
103,60.192069063754595,67.05718233555552,62.94524229719035,40.605807971846616,28.446748163784747,50.0
104,59.25711176556589,70.37061974567995,47.98600874985705,37.598092941907794,40.04661865094174,50.0
105,37.79215872204093,48.17025731452958,43.086500096154076,18.39150425357685,47.27952408630469,50.0
106,48.10271516751789,20.89266566389515,46.268167525833036,50.42597635705986,46.568201382797106,50.0
107,56.41620542912215,51.55043514325856,52.64121991318627,59.927638902601664,51.54438079264401,50.0
108,54.43965433542887,30.230431594959608,53.87672089565078,48.653942070394365,41.625087817860965,50.0
109,30.115471560989103,37.26486222430981,58.097473880790965,55.06430004802606,38.44954651673915,50.0
110,34.141601184473004,61.503479796974325,49.5599808545703,26.481886625746696,31.695339751941177,50.0
111,35.454896570268936,57.715593998941436,52.390788563807156,60.772388014406424,33.55071799999255,50.0
112,32.24018435708424,35.85584852789717,32.67550480464426,49.53130180700173,30.628768355675348,50.0
113,88.71255744594355,40.10304179148505,42.517910182983584,41.584041952021266,55.01064950914585,50.0
114,39.65743056947881,61.874616885597135,47.360560706682456,45.25380727371461,46.66390583676016,50.0
115,48.6700083857873,37.71816731000212,45.911606945904865,56.67151814509034,36.74732953540565,50.0
116,52.540020884595606,50.548451081290075,40.43935698020682,43.927262605401296,54.256555455592,50.0
117,47.308037484137586,62.23424343555459,49.807483864747226,50.44047788043136,42.318655350403866,50.0
118,53.108269078767215,69.75628436351249,39.3727297655301,61.199309151358754,62.11882549137613,50.0
119,50.107292562381204,46.35627809380595,58.725250101186205,51.90254772442044,31.260582771328128,50.0
120,32.16998941476384,55.757270634257104,55.503801634694454,52.76492227930713,27.452868843679727,50.0
121,35.610739410519145,60.21382000519895,53.122132822926496,40.084271791481505,36.516745678440365,50.0
122,33.188037088094994,60.06715316833912,65.72401575799422,29.560187100101874,27.237461337832585,50.0
123,22.649874917577847,43.08737198775777,39.18475555158341,61.820113697844775,23.671540923400066,50.0
124,41.97480601547567,43.93901028980417,52.27968086004324,41.0243083538965,46.257026101186426,50.0
125,34.928936707424896,41.3281917671306,55.653416222155954,41.816223571603885,31.84410703335438,50.0
126,58.06945072353404,48.31625237930042,65.07087561616925,25.212783619952834,52.02197638546533,50.0
127,65.52275820783333,55.198136530331844,38.2043213905099,48.75592903939369,37.67926750217784,50.0
128,37.02349919413639,33.956248847248496,30.090006291735097,30.960105973837805,34.49115767064985,50.0
129,39.08086031124855,50.73979481611811,59.5486274396978,48.82556731360759,46.2110812500619,50.0
130,41.37976279533433,50.61000098726565,32.298383015436194,67.03431618648614,49.18119421410326,50.0
131,49.02563304131502,47.493239976504604,61.52610597780147,42.485361526968326,47.52087935375007,50.0
132,43.639115447159575,13.518818106093986,60.752787257522,54.5434352069619,35.376415397567584,50.0
133,46.33957584843843,50.12265867935779,44.787093910336765,41.738658049356815,40.76211281090265,50.0
134,43.2400758039259,67.47135523844894,49.51706249822689,53.70501658772334,36.986773203015105,50.0
135,42.77111802205045,48.26377868604106,54.98571783659916,72.7888894561355,47.125018769483006,50.0
136,54.16174560394413,32.22886007783142,25.43666341558231,34.74071970418317,49.63015030370285,50.0
137,51.1012017566378,51.9927922244245,57.44196137140956,55.68499682658398,46.927597486832596,50.0
138,62.843209516239604,51.57828239324239,60.4673158555597,55.83042910195592,45.23551619286685,50.0
139,47.37323931855056,46.91863429339076,61.85054927728694,64.32667791366578,50.65220899573129,50.0
140,45.55318377384405,20.809062076358018,58.9955007115327,43.56207308575064,51.97990017045504,50.0
141,38.866296360520735,43.63948209378971,42.44656586837713,62.49722870401688,47.29837375764173,50.0
142,29.917359732394306,39.079246743191206,58.85194184544838,41.04017571412875,32.918440211512866,50.0
143,45.85921797068136,27.018817611445822,57.59724837888255,34.611234680431764,42.238633353383214,50.0
144,43.892960712356974,47.25120160318801,21.793797816030825,55.13201891019882,41.59302105102142,50.0
145,45.79274928930749,28.6720677600507,56.17718692044607,58.91281081478399,40.86116532471737,50.0
146,53.4187473056863,44.95215287185932,39.719338472848044,38.74302936560842,47.461905175935065,50.0
147,53.34242082358523,32.417416009168974,39.48728507496811,61.60097572056964,37.07566286885775,50.0
148,33.91289311561884,48.42886599888419,50.0747684556011,43.98795703944639,39.23409175862929,50.0
149,64.06858738074624,49.42197259214969,32.658350299795345,58.8217750992129,54.29534494886891,50.0
150,35.4987121163446,42.42406704148479,58.3088323272109,72.13144554624314,45.42277204356527,50.0
151,53.825259106104824,55.06651592110475,45.05098603424084,39.21869537539246,55.821770330734154,50.0
152,39.04795950028592,43.153283068054854,46.34956865057819,40.602244649817955,52.20438803742948,50.0
153,43.74510546365053,72.44613096376116,61.25636471272868,59.068916966498705,30.318696639476666,50.0
154,60.485321965439226,41.24266400203746,43.76482979878973,46.9652459100889,42.172000046220276,50.0
155,36.96295982108513,61.18733966085319,55.68902339452623,30.533338325663987,24.06062142865185,50.0
156,35.68489838474323,50.062369271997554,32.25856243775196,62.84025560765441,26.516187844831762,50.0
157,35.67151006956982,28.03196598150575,39.47191151631728,58.24458688834925,32.051157702425364,50.0
158,43.96657672294796,59.311030618365656,32.857338579759585,38.52680987761019,33.533659409433234,50.0
159,64.07174859451484,56.50653323353846,62.1840407530374,43.03675416963309,41.427392591256265,50.0
160,62.78912365312548,65.79018475764704,52.0620491214686,64.53728084237102,49.335687543333506,50.0
161,38.926612908085396,40.56751206563145,39.193094307375375,77.50517456515732,37.70405496205758,50.0
162,34.31692820058527,67.8268119569758,65.57777321543058,28.561936784255504,43.30458672977952,50.0
163,67.06856565798259,40.72057648770996,44.03067378267074,33.271177130794996,37.73767024048482,50.0
164,64.4323621635674,50.093708016130336,45.12248630848448,39.491275420423065,46.12960145705275,50.0
165,39.02128841788889,44.994993730425826,53.05151683015022,41.89769641243892,30.669356289320664,50.0
166,27.632995606661392,55.38155012280358,47.947613074343174,36.51764475495274,26.09133917187405,50.0
167,27.42031129566912,41.97334756108108,32.92791060423977,33.93946399419587,32.04216762555448,50.0
168,47.22245430530942,53.57204309250287,32.50352353297802,35.09597014401213,39.90382524325937,50.0
169,23.9264385635738,62.185447177877165,42.32794487370719,59.487166891453846,37.96679429365367,50.0
170,66.66198886894767,74.59981772988063,79.4457526072853,50.87032582823255,54.443827830357876,50.0
171,60.57862411833383,57.251684615504246,49.25938171805507,58.65539723973871,36.253359965934195,50.0
172,42.907884784393396,63.94369388486833,64.55266222777077,43.33373578570906,23.37220786547085,50.0
173,39.16824737690835,25.712154374109073,57.81610008042284,59.48020816141172,54.625012039123845,50.0
174,40.65169936288494,34.695363605542475,69.24575743600978,39.44292064286443,38.62145500672246,50.0
175,41.78648028507644,58.05120013199712,46.23533316036409,21.185066737317495,42.24406637905943,50.0
176,35.09123395806114,40.37549320589016,47.918552117606126,58.51026114602259,38.600129290391884,50.0
177,23.27244271428294,26.62814283415909,30.790759618334828,68.80231416760861,23.92478701801806,50.0
178,45.695380370896366,57.45187477226703,60.52331921101005,49.93206115347277,57.664428472304536,50.0
179,61.83190413554831,71.31033702480767,31.610463402189556,43.220394949117534,55.47856935782386,50.0
180,51.01138721485841,57.29349491096352,40.29517621948537,44.93422207516976,33.05199795836241,50.0
181,44.688551702415786,43.44077688848168,42.919939263615454,44.85403666684907,52.109516928451356,50.0
182,48.96145818488536,43.46978193468485,31.652969360247837,46.17649036943667,43.40291890943314,50.0
183,34.12982734677558,52.61248600204576,66.6784657762896,55.53984314149516,49.67672460457165,50.0
184,41.339210158123585,62.30993618829083,66.02247113721464,32.47279008747679,50.15293565016279,50.0
185,46.44550015342797,59.0162950693755,41.73683008658004,61.25766491516193,32.74596835296201,50.0
186,82.08722054748154,36.12868386506412,57.8544030379734,45.852854824553646,44.14974081668695,50.0
187,36.29954565266176,60.24388503751546,67.96827009358566,57.94377614046664,37.80243846604423,50.0
188,33.90977060019097,31.888584377102514,39.01196810050364,56.890538564978065,28.607765356997778,50.0
189,60.04597110935545,37.82554348112712,72.6948406452466,76.95598084268282,45.99142738989254,50.0
190,48.70776439317267,42.816161602832814,67.53442131881344,37.487595858745344,38.8934312575578,50.0
191,39.18105389222106,66.43000637877455,51.98669169609878,44.557149021377676,41.012592618206824,50.0
192,17.550650441164137,35.289283577829245,53.344251195072864,45.038234832994775,9.408758708168566,50.0
193,64.63750567953603,52.74623564805046,40.43862961706856,47.62915898043512,49.6113397483676,50.0
194,59.20754048741934,45.826923390599,46.806835704928204,64.82036905595409,57.76807525627791,50.0
195,33.26946294197542,74.8450741432384,55.02897402865947,44.6783373786564,33.7490958435171,50.0
196,64.66182607449866,39.283697613093565,44.6420683252979,51.93325666716946,53.212403164850556,50.0
197,32.406945837751785,37.99516771000819,37.26564067486253,80.2514001037264,35.05691683806743,50.0
198,36.20085758346465,47.051206746787265,49.53242890627468,32.21590132079089,23.667980927987237,50.0
199,45.45983632637523,47.73891580893917,48.463473823148206,65.57191415408862,39.14677887276637,50.0
200,38.11986925067109,55.24314784181406,40.32748924222414,40.178520101703405,46.835296591816714,50.0
201,43.98635149579612,49.29267664847237,25.280582982199398,67.71980080455783,38.04676185213842,50.0
202,65.3008623731727,20.96401417255517,70.47534289713673,80.78828105010432,49.367340919966026,50.0
203,31.57241472415763,36.973944867070216,40.846345941496644,57.7057759552429,16.72488752079862,50.0
204,36.735213581087066,59.44700351362003,48.231992564642496,67.99686812445509,19.47091053495015,50.0
205,80.40504560379631,44.328877721700756,50.16713090166423,47.963102533010705,51.66117401323624,50.0
206,56.119678416369894,46.17935427047433,26.893265470304293,41.47139428343182,44.07205560386396,50.0
207,38.63396519074811,46.52683920131656,77.6343945386623,74.77965908486124,40.07611819516407,50.0
208,29.023538290449803,47.28202087842853,56.855012121701506,53.12618013370202,34.862370113306234,50.0
209,33.95778108452281,56.62290581457492,54.008085470100156,60.9737240850989,36.40482800119807,50.0
210,32.52453301461787,40.578192358937514,39.888836655096135,45.99912128257394,40.679006936728996,50.0
211,28.67554237925944,48.12493992946892,33.99179664090913,62.30085417469401,22.17144630199973,50.0
212,39.31875963649063,36.332724146395215,57.3548599095841,38.1502526287233,43.24847411507563,50.0
213,47.64674788690024,49.59379363582226,37.97343633242881,60.340624522447904,40.18025702716476,50.0
214,41.99029026655984,54.12885040079043,54.97824255401105,54.66323018104179,32.83730263413795,50.0
215,26.221156700944885,72.71353300052795,49.9418291979435,69.90987188517765,28.112197740083154,50.0
216,59.37121978819386,59.691626355911175,41.30580144044046,48.87426686998429,45.784694593195624,50.0
217,77.36126681784312,32.067121674732306,68.7470824321157,51.2492798052784,66.4460361939601,50.0
218,31.525926763032196,21.234825738784835,37.61064380969471,46.18098877808455,40.020590680307265,50.0
219,47.24770834604655,33.37533381424993,48.85331093185796,55.39908373385013,31.52973840331472,50.0
220,47.28092850758629,65.2188467889147,65.86910092170326,45.803975911323796,34.80842622917484,50.0
221,55.93006682326937,43.17319039833785,37.78364888333786,46.47265763441726,35.18250244130257,50.0
222,57.91550622463733,72.80331103418402,51.43483588120216,34.425485798313346,58.85981982510407,50.0
223,48.585835366592946,43.27444054012952,56.85094760025161,35.44797425106984,46.04459468460736,50.0
224,44.34459460679905,61.468935302728845,38.89533962644688,55.0145617313347,36.306278025406115,50.0
225,47.82476195742623,50.37234401176367,53.78326543789808,45.886527407281,50.09582548530559,50.0
226,41.9110922976293,43.15577323189617,47.55111783890482,38.81689706597246,40.53500269949411,50.0
227,57.31531809656443,34.122241837365344,74.75207041150759,53.8343106084266,34.80428936769224,50.0
228,43.9323563556123,51.1956045903298,47.73494871670353,42.43952231275551,56.50107183064267,50.0
229,56.441179882718885,38.62549166492099,40.400253086053,59.99577690066632,48.10478089465325,50.0
230,49.10742290141222,54.55607051057447,35.52613766530469,34.500897915952386,55.51641794445713,50.0
231,33.40469133648037,26.76002959728549,36.91748263603307,90.04007408231867,26.55637944205061,50.0
232,29.89961967683444,44.898261653396645,41.914188241871756,45.095231742193434,41.82186796813067,50.0
233,59.261803494305084,60.40615630273944,38.178106047300886,32.37683109071367,53.59402638462763,50.0
234,30.465919836887515,62.89105652905175,42.37677030104977,56.22200822531817,21.10687564439951,50.0
235,50.66394239108752,38.658680852538716,40.94641765757987,50.23659306145957,39.73942820422153,50.0
236,40.74803164569354,45.88663287983207,71.39400782958971,52.19800431203166,45.606534071034496,50.0
237,58.79831416953776,48.819036823513045,43.751041413162405,50.70919762328682,35.801163416282776,50.0
238,57.350081319528705,32.76195644385071,40.50913091747235,62.013515871469444,35.68396749673036,50.0
239,33.75405515348841,65.10417859529483,53.32627750423503,48.80629149021844,36.09772681515274,50.0
240,30.169364798426237,64.50367837183803,53.71582595389719,52.861566159562,36.43404079762675,50.0
241,42.102511324348576,40.96235312277751,68.04662304729435,58.31670888074225,23.098688858681122,50.0
242,30.406904564433983,33.90717719788386,24.726621356311203,43.13509375886625,30.52877566019867,50.0
243,48.320957866295736,43.66758509242031,23.45292364972223,42.77903372578476,55.02412434699986,50.0
244,76.26821092768957,62.84769025800102,54.66346894638309,76.32800009019343,49.29851274892254,50.0
245,53.03392483840642,70.68898663108371,67.17766150014793,47.85292980309705,48.84046567137668,50.0
246,38.33892259755276,42.681893702254435,30.315983009235495,68.55268109562559,28.552304601791807,50.0
247,31.507845225346102,44.00208429248235,51.02455463849007,34.90647348586906,32.31280023916262,50.0
248,49.56899783582992,41.34166049652163,35.99592241069496,50.10471543750553,29.56996208979268,50.0
249,76.6163091520202,59.58209334266417,48.004901183240705,59.90207023649025,35.186820089245565,50.0
250,65.4072078455236,51.62584334462714,55.96270437553593,33.54160547644547,51.55154988889965,50.0
251,43.17997604311145,59.4805643215892,40.45191894962702,51.07239011398388,34.4805500026372,50.0
252,33.428485702452726,48.61369748659932,53.29283126850292,36.00596677118519,36.20305273771575,50.0
253,49.33158258035645,58.0583269685992,72.78103914952933,30.685895354313544,50.49041844025338,50.0
254,56.109469941893096,55.394697113876305,52.671956810403096,67.97158841091823,30.34119116833594,50.0
255,42.640551054034745,58.97764010807357,45.24181820382917,56.754583150052895,47.098715978230885,50.0
256,46.254434249335986,48.400744374605026,49.11708580467764,54.752026830825265,34.10763996319261,50.0
257,55.33879747661591,65.4680981517372,50.972906833930224,58.296307560987216,45.60310168537544,50.0
258,34.279598228811004,46.22112664902839,51.64198983963093,55.780976024751745,30.339229209688835,50.0
259,26.546294408962243,43.94226615625361,39.49180178992604,68.83730720743688,29.576416290869695,50.0
260,28.352524976523675,38.00345524448589,48.913082023167355,77.97737594864935,30.701719629481097,50.0
261,40.087896182628356,35.12411172285173,43.963764631022755,56.041491231006425,18.30285392148796,50.0
262,32.50324452655417,55.64973929810213,53.50888962047794,50.57932373338582,41.09555579691673,50.0
263,36.71635826053791,36.2697640180843,52.14717358868355,28.29620043037371,37.34843186626033,50.0
264,64.20906983745542,50.72931279977677,40.78154437640412,25.833663717072888,63.377325439736325,50.0
265,31.604351420701448,46.52783472930794,69.5108767020299,50.92124787479424,30.501169509537867,50.0
266,47.983846734447624,33.07080208838264,55.41819852856722,58.742105662411255,34.12111615395086,50.0
267,39.12288006799723,40.57505308425725,40.726860025585864,40.38127810151898,48.39518116698605,50.0
268,47.49160304817659,37.50217878320136,44.21174790265281,55.959468408113,30.216980359561703,50.0
269,47.558666038966585,47.96619324902599,39.69670841912866,50.53517039737095,42.79559938812584,50.0
270,60.93311814648374,74.83331349498633,14.767377508378708,49.676630036642614,45.47884533861126,50.0
271,48.35046742100113,53.49655160466315,49.63911408795481,62.167214055176565,51.876691622535496,50.0
272,48.04171895986004,31.298126710134703,67.41801305024518,38.49561205635311,22.856148682295256,50.0
273,32.00949353035547,49.16637946014802,48.880917363373044,61.9615850187887,36.5823463629852,50.0
274,40.810466478482525,53.912852645077265,51.803109093194436,56.12316144552529,42.73970530567519,50.0
275,31.88013248309657,49.90736219687715,49.41134350043952,51.64474515745329,32.58936149369759,50.0
276,47.06168748690525,58.45066499779566,53.58660092440754,56.09695081161024,51.56520995329432,50.0
277,53.358732741496155,49.43975263651501,42.08792654147585,68.6000590941904,51.22897292603476,50.0
278,81.81357138663346,36.5998635978359,42.10210131234784,59.20523684625144,48.801616591082386,50.0
279,74.59849838842665,79.00801356254071,35.11193408442138,40.95592237732,52.668695217846526,50.0
280,43.83629846294765,50.20897546277381,35.867540203870604,67.9537111658156,29.187160800909567,50.0
281,24.514988900335297,61.93234485170919,35.91541844995424,59.323387495930206,30.998101579678398,50.0
282,67.54632046185579,48.008328465928365,54.368028463452845,47.65741697229937,53.911318699365054,50.0
283,46.13245676928776,58.92763222067236,27.934990893930596,45.238540402893705,32.26421667089953,50.0
284,54.81678561836344,52.77639377902919,64.51267708959962,74.63377974593305,55.41439648460142,50.0
285,47.20996221480101,68.052569622687,39.94727207920293,70.97250980931224,32.49072755887226,50.0
286,42.824090241648534,23.425946554946496,28.50703125866466,52.94647922254191,48.54863028312239,50.0
287,35.81639651742968,45.423370688618924,57.83134804714705,41.41754794327471,39.22060807329623,50.0
288,30.84101354325511,46.183577860218634,75.84007311842821,38.15909966905073,31.502834166913033,50.0
289,59.50869313205054,56.25916277206865,51.56303644237984,62.7645037271271,54.667453875318614,50.0
290,56.94603520758279,53.11599927452799,33.58985478925997,25.39834933542052,42.93019101213079,50.0
291,50.87631489159524,55.77618567029717,44.47408703266975,49.075511386871774,61.279481222912175,50.0
292,30.938169496849795,41.756010337770036,65.15952511161885,50.45708702633604,36.8758250060423,50.0
293,44.78336316091971,56.15425993215903,57.45196501771594,46.95213752145106,33.45882926414227,50.0
294,40.28321220169894,55.37885185374736,46.27401687630323,63.97102788671842,38.89764070853735,50.0
295,45.622742654407276,60.924173441591265,35.11212019024331,61.72830683357809,36.714553009755285,50.0
296,34.68415248415091,40.233880794642296,41.91167214059375,20.58456248523627,35.130790196258395,50.0
297,40.66901212784698,42.861154476072514,48.48819925622766,50.102992846088405,38.23361886287585,50.0
298,49.063184485056446,59.55690261401621,34.114881559661335,43.3077140804755,34.03508475567995,50.0
299,36.965201012701826,86.0013095919773,49.87312079976199,51.62992618806334,31.363378229939606,50.0
300,26.836263111221907,43.95816550278225,63.824772008667324,39.51745299399483,27.589436308086142,50.0
301,30.245312793436405,51.970406342605976,44.433635129246795,47.209744109152375,43.62009104406934,50.0
