unit_id,ParticleSizeCat
269,38.334153338134186
270,53.080058094551696
271,45.30047629438385
272,53.46926650066684
273,60.14214510177991
274,71.14277737757908
275,63.028167415969975
276,43.990100100173265
277,72.39296437734305
278,58.565265263124815
279,66.91014315003719
280,52.33312903641326
281,56.12411852800741
282,44.77655687253209
283,55.73315224683131
284,50.72157535766119
285,54.7309264025302
286,39.552058280357755
287,45.9967162627789
288,54.19001734636584
289,61.00609563319968
290,52.06352624775793
291,78.52668132540413
292,43.11775219620105
293,82.45198930131464
294,52.65908151716242
295,44.16403374286048
296,54.854827159588716
297,56.61165422868484
298,31.072583956036446
299,50.912786708271504
300,21.528831527530205
301,56.50493259474971
302,60.654115659447484
303,55.96661100528998
304,52.275978584954196
305,47.155102152142206
306,34.10595432784757
307,45.298294324852385
308,55.07418685085747
309,39.9197785956333
310,64.76681664661642
311,54.309704429474465
312,28.469526336052184
313,59.47891452889808
314,57.22932893574184
315,59.12973172838712
316,34.8616992771149
317,56.77797701411231
318,57.032300476799065
319,44.72861778794082
320,59.327412407789645
321,40.66398328691777
322,45.689018664302026
323,44.58407492091996
324,39.70065550252268
325,36.80562209444996
326,42.13726308527162
327,41.35719957081241
328,52.4791369953286
329,35.723900235437405
330,64.69986078272586
331,22.60496485631328
332,50.89270499424488
333,50.574456628077805
334,49.77514385476711
335,37.31553349741093
336,55.749258654611545
337,53.873211878087005
338,26.859348878795224
339,50.666048504487726
340,54.140030935195156
341,33.24670466700911
342,45.61942866749688
343,55.26268126661393
344,63.91756293769913
345,70.8040228547379
346,48.33026991250589
347,48.035818760694205
348,41.79274434701112
349,48.7455072263057
350,50.723871081842404
351,51.28109566781296
352,45.87945815788019
353,42.72631325716453
354,53.64351975416009
355,39.97900005045034
356,35.85487264841623
357,40.585752777512674
358,73.57710189232604
359,37.516255222693445
360,67.47817153805457
361,55.294754500542716
362,55.00142055929626
363,26.57033143406826
364,68.80439332877623
365,46.20989585371646
366,20.180408615611128
367,58.06313875158428
368,23.99909806236304
369,65.8731096336436
370,47.64979447289369
371,55.975147582997614
372,47.68685837723572
373,24.024213228937285
374,39.53233361038441
375,46.97444911059468
376,42.89878008729256
377,62.588180381582575
378,50.816389094052845
379,69.47697396935392
380,49.764367720054395
381,42.952408708305796
382,35.165879385156074
383,43.92239256076594
384,61.19967077854074
385,47.46229538026324
386,33.28131065313753
387,57.05421146743347
388,73.0605947885123
389,61.06260977849624
390,38.663514686584435
391,77.86637556837383
392,41.2890911559859
393,40.40885503584357
394,41.83992419204218
395,49.90659077064751
396,42.58627837731049
397,43.74935486319582
398,25.893947454986325
399,42.75544346864461
