unit_id,ResidualChlorine
222,83.12766730973635
223,63.4853797033696
224,85.3301559028578
225,57.76291107470292
226,59.33496940350538
227,60.72798454694518
228,83.22333359163862
229,68.11309429815216
230,55.061625037922745
231,69.09752865707878
232,66.5084830862145
233,77.27608554766609
234,91.21572987822735
235,73.11492597199374
236,60.90171051553463
237,64.52616279542707
238,82.87324701127132
239,89.49106544113977
240,68.96103341892633
241,66.31887978177264
242,70.87735400424859
243,76.4549497362059
244,83.09927852547028
245,69.32782592664165
246,60.750562495283994
247,86.8080618451882
248,75.65695650396427
249,84.91625198031508
250,83.76706263278449
251,58.084535924570226
252,93.85210977586014
253,74.1746326285114
254,89.2052061952764
255,72.93212252673267
256,60.697993245082834
257,69.40739939532168
258,80.92810785163209
259,84.61489127680596
260,63.16004864333881
261,50.0357379777746
262,64.38251554592188
263,64.21410950863388
264,70.14267821857835
265,42.030354392864844
266,69.73264896675171
267,102.88117937087048
268,89.10166667758715
269,69.55988569579094
270,57.2808418349969
271,69.12301672326852
272,75.77939352741603
273,73.10329546401309
274,91.5579347854203
275,70.11314682649862
276,65.07547759804308
277,85.37234640592762
278,70.93487467730884
279,75.53321927490883
280,74.21906876577444
281,66.01280978503097
282,70.29788626201483
283,75.43195697721187
284,68.94354307922295
285,56.55768882718262
286,63.77003734267549
287,85.49559705629173
288,65.43103864904207
289,78.77868449535639
290,80.29471848238313
291,96.7114320647836
292,82.79380390670607
293,77.98818690104746
294,65.87147203428678
295,95.0203470137766
296,98.37263920235178
297,70.13672751655247
298,59.03642520706513
299,72.25071039309012
300,60.39342761766832
301,82.6441443074137
302,102.27984424081703
303,73.04124796579373
304,94.10358580309881
305,89.7111825106069
306,67.75508178387534
307,76.4395521437751
308,53.306707959515364
309,65.34364646847304
310,79.74169606719168
311,77.08455358793762
312,84.16305334647515
313,85.50543008248025
314,61.15064607157525
315,69.083274588822
316,77.82219596597777
317,55.60677000702999
318,94.16161783105744
319,63.04413408899828
320,93.69261673754143
321,74.20237136581399
322,93.51665528931234
323,73.92087956541275
324,69.5319127357107
325,100.11069681525571
326,72.16099631368606
327,79.19870887096768
328,87.32838512951298
329,86.6964107825457
330,65.24101828360354
331,81.06382347171046
332,65.07697214866585
333,60.221277540602294
334,80.13542827606769
335,81.82990673831485
336,77.11592904369448
337,80.35841714485126
338,81.47769557878021
339,62.349159852932694
340,79.52616703875158
341,78.93364896882059
342,66.63926765112842
343,69.57017355681722
344,83.75270222879597
345,67.08633210503113
346,51.518624787140084
347,70.54550603201031
348,66.60588146170574
349,81.28094832118074
350,79.07169396605069
351,69.6222100100203
352,59.88403228704394
353,81.05455941270719
354,71.85712322690068
355,58.40063632002022
356,56.92510068332433
357,59.05531932680024
358,82.21436625675831
359,89.52869062873683
360,66.743860200562
361,74.39545045308515
362,58.9022872596222
363,70.60471119779052
364,80.2503677791733
365,78.55864537290111
366,54.45043637363097
367,68.9034835608596
368,58.86655287013491
369,91.02333411815465
370,82.5931758576215
371,55.33018799080001
372,72.83437241528208
373,66.5309827763013
374,69.17507821541972
375,81.68040118800356
376,64.4475017620491
377,68.61535412962445
378,92.56460925104406
379,82.08590352982404
380,52.04572771053466
381,80.96375685973928
382,77.42174975625849
383,78.66735196588411
384,50.459626641134136
385,60.5687397509007
386,53.87593889867089
387,76.47207135108033
388,63.40594100019523
389,76.56135219876992
390,54.80065750694039
391,52.35069846880391
392,67.49936295774737
393,68.2942639335429
394,74.55497855824939
395,91.50871643327496
396,60.89755792454899
397,72.27943961119618
398,77.54565339147871
399,64.2878501166679
