unit_id,ReadmissionRate,Creatinine,Sodium,LengthOfStay,do_diuretic_titration
168,44.60635626540221,59.467760995827284,46.986420481451596,35.2060456134503,50.0
169,37.96664643376263,40.97265031201982,55.653916992190666,52.994176890155835,50.0
170,54.73120237203594,52.71794925436163,43.4048782749671,39.634964104380785,50.0
171,59.557762473092396,40.9381926569085,37.8343107687313,52.45215149804213,50.0
172,38.18708818762802,41.724402511735875,63.9331109199517,39.55319340799103,50.0
173,38.225352606017786,69.0716624015557,29.740791879115445,34.510245620043236,50.0
174,81.82270573913233,59.78163721121347,46.68096207071752,44.40571285203123,50.0
175,61.48206308054599,63.93293473570651,70.65242731336339,48.319745520903226,50.0
176,42.06260570911059,44.893166660462526,61.35020012349564,30.289820530840355,50.0
177,41.326677122602995,57.131678067060406,56.70947413028083,31.19404012222889,50.0
178,58.177008276775425,71.9831348257778,60.560197814073106,38.63945883292257,50.0
179,49.70419444527263,61.05292206317142,46.135496537214166,39.965970464481224,50.0
180,60.746810680979735,63.70065136943873,39.02385542182474,57.00853297044688,50.0
181,44.787553645744296,41.449786553584545,59.366627927458644,35.032852454405486,50.0
182,52.343589880003286,45.438444715327975,59.52804140912516,45.63117639454806,50.0
183,34.721265499977825,65.70953724069673,55.50078084794786,34.122263934040454,50.0
184,79.49620118194524,42.458556215321224,46.42655665995259,31.504136863188776,50.0
185,32.892887705024165,67.33434623689664,54.63777204131309,34.79988231980386,50.0
186,46.06972959098226,56.29828993911179,39.412570084340615,57.905845913693405,50.0
187,26.620093136195976,51.41599025502503,48.89987549604955,36.44586392357324,50.0
188,34.32232156964078,54.59351657657706,40.93637039815918,45.764389581836575,50.0
189,88.51678497474589,65.27173596581625,54.651880510928635,51.890533149536125,50.0
190,36.20363195790235,62.18619175737266,47.54485936923581,51.905036319084,50.0
191,54.06902100594971,62.324093767935956,42.37164145021733,45.71588625733946,50.0
192,43.356614395979825,55.73705752484173,70.19134272111367,55.708943682045366,50.0
193,58.115923922292104,40.90521601468825,33.8827529651098,32.87522580772078,50.0
194,59.132373920094885,52.400744114457176,56.57422398936326,31.85663412948284,50.0
195,33.77829970739674,37.114292458893,30.655762142236966,36.125611735558785,50.0
196,24.298273261144946,61.14998572854279,56.70585903736411,32.237795277740084,50.0
197,40.98454233474382,45.31770551810999,59.46589765104978,49.05275217316071,50.0
198,63.09108427822383,47.30488925795112,53.595495294517576,49.156319960325376,50.0
199,41.59982297769942,46.214090780000795,59.150822532326316,28.031713280670928,50.0
200,40.32782050633722,59.81324470277601,77.38817151386249,20.29267488296168,50.0
201,46.63915108678912,52.73728171741469,56.7276154979421,43.212840084643844,50.0
202,53.039020778256344,41.12226597321506,55.24237956551273,41.19287722829427,50.0
203,38.68182600500757,27.331300805787492,32.08809678286379,49.08646980361603,50.0
204,39.29518753037471,69.220742679762,47.284237096720815,40.06954749887567,50.0
205,64.76696726239443,29.290490893691313,40.913985006598175,28.05059438731027,50.0
206,40.232764736867644,60.6940697019298,44.7898771885166,37.55100024734449,50.0
207,47.29299579841205,65.90409570562223,40.87552203041109,38.252557184019444,50.0
208,28.25021201261022,71.58567546498608,64.82722447436453,21.302901689197025,50.0
209,38.296779470652304,34.433103431466606,66.42957911919616,41.53036508373074,50.0
210,37.07426670827432,55.97703688068559,43.66977334664859,29.678652955228156,50.0
211,42.94687989837179,27.6078554636635,46.43125697565429,48.5346270056948,50.0
212,39.372021858074,41.80820106418676,36.459888528930136,44.90149752340206,50.0
213,77.04996065204614,45.371555871274474,50.056824658883215,34.95067362647268,50.0
214,48.816328468878915,38.39896262588393,45.85828723181967,35.04330444737118,50.0
215,58.924696763180144,59.13952361636009,69.10464237220135,36.126680886209186,50.0
216,39.337969242319126,47.68877446949625,22.759164340054724,37.81253231210733,50.0
217,46.92376978297134,57.223694575463156,59.836856477242705,31.378881849542505,50.0
218,43.508922833155616,67.23516296426293,59.91944689124017,31.67448364940125,50.0
219,47.19193608705547,77.62916844648622,52.43271597140074,36.00145723961422,50.0
220,62.913521037540065,65.76290989571763,43.41690559304348,45.26658041766566,50.0
221,55.62531386888557,54.49069825866536,52.146116040048554,45.020011397771256,50.0
222,48.694721685542675,39.20099795529483,47.60873660689633,44.293473245025616,50.0
223,29.984634663696507,37.86526118993777,45.869571960204546,35.32506090829922,50.0
224,24.746516660477813,63.04083106287187,56.89566606924347,29.814052586531393,50.0
225,78.9511215929161,32.612759482818,67.34860217537648,38.04232537654278,50.0
226,35.414608180262505,39.14435864570998,53.32968349613871,47.06264103817744,50.0
227,47.17843849549769,60.3646247257962,56.34096409155449,37.941937289260395,50.0
228,29.354975135140457,27.633617285601098,57.94668647691263,25.069232298829796,50.0
229,30.591659218634334,42.43162885855335,58.60404132639566,32.4201940643382,50.0
230,44.68571952845262,28.20061151784412,53.07399331890476,42.61364976076017,50.0
231,39.43851968798105,52.53185450479868,61.04594803574192,58.08006792337798,50.0
232,72.84886942848678,56.861210643719495,54.5541333799634,50.5953098771034,50.0
233,25.15349860922237,44.496809199670686,40.24922273790113,19.385411251591716,50.0
234,65.48312079839349,64.4258500626497,37.416873489813696,64.7048983037453,50.0
235,34.421948455145994,49.31539594137704,38.14624818556288,34.59789910880943,50.0
236,38.06540084202709,49.72177620862536,55.2664963733426,46.0329503877749,50.0
237,51.331596872100846,66.40414449054579,68.32773199684934,56.27931068151079,50.0
238,62.96684355077956,61.47308953906153,52.584475886527834,38.694578769034486,50.0
239,39.05171969029239,55.94307413452958,54.77353822585483,32.74026805945374,50.0
240,40.548009675165055,51.41145912231757,47.939717432249644,44.422525569214464,50.0
241,58.86119955459221,47.99298582257423,68.21992858274473,60.39834768533706,50.0
242,57.84951549666938,51.63143980438532,59.42914897940418,38.0509572659523,50.0
243,36.68115506572775,55.89309311923972,51.39116175829185,41.76042531637134,50.0
244,40.16937128042861,62.13883721510649,67.84022535350218,34.951491525112004,50.0
245,57.5719476969437,30.311252129865117,48.08933372540554,50.924178223771584,50.0
246,42.959788681088746,54.12212714534452,46.62066865376616,56.36905990610352,50.0
247,48.55853921527837,47.099275504986394,37.34763483060189,30.85095121971091,50.0
248,46.2952890241956,41.155224004539164,65.8465950706213,39.09590905492339,50.0
249,23.904502693755532,59.93181611027961,43.008362290833304,23.142967884066252,50.0
250,47.69699552761199,44.466866373009985,55.347785366092715,56.68833558989959,50.0
251,31.97044881291678,51.385986846452745,59.62073126246342,18.180771350987225,50.0
252,39.7849471546706,45.993072126955134,44.009994590626135,40.511807081176556,50.0
253,53.6978302885845,52.56556249720994,23.47106575768307,55.91214932216466,50.0
254,39.765300278235415,25.019060669071614,58.01285188841623,45.1077842609036,50.0
255,70.54364660812726,45.246056221417945,46.658207910544995,34.67611736380444,50.0
256,39.74194179802781,43.39263258680404,60.35539207079904,35.360955742675415,50.0
257,18.985110058242462,44.64801277708802,56.36974747494875,33.23714494413074,50.0
258,43.48277577897573,50.769292773543825,43.553627947834734,36.544824419063985,50.0
259,53.92986551076428,40.85217416928863,43.25092251306718,44.88956090709612,50.0
260,53.21083828550634,50.148526461716614,48.00674061661031,34.756855115706585,50.0
261,35.707073304601,60.966015161851814,32.591786456589666,38.16569375957493,50.0
262,35.68450438946716,50.6387652862612,62.85820847060444,27.098194682777425,50.0
263,46.52138709904513,77.32556262325654,64.25780995826703,58.86721604222945,50.0
264,39.73909410129106,40.088288011662954,61.69113587014646,51.007512072963884,50.0
265,36.143745994520515,54.324798130591205,51.828719523854275,50.919942195867236,50.0
266,60.90005127145144,38.96073104145541,39.3785377400648,38.33714586283017,50.0
267,38.11343778855196,69.71151891719181,46.79647194586575,35.37830777184352,50.0
268,31.584611014587132,59.17325845968327,55.93411333075524,36.90680106116049,50.0
269,48.1795813598065,46.71395840444805,49.27848391377158,36.59135968454395,50.0
270,45.10630657633414,52.09789364481497,56.859379274001626,46.54801857742067,50.0
271,38.78757450774154,30.221431996298048,49.83114683789868,37.12170207268231,50.0
272,55.190581950743486,42.07543490089528,42.55801379366575,36.6230647110474,50.0
273,63.37115011593796,64.47837541958882,46.15289203928319,32.426451701758396,50.0
274,49.39943988045189,24.22805228036062,57.932989206074126,49.1470590918119,50.0
275,32.263966583681295,40.894597400663706,39.503694908776296,22.88577094412263,50.0
276,29.555649500402573,30.79494741496184,50.26498124562425,38.930365831191594,50.0
277,68.17095018987901,61.20683049268604,56.011412169732615,59.29394860226963,50.0
278,46.935959697552505,66.5133137063051,44.63635551051217,41.55345854342617,50.0
279,43.32810228661384,59.33460090702474,34.02117847118408,22.846721299900754,50.0
280,38.61275624144522,47.93094107113224,55.36356079219707,44.25183330132607,50.0
281,53.49398778424071,45.19622066210555,50.9011674280065,46.21237366298862,50.0
282,43.54140032290736,33.294121468397066,57.01350624986712,25.94937129882053,50.0
283,42.28433442961767,34.969835318740046,50.569192809193495,62.064710729777154,50.0
284,26.806115573590652,49.04830217426315,54.183373620188696,31.467861743671136,50.0
285,44.830397626737124,50.572900106174686,51.870837917020836,36.162383213466754,50.0
286,94.95078205426208,38.16158671737858,45.978154722652455,50.63733488502602,50.0
287,52.030436857875436,50.24999422127083,65.49755107319469,38.064611052425384,50.0
288,46.85950384080814,64.32463951747377,35.019583456111675,55.43700547338588,50.0
289,32.95768233952006,58.94662367086507,41.45042536702118,30.359065362711846,50.0
290,47.19918142155649,56.27170273528697,43.095137806004416,49.406778024223236,50.0
291,33.000405963574195,45.07108048877799,56.63562703840069,16.489033456495704,50.0
292,38.17838917716489,61.58904604165841,46.049981306512734,43.63644079238657,50.0
293,35.00572418827741,38.7743829224994,55.89099255610583,38.90406367273992,50.0
294,21.90268196193888,31.511846487817422,67.5776021876168,28.03911526145511,50.0
295,60.92336690372675,54.22259845847599,45.31451685639653,59.53606774556039,50.0
296,27.734889874205553,51.48423047973021,54.431388263050685,12.846098705131519,50.0
297,31.3523889947568,54.02909948952825,50.1147784290708,35.560195713355874,50.0
298,36.63140012107325,48.66258768732262,62.26779085094056,46.96195006041808,50.0
299,78.32804290959649,26.64237742489951,49.542149258078595,59.35565217458194,50.0
300,36.923523374326564,23.06850233007312,58.39822656751422,43.25471130211989,50.0
301,40.02348454326554,61.018915981615365,46.19399724367266,25.09670461425484,50.0
302,36.65163475781063,54.28063085106358,59.90680938855919,40.194088630101604,50.0
303,61.37187719923146,42.74244014133874,62.2685158072344,56.473921080259,50.0
304,32.530398594615875,48.31675523584341,81.10926350380161,29.35607530366135,50.0
305,53.84490435475537,29.583024802944372,46.85891232762058,59.293684841643554,50.0
306,24.160230631544927,55.354601990420576,46.78986637359182,39.280946003793304,50.0
307,39.674720298770666,67.64967578569096,52.979963648146395,53.65304386835796,50.0
308,35.79850773169251,59.49144899007487,46.94528580093859,45.742452064887544,50.0
309,31.254442268861307,53.62176480636388,49.28409920028232,42.22761421076116,50.0
310,43.62697618400971,65.8987520420223,58.76482838502705,45.219050691703224,50.0
311,50.70351049316531,44.97305291293799,43.339927663983914,35.21320025967862,50.0
312,45.2423526827744,48.13643052466944,53.905809228603765,57.03186812422989,50.0
313,43.155244837716154,53.2043367795668,59.890754061246724,45.84447885520566,50.0
314,52.3633690370595,43.171947006825434,44.8822089127368,42.81731797371662,50.0
315,60.70273879935699,47.889503440764834,57.66085398537219,44.47440630502493,50.0
316,39.93437716454241,60.76242847218878,19.131782626837733,43.81230128600527,50.0
317,46.20526052098817,59.93416764791666,41.381458606640734,43.54225381051921,50.0
318,40.90367809343118,49.92205980251177,32.97991756960874,34.80306827796645,50.0
319,46.728254386744744,51.51807057915896,50.258442878121606,17.406828014824498,50.0
320,51.06614208271266,47.267455564131254,54.2424354003866,41.02004002936363,50.0
321,64.65762968250002,27.195869636759134,38.72861141248951,39.443784604883724,50.0
322,48.563617963762724,54.917342751446284,19.244428861821174,32.48134817959749,50.0
323,26.38718318278423,32.73498112733993,37.17232152126445,38.66752674134114,50.0
324,53.32532823183731,31.48835256660962,53.45479119163937,38.143459717514034,50.0
325,40.5955730495826,45.314313147624446,67.22938046804963,49.06928418107527,50.0
326,26.259288666861575,39.15894813384828,36.45048709946014,24.732548558686865,50.0
327,41.2335223299315,54.43710773810637,71.23782804902127,34.74811367419859,50.0
328,56.636221078256426,54.511347368291666,68.62743569141008,48.39488264618006,50.0
329,32.37788608557872,44.24104302422239,68.11236862768058,25.478728885115025,50.0
330,70.2531427836461,41.54216019812372,43.42582540136439,63.812060007563915,50.0
331,47.93870570065605,43.80310727100622,71.19830210927017,48.02650518542318,50.0
332,31.683599961403427,79.08693021172417,60.029992550198656,32.10704561354699,50.0
333,41.90083074576539,75.92941184634186,58.917286996609015,43.97771474772496,50.0
334,37.743991068093585,32.18840291743501,58.90097085111569,43.53623815198443,50.0
335,36.816939408861245,33.097092662266434,39.097243425335,56.30617096546199,50.0
336,35.84932964899397,51.8683186481254,70.90243973997401,54.08052109192521,50.0
337,51.21402801776421,46.1585572511845,39.674566009624726,33.187289761168344,50.0
338,56.30450482707694,32.618273696947966,49.93956731103317,36.862915837167264,50.0
339,65.48286644502478,48.70059366248083,42.44130948281452,42.19135576605315,50.0
340,34.07370615548186,10.979953175718636,62.39235815020956,34.8353697752648,50.0
341,35.92634545520577,31.09015426563135,58.95702971056526,37.09242214470712,50.0
342,33.47447760244283,34.428577625774984,78.75884988798674,44.86993700673603,50.0
343,76.57723613948693,40.353483278979375,44.426181342285574,48.52378890756381,50.0
344,49.103695435533716,42.95971238655655,59.06983360853904,37.239406586110384,50.0
345,53.228314555796416,42.968883552268785,57.93087857878968,29.33806628597111,50.0
346,45.097474408095856,33.55787997861273,55.37168967687681,57.31622072469883,50.0
347,31.757161368102825,50.80762354153374,39.74054373349667,27.154594229664745,50.0
348,30.992056004556243,61.098566408744595,52.66768971899577,42.69950793477546,50.0
349,40.23089918851992,21.02932132345207,65.79658563438535,15.578816854051514,50.0
350,52.17829099983253,31.77322342239938,31.43229033805219,58.0458085506627,50.0
351,51.58215757739487,45.93310652868543,45.925315495100584,42.42564453091115,50.0
352,51.28695646444048,45.14917618978229,45.977404350103214,49.46744744161892,50.0
353,59.92902700864208,47.90079810709305,44.979286985216696,38.23872814735566,50.0
354,30.96069144229405,46.08375776925848,56.02927365583415,32.159244750378036,50.0
355,35.89668473071953,48.73016184800151,53.919200665318876,45.88816661094862,50.0
356,61.36959100997222,58.14966114214799,44.73161641134114,49.279631471429376,50.0
357,59.78404152021229,47.58534840485074,76.86510304047654,47.86633106179416,50.0
358,37.91660306544051,68.50987812527333,33.8957438273657,46.76125633209407,50.0
359,39.189163420841595,44.86281755357598,45.77171989325804,39.49813284204814,50.0
360,37.267862480420085,61.28391831572276,55.6316059343981,30.45778481834456,50.0
361,35.82003698970722,60.38422448393844,55.896863481417725,32.40177199364877,50.0
362,55.442067382083664,31.21735406423235,51.106976447100436,53.05532257558226,50.0
363,16.483059542373585,52.863268267599025,46.453754102090215,21.37893214939112,50.0
364,61.76975503039146,54.94098033510819,73.94843898610523,34.3205428031689,50.0
365,19.83962462316718,44.17413096762597,51.146780354173565,23.86787508676615,50.0
