unit_id,ReadmissionRate,Creatinine,Sodium,BloodPressure,LengthOfStay,Hemoglobin,HbA1c,FollowupDays
21,43.018643242864165,29.991879823999852,49.11976199970221,58.41737872332499,37.44405549174819,40.38494725931922,48.806803113703076,40.04667393693815
22,47.2590239287224,59.56046893362798,58.152299066706334,34.01657880181698,53.27162033876031,37.13673364599225,35.659052005070315,52.125228454004045
23,52.47857464602707,74.59493932354938,63.65982344251324,47.01091111316049,37.4149912438375,38.017419498019144,41.647612446250136,72.3584262699215
24,39.503736670984004,64.63794761788654,77.8299474957546,45.495679817562724,34.940445593433324,61.37749562572664,25.566979376659333,49.15751930527006
25,80.54281952976372,32.7444695828233,25.536274854847107,44.894697021507156,54.15190797880177,42.46976333213751,71.15463112205482,58.22649329139111
26,46.59548928197356,48.923459764047685,46.56645843361779,68.17171511440185,32.24244005173317,28.251991336788358,49.6873145720633,56.88116760239628
27,54.99798905036775,47.7191198105055,22.89272531148729,63.29622641122432,29.776377128717638,51.637986060482675,53.94868491203897,76.52352816408455
28,49.39105108476183,49.09804174432977,69.6733889602942,60.724370841018455,43.05411143375935,53.07947200036797,61.472966566073225,46.712599666287105
29,29.848055724344498,43.90510320302169,61.904416959511956,42.05080782272087,46.91492269001958,44.287210354914556,44.338209412503794,43.8056882228625
30,41.852139528245274,54.22182953797915,37.06759564285652,62.20145440553776,56.27895088308782,63.671590499049884,52.113687431135105,74.60896328929601
31,77.00539448685537,45.707406939726724,27.64016018984003,55.48588993562121,46.51720353732715,46.324714984815834,53.860062814362884,48.36792640130974
32,60.8191184435578,45.39632694078188,37.655417789212215,29.524929968841064,48.45227177484137,56.78472154854983,67.02143015381503,33.43784384398125
33,47.29336415063582,96.20271716856483,59.527608195104726,65.13824565208523,37.795940770208446,48.5496348573128,64.1345704543611,57.053193829927125
34,37.87273285764446,49.85326440269436,36.52054774365351,48.14345737144715,38.56858600712071,66.5236189466079,55.794539019039696,42.96732281245024
35,48.96312107540826,52.5930703485211,52.71287627441685,47.43806155518465,58.43115348049198,63.94800505335943,41.84510326287869,49.88297590667579
36,63.28329767042944,22.89239169243972,34.930363643829345,36.866021305874476,40.6096736970006,59.45401534557521,42.41829678567673,51.57800963136414
37,71.75651341433708,35.34122515923671,26.416030002524877,48.15828254478559,45.98643183839726,51.8401671786598,54.168841036920035,56.714165698317764
38,71.62341861966316,61.70359437071845,48.480935776970625,44.82684270815505,37.159887189743436,49.83215234463471,46.761705350265366,66.18245099620566
39,59.936021320449825,54.112320141797575,55.46542635632888,58.00624010525937,62.82958683458919,46.78202426942087,61.944001461061326,42.8342500702922
40,53.928854637265296,35.72897195003782,46.05943938226796,45.42449187707841,52.96755947849834,61.99859081576729,56.1049724205807,69.34991923739102
41,46.398684302003275,42.27827387545492,40.28664968646524,59.16167538458814,19.59277422232155,38.97405174353764,64.23571485632432,48.688638231330096
42,44.738557096320896,41.49269632393065,59.0557267972047,59.41194222642031,40.61195412330225,65.29836500897574,45.97891662842942,47.27219293274354
43,52.86838566409882,39.35981538524763,54.09591933173106,42.232619808699916,35.972359087173466,57.93111971644705,63.52277966620918,47.33618303340136
44,40.451422708723186,23.960825014830036,61.448038080460535,46.97163421594176,36.71619183242878,24.514489526361306,34.38207500277733,38.582074441795044
45,49.377531865455964,37.913244114534365,44.31832319371943,54.93127805336539,40.49786311893973,42.226478155129364,45.85263364611637,36.636022275852575
46,43.26248082644181,33.749459595252674,42.31540110230571,56.76188425822285,31.03572328355155,67.63455749126653,50.97489740959443,30.901393217208042
47,51.6019744692022,42.35437525066584,36.64523209247512,74.94261014627168,8.384635712992273,58.02033939004541,49.84793968437581,70.32279573011989
48,48.31530470139675,56.55676962789458,44.78234948929463,22.59960065680326,52.91315522485695,50.74081901406519,60.19257836843171,43.34555821384744
49,55.48829851894502,27.14718898531301,42.08602720768589,48.84237227280739,39.582351501975225,62.01503015645815,47.76778556952002,37.245800079952026
50,26.017212018173275,47.224846891992975,64.3265153777287,65.08367829191094,27.897695147706315,57.75882323752991,43.04653079641628,64.56152070264508
51,23.59961498159588,46.27545281676742,57.04449642228155,47.949688984972916,33.61082476234106,22.979026143536796,33.012625545358205,70.828224239215
52,62.65379610749042,61.090856410589744,42.19630861733477,38.98404994306533,43.67920693978119,54.19573817942318,28.318127840384154,55.470683371559836
53,69.25310340721815,47.20714293784498,25.563826802632356,30.4413456150312,46.91018665792064,55.46211977099559,39.054386801290576,52.905318411697564
54,46.45879287903677,40.63622390013391,64.09679008065478,54.28539619511421,53.02903876803326,42.3037639640074,25.70595319682113,46.5218740434482
55,63.50730708345612,48.07730610262957,29.748567857443774,40.15986341409976,45.50943923002536,34.70688700574964,52.30685118578304,51.42741265652396
56,39.877328521532625,39.62018238999846,57.83518534468419,31.430453730108216,52.76169392837637,52.869195061696395,52.26117798784356,40.04586267527979
57,34.46920478528833,45.00652577501571,32.7456256263645,23.80841498220212,42.79249790145443,62.81103930964506,70.48368881204954,51.02541426472033
58,78.74093625914729,39.65919163697584,50.01978174360842,47.137189138553225,57.32160189283015,28.37156697500019,29.91310153364038,11.365801604032686
59,33.50454516075617,39.24839962995475,41.9092019250456,29.073317052180396,39.404379422025485,55.69279966782888,36.23275518938847,33.49310367607877
60,32.636805167710115,50.780360985268615,53.17269487831331,26.324537429757257,38.803032464179665,51.383169714697935,41.71046983156602,36.003484480023566
61,41.86025253480159,44.14142138434999,45.82276478186344,54.86761168981504,39.69535041435163,37.553607133450555,52.618673179874,62.28912663731083
62,41.48722608221515,75.39183628314191,52.89432734212917,44.93275231961627,21.47832247604698,41.39550484035221,60.16684155334568,57.970946118538336
63,57.4812193216725,48.99150507508041,69.08457686094599,52.15054153850079,46.465249803437466,31.92254580183086,70.30703990387066,57.08937726637571
64,61.934960211221686,66.24289124769706,55.405637374700774,21.7464896307645,43.17609077674496,50.0381847648172,45.110147927866116,57.76283502479759
65,61.04428423939334,63.44181184974009,51.492177066989754,71.24401614226647,48.058263808374384,34.26918642068453,40.9367586190876,35.80804037683117
66,71.14391595831104,22.29739674516442,28.10953850254842,43.84568703652649,46.62603833374025,61.10827501934568,47.436906463497785,68.64822611136816
67,49.42377929720295,68.06515796312048,52.33500204231079,53.67567960287505,56.973319648028685,42.80422081387154,48.25607811259509,45.82699680232621
68,40.35160333248641,42.66799935123277,55.07133482709311,47.1880974990867,37.80523232838894,49.418859117017455,45.76930712787532,55.37429121593949
69,39.6477621908638,43.729381293228606,49.227742905121765,60.36396863196441,36.25929139205242,58.35582749666211,47.16633418611486,44.521178580420234
70,50.71876647661117,48.175078177371226,50.65641585921369,58.95706501961641,25.601661359758904,51.508756906048525,47.99438980522181,48.66322774474547
71,29.92440808945385,64.31481512588644,65.30097800227288,41.505064232709756,35.9768573161158,34.14647726886841,37.384137199263165,49.13552930050915
72,60.79114718994994,42.32238635231936,64.81328643955223,52.1574083965039,58.25766386368306,50.039032883704316,49.03046297450864,24.62131336016034
73,47.88333210180055,43.663653334407634,56.66275955655041,39.888757407504144,38.34769865310531,31.308169298116898,71.76646106242295,69.21092552294989
74,41.32168452261062,61.53569717263896,35.91716336709624,37.631760322361494,38.881691642324895,49.80768731948818,33.9540714864054,54.93532556122722
75,73.31606125761331,41.81090866322657,53.17997143352416,51.98031592340484,44.08262179460344,53.63403152005564,46.60774757788464,62.59060895166456
76,37.72718640376899,48.67594284562789,39.300389228290655,44.92596018429863,40.5830629192754,44.07239009021758,48.89210610737414,52.45498919483868
77,67.57960867446961,56.72499184540841,54.55961112123339,41.291504838057165,33.35307380204699,45.73783973653615,62.24803537807651,68.06173173443881
78,64.02107274263666,54.15677575952415,60.51981000194319,43.69297561991486,60.09459112545241,59.511662065476095,29.905147738470085,45.22726091644722
79,26.820030655494463,55.436760084031995,38.18805667111266,47.5537248811283,40.34647238662958,50.388912503219004,49.39545298711364,52.27027896796398
80,26.32367631513961,45.56922487660694,51.87786374484385,53.83257690790114,34.18166394799929,61.916778113684046,42.00193789261476,43.546686697904285
81,28.731663983816013,65.59496201279637,53.179830456518154,57.975810254951995,30.49624819656583,41.97654326458365,64.82918167037649,47.503535551215116
82,37.57770560807187,54.11502705259382,47.45663780301434,52.184444996944514,34.81714053347552,66.51697839194149,41.43236924707235,45.92060239153938
83,66.03290522539295,68.21593868146681,68.7284738460186,42.27824269247206,37.33291123246008,42.90567766117165,58.96375652482554,53.4765979614243
84,46.785934504897995,54.38506695311665,58.02559875820507,66.3807492481554,36.49077915415351,56.742976781763794,54.242819501975525,29.01971634296767
85,52.75484943408989,32.615939874350104,40.6980567564127,70.98448033258438,46.91841385851727,37.65626686480963,51.98087605527154,63.59519501597982
86,38.07540196941208,66.8805662109052,63.257395710207646,33.80380979138028,23.314540973210867,57.23554168104126,39.39802057393015,56.88987972148085
87,41.76167926671259,67.55853970620826,60.181530328910966,34.846001080289824,43.95043472690376,45.42621201285951,35.34592364438553,26.87045304184242
88,30.513763550262436,47.339125102483194,28.39069142846494,44.40549498986848,30.518276668994904,42.936792388539224,56.600776911241496,23.342995016486846
89,45.95905834471474,44.18814412912244,34.57613797243779,55.22004048389834,31.444731488302526,49.44301909862143,58.6452706713687,42.152101156901885
90,29.022286283473914,61.55660573862325,48.86535734101286,55.477161035758215,37.44407252307386,52.3241260961018,44.3244938742266,48.120298654666286
91,56.5759047087341,68.19669315087984,77.94783995631981,30.34495875231772,45.16643404143609,68.24970779101123,76.81867246131682,45.54053537462046
92,63.597199301965496,49.40723997729632,48.17031622238412,62.739459414735194,56.08795440461492,49.55683319089786,36.23745064595423,40.892376282593155
93,22.768397142017612,68.64055725259209,67.45311168088526,65.53745080076725,23.3052805036335,52.261026941542774,60.69658059886668,43.5865754370268
94,67.7226546460061,54.11591524737404,47.71333604956973,61.199373509524456,44.21890764577957,57.555181043038935,37.649290921530095,47.910930369097244
95,23.482119712883406,72.19607756745069,66.52876629311547,50.34629014992169,33.175687304261984,51.17371689687684,54.33621105133744,48.038962042683266
96,52.69415296243282,55.34243382846625,38.71750919197524,46.14799670097392,47.250524376002446,49.12239576131117,62.539915644025314,50.88263499027706
97,35.91083260465668,49.95999684408549,69.14284332313142,49.103446485947444,49.0248898222337,59.85275618048215,28.322453056885056,40.037038442347956
98,52.66572000501323,81.10045987534764,17.162369591277237,33.43110099579114,56.98111013456336,50.89626872787465,63.22724310925832,48.74356416643914
99,51.086577152264944,33.79384005766576,35.92538475583089,41.6379721976423,43.57946747412059,56.08294526317774,68.05606941603979,48.513532756925706
100,48.71881455304874,56.31419116566276,53.3160068532243,60.78459536279248,32.82618120617153,34.32341417132117,59.6007284114777,77.85229932725379
101,47.31212504289391,35.25362693974558,48.87231113539106,61.874029248354915,40.33331295364725,55.12075670933105,58.79191484850056,25.132931892668623
102,60.56814516276537,58.978084374847754,54.03785332146141,40.284216355125054,50.59512757285172,67.74275213240851,57.48621654862583,56.02429993716161
103,54.82889436738473,49.58529604452798,50.21104671978328,44.836594845782706,36.538017674105944,59.18544286647513,39.53824551452496,54.36670868065592
104,68.62143703543617,69.02109581893681,39.68742772420892,26.92404904189177,35.67878745564351,43.057313802647634,66.65439608329328,62.116812450544245
105,41.97627433624483,40.43895939516493,39.967532835398885,58.70982751227338,44.33616002413248,54.55971102498084,48.23135599090231,75.82244362844585
106,32.63924163673957,62.19388439582435,49.024378272624105,53.56112021638747,37.782506384311645,41.59884263025965,53.34979486408698,53.81107501988705
107,78.71928113891916,42.64825741474096,50.28869878888349,41.429153546246596,56.41238333195714,66.96807795919585,51.87290221992155,48.82548244463211
108,30.60197705946568,44.57495551154949,56.681979173819116,53.95080254820523,38.35851585739033,44.05212166274123,37.45505304707206,58.64323814007882
109,61.34162480093305,56.2723452082073,35.5018809488652,52.212306398735635,35.8497505134701,66.97271614900322,44.67409191411767,43.202128280862375
110,59.51256439359632,48.0709731931825,40.61700913922946,55.48730589159799,41.324573142782924,75.52926321915044,48.24749855298507,45.87853177789806
111,60.04254708433683,43.897979460621286,29.830717800093943,37.41532365425426,54.22248237090584,47.74942086340341,62.176769695565994,49.91889261988631
112,24.138360512710904,67.5181353150964,38.57200749835553,52.9081298118806,35.44745832059768,65.03752716637952,44.96507349120504,61.16727462358291
113,40.71534166539088,46.2650558936304,52.5395712206068,42.57434517943675,43.296710295151954,42.69110255107712,26.18647512958048,28.881115230177954
114,27.235999250337734,44.60069710015392,30.890108585995183,67.42089934021897,26.790075755789967,33.36918993383195,42.146792420338386,40.950308234442495
115,64.20017920608657,42.27036205840003,46.393561039542405,46.65681328476132,31.0072215805517,47.49925921771511,49.8230428510023,43.51014521533798
116,43.512111916616846,47.96819673173737,57.427780508790946,47.202956807645776,58.50438470569552,60.331743782124164,50.04984025661641,48.50558266559983
117,46.25734580564861,61.27461713710937,38.31160748526173,35.95705815180971,46.63640867340175,33.450030053537496,67.17849435721327,60.4352574137514
118,62.754323602551,35.2718935299646,40.61519743185683,46.17596093166465,30.02673199827573,64.22892951907568,34.52149788389273,53.26887408636654
119,38.71564040658891,45.091567670828304,40.03113744082309,60.54956887752581,26.867865648907944,54.35414733482128,48.172729227027716,47.40016819664076
120,56.65087535148645,61.18128282231113,53.58010913240611,39.92823771022742,42.63579339711628,70.69750668383284,48.775451805248515,62.306844139891574
121,65.12970494327526,31.424137822987984,59.52962733337257,65.10074829094633,35.11881165144908,33.61981962520719,35.90966210390486,51.28863101683752
122,30.45061234961777,42.069046221842534,47.77857625406779,60.65985824026113,37.26685974941256,63.493887032818584,35.89952782139195,64.15417885806028
123,67.52058415588367,31.088897192173896,43.10327512245867,51.75830908620843,49.10424792105917,46.553560242632386,51.47136382078875,34.76659775892083
124,34.4372696998543,52.08853934236128,55.805248147932154,50.701645049078316,44.91142978074788,40.26052290984437,51.86708650417927,30.68187315693872
125,45.47615157127916,53.3000348508027,42.905026066502884,52.888195737294716,43.72154365371137,38.42871001209425,24.513313359618316,50.56911787084576
126,47.770015226401824,51.85051429531542,63.76334676269767,38.32253712313057,53.04509755037606,48.44436052578432,65.39698853576346,73.85213386720895
127,45.40158979933992,32.067693843714714,43.63855546506852,53.713450711919904,53.716204608369054,39.85482176427965,29.231456634380834,25.00072997071698
128,37.334650222989744,53.95099738327428,45.46684509842614,30.570453716507494,44.52219250769058,59.07022121233346,69.90618173903329,51.838981344814194
129,55.34415465120931,55.5333324483725,56.90487065143966,61.92430762716357,45.70017316588059,52.681669754146945,35.50376336012567,59.72230377397145
130,44.49308976133624,56.84202911171804,51.32353394270419,48.264447680600355,50.177774299531244,42.56468063797903,33.69769426031664,50.78895404655914
131,59.577459630663334,36.09343182591855,49.8887228292727,50.08099598135343,44.165776729654574,40.19186327646658,59.10388522993101,49.610065102282256
132,46.06285469409482,68.52584133480902,47.33449935674414,53.51106767673342,43.433427780836226,35.041752322472526,55.495034502352624,65.07034471890698
133,59.648619377073615,59.98078346539259,46.0331474977152,59.655829320239086,48.12781906729788,38.73389418105239,47.074328690815264,41.57516605523733
134,66.91968666749034,42.42508011129564,44.597399491648225,69.34698293178667,32.06994134327916,55.250270412414956,45.763417595999485,40.03776273951743
135,49.665964999501895,45.94509067551209,50.293503058436656,60.36173264707491,33.10378210976224,65.65550647688687,29.693991743998964,50.6959772706901
136,51.477824686495495,62.276040973712,41.02367226009425,55.766084384332736,46.81630319829721,35.139186395947355,17.26044536815033,50.30745286872618
137,25.440166087427443,60.07527109972134,54.657714518707856,60.448577718532555,24.675419548793467,38.1289687613594,55.506360305432764,58.56096106486805
138,23.37758659310931,60.16346014670302,48.433153388921475,69.47241399620519,28.35126432160245,49.334446967856074,28.048673444951394,52.29731267777404
139,34.07889797600423,61.93195506506777,51.59004612032841,50.5310976695368,38.7298658698727,48.142834550741675,60.391934388232464,54.52209321960133
140,52.530079877255424,62.07380210010364,47.23636489471699,46.39227362690805,42.773288584342296,74.69432378549126,59.927208210741675,49.09470016967514
141,64.09227175342393,40.55429721648417,71.89143514378914,58.55586478416891,53.3308942648797,29.690503262278796,36.70162167028046,48.9219656933441
142,24.536129993192144,53.406455799193076,54.18328945228158,72.58118211484393,29.663762715945566,56.151956025551975,72.35047768731447,40.43519000713599
143,36.03035735594238,62.27482537047733,52.23612885307967,51.577576854557556,38.65756681987243,59.19409601166079,35.629888221543176,39.54704003320276
144,57.1224692605241,42.39304485439199,24.287312331660445,49.606732135176635,57.33084300060967,70.02248584965524,41.586199068995235,61.051629806703794
145,56.77036456434156,42.35927775105195,46.120058506758284,73.15481198131573,45.6871072390539,54.43278989627448,42.054844256088586,59.467000043203136
146,46.54057881855244,49.365868356832785,32.32279792590777,54.22745049268384,45.865853135903784,42.376578785654594,35.48983481469173,67.11302193963184
147,63.980826982720444,42.45004774173651,44.252919579137725,74.67066070800367,44.46400154249726,68.97524898013471,40.87027582282141,60.09210705487756
148,33.83056575830545,64.72325088387271,44.12051974128023,49.64020117264635,45.54830361343318,48.60253918847846,43.70777955588554,59.22568488291371
149,71.74749607587269,65.40014581196866,33.83698647523641,60.384512591584524,58.93145338922545,57.610888741284235,45.4963826134787,45.19321207395238
150,53.40128360040802,48.77291832123075,39.30678836853772,45.03304732820778,43.814278025452076,50.772262143524514,38.60011125860541,54.00366331844191
151,55.7545355086764,27.735596240674074,63.07362280429005,62.80475742923495,42.046266451607714,70.21569288540417,35.52739089247695,63.08689829517587
152,49.904820444798496,54.15480783354776,26.71030412786948,25.655599705841446,33.01588488060623,50.45358210043385,54.08934353586037,57.590238023827176
153,37.46165281495448,62.80884966095447,56.333526381865795,58.903862476125994,24.366883452269622,57.13543284643429,41.37783452889897,46.49799616906491
154,59.002011107136425,66.33418903044836,47.90818995078418,52.38915995385912,57.39292888620267,63.34384136019061,46.43135276258442,51.360603889476074
155,83.9212416367025,84.24746438690332,52.62880287310337,65.52398386693478,47.68131678983384,66.8333583158099,63.865897392832174,48.97845610747982
156,32.06399240903142,49.90960374264033,48.07336780379795,52.99019999434982,34.236428893772704,74.11038763605298,35.50727982589662,54.578526634221156
157,54.148492773184145,48.04404910720568,30.891633450519162,57.51555525213972,30.43970648213945,31.21045440729294,42.679751067836975,47.83970576764813
158,60.43848180681108,62.882378319042324,47.90556752182966,61.97056650630796,23.476087926496266,51.60196519763047,45.81742482166281,42.55938922189123
159,53.29392285317989,46.515548719161266,21.239111820114584,48.063258150372846,54.84313606149173,46.08781812711518,38.841420588882336,50.15812188518605
160,37.00817010705871,50.885288391889475,60.71760225086439,65.67432741529315,32.101150223931036,65.97556348361722,63.323871375122195,50.54398457694649
161,38.628034402301274,64.92986730953672,53.10577395952823,56.530865916334925,27.100579770267323,47.37536169697348,51.167862281697296,59.04802309901478
162,42.09592912861195,59.18874923625037,72.71866883295229,71.00176352579453,24.774915936928217,38.37756847050541,63.61571171428483,45.59576449264036
163,73.41911823284353,58.614618352984316,52.496276745352404,46.97846246218773,38.5089877020915,50.021221996970866,55.2743061289639,54.815616083342334
164,48.67033466298917,47.033261344661796,67.72054078860204,48.691518890374795,54.25099236190926,62.84324215659111,40.4033269502446,64.9239375735952
165,36.03387750773043,52.47240498485228,61.70425338837169,61.24185280461137,38.413184192846536,62.907919947550816,71.26780976494851,48.22498476046772
166,43.294764201079275,56.529534145128125,64.02616360187675,42.56863292729543,38.66619384132626,68.6415347873567,71.7942406029236,34.4763238647126
167,44.34343614272075,66.14160582603392,55.474426059339976,45.032975438105176,60.483620163576006,63.113890167742134,45.62869866850569,42.66024923148896
168,47.84480227118812,44.70435054991372,39.881949992358926,44.59020166039642,48.54644110536825,63.29250083636648,66.65866980532898,53.89211455347955
169,53.902299824784855,69.35681605538923,66.15915825805949,66.62222278582385,35.686496747404114,76.01041100021942,56.206957825073786,34.06205904522463
170,38.52696564021279,56.972010528197075,48.91120410021363,66.90405547396317,36.157064629221864,51.00920801687058,21.876034641944816,59.5739897728139
171,55.79998682453651,59.95808354014463,62.56970022178839,57.09908151370238,38.91269142635225,49.45962473590097,39.110105019746214,52.590339332259354
172,41.479615120634605,28.250307261312123,62.22040667715991,41.96234854000107,56.533370735177066,47.80721234040043,45.755354931373034,45.95306400877126
173,65.22705550965838,36.87235115662804,58.27613316773786,40.87525077660998,32.805997586965766,47.07430350640254,59.39326379205548,71.3521703854481
174,58.665010194418315,51.58186075159905,41.84663120121626,44.09316184719852,33.33202865238145,53.41890795527501,61.06692262979613,64.4376353713945
175,83.24679781703051,53.52885387672158,50.05605659889257,61.31995243487245,52.37362613036378,49.23612584283975,52.293115389618485,38.665931609269634
176,19.389657537185123,59.07929695052118,47.751925171304904,22.835460835904478,18.127499607383175,63.7641408828878,53.549570520738406,53.56029434326227
177,38.689646320352395,55.436297321033834,35.99542548533821,78.58388645681201,52.01306130573035,53.339458330663305,58.37232199843921,59.60932053363911
178,76.67440004931595,13.601996561362121,47.316627073466776,58.19718144406315,42.72927019010128,75.59775828688919,42.41553385042275,53.84415845556071
179,62.82544150144105,61.70049438282364,47.74792382134297,34.49804929713573,40.07351895752219,43.241749879873154,58.534642001022604,64.60820224241233
180,76.76459826071833,43.18830013475221,37.42189114586477,40.96221019154312,60.513555050968236,52.60412654177291,47.3460499420488,42.7611200308391
181,48.16051097064668,54.54715144082697,59.16364360365364,31.262968935103306,52.0342157294869,53.78746519648339,55.98034459303429,51.33017187798754
182,60.32839979630963,49.83351498856972,66.04004746037018,49.39990023899179,41.94518985668109,63.259315945590544,49.14608264986153,52.395179545076104
183,61.41256129796445,49.94156785725306,43.11638080709724,60.4255176245514,33.71801045665232,40.02730195966356,29.295784552070415,54.85655888223943
184,55.61445146480983,36.52897312705814,57.86649592699763,65.02113432124463,27.20974558640205,43.465175506738625,41.52060178565874,30.798493621290092
185,91.78853981493333,61.398089238125664,63.172207986927916,58.33138294005331,41.79910481075875,67.19181631354061,56.57596503329322,41.36802490709468
186,36.59493462110045,68.71971056763769,56.058313210167,67.642068157528,37.13144525401631,51.65031309661611,45.7461007799601,54.420948616278146
187,53.79076002613837,39.59957605589295,67.62210715827297,64.16460866627263,60.91969525596994,46.91198563531659,78.43941440936058,66.93001156914835
188,69.02355286667672,40.305239241420786,65.88123229976152,33.91736488791215,48.41967337241801,67.32767564527447,29.18499267107201,42.08476660546591
189,37.552250374552,50.67582591913621,62.56087611399059,32.14141901282578,25.61508672985038,43.446315275992795,52.56884121132738,52.225828382841975
190,49.34180749889606,61.731352133067126,61.923015162011744,15.856702619850534,43.43987701176174,49.53230302382322,49.36620060143055,41.98115397306733
191,59.671835452894044,58.624282971808,37.01338062803511,20.92867454907811,45.12712581192772,42.59185785353203,53.01558769459868,60.69655375844413
192,74.30797917809844,52.33475972516093,37.09320667556186,64.87372336880505,56.840627491088945,51.956609476070795,41.072018059956726,61.202066257461446
193,54.1728025623469,73.91978391032669,47.538414537055786,49.71124390651417,46.78883054053337,50.72590240000279,52.065159366157765,55.4918849599023
194,51.11231416357031,39.126224172479795,67.2730415210281,32.41945115436339,25.608928174940548,64.0304016723915,56.050487256749385,61.94254785946468
195,63.41373754837578,55.733358604721076,65.72245469201202,59.96762198098769,24.416321559733,51.045281083169,42.72787421731761,37.58088077226528
196,60.96138996108592,54.99641757572359,47.080157002613625,51.505333963538185,27.139073890037093,42.03398587362826,41.13903969024128,48.864409264209236
197,54.393975281251336,39.671056440549314,59.72515406681506,51.056107065023376,57.475334258208626,38.495167680739634,43.357289777194616,38.99619737896958
198,36.72984282122093,71.04313675225144,43.15292566939029,41.79689380311955,54.07041981901136,56.07443362824884,28.635147422478973,66.17597232020701
199,36.21403330456455,53.27230616280718,54.39432621948478,51.93498196785229,45.666539875746096,28.627724448921917,47.514411653288946,39.27520179928052
200,45.19698738850836,26.138091346620538,30.884774000724818,38.91412979962449,33.660209053405325,60.63736862098129,41.16126628754392,33.63738310940137
201,36.85323232093254,43.188566796729255,38.591883831918274,63.82467059133193,33.28834421770958,61.48985931461059,45.91995251015599,35.95649143510243
202,42.178951449511516,30.490205322966034,58.22969331938659,40.82358854693641,40.73446718934525,22.950913328145646,56.98695931812097,41.197340200128444
203,46.72850771705409,58.94462828825057,44.2420882377954,33.692926148735594,28.31199845340307,69.31134737898797,62.62170109134347,65.61969383490333
204,22.27569592143781,63.15950613061286,51.95515810880679,56.68628834482095,28.08874547822642,38.5489043865512,67.90153287892896,26.106415516858867
205,96.44864860088816,42.55554205975861,76.22224534439363,49.58472054728008,65.66285712143173,65.3650304138385,53.83088688054422,59.930285074823296
206,66.14188672624357,45.69881103095601,51.85335013103122,41.757989330293654,46.39860454731126,45.192831494123396,66.02515092074796,48.375675113898474
207,58.82531095027671,32.59237585274376,22.027833872178377,51.76632254307472,48.6669570155233,42.27357589273494,32.14280872004318,43.4306557271168
208,51.26706520470371,45.89023049972489,50.722877269651214,42.60993584024767,30.648771586140153,40.68298679966769,66.1814090137051,55.17843644988054
209,79.58557307310245,58.187388234169106,43.21777445787268,45.676559344047156,39.18041565185852,43.0815957389958,19.28404554676653,46.16003532917328
