unit_id,ReadmissionRate,MedAdherence,LengthOfStay,Sodium,Creatinine,BloodPressure,do_diuretic_titration,do_adherence_program
47,43.57024949020189,74.88822224940806,36.83392787751899,44.035006965024444,58.69131530342142,63.080846544298275,25.0,75.0
48,61.04981475470118,73.71262959164744,51.62544605610272,64.00480965438219,37.6884502340376,70.81396836346264,25.0,75.0
49,43.54568876921594,79.28914265412237,57.22431596831163,47.97060541754269,78.170068726252,67.58763056902397,25.0,75.0
50,43.85965453548904,78.51015092701176,37.19042171730668,50.85287179034772,51.141176358700804,31.65446566429238,25.0,75.0
51,56.96510853288079,74.59278336188724,32.351761128624034,56.24515794611732,44.60510744532049,53.88598752328536,25.0,75.0
52,34.04867193599376,72.9240710940573,47.721203763137986,66.64987671137722,31.55816319323366,42.50494592406348,25.0,75.0
53,37.05825055037801,71.57351595500593,42.05477972499931,53.31606846170338,29.22813489221648,55.563444294655305,25.0,75.0
54,56.54136875903762,74.45723801365757,46.21249235242073,33.26807158874848,55.062826669657554,51.862668285304466,25.0,75.0
55,44.78032024388991,76.46552415902961,49.232845590845955,43.23018110714992,56.12731442833996,49.369757622272694,25.0,75.0
56,51.90504138105553,75.10623942523638,38.535856987519146,64.83313549812398,63.94316402113276,39.647638593669136,25.0,75.0
57,38.26711297333502,76.40682818738696,42.871995117839134,40.37085093571256,35.740005684086626,16.379995872926614,25.0,75.0
58,38.23403881115879,74.42654749718898,32.30231611561389,51.70828055113564,44.944744804481545,53.84178223089531,25.0,75.0
59,57.18736794145402,73.92867394896598,52.436179832804974,48.54864681057148,49.66871420929211,69.56381062214119,25.0,75.0
60,42.70097913016933,75.54751526015255,35.94436673409559,51.39074302878698,49.5586037821096,44.07995383403796,25.0,75.0
61,35.19436661023052,72.59181717639001,43.387900442445314,53.70656892545839,61.70035139721183,43.270628922504855,25.0,75.0
62,72.37994802772792,74.24118388083872,34.90606522266123,67.9820052275135,40.97838996493941,66.01489871978276,25.0,75.0
63,41.75578849371831,80.18489789389622,32.94271812032783,54.46410062514361,42.392237526043544,42.95570105469685,25.0,75.0
64,33.829819728256304,81.30884922276375,32.29809089961459,33.12871826821019,34.20383260769448,56.40803459586303,25.0,75.0
65,37.7993087170572,75.85534592267861,36.57499721990542,55.13528745886387,24.5788022620873,52.13340158717549,25.0,75.0
66,38.16299095228004,71.85701254129248,30.34550005590832,39.82903969039547,43.27379115680897,30.866432586391618,25.0,75.0
67,34.12713048324284,80.0898966117483,28.881743186553344,37.33364426318315,48.26103117511682,51.73385292303357,25.0,75.0
68,73.52859083575804,77.26516435899114,27.904899759982552,36.039114270936004,34.895162141172776,56.98797489517632,25.0,75.0
69,43.384595442429536,75.75321599747213,52.76346109358803,42.302374026152094,60.54748107117757,60.99243851152839,25.0,75.0
70,27.460483420597328,73.67374996072822,33.614679384543024,50.10191585953918,59.60294678648856,48.830181550308566,25.0,75.0
71,42.9916109394331,77.29781117699856,45.87918077891669,57.113214420564134,50.20713378118044,50.56728639103892,25.0,75.0
72,54.30517932517439,77.50526953162964,57.22524101083365,33.26444918804592,50.890042919886376,56.416371097510904,25.0,75.0
73,34.34152413290041,75.6273218744705,29.416519213073144,39.79851267879765,61.89170784736254,54.99474353430085,25.0,75.0
74,49.46815562455489,76.91936822800902,31.50424764344684,15.824794570075786,51.98445029493902,68.31580025269092,25.0,75.0
75,76.85292743528181,74.61426470553182,51.21643209036461,41.85629241009356,55.058942325425356,79.01217567829694,25.0,75.0
76,55.424485211637155,70.47957957095386,42.74861787057516,42.64942115424217,65.21366010469775,39.62564146717168,25.0,75.0
77,39.00550060831494,73.27616994303351,41.364438182787936,42.461593191342246,41.72656365059688,48.4801595676022,25.0,75.0
78,60.28470371102094,78.1517325894895,53.935820072139656,47.031058281656136,43.0953793310833,52.84531668948838,25.0,75.0
79,43.24019721334101,71.8992197085814,42.20183514327015,30.14200325874506,58.811564988149016,51.305331100734534,25.0,75.0
80,21.838493292270435,70.83758179593127,29.689910716946034,30.665228520750897,61.80967951140746,40.558173593676464,25.0,75.0
81,41.89286264806356,71.17744449173003,40.03520456503398,45.47150666621349,39.376739589630816,76.80933880728867,25.0,75.0
82,52.985065520799296,75.81369406668443,50.149581504419366,34.150026198506225,59.813335613270226,52.66749384656905,25.0,75.0
83,65.8329274560741,74.23441344559221,44.04905546579658,53.92451236709633,72.47188028964086,43.419327843175324,25.0,75.0
84,52.762769744496694,75.21708665250486,33.14618045182789,70.26878304415915,34.883985540386504,35.05107362639355,25.0,75.0
85,69.57136881994046,74.99063883759777,57.97838529558797,35.35945613362125,47.86980343935051,69.51285022614492,25.0,75.0
86,33.68976542155775,76.75900260544472,39.2733593719716,47.854208747934074,12.354160204217688,52.92282999029661,25.0,75.0
87,31.777220643620876,74.42616440454192,39.47962971841782,56.54376298886879,57.45549579124907,55.32586793553685,25.0,75.0
88,38.533692324370705,72.00051515009153,39.6843267957444,53.552045585483896,66.27085916848714,50.013289899169614,25.0,75.0
89,56.998091474687556,73.61239442874884,45.5687874641857,41.38745842668436,80.6841459555319,40.21136299361699,25.0,75.0
90,44.41176809821155,73.78300502380209,40.03790201934035,46.186572053902346,41.07337998108738,60.92231383225117,25.0,75.0
91,61.93010457471037,69.88982772622207,60.114823326833665,42.594000589346145,76.60374711292818,25.599798504111764,25.0,75.0
92,33.17789042932452,74.06011331299162,22.10895880717564,37.59066647063132,63.66532398692684,22.300647217065492,25.0,75.0
93,35.84727070184527,71.28297572788175,46.86587049917052,57.05202345731582,51.073752466364695,53.60917744500876,25.0,75.0
94,62.78384731421615,77.0654004330262,38.214852904774936,58.354418279825076,40.75311169019673,59.91288127995317,25.0,75.0
95,38.154547431459086,77.41423054882905,45.18699258840389,54.15574513012557,74.04071924331419,50.31958279690713,25.0,75.0
96,61.96858541697463,78.25750302393045,39.072474303963986,35.75863968985822,50.84129940828652,55.03796918755958,25.0,75.0
97,54.87293274865233,74.0218858198351,45.22977540539979,29.8865922119697,46.26828438508413,51.93925742522623,25.0,75.0
98,39.020909600510414,74.20226522756751,47.04748097460916,41.4729268114366,38.98739275220256,35.74283999915872,25.0,75.0
99,50.1097455199137,77.18553986859109,40.706781876773185,41.76353767143705,49.24133443529558,38.71883800612826,25.0,75.0
100,41.540636917392305,75.67957322324479,31.395780778483932,57.21548298950524,35.789480048654376,60.06088422587343,25.0,75.0
101,41.266672652374794,73.96222715342323,45.40184233470452,57.28277892997906,57.305202292344134,62.83538130901764,25.0,75.0
102,37.783498712725354,73.79357962574184,41.618224276467735,52.13124581877968,55.11544276942725,45.72482928026537,25.0,75.0
103,51.52440035827959,79.22602017679787,44.41715298278164,52.30660311056431,58.21606187881932,47.27932760481771,25.0,75.0
104,55.080890651735025,75.02731893162257,46.522883995849966,36.77593787640413,51.50923460132377,51.505030248542504,25.0,75.0
105,42.6555211900756,78.79462686597783,38.78044784675395,46.56661173129588,55.570372240814436,43.3056030499278,25.0,75.0
106,66.13578146893785,72.70386434120408,48.64260022574098,39.367899305537065,73.47356723126562,39.62684855446132,25.0,75.0
107,41.30786326785427,77.05963876043675,31.68076258302055,48.910865286599005,56.41967613519529,51.530724858527044,25.0,75.0
108,42.81038691324933,75.08117278712153,33.45715940942158,43.230030420330735,46.17920170181466,51.1499879472115,25.0,75.0
109,42.8506370941093,72.35800864134379,28.492362815058733,48.950080451201885,50.21820247810375,54.61317392582444,25.0,75.0
110,45.65056378000352,72.05804704467916,42.45371730116681,54.2262257998363,48.26350973794191,35.53594330666011,25.0,75.0
111,55.609462426845425,74.13306940048435,66.25797969392468,41.11256384696839,62.08747072819605,57.14160997252532,25.0,75.0
112,34.37195600195224,75.35994665957591,33.24597704259867,47.46912468778473,33.713316348477946,40.92317139359577,25.0,75.0
113,44.7661689136361,76.73322179182561,37.953950167166,59.54157556645277,55.37438373626992,57.39247404944333,25.0,75.0
114,64.81819468401251,73.07055501762413,30.16337003240754,40.37531195784812,72.50395677319611,65.6233261688888,25.0,75.0
115,39.64175898950844,72.55362817465837,42.06392218268793,54.71475950508143,54.19406113112914,49.01959041008761,25.0,75.0
116,55.16389391879798,75.23177406565627,55.59018077563536,46.0992322681566,50.53403371856699,54.74366069420405,25.0,75.0
117,40.82110689061196,76.40671008727985,44.613303384232985,48.64117267984061,63.6305531987147,55.69999664761364,25.0,75.0
118,62.51752070383232,72.60499711357657,56.067249258693344,74.396404108945,20.320097018543137,56.25735755988227,25.0,75.0
119,60.72259389779591,73.49479305929505,36.335256584919456,36.88313781607927,51.258987869505575,52.88284444629428,25.0,75.0
120,41.15472924607216,76.64403368499111,51.56242579055347,48.05459495022247,38.02100961004622,35.160672601672985,25.0,75.0
121,34.08504988182977,74.64563308477983,47.30353403118518,54.14070497475292,60.99897258613491,43.48290773277915,25.0,75.0
122,40.77266266434389,77.52561097036167,41.24700505844883,59.60439772189819,63.47703446265503,69.29553160688107,25.0,75.0
123,46.59899505281693,81.24007145284337,17.856104791167027,48.32951363019368,61.62576727567016,41.887655542870334,25.0,75.0
124,34.01096361623343,72.43250486253517,24.136624866599167,44.541617572675584,51.445293012480455,41.25750029607178,25.0,75.0
125,62.23066368908499,75.20874913071059,41.03633081123923,45.41756025279786,73.04795806851499,57.01232613340477,25.0,75.0
126,62.600166124544295,76.25740659405893,40.69369127633359,54.79401369874966,37.181674817471205,47.237378906643,25.0,75.0
127,78.7481704265018,76.13577392582216,25.557265064959168,69.35564150265397,45.97895558125139,36.57948449956167,25.0,75.0
128,27.902909817325714,80.50725462169667,31.89836883848115,30.563154565246673,62.38570974227168,53.70169990995046,25.0,75.0
129,53.47080818046446,80.42402975692019,60.906494597246386,33.21554462555117,58.21067824762609,47.937727891298735,25.0,75.0
130,55.75575531967766,79.67112635583293,62.948281018492665,51.31691533710873,50.82876969367222,55.207530604967516,25.0,75.0
131,52.60510271269814,73.08459633648037,44.848423960487345,51.36562796002543,39.946959461160866,39.37771500541099,25.0,75.0
132,40.36912907718949,79.90279048131649,42.205117620364284,34.14797472499926,66.42213236387744,57.410000892249485,25.0,75.0
133,47.03741270219377,74.5867058435841,43.403114241471506,50.990345358645406,72.60681033723789,38.3373163105532,25.0,75.0
134,64.10583980607302,74.03267145900436,36.66601877843285,59.20422395317014,31.13797378687608,62.202573598194064,25.0,75.0
135,30.84259724014529,83.05280888633365,23.996290817295986,65.70237055116165,31.918592654910505,26.89379309732412,25.0,75.0
136,35.386012191165825,75.28754204319249,54.77571931877203,71.08409538446956,57.65707853164423,70.58117736018089,25.0,75.0
137,36.1540072857245,73.57228653311893,34.95403889847941,69.67720841157873,67.02794938666716,43.38712397143037,25.0,75.0
138,44.97504936445921,77.22383832418195,47.57231041171392,67.44426415635094,58.55861923351608,57.97420750697538,25.0,75.0
139,32.56261324831939,74.92959170898928,28.96479910978326,39.19145911540925,31.610223678220564,60.264326495819994,25.0,75.0
140,29.46152244132829,77.0469793845455,24.877408588946682,75.45122063752741,64.78334907686211,54.91495356801126,25.0,75.0
141,52.85138727633166,74.79305631228443,47.494149328336,60.617365684343675,51.09148473367326,39.84656598536978,25.0,75.0
142,29.030758541747826,80.16903850610416,21.346030663125173,54.57429880971213,41.86802091060829,56.854983978030546,25.0,75.0
143,24.056831960667143,73.48809199287867,33.200581856537504,55.316162730962326,62.53431533922747,37.007924525709484,25.0,75.0
144,63.34185402552418,69.80682674946922,44.71998442465558,30.650099923312915,49.78048868002201,53.103948541931246,25.0,75.0
145,34.22508165884873,80.8942817784454,40.601942934812925,54.450109351884095,65.52124935835582,52.56476761887925,25.0,75.0
146,24.371362901248506,74.70218657384223,30.941735152705633,68.58119190282972,54.022526681271984,63.4243739296869,25.0,75.0
147,47.17071818214479,76.66656875894684,48.69398601573417,40.618207279618915,54.38069090825235,55.984643443015855,25.0,75.0
148,32.482308047255,78.30546655680146,25.58964762338951,49.01945761314558,68.5075215892521,48.440866403509915,25.0,75.0
149,19.76953923860904,71.61029511552778,25.279518309046267,59.163585818087526,67.44186525404753,56.19587329923866,25.0,75.0
150,72.99187149813051,76.95898230178203,46.66485852733054,57.30241291619128,32.393719740317415,37.70724405342922,25.0,75.0
151,46.31772536078321,75.15012616639797,29.48398821303339,55.17957794792571,29.08112680900948,14.621622214242265,25.0,75.0
152,40.347542489224814,71.42420202279264,39.190894076063586,46.54667793197882,61.024187192727325,40.344156224815954,25.0,75.0
153,36.245488983605846,76.60016992770626,26.130570907381042,49.29616190784378,42.96109615515712,42.653170968629055,25.0,75.0
154,44.593262119306836,75.31803268576736,32.52727628312966,59.86245581427147,30.319940186677837,74.8927965049033,25.0,75.0
155,33.526080519295206,74.58181016175098,41.82696602798043,50.24146366786563,49.27274199032405,50.69609619354879,25.0,75.0
156,44.3691403352444,74.54706193133619,39.97035988009484,60.95391496745,53.72064915143717,58.629530050388816,25.0,75.0
157,46.06234358891377,71.7064837141181,36.17248374049782,85.40485318182155,56.056047819148674,59.60716334862205,25.0,75.0
158,59.390793995150396,74.37619378946482,56.477074139537194,45.825266060909286,60.86460929003107,49.59952676413108,25.0,75.0
159,50.06115708022238,76.69119579745646,42.859799906691926,71.40174330296887,31.817055826631925,57.88138734274093,25.0,75.0
160,30.287262583736233,78.93552082989508,33.82604069560144,43.146992287961496,46.210165357379175,44.44523076697224,25.0,75.0
161,49.5392839189725,78.87502577539018,43.90976159726655,56.320283559242995,57.1399120667069,58.088883909128555,25.0,75.0
162,22.20123094804307,72.90178003454767,20.099522557014712,60.449288315347054,57.44305726588801,66.08514435398037,25.0,75.0
163,40.66941717809171,75.78677352071865,25.552726998553766,40.17876069755502,62.86038269467132,54.132303709847875,25.0,75.0
164,43.31097165588702,77.53578762428327,44.580354063109695,50.08497392814155,53.64793596941792,53.29615364251154,25.0,75.0
165,71.2233755350627,78.53337119628293,48.59198943042756,58.53189427542156,62.08817146833128,42.60000864733587,25.0,75.0
166,53.844461078699354,74.14854443293994,42.4728060984416,80.87859596019337,53.07920079062137,41.267800372772896,25.0,75.0
167,46.003184233082415,79.12363318755492,23.260214776276403,57.980957447504636,48.808458698660466,48.04464328815001,25.0,75.0
168,31.804893578972617,80.5415111324968,27.105060954354585,53.541092048249126,40.38772373498463,24.724551383759202,25.0,75.0
169,52.117801390802114,72.08804307759125,58.0983845658944,78.37373377486767,43.97088977651305,51.383243461998994,25.0,75.0
170,30.899798796197512,78.90234163431148,35.678234660301115,43.181708914708764,49.175320574398214,53.61165211035713,25.0,75.0
171,46.68626637325475,70.36657578946642,38.16023250972931,51.00522566849808,65.10628090978732,49.810026861400054,25.0,75.0
172,60.56429495704224,78.15393015993602,45.58870047194036,64.70531706073153,72.75044211290135,38.62471538851955,25.0,75.0
173,64.56614285463802,74.89818983232736,58.95911615871282,46.29670215043808,18.898993724154472,38.88758552369089,25.0,75.0
174,32.357205671393714,74.44308925172321,36.495739916651814,30.343426105145447,45.55199366032997,37.32908830494859,25.0,75.0
175,62.19242668776269,73.00834961432068,39.93123742168629,28.084435886785894,58.87536492102353,55.18438727945291,25.0,75.0
176,34.108843927334526,68.34180112661731,29.858288429424633,44.37518535621531,44.48236457485181,47.761041796646246,25.0,75.0
177,42.27471625650759,76.14759848807454,54.904930405955085,62.74939526475393,40.65682186785168,49.84879429165162,25.0,75.0
178,54.33417408709488,70.20336967354514,53.313128687931375,27.88561069839592,51.17331747860456,66.76913136533643,25.0,75.0
179,51.09889802601169,74.16661057998354,58.5928912206438,45.72343512386681,52.144159001654785,64.40323852539574,25.0,75.0
180,34.69156748285541,73.87938998886743,48.67083770692303,63.30792658823691,47.78830157088261,34.88191147858661,25.0,75.0
181,31.91284377131709,75.18651778492067,31.12404889357598,53.29028375077654,52.07932661771598,29.405219456074075,25.0,75.0
182,39.32264191846358,77.25481939510436,44.031417650940135,46.36411367867245,42.73470040211403,46.36324150710265,25.0,75.0
183,73.23855453938593,72.0471675847227,35.020345713671425,72.65356030417458,41.2982483607793,52.08499816642473,25.0,75.0
184,67.25372889830693,75.7467175248213,40.224413930508504,48.31530635559311,40.71698362060852,40.3527900845813,25.0,75.0
185,34.25010775430901,74.88932514978141,46.596378920678795,38.91585304095654,60.8976670637658,57.43432093514939,25.0,75.0
186,53.419530032444996,71.70162476498353,45.45003239361913,57.84426106582372,34.235284158408,43.91808003460679,25.0,75.0
187,22.83366680286254,74.66684392998336,26.3278638761984,73.08227558177292,54.65735692648083,45.4815629589291,25.0,75.0
188,54.51642926130233,69.62794954447438,47.31185486884952,82.20326864564393,56.17502507926786,47.508960771088375,25.0,75.0
189,39.22319187768854,73.10861788107286,44.685020711386116,36.230287667065014,43.40274410115396,18.317378287756792,25.0,75.0
190,46.37877320744298,81.5735714452416,35.960012343695,56.62273601849196,51.58978627890969,58.275677605491595,25.0,75.0
191,37.77057710969358,77.83541060318575,42.21023150413017,57.78848059538639,60.84324391801512,53.63446796338943,25.0,75.0
192,43.00422477528635,78.37926470558068,51.41644054867075,87.6761810850536,39.91886774253245,67.15558833933687,25.0,75.0
193,50.56102085742118,76.58732563427412,46.8040816063543,51.786966639036216,47.53239417532609,46.88892517016502,25.0,75.0
194,46.12591907765299,76.38264478223893,47.59390941140444,37.810338935587346,63.258381795090045,57.430125224086666,25.0,75.0
195,31.080592426704946,69.4593849785673,33.34970523442049,60.66730211947453,49.22450132660356,54.161227940288825,25.0,75.0
196,50.528166711155976,75.1768574519105,36.53029550780126,64.52968651315005,39.901726941297106,54.12809840163455,25.0,75.0
197,31.434065122960302,74.77786900652742,40.48325953928574,52.611109131198305,50.05109849281916,58.415645049089704,25.0,75.0
198,48.926199168839574,77.04149721501966,38.0724384870988,60.472013857113105,70.75208939798962,44.47014799494781,25.0,75.0
199,42.71140619750546,74.03269921238203,29.037156945555815,40.479358472286656,71.85938039277556,51.16129852464903,25.0,75.0
200,33.56711334297528,80.82193165138054,37.05812566230017,55.7856056121255,70.51146593900289,59.800758948832815,25.0,75.0
201,17.146105214514968,79.06393755613851,25.593423893013522,57.32987527041274,46.644266984243075,55.0903848521467,25.0,75.0
202,43.546959742202795,77.44345751044828,37.33901792890087,57.733496703217156,42.00825432622411,50.822429609260254,25.0,75.0
203,49.090890417577555,70.97691371358673,52.30158171020539,45.01688973140829,52.09455593923759,48.34064199418714,25.0,75.0
204,41.164431054209764,71.32747279012682,31.924137873868048,56.08214556442137,35.21303738494493,30.473359622876472,25.0,75.0
205,45.7276348045984,79.92987143299862,37.283526590897445,55.86425308230343,43.58947790824339,51.14831511165798,25.0,75.0
206,38.36310196976185,78.98265562176879,35.65994134384959,82.08899036098956,36.46282101384576,59.954945336264885,25.0,75.0
207,46.402814770922056,72.15305022298178,46.550063496506375,53.73315956278681,31.37548696712676,49.37426029727221,25.0,75.0
208,51.973507775705144,75.5743473862384,37.99418652399773,41.47460516651931,61.95068451155841,45.88284843323915,25.0,75.0
209,46.6840212305933,75.48953432083789,42.380295038809436,45.992349693363664,44.240489959767714,56.82947377733454,25.0,75.0
210,49.63926878264075,74.15290371073485,53.58890511200678,68.72631543633872,76.91481577083637,41.04864145826719,25.0,75.0
211,32.011433989911566,75.73834521093102,41.30193891022443,72.65776022969843,35.38266411358154,69.31337853633201,25.0,75.0
212,39.47755895289268,72.10575584583694,41.00806102287512,27.950520722782286,59.661037098619175,62.69577645465243,25.0,75.0
213,59.11516824470617,77.35754926779404,47.07078966622119,58.71497418541466,43.5261957230489,46.434665788200384,25.0,75.0
214,77.1660015738655,75.33831330402349,58.41282115171332,44.03753594435925,38.33255047183543,40.58254250369638,25.0,75.0
215,30.7835695572015,70.94494768676493,36.75933934237101,27.7496051945526,53.43775900741885,56.662053604422056,25.0,75.0
216,33.234960636768584,77.52201771541425,33.37246087172786,36.19739401610893,56.556651063243066,59.16661835650392,25.0,75.0
217,46.10663326910053,80.19054486296636,58.22192466552945,57.86176390327546,27.595637140437532,74.18058133061028,25.0,75.0
218,34.284796035734814,76.06625189373338,28.161086427005063,52.1420011258327,64.58551092600779,44.17053295939527,25.0,75.0
219,54.57815961805417,76.07603943442297,37.32875819927301,71.19395263980932,37.44960105303302,44.333877954896174,25.0,75.0
220,31.37764463203811,76.41220191017713,35.71134230769128,54.43188872440927,50.367463496691244,37.03451459202201,25.0,75.0
221,64.98361682751771,71.28195478119937,55.8321182595124,72.45778497376145,36.74625686548693,28.371600190658025,25.0,75.0
222,35.72045145112926,73.93279948439293,36.14307197230109,63.979869240154784,59.23078810185677,38.00799328190567,25.0,75.0
223,43.902628794228946,79.59053129455785,43.30537207834533,49.32895800031772,49.274413419736135,17.720728418423526,25.0,75.0
224,49.43416416403295,72.01776814842007,42.52140912103719,80.59544939052017,42.02030101357322,36.25556306295096,25.0,75.0
225,33.09392618775582,73.31017349261167,40.78890348697077,57.94798605404512,36.06322181474171,49.35408508262727,25.0,75.0
226,56.77368227557204,78.57876559956074,52.960029445282125,36.650060612610446,62.78922549706362,56.72877402058194,25.0,75.0
227,43.97949981719017,73.08223682016138,41.1683472832028,43.75201690387278,14.833954065794977,35.381498904748426,25.0,75.0
228,36.37229921334429,71.63093773815163,38.872022778009935,51.318683948306564,57.378656603280554,52.98246468225275,25.0,75.0
229,62.93975773072177,74.13306329605953,57.657507382998055,39.61706741324049,43.49756301959347,47.38669033509284,25.0,75.0
230,48.24229703920012,76.70787657909109,53.703912706693046,48.09897007593556,56.579418311635415,32.91135683500327,25.0,75.0
231,40.05560537037907,71.74433491805192,32.40317199460361,42.68752880800046,80.83371762076862,52.78570332279386,25.0,75.0
232,42.5173405238522,74.35434485028077,40.890720887858876,40.05299976349754,39.03560668347783,44.2632540996461,25.0,75.0
233,42.77359003520696,81.29660042446801,31.76647199202963,46.94005524752535,55.25919891574056,56.87417943080207,25.0,75.0
234,51.72130011083038,71.29628437077001,34.66688381160578,43.528928450638496,49.226282096083885,39.008684571670784,25.0,75.0
235,46.40860154585536,74.85531032407721,37.69996228818392,45.68381863786161,53.19890565472917,69.0302487531618,25.0,75.0
236,41.65247206702395,74.29415469497016,45.52338185664099,52.322117449481055,33.915794318494626,64.53060494759606,25.0,75.0
237,49.909584045268154,75.25804132167947,36.41624956722579,46.71290913983987,70.85696987244074,43.87111743431838,25.0,75.0
238,54.9629523199967,74.49961847551523,37.63829945873846,35.08996268676533,58.7002091003262,53.74986064554946,25.0,75.0
