unit_id,ReadmissionRate,BloodPressure,Sodium,Creatinine,HbA1c,Hemoglobin,LengthOfStay,FollowupDays,MedAdherence
20,45.62235932594248,32.765617492512796,72.6015070387311,64.96645684495188,49.99896257997306,73.93306531725105,39.57407384934288,38.034491424544285,63.304693227029745
21,37.81956722915481,55.21772896723442,53.247392432713575,19.69257313343155,52.693644386595004,42.33964001218121,50.27004017657844,47.416686617866866,37.87095965661117
22,36.00240386237279,29.845371311918843,26.519407793386833,54.14273587617721,25.005868480505264,49.88851963977981,19.791467371474525,45.12882230423418,63.933568250289824
23,62.88472563883344,54.86294230556648,60.20795068322434,56.865828516202775,51.245768542610065,41.480587996060684,46.42490947678673,43.09480107618467,57.9847812789949
24,62.37257769218848,40.636997440717295,50.924012987832356,46.141248940824795,54.9960909030986,38.11815640873145,59.38891884444984,59.77776705937903,68.6489520921909
25,46.87565527476854,54.486577916090866,37.60621375867305,38.588805382369635,63.4889135344849,45.3525838880632,46.19722674238155,65.87050643486191,58.35205324696842
26,54.08798082258894,16.238511609397086,59.9011684437838,40.45512381525794,39.83494566702865,64.42534206749292,21.661407376159033,42.52737387875898,48.21029264046504
27,31.446055761859633,54.61408444433718,67.08632622877627,38.83583940100469,29.392735503997226,45.03728407437868,42.03674537283649,67.82950862195428,50.90379980321944
28,76.92387835702874,26.484869833278527,52.624230344332815,67.09288384677643,67.10877877836624,61.899705967923836,45.36264728706532,53.27562838042287,50.060488634877125
29,45.39098302288685,68.42628025015267,45.85745148391458,31.83193355691296,50.75030732380919,58.86404911495063,44.49792098662299,52.21649624692774,35.868934356421974
30,40.38492515231913,50.85150627481805,42.29781113909543,35.096042919922695,58.59587153486586,55.536865079499954,38.563788035291665,52.2795982330197,53.45112558638318
31,42.14577474565071,41.18711828395571,35.292468542339684,47.78961060167965,45.880737921274516,50.926315577299576,31.24829504658114,38.30168210259359,44.47746769981237
32,51.6271061629218,45.16694391340513,61.81033074923702,62.18363863837832,31.694051678138116,45.149367819274026,48.64394907547318,65.69656123835834,53.728657448622904
33,29.163331767579294,49.688389999836055,47.10618903363183,80.29858938270806,50.59936942605077,41.82338343327251,29.518974673970657,36.843397592573744,48.13908749587412
34,32.42352868877719,63.736240834878984,59.981823324459825,33.14874059838142,42.23702831082416,50.96337441953032,35.08157655973571,48.87780354827949,69.45854790562186
35,51.439205757217415,52.73896281752699,52.21308502641231,61.45284204441103,73.648384260721,65.54947078095861,44.92193797202687,48.95838492790838,33.771665363295796
36,26.371836059314013,27.201805718389387,54.12129539669956,56.1785793016071,40.73890417928448,53.696426171180164,28.213866796663115,57.03946525894951,39.591331731658016
37,48.443552784319785,47.03156740966567,51.755009699815055,60.44541131710284,31.523613648786565,46.923107935985485,33.76890162741818,40.47867620723462,55.906705738380914
38,59.52086062055925,53.229246906946024,64.86067722042071,40.21377091893406,47.1148922150172,21.499012092313116,45.18575748340948,39.51879938971302,63.022251459633814
39,79.07965008556738,56.04217915394816,44.050520373712025,44.118441107195174,29.33792325357332,51.65166830356581,45.735840656844665,51.6764008662948,61.10081351036838
40,58.97061148062774,39.5907262313542,65.15962161493177,41.504674513130695,38.39037820991649,60.24377651266605,43.99141228056265,33.080417658403526,63.99467946155161
41,65.59323858331206,40.28154384379326,63.00859585384591,43.40822713614467,41.76248651652604,40.21350054490636,35.25223765939232,52.58756535120613,73.78655950340595
42,22.379864044912892,27.9219797023245,27.428893009147483,57.79436497697983,40.137103663533985,50.45377553801814,17.143885515105378,55.386661695769824,38.954442133266774
43,28.337478557713652,55.739276089403035,45.26214994602417,36.869785726353854,32.10459468752683,57.96422700710692,40.77034914601741,39.88366005394583,76.90777034885954
44,48.37140345089527,58.76384318784697,53.69446785388009,47.742182396147875,36.931958014453144,69.84850155091705,41.477304371283644,31.867541702118658,71.15426489150501
45,56.31223186174858,44.36227690246594,56.05104660613078,78.59892829289166,59.53209591389349,24.647968194103882,37.961881245275165,58.61410006626028,33.06009760273376
46,38.174720292876145,47.782113420515714,74.67093717418014,66.1609767708615,44.40290990283569,66.11196407295023,37.62219653295579,51.750914356016956,56.388465104036285
47,32.854148077674594,27.89988570417652,45.61287240835446,39.07408437854844,60.37360432415268,26.07672826256991,30.408952726613286,65.34169132386236,60.96284270628706
48,66.29985646063429,55.936234165967406,37.37528318224369,36.72398266852088,43.32908625525062,54.794202994550524,50.13541758793595,50.95541587674289,54.48887378743393
49,33.265871872474385,59.23365452189052,45.642207136426386,65.34925951691817,57.27692284456047,86.05694067830935,25.51563182618927,67.63630545936009,66.84699601830926
50,81.63440254280847,68.10158895722688,40.77848521724347,60.61866519293675,31.648249381565247,51.22685423510211,36.69727850560107,34.71329728670819,44.1070483827999
51,71.70129694347565,52.85450411854458,43.948258535037795,43.52424157591982,31.449536058465853,69.12896752178202,53.87932955546198,50.492831536800395,46.64056681250459
52,58.619965682944105,57.676483133984036,50.50108625023573,46.792913400127354,46.179580151531795,32.91665493701284,37.472216302717655,58.96664316063121,50.10320128459881
53,14.362516855077557,66.28041434046693,50.75901818354263,35.10490686302976,55.393600254650444,54.114943171912806,24.19831745526048,36.87008035998078,73.46531673212024
54,65.57580457181957,28.895751305206275,22.84640465783129,59.253629819920306,46.16123382671322,46.39512232588304,56.98802422977908,60.66447551311373,54.538832608369304
55,40.051487752167205,36.99520615521414,46.076234987527485,43.93933892360728,54.374159214071895,51.55418844105548,29.090223077555283,58.17942955476011,45.353440915282015
56,58.37414662928294,53.83813182657216,47.358122788961765,60.68660328715546,53.34503315401856,53.919589298226384,28.255183879120818,57.09651486479208,42.94545102637813
57,43.312252330219025,43.66209565406972,58.23529979893832,61.553607639976875,59.986102608954766,44.54499219985436,45.97395925943262,62.93028113139147,41.817197222495196
58,76.70409988928999,50.345301988555256,40.594347944781404,52.55916247305385,34.39607572082379,35.4985481477404,51.97996485304385,34.81358001693567,55.60245014438893
59,58.55777699700421,55.32752448964386,50.3710871729208,39.25092858635488,55.20111913001668,47.00259057136024,43.74708101034501,66.38640335356811,60.05758531935906
60,41.694364750717284,33.08588951489684,50.04570308976306,66.10229282563441,53.11252385213543,45.49199459842032,31.981610940331457,35.089672617927015,58.92790277334943
61,76.67449253387102,54.600693860547146,42.20559595701824,40.677966211723316,49.23483128103118,35.47792085917699,29.32066545690954,56.718535729344964,44.70135420722034
62,36.52886800751165,29.32252904612099,57.6878807939244,57.8753433888003,77.84179326053919,59.199725188735755,22.07433841443558,63.86045264644428,65.86699253707916
63,44.661638309821264,82.18121859179016,58.36045747770132,72.76841513181138,50.09602835457053,37.4768207367111,43.56859510414806,40.42504667429205,59.458505010830315
64,78.22568698432025,23.441936337076793,43.911242103222385,56.84071972845041,47.64366956483046,42.84227322718868,37.06404492079489,56.86659542935482,53.89324591397297
65,53.758979813530814,45.165562443277636,39.02568395749447,31.935832236990507,49.199670040523316,45.706282034982685,66.02576439256157,73.51109532836786,45.75747412174285
66,37.66278821726764,42.45344460780488,75.69311061711855,52.33034326580948,48.74949792227895,37.128353602448904,44.22368442831941,36.19688658464597,55.23437430879869
67,59.2918349546076,58.787065073725394,43.964326454764596,66.05953844463025,53.54946509266959,67.63512940081579,52.29135052477326,82.76969056919832,39.62520142511447
68,42.20451837329064,46.73499339258324,45.30450719827594,52.64078910826106,45.77942069397994,58.66175864689681,22.918847257785927,61.14705290524885,19.214704658762223
69,54.966679689705494,52.07571494028388,30.988648701842116,48.46711003285235,56.69711180978034,61.7781925479027,43.79968511712566,65.59008290205811,42.45888675750685
70,41.160638320362224,41.66184035844977,58.063569085361664,28.620568461583417,60.39072639747208,41.196268153552985,50.28677906269537,37.7546497055979,50.79272123102706
71,35.233409432298544,50.896911373790275,22.051513289864655,46.71931530980552,36.68299973414189,50.60072980229327,31.52940759783546,62.464348361303486,65.96185429424786
72,36.18940111943385,55.133969028631824,50.64213161745175,74.94178226924646,53.40556327828599,49.504485240418646,45.43512003062258,46.249746610637764,36.945301622326916
73,67.07885789563339,24.436230963299057,57.644778129047516,48.17154243963448,52.31333046445297,58.7666379062168,50.155217673393146,47.05317225498711,63.90719841899266
74,46.3172066109917,69.284555748804,69.48603880591833,54.69426404737052,52.232197003653084,70.4975975499763,52.816886121180495,40.40845917435399,52.00059627327844
75,35.92377277046067,59.11926559000319,55.07006317128612,59.100053451330226,40.187077550312,59.0164660445557,42.521910760646286,48.08123269589538,56.68035360335517
76,53.634988060755504,61.0315579311656,51.21526447021441,46.037305237961824,74.12364927362444,43.28725029889631,55.591923004163924,52.00312411941833,44.31955197184308
77,63.26406610088418,43.34645352674751,68.54310162832492,61.41665673105617,63.13352801478253,48.840938797901224,60.17758757122944,35.790021080945905,56.2666938464017
78,64.93911757208593,51.89493607274102,64.67729431867343,31.019646211408894,34.7166308398022,68.5358924007965,45.244186537689345,38.640628869438245,44.07530881681892
79,45.71414147051181,42.80185069429933,41.708130185166624,62.64531695242666,32.911607492267116,32.77570556670468,36.38905888994326,52.394960930192354,69.90580528273108
80,47.504131912077284,69.09403103585099,54.26242765853379,40.087206331066994,71.92905815488105,43.94825001473934,18.67845995537059,49.95638878538656,82.51387249178778
81,30.187243966619942,54.12458221985955,37.99810307127764,42.511963005030665,52.31933814337868,50.24975520127169,30.682235570121158,44.71041972863667,59.184131068963076
82,41.451224279907294,53.24905720406602,52.56858873873605,44.94192168084677,47.05290636829124,54.89113234597507,53.156088557731564,52.270540485425,61.74658983916918
83,47.36384944600358,40.34192325111889,56.64038668278379,48.25527343709199,54.46835597879884,46.00656230673202,17.287288223467176,55.7596519354193,58.43638641631244
84,59.01929583259066,50.465709719416786,74.91764261034291,39.730711605646775,44.91366736776737,35.51748864963368,48.73043687263178,62.156116438466555,53.31950988111259
85,57.55738939183149,63.16266491851572,67.89424604753907,51.63161295158413,47.57030743495417,44.54600877794206,43.03883733866391,49.89779138031879,26.251583602592238
86,41.96311974014923,56.81570171284967,49.115996376915106,43.527630078204716,84.22019720472042,65.3524424274882,42.23634758591402,47.723643096549544,14.851885831464367
87,39.325693823684574,41.21829311436069,61.334341421084574,51.666736222684506,53.66717062095595,57.807378383780794,34.71901856359485,49.21110243577742,56.39816226739184
88,56.02108521643694,53.29288247519409,42.755863166119056,51.37952612758986,31.420116681609525,58.98902567286761,56.65891550046897,77.36734913474795,45.71640627751818
89,79.86058826436964,47.07862076838407,51.99325788434098,67.68461674422953,28.959019742852064,57.90667314184118,44.36119705273978,57.94677357966333,79.03224309192359
90,23.985010348143827,57.9596144219817,51.10488928124107,43.970217414676675,52.57308976333513,57.449179219151766,24.619092302737776,65.91405279452866,62.39279057450472
91,59.9301244957233,44.49091661491966,48.86984054754731,49.172422286194035,88.1413817051099,3.963278832124984,37.32522894991766,43.97371568753251,39.735629121371005
92,43.45025268513158,46.2367773130142,52.125280073199605,43.934216022276836,47.11716830336533,33.94198686835284,51.01507854356412,53.24997224433904,52.75728563877527
93,37.12832213485708,52.09922783655875,46.54948920855091,45.66615841874128,34.66479778684281,62.7743696007783,44.46045481426681,34.3838914827439,58.268054415476286
94,45.05201318737202,49.30017016114775,57.90941250039381,35.09753260308071,53.766494365827974,53.387758256502224,18.9128320974109,47.55890394608061,51.786990477275765
95,32.24800849972105,53.09336938257347,36.05194372031281,53.4919714112048,34.182929965670816,58.990525527000166,20.565680111344857,53.27154477016409,32.67861281884493
96,48.55592413330701,38.348885044669444,47.56083438473372,52.18720310202359,44.11621154047943,55.60227161117577,59.51881299848736,49.31327033359887,74.96641274016771
97,45.995601559278555,35.05161351897834,50.35855476561912,31.904350809325518,26.305752242110525,44.55883732431514,30.586011101682995,46.11730554281201,50.762084406875765
98,62.690626495888566,46.198194492742424,59.9039325764563,60.33609049425002,47.70765055909604,75.23033464788476,30.90113143874722,45.251290280588094,37.71631270169558
99,18.380389165530318,53.009177764760395,51.219359075668024,43.714466176690195,59.263364978063,51.92877272795792,18.93920039338233,58.57379593907349,53.809023111862224
100,30.90824526626288,40.03372579198485,49.71939814936212,57.266884416686295,60.749179256452486,52.01951732907263,40.76304611243517,63.55991706107296,41.1166917170515
101,43.5624607365861,76.80952912281082,64.10050924332236,51.30213799456623,46.38267001651857,58.20910847001852,46.691464827310455,57.21338204924378,28.69563067356628
102,62.990544381973294,73.50715992007203,44.18126965321466,50.560720729104034,42.02585663316097,49.85594751494733,55.55976396670597,45.29183154743001,59.275706185554036
103,65.57187164174105,47.22216401331195,55.25709753021162,34.132309571510554,48.704703613064254,52.32364191215253,54.9941963394142,53.17180079463111,68.61133819713194
104,60.40282179457331,46.78033026923161,61.76143919181515,46.038357160872735,44.607388359106224,56.170658104308885,41.520494799258366,38.24675282757198,31.51025762172617
105,72.22242176217046,32.054829797700016,56.87342307173333,48.854508321588895,41.77511968687737,63.2673294289701,39.17161075034088,47.618615254520506,52.176489867664785
106,63.52018957747127,53.33412465860037,56.025499155325264,57.056837753031616,32.378655638239934,42.51595947918018,48.26666104575769,56.35849284357503,59.36263498739697
107,36.14807008848476,65.61557495364025,58.89741173904166,47.12892278640935,55.336926568425824,35.51677937820241,37.875020773119175,50.855208580183486,58.27468549922165
108,44.59487689709485,43.47153148659719,48.1657993848936,31.517670722968713,26.098064216545037,42.03393047062636,32.0588557902488,35.934422564148505,52.53789623588703
109,77.45316165547658,61.44398734564074,52.601883983421125,50.13527488580648,47.27819971466737,56.67284926045918,38.220203053066506,36.899655591231266,46.435372287435065
110,63.41820649853736,55.557280360160874,51.99937589815553,61.360425880764105,54.21735721536295,55.802781806294966,44.626461657531074,53.21347356198187,53.0090443465249
111,88.03355892759322,38.98241505905693,61.550969580657174,56.801661209612895,68.5439767707239,77.22374089299647,36.81390327910345,42.99701976562018,38.7527616476023
112,52.07114292807179,41.47636732169926,40.68926879371265,61.714981251697715,53.16776338043124,40.322198011509016,29.812113673987476,37.08520546522674,55.94875689534343
113,27.214896776831537,37.652631771451006,28.321151818708145,51.83794603497552,46.08313567764291,73.28736608908913,25.52021036734202,63.52751701248959,40.38387391762488
114,50.27496636209017,49.09738354941105,44.64290282199159,57.755259553660274,55.975925602132826,22.292138089097435,55.55434761035091,13.08808484597471,64.09080869420522
115,43.97331976581764,31.787250563816524,53.495300307557656,37.974968707360496,61.21517369406716,52.883610511953826,42.42428947159597,40.63165063591963,50.36200235953873
116,41.80841050801503,46.81843612708869,64.7159022911828,52.90424383307882,48.78861395507881,38.56558342201915,37.0915729430421,60.1583488237378,35.5080810698211
117,46.21942395495057,49.84939867926718,54.56605864185351,36.291173406024534,49.37273940282019,54.09774840904999,40.33724531427696,58.497203664646435,65.01737359962127
118,41.14700315537232,33.043004017120786,55.5597331441979,27.997399463253643,21.198254425676353,45.421912697444355,46.73288142380114,73.18018212260593,66.39361732492668
119,57.87242297289752,25.226381123003964,49.77672718427284,25.168477071250813,59.443903996358515,57.80191093619095,42.71042130376065,50.64900374573499,29.37286027991577
120,38.85349507747184,48.42359311709362,40.085970732120806,47.36844114758307,62.02540875690026,77.39327605354046,43.75481421798669,40.67513191984767,45.241408491970226
121,41.63296884606498,70.90013771768216,65.5582531502142,45.90619488426794,51.86876057507388,40.32491668831739,30.44933192358894,44.614830143854576,53.5861850339949
122,75.76758220580861,40.31660774437792,34.444970008862136,47.6213402740955,52.78206097584358,68.87761660979699,43.02370257882905,52.294068064089565,67.62456044487472
123,38.491521325364324,39.776721929019224,40.36273923918087,44.419782218889765,40.31129508353217,54.00744166193759,54.07246471638935,55.134487047644754,43.422535160521385
124,57.334784953284796,58.64809556139499,73.36725285086604,31.23742324562796,46.3439870524836,56.936364115175095,39.921819268693355,49.326128146264224,35.29400109534076
125,76.40878167954155,48.34019611015866,45.397839537342186,72.45229655133501,47.43944084622099,52.3870793843487,52.30180133782573,48.17547231250723,53.04840389431216
126,57.61149124835741,30.17495010925019,43.4583418764513,33.648587647259305,26.88433199843326,75.63293192668134,38.45559361113657,43.27255570893177,43.409956396739545
127,42.79569705148367,43.78326810747421,75.02205863710967,48.63731527682606,63.51134084782078,51.73088689200969,60.09925509688843,57.22139394698047,64.48272348474927
128,40.33902222213117,65.53736037576375,31.587852324374374,41.61168585461531,45.153768283548544,56.13576891674575,39.39948949790403,59.22822463772523,60.44010554593453
129,50.84916465126283,40.29667318049619,45.109756679598995,56.33047743654154,60.52145140530733,42.94413082530579,21.044608260003677,47.083354588932906,14.733004208798521
130,37.09304222158807,49.138719004982676,51.20379797887021,62.08663833774226,51.39771558029091,56.9973073969264,30.786368080474947,78.55469748565775,49.983375753795634
131,50.40806962087067,44.156801513088304,45.9738218037915,51.97249057803258,47.628808968983016,67.50086837549398,37.29317921632437,36.85608140504194,52.24142602436539
132,70.0817088525636,70.06555966460034,51.30879122559492,70.28550790733463,49.0813934808143,51.674449594788854,29.062399416098494,65.15361958761673,19.80333080800542
133,23.745789001113838,69.92167731668404,37.49721632950602,59.427867022833226,45.939680745127994,72.89808617683214,15.27850459400426,46.07836347511562,36.041523433997796
134,42.484921120011464,66.28252481453669,46.70935445186524,63.61105694093505,41.16265260638999,72.41178827519741,28.424028721679342,49.86230288056362,56.344510603133294
135,33.41650830190957,61.22451341360396,51.10141722441455,61.760993816154354,76.01405958693705,44.334879653909425,27.537432941067507,45.17492307774175,59.609432406833605
136,35.148421846123604,60.457355253254185,63.98363657863883,51.51030773141467,45.58672551866976,36.95237441567117,33.434568556366976,28.167587403258054,41.783327876727476
137,50.48234575705597,45.550089135863224,75.70818788924427,59.1341809648427,68.1503291454118,38.317022134507894,10.703024764176101,45.4577230118937,50.80977055288655
138,62.546125393846154,61.17575880917303,55.1833454363548,60.988068201555,39.61562304288265,45.1854770259956,42.77037878980602,61.56615551381367,44.500882010562854
139,52.738314218828464,45.07631037443646,71.45734501101562,47.304747356137185,56.484233484594114,31.179311179697674,43.619257863495314,38.76857210627274,41.81307766926836
140,33.627691010055955,60.73237799814016,62.962394765358724,26.517676713568854,35.22201629593427,34.71980014155387,28.974803184135062,61.12262806833631,36.00198124601497
141,86.75465225351466,56.1666477899237,52.54087480045449,44.54459626126721,50.03978180963983,53.244107426195924,42.9159155450168,63.90322930504481,67.62152082208638
142,43.57475225390696,68.04021064131892,35.668622474193704,66.79198650088374,60.719456907291786,47.57962061915555,29.613286063083184,51.80761393309522,70.6380049935884
143,36.444078072904745,55.942022872493645,45.76240232903564,45.96855479456045,60.522233514703906,56.78706465868705,15.847732669439011,22.054194002908034,64.93825736501597
144,63.36123885624196,30.554564194674793,49.616447725575014,50.47400106097658,48.234043406150924,50.600470886887756,46.73122910995515,31.177852557753976,70.95861544088936
145,32.876675764504334,47.99640882313761,31.135867036192707,35.053343957495045,18.298872275983356,50.48628016919779,22.828944021394786,69.78652086225802,62.11497826778524
146,29.59912889148372,35.058786450596976,67.96855510681199,35.854875221349694,45.77976690711313,65.1991561534877,25.73943922915791,67.22242896460185,57.94872117259338
147,48.69317714948995,47.41432144660321,41.621007236450836,51.78867776751381,58.81335626097158,66.82762378286502,43.9520389115563,47.608974230493445,57.12912341211523
148,31.76709197419891,41.260335432680115,69.50556960183363,23.624690274934256,58.638676157899475,41.975083019139774,40.2660989717922,28.324065661076958,25.81527220066858
149,63.936381953974205,65.42686459693992,61.179965040390634,51.339101029161945,35.01558709171051,45.10344846871097,61.26413915066414,37.850928157172575,59.222973592109355
150,35.42619946841922,54.63686883421426,61.78422671420512,62.80319064510822,54.1658871335231,44.6087253707737,38.787263983034734,34.19101740862363,60.952463313749156
151,56.32196724395146,47.95085320124071,36.42526275387299,79.34974712194918,66.43033844670924,68.59225378922046,42.281304212404564,50.45188728213904,35.82953714341989
152,57.382034661286916,32.77505656067005,53.19904299732929,57.155183912272804,57.559878817428825,58.74913750373265,35.18418153632485,52.28098887458321,43.450697223191284
153,63.180618702784855,49.466478017621185,47.99219268752457,34.021735973004354,41.687759215148496,28.73026499141539,52.01565113842211,42.632028339769164,60.66521667757905
154,41.176545628718884,57.339297931014904,46.713839750931626,57.5270553371162,48.528545024800664,44.53543958511229,35.9647585965914,34.50328196772358,39.421253161214615
155,27.929615738425134,73.48062332818415,53.462565709019636,56.92358211680834,51.833754046050814,25.781473611668552,22.04950855920282,64.27172073132184,29.260417967968436
156,81.00379530680503,41.51851889595314,43.23645110428243,64.64890320542617,28.708811531674076,48.227690085452004,60.095086531111086,59.008251343300785,42.690625454927634
157,28.11220342154826,59.86264170927364,72.57151755472312,55.065591618735816,72.97524444914293,53.2558505634425,33.18131043410537,50.031958612978435,63.9063207261963
158,69.214516758904,59.30395600869293,63.631515633571745,48.65801967319955,73.20760027017997,35.792898481371445,36.464386086877326,59.907897424426125,42.93544163313712
159,55.33030792491799,45.98977196348339,45.05238054663633,54.48109022367565,36.976572201725126,60.030864330997154,61.85750811829139,49.90947594862616,40.54192923151275
160,84.10750902582342,39.02343875963322,58.40467902479344,38.32245291000562,43.1775804601257,64.10980670801426,47.45625410906687,44.528434337158494,48.237936045341854
161,40.50298367878426,45.85878589000582,74.31529898195545,34.98965275820852,45.90993843603337,56.03477916625998,36.92382235867579,23.697944103783698,65.1470715445628
162,47.381251821861,74.79445409559716,33.020101641508,52.661432774244915,24.40377348412313,44.44572111107451,45.107550540350985,29.219194378550775,33.69909561260838
163,59.70165978401173,82.1470716687115,42.44749051714057,49.33428662742033,33.17766994268763,43.31689457757474,50.55935611902759,47.17926215624466,35.59730478076699
164,62.321515255805444,55.90155040563334,41.018958881699135,25.630914746281665,33.813341672739654,57.021924782213155,39.585936109583116,40.35936279686895,48.392037696857074
165,75.54069399828636,39.54355935973902,65.41108098197209,37.11453802164338,52.15476480392194,59.79707342956584,34.7562975765922,45.60006099330683,53.579510509519416
166,41.75739020967247,64.25733707132628,72.60037210484322,51.35461096561139,47.05534493413728,63.09037371031627,21.5176759576443,39.60860293178055,54.55766275436929
167,59.06773586605062,55.58401972171266,63.993448397504814,53.6780641955155,44.908737246007185,41.59469876793017,34.95382382934418,37.78992174552115,64.33574175925607
168,45.542106538043925,37.53335520694038,24.944166894331154,44.390097307422565,65.29274090791111,36.43957626641641,12.11162448753874,57.12384946773112,27.05465163739324
169,35.05323065159802,47.602497435336346,54.492543175315205,41.7258169638203,83.83398107894976,6.755342722291719,43.18400726038504,48.4593063294392,43.98105192589717
170,39.51672111011754,59.136637185600854,54.19196229959702,45.85159091315563,48.129001065750906,51.244108185579634,28.075865177872604,61.06463643662547,36.8093310752017
171,33.53754171832788,64.11074672325502,40.11497467565347,51.97177747596569,44.96245545288844,55.77041671855238,34.59350173892806,59.09861627887149,32.65216076842087
172,44.53050542809195,28.913859454183815,71.37880466493576,42.65702657466084,51.498552042460844,67.08660376472695,54.8958481024436,56.75387556366155,57.437912498688604
173,39.929154486862714,34.982205073262186,56.78160629436347,64.91784854120935,41.63218260863917,65.33099460778038,33.00358384338035,40.879841084877185,54.322026794949814
174,55.82578639998217,40.25803115171248,59.148378694320535,57.55910424104566,48.97493730656605,48.929018263196866,19.41508084676388,57.170013288093756,69.15352630570821
175,55.44502803494446,47.63797199301115,28.30949166578168,61.85398884324287,44.747179954894015,62.376368423656565,40.98693929575532,43.064365566624495,39.79163307702373
176,67.44968749159446,34.43401328028635,41.1472556705377,51.59230878561534,51.67266064964765,56.55888857171804,42.49892468006173,73.32816883974725,30.10109871037666
177,40.41995656693829,34.42344673816238,38.07462138679182,41.48508780412379,53.76770848928531,66.689138251785,33.11615775643371,62.174739859555736,50.100899122771374
178,59.79802956431143,48.43607667384168,41.76875318466621,51.05084327586496,28.26073111489575,50.74672538483396,44.29918211100359,57.196043265887226,37.51433346570494
179,37.87449657917632,47.27092842498104,36.33768627970574,44.34496726158628,35.00101758015064,34.966622797827576,40.82188846652959,39.24465968803381,25.74424250540876
180,47.456300190193645,58.28402093692666,52.55680913284123,52.35136733368401,62.44319695111842,46.946045329010445,24.052095748244614,24.972029271232827,67.06043132199477
181,38.11484842089998,56.48636964916964,46.85233084299895,31.357206235188343,37.86587990563066,27.760874388420433,31.634812743052066,54.7993444108931,67.20823184979699
182,70.33139441928996,39.37095439366167,55.051056122133055,65.94879070606666,49.26233377243068,49.53595210700772,54.388151283278404,49.60704957207574,66.97731275472023
183,44.25917415130918,37.541726737873496,54.69190112406828,50.414098443751264,68.50615521543436,37.35682650370095,53.408062710694836,43.16910067608991,52.513326194451366
184,34.6118952207073,43.827765753550054,59.52740516020148,44.65867175003441,52.808839850949965,49.55369726282531,43.769458182116715,48.2958291576699,38.920265258279734
185,42.04740247813456,54.04637582242539,39.932420310782575,57.83725739599852,49.55844053136112,23.793368279643396,48.52229565956395,35.12951442483344,48.95872425745083
186,51.460148946459405,75.93193189814865,59.00398220171468,44.31330387090926,43.882363722937306,49.16761829544329,21.009367377232117,54.980467323559985,60.68408716663081
