unit_id,ReadmissionRate,Sodium,Creatinine,BloodPressure,MedAdherence,LengthOfStay,do_diuretic_titration
25,66.68612407192732,38.07977079343341,67.70393197036346,28.054535607366553,47.43685893945525,23.855350031746823,75.0
26,63.39068200404512,31.419691531552623,48.28511940722504,48.12229076595439,30.84666105847809,55.12449422972846,75.0
27,79.146560896056,77.69958752545618,59.288023434178946,36.71980000371375,53.86075792242298,40.60828134774109,75.0
28,52.00713746022161,33.73654906984598,61.42991684946351,40.95162647707622,75.85920477035482,48.46536888368467,75.0
29,41.04974209825267,56.84495399389476,40.1697940861562,62.986469944517,51.94880233757791,37.29581712366483,75.0
30,26.54337664711169,64.25436670978762,56.14093055615949,66.47363747557007,35.49491750402791,30.498093800928586,75.0
31,55.85267765830685,63.8117679308391,33.2810225521699,76.03303192596789,44.59743505031068,35.75048147699823,75.0
32,73.69433713295464,42.475449247679194,55.62828284468328,35.827249151302475,48.31732874430166,30.652918381223344,75.0
33,50.88919461100721,49.691984602337776,39.91515063266019,19.688129947357343,51.5498995156789,49.698752285800865,75.0
34,49.36519095395052,46.881281150968086,62.246458887275665,36.813144327215355,44.304009514261246,24.486887009048495,75.0
35,34.89388818478519,40.453121693225704,46.07495019682162,27.64974897074382,61.208893514943256,47.40901995832745,75.0
36,65.44995025165144,41.843743547158816,32.98158749155352,41.12031742523953,44.209504186589974,45.49065492090251,75.0
37,66.94046342993866,62.745885843602714,16.292766649499576,39.14883103741315,24.302391723964313,52.91982649296637,75.0
38,46.89103342782031,53.79887095373213,55.75194780925569,60.960821426907415,29.74813451460226,15.54949518120713,75.0
39,35.19751855131211,40.57021227350373,48.65541883071767,36.85784085749945,39.8831755093919,49.33948155377023,75.0
40,30.734010403374512,57.07342388723159,54.64820166361057,62.11636226733525,29.598534127755837,43.99535941669332,75.0
41,47.96849385211715,40.19403053062,62.768421360662266,37.7287315339129,67.22065851744112,18.444431707151303,75.0
42,45.96541657914664,61.755004980925136,40.05091569458772,64.72717257320002,39.66024494501591,40.79503457350555,75.0
43,62.23507961157051,72.0231788393999,59.76026916183605,56.255650321509776,41.51060910719493,34.69634507266097,75.0
44,37.09186126126333,63.55101861586615,47.156060950391236,70.13896844057354,44.66724334374154,26.218428135185526,75.0
45,56.8212700706562,49.29897314221029,49.30733559743946,43.5863117257466,49.580776438987826,35.94661705276279,75.0
46,49.44949282065859,59.4342437392664,50.92070506233688,36.13598524822356,64.14031669249685,42.88733909960671,75.0
47,51.108794630574394,49.746718233549785,47.9709199745779,60.99037346609053,58.773997949547166,25.83488641912141,75.0
48,44.1423642305083,59.096609309198215,15.435126452713906,56.68756812545769,28.94763832855419,47.109713698115584,75.0
49,45.607154531858775,44.06359812292954,46.651356729753566,60.316558313744636,33.661222746198135,38.97244725115528,75.0
50,62.007157383250565,50.18890346362875,21.36007672929918,31.881192604551856,69.19345914219022,48.978280924611596,75.0
51,19.190035446892846,44.481817545886706,48.64560094839531,37.59815029086962,59.91447502133178,26.599101893550493,75.0
52,65.28548305303798,48.784901931954046,68.04008777833977,48.93446256691162,67.82106363444679,39.41751241781955,75.0
53,67.59600135598716,67.49823057632176,43.7358671389273,31.639316377680167,48.493935765904936,37.643178322226966,75.0
54,42.92257043657095,47.9614696289201,60.163501848160294,44.71235961250156,62.483323837129866,43.505889094637666,75.0
55,69.58486686466374,57.792727202939545,55.8896442993085,22.016813560156976,40.20060935891615,44.64461404910438,75.0
56,48.27490974390855,46.25856746376576,46.893105087574725,56.92146234026687,55.897062328484964,28.875822710258525,75.0
57,43.05015612006958,68.84067869248165,60.713738745391794,46.54197908163723,62.6745904870528,29.793038079090262,75.0
58,70.03315241608911,51.08192654920532,44.35892588904973,65.99603400579288,43.25647217415654,53.71407017229179,75.0
59,64.09994911059916,51.441760700259124,49.54312052702774,37.37484790897705,57.58566191723212,47.21360946489571,75.0
60,47.73563718272167,28.02813594182154,62.86166325934092,60.46126188645437,42.894630834831915,40.24839457920191,75.0
61,18.71478900047931,56.1495776030979,54.114571464968456,60.744873704153456,50.867953821088065,24.25842477887098,75.0
62,80.49737729045002,58.693648358250655,62.481676181300074,38.98602258271883,38.2509032559479,33.667550246407686,75.0
63,47.798216909170286,45.79948624916315,60.441467610545146,41.1348006416763,43.77181725190317,52.641582317573835,75.0
64,46.491499170188646,51.36140180134529,43.09251563969291,44.91008142394131,56.412979837242624,38.343277750837046,75.0
65,30.67613217522516,50.885645680563826,69.11384937094527,58.37443327901467,54.121588848745986,19.9077564050401,75.0
66,38.69983345381871,46.05525907301769,42.240612624551304,38.64024160032203,11.579416400406389,29.23566674548716,75.0
67,77.35750226540357,57.13146721971771,37.86167004476745,47.9644032383148,42.34156332330979,45.84706778220094,75.0
68,52.82205836356871,41.67567122936191,28.146280903965852,69.23749118380584,42.619607486304254,45.81051140216514,75.0
69,66.79131047122844,32.90981114148566,65.04663038735679,45.77413977745933,63.98481929772396,43.46509971881805,75.0
70,47.70462168177364,60.258228144343335,57.97519043363229,44.73896421272754,45.618581631536635,39.494048159541414,75.0
71,38.30761949168044,62.72642339159819,51.048979958886314,48.231027484073,34.45837723291685,17.93632066053764,75.0
72,69.98578209728711,41.035039468318416,64.57707595006077,47.43360065849271,54.84427372622653,31.63955967074766,75.0
73,54.839789346332005,22.397410913066395,43.76782544931354,84.14508930740041,56.53485689809551,27.891496326081864,75.0
74,70.0600735568818,49.41146434518201,25.398493608711387,81.03939988466787,52.68735796025836,43.946896471204326,75.0
75,34.49710219643212,43.783090302415815,60.82585051875938,53.51259033008281,51.61232885734344,41.89523554677636,75.0
76,29.821936092337115,53.624815354458704,45.6643523245974,52.91803672699047,46.58173399353399,39.72761071558833,75.0
77,26.144446107807155,52.78419347314787,54.34846897309749,45.21550496257951,39.06601147898707,34.07981575234556,75.0
78,50.13681266175737,38.50066394907233,51.31080730885357,50.351513288648036,45.182513301169905,47.47559123222607,75.0
79,37.92899881046028,57.5371516197619,59.31607485157205,42.33235917274685,44.542840106014495,39.42473011581813,75.0
80,39.79875979130836,61.27145417020398,71.03353838205584,55.524821224449425,54.417205208621525,39.51760415244267,75.0
81,37.49054060955629,45.43071899275541,33.20263710611312,51.06055825042054,50.492079674028616,40.67349545454394,75.0
82,56.85681042238381,53.766591551148544,65.6933570208427,68.64221307755935,56.23420707141926,50.21525769425776,75.0
83,32.18683477706357,53.53694800617869,37.71332090582307,45.711167772323364,66.47953479873355,36.70533957947219,75.0
84,28.607752531557487,50.84547431378856,48.802060031538055,64.0953483770423,59.55757346034483,33.45007054358013,75.0
85,60.047506923581935,56.72808460056635,64.50309485739828,36.97986096450076,57.20518109423819,28.587425022529672,75.0
86,67.90377305100155,49.988355145520835,46.25513139869844,44.30718473816629,46.579266263795404,38.795317239643246,75.0
87,52.81879719360651,52.00721448440777,41.38590451760603,69.00408891124144,50.41942166342904,49.72698442415614,75.0
88,40.279338517143245,54.138927436855454,52.766720664807046,58.79247983297445,39.226891107617305,27.357954641255898,75.0
89,38.69761556707472,37.468709952431894,66.8991639846522,77.89964640360601,38.902148968241534,29.123873056100276,75.0
90,20.37044382721394,69.18452047167557,52.96563749258856,24.472018162998314,50.21802182655735,23.909388916969984,75.0
91,57.028175706216295,29.161088429265824,59.80270089711546,51.15353866047204,67.77796568375662,46.024569988795726,75.0
92,65.18670723491049,53.71856065435007,33.14265517807371,62.55243300820676,42.885484926041805,55.518119320364704,75.0
93,62.907148935881324,43.04179265262276,51.787383218091136,24.30395725318492,35.87088555974922,31.87706604472668,75.0
94,50.86662892997792,27.926691337954907,63.65271683167636,47.61993628154571,55.864629417976076,40.266354209372516,75.0
95,82.28501589231533,71.97521709274342,40.93834624969071,23.999277666267787,43.620621700236796,62.49403952481914,75.0
96,52.84218401083866,46.78029585069409,44.246179697191614,41.155777819362406,69.19715077425329,32.572914266327764,75.0
97,49.97339289022186,37.462410138849336,43.919938419907176,42.14994731838562,54.58484357792114,42.07554149824147,75.0
98,34.68226137633397,42.66828254636572,51.18209607519298,33.56348517807148,48.314161565250224,41.22859807175941,75.0
99,21.932918327309046,46.89360107399609,28.250167492220605,60.066322369565235,56.02914012277985,30.242758836743544,75.0
100,63.62302455477185,51.11226542943396,36.654943280862646,49.646134897923154,34.97840602233366,36.41500482687508,75.0
101,59.44864504157324,58.36861894910079,56.04233116825482,55.181495153537384,55.94117891697964,51.90088974542745,75.0
102,42.98068964268309,24.76287706010885,56.07385474767781,54.88336636513348,43.38117236656615,39.00577391327839,75.0
103,72.1920690637546,53.97381479860406,76.02860983414183,66.41217053325639,37.46654943484956,32.552012352016035,75.0
104,71.25711176556588,46.70995707353765,71.64667142199934,45.821657744839854,41.57036038333414,41.81266477070406,75.0
105,49.79215872204093,38.47905264931903,52.777704761364625,60.19126985005618,20.14971550316793,40.80358924232658,75.0
106,60.1027151675179,42.98729522286777,24.173537966860412,26.47166555298934,55.175809467021196,43.74898523981929,75.0
107,68.41620542912214,56.543646617357105,47.648008439087725,54.62072313862617,55.59459655879845,55.114282626361884,75.0
108,66.43965433542886,50.6458661528366,33.46128633777379,54.73392437631769,42.5308617987185,47.29657261978571,75.0
109,36.20984755070978,60.75212209090511,34.61021401419567,45.281245921124885,57.66520686210844,31.077102603774406,75.0
110,46.141601184473004,46.3714919828511,64.69196866869352,48.256520451204565,28.396840302938713,34.19887014997388,75.0
111,47.454896570268936,52.47869829134778,57.62768427140081,77.81815530650748,54.66222219200227,32.867028038215246,75.0
112,20.240184357084235,28.80928318775737,39.72207014478406,60.99143769950811,52.97366836036943,22.535397763994048,75.0
113,100.71255744594355,42.247650488048095,40.37330148642053,37.08910414528846,40.24827982260561,49.10494113494853,75.0
114,47.67801787836233,47.31936508497709,61.9158125073025,46.659086689255325,47.055464758380154,44.79342687798164,75.0
115,60.67000838578729,42.14168234087166,41.48809191503532,30.423315338769676,48.933663759602226,45.683433362860015,75.0
116,64.5400208845956,41.46179461606828,49.52601344542861,34.59629899130232,46.92638461814274,51.14012946549274,75.0
117,59.308037484137586,45.15257871567856,66.88914858462326,41.208671210593856,53.55305321894552,41.52963501894879,75.0
118,65.10826907876721,44.747704550614294,64.38130957842829,57.23652915765459,65.0376636630437,59.42074743253228,75.0
119,62.10729256238121,53.499215289004084,51.58231290598807,46.41632276214101,56.38455612422707,33.739622768032454,75.0
120,44.16998941476385,50.57002083688252,60.69105143206904,49.131996903676466,50.37390254503315,20.841870040904432,75.0
121,47.61073941051915,50.441079631139445,62.89487319698599,54.48659829049341,37.69645452091548,39.37474330398813,75.0
122,45.188037088095,74.77227788882298,51.01889103751036,40.946119378973634,29.829260474733296,27.028822573019454,75.0
123,34.24581025487313,37.98123979034358,44.2908877489976,57.36167839156434,58.48524525341985,24.517464542394706,75.0
124,53.97480601547567,56.93549841213164,39.28319273771577,50.0612789305276,43.19932150504561,48.6033702552491,75.0
125,46.928936707424896,56.74207713939247,40.23953084989408,77.42050311132562,39.31698762718438,36.226116142209214,75.0
126,70.06945072353405,61.11109481869542,52.27603317677425,53.785394896666716,31.29766703129342,47.91294676232004,75.0
127,77.52275820783333,45.718270085694066,47.684187835147675,52.28203253844303,47.3138122303971,44.18798565397052,75.0
128,49.02349919413639,44.81265239697737,19.233602742006223,34.934281285433386,33.458073432058384,29.21807994153047,75.0
129,51.08086031124855,57.68090865045092,52.607513605365,49.257989030123774,55.76885278741295,34.01282694538064,75.0
130,53.37976279533433,36.05274816654585,46.855635836156,36.081293657500815,70.11655272501795,45.106974943566804,75.0
131,61.02563304131502,63.12371983298732,45.895626121318756,58.38588651729617,44.142648239031956,51.606746022119495,75.0
132,55.639115447159575,51.09523877731769,23.176366586298297,39.00793052003367,47.551727142335,48.3079620594021,75.0
133,58.33957584843843,44.034812774900914,50.87493981479364,38.11050427433366,47.85050710625252,34.88964093266623,75.0
134,55.2400758039259,52.255322168482955,64.73309556819287,45.24670255364992,55.74798750456597,30.10712251756382,75.0
135,54.77111802205045,50.30774423686988,52.94175228577034,53.53027196535948,72.05331972152638,39.067466968099524,75.0
136,66.16174560394413,23.471612963052785,34.193910530360945,51.110388804651606,38.40920639226184,43.073549137944966,75.0
137,63.101201756637806,57.316160351792035,52.11859324404202,31.741709437756978,57.25482858043209,56.21996599104874,75.0
138,74.84320951623958,56.88279601980595,55.162802228996135,50.78670190081133,48.00919415407918,54.697064119581356,75.0
139,40.76948852323731,61.597337645359914,47.17184592531778,62.84303696525275,64.55913352527884,46.87653332724562,75.0
140,57.55318377384405,58.29880763748828,21.505755150402432,46.658581573361985,48.07993613066391,47.04012458467915,75.0
141,50.866296360520735,41.40555795519138,44.68049000697546,44.42489443317888,58.47235421549495,41.608262215603894,75.0
142,34.97428662345541,62.71632346116019,35.2148651274794,49.16198135557272,39.147191897314705,42.1792051552723,75.0
143,57.85921797068136,49.55312319724592,35.062942793082456,45.60647659899081,30.820773862232773,41.08941184500938,75.0
144,32.84951468110708,22.981908885030663,46.06309053418817,48.78703515379887,61.522541547183835,36.70185054837162,75.0
145,57.792749289307494,59.46303943498362,25.38621524551315,45.21184578418594,53.99631619496713,36.856665740479826,75.0
146,41.4187473056863,40.10632624648614,44.56516509822122,46.06430193918939,37.575983266406446,42.47855897810134,75.0
147,65.34242082358523,40.02381671912776,31.88088436500933,52.43457397303666,64.701890180263,25.41496772583652,75.0
148,39.58653678255437,48.87957883656916,49.624055617916135,56.16574890753152,48.6383920346153,36.25849740834614,75.0
149,76.06858738074624,35.549636599616385,46.53068629232865,43.86744032640495,60.69136321136185,54.43777424737547,75.0
150,41.11895140537025,52.23067651224172,48.50222285645397,87.50346731440999,71.48922647177078,44.321196833405466,75.0
151,65.82525910610482,50.11615039583527,50.001351559510326,39.576252347085536,42.9328278326498,53.7598178281548,75.0
152,48.60528182766581,51.32568457684832,38.17716714178473,54.74850831021435,42.739290546385654,58.102143953884465,75.0
153,55.74510546365054,67.40861276823452,66.29388290825533,50.074438097217616,56.3057281134271,26.394865348715374,75.0
154,72.48532196543923,40.45512415118946,44.55236964963772,50.93496113249396,52.015771830554954,36.191360928855275,75.0
155,25.54451092193425,60.73322197032739,56.14314108505203,48.42835181337849,25.627350315535338,35.15283888576909,75.0
156,23.684898384743224,26.546881594935897,55.77405011481362,71.51171613657101,63.557802796145744,20.352579498004495,75.0
157,47.67151006956982,44.87999907704912,22.623878420773906,53.967198403463186,48.348014671397706,42.95196079105732,75.0
158,55.96657672294796,35.94030970344245,56.22805949468279,44.02463444557216,39.811909304813156,30.11671513371311,75.0
159,76.07174859451484,67.04703242158392,51.64354156499195,51.18288642846402,43.277536070436526,45.47048499948873,75.0
160,74.78912365312547,48.73497072959082,69.1172631495248,61.547304008209096,66.26295037210161,42.41971348306657,75.0
161,50.926612908085396,38.91941920428082,40.841187168726,60.53309631552758,75.37724783238939,41.11183826760007,75.0
162,46.316928200585274,64.29920778899829,69.1053773834081,42.46335370480184,30.683259474966494,44.74414132197073,75.0
163,79.06856565798259,43.039948492509744,41.71130177787096,45.66743174534858,30.98375194692647,37.95111626041388,75.0
164,76.4323621635674,43.5417397677201,51.674454556894716,60.43246202065253,39.22628405478446,53.28354030513265,75.0
165,27.021288417888893,52.56979075379793,45.476719806778114,53.35660482094386,34.01476723303688,31.239367096983997,75.0
166,39.63299560666139,51.747862265078446,51.58130093206831,42.39658890983306,37.516175368603946,32.22757686246729,75.0
167,38.0892876388611,37.13712551284802,37.764132652472824,64.94245875810984,34.324654952336175,37.073761020308964,75.0
168,59.22245430530943,38.52992853169669,47.545638093784206,53.29412495351808,43.96886295146272,37.2599784501327,75.0
169,35.78578905556023,40.187867995030366,64.32552405655399,53.43565368794017,65.28475858156044,33.5775917924888,75.0
170,78.66198886894769,75.52618109269174,78.51938924447418,51.49156829548981,52.68751553528124,45.635443124962556,75.0
171,72.57862411833382,42.20440595758815,64.30666037597115,67.00523329996479,59.88802167548082,33.41952410758316,75.0
172,54.9078847843934,64.34597793766416,64.15037817497493,64.19943837307349,42.84573623900429,28.633475039543736,75.0
173,51.16824737690835,57.19433056338845,26.333923891143463,62.57872822268302,64.87622787245414,45.38345704219936,75.0
174,52.65169936288494,69.93548821000944,34.00563283154281,26.616495877248067,36.23440715898081,41.279943673411935,75.0
175,53.78648028507645,38.632836734070864,65.65369655829035,36.813312152288546,31.392935671091188,49.26955328006442,75.0
176,47.09123395806114,48.83670710073102,39.457338222765266,44.91473615896887,58.99248513201231,42.95267630150791,75.0
177,35.27244271428294,31.330943607673948,26.08795884481997,15.797623157414138,73.46246547395505,21.500087796029124,75.0
178,57.695380370896366,61.7292417796395,56.24595220363757,31.819795617091135,57.92536464293335,60.23390681364941,75.0
179,73.83190413554831,37.94988524202968,64.97091518496757,74.30289285525805,41.48567667497374,60.72929893510244,75.0
180,63.011387214858416,43.96866881946276,53.62000231098613,46.813879459828954,44.427574865708046,31.69961351904376,75.0
181,38.24400177658446,48.115420901009166,38.24529525108797,61.16267200177999,49.90528158074093,45.459657680282476,75.0
182,60.96145818488535,22.020151968714828,53.102599326217856,43.65293873699391,40.199358092230526,48.24602770341629,75.0
183,46.12982734677558,66.19569022685101,53.09526155148435,46.98724602368672,60.94002661647057,43.9764169980128,75.0
184,53.339210158123585,72.07806382115949,56.25434350434598,27.34203510152667,33.66383196068159,43.17103652702241,75.0
185,58.44550015342798,40.26534413582678,60.48778102012877,46.24986418138699,61.16030496164537,30.730742202706686,75.0
186,94.08722054748154,56.88145039477472,37.1016365082628,64.32746033615905,49.27286108519463,49.197901596653594,75.0
187,26.79490932485163,70.6127582334898,57.59939689761133,41.89659215887076,56.44826347845639,35.48951842227874,75.0
188,31.446300079379075,31.65837705090951,39.24217542669665,57.83366854305539,55.87214650148656,26.086338682738486,75.0
189,48.04597110935545,71.26511412947858,39.255269996895144,55.22260636945166,80.51300352286253,41.641318594599404,75.0
190,60.70776439317267,66.43549829998204,43.91508462166419,41.202904209126864,41.57616799588228,40.96730535533284,75.0
191,46.70228662236889,49.671419133444715,68.74527894142861,60.9394581167025,43.478858249051484,46.803519871335226,75.0
192,29.550650441164137,46.82322232628236,41.81031244661974,35.45173873566967,45.94823339724887,2.549352373037209,75.0
193,76.63750567953603,45.0924868150149,48.092378450104114,48.4753091315607,57.94197881587398,46.88420126339017,75.0
194,71.20754048741932,43.2866026872091,49.34715640831811,54.482089829253994,62.08460116164483,50.59556344659789,75.0
195,45.26946294197542,59.66547418964567,70.20857398225219,36.956389133459744,37.90302361041,33.46923297781236,75.0
196,76.66182607449868,44.954231193219854,38.97153474517161,34.77994715545934,47.08572260325078,51.00590143312955,75.0
197,25.685040231584942,38.81409623815623,36.44671214671449,43.49972573995632,80.98113491934595,33.48138808996836,75.0
198,24.200857583464654,50.15269064250638,46.43094501055557,32.73979102096994,25.25975647472,28.20541372175015,75.0
199,57.45983632637524,51.63370380413054,44.568685827956834,58.52802602799457,59.507874270482276,36.504783157680265,75.0
200,50.11986925067109,45.063578420955764,50.50705866308243,42.68256428852199,39.84004128598103,42.679929319265185,75.0
201,55.98635149579612,28.491766618638113,46.081493012033654,55.71319993877555,68.65099388234891,37.570343580903746,75.0
202,77.3008623731727,68.25653945605026,23.18281761364164,67.38315892783517,83.29245638947077,44.32226015808119,75.0
203,43.572414724157625,42.723420194961875,35.096870613604985,84.84933998956427,50.15104019776214,19.888123552447887,75.0
204,48.735213581087066,46.811870890297975,60.867125187964554,68.9238755097411,59.96353861948067,32.18742156824653,75.0
205,92.40504560379631,49.92591432697497,44.57009429639002,47.01811182071924,43.511191816017146,46.96533189731357,75.0
206,68.1196784163699,26.556257513176803,46.51636222760182,54.32613518092188,42.26487928661489,41.63112583740112,75.0
207,50.63396519074811,71.78953579363147,52.371697946347396,52.40802928123042,79.829443166501,35.363798746491234,75.0
208,41.02353829044981,53.90642659681721,50.23060640331282,60.62134887667602,50.60877429700759,28.034453666316136,75.0
209,45.95778108452281,53.05612061972712,57.57487066494796,37.83568190740002,62.86733191433873,36.212128476023615,75.0
210,44.52453301461787,44.04860750833919,36.41842150569446,46.51630917481711,51.53947043922856,36.76442041632901,75.0
211,40.67554237925943,38.92579028539707,43.19094628498098,51.02306406357701,60.39317728043229,30.356446452483226,75.0
212,34.261142404977576,44.70636360394366,48.98122045203566,29.483997008200088,41.37788762197406,46.32825790172161,75.0
213,35.64674788690024,43.639935048082634,43.92729492016843,53.55985168025241,54.75360335903728,41.615977592696225,75.0
214,53.99029026655984,57.67224232364057,51.43485063116091,65.26479233135862,54.95592033093261,32.23087892920596,75.0
215,38.22115670094488,54.19010562196712,68.46525657650432,62.94916864128857,62.219360326376616,44.99114555623241,75.0
216,71.37121978819387,43.99011454376427,57.007313252587366,71.74506951410778,46.559893012985036,45.51270309595728,75.0
217,89.36126681784312,66.03800150070765,34.77620260614036,25.248579779620446,50.46107001429856,68.94892631644481,75.0
218,43.5259267630322,39.117052286815714,19.728417261663832,41.33889818512774,46.41697078237914,42.699701449306644,75.0
219,59.247708346046565,46.62033082760266,35.60831391850523,32.67895944290613,52.82678713419066,31.512504331244735,75.0
220,59.28092850758628,58.45295616850657,72.63499154211141,56.86827951465101,47.614962271405965,34.672550752807545,75.0
221,67.93006682326937,39.177894422003035,41.77894485967268,31.688687155249355,49.45480363735746,36.56014452612206,75.0
222,69.91550622463735,58.865136447182145,65.37301046820404,42.12603402129366,36.819068682392604,62.61880219274278,75.0
223,60.58583536659294,56.043166711934475,44.08222142844665,62.06046081338249,37.29585526628484,45.7575156186497,75.0
224,56.34459460679905,41.65859117608215,58.705683753093574,53.90044160569693,57.65987459029249,40.171334012719335,75.0
225,35.82476195742623,54.166858487491524,49.98875096217023,46.019592187565706,49.575468563869606,48.46914546390851,75.0
226,53.9110922976293,55.06202165010588,35.64486942069511,51.46502205152831,39.617151822967394,42.78919779971654,75.0
227,69.31531809656444,72.14763089745634,36.7266813514166,58.87007193876104,44.848450003994785,34.45944398900279,75.0
228,55.9323563556123,49.893843275045676,49.03671003198765,71.89347631388873,43.188850228393825,56.98050126816916,75.0
229,44.441179882718885,41.03224106501385,37.99350368596014,40.83979919745094,58.87973258904946,44.669562903782364,75.0
230,43.68700171117373,42.8561961732255,47.22601200265366,54.574181566229676,34.442289313246505,53.16387149706975,75.0
231,23.89659677334873,28.501564437059148,35.175947796259415,64.02245200393702,82.73768148492687,38.61876324997271,75.0
232,41.89961967683444,41.96276487049195,44.84968502477645,54.95717724991009,47.24884681903085,35.955706293289566,75.0
233,71.26180349430508,35.224740860787826,63.3595214892525,54.258711102602305,34.026727981559546,49.180243122757155,75.0
234,18.465919836887515,46.803007276342186,58.46481955375933,47.86492204319185,63.91488010006877,19.0776151902317,75.0
235,62.66394239108752,38.73604435567356,40.86905415444503,51.81455431249293,60.30578909224794,35.69333166124165,75.0
236,35.614403010457984,75.85823424152632,41.42240646789545,42.89354456193086,57.68542326765533,43.12889696418595,75.0
237,46.79831416953777,50.984843955430776,41.585234281244674,48.158226243613925,48.806023811790006,30.0433344773908,75.0
238,45.350081319528705,45.139395388051305,28.131691973271746,20.797844492672358,56.97199930853152,38.347942207469956,75.0
239,45.754055153488416,47.92960104517293,70.50085505435693,49.583427822758274,45.62415021086128,33.91355568827905,75.0
240,42.16936479842624,49.57736729450559,68.64213703122964,55.46937235498503,51.93763910281768,42.46173837333369,75.0
241,30.102511324348576,63.73404337684843,45.27493279322343,58.18591881769997,54.36176222066652,39.827208874190795,75.0
242,25.171564443872033,20.789530451547286,37.844268102647774,55.48697136010502,39.34770640680657,36.52301619458489,75.0
243,43.251015594566695,24.49940793118405,42.62110081095849,81.57736770874378,41.58814863857201,54.85542367885644,75.0
244,88.26821092768957,51.18171549790983,66.32944370647428,48.90180766373976,72.42073194399785,53.882443731199274,75.0
245,65.03392483840642,64.92981938652429,72.93682874470736,41.379294483212014,55.52835810934757,37.182531123098826,75.0
246,26.338922597552745,28.824546905537055,44.173329805952875,28.078097890564266,62.87269232161934,30.882767705757274,75.0
247,43.5078452253461,57.4967341318804,37.529904799092016,46.74986201458001,41.65811798477375,30.80955865963546,75.0
248,61.56899783582992,38.55617919639724,38.78140371081935,64.19072824313614,47.495582102593985,35.095088729807024,75.0
249,88.6163091520202,49.542993033118194,58.044001492786684,46.399148520398825,60.77756260678655,30.740475550287652,75.0
250,77.4072078455236,63.65908619884001,43.92946152132306,31.445727395141482,36.15738593558814,46.85999644622571,75.0
251,55.17997604311144,50.616510089770514,49.315973181445706,60.18315931510978,58.5911093272613,26.99546215673822,75.0
252,45.428485702452726,43.05985478519362,58.84667396990862,42.584806555184464,40.11391557088918,37.319658935857,75.0
253,61.33158258035645,72.27116068722039,58.568205430908144,64.47156505444303,25.535779925980645,59.439019354351245,75.0
254,68.10946994189308,51.412058315865835,56.654595608413565,57.755570010042845,66.62406231214194,19.30512985733782,75.0
255,54.640551054034745,41.38120402646065,62.83825428544209,26.145951114059557,53.955479623745866,46.375876318958326,75.0
256,58.25443424933598,49.234203245904816,48.28362693337785,91.6173726765164,46.04557502507803,41.98179050680483,75.0
