unit_id,ReadmissionRate,Creatinine,Sodium,BloodPressure,MedAdherence,Hemoglobin,HbA1c,LengthOfStay,FollowupDays
29,51.77385592853607,67.3081286171681,51.01994407146799,77.9502170807638,73.19241400176153,37.46035386326531,63.66764898821587,39.512174248036345,42.27323570869131
30,57.55651252784803,60.81094492347435,38.861460530915245,64.05297728172145,65.91047378468159,29.99949545498047,51.00666803305499,47.03199881301477,35.14848523993122
31,37.751763095152654,59.20118878745042,36.75384079991917,58.4742509495038,69.7433193688314,49.04275408801587,31.271937039882218,35.55714128868851,43.26505337590733
32,59.55805380592945,42.74273865844054,24.744298588514006,66.83645537434444,58.145116990430175,46.30157834896327,64.95833320910232,42.001390011159785,58.22999383556748
33,63.719931373183414,51.5171669101928,45.37410384366499,41.31484154339995,38.440044814532655,56.583599475709235,27.914036821460094,33.71591738715909,40.11115587440984
34,30.695464937738215,53.21867603045197,51.60087164490387,81.97675605594259,61.96742164030289,34.85821057366524,62.151188241300034,28.86504909367787,42.246658392963404
35,34.55862045893856,57.64618655895012,19.256325015669404,58.36470831829365,30.219862218816814,53.62668293813999,41.494552668942866,43.64610753410216,51.02800638929347
36,41.051902205918154,37.924997189810405,62.85677449766515,59.61467991297368,53.48452876978807,53.683882373579515,41.33173316571374,36.771499366171206,58.47753271444084
37,43.98964095714676,19.606845557715786,59.31346440504798,68.60264100059766,42.42677696628966,32.005374608393865,40.75881094312032,36.353595020576726,43.01318561828048
38,44.2539805680006,46.40945411095497,60.02346294355212,79.43676331077188,69.48707842757932,54.15742243563626,29.108688181947368,38.33620891871788,38.37365009002649
39,48.6657103689063,41.03457999972137,37.23701170359351,77.58526201915443,40.559093726508266,41.97158890607458,50.23212132620003,51.51031295187271,39.07598768481412
40,49.54875222028543,35.7569101648445,46.57995322220096,63.881249335007126,64.40440160808079,56.38815264123806,53.750259117480375,28.065314112984524,49.76180718329218
41,30.343613615375922,58.949583993240424,59.4578180380808,52.790075261895126,35.62966879776694,59.18776391959227,50.57811439946178,36.90015075926908,42.58186672812394
42,60.96747589024061,45.34903227328313,53.58433663371067,45.73646328356429,28.66175518134248,54.163273412398325,42.6341987259347,39.66872003609189,52.24446951228984
43,32.135528671626,69.12033242240145,59.70742179787844,52.50415720013715,60.06422791220519,67.92516285316132,46.75381689098712,46.669829805630926,57.40502716749023
44,30.817653859106944,59.59868891517929,63.49369106387264,22.7635304240689,59.74024624549342,56.47461795706827,60.07316568633577,33.356484549238566,51.63567559029723
45,24.250303177311707,65.56083294136025,42.03350927432416,61.04606713687503,45.55913649423364,42.45867374423906,57.90905625293207,19.967847443771504,61.75573294830222
46,41.18705013521716,51.83712517699905,79.65953430569085,50.53259959811791,46.62670311617972,51.19974419029462,75.92568357824149,50.14365724109434,55.038430499044466
47,52.87057520514615,57.82945598243064,35.028240378968675,32.26945928653008,61.46274157409317,66.48901231576471,61.33507803626429,48.859007353380946,49.51385024269537
48,55.47894734875165,56.28728282726127,50.296144093249225,60.68064797252696,34.45995882485871,58.41120236391402,60.77126679841083,39.06868069991086,51.390380041213504
49,50.637852237085745,50.94897413571931,42.769657924296084,54.339515627127895,38.27450101321008,44.48267164993953,61.173391940550005,39.06275529899209,55.98455444632528
50,47.20868887920416,54.741136148907174,56.0058508404789,53.82596421862305,55.24565316241385,56.21986920657644,57.45161438697264,43.13965046395384,23.607161591901054
51,85.44459348736869,57.60067308898848,55.058183950593666,50.96849017034162,55.11919215010377,49.77581908012789,62.00286782543237,51.689563316701594,51.894813099250904
52,57.79260259719695,49.13992756432944,64.09805038399631,52.679975006487574,40.38261332560352,51.7385027510855,43.48079094014225,43.91873179750691,61.177169298891435
53,64.10634880007568,38.446492521588866,58.33625314520695,69.78353509202894,50.94958801966199,60.114819883725545,29.218395670245442,40.8447823328046,73.3532876360133
54,33.97143365583289,44.75133498162617,57.9579698978953,35.324497258996075,47.04467447731583,34.52545671120386,62.34447074941657,30.62774695637987,39.822844839523235
55,34.888056097893895,29.244169366630796,52.60722916206789,69.65129373981405,30.16979877716789,52.72744494967635,52.54342719827311,45.50961678826322,41.31501355770281
56,37.660909107533854,37.25404861429047,42.40726644929222,42.212860758708764,60.93676832082725,56.850094273015564,53.00429432539551,53.616685416988176,58.72420291281607
57,65.18978048421468,47.13180043502994,44.96965310310911,54.96501352921108,58.92984368333917,56.550050776386726,49.92972175183215,34.70685528871662,49.17887826394694
58,83.44269924061004,48.839748693809284,41.22476091809441,43.677146915659364,57.27976267941757,36.670053745990934,42.69888583599167,56.45497054994879,47.07212240714378
59,47.70529949784256,50.935722732717615,44.20131563295436,58.367681187756354,67.80724300708744,45.2119345867391,38.254224870799355,53.601800711515274,41.81380636792021
60,31.83640765440273,59.03981686435517,29.93616124790569,72.4048851868976,53.90266988950789,50.05136323278646,58.210978991311634,18.696968509102128,41.83755616214272
61,43.00353592760085,52.990568869229634,45.917561293063045,51.47177498773614,51.06141538464352,38.019312515337965,44.937791580807094,23.58059434744879,66.56877064258299
62,56.51077721830391,20.49900540849138,51.17226503463527,39.554857466025304,37.95859531520805,30.710046655363406,53.32254769567503,39.091591924757225,43.31381536490211
63,40.56854667863177,51.863440305003415,49.58191548248821,21.99201582157252,50.24969505282019,64.85275629513902,57.32798571719202,40.21535783787719,50.29031889154825
64,48.07088331813131,43.60339541867515,65.45705729100244,43.63374140961373,53.24102284954145,63.073810838388845,24.874322002088952,47.87063307459044,72.74739179314643
65,36.41733008165413,5.588232849209554,34.72092934833077,66.39619530531749,60.34307934553014,46.16496541470412,70.05710726737237,42.600456641142685,51.651660726598436
66,72.13689448019184,53.53331626297015,58.70077352765822,81.6835121940992,57.56964273055767,80.3959271987655,52.49140083330929,50.17123703255764,30.24750764394241
67,61.54405841044026,51.48657764837884,52.33230317917566,66.327454599636,58.191687929055966,52.69710477407815,63.06277711224099,52.78670615693471,51.7855500410397
68,35.8640075054235,36.2682890590497,35.53268938359793,50.76533044303765,70.9666794269602,40.75793878489506,48.733287556687415,35.53923930572248,42.49295688495366
69,57.104120123844744,58.40698977657913,46.415931489752936,56.23715512298379,33.762180454578555,51.430640796908726,54.04160676727617,40.27917716701573,49.24291226322496
70,36.855467326001246,46.11717584576991,50.00529684372866,49.914187379164524,49.77638086085784,59.812790854283044,37.79275250734296,35.44217675497823,45.83262296165851
71,42.75255516836192,52.93558749954541,56.53504681483365,32.531697584451685,60.113748998729506,32.33699124222884,62.99372429233411,31.067898013199883,50.07460831889609
72,67.7977370511826,71.11304034249554,72.92133811037627,46.19557442246218,57.94415616578352,50.06432104451042,41.49610604228866,33.74919113260606,49.11284285053229
73,73.57805936190888,49.140636307782074,44.181379414015794,58.10036670855251,47.74103065590529,53.539729874624186,65.95452925757593,38.898968310637976,39.966535145270996
74,39.42757770200329,54.48983170218266,53.33783442685137,50.315678981151464,59.889969575608276,52.932444469097625,55.00613819020549,43.214178602256126,46.049721901662124
75,50.86159823922744,39.33889167070182,42.23361023821718,67.24466547524281,52.86694118847809,54.93187347863549,38.83482844224463,44.49672244354644,27.729401734742005
76,32.89762741787347,43.719718263084864,47.549061634989144,57.45555192523335,37.28467469553582,63.183166427530104,53.57015833130364,37.48065190845937,40.63697201669747
77,56.565243858717906,43.87140508369339,19.76342363214761,60.72194412359877,81.27325574713008,36.36058305012469,54.64480382073671,13.61214224288809,36.78244224808656
78,41.191486007008,43.85116396476403,64.17020351535184,59.464532907144495,50.8810153395219,56.194401685380214,51.4311210850767,41.732289469855864,33.82150480218905
79,45.12674811562285,23.895730686991147,32.3046323782546,57.57886071639141,50.69359034350419,62.79248036861529,50.46171149224526,37.19240795451843,75.0749270540638
80,62.067029741151806,52.061225292663266,31.180355362021004,52.94338704541077,17.653197067866962,66.63621289800253,32.07726084653798,53.641524826828885,13.405963033177633
81,42.55400451140761,48.08564002502195,45.399498265665066,39.753404646501984,63.87245939832752,33.68572840351424,31.722396293797118,41.69467987204962,26.4876594827815
82,28.318303634664023,25.748511501545593,46.44237911901904,42.48847594320093,72.34090647331725,71.34524745843729,37.16696226879854,30.97381474292928,42.25655706322449
83,38.45782303122314,66.70679791391964,52.24003321646873,54.07908646619876,47.49472249401528,53.76015751891137,48.135125617753566,32.27794674673409,51.464697583891066
84,44.63737827996814,56.582822401768865,43.51165923064296,29.702164100309275,32.59926796309818,58.83040830220037,24.602618770391146,29.725225814963736,40.64739716333256
85,33.7190568459401,75.67768182591456,34.140022818993394,49.38802555869147,50.781570361236454,42.352277691020866,30.859217204530005,34.45501411326123,63.0152838514802
86,37.526148965282616,40.620211690051704,61.660234543984245,38.59085503023198,51.331758857237006,58.53920580982398,54.685850560944104,32.74395017264468,32.13921632150873
87,32.346875449447744,68.21157824078684,46.92724905240566,53.669374512556374,41.55688442712281,34.99925614345466,45.380805695096996,30.686552466781787,60.85309714001876
88,48.23165337675362,42.935920743768165,54.69778928139948,55.795344931752346,65.026252832547,73.64324436755143,51.12014684030703,48.35021753775351,55.98836260564329
89,72.6566297083602,44.08296054216312,72.57789935168036,75.27787542553057,42.464543248610354,37.23117871493531,43.95869192321168,44.559707698054936,48.297215127286535
90,32.14187998087997,44.21413692632623,53.24542258392485,49.31757239660022,35.70190169246211,41.92032400811079,50.561249000497554,44.57355604973267,51.18799313453937
91,46.850851153369874,50.836463711763045,40.74078998701985,78.3299937071786,41.12815809826,58.99587432631431,60.643831570895635,29.013867883079783,67.03829900051451
92,45.730164601724084,56.77782918515935,55.84420389276968,53.625449304049674,45.85628300755637,68.87656779477558,47.29735083014511,41.537224974197436,47.278249447232696
93,42.66393331217706,43.02373617130645,75.37242546106033,27.754516715908178,47.35007388137916,46.14256119167414,42.596915644338324,30.395783020266226,64.7218333293196
94,46.88612497445744,60.513591211721156,54.92814113846829,58.78305108646138,55.56276505930819,58.24056960315987,39.80327083819803,48.575589559933846,51.665387894458746
95,20.73403969875581,47.32641539468389,21.003567258281375,71.59245572830679,46.424794024330374,58.705450128054835,33.650367188289124,28.980953476619977,66.78084696045428
96,45.006799353740874,48.45461499881293,56.56035572961675,53.12011110865884,43.56423918647278,54.5297959014884,58.76038580097543,45.22268627646597,66.05570909438948
97,41.992722947158306,43.50911100760658,67.54067273654245,39.16485769982422,52.147433107896106,43.116137267685055,59.38263878550166,43.041769082418966,19.845094249870627
98,55.15915794424534,70.08006333663168,64.60072153901648,55.1932462442049,54.8167835041787,69.44858577850464,67.37073184315251,46.99768507772648,63.37950625085089
99,70.38212871875069,63.34269273515003,56.84092195583124,54.89014817358895,79.37086782536812,65.57762238878823,33.243088976711,33.747067218717746,36.351369345829674
100,39.535420742880525,53.6990860313643,53.12687767452306,42.60820822948766,25.943153147633875,62.300583165999335,61.038198598152206,33.86935116344059,43.31418814465033
101,36.04545868873841,38.86130045345281,72.13475706226103,51.687001580271364,56.386029066109124,43.964944011674525,52.640513066308486,52.502103188204764,47.61510003892449
102,31.807880678187026,61.349879515518246,57.625014772837496,40.8451444313589,32.41574170119331,49.60214460950934,20.98721057369107,29.633778559903867,54.54042885050954
103,46.892357627561076,64.72040303287383,40.64476144384622,70.22270468149898,48.71656959847216,44.554481862648146,44.99768159860598,29.928351548516485,37.02278326047401
104,31.251725034012694,35.228262694631674,67.4665948299418,52.59725875960274,40.87249221877128,31.290293294965085,39.87802097784573,40.852854373221525,48.62780985689488
105,45.2706236762755,43.51208502803074,56.0861104320754,34.51224344795913,19.918699962851658,32.87580172799644,38.327336127890774,54.194979310165515,42.70803134359261
106,40.27453985511899,48.78663575496575,61.294038710866246,51.40055837037918,51.67277130850293,36.20265215835967,46.92417777523633,39.78187896924447,47.99472295772557
107,43.30934416205058,41.32212526758142,61.95567035918411,41.79068218282962,37.43066768579133,62.13671685251041,40.23837367840593,26.86410677361311,44.45885227923631
108,41.81227629835386,54.84956231805862,50.743855772982485,53.09523334020801,58.22966388283398,35.19046867761352,69.3798199793106,62.600871666404664,53.57169243654258
109,56.17449909674389,60.897164757480276,48.27743906943337,48.686835185864076,53.758972438752544,49.575919616290484,51.460442754666026,40.738647622135424,37.04957075319132
110,41.68396684618425,50.956776920669725,39.63808801157604,63.56783043382468,33.64623468759254,55.20251993875326,46.43159627809646,36.78560441079179,51.94687624230307
111,22.81568357734919,40.64184548588584,55.41610650202794,68.86784952682943,44.77151476254508,30.305848592973803,57.47672446223642,18.428792802449866,64.84507830803875
112,50.208134619649634,44.835404651692436,50.89318356995425,55.746302508099284,53.75640236269554,32.86443336125124,49.74447606006135,37.022894535706186,63.49005811373881
113,26.26655460350515,32.86109259979961,44.10564147741798,40.73192065386957,59.59057434823565,30.73749759365012,53.17667992305624,25.998647693413986,64.94405837850177
114,41.923760794116596,45.59964934122158,56.209868796937286,26.349156622370526,38.41787784188129,73.77630920259928,69.70173850490603,52.497596025720405,39.18957802345256
115,31.9407419643464,23.47689495633258,43.606369871502885,50.678531435863356,63.204146556319955,22.114161062708543,53.80700827908809,25.215949248742103,54.99292099065732
116,39.495183881139106,51.843981522278504,62.73764771490212,53.44549782376568,52.065783002295056,32.226207354145764,53.383542759484264,28.405389779768058,46.66792383652987
117,66.80781465636157,66.04434060517053,40.3030151476397,37.72002186684501,39.9174925723292,50.67853716842579,22.60880560527877,39.40148717796532,53.90595033040522
118,47.69777059020669,52.129159342819236,56.030128694919526,55.75832915804957,33.95376901768676,35.1816258490511,47.81260020517179,49.0551861782556,45.71830856545813
119,38.419116501212216,71.31444700833671,35.55227847052065,65.79718645642582,56.46700672870303,65.47705033280107,34.05374757320035,42.669177347237344,55.06644562882179
120,32.230022823990055,65.17077019993219,47.96699098724523,44.96379515018956,36.701313309361566,35.096751867028345,71.82350929643698,28.968596957242546,61.370498103542225
121,52.504607859185604,29.858956581779964,44.59904635887553,57.50705551021743,66.34954390980029,19.32901024857403,47.489873948524504,49.42711712818064,51.03323793478545
122,54.49200040326841,66.72571691653822,40.35340735764042,62.91405605834194,16.88654247099615,32.359382685082075,61.51340114381478,34.14995208790889,19.77271240062366
123,33.808236794136896,43.78266519846741,41.747009720163824,32.60092698889298,27.42804126482867,59.69076336461384,34.983309498489454,27.706819232085646,36.81901068323923
124,45.84897374234977,40.95815422871436,38.681869878715446,33.798559433438975,50.91387631411593,27.55459743978285,30.395528595194882,13.925757983878688,47.820646020323025
125,51.49424195977547,52.67714569945553,45.076239126920015,73.95326664854576,44.74574604920575,76.45056419966178,58.6184982252646,32.42329355868577,53.937007286283816
126,44.27928127835611,40.205163684669685,42.28083859328292,46.625992486684844,64.78769259704634,40.46961374548494,52.154059208388,20.015389672520183,69.73225514032909
127,41.37412423964928,38.82715243191258,41.63527616723646,39.48414089728483,57.96353593076932,58.00472462428155,60.438665097746096,50.07019579326471,44.287929716649145
128,76.08434351245404,22.741528764360197,54.316134567943465,49.62166743645852,41.765887464592524,41.09164788114469,37.53155018966152,45.08438478945732,40.63088682616167
129,39.88721463948259,50.822682545187575,65.43920331112267,62.71047732268525,43.93236363125864,70.87910420562173,55.018806680743836,22.707747486215872,43.37958084879968
130,83.68449743683904,49.828553793237276,56.76848321817684,62.171096827130015,28.749864841021402,40.510582078735894,55.11511775732462,38.95729989361007,59.22751360826033
131,38.484605232564824,55.179257529806094,56.240431834627586,34.779023683554975,65.68681325259281,58.679192201732974,42.8836080411222,43.14660119420241,53.71582845682679
132,58.34198959111605,82.31253362156866,50.46698613566342,55.60652816463828,34.808730149117075,62.06129836002049,44.938154190977656,42.86508644018546,49.10869595318476
133,35.42932153536668,58.96960141432781,62.469910357816396,63.71690811847533,38.98752571847214,49.9366449397679,50.40373675936979,47.93444476165399,32.66403558821971
134,78.3090835750745,36.41241246464711,26.93721495788326,46.53895954971219,37.88816572377568,45.32726012032766,47.12704087074446,52.54166284243271,58.71428422756477
135,57.630946673417135,50.821102700869325,55.825180269574815,57.98029261503549,20.106474386523097,45.157033817781475,58.20513400785559,42.53274132980792,61.22196529681828
136,60.03311914225439,36.58256066707554,30.348106631104628,49.70599712414764,60.39172154938466,37.263796957375796,63.15179860163219,34.534718430918645,52.81905785938808
137,64.30060466185826,76.12346263351955,39.95836696985708,52.83317480350488,49.47408298644289,39.12036121887427,42.92984453632787,37.24363210429355,48.50042082095032
138,41.949441529008524,45.00895704952798,59.44646211436369,48.9133411308422,49.484572583583315,44.816844879893736,38.39493910935766,41.16484039321607,46.939451096192016
139,49.3746625228539,53.69278410997498,67.90084721474736,53.303841507261765,51.53536282110705,65.39159310696999,42.063353036229714,29.728539122726275,55.94240821873685
140,44.93662850905069,44.62050989512864,59.872192314538005,35.47799065555956,28.2271462925087,71.63711835205144,53.0840007130355,52.81883490016411,60.277811346434774
141,47.672358406197255,75.87534496012944,54.26273347101196,45.06718261258702,48.6149810903995,22.54727966418979,54.407023870827146,42.35917983501974,61.78637410142501
142,41.6045623955006,61.512829506694615,34.74573739592535,42.78451058682312,43.645152088178506,49.376415298864906,40.41971861847059,36.803977967732266,36.88101404046961
143,48.3093633906341,43.35120383644993,48.348616748718996,70.23803160384236,27.49814741162569,56.24108781333297,34.526457445745535,52.65616226159159,37.106145287610246
144,38.086806944203815,57.7432889274994,45.307620669384974,61.61520287590538,54.632919039468625,42.72527457064286,37.48960481219254,38.28510899334881,56.19620291185708
145,42.15311790570078,37.98773556166447,28.941866248917584,40.176321397621706,64.29758744974194,40.930253553907974,37.80755541449724,34.541781676536985,38.45861572927048
146,57.52444797049803,55.85052461925898,76.90446496431606,24.72729403170883,26.70373191307997,46.34703814139158,35.9072367514004,32.429608057129684,56.940722956967335
147,47.62465040616407,55.73346173473952,71.1347895661963,55.85937430168489,35.54295284822974,45.51413183552359,31.733467628114287,34.178974239320915,62.2429372367804
148,35.86558262293312,42.20193337769521,56.464741568714956,26.408006897601037,61.01736322844801,48.169297944860105,64.39649186053907,49.017274964654014,63.556759572834515
149,31.254438961107198,62.104109270377705,43.77563569579497,60.47081328738587,44.5894038842828,47.78528039667339,82.34511937405215,46.29857725320743,79.57559731051109
150,35.87769820395125,59.035223280156984,51.93147030114482,46.65004904827796,24.710175236267027,31.146744132760894,45.24735459690647,35.906918831539784,53.606241276490145
151,65.69485346329404,21.839198920103758,47.55557689435923,66.20745515953561,39.70763445992761,47.4930285737535,56.2642962888535,55.201293585572735,57.43612796760925
152,45.396520891833504,55.75870117133667,63.90821995056139,63.28970629630249,58.600050421391586,51.0039893191086,44.25838872017175,34.54774566704806,51.44148654409182
153,67.53266422480051,66.25439483725857,23.925278037279806,47.641577059928075,61.50055141029203,39.67414964101494,65.16704021767463,37.829936889148044,28.12924706254507
154,51.93349277060607,53.28688774107389,49.25534389067038,41.65196759214368,63.979604210468004,46.11414295531658,44.17662392642065,38.56167279580484,51.03621903893815
155,44.360803076121954,69.22642712043229,35.53688768749612,53.29226707013013,51.71377115132496,53.32748090213695,44.006648765173864,42.998988403983866,50.794395550306916
156,42.386753134388016,43.20120815437048,65.16072949967867,23.194541611820288,33.06199110119118,48.60580153860764,48.43893149683787,29.352131825505413,26.79908552383666
157,55.62592272616827,51.357227257010265,35.938137186528735,48.225395948812015,71.1547729563465,32.84261670787956,43.65801577889067,29.839612705813156,66.83560134402788
158,25.604962150438332,43.236233916035786,62.61941568032876,53.958437317561376,68.03348796571358,57.71336398839531,45.0423967442564,25.144341535295794,40.93500829606331
159,52.43363627909796,47.20334418764463,54.1150030395705,60.56880764164425,51.01510687654496,59.788822690725,45.389168621466546,33.20614264176034,51.961723098432834
160,73.24064749489082,29.250696749114866,33.381156250753065,59.99397731639737,15.821506202130667,54.778071048010545,60.73002123448522,37.07676499809029,75.36488865102541
161,38.19792774803759,63.912019446830605,72.18794210394488,56.0294571831693,29.3329123381735,42.30601059988117,71.06987294889149,32.05117185096528,48.2878099971715
162,65.06702814600116,67.45492630176166,42.10425546688019,45.512959421633816,50.55925465483437,53.97035083165314,24.88480948661732,57.0616110649234,64.53928425380985
163,57.59251025044464,75.81143487012423,29.71199914194503,43.013703839544874,51.74513429944358,41.72571309444519,62.42777811495236,58.791078413064106,70.85228611660023
164,31.70052119476477,37.24762671831872,69.8625167603073,48.166407842034026,31.9611719226283,57.48270517597593,50.6512152319181,43.658401606028825,70.91050406710991
165,73.45332834024119,52.04662387689089,57.47991595513374,84.32550083934252,54.27841347735603,44.091351649684704,34.33664029075165,59.93043007594035,69.14979318247342
166,24.4945597031058,49.830241541821394,68.39934755229108,33.07171845661921,46.36505413229315,85.97128944017112,55.4974935202827,30.983512600407195,65.46717378755545
167,37.033006471385455,38.53544326635744,61.4054431089974,56.80921017938881,61.544971533711646,74.20855785226541,56.44199279536537,28.318586795468132,39.413677091567195
168,57.9389535134802,41.273952605774255,73.19867646239808,65.03632113974581,54.11624264055589,43.23417981702537,50.05158761184077,49.46862636881676,44.34063921058105
169,53.04424692360667,48.1131968785279,58.000394715236176,37.411417911719106,27.946003786260757,51.81573031923216,41.650262622556156,50.831984214302906,40.17795425308142
170,59.53211570529054,35.85825721171247,70.18602110343627,59.64864248082653,37.63897656572037,57.2226024342324,45.96453402358824,27.551356069404502,52.87332200060865
171,40.18849045110529,52.04710087689644,78.89909192994274,44.308644665765506,28.638129279986387,31.79594567298298,46.6018470441101,37.43344961011518,66.30479121410343
172,81.74185050920461,38.14526364224043,56.52914761604279,63.33126546332091,69.92389262660699,16.999788494537867,32.113138034233316,42.847072225919405,57.191474242268036
173,53.510145944805345,41.41816110352244,55.64366528096022,20.083421340091153,57.04777177886993,47.21512479674715,53.82453042423724,51.78685056618387,69.8472266038864
174,50.01271980887381,45.20089379438663,51.100582847883224,63.81656734589622,47.57223146657185,58.030020431886896,49.411903163995284,49.4331272070721,28.77980366869234
175,37.95340752680101,30.354072544679568,46.01888950540956,26.79683138691095,44.22212871158029,32.44830060759763,42.689130320217686,41.314539751496596,39.79938609517345
176,46.357770784860406,30.95258959244902,59.7211639360397,54.712581947537494,53.07201179145514,32.23357255284631,65.35573657680708,37.46019743903936,37.65150880316851
177,67.23119086294903,47.96822784235318,46.229923143687635,42.149897407185655,44.795098396420535,57.68335179047318,39.97831585161326,45.95553432293736,45.000404729688256
178,37.98042923894968,64.11473213598636,55.24229331145971,54.93708668362242,52.92974167364597,64.86901463312154,36.169562342512506,51.74970290208232,74.19565884213428
179,59.35764151917497,70.19407201125576,66.61713729922413,58.324044354255676,35.27297061009069,42.714259082923405,32.28880188795269,48.820307294730156,72.19757725375672
180,45.444230638918256,46.445724363808296,43.3142771726713,69.98017079360807,55.848113532188876,34.06973332851025,56.995819451573865,36.59703550178735,44.12445240307973
181,44.893314166596866,39.7293556412617,46.298620498049715,50.484657860719224,73.79695198847477,36.37234038443154,30.959094929420655,48.7603047627557,29.64659757135561
182,27.918415721383635,64.61974173371546,47.03024246992372,40.99731870874311,63.023121246208824,60.94616242374419,73.20177276470706,27.91596265228951,60.08398506644898
183,48.91602368198637,44.94621096613008,43.704378158455626,75.64504005224023,38.778992176545664,57.164470805567696,64.4511503901487,43.37791088537089,71.46259462201908
184,80.18355860127511,54.89048349493127,59.263463176118385,52.020755023108336,34.75002683224252,52.95603689080939,76.19772408689175,42.71327249313468,74.56139507755502
185,34.6973242521755,50.49626745796146,37.01949888839538,65.44443608009786,38.548284101627154,43.26003507755373,44.375130839604246,36.49059735909553,60.42024326650617
186,29.314345561265796,62.92797208450955,59.436342791417374,50.77106423549603,52.008363299010995,54.24274085270193,29.457632335497497,30.008038625895054,76.45411152733276
