unit_id,JobThroughput,MemoryUtilization
151,9.635217682842748,59.263014953881076
152,24.250095590842616,47.46564835974884
153,16.53894266774579,32.91507407709528
154,19.1607397863822,47.758418580540635
155,29.06378699866677,44.80177909851733
156,35.68115540967874,24.37614038375188
157,23.831381282455453,63.1000966297666
158,29.69528641098052,43.982259877134155
159,16.703370023346576,48.6975489128757
160,2.680514681718077,76.06268428829938
161,18.56650982549755,44.08612105011858
162,3.95250142485195,64.4931602190255
163,18.779021954748824,77.98225876946367
164,23.46126469897511,70.98405422799505
165,2.7807970833155777,72.64607775339279
166,24.65444870309441,54.6439706107878
167,17.972647172347415,29.854959439950665
168,3.813720146809098,51.895880869908744
169,22.16290252269581,37.205340109486045
170,20.579273928367247,49.46834794815538
171,23.004343011828514,71.86113290818743
172,5.092666921670951,52.953718946844255
173,19.517721622835058,77.71865977808633
174,16.75018496342269,30.883062009007794
175,12.116735041775351,39.24794389285549
176,22.41560928004875,39.412596740902366
177,-0.36037276822357267,44.86000306498287
178,18.197903369797835,71.9216255136565
179,10.294357380815383,71.68837530760813
180,31.55140339594896,39.893026779733844
181,22.467084442776905,29.4340585624388
182,38.22480050689391,60.90995557763516
183,17.873934048416174,68.72460557507105
184,9.506358260764301,72.14558585496391
185,28.251774908258163,61.80826434075697
186,23.630098712706424,71.77809789177554
187,66.87666422533452,33.24534450420309
188,30.241373990611475,43.507279861794224
189,41.200649334715976,61.976275768512544
190,13.71526561757689,37.54835297083534
191,25.174035003471335,50.06576677877422
192,18.797319279630702,39.09567957726523
193,29.999167534525853,58.64546103760792
194,20.847198545508256,51.30717289738956
195,26.9537863711963,36.3335161726297
196,53.257385784885585,10.918985266733998
197,15.55179380316361,61.420146066245394
198,5.892879308982025,59.08440531783578
199,24.30380555446799,59.5696434208538
200,13.368366063231502,36.96718324848251
201,10.466291946029783,34.31087055436564
202,10.524757149928327,33.60334925902845
203,5.423344799594499,47.015018445732785
204,17.896977938085733,39.07450913228188
205,15.012636984840684,57.38535126438548
206,16.023537138753603,50.09541783561392
207,22.660263287625106,60.9532993453483
208,13.330994431682308,61.28717024712424
209,29.850701932043123,36.507404561565565
210,12.437548179204867,50.16825007513909
211,13.738909072601418,34.97658626290097
212,37.779666024597645,34.93565172843167
213,19.929416440697768,55.10482086079756
214,39.2287455802406,63.538487262459775
215,6.350952946849594,58.31159783875435
216,20.410318842927342,49.667869662686215
217,-0.3107050166098828,60.31399498010561
218,42.64818428134383,60.519726267705664
219,5.833617364309991,42.56125436704256
220,16.02320785184576,49.18636312952413
221,15.006845352810238,29.436420390119178
222,21.261839484909622,28.038685089138593
223,27.472845875675,54.59556364752971
224,15.699463145146948,46.80263039369765
225,27.196414968333123,34.58203762235037
226,36.38069423300836,45.24743359441871
227,19.41907895534217,35.17402131816096
228,24.459801388101337,32.32375451043468
229,32.771883362963955,41.35365776122485
230,11.867999808464862,37.27349062024756
231,22.947598542854237,34.41638398846967
232,34.93556940029753,76.24699293892525
233,23.683250309770084,61.01209494549025
234,16.19378157823172,53.1300702841861
235,14.772171431767877,66.77693305541769
236,42.681846920810976,41.54418833318544
237,13.583135218652705,35.29560342647291
238,38.53459907584962,48.512415296502226
239,31.188906275155958,38.53041958751945
240,14.316670423899385,46.02067821395275
241,37.32825303419651,47.068165087284136
242,7.8118574787917625,60.64900247896183
243,22.770858854056975,25.218026555849615
244,-3.4117164168600347,55.539974750326095
245,48.63386207368076,57.00179015493589
246,12.662189322761378,50.36709146115128
247,-5.731519912455125,67.21344178190489
248,55.21773878792371,49.28286806622058
249,16.505580232961915,55.35368336345194
250,20.158989091627063,53.101433634958596
251,31.376176751846803,31.305354123424106
252,18.169653741284357,49.46671793503052
253,11.49837779088378,77.31360569546587
254,21.92880955258952,58.46893130257291
255,9.950798234285946,64.44801104031417
256,5.980329315349242,47.49369489641963
257,25.09904146512889,35.36170267525283
258,30.796883087160843,54.66542293388553
259,49.543090002919406,42.27357943965442
260,16.50605351787476,47.040315575070714
261,21.24564686229135,60.8511320515776
262,16.824466987083014,63.822759341653246
263,16.495146175610312,45.54709609023834
264,11.67086377265262,55.408522232246916
265,6.4961443593156165,51.13566469892998
266,23.79700357593091,60.600211238198774
267,12.306097894619523,49.40977557185657
268,10.639864508153085,50.43905835519733
269,9.212271006104212,33.59434396746446
270,20.64397710404644,23.638452346422426
271,18.810299279992872,47.143446297039134
272,25.463968952508953,51.106834972701314
273,1.3941311573339203,50.20253160908588
274,56.327544911920775,48.57697337567955
275,11.974090628189245,57.06691758599222
276,17.70915089287722,56.03800546324358
277,15.693385796596178,61.33111512301069
278,36.291530488759996,42.019702306444984
279,13.385601624207164,42.20787094924117
280,12.671995640473718,45.0080226652439
281,12.826506916795847,53.14146463774968
282,3.1818198080539553,47.580926799537636
283,15.677587646303248,61.33991435322144
284,9.68928708772708,41.11872688758582
285,50.42436198057378,50.41495016475204
286,18.66968695428878,53.264058955628315
287,21.11130137165959,55.54277296515721
288,12.926090788828287,58.38828952611249
289,19.2111954943729,45.399365057996114
290,6.888058405474894,51.56593923420314
291,20.285373733741668,51.71004806843606
292,21.326679364160267,44.59620554102238
293,23.203682925275285,70.38424999005113
294,15.917435560373109,41.8320787069549
295,29.848252714683674,43.744554601811195
296,16.339253119043505,35.18502609809538
297,2.8589773253440303,60.95229497135196
298,16.548355846177998,35.15161941998317
299,7.987597384745742,56.51295348308011
300,13.542263502165618,62.051003489369826
301,13.791457125485897,41.93759196704501
302,51.60309963795333,29.746753968661114
303,11.900709440675755,49.23096228631278
304,29.931068502024385,36.09260536008078
305,27.589543318009348,54.867695578417056
306,6.686996228485803,55.63679343739571
307,14.00823854840449,52.513473742919246
308,24.866561502580748,60.86131674564025
309,25.346223519150477,42.71053111216665
310,23.983092755732066,55.99077719044741
311,63.75339435299826,33.31428378252684
312,11.220989672406363,20.54069065057272
313,20.907117901016093,44.20712035984877
314,38.50457595047013,75.76872746209706
315,16.64405206698305,53.25304174263086
316,21.62373017577693,43.37453445809531
317,44.164210686964445,44.592638752617525
318,14.27665207355879,38.912016786602976
319,4.668541382435707,51.740066982546324
320,8.024806521973382,61.89797948639559
321,18.634503768068566,53.98578024809749
322,22.564817650967466,36.46887716927257
323,29.287553859087463,26.50430967960109
324,1.43520764007022,34.18012303488642
325,41.72302507826383,55.763409539320406
326,22.74910308346926,32.87759074904636
327,19.09024603449435,46.374416114155906
328,13.376735798453474,30.57324644958205
329,6.612722195469586,58.38758531730073
330,21.10064887254462,26.826797664010897
331,21.838802450435264,52.126725528799184
332,15.79256642965596,46.97593383893427
333,13.267242098195853,52.76484013002989
334,26.842052721053797,64.74722209217576
335,26.0591034749361,53.055985580097314
336,24.481507797481342,60.271353489143415
337,8.386844772827558,29.28845058132615
338,4.423869909537233,38.492014727709055
339,13.652650294297047,43.93112532464839
340,46.43945280470774,54.642645842382414
341,21.04367826582065,46.43416949970448
342,9.782824376168929,56.92193131223481
343,12.556451220156234,39.95806215959222
344,10.605772073533764,38.16227830989459
345,7.285708618227904,29.448636700981762
346,24.837624827956628,29.79886000110046
347,17.32616182197275,53.60444030047434
348,14.90025568340052,40.688571977742534
349,16.642321659308507,37.95460571481534
350,19.784065111466226,55.58623067042304
351,15.759907576538119,32.97847118122444
352,35.03394348156835,62.08712719087116
353,52.948202140783344,43.011541584899824
354,26.22495020059518,55.36789375994067
355,22.704510603339973,48.93431033222695
356,13.857617582157832,56.22907884314923
357,28.050697995183178,36.258692843162144
358,3.128627197415585,54.83605409320555
359,27.565627577483205,68.03677016397468
360,42.54682672364841,56.9046244100948
361,17.261633184605902,50.54688854126537
362,19.03176794784922,48.23667607613544
363,13.538236295384307,34.871351079158146
364,10.214731595684139,35.55552301017511
365,21.631038465782247,56.27431688641645
366,10.826578073671053,43.98513188780424
367,18.94295630603562,33.78572272891709
368,24.450666628230206,62.25121173873388
369,16.57761503485795,39.03929115159403
370,26.953667940512457,60.86550742154695
371,10.815183971136928,65.83753183813306
372,24.0088974842336,58.70830726724908
373,31.647371777114973,44.39300590236542
374,17.2808888086023,61.17668027920527
375,52.57728321171988,52.69255360720676
376,7.486892859227186,46.051029128225835
377,19.38356530983569,73.04278939067258
378,21.276555906927975,39.01936540906376
379,26.623816507915645,50.93918595020709
380,15.928193966427186,60.13690654324691
381,43.70590325560335,65.00771621633147
382,12.184168098799143,32.1782752611989
383,43.46023301138903,45.339534457304666
384,-1.2790409719126175,45.25057779703869
385,6.885202199008724,61.47925249693242
386,19.852312528141677,63.962753266831434
387,24.800478572651933,51.09363318333631
388,9.638928614856189,58.45465775839733
389,33.93024466550152,43.242478817726095
390,24.087139068638383,53.505115661185584
391,7.633420979360947,41.343411369800414
392,20.302209634879326,25.816523962833344
393,10.816001600621115,40.53195505853344
394,35.69737235203343,37.326491940055426
395,13.25322034793862,43.14561592529486
396,24.100919457557932,33.94830355028671
397,36.11377326076697,48.89944476552269
398,37.0212187495776,37.84885850389304
399,18.63757431909921,50.58653537523144
