unit_id,ProductTiter,DissolvedOxygen,ViableCellDensity,FeedWaterFlowRate,pH,do_FeedWaterFlowRate
24,8.979008405343246,72.3288583551107,69.80896107524858,60.64137872484672,39.26630103752342,60.0
25,14.519767453923526,78.79969308152675,83.63896824371704,57.33881695254946,66.32253550143128,60.0
26,-8.167861549865384,67.49868078981842,66.03192553894387,55.97443225005695,56.70478664020465,60.0
27,-3.682198117490469,86.00321257144047,87.5011474143265,58.1097102284499,40.49907999506646,60.0
28,8.427392381473066,78.84140012617453,85.97779957395451,64.27961928724399,70.49973090809343,60.0
29,10.617940911969587,95.85352895572684,99.16462250345289,59.87948879077819,53.57753261730623,60.0
30,-6.685306454306316,59.73056724121071,58.60285643312726,63.390444297087875,46.82666979180407,60.0
31,-0.9672558482662423,105.01329662699325,88.9851103627556,63.24037793600525,71.74102541085499,60.0
32,5.705278988420997,59.988710120117226,59.90664353415535,59.08957688640149,55.66891743564508,60.0
33,28.16578641933606,72.77036955933043,77.61779276795211,54.95640828993008,46.39825977813244,60.0
34,19.09462214228692,86.30864609288061,86.00770186415221,57.88860468409355,45.43921900437721,60.0
35,10.390683563801113,55.94077396380664,64.11949664064706,60.95886249149255,39.94918220398224,60.0
36,10.525566903773765,86.02651718973901,81.28389675784398,64.70354543686452,69.97724306178797,60.0
37,35.18545375084258,79.13075915663352,80.65958717643491,59.09837754151741,44.512540056270325,60.0
38,6.161465829873409,54.08267512283494,44.45534534104792,56.15558419051838,41.22577882060186,60.0
39,-2.4011894789893273,69.04095498304338,67.15452487713391,64.734238090904,54.129087363591225,60.0
40,2.770727776472591,68.5375162831769,58.4839422869537,63.40723221487465,32.20676137336952,60.0
41,7.638656428217531,77.61905140104025,73.28846197002053,54.415481266655775,49.718890507917045,60.0
42,-6.11964767055902,83.04727038941498,71.67706938122126,60.7351177842272,35.88167236119271,60.0
43,-0.541461004165473,74.11538621204387,71.64135631045964,60.60512651713311,49.97182269229459,60.0
44,-0.2670272781473175,75.43897407421402,76.4414477989893,60.141207139813574,37.98012435535737,60.0
45,9.880385867972715,65.91008792435035,67.66819579506723,62.96020930397718,40.41938019966763,60.0
46,10.884731352262655,91.40575573874484,92.88400015246732,62.417248158512486,50.76588032074902,60.0
47,-6.294793057652223,79.55741067759236,72.04107417982284,60.47973856749016,52.846348082295755,60.0
48,1.6041492997733058,81.88400741990613,86.55441288159409,61.21149316610414,57.299142465126145,60.0
49,13.654756540358505,76.8088712285214,77.30456672444,54.71565576843974,66.15905826971652,60.0
50,-8.168945206792909,67.18775244351545,72.89725718584552,65.73082183312933,66.11063895918575,60.0
51,0.7872148753945378,91.92132431712552,86.4786944406541,58.286306470320476,33.01356400519551,60.0
52,14.707127646022776,79.75725053343221,74.52713615014659,60.79271057187479,28.25441312668718,60.0
53,-14.298767747434209,83.10080508952059,93.01321153333006,58.6677505347747,82.49189554543842,60.0
54,17.941060872911233,59.942448917980734,61.532332168616186,60.4782862060835,40.25132267181993,60.0
55,-5.475767077323589,68.78153247712554,57.18367789634706,60.34555644928153,47.395461693314495,60.0
56,19.44169704266494,75.91542202817355,78.13763294840125,57.09452685430987,38.85519139531944,60.0
57,5.357691108473302,71.47447110292663,73.88679315118172,62.7614681657542,54.089432662715126,60.0
58,4.284618382212331,71.52548951772818,68.02131122178672,58.99303533989131,24.69944066766598,60.0
59,10.802393563614057,75.10626875078486,64.61542846179249,62.37795001508829,56.44122372180483,60.0
60,6.518796548180091,73.45024042847058,70.46182367575538,62.05139627149836,28.07549500647592,60.0
61,5.3938775145481195,75.28198605965791,82.89785206413688,55.52859270701033,35.77343223817945,60.0
62,-4.73143684151284,82.0590426176131,75.22046080402968,60.07537379307787,34.50666582858832,60.0
63,-3.634265579762947,74.85994923188365,72.90512639614656,57.576812778142404,56.72025238423991,60.0
64,-17.357621368547314,78.0412367672388,82.39943689801724,64.11646665578712,38.17587360014604,60.0
65,1.8555389982022685,68.39973867654233,72.71517680093082,59.89934578814727,42.82826510861816,60.0
66,7.852156135096631,79.02014603962694,71.79505553187659,53.07248529629909,48.63566854823475,60.0
67,0.8670978787477743,65.52360192826663,56.16552759281824,64.83939281507404,42.55395323739278,60.0
68,-31.147262159548234,58.2557730376362,59.32237516904441,57.25429755187287,67.78695721165607,60.0
69,15.652039082234777,82.87175447343074,78.10570372776529,61.9722472119064,24.952297916073626,60.0
70,-7.577093397552894,74.1262557402589,69.61038165573174,59.855066904909634,47.208774777192005,60.0
71,4.762494353629978,73.17557790632752,73.27620828817757,61.92498172581196,43.723989199898654,60.0
72,-14.654314701143488,52.977449500916606,52.41320457153355,64.59785980787737,45.01539360452508,60.0
73,1.8120501532323097,89.79974575802309,85.36052266989053,54.74217096071262,62.47974416695662,60.0
74,-18.064942243790483,79.20138160186258,66.04163999021327,56.073482592459115,55.05289577061371,60.0
75,4.84621369656144,59.36557771559465,53.53160168629264,63.21562370792608,60.11796514452336,60.0
76,4.572957700682532,93.213392230376,92.93911644924762,56.56213468709397,53.43615412926033,60.0
77,-12.31255722952282,92.70936339426417,90.21094185994627,64.14040356586372,61.6811369477052,60.0
78,9.666487802304559,75.17123836210513,70.22087156464123,60.81882542527436,66.26547182248274,60.0
79,13.579360327429498,88.53757422251597,80.84305847030895,58.615116364963356,37.960321891821586,60.0
80,10.945730994896634,73.26148278324418,77.70032047789459,63.10089687372908,43.577196216199425,60.0
81,4.770239864321459,71.41487514551076,81.36836887299518,57.31325223453494,38.19263585647546,60.0
82,29.443655734581796,71.41841724613445,66.07705293646642,56.700988005258196,38.968908140129244,60.0
83,-2.047210732750453,63.846604964930805,66.62792554706671,60.83298581909697,29.876139813622476,60.0
84,-0.024867648768824413,73.97483596700516,74.57769826999265,58.996108960611075,43.63325917016133,60.0
85,-8.060947215423758,66.86536043292814,57.03508663708565,60.391713058008634,40.74133401591281,60.0
86,-1.1714871052591844,80.54185573800991,75.45372899957451,59.87543418338265,44.57844127688988,60.0
87,0.08457751737250296,57.42200319719128,57.07004225501757,57.88524345831134,44.710917570644405,60.0
88,9.893838008989338,72.6011377539705,75.85144103351294,62.30768951662258,59.00209823176358,60.0
89,14.589293720541885,63.89797474370069,67.85938222479021,60.932761831925106,57.51516965199277,60.0
90,-9.045952301632818,73.28133748595187,77.31170171337565,57.35158038127257,44.53204846514699,60.0
91,1.4404257773721993,69.43134777292371,66.42158509402208,58.09565092519676,67.39566967088086,60.0
92,55.93076289164446,77.65043166772679,74.68182208520899,58.08521270473901,54.12287241344156,60.0
93,14.784100521160976,78.492733171387,76.57532616968649,64.99492589848366,70.54917933250783,60.0
94,11.722465864763855,72.25525072303662,74.1599505004965,57.33064228405954,47.645736958423136,60.0
95,2.610471100683382,88.91752535779801,90.36879885616432,56.31610171553366,47.20155404818962,60.0
96,22.40076226745304,88.01442453660422,85.76050391738578,60.267969294046665,47.02992448122167,60.0
97,-6.980926927834371,81.60247393026307,74.89838016125692,58.84146437146919,62.31324309921065,60.0
98,12.670593179117024,84.81727117785535,81.17217582823736,61.32364893404712,35.63419238787462,60.0
99,16.82298432884833,87.84595264286224,84.62184676151314,56.08080235014873,48.327058597827595,60.0
100,10.20689903926382,88.06709510319534,84.67010461451262,59.44987309997365,70.20103757127552,60.0
101,10.057443717296216,54.96549544326663,51.07339788603916,56.02817320196521,49.82307392354277,60.0
102,10.946110305089995,58.39619212053662,57.25836806284734,56.697404899362354,39.34820105564248,60.0
103,27.430251450187065,70.65421288093943,74.2691494972431,58.6473759975754,39.22240796960317,60.0
104,15.266256756491018,74.36424077258069,71.30726945784582,55.25156092213833,60.236034363144256,60.0
105,28.317694126380893,67.1349326339436,68.71417704277626,55.32320558747569,47.44557402476301,60.0
106,10.54976377299595,71.46448154937218,77.59609327043017,59.84428983684654,46.50983653822291,60.0
107,19.4871735026186,71.1702191516859,70.65632827751912,55.33004296915767,77.45527965354,60.0
108,1.4870215117353158,63.16498432505758,60.65933627100067,66.36114552036213,50.82851394620505,60.0
109,-0.06033609378307592,70.01959426990881,70.0732700978213,57.43663730407853,49.07945457069583,60.0
110,1.2627529466322145,82.50040628738792,75.15914383940842,60.67508961744397,51.48538185311297,60.0
111,17.93047924125731,83.12552425602578,83.74565325787685,60.500436227481316,63.59979270645,60.0
112,-2.316417145534073,58.77677695331776,64.3008697314389,60.2375175113836,53.287291150536156,60.0
113,0.030398922749506563,84.87608765910817,83.83657335672702,61.19030491709487,75.30870474860562,60.0
114,13.984632024516333,75.89194334814468,72.83809530584884,65.03232579272101,40.30055267153953,60.0
115,2.6503442192236024,80.52045416741035,77.09183376922128,63.03518060559971,34.77569149761782,60.0
116,9.35271541195735,80.10054000663473,75.9404467059957,59.42229925942538,42.81022432764048,60.0
117,17.14529627901886,87.5633437954599,80.87967438567833,61.26087825742929,61.270741923955356,60.0
118,-12.166353562853923,60.80860645037551,61.13688611195849,57.449271155881206,54.13218112183511,60.0
119,7.680536252780552,67.53495026681297,66.40470755962873,63.814274048546636,46.90196784827233,60.0
120,45.23134931928003,66.61413382383992,64.26805864803872,59.00270803373816,60.299044605609424,60.0
121,-1.1947866639853753,59.936964379071874,62.27210007342511,60.21963981627086,63.97833271406502,60.0
122,0.1067886968644789,109.01023067931908,88.58066804280635,60.69411968990949,52.24977836325907,60.0
123,6.863502356134189,76.30424730246037,77.82343515642152,61.46369407764004,17.331570312581945,60.0
124,5.340930428961145,66.85421436830963,73.84151611771273,62.88121056917586,61.969778700969215,60.0
125,-1.9191635780715814,105.44563279550384,105.48663835621569,63.145387259476976,54.11058048031997,60.0
126,-8.127271834572579,63.80307065509881,60.604553977270655,55.119910350494166,58.30528740316675,60.0
127,-3.554139108369794,76.83762684185956,72.94284481344513,57.33127974004724,68.29981931294934,60.0
128,0.024636460207033473,65.05801516673353,72.12558419455164,57.21556058679361,32.89173157301536,60.0
129,-17.96462585531658,63.23652605347231,71.49722997611131,55.8576950626649,32.52066607082364,60.0
130,19.22087458101117,84.12892520139833,80.33761910061028,63.38271442668359,44.92482835043561,60.0
131,-2.6019557725690374,82.1762231098393,82.95853807313236,58.75957899137357,43.508662018683474,60.0
132,6.9253408499482285,76.82548653492174,73.47779834312134,61.05935733535059,64.23836757838231,60.0
133,13.012515980975985,89.34215608545087,80.65382953266574,57.027553468896166,30.45508246996765,60.0
134,2.206306553727913,80.57893441023329,69.1273687077814,62.80248500337676,48.33959159948331,60.0
135,17.312884576411225,91.36360699131437,94.54328650696822,59.19698120626938,53.03467017811146,60.0
136,6.323766955126958,78.97155871918126,86.91846832568001,61.46705747470159,54.19947065472382,60.0
137,10.881046360829545,75.38704767312286,77.7019137618466,59.52589847087234,52.01450437161016,60.0
138,-3.3908801067700267,69.690647671194,67.25829668468114,63.35688426140149,61.593311863026116,60.0
139,-0.6993383090839149,67.40300785378996,59.49765200721387,59.87368580327378,51.85757987653414,60.0
140,10.728893648369777,74.77088780608166,75.13017412517823,57.87802444353414,35.895278075599286,60.0
141,-2.9720269184852497,78.76180194950163,82.66876956299615,56.16059449446262,47.59753864771177,60.0
142,22.58960566211632,56.90838800960191,61.26673138033938,60.72527940300663,52.118172675380514,60.0
143,11.878209900221457,76.65437451174115,72.39989431507516,57.49238403021113,45.759236838740186,60.0
144,16.758872689668628,67.82198789204858,73.39209385924057,53.829785574450455,54.05701398611054,60.0
145,-1.3498307760566357,72.08834930991034,69.79094601130143,60.67819568812543,68.17025122338208,60.0
146,10.38769233435257,70.52645096933432,73.78312428084365,57.70943797198895,55.59365503695265,60.0
147,15.635770131391695,102.26866444021739,105.36544933694897,59.47990781673615,41.263183773946054,60.0
148,30.5251638072057,77.04190516740434,81.8208998314385,60.91163590858361,47.15430710339364,60.0
149,5.202601324197698,71.44712438375177,72.46709464474417,58.40849999297727,40.94638246349046,60.0
150,-4.817952130837075,75.95795849864382,80.4676002918282,66.66587989880657,53.39947116928211,60.0
151,1.065291621451562,91.89824288362651,89.43753941508874,58.01520527675189,40.06355264703904,60.0
152,7.901707495535859,78.20964733940332,78.21165585936977,61.95897965860744,61.62935455813365,60.0
153,-5.029099331685828,78.29238354368103,85.92653480017,62.209811008332544,53.883487929035674,60.0
154,11.050148522379038,61.95478673412058,60.05241273655038,63.064971214957794,64.78846549841111,60.0
155,-5.334128497943469,64.2514500756174,61.05767367838069,63.51904963738261,56.655806420817164,60.0
156,9.697068543371195,91.55335755206616,95.597853970193,66.26092250852099,64.69636192993622,60.0
157,-0.013493624917113145,87.29892202934452,87.14966817063822,58.44392531540921,52.2000018259296,60.0
158,-15.844532934279062,68.7419925127139,66.31827401096905,61.374772474208825,45.02168621603372,60.0
159,-6.0958779978826705,71.23609488893855,70.34474080689728,63.79829984141425,50.576993945039376,60.0
160,1.9416129186205775,71.62273930478742,78.58883817611841,59.342593074354404,37.40644039184119,60.0
161,15.052537971530278,86.89446583127038,80.02852883832486,55.08295298480307,32.59480861213324,60.0
162,1.9663676110306763,84.0675123085357,71.63461807616768,60.66702457838886,57.2631014043672,60.0
163,4.171422253817881,72.11909154628205,69.77601910643348,59.744890567773716,52.254702751726434,60.0
164,2.7510550250064707,82.38511400867797,83.14114476302345,62.195291846459035,27.932886686359712,60.0
165,7.112642829919811,69.08731842206898,68.67710268066512,57.06137112581907,50.67012229613996,60.0
166,-10.47695923348945,57.45123219907178,60.21396562153781,59.74209912442201,29.225316106887973,60.0
167,11.232748870066326,74.97997019906504,78.95713162086126,64.1954083963903,58.43885471037939,60.0
168,0.41747501435148404,58.61176188837716,60.82153667335238,63.134105862740206,32.444544207903704,60.0
169,3.897535627782451,86.69828545149402,86.52151184084099,58.925527962752,32.13581701268328,60.0
170,6.736859265478803,94.86353711634312,92.91350921822094,58.55199251415869,51.179840778236255,60.0
171,25.430590135449755,81.95847056850609,86.66354321318187,60.28936128935745,49.4675237273478,60.0
172,21.217071950214162,88.45679726698748,88.2989149704002,63.75495785517334,50.21086978844872,60.0
173,6.958043057750431,76.01823669230718,78.92712952132952,58.80588696531273,24.370629076848587,60.0
174,2.433778299196575,72.5160823609689,65.70849805159438,62.786642432389975,40.05562229022705,60.0
175,16.86113061863918,53.444005209328,49.33221671724776,67.4618291363658,56.77584318469124,60.0
176,-5.390658439123589,82.07785554883408,77.32440373625208,64.20763822737264,23.664915094527007,60.0
177,18.884682054718827,91.95575384166753,87.29230487843083,60.719014782280496,58.892127969393414,60.0
178,-17.26364311388536,64.13221140206535,60.62105786961909,64.1416531702335,59.0998774749998,60.0
179,-0.5196347181844319,79.81711551492539,84.2294723572249,64.19436200637851,40.81004914191957,60.0
180,-8.161704410390804,55.277509833796884,56.97505289864193,58.92663741596885,51.52741051964625,60.0
181,-1.9971413739114123,68.44602946202012,62.086225653762426,56.76370677314625,51.83575433209476,60.0
182,-2.178439244255106,64.97830095206014,67.19354204473956,55.4840339888906,23.253695057641362,60.0
183,2.9201570751758306,77.67016564132571,78.84294251816344,60.92072744476636,78.4101824694151,60.0
184,11.796500250547457,69.09866442337285,54.46320319632515,55.251934360713975,34.29698256292249,60.0
185,8.187615409068218,56.52047284349394,57.16983180838633,62.24167324633757,42.37084658984135,60.0
186,12.555280127572964,67.83878886429446,72.44304532807766,62.724611458010116,52.29812604881589,60.0
187,21.479987880602565,87.91228988227381,87.55950988945288,63.212701310226905,33.06135762051972,60.0
188,4.856161076559744,63.344453541398366,69.82715836276842,54.63477865884869,65.87598099920565,60.0
189,-1.0630429502531906,74.90564879496605,76.70441315133968,53.22119266662348,42.889838214794274,60.0
190,18.466831559845218,97.67325476548733,99.77361827732818,61.29213163997247,53.49131889484615,60.0
191,18.69113337940683,76.7945282658089,76.54858789833868,53.47882991057728,49.53865038997335,60.0
192,35.297283009870334,86.6619918900995,83.66938244317464,57.68630224292072,67.13339423201239,60.0
193,-10.073302689186296,63.68052227940181,67.38885046228593,60.28828601579451,44.542666088248126,60.0
194,-13.667070439196532,86.85325935068988,85.71771474047291,58.707253110865395,67.08765571237969,60.0
195,-11.468852215519632,65.02879365445722,63.33033399997338,58.896630730616806,46.37263037362693,60.0
196,18.425443964733514,87.06765059274824,81.6863574999349,59.129330633007825,67.88818021394555,60.0
197,9.775906861748132,71.7080773461893,76.8673460824441,58.91295722887812,52.244673992977255,60.0
198,-2.8839837088952174,52.27520664400379,50.007424457337834,57.875958303511496,43.30024704768946,60.0
199,2.1827151278140615,79.3901690099891,82.22891908658687,57.18767635813958,64.7085283876314,60.0
200,18.169784265859754,91.04014391429361,83.66282066054534,54.88177068253407,28.431304812627754,60.0
201,13.853803726106602,63.768007816337516,71.3627518773561,54.93182363783963,28.64594403728168,60.0
202,11.70235280666361,66.59955629876798,68.44763924872876,55.04870837775021,50.15211285622861,60.0
203,11.986038681878187,72.67240555194705,77.51641367002016,60.69443044591417,39.664027838223284,60.0
204,3.99816855560885,48.85636569913785,58.50491559522274,60.80312641761728,46.36719858701978,60.0
205,19.290360612877812,79.0198671580227,82.22442456023487,59.85411441560635,49.13738837561273,60.0
206,18.96720528139263,72.36506550786008,78.79165368304912,57.72163023473672,49.651475223594154,60.0
207,2.216910904866876,54.22570307301104,58.7429509914018,60.83693932886526,38.55995766340416,60.0
208,-12.345280383353789,65.39127218056112,65.43917149235786,58.037365365091944,33.48632380755307,60.0
209,1.1600251543691409,77.85858410353222,77.51271470862731,59.487725351291644,64.08566921175806,60.0
210,-5.46453125974781,71.46442327542155,72.57011393537397,62.124694174285125,51.49773505947522,60.0
211,29.545684644331704,98.90851901648239,96.90810914420378,57.692217121818,39.07673540098392,60.0
212,-5.613794084932268,74.08039417484578,82.93075849361567,56.3938030698244,33.59275930790977,60.0
213,-0.9442016195853431,58.82058436662956,65.61742705744429,56.881952276922256,40.64551849903469,60.0
214,7.397457100564693,67.1570979107125,68.59247994750139,61.53397530813711,45.934957965609804,60.0
215,8.168926593686194,88.31123396682923,93.08143045866588,59.45872543617764,67.02700730439878,60.0
216,8.754004916242316,71.71556475876095,81.05414556284688,55.443527297406426,61.58711727341699,60.0
217,2.301572990962829,88.26014089244308,91.01918317204589,61.05348535703023,37.29460120216534,60.0
218,22.59676783236793,76.68176373327404,78.40314427131611,62.728064843602716,64.51218630095381,60.0
219,21.379004616679865,64.6292181135296,61.634285664925926,63.06082428950772,31.396961449053983,60.0
220,7.5436558285908,51.739329296108366,55.1134714555478,61.78025954660897,75.08923664202929,60.0
221,12.290849512289363,84.14054679903084,84.53848586915025,60.563038199346735,65.2440225081468,60.0
222,14.720368684784741,68.32320080550167,73.01704239956729,58.512889018111935,53.527545234655015,60.0
223,-1.6352051924777753,93.48106441689046,90.9277866951489,54.91635781198919,61.41188593297683,60.0
224,1.363285992975621,65.18737723643952,63.7906227500428,61.15612138483687,43.57893282966936,60.0
225,-3.9892881099357353,59.635470173453996,54.235255986231685,59.825605622789176,49.765491571096206,60.0
226,-5.59414896919992,83.6757329162371,72.95973899813835,57.59632794732465,41.75381538435997,60.0
227,-4.730267652622623,53.58735214090164,55.35080142075296,60.057555827112296,32.70213084778642,60.0
228,7.139910511782061,100.23235294872919,96.83619323935358,57.071231694447974,49.827397000369714,60.0
229,-15.620886564638065,57.14340875444475,59.47571396343484,58.32162825447591,52.094289362105336,60.0
230,13.802546290217617,106.71560936375474,101.42115187921038,57.23549907612758,64.00135330062264,60.0
231,11.847112027537495,68.67099257928889,72.45172121191706,64.23943770943015,40.77787896403195,60.0
232,11.702551248618196,94.42866493337434,91.57278960881271,56.22963378184734,29.97122939353119,60.0
233,-10.09423249472945,83.02490080514256,86.54172652367109,55.32008781586357,29.295434732364644,60.0
234,7.188227594957613,67.31899241639721,77.31218328192189,52.581098239052345,64.00547837114517,60.0
235,13.671759325158066,99.1263157616792,98.82709187315345,60.24137437179282,70.29275916834902,60.0
236,-12.495361965377322,69.62759749229282,69.80116206692934,57.36156701492203,66.45901216875005,60.0
237,8.81308718743893,65.64698596306422,63.644628847537795,61.43330976269406,64.7056241829658,60.0
238,0.7227256947860781,64.56012747145652,70.72225374351882,60.24928670496663,50.810951843973044,60.0
239,-5.503758178884992,98.41963976539954,94.27514791050767,63.86433025588833,32.042459908111084,60.0
240,5.044905330945689,85.86793566110791,88.70605367779523,63.451598550370335,47.711039433922174,60.0
241,-4.993261241603958,62.62995275573416,56.86064942021389,59.423339324945225,50.426875316472454,60.0
242,4.71518368123441,68.57483685174759,78.41190357667428,60.70776464938769,57.255897942131284,60.0
243,-19.93339920565009,66.0148997248902,67.69846748786146,60.07356755070747,84.32591549517453,60.0
244,-9.355086845935627,65.02364782821398,74.00944159675086,56.316682226098855,58.01211423054268,60.0
245,-10.633111428184842,63.58405498595419,65.8808034250918,55.983281808413906,48.88982210282526,60.0
246,-1.5654633752376719,90.73988940214633,80.41323706774448,63.76818816910519,49.459984724818085,60.0
247,29.751223736606775,86.61344318974963,87.64238633864903,58.42901122792355,27.341434709776642,60.0
248,7.960268272204187,81.42204354361336,79.57189844193447,64.44463775544577,25.704413181026855,60.0
249,7.8924536922767246,84.34468571629073,78.02064382060668,62.76996774851001,49.32336426341746,60.0
250,-7.714822534106521,57.73826491848567,61.46739565046204,60.693249511143776,50.530080293074484,60.0
251,17.013766316438385,101.93850764569777,91.00867464452007,59.68333540194498,43.160681034493926,60.0
252,-4.281944334495445,67.10709796941572,68.54521924547898,61.4269383298352,11.468200474953193,60.0
253,16.059152495092654,95.53701476397462,87.50480818232009,59.898404400734705,57.94953553706025,60.0
254,46.58377834132897,97.04056190964954,86.90237137474202,55.88312009291213,52.25107070216918,60.0
255,10.323866443635726,75.51883690630305,78.06792072923174,60.74414712371953,43.60206234909225,60.0
256,-11.527756465014436,85.33747865707552,84.06686467894855,59.260512855148235,67.53131064627578,60.0
257,5.530221601366059,76.70994384829001,70.87560463699258,58.9580844105096,36.93182239413895,60.0
258,8.320282058409314,98.4613882415805,95.62328913748418,59.361679283869165,63.63657937192032,60.0
259,45.57627986297332,75.6388133498036,68.45510780519284,60.993164820404786,62.645257297678704,60.0
260,26.10968754293368,95.01795506484535,92.91497929410323,59.558898167841946,57.87294903060698,60.0
261,6.698533364927096,79.37800881659786,75.82437270643227,58.274345692604804,59.7848287885534,60.0
262,13.56254457954288,79.97670488315542,79.80280118810299,59.800203445997276,57.83645333189743,60.0
263,22.029651738637202,88.81235446233616,88.02464143043699,60.33885265913511,56.379870263607685,60.0
264,0.3264751765309635,91.10939603842341,76.55409936575514,62.656434692450084,46.14564158068289,60.0
265,-14.616910145949898,68.22443400695445,66.67393249140784,62.389333780370166,57.8942856013626,60.0
266,-9.772655299007344,60.56203199453772,57.79456195843701,59.39468607435264,60.91048997067871,60.0
267,10.630287117262647,57.0469818154279,51.119530524756456,60.851960082606496,56.44781594025977,60.0
268,0.7795756220833854,71.91028180176848,74.473021995008,61.623315112703104,49.086114228640234,60.0
269,-9.059651740762662,99.9842951897251,98.5134763140032,63.55103849596643,46.02365293910658,60.0
270,15.097650730054053,64.99321780445221,70.34314264680589,53.53937277701069,59.91656602555595,60.0
271,27.440128536539238,63.008175428569224,62.79529796926325,60.58347234847828,63.31209383213893,60.0
272,9.325727873850038,82.45137823630364,72.84914589737484,60.011063434375366,59.251903113188696,60.0
273,23.56916873077927,85.89024298123738,76.24035086665216,58.09882320645525,37.1600678064718,60.0
274,22.465064999447595,64.66413825092623,68.9708339800693,56.64682775567711,45.89393055960203,60.0
275,19.607925992948868,77.09471703334115,73.09602902046763,60.40577161648763,49.12729415500762,60.0
276,37.79475750274931,81.07551494664176,80.54595625203088,59.89661014939313,31.720090892793316,60.0
277,10.833037938669001,79.93966458038301,78.6323853638367,60.55063378169778,43.36008001610844,60.0
278,-3.394371356634122,70.11816699359427,67.79115630427293,61.599129894015576,51.00291236388669,60.0
279,2.4514622605215663,84.05969272025399,80.28493437906918,59.02433074456789,55.59158919112362,60.0
280,-5.300298213682842,81.81099494904961,80.6437347719951,57.41328394126873,57.25976845156601,60.0
281,0.9160390134272238,82.34578969550041,81.69767210401646,58.04733943129336,32.913424548737574,60.0
282,-2.6033585402806034,65.81146104486963,68.74873283616861,62.05971233923615,49.2691796615171,60.0
283,10.13974888845533,61.89249992704597,71.02008788712499,55.40063954517998,31.85334021348137,60.0
284,-10.890496520832253,63.91095344361612,61.4143357959834,58.72465845960237,58.6808870319641,60.0
285,-4.3463850370289805,66.45749772857293,61.248257593796104,58.75415021861183,42.58761512402586,60.0
286,-10.426200474854525,79.63199418906808,73.77323789056202,59.28270480969734,46.04219057696936,60.0
287,3.92748139465084,73.53057394015076,72.59259940442854,62.37320221960834,61.93317318424171,60.0
288,-14.23348081320561,59.64324919168538,59.56355822845895,57.93010502563092,50.72452101469522,60.0
289,-7.342752405174095,68.23886086538279,62.322558499294566,54.40718719294967,52.868294535490726,60.0
290,9.142535510129733,88.9887277636243,86.73690230849769,56.94624187402625,45.1223326284269,60.0
291,-1.906546631519678,82.79039001488006,81.16049377141611,60.31686914334509,67.66022011276367,60.0
292,-6.039613503483702,76.84566625747995,77.46428570467083,60.411951497445955,56.439524240274544,60.0
293,13.15044832007094,75.99857981514381,74.59650049945165,59.65574023138571,53.13568645169228,60.0
294,6.70556064616777,43.03327340035967,54.69170212420838,60.79797931627317,54.394248393069475,60.0
295,5.679037651449585,62.80977281676923,69.94023500663954,61.46418094824806,67.14687349995658,60.0
296,27.044904421963782,65.31239512597247,69.55741606751464,61.51518057671343,80.03623077722821,60.0
297,19.85965106447598,101.72475811236643,95.68418558763979,61.637085689210735,38.49052998237332,60.0
