unit_id,ProductTiter,DissolvedOxygen,Temperature,pH,ViableCellDensity,FeedWaterFlowRate
68,11.777836848649176,61.79054984639477,52.515822199656604,43.9313089294623,64.48353057285418,96.02553996855146
69,-2.2934221959385512,73.85290792132226,59.2724094248835,54.63841806975526,83.59099251234501,51.7744544180847
70,6.9972352786161895,74.67800516006186,45.673129549763146,55.19240114685051,88.84095517433595,46.0804904539454
71,-2.7233466993259148,77.28717627830957,59.62233495777357,41.452337387433914,68.32673219780285,32.4257733123289
72,11.057736296724684,79.6924408691158,41.51067491189056,65.47333630761302,74.67901778391806,82.02807301813888
73,-2.6897711645736284,79.18970403396659,51.021746003885326,50.02438047864877,85.48693178013883,39.66225957430324
74,11.229323454913441,90.9754256301437,36.88201886176852,52.8816292307304,95.6853925732721,63.457380895337685
75,-4.3482909418026665,84.56406606354899,46.87326533017937,40.05163638380082,74.8263407022236,55.512589792530136
76,8.176124233181257,89.6114712037859,60.171049274785034,66.6775183541163,87.85549405904145,65.47291887988943
77,5.3861264407927525,105.51982974893662,31.354217265446813,58.95343049217345,107.69550580629942,43.54093524942451
78,13.013325324135447,83.10647228000464,43.01362295874229,37.565013872711376,79.89543048825654,65.24588466853406
79,-4.4547324514299955,64.1106564802797,50.945578304799206,40.10863338362599,54.853530342188705,49.21609180624406
80,-3.109231777995582,50.10258554986719,45.07791069044055,75.15180094706545,50.116811970551176,62.22559742791105
81,8.766300470818646,77.5273880664059,43.54932012847282,48.98370612325577,70.5458288708215,52.38849188394095
82,4.407081508545357,83.00353876548957,51.55118806462554,52.57967594983943,79.42408352895218,59.634678386772755
83,-4.181282135717032,47.92789559001752,50.89446545401814,54.296580429848454,46.1375755486122,74.63069918367998
84,1.6930365075523928,87.09744858746133,60.039332127322155,45.466308029289316,83.50230747852055,48.093494213584115
85,5.5950764520549265,91.01650246111787,56.384668600757756,47.836815815371914,82.506662720786,67.35077168337399
86,10.796440498605572,74.35005030142543,41.77644648947219,80.28263827550231,81.69368030583126,87.95481884720884
87,-1.0269140774090353,73.24156677526422,52.203646224335074,49.722088098854925,74.2892826399451,57.98650829373557
88,8.578147873558432,87.63443551192846,75.61208763146897,32.49130354630173,84.86512427902976,72.81489479783951
89,18.273125375041484,79.9294401626496,60.73250990614053,26.370440591844197,83.61580837052439,94.62905381230406
90,1.3168766547392121,57.407277168624255,62.19364564251448,55.46975279119559,52.438990009205995,65.89133068150478
91,2.7187541363391405,69.9787252403614,33.88799795017156,86.90131778478542,70.61973037445568,69.77750098070507
92,17.921033683460625,84.74964117954407,51.042182628203854,41.48742043706421,92.5692214921172,64.65759326229492
93,18.054455156576562,75.26020552193607,37.02684103483676,31.863083608145356,80.65299187200907,93.22502291876445
94,-8.42896053559145,63.317076891471345,52.736449652778795,55.31710774937684,51.74645805954405,39.39068987511793
95,-7.2500933222838135,55.76644698999566,53.72526885595032,43.01351126650365,51.89892230147987,54.45744632193901
96,14.880337365913135,94.20912633905701,49.311387400641394,45.54846923614138,96.42178727460136,55.735206887667296
97,-1.4061223421057858,60.76795342028454,42.252666082133715,28.754201916285318,61.511686307740774,56.59184142472782
98,-3.2776388075206584,67.45669082499208,46.84197563458291,42.53572165471474,71.22074685240588,66.6809391271001
99,3.4928862405374907,57.74282403901399,54.93473093742183,56.89119670240765,58.972555555616324,69.58259867256905
100,6.654788964959819,77.22037250036809,60.903678088019426,69.37109870214469,69.68522451881284,46.8190668837789
101,6.257843529473565,100.05004445685493,64.17288862319441,52.05613737064532,88.7820721746649,40.23878479274001
102,3.3521437883953467,93.96746817008652,41.67708266577952,46.06896727117126,85.75776884213725,47.84294106320027
103,15.601699744841234,92.5177724153634,52.209849412809106,44.43456054616387,94.14070178282078,85.73784951210479
104,0.6540923638521452,70.04864250277176,35.40886925833627,35.86078989743151,84.40549094477097,62.026454593347566
105,14.15775223274953,77.34176291654005,47.781270155726894,41.29629121212778,74.41420428798284,68.98155712412749
106,6.98830491303439,80.03661782003304,57.15621609192063,39.07900219838419,74.52663258513924,80.10089932488415
107,6.869857399100053,76.76967143025033,49.686318747803085,57.500242195032186,67.56400876725746,66.40741397961223
108,-3.853747955946224,66.8399365726735,38.0707115685167,29.61569823617877,60.4329419343688,59.10061704467863
109,-1.4354119612417064,76.54031755176014,43.114629616939474,46.11913468134238,74.6049560847864,64.09450788943134
110,18.43969543255922,83.04986007424873,53.98687731737614,61.63674127103731,83.49322299555762,85.188076492508
111,2.847406278614222,56.08063666016047,43.55224260675233,69.09522226203217,61.75740708420338,75.36842948455644
112,-1.892374133425082,56.183728561237025,38.873799763545016,56.12308087088229,59.77180625085555,67.57669029844938
113,-3.75517377351676,59.60263488578078,62.417821879178064,46.24206763601488,61.91133423370475,47.32789425898746
114,17.422785099639,88.26814245531575,8.169925195867178,51.42451746107673,91.86112735216172,49.51380285192998
115,-3.8203055610216197,63.8322133600414,46.274543532861536,57.87524758484526,63.52141561253598,44.556539395435586
116,16.407746213973596,78.3050384188644,58.29296306396686,55.59652230261322,64.89013513685363,49.137492028648936
117,17.534464479171973,80.36735924509738,54.184190818762325,55.17888386995122,81.85423851620804,33.51489755478352
118,20.97284896785776,72.15989828772356,73.9109184798713,21.766654084618978,71.85604074405079,79.74869085774215
119,-1.2995465067340888,82.37086691062599,52.14931967734565,61.07821060381807,79.68993695504247,60.90640417151196
120,23.412021336361764,74.03572436724521,48.14448841130796,53.076242179626036,80.45300063655786,90.17444334733341
121,-3.0441400621601966,74.21776568042813,37.79415274727618,50.633295996067915,72.22589200194346,40.17664701301937
122,-6.160828829651177,86.24868320410488,52.306413476638255,55.98873119093005,81.49299761350952,47.70496391802812
123,14.073712925027028,76.194213459919,56.10054436333598,46.10031578778922,70.085633390797,69.082777963877
124,-0.42804259596730365,75.21364962058,51.582652025667734,44.43881210647664,78.75842778384617,58.216562435133305
125,-3.8559575206867462,90.12620886731216,42.437051822209156,44.85507912272009,93.6031271450136,42.04745728642326
126,1.8118244331938471,71.30189535660058,43.32090210749412,24.657548243515247,77.9515588622875,60.69240040618494
127,13.931580251377119,96.61762497289862,53.32516708186594,61.42083524882255,96.86992578979317,56.25332456844209
128,10.922169808246847,70.17797809640646,56.19912232113072,48.69521443076316,74.01221660625362,67.06530167054368
129,4.038318564368783,57.30804992545747,41.47243920573492,66.09429670883414,54.205601870692206,72.58384990723665
130,14.942091224363443,70.51803919346136,76.32670113821051,53.962048741145956,62.11054122928149,62.649614066905976
131,26.43390440595149,81.94897405227483,36.99247634860176,53.201875828852955,72.57422616428435,55.11376847129961
132,7.0916981530911585,66.75704410288641,59.31389488867227,51.45056497794808,59.808399458095614,89.57581489340707
133,-2.755199430298773,46.26398835705813,38.649046486256715,44.30659286948479,50.17743973497543,55.068961838538584
134,-10.585169633347714,60.8750186900123,56.72318792736384,44.036988189631046,54.87715606626195,32.63784116428377
135,16.435161165745804,61.07621028803234,45.52396750994647,81.98955533584653,62.428907277166694,74.91848219514306
136,2.5759538814881857,61.593121713393984,37.99929617731758,43.35446962993562,65.77133327784065,65.01859155486467
137,-6.106455116255757,50.37089260417148,53.26473938923082,64.03691302246834,50.75847290474052,61.74948863199592
138,0.420601994153853,84.49824028989116,53.99714843836841,34.291300093911126,87.26154205682082,43.496130824872324
139,12.712014563496195,77.59962865264339,43.77217898645753,50.954452378156155,85.66046861321328,72.80077700753964
140,18.825752337664984,61.90048996997544,71.90922805348426,35.107527510632494,61.88805795051484,88.93646696867151
141,14.421559681482481,85.48017333450798,56.298617104599565,48.59644651262951,84.55727668118774,82.79984362142866
142,17.12727775197949,61.087246490902274,56.7811533943416,59.04117584957512,67.49135471061966,89.58804887418489
143,19.09370959300841,60.7648271957305,18.061218199637054,56.369853213463,57.511347389897324,59.61373645915806
144,-4.524358370129763,70.89815903055411,37.30356857296255,44.336424587817696,76.02139414602597,52.68486480106219
145,12.580342470933076,58.20834304944856,69.79925592720603,22.713407234793422,49.57915661342417,51.70816642271951
146,-2.684682840699492,54.92881635218998,69.15129894296142,41.580545449425934,62.86865192176917,68.65625191011175
147,2.0711916409547135,86.00568344604132,42.71410495901588,57.99117037102916,81.61852899721804,37.08658607587262
148,7.848869268314101,72.19610684755551,37.08655091007634,56.89571642453918,70.5356832848705,39.3475789923283
149,23.85341909540928,96.81977758229993,36.289354744337125,36.408173749249,95.35164481497577,101.8512869891016
150,2.816802855936717,68.70809748956873,32.90769518015624,47.805056437584845,74.86075313937366,52.03153597298345
151,22.26368657015009,84.60776986352118,48.97071696137884,72.84266513896033,86.38038946307866,108.90447897288158
152,0.351329466727063,72.90408945140064,56.17530817161662,57.891770659165154,78.02941300404336,69.94577067922387
153,10.489874560398764,92.70908331587428,41.77201510684728,42.590331989490835,87.8305259660656,68.66100887201056
154,-6.521465048580447,68.10930359975502,36.51301425036321,46.951949663272416,70.95126825934945,52.39059873534383
155,3.3118775393606734,62.8976705773067,61.83218278027673,54.82600320411453,55.71757635305982,53.656579996141105
156,4.858231143467536,101.13262529352912,62.77254239649798,28.792719403186922,101.74150519576759,49.474602716344755
157,4.283785424330269,68.70005551043917,51.00958982806505,74.61037576748923,63.05021263781655,60.08439889934883
158,-11.604113190023671,74.39093347553468,55.15794490603202,70.32599933860824,69.1795828448843,48.23022822947663
159,7.052933743306831,95.27067316821798,42.367352198035974,38.153508686417524,100.71734718867646,63.57773926640816
160,-7.502153825882812,70.00061759310388,41.736867779920566,44.78207562120445,70.10916796275635,31.788414443673325
161,-2.0632982788341536,71.43369329533375,24.413468368877474,40.86806604769232,75.24931706999423,36.03030538335954
162,5.8733531417388525,71.76003452587007,27.76946363819593,28.189787298705735,67.12868259646459,50.65211257955459
163,0.6987697150737437,94.48859362142836,57.110374310820994,30.775221512194403,92.9193329237551,52.282840538341354
164,-3.5387474206344773,81.78665362638954,38.19468667171196,30.682040029053585,88.58382310748887,36.70402937879251
165,-1.7344695855302397,64.71678323458707,42.30080697959135,49.48591623187448,70.06837005663286,51.46390179651965
166,-5.662635103614315,63.910720866358176,46.84453427143084,46.981840377249135,63.73875007678842,32.261378815153044
167,1.8167717897095015,72.48249944659271,41.692595476240385,40.200407950655894,67.13797392189198,57.720063595443946
168,-4.391108859647074,54.39713298713729,54.87536773458761,67.3895412740618,49.32825967280635,60.5554124032183
169,8.056718349403365,75.04858086000749,53.285529808713044,77.61447086867933,83.75838833450042,38.846364519348285
170,-12.384744842314232,62.17599604470973,64.60145847990427,48.43142851339553,54.193612802757066,49.96183334297339
171,9.72634937202722,71.86745476152612,55.79551303073629,38.94633253722801,74.69023643872077,38.04311500833453
172,12.290157197495374,95.25452289607686,55.84232019860424,62.47191568992938,83.30079650846916,58.46547182429809
173,0.08434912771301817,69.97848145280513,40.218887406775586,44.279087445831124,70.10523426600562,47.25212237266857
174,-11.564862739877288,57.55726031284771,51.252245170341716,46.385158154322774,55.27229633781723,48.444531714089756
175,10.081261056323061,75.20370057419902,36.629567834013734,42.450408907088885,84.0297408178451,74.69537953701885
176,4.55798910185084,73.28723348454206,74.60374977509207,54.693880637553825,74.66468516133256,71.76674187766565
177,6.174156711892266,76.70533513817851,62.03560157408087,56.98384784260261,71.04324825906131,76.90598705828764
178,11.30915730318866,83.95013788278224,59.68500881512685,30.826564308497698,79.6386602643548,84.45961024357274
179,11.922495529760779,76.61815192182023,40.93175235591455,32.537317225373435,78.8833965551676,47.754601246098154
180,0.450627620033738,52.95443803231121,28.340225994420816,62.045364982715256,59.74686634606071,52.30605492665948
181,4.611473739957659,71.09606975116876,52.655899257931345,34.48728759950148,77.75137296654198,50.945833867275844
182,6.606029851814622,97.74253377295497,54.9781616483958,49.22301594351183,92.79504962166315,59.101870110067914
183,4.746900245908886,88.32163889346177,48.541177673497366,63.88080697379579,98.15196930394404,55.66933507649033
184,8.529154193382912,73.33132784448463,55.477253536104655,54.903435079504085,76.06773596935157,48.39591558625573
185,16.69126065491128,83.44582848530831,30.72984461785121,54.26135476175146,87.09122543728255,71.57350232521011
186,-4.653245202976047,50.47384824246183,47.30573670924207,51.59609670379078,44.41024323370182,38.89694150625725
187,3.3721148062625654,76.90589362088711,63.84119704217886,48.032890789409706,81.03530019513703,59.71763201187241
188,-1.7166889359063147,72.54322177635494,60.46892274043427,33.20368711675517,73.2763888599749,55.70039990341268
189,14.229748853312422,57.677148265862954,60.93593085125471,31.119089779352805,58.27232187448468,56.31409893813045
190,3.3924177923688306,86.61490845027849,27.31699220868549,59.44729500433421,83.76277996747307,59.2200115245068
191,-0.7839823305794877,58.814087757302,57.3679381141583,59.28604288679437,66.27071578814696,46.45916262072855
192,13.690434917808961,85.87949832930059,45.46509381513372,60.11515459116044,86.47630916844533,48.294213019875876
193,2.4656222349686745,91.77484565541636,68.88183866168878,33.02408856847374,86.36783717263728,40.86711987234092
194,3.2208073817967326,85.53881776307071,57.27295114756682,56.2841561111084,80.744599174949,58.42916270711538
195,11.121529263926966,73.68508523339848,38.23168723010447,65.05422197572435,70.54723286279186,46.52962872825444
196,12.644145007177606,76.39048255230757,38.88474550762948,49.93944724109757,88.10695317244259,65.32957239032568
197,16.32336643653025,61.3994789054169,24.994222498186573,68.9587241864685,71.73200429311918,92.24480109324259
198,-11.571882180996125,55.48169019947961,47.118331406237246,56.93403886594823,66.67538990573783,28.722432113618698
199,8.54619356070786,81.09405429034223,38.50573482930609,29.387967767155573,82.60635934670167,84.37188806389138
200,18.33482455096227,92.01658850829598,76.52418073974309,39.177259700705875,88.17322650247726,78.62767661321148
201,-3.063245887416344,76.07774246338491,48.223689056530496,58.83351584212858,83.66078940069397,27.6681491207579
202,9.19288908047087,67.23095588101027,25.88392871576502,61.62986585049951,70.59416641845154,83.18616628891407
203,4.082720224785073,83.21236237489019,55.47661895312846,46.57309373213151,73.73208063903168,68.92061266628961
204,10.841230332958663,68.84210183310293,62.21764047779135,52.57784649451702,74.20289213574198,54.344084923514224
205,-3.9592459245777563,67.40922210542524,42.68085541769243,36.95634080610896,61.6256282631773,53.75816672431205
206,46.591703485891934,72.51012610141669,75.65756971051692,45.02124063722882,84.45426509461423,79.73535394859026
207,26.217627066318872,71.27975295423812,18.858742328888447,57.93529456793218,74.71598203210435,121.37982975793155
208,12.85061858865091,65.20435093636803,48.80154164168709,29.355256720734634,66.41819144181012,74.958753465212
209,10.237582638644616,72.14024439225314,48.607889660766546,27.892015061879658,73.48579377164067,60.09634174209841
210,4.304018135944897,78.20948280462835,66.74469686195738,59.536818685441766,79.68808072088586,47.257056420271496
211,14.683448428289726,80.87021120510771,50.79187951313476,57.47123685893277,82.2524653739744,81.68974126337406
212,6.757140941819254,84.50650548201757,60.72255134075179,57.96875713696879,85.00126104856635,38.94403164268082
213,10.119111980179468,67.79960639265683,68.44826480017822,39.08142398469511,65.54714111179814,77.25711851587606
214,6.19510384408944,61.83371607582481,58.708705320132815,33.897490535208476,63.727853227196235,70.55657294717122
215,4.009064366641351,77.67569209725605,54.07882966386764,54.73953098163654,77.71852893686756,57.511905519983536
216,2.7566952704289895,62.29001046220276,55.85080033831948,73.04370913919219,55.67342268555355,69.5189961240227
217,7.393963299611225,79.39488524647659,51.97139192616157,80.74716782145528,74.34836685233557,63.58834640436747
218,-4.3740711832041015,47.63555853352885,54.46890398976819,61.59649760039165,49.25344962070645,58.04297155152239
219,-5.350457213392457,76.46301599400498,54.08153430748119,42.20182296932776,78.24386722863633,45.21144948533515
220,-4.4006737455091915,73.9665536890465,53.21131400661615,52.835844023177046,72.13033331380772,67.01956719973371
221,15.276359434800472,79.84980419881376,55.88645549023704,32.426952798208816,86.71837046147353,47.20172253907869
222,9.150311289702417,79.39945818573918,41.2995964819402,62.30681552124535,82.49261290648722,80.95218829385622
223,8.69705734403158,54.048793166194784,50.375689814757635,29.43759736612781,65.27540355061792,79.07377588497991
224,15.861280708773014,74.81052070005883,67.07524492473996,56.477231483370424,81.76852865187156,84.15572160735736
225,12.828061401776639,53.980836078827394,39.43066374907238,33.903370547162865,60.452396128446416,77.16767519004398
226,12.416358884854414,59.213390733908454,43.435711581357644,47.517533410118666,72.63665065875077,60.92374496579105
227,-6.09202338412015,62.08924351006036,50.15406753210778,62.397562649329835,58.734069748299206,47.338767486036616
228,-3.954146326527911,84.16763447384282,41.107191311598996,71.20738972186692,82.70535823760902,27.484991270291616
229,8.59570769849337,65.55482751693718,59.6398147647229,48.28748605160301,65.78388580407237,61.49458418328446
230,2.1455018151325844,50.29227315559122,51.43352577105565,55.60213691039203,57.95526942004405,71.29938945553593
231,2.948474904902799,65.113601927474,37.54229997158244,46.95625952335289,73.789122307673,9.782382331622646
232,-0.15681283635088772,65.1342033197975,43.56714659689102,75.75797973431884,73.68126595529603,68.89057766373082
233,11.049912040817498,71.21349342396104,49.450895775343646,40.16086625745254,71.27909499741945,74.2222688945384
234,2.8913335575874406,90.25131733212862,52.09026743121843,46.87916927370735,88.42940279743164,50.7894812374032
235,-2.9112947415321195,74.94083557037557,67.38591978761222,59.079167696897244,74.58696514657801,53.85308895440317
236,-4.112785247012506,64.70617583200237,48.25540764812833,61.990552495938445,64.51815797029849,50.85271886968065
237,2.180289510605194,70.32851522724798,39.2815524725105,35.451538621625545,75.28403195398847,41.8941485389125
238,4.704860223255349,81.5628702671192,64.85846556322856,67.12997074965497,84.06706112620452,42.45867846162648
239,3.0136864513994386,98.28693827007422,57.22813591926972,48.9827334293777,98.61654340752824,63.37676611223123
240,0.8969279884593355,78.55852635475193,32.89428444664735,59.69283892575903,78.1580799564462,13.442715253838196
241,8.878723898232991,68.8055462936552,55.17568149073004,52.423553071717365,66.84273766039911,82.17091781057707
242,9.813166725748856,69.26197121686809,26.088171964921944,44.19089949621998,72.97741999783388,66.01095972500129
243,27.081375636799674,70.22881309151558,41.04294249628478,66.27526636310714,71.76600539365792,63.478140227873304
244,13.595225342262035,76.34957373597408,59.94163788620041,38.78218862132425,83.60912943612327,64.18667936432706
245,2.38520411581646,66.15557689235374,70.09390554834793,49.19674117802795,71.29946591028654,74.88271907328169
246,2.7895325207563424,58.310157865933796,27.991149183523316,65.95916750144146,56.925665474631515,65.48191579349887
247,7.413220484259014,89.08608505910772,34.22136619858097,37.248026802470434,89.03481702444567,48.810306421087716
248,15.244540146255929,74.41856936750536,36.1653014358075,38.86450642011157,81.15898354060741,50.46417470392788
249,2.3650494987901203,83.83367401090882,37.377646205103645,54.389722686888234,84.80373976484398,59.76377661557675
250,3.495790583688548,79.0784006541111,59.31972232328887,42.59592866090959,81.06184005265531,52.345942775654905
251,-7.590990222381446,66.99215652137175,69.15967269211455,34.760110260737825,61.89182226427798,33.97091796045786
252,16.73656919436198,89.91586924776601,30.585904001595793,48.479665352653335,89.7856220183051,54.94402816829965
253,-7.358159093692081,73.28443835086922,60.28397404354951,22.134591017917437,86.68393151525439,26.42824729996764
254,4.875822490093082,96.0604653173015,69.37630428917073,25.779476679292582,93.82885420259147,59.250517681055214
255,-0.44655540719336084,66.24800685084868,51.52918940784894,45.21267169936073,69.78020899022503,34.90529042121666
256,13.149839140076068,65.66878349462539,40.32639827999855,51.588571951922766,67.86492246120245,71.64309196487562
257,-3.988887620989376,74.08320265687277,49.626697038001375,63.26678577669192,75.12314477436726,57.10596671853681
258,6.564706217577861,88.15134655380125,80.78110482121835,27.54448477544848,81.67460256233238,70.81083258639218
259,12.57931678698152,87.20767118685276,56.82701385657795,79.31816711609498,88.70049535441191,65.62800517036122
260,-0.797341774565098,70.25769060792501,51.78514454247388,68.98902628206153,65.81884222945725,56.994572155769994
261,3.0537666489750426,56.61964840302164,50.474780222323666,47.310958359265456,48.49765689470668,62.1233249164389
262,10.144675704940138,63.50114239125382,66.63624772641282,40.66768446194924,68.61418285174537,71.62863948326208
263,-0.06476340692118221,73.43545530469936,77.97976429588898,41.579649480787765,67.76903730153259,70.13610879779687
264,16.12026048070588,63.69324934042268,67.94714311949464,70.95767726126275,61.63015492217692,68.3779531193462
265,-9.898959895587208,40.61430433196563,41.254181724486344,64.96912973429448,49.95486086321905,51.44436366568212
266,1.6545040114451286,58.09085887230508,41.87849800713912,48.31879157681925,57.786244546219265,56.16207062455472
267,9.327787668416196,96.62738202243033,41.17797076348775,59.479247817077436,87.75654528483834,20.767777330967437
268,13.57115042659836,91.49477831078549,41.064024599605375,58.885999681374756,99.00177202978954,18.399464201680047
269,-7.145420354074545,82.80310444460424,57.44725817598038,52.95471353273472,79.8375182782968,42.272808113266436
270,-5.204549768072629,51.64312863928489,73.25374952895685,27.917908425642032,61.306862545942046,43.066258341891825
271,10.634427893016083,65.48858890534125,50.13591109335461,51.918184284793846,66.94120609148544,65.33372593961471
272,15.91208545234874,78.26477146962759,69.57433069721954,51.850567372412655,76.13343588152888,90.08495750179377
273,13.940497399090063,64.72498596771428,75.53664389167736,69.15532122507611,70.19997024422547,87.02137350649261
274,1.2931744731425558,89.71296965062595,50.48236932006371,65.12672365551244,92.82648391541964,45.528991630310934
