unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,FeedWaterFlowRate,AntifoamLevel
63,18.485763144772484,66.84662197643965,63.68794385854723,38.001830088807864,40.90739062832812,35.56867781016796
64,10.842356237687449,41.034437948622845,34.44485963112655,35.57410548721786,27.148319864742525,48.845810612519685
65,7.417459926865582,43.58896348008878,60.35075036820863,37.86872307052958,49.3956318563991,76.87083161023062
66,17.85246208269275,35.64556668923573,70.74208382555413,35.32499559456005,33.923413636580484,39.04341808291485
67,4.293025136974968,70.41257345447336,50.017387072352186,41.194098654831585,54.08267591707116,81.5690206572421
68,19.355157411997606,42.712995512207364,49.57292558923576,33.65976332226557,52.88744474287793,48.92997862204532
69,6.4891410607396045,20.5364749751935,47.56716626821868,40.26106665290264,36.973825875701905,58.89821964321175
70,18.12348511951663,22.418133761497934,64.94028426738855,40.31536172515055,34.924621922814,45.13808086953264
71,21.44800606673745,56.43933985252359,59.17723178804934,31.910454845658222,29.741149692709158,54.81172375506861
72,13.703485373989768,60.30721252168101,52.552424098204625,42.31354652557107,47.77434507385924,49.318397980737686
73,9.220531167089067,35.817846107432246,51.99350298724284,37.324902254854784,32.67482733496804,47.92861722316658
74,13.3442836720528,50.17897038952398,55.30992174812289,37.61330711677274,41.060305209248305,39.79508898563362
75,6.349534282780144,68.6109795983093,50.43204718766768,32.43437988455121,38.63874237869462,50.974766383697556
76,12.802882737800724,72.02431877992197,61.40706121847141,47.29031807206088,41.884312859167345,61.708772497717206
77,6.886703147375892,57.655393707685654,54.81125483113935,42.4200463144636,34.170754840497146,26.715349680351054
78,16.699928977725577,45.73965661387133,55.810694835247695,30.61993174082219,41.61250069798723,37.75258119235289
79,23.754399835842243,36.305821899168,54.350828815647326,31.88452780809069,35.66327553579549,53.740104607755626
80,43.28987141042917,15.919700620996935,41.083976120801424,50.19383727249645,40.873374807886776,48.77154687668047
81,26.73415184290129,70.91239345753277,66.70099468051248,37.13788441841981,37.732627883580825,40.202878938940906
82,10.008310335906828,51.91600525962167,57.02534882660806,37.57301742583703,40.249807833740384,56.34541521031743
83,45.55226390615908,14.79206397602541,40.202807074560035,39.67275240481324,45.59755282290352,54.344137612616784
84,10.893571408313779,56.478183809832295,49.086985635025364,34.784387088599566,35.6848680042181,60.93925886645169
85,8.153229668258819,81.93838285552668,53.41328908570952,35.448373649566555,42.71318206820475,51.779079827331856
86,9.327171575417266,46.03796751403672,52.59366337572285,53.52986167448309,50.015503580116444,45.33406108692633
87,15.93890052696133,52.88077549320845,56.35398693953703,37.302717373065825,39.30343432590024,49.745181324249124
88,5.430078880094194,55.85478985110243,48.740799897610394,27.60862007116186,44.83241233867022,82.49261988642897
89,1.4811293128374994,53.33365175541877,44.44321294682392,24.101695048258133,52.69766523725276,56.204843183576216
90,37.01143815174825,28.343542800887164,59.87884637145462,40.49716530329421,41.83300519846269,61.47432609547854
91,14.388679200726546,56.31827778511898,32.58813791764359,56.474497535306135,43.65470350814711,45.261429954564804
92,19.289759812486793,41.12916662595486,60.97286018800058,33.2230763490895,41.74150637213805,54.76869677464529
93,13.31151662262206,47.63238772113006,62.72573333408395,27.12871153287825,52.23723267543366,37.261157680151925
94,41.912269805746625,47.13887647348096,54.13834601416984,40.38748974597674,31.90608484009115,46.91527108898273
95,36.81659782955939,26.145950631445732,55.374170370811164,31.43488833638949,38.1406534171855,50.23512814246004
96,17.71671233558478,51.09490144723555,58.97073616307922,33.86095963068961,38.3047881993038,53.61559888861092
97,24.96286424406842,31.12355467137409,52.965627760188006,25.236275526989402,38.49570656133251,42.542225478940985
98,18.553235388820106,55.35727139840189,41.59063248822628,32.41756174560493,41.89051086527572,47.55723083105735
99,40.70815621500317,36.475762854658484,60.566899048614964,40.71063179506588,43.4478955125848,54.15699110470439
100,20.364616449861,53.28573800881295,61.47675525941394,46.31803839595132,35.84862831386573,64.04878950173227
101,13.027719819925787,75.35308784920838,64.6008543876228,37.280720350049855,33.19935357713049,55.539388379349376
102,12.42705767360066,62.97183494408777,50.388317932779955,34.65942723203569,34.886369012237246,44.14107006318811
103,2.2140161929091446,59.63166690924177,44.6189438345206,34.55173033949326,49.59801407807244,55.19201714391664
104,8.531515527775676,33.017298872391265,42.99357305657812,29.956606581285303,40.753121828717845,39.5226068253868
105,18.60016076277701,58.92822368845113,46.99093964677464,32.41707667349828,43.3189667152342,46.72754697379011
106,1.54472850696333,55.96758554971376,44.40516163481469,30.019773057215108,47.37968179726389,60.115279506248896
107,20.857707300960968,73.20158194129722,58.72511271326076,40.61077085746129,42.680674764080806,53.83658650370065
108,17.386762562735136,44.93409099502132,52.581378454641886,26.0550031355379,39.728861383202165,35.90125256775183
109,1.0921927291901725,56.63413416712042,35.111213395261835,35.1266485490836,41.522118574225914,42.00771227480733
110,9.988757442785746,55.539630729032126,47.28101058062268,40.906389496317445,49.37560544764164,53.61714488647017
111,10.904738765163472,26.715099276023395,31.87506466071907,47.07642572088282,45.368956503538705,47.49095441529835
112,18.357369603235,20.523917212829325,48.30616080307996,40.14598877395518,42.565383344689046,37.42049636338955
113,33.0268421520363,32.68268028625043,54.34149355719566,34.48859691448644,35.536657897934916,65.56706217134486
114,24.164540558027355,60.44913164741958,57.482329211790756,37.752052741379,36.96371767723642,16.289927703662173
115,27.322904284811372,33.16296597856772,57.973355393509664,42.76639687467025,34.06465478463631,50.68362049740219
116,35.869353234890454,69.15440569689034,71.38069307734695,39.06147312387587,35.993791011652995,57.0637230822081
117,25.47359740596719,38.519235289668124,72.35875009196552,38.537596629702406,30.320192487229804,48.25633068290911
118,19.516616095672124,32.86652687089868,70.45834700029694,22.959175992444163,47.63435306565358,75.69153219018953
119,4.473048683947173,51.68900753241905,51.21843735426489,43.199373044988434,40.15597607715863,48.26642923924976
120,23.24492001118855,57.5495463263163,74.50454238831526,39.44786618275502,51.01061154656377,50.34035039272684
121,23.59979186434994,62.48216204688143,49.503094830683544,36.61174059156533,33.380392084032124,39.51536568982272
122,1.12533741233533,60.46187407612682,38.220232929071436,39.66997386099016,35.453843039602624,50.08819005338802
123,21.776789951368666,46.28161556465698,68.62067859529677,34.810529872501036,42.958944380995234,62.98099426385221
124,10.994834785794756,49.0378184918059,50.80703836692912,33.738333221797745,39.2557053473158,49.48390560844788
125,1.6441693022844257,58.107911552623776,37.83124088663675,33.72286338886359,33.80628370135935,44.97099313513007
126,13.373472902375939,37.59379583298621,47.61937090810062,23.20965643243234,39.96326433105974,43.75280431868691
127,15.755843127468882,65.12210502834066,64.79682429310202,42.96847652256028,38.602732622699655,58.89362282682548
128,16.966536374295153,27.97869898091603,59.5653858991591,36.132778717362555,42.924637550103945,55.07592211652562
129,28.609753623952514,35.098096516226235,42.5147442997595,44.93444405217339,44.59937055068505,43.31646362857654
130,34.485949301468224,57.368825670501,67.56781018066403,39.17419716613048,40.97035332582674,76.14354973837767
131,25.448544365836476,62.65199059751207,75.69536109964197,38.240518747869224,38.31486677403956,34.038262781358085
132,14.444272688365373,61.902720208025485,29.69137304089496,36.907117867938794,50.67084749528406,64.1301753403597
133,64.83542988016436,8.05222076444119,52.93959596031857,33.63328598330742,37.8465900756021,44.10369194453825
134,34.609689387320394,30.038175135048117,51.9569937810885,34.031149401411106,29.949990557749253,55.96135448372491
135,33.760978301050656,39.03489941628292,66.42377300919114,52.575834059626985,45.79232544118574,46.707099191767796
136,20.35171382928191,30.957995775847436,64.59434092136593,34.09441525419485,42.14434608607358,33.212658250913755
137,50.649818344440625,18.48434371492443,49.90930986329283,45.28654573602658,40.84314628725694,43.43597451630049
138,15.536174248047747,61.958366668854666,47.49850108454879,28.40360827076192,33.75669872533139,53.519116012374475
139,16.061624799155382,47.29520393990494,63.03761689445318,37.734988852158104,44.62837768709652,38.212820734539065
140,27.381278646064192,35.88236885922658,67.64605133503713,29.786455743779687,50.31825761144153,66.81732724531156
141,1.2673097882148943,59.80293117924213,27.885344125831637,36.418198320228946,48.21177372751596,57.7666092342821
142,24.108581767921866,42.12527594242264,64.03589557184156,41.23978034657421,51.2099669463242,51.010402276403035
143,60.53224693100599,44.99550883171607,69.43780880196161,40.52850664865953,39.830101667996466,19.166919373804483
144,6.149740188872281,33.88927570111387,48.5548173121713,35.05170859846566,37.491097163482095,38.345945157718894
145,47.24344286653872,33.21668968132873,70.5974935551154,22.542305538547854,37.00857564494164,69.223547492366
146,28.91281024837919,24.145028661073088,60.10434337815372,32.658950639793005,42.9051084018556,66.67097667405992
147,21.018509238106677,73.77776933818214,54.093427253393926,40.58103859651975,31.837535400486704,45.17104387827653
148,27.88346468769615,42.98680046115216,69.97174315780072,41.765682395795814,32.596421235638964,35.28134451097037
149,7.775906195335276,58.42749083659503,48.91011617524348,29.315607822359244,54.53921062052242,41.80401512740784
150,27.24715765567374,44.25562355708034,64.36223862965299,36.2252268777828,36.74013818803515,33.18633726182952
151,6.100627075141778,63.113274755448224,52.032383942955875,46.513128838457405,57.33465609058491,44.57726236879801
152,5.561534302066616,48.178124990524076,43.802695844345095,40.17897208171558,43.603694231616494,55.149523051804024
153,8.176650058484139,63.52170578144828,47.076602989971434,33.08739568661678,43.21459895780211,43.90895848456783
154,13.602212157034147,37.84115946306659,48.6064577772151,35.70392281157193,37.171161419209696,39.575509948641354
155,46.285403647298125,44.998510815027615,62.60738855209626,39.07781524900581,37.69225389551803,58.23922403898433
156,5.683053302242549,61.20362586845819,45.7694912832974,24.730666247343137,35.94985787598368,61.01934780974977
157,28.203299222819645,53.75855338407682,60.25287564424485,50.30426781951581,40.12205420214189,53.62644430982321
158,6.5527233909845215,54.84684324230404,32.124133475391915,49.327825732397976,35.387471550706685,58.820737198655
159,5.425018077215931,47.796364268670835,47.25160011384374,29.47242143332831,41.17839235509297,49.38516300788207
160,12.526998463163967,30.570836161552755,29.187549721356117,34.59650473436188,29.65256277867964,51.157257555906554
161,22.174977435246582,41.02546548322202,64.27021371314694,32.83546461383584,31.30713196708514,18.303743121587733
162,25.671225419908232,48.48164845035344,51.47923388184514,24.828042447833354,36.68787933961317,38.4566667893172
163,4.464927383071859,61.532107378926824,53.50459843375409,26.975128277295106,37.28514513871099,51.982304637744875
164,9.722853392872002,36.54217549571906,48.284978090735464,26.80589154942861,31.09713413690417,30.37849739681167
165,12.885098099707745,24.611297947818585,39.36960485363781,37.94495710981977,36.71731656963831,40.58721563075512
166,32.45627198716617,35.49418755047001,60.95028942398339,35.240985339758176,30.067625402735757,34.68595383423221
167,18.50857633152788,54.16194066444339,48.35210397592362,33.632212304854484,39.073820782152254,40.78601247951019
168,44.388269271211705,28.019279576844834,43.913903632347356,46.498610041112045,40.059849470154404,52.21483601057459
169,24.510119757620977,46.090940041553075,65.14419140972002,52.10692283913321,33.081583285150096,54.35278105421834
170,28.109259444893425,41.36032936029245,52.964744416531666,37.06774201915077,35.9779575531634,64.15042688658666
171,31.309004711732975,49.65076202553879,70.57079573870496,31.6081843352061,31.965073701494354,54.61501182123573
172,13.125446406437984,59.11288277204062,62.1219716077113,42.85680232574028,39.87724349153822,54.976677505381446
173,21.854941254675424,41.58977567795778,54.7992979926493,33.29599681640213,35.380712993050594,39.424433154837786
174,37.605458297509294,36.051347989237485,35.26261298195629,35.13850922773692,36.18661516495188,54.29887480057574
175,10.359239661247273,29.197491808384083,48.86685366589133,33.38609827461631,45.216520498117006,36.35626428829162
176,6.129966812331833,40.746788409675595,47.901712420963335,39.12282043100168,44.09320274971567,71.97521786909162
177,12.824942984223654,58.64157472263935,60.735679849987,40.49026848570012,45.87058937637733,54.11907026819217
178,4.594974213072897,66.54978228691817,49.27829487401815,25.73027683177773,48.98809441746306,57.92245021557043
179,25.857246009513545,52.170715338135594,72.09721414408266,27.31248325661218,35.42192883463722,39.232138552878354
180,45.455481416630874,19.484841763908335,49.60913870473887,42.68768470525319,37.23214514539865,30.585325440614607
181,20.729634713669256,43.46697967662549,57.17120832835698,28.38067941047735,37.2861786409163,50.41370355983376
182,6.331849538513264,69.72734634575218,52.363112403608596,36.55389697889665,39.79372298872219,51.64748588745032
183,8.335128946303204,30.29665351200348,67.52055350082017,45.501515706778356,37.976921570753994,39.65628461611156
184,20.614661338448386,39.94013354792722,74.52961321191223,39.02984461570209,35.74302521901905,54.08855611342763
185,16.885673754523534,42.32311215422256,60.71832844138715,37.942592013639036,44.05079351032012,34.09306274543561
186,60.330284605822946,13.404404898635777,40.65371061899341,36.85475594380346,31.866750941509494,54.39164640458295
187,12.737288624694063,40.59750742116458,61.423616615691124,35.35191007493557,39.82240355751883,63.23322646388594
188,12.520861061038293,37.874074978180154,54.93626016564026,26.945836927051566,38.10341566618803,57.7520608500144
189,36.67426548586722,27.20151154179677,74.47430738875624,27.177359774331908,38.74772987559189,62.56879110799672
190,9.339295359811496,59.35295788392068,46.28214622604818,41.998835824847475,39.59575133528129,30.890500733261693
191,35.85210798199747,24.602223174783298,53.53475651055722,43.505462998946385,34.78844598695828,62.48701589793906
192,20.752378126080245,54.451834308222416,64.51543832691678,41.901712530638186,35.90679240420272,46.822635264483345
193,10.219521652964573,57.91263045361326,49.16905866550288,28.955799205818785,32.983844287579515,65.53693709351813
194,9.767127276370205,63.64665379880471,44.88287496498827,40.10035865194889,39.50847780694052,59.784389613630374
195,25.41422191081936,43.770238908516376,67.58635680374704,44.09080814720099,35.402833690810475,37.348393133491335
196,18.655166636470703,36.321332643816504,64.1672602517804,37.25218497106991,41.95669521472906,36.097834438301156
197,18.100265710825855,27.230464177894127,55.196402293778405,45.7794684510615,51.54232364502354,23.726212312816195
198,32.73015392444452,13.827095846406886,41.3886127254578,39.57267281569251,28.286235113614776,48.200665881120074
199,6.2186877462897,48.291995780002686,59.18174384467358,27.061545989587295,48.42728433524185,34.483735982443335
200,13.474452827872923,52.05331796211368,60.04309196631072,31.451234589748097,46.77910171356839,80.08745988165822
201,15.862871248388092,40.49460157699351,47.75147483173329,43.441558573551504,28.861617204565867,50.87935205495564
202,19.684123913074917,57.519099150795114,53.017678820519535,42.63241700363499,48.51252763558313,21.170052449553438
203,7.519545923367349,64.83154450860478,52.676888113694545,35.61550607692209,43.166440463223516,51.27315373670501
204,22.785468479294575,28.388049931572777,63.05231778060454,38.3968269410366,38.5134089887433,58.265155589997356
205,16.56179970945506,41.87739284321945,51.05252613402344,30.567022073080178,37.739234329666765,37.37974478624488
206,23.932814078205368,26.643304273169345,84.26818402248915,34.9513290402223,47.0218577614426,71.02327568556426
207,10.63223455662068,53.83940202213044,45.05145257908275,42.829195004095695,61.84051214019226,24.08254846205542
208,22.330624795586143,29.08669561413017,72.06839985969077,25.91809650831608,45.17524539536643,43.63316767920972
209,26.518701344784837,55.1842011761382,72.82399294878857,24.266425977585826,39.90465691892522,44.04385514022113
210,12.045139721927242,33.55239226252223,60.64330474504496,42.087530044472146,36.24047272004895,69.07223739009171
211,12.748262490329996,44.53631720624513,59.39115060063823,39.54107513318906,47.71620106644564,48.429327700192445
212,17.25097952988089,45.847878735363444,57.360221454973214,40.91819142539652,32.86214978566056,57.064452102605095
213,20.983441641743507,46.115644413440535,58.03706258480494,31.702947251543247,45.90943620581173,65.98110286178392
214,22.398221130190294,35.234390544428194,65.62301520794816,28.181933689571718,44.157218967328326,56.972688268482635
215,14.033372192657115,43.76010002755838,53.475328410735244,39.094005067304685,38.919220360094265,57.5747934480543
216,30.074070316576872,45.697038877856414,59.51285142489144,49.629557344451875,43.31753462250545,49.89751704231141
217,14.678394330949148,64.68078512027168,42.79543532504723,52.0033833538859,41.85710883932609,62.96124719776
218,38.523295486444695,6.1674739791345665,48.43937338145012,43.091672297667905,39.490761248262395,48.663816903519454
219,7.623471171616802,35.60048296194556,46.76607539883943,32.51888843576693,34.311149279860686,55.18326113726546
220,7.988930068935456,66.33377863898872,42.820115864748935,38.83123003197777,42.507258137401024,53.36705831937284
221,22.713124295039798,38.80390513418674,68.2491070374522,26.519244696759188,35.373362256510774,54.23225858693143
222,9.001964524841737,33.68334151809975,50.87349936788213,42.27318991234283,46.82178833996493,41.05565712010846
223,22.363009866103248,20.516993476134626,41.61383754186313,27.1954645105047,47.360001760029704,47.7660744926533
224,13.485661307958202,40.92343246218376,45.31112152303186,40.80727672650253,48.43295418300169,66.96236857844687
225,39.53929824028408,24.63100293230493,73.86051275780768,29.909556900262412,45.914298126810706,40.66048242339236
226,27.93335716379845,19.38759005602914,71.95556115083808,34.76658626993939,39.90485719892141,44.18595624864076
227,23.11452052970084,37.252773225804276,45.685622514201185,43.93451212456208,35.8943888088338,46.04276754910991
228,13.378686905928173,59.07018357480936,41.51265500489682,48.17169895781257,28.41243035209502,32.8492291892193
229,30.679769304551943,44.53727373472731,58.5311221246875,35.967642015682145,40.608828634603206,62.895930243331236
230,49.90748748858879,16.437314985518867,52.819683616457475,39.870132907687896,43.944776985164744,48.096403877062315
231,26.544114113063358,13.983582225256217,52.85409735157079,36.16858015742879,22.01955559542319,40.413670911767596
232,13.296564328522983,42.51675557957125,46.30299477848581,51.120198814604244,42.85477471131715,34.097591792806085
233,17.278059022712405,42.52750643412828,53.75053598016292,30.312274535327447,45.233090983653874,50.37553216110419
234,6.854444177061744,58.90645597421223,42.88568071316695,34.10187271109029,36.7004513773989,51.931338135215285
235,16.34238817541092,52.51311948268526,44.00934750547142,42.190374824634006,37.11362066088031,74.33777860828427
236,23.809442033459728,41.208664511163285,54.24066793721698,43.93618819965027,36.892059065404986,51.53541640660158
237,23.9986921325808,43.92452557597375,65.24114222923623,29.616984764236378,33.37176895531064,41.768471671706536
238,16.359475601981522,45.7372327770304,61.100508403788446,47.76989323635431,34.05866029764989,66.56517172409417
239,0.24451790511012383,69.49663657647721,44.98685401987501,36.67016104603695,40.967287732945074,58.95660792196129
240,19.274155835413097,44.03888838746796,56.59274486991462,41.618785192075855,23.155128583010583,29.34682541622041
241,18.26129469808482,56.179459771515425,48.76777269326187,38.169764013951635,48.07906003749797,56.87714664937
242,23.72351229170389,43.266562325241324,66.12531379749336,33.1217953465041,42.01201485703955,28.075946974604378
243,30.203198658949706,40.21576721748514,83.67239197925133,45.87443536144664,41.30080666851018,35.51205580512453
244,22.99203784998634,45.26098065392788,63.60539843662488,31.024759055454776,41.22516073531823,62.06831279342715
245,7.3109867269126845,35.20010273472517,43.05047666054528,37.06645916268095,45.029334108162374,72.93406072074623
246,29.724417876794636,34.370636812826355,46.55297361449777,45.3962392750344,42.51235616334443,29.148761867285447
247,14.416855341680183,53.19539799528495,64.58706801945485,30.134852075325806,36.09509654930866,34.84383435080612
248,25.67860298341334,42.56012387961982,66.10668440996255,29.92945967425059,36.29350025402234,41.61081722847776
249,2.3503966477843354,50.63140094715227,37.087216008672826,37.456095242905015,39.85498922182209,37.45561552961406
250,11.577103665453675,34.95647732373878,53.04867539921973,33.203559587053576,37.43584985354712,65.53930068439348
251,34.19018227449299,48.30956334670978,55.02784036230878,28.48551131025588,30.131575922450516,63.27373047287867
252,22.10547743041978,54.459193679703674,66.51342332370787,36.03644321337762,37.42988105451282,32.42255089862849
253,16.19220442863052,42.215791148901076,42.9610108616611,23.066247114240138,28.165137248184855,63.36461168846132
254,9.508360312651696,65.76227318971358,51.65900556548855,24.25281838855759,39.18448132077064,72.82508933149579
255,20.64342448410292,18.69604418241311,60.51713139383335,36.313675838943034,30.777658203179325,49.46827239414024
256,28.65312716173572,50.88152112522936,77.15011975137193,37.844182583191404,44.29253662140309,37.95523664625492
257,12.580993574823966,50.92395181923698,48.88367843997741,43.082273547687635,38.484985740814174,47.09396363171541
258,6.004927729991813,62.32365732532844,52.6043613406374,25.22617655891611,44.0588126356186,76.97888927343456
259,14.67789350191426,55.5970913326356,64.33773935761606,53.073669888368386,42.2708300306491,57.64007280475783
260,25.240980203820694,58.63663873349256,54.87478260594733,47.17980842537307,38.830980796700246,52.10003054155519
261,44.74703432052149,32.809756617743744,70.02195531754023,35.74842479640498,40.606832674885254,49.85900211013637
262,27.91905801900595,41.31289083309159,68.1151572455383,32.86706173640489,44.45846542233002,64.43747349009344
263,10.432609943282726,66.40331067442503,39.50032395645159,33.12546331840605,43.63380576381335,84.42945437324815
264,37.40217037151168,40.8120754801494,68.85918484622819,46.97094745490507,42.66148493776935,60.828327538333355
265,60.92798237545092,-3.4060956170925767,53.99088947416602,43.558444882710894,37.09276659149124,40.21403710077231
266,33.566151635638356,28.835879805925714,46.92580603238758,36.661294898657076,38.31382672536645,46.18221599573773
267,18.953950845733708,64.80740452118343,40.42216843042979,42.2219488437038,25.66791776670809,46.3233163038455
268,21.57526645690279,55.73297376342805,69.81582316511665,42.65688411503322,25.42774942144578,43.645181041124836
269,7.637421372598659,60.45150161877514,51.97559389616775,39.13369620636342,33.959246337042806,52.71851171110373
270,46.8222336708771,10.99456224069708,55.87026464694073,25.413398353165714,34.070912638531084,66.32788978276594
271,32.25346465618224,45.206441763239425,61.84102551838604,37.001699139671075,42.052538260081214,55.452171974359786
272,15.78033272273437,64.7003205845142,57.66607023987092,38.117640028067015,50.79520537816073,63.75204209172286
273,10.272782371848542,33.142827688497185,36.11598670135177,47.86590954131327,50.06203604642171,86.15261269397769
274,7.385546136655356,43.23946130623459,44.08399844181457,44.84027940665199,34.70956433702215,54.27607437268304
275,11.969974755833361,45.20276398424014,40.592286908418814,33.09280366618093,36.25519566433976,37.554598882600835
276,-4.84634224005906,52.956927261804644,19.774426894468686,29.61873870556361,51.52742858741901,54.83676558936944
