unit_id,ReadmissionRate,LengthOfStay,Creatinine,BloodPressure,do_adherence_program
153,67.53266422480051,42.39123952353818,61.827989884402456,47.641577059928075,50.0
154,51.93349277060607,37.957302097270464,51.613434537550425,41.65196759214368,50.0
155,44.360803076121954,35.78891014021111,69.74225126679312,53.29226707013013,50.0
156,42.386753134388016,28.001741611364487,44.67255535135161,23.194541611820288,50.0
157,55.62592272616827,31.21676992172379,48.68215295354295,48.225395948812015,50.0
158,25.604962150438332,30.714624441019286,41.6041788695364,53.958437317561376,50.0
159,52.43363627909796,24.549245262367645,49.51929718049923,60.56880764164425,50.0
160,73.24064749489082,43.93622190387777,22.317266477885795,59.99397731639737,50.0
161,38.19792774803759,31.67408454231042,64.68838399211792,56.0294571831693,50.0
162,65.06702814600116,57.477479745449926,66.96860824344691,45.512959421633816,50.0
163,57.59251025044463,71.49951606698265,68.11910193922843,43.013703839544874,50.0
164,31.70052119476477,41.55516268045391,41.12490985749164,48.166407842034026,50.0
165,73.45332834024119,63.25874999431601,49.54085231132504,84.32550083934252,50.0
166,24.4945597031058,21.616134976238598,55.61528986314061,33.07171845661921,50.0
167,37.033006471385455,27.108632227758676,36.375661206371774,56.80921017938881,50.0
168,57.9389535134802,61.66515196905198,40.38164662152772,65.03632113974581,50.0
169,53.04424692360667,46.10574348097265,51.149043939662846,37.411417911719106,50.0
170,59.53211570529053,34.90337604821392,40.921108049324076,59.64864248082653,50.0
171,40.18849045110529,42.31754351150465,48.97214260881347,44.308644665765506,50.0
172,81.74185050920461,42.45050765894452,39.10134249857188,63.33126546332091,50.0
173,53.510145944805345,55.683063585830105,35.52699055175282,20.083421340091153,50.0
174,50.01271980887381,48.11645442531587,46.735486665366835,63.81656734589622,50.0
175,37.95340752680101,44.06653972542769,30.614860816064283,26.79683138691095,50.0
176,46.357770784860406,38.855534057364835,29.32313772204194,54.712581947537494,50.0
177,67.23119086294905,48.89269234244876,45.88468585905514,42.149897407185655,50.0
178,37.98042923894968,47.39286681985462,65.75915953860707,54.93708668362242,50.0
179,59.35764151917497,45.432341449635864,72.39781950492815,58.324044354255676,50.0
180,45.444230638918256,38.46083635662299,46.92807014502313,69.98017079360805,50.0
181,44.893314166596866,38.80555855673697,47.57959101159605,50.484657860719224,50.0
182,27.918415721383628,30.007506765579702,61.66462168259324,40.99731870874311,50.0
183,48.91602368198637,32.39980469472011,50.707684220852954,75.64504005224023,50.0
184,80.18355860127511,42.21002617033242,60.75069435287534,52.020755023108336,50.0
185,34.6973242521755,42.76882695929734,45.558583713072714,65.44443608009786,50.0
186,29.314345561265796,32.585231712105326,64.6635699738568,50.77106423549603,50.0
187,42.04222895839305,18.646180504197112,60.06169474452025,47.27525481961826,50.0
188,44.75630501487552,33.241871891020416,40.07859178389241,50.09443444589435,50.0
189,34.96056983822331,33.622073445157795,41.09948386140202,44.15700842552532,50.0
190,62.31750763758595,43.40101220001323,34.90142430053652,60.592223619906704,50.0
191,32.24395675055164,32.96402514555647,58.83254526470048,44.51013749392039,50.0
192,42.80660156048146,58.43399044288298,62.72694488539754,38.86026537269981,50.0
193,33.82653446604253,37.32893992040474,48.24871983460548,63.25788703214877,50.0
194,47.337688826623456,49.98275207683456,28.89988294978047,47.275585609772165,50.0
195,34.5646010485004,30.20015926149336,46.275459446734715,47.56525079679558,50.0
196,26.844035167118967,16.128578872738107,41.495860049510235,65.10283564742592,50.0
197,48.26115586332966,37.132316116760514,13.621913693925578,54.193783955964975,50.0
198,60.15642644568062,46.77460032333475,37.50501757256997,53.14225024266561,50.0
199,29.179059717668974,37.636834085604534,56.44103601895134,45.46652247845831,50.0
200,67.07964926181722,48.61252212154662,56.59569121777522,39.79780286045181,50.0
201,62.12953284703174,44.151062694080835,53.91737621039401,67.10225368190882,50.0
202,62.5128308042388,45.70692348121758,41.4042273430764,45.690502601517004,50.0
203,62.88765186864741,42.4012948113756,67.54933858222198,65.34794569407899,50.0
204,41.09222977266088,40.771827203373974,47.893433369708106,47.23247335209219,50.0
205,41.235681019024334,53.13792653694934,49.39148434166015,50.77235318012235,50.0
206,37.72170174462522,51.956578180386515,41.21590759919763,40.800666176427704,50.0
207,61.39208938798466,33.50634809449393,63.717352004591675,45.59438170250141,50.0
208,62.060810527735846,45.567553795307,50.87685836750665,60.12762801526711,50.0
209,46.78366937843351,31.960217732166193,50.7653996897799,48.09542197577143,50.0
210,50.362302909521354,34.312935544461105,65.71501800893358,47.1678892648313,50.0
211,54.90666654819971,27.867794811745362,68.18797637710848,57.937832645782215,50.0
212,31.004401927687248,25.723442335328706,61.68875117245409,57.744285646144306,50.0
213,47.58108924799072,38.68069008710521,40.16787616912652,68.05313365316518,50.0
214,38.982976641009145,30.61784352736217,47.64574363195719,50.50564856781677,50.0
215,44.59795790346978,47.30915656697421,37.180960873889184,29.025114186188507,50.0
216,38.63761710754851,50.93206180699173,37.985803542444366,46.39631831895829,50.0
217,81.11385848364088,52.65181137196849,49.89270153832314,40.38618464203168,50.0
218,40.47128028755701,19.037072328104127,40.05970934466727,43.03345085424093,50.0
219,60.84040845395898,51.478934014592866,63.12267758326219,61.34106524117304,50.0
220,55.18693312476295,55.371614400101244,53.83928625910518,56.53405924528799,50.0
221,64.74244640695952,44.92246795622911,57.09460599939746,20.042607282216512,50.0
222,41.915508252242375,43.81306806806915,37.64005710646062,44.698699282238785,50.0
223,71.73011250607192,37.425460767536954,33.28053918348727,59.736509185657425,50.0
224,36.756144367755255,36.843882492368024,61.83017743634753,35.96870004259707,50.0
225,51.00747858287024,26.055835741602213,57.68439110079095,64.86245666198587,50.0
226,30.716325198054456,21.28801103920706,31.467486599081518,53.84666090108593,50.0
227,51.58942340730022,51.15146617534544,50.20267846440474,61.96028243482034,50.0
228,61.0021680549842,28.874358883637065,55.19683689371323,57.87364019486354,50.0
229,46.00940415975489,29.30901452605198,72.70588344117988,62.063125393515705,50.0
230,46.84174547608666,46.00652700220063,52.86617414442252,44.460159733561994,50.0
231,61.41074991346792,32.864019033400346,60.61626723316854,60.96138615106713,50.0
232,61.55263174892826,61.18850506234701,55.35680419076164,32.87171970672308,50.0
233,40.24996356980237,41.85458121098736,64.15334294366546,62.50542652773287,50.0
234,44.04695051771532,48.90229525803261,51.978542169096215,53.62277247576426,50.0
235,75.94730536542345,34.54247989319018,46.16584402966651,74.14413565918586,50.0
236,42.805612434955854,23.99324715866856,60.229578864208015,70.55723875514443,50.0
237,27.107103638340135,37.934694450310744,22.71171123773847,33.64668524256897,50.0
238,52.2255474687452,30.48522133144469,45.32181216339061,33.34576446728478,50.0
239,35.31521019736792,33.809126520626194,64.3647550491302,69.82143819976176,50.0
240,35.40951611331214,43.04030514124877,78.97644882832408,27.554590051606382,50.0
241,52.68242261810393,21.704065693065797,68.6667932392274,43.17642066700279,50.0
242,68.78925675670419,31.06900700339489,51.33683569808051,30.605757523375583,50.0
243,26.326719501133176,31.91185377544775,67.1953190891777,44.205779974343876,50.0
244,50.70703250806574,57.85698099198704,7.489593846634741,43.196245078877425,50.0
245,30.871207161626213,18.80706926057726,62.157151571508386,21.573777323253946,50.0
246,40.081504262566376,38.82500681802755,44.576512831708584,48.68896194782333,50.0
247,67.35176680407587,64.81718161672185,51.76507026254081,41.050304261781825,50.0
248,53.67191948897033,16.825456831459423,50.701713483659454,47.07062814561847,50.0
249,63.30175931692655,43.9827078828318,29.65140150177389,58.22374929739798,50.0
250,59.70234723622256,47.435892950206046,47.35786139725727,45.71255852045429,50.0
251,40.21639048745402,31.413000741108867,45.699122529112486,45.524215603125924,50.0
252,34.863476117573086,33.99324085925878,45.09850604748796,63.187768971538034,50.0
253,78.48642872119862,53.53296774911473,52.377869276384565,64.22380824489194,50.0
254,69.43550140330966,29.05301298347549,43.914993568965244,74.6683610001422,50.0
255,54.976017805742885,52.246093355684195,51.77054082469906,57.00473301364881,50.0
256,59.855795942022404,42.72931943127105,65.12808970673343,49.959958757068,50.0
257,73.17428197473474,21.423339699380875,48.11164977518451,55.68693545543466,50.0
258,25.075484055305036,32.01816201069121,43.06771912408457,53.20979663306865,50.0
259,41.89224688967604,38.838476748119234,42.220341045707286,35.309341170947,50.0
260,37.1935917319334,41.750806391545325,55.08366222036493,61.36063907899725,50.0
261,61.42662610097993,32.04902190438777,48.171801474532664,61.24023916759755,50.0
262,37.94409635954339,55.081834672824655,59.710904280665154,34.55248812415988,50.0
263,38.80337768300581,40.31315071141814,53.03956071188301,54.12280133811429,50.0
264,52.69126457077229,58.95827775401063,38.650683914954755,38.12256157997916,50.0
265,55.96455653982208,47.32445873261435,56.20844175758385,34.91279340244438,50.0
266,39.24131771080952,51.757438314130205,64.15318702515512,46.540681841470786,50.0
267,50.3433125842704,40.353398170871216,56.85876271007107,44.79606163902501,50.0
268,57.69090983924581,43.80685717334628,65.2642165767987,47.1190763354788,50.0
269,66.36064014294503,48.87742612293205,63.586720021924855,55.29814949339464,50.0
270,54.988092846658155,28.432312382018537,42.58023422797242,67.29534031015257,50.0
271,59.222160566530064,44.17090511146021,49.44601803739729,36.11179603524014,50.0
272,38.27833511611369,48.20009403618847,57.60550560956246,52.20937561059383,50.0
273,71.78526721694517,52.14520707549257,41.96321256696719,36.09194579182925,50.0
274,50.332151415104555,23.24504415974484,35.65273150468878,71.88862956071692,50.0
275,58.095508483881524,45.286052521519295,43.89391654374612,31.973098088931753,50.0
276,42.2219125214284,50.16918358444871,45.682344355770944,51.76917863064284,50.0
277,44.598027227594365,44.79371209503378,39.735279879626475,50.95658311923772,50.0
278,53.77228823974277,28.143156936776975,48.11333750876235,31.169043364727315,50.0
279,59.830984264253274,47.97690308554413,61.72230501947174,60.33071339687067,50.0
280,56.006555605416864,46.10062119046582,61.278403141204485,35.402255910417246,50.0
281,45.81450568642964,62.8762474268241,46.840948480117014,51.091718303856275,50.0
282,75.5016228165816,50.114736807974865,58.267286744478916,32.55245430027236,50.0
283,72.31614673202769,34.5204025397729,39.67361261199928,43.646814070690056,50.0
284,60.042097584643905,47.18614068729501,37.802393643570596,35.43199535113945,50.0
285,31.04178504822683,23.061378342688677,51.67284450711325,54.083791402606195,50.0
286,65.13833781245029,30.445030132544765,64.83680967534345,55.81577925908977,50.0
287,28.586605296269394,39.61264718122827,60.29786959058339,58.4402685350133,50.0
288,63.03619646508659,38.716894625466196,59.73870784669847,62.831907095432655,50.0
289,41.773946319600924,49.419275931759934,57.21440629853705,53.56430981398746,50.0
290,77.45928436744187,42.5896548643719,64.206794680297,43.80489798379136,50.0
291,36.02531740994438,38.943907495925906,74.01139250162599,54.23731046820932,50.0
292,43.84290553911474,48.479317771684435,34.56084587078202,63.38172156670708,50.0
293,37.65793205077293,45.40134749411818,37.44899818929749,56.84065118118871,50.0
294,52.86424154355697,36.86476075162581,12.239596644307305,28.7535599299026,50.0
295,31.065070303780296,35.08754484854674,26.55503650897523,37.97323974192325,50.0
296,38.07277263683679,40.9788642190481,64.47816158322689,47.5341476060026,50.0
297,62.902802825974646,48.893597188855,62.34498522751491,45.2358813792449,50.0
298,48.81858050216998,32.438779919031994,53.70071237782516,37.56631344087808,50.0
299,73.96004486966783,51.636330057408955,48.7804126861255,25.424898850100938,50.0
300,42.01177155564692,33.1309595211569,40.01062351601688,46.493188616620444,50.0
301,33.243334269052504,40.45368109068513,64.89563881525733,43.8900791941531,50.0
302,33.85448508894625,18.323701495082297,66.54868789686037,57.760326028256166,50.0
303,86.77722074361652,34.71783363439395,56.06808195910649,57.33338324003554,50.0
304,21.309894600797346,24.22654435572837,46.82515223178001,59.31867117481389,50.0
305,48.48525933930527,46.05507616461329,46.18131026718782,29.786937163384668,50.0
306,78.36895327751007,40.34185246283687,36.786218912206664,75.67158857092956,50.0
307,61.933269298011325,36.24023152085735,37.92590505289773,41.7943561968819,50.0
308,25.94396763427019,34.1025739377004,52.77273986509054,49.8601728169596,50.0
309,40.81222998361262,40.77778789836502,50.98701164795681,48.244090249695894,50.0
310,41.27157513470056,39.857460439982184,43.0989422129831,58.401920701148356,50.0
311,15.27183561599319,9.163695433075024,71.08502176535525,60.77929126592356,50.0
312,69.17678342487567,37.438304221089574,58.024477429292894,47.030474756984276,50.0
313,40.41144817634482,46.42619641248194,35.396079582458874,61.028177579448865,50.0
314,28.29397372456401,32.5102495640789,57.079244315439375,40.17914169519727,50.0
315,39.380812808625315,49.74854482888013,37.18753128814265,32.234897281061045,50.0
316,50.275573025821686,32.67162179791267,35.3794457194329,49.660991518712265,50.0
317,39.77353312587614,31.545063007083947,47.02025122292173,58.64675912784911,50.0
318,55.8925425592508,43.95991756358551,48.347598250555464,41.84709235958529,50.0
319,66.81095390177434,43.70264466626786,26.197032285176217,60.53336469474052,50.0
320,79.7385746251631,40.06969854221831,47.592153695883646,44.75839646605464,50.0
321,37.721594858104034,46.84488225288578,33.14664509189945,29.870368513648707,50.0
322,50.4060944541927,29.513035542097136,56.00526706014664,28.495666632314254,50.0
323,38.893366345237304,29.57107924245619,77.30645533744034,18.473019456263113,50.0
324,82.97246271603355,39.773931877836425,56.93109483315503,32.612043551196834,50.0
325,30.808718764946597,34.09259522595867,78.45544861952939,69.41019763363107,50.0
326,34.5472297749643,35.12169907348549,53.219208024646036,53.74026535616834,50.0
327,33.87482313122873,41.49141546979375,54.83690115324879,64.19969220573536,50.0
328,39.70081896301193,30.6431240381189,21.590725610462684,47.24916552764566,50.0
329,50.50348145605579,49.993522703288875,70.52456248550239,57.54258595247237,50.0
330,38.961950580592806,45.15874063820926,77.16466365003892,42.155330279634434,50.0
331,49.86472599019569,42.78589149889293,72.47885012671492,49.20471156442983,50.0
332,56.347623837033694,49.15441883630538,37.12079801675303,38.50062636850036,50.0
333,37.30473450745995,46.21709406809244,68.66375149229928,44.627441934886065,50.0
334,45.01092235344692,51.0577668222798,44.37704175172213,53.78818055136168,50.0
335,44.11374173971453,44.026634407292434,56.13848607346758,32.1530459213254,50.0
336,65.41719353665633,27.444928390668125,70.46642048471787,59.03384463848057,50.0
337,51.39867234137819,48.221286604058044,64.68062916631257,50.23205926848514,50.0
338,61.035830058318886,55.07577664418318,56.61844749956007,68.56465108197091,50.0
339,42.528580158964076,41.86329185491197,56.945474990613604,47.144275064925914,50.0
340,37.19081556074748,18.895128914456283,31.19481949959108,33.61751486776383,50.0
341,33.60076440956573,31.531793196128852,58.716602615215656,35.43180210967733,50.0
342,51.81977390285408,55.01020698121606,60.53364320086236,33.521192882634445,50.0
343,61.15841778244322,33.22209379613269,42.37968541391384,62.173899198733864,50.0
344,44.625300603154294,45.480197634783224,31.08986214329463,35.4541693878302,50.0
345,45.630100331761014,29.50682577270925,60.63230810847033,36.40199447191516,50.0
346,53.894429086485395,22.570541567183557,68.38621633815228,31.295809403689027,50.0
347,40.92393540723202,64.37404252489115,45.06895373446589,71.919266063421,50.0
348,36.32283336661651,44.06781529524214,60.61234510447711,45.541188792448246,50.0
349,39.45061690699747,39.39589038555753,29.66954595127862,28.97256875621135,50.0
350,42.64560049242889,55.493592264814595,52.03967851455104,50.2901783120344,50.0
351,57.383669495111036,45.15987429877986,59.996112470656136,56.204014738234754,50.0
352,28.192205992095452,23.28469180909652,44.691125156116215,57.637757615379286,50.0
353,26.124373625566015,21.595171349415125,58.603029383605886,60.81956508717864,50.0
354,42.130005534386754,41.909939111414616,47.93721872756864,63.8241521984412,50.0
355,46.41641199890662,35.19889993588314,42.872848161061924,43.51557927084853,50.0
356,61.959299720795464,44.074333353534705,48.306559633338104,27.143382302654935,50.0
357,54.196332534676856,29.78607376280659,44.463350279307626,53.69757681995341,50.0
358,66.62436757461343,62.83997573844191,46.2919555583971,66.4636574084242,50.0
359,30.088599998289,42.77952552069044,72.83823957054075,53.41489102790556,50.0
360,20.06915312724549,25.675031458974928,44.610138547868516,44.30537999685896,50.0
361,30.110042670478176,43.593223390304594,64.53074647870396,42.82011127559557,50.0
362,47.50668901434004,38.28949442539042,48.84599335873588,33.70500101101722,50.0
363,70.6134730572909,37.39418725063578,13.53454483047095,40.52523252137999,50.0
364,69.58398167654613,53.73512977966588,62.022638119603165,27.219338996580298,50.0
365,54.85347493358009,48.18395420458114,42.12742256011281,48.82451137450137,50.0
