unit_id,ReadmissionRate,HbA1c,Creatinine,BloodPressure,Sodium,Hemoglobin,LengthOfStay,FollowupDays
105,72.22242176217046,43.97078865829528,50.15409864770934,29.380332351532516,56.052661220362474,63.2673294289701,39.17161075034088,47.618615254520506
106,63.52018957747127,36.51114456441029,54.37224676324179,55.901982292574274,52.00974358497082,42.51595947918018,48.26666104575769,56.35849284357503
107,36.14807008848476,62.24117356567047,44.08023631587959,60.87464358300196,59.782782582965055,35.51677937820241,37.875020773119175,50.855208580183486
108,44.59487689709485,30.903310195273566,34.16733206967706,42.1839195275024,41.99850401855153,42.03393047062636,32.0588557902488,35.934422564148505
109,77.45316165547658,48.729720814897675,51.27175540887684,58.83340121208545,52.62446849367576,56.67284926045918,38.220203053066506,36.899655591231266
110,63.41820649853736,53.88483502438128,52.212916157606124,63.3091866068169,53.72750156563915,55.802781806294966,44.626461657531074,53.21347356198187
111,88.03355892759322,64.28639895269173,58.34857238392003,43.79123836839738,59.45281291504177,77.22374089299649,36.81390327910345,42.99701976562018
112,52.07114292807179,50.47670511321734,62.69010834173678,47.122743079364206,36.75882421322253,40.322198011509016,29.812113673987476,37.08520546522674
113,27.21489677683154,44.35161116669993,45.887025915016686,39.543088240765954,34.11313998029501,73.28736608908913,25.52021036734202,63.52751701248959
114,50.27496636209016,53.281186929498354,54.35075362751112,47.24071408098943,52.59881688919684,22.292138089097435,55.55434761035091,13.08808484597471
115,43.97331976581764,61.44827200469622,46.326903513744334,28.21422614396556,48.48329161039572,52.883610511953826,42.42428947159597,40.63165063591963
116,41.80841050801503,58.849791416586896,52.14169704629872,43.56516701311501,58.67054073042849,38.56558342201915,37.0915729430421,60.1583488237378
117,46.21942395495057,48.25757994948718,32.47335611321639,56.77070259973122,52.57773146753062,54.09774840904999,40.33724531427696,58.497203664646435
118,41.14700315537232,21.42614758343093,33.45450335804496,33.38351051830883,49.534229590463966,45.421912697444355,46.73288142380114,73.18018212260593
119,57.87242297289752,61.45460146304616,26.741218952804395,24.849990263775876,46.569678695259704,57.80191093619095,42.71042130376065,50.64900374573499
120,38.85349507747184,57.21245155491577,52.52099507069696,44.28738374180388,43.88258338628114,77.39327605354046,43.75481421798669,40.67513191984767
121,41.63296884606498,53.362665833937385,39.51384001950785,68.1707678798127,73.18607259398024,40.32491668831739,30.44933192358894,44.614830143854576
122,75.76758220580861,56.3488251687901,44.89872320815203,39.956513766517865,33.96091685971914,68.87761660979699,43.02370257882905,52.294068064089565
123,38.491521325364324,44.892730135373675,46.26182159032415,40.98430758143477,32.73167916348943,54.00744166193759,54.07246471638935,55.134487047644754
124,57.334784953284796,43.685403430033965,32.386401876130904,59.40150423783766,74.12344916637005,56.936364115175095,39.921819268693355,49.326128146264224
125,76.40878167954155,44.831752137944896,69.17682820394259,48.36352309493385,51.25766960823549,52.3870793843487,52.30180133782573,48.17547231250723
126,57.61149124835741,21.897084369168063,32.089873873819755,32.93541398359738,47.24383940480887,75.63293192668134,38.45559361113657,43.27255570893177
127,42.79569705148367,63.32211523514987,45.74919368617825,41.88198812114689,80.0006858267557,51.73088689200969,60.09925509688843,57.22139394698047
128,40.33902222213117,42.27808940116318,39.80995407010653,71.95448540536373,29.84813796166854,56.13576891674575,39.39948949790403,59.22822463772523
129,50.84916465126283,62.84828744638127,48.454950956582394,43.54268244294906,47.412437856031346,42.94413082530579,21.044608260003677,47.083354588932906
130,37.09304222158807,57.70333905342581,61.453175702236905,45.397428692702825,49.272927453520516,56.9973073969264,30.786368080474947,78.55469748565775
131,50.40806962087067,54.65986988497587,49.43691702746905,42.69880745696539,42.93632849448509,67.500868375494,37.29317921632437,36.85608140504194
132,70.0817088525636,54.2928769644074,64.57890272468123,67.22324767814104,54.64622491111453,51.674449594788854,29.062399416098494,65.15361958761673
133,23.745789001113845,43.00459221169002,52.66554300358414,71.2236779744788,45.89262822439831,72.89808617683214,15.27850459400426,46.07836347511562
134,42.484921120011464,45.66104957420274,66.29986041215962,64.658463429965,41.146215397399615,72.41178827519741,28.424028721679342,49.86230288056362
135,33.41650830190957,74.99953684508627,53.29031788954037,68.21453190436422,53.59659740211904,44.334879653909425,27.537432941067507,45.17492307774175
136,35.148421846123604,42.45306684533475,59.56360465424524,61.358758037855054,58.1625955445424,36.95237441567117,33.434568556366976,28.167587403258054
137,50.48234575705597,67.85964391998502,66.39815798620435,41.727358238346554,72.55762699082607,38.31702213450789,10.703024764176101,45.4577230118937
138,62.546125393846154,37.54314671768541,60.21463633259472,57.92391218539875,61.281100254286606,45.1854770259956,42.77037878980602,61.56615551381367
139,52.738314218828464,50.438603514166694,53.56739969151826,45.59215923842592,70.7244737820725,31.179311179697674,43.619257863495314,38.76857210627274
140,33.627691010055955,35.23134031052971,32.304972626736834,60.60856519824294,57.2895876374925,34.71980014155387,28.974803184135062,61.12262806833631
141,86.75465225351466,50.731954299630004,40.444730312752284,54.03114000292321,58.08407604597973,53.244107426195924,42.9159155450168,63.90322930504481
142,43.57475225390696,55.916375742503746,70.70624776809768,71.16501074839027,33.43264226469643,47.57962061915555,29.613286063083184,51.80761393309522
143,36.444078072904745,62.96234336907879,41.57519493865491,49.34953271687786,54.30814248618208,56.78706465868705,15.847732669439011,22.054194002908034
144,63.36123885624196,44.39161706954704,57.71009044116691,30.499371712945454,46.277977163717914,50.600470886887756,46.73122910995515,31.177852557753976
145,32.876675764504334,24.770762103001648,35.517154796444885,45.93905395492938,26.2575212384328,50.48628016919779,22.828944021394786,69.78652086225802
146,29.59912889148372,39.824890229928734,39.15939463540565,36.814441670094176,68.86325715044323,65.1991561534877,25.73943922915791,67.22242896460185
147,48.69317714948995,62.103722097589035,48.37288085911093,43.30176972004334,45.858990034796136,66.82762378286502,43.9520389115563,47.608974230493445
148,31.76709197419891,59.883993829913244,30.471716639387203,38.27205802730605,64.40150297074098,41.975083019139774,40.2660989717922,28.324065661076958
149,63.936381953974205,36.11668666720362,47.36890860723567,65.7183516789853,63.75757080477842,45.10344846871097,61.26413915066414,37.850928157172575
150,35.42619946841922,49.55139539616941,67.35878600917265,52.890529875629696,63.58946204607894,44.6087253707737,38.787263983034734,34.19101740862363
151,56.32196724395146,65.10087374704113,71.230796693339,55.6926445931599,38.13188649023209,68.59225378922046,42.281304212404564,50.45188728213904
152,57.382034661286916,53.71588615294678,51.79821182228106,36.950941066888426,58.22412324558471,58.74913750373264,35.18418153632485,52.28098887458321
153,63.180618702784855,45.34667722750502,31.937657457938922,46.710132779607,49.17369842824766,28.73026499141539,52.01565113842211,42.632028339769164
154,41.176545628718884,46.39707153010484,55.567811387792034,57.89417606418248,50.24967906178404,44.53543958511229,35.9647585965914,34.50328196772358
155,27.929615738425134,57.21882471423597,56.61905107387157,71.08780181806272,50.77484759389269,25.781473611668552,22.04950855920282,64.27172073132184
156,81.00379530680503,28.252151604995223,63.8792738479781,42.059086694144845,43.92217259021766,48.227690085452004,60.095086531111086,59.008251343300785
157,28.11220342154826,77.2126266036099,53.55363515539511,57.26039087315296,72.44834269971753,53.2558505634425,33.18131043410537,50.031958612978435
158,69.214516758904,77.11611324316776,49.14403968062676,52.51384210413341,66.02709655771625,35.792898481371445,36.464386086877326,59.90789742442613
159,55.33030792491799,32.89156668638127,45.80820594984465,51.25171396351965,52.54832833577493,60.030864330997154,61.85750811829139,49.90947594862616
160,84.10750902582342,43.09616768288635,36.47539288356705,40.70934669795132,58.64724389015326,64.10980670801426,47.45625410906687,44.528434337158494
161,40.50298367878426,43.04822060503801,43.34512805077868,43.678631332660125,71.00169607772635,56.03477916625998,36.92382235867579,23.697944103783698
162,47.381251821861,27.877287431177244,47.492270071382634,75.10695396312565,34.40325052978768,44.44572111107451,45.107550540350985,29.219194378550775
163,59.70165978401173,34.35461546594258,53.14533356613915,78.56767771496335,41.038892008914985,43.31689457757474,50.55935611902759,47.17926215624466
164,62.321515255805444,28.715464561915148,27.2553349138093,57.86812587277178,42.52584035785757,57.021924782213155,39.585936109583116,40.35936279686895
165,75.54069399828634,48.14107468738761,40.93849676207847,40.88840090422589,64.25597081358447,59.797073429565835,34.7562975765922,45.60006099330683
166,41.75739020967247,47.1843230263146,56.90053513073167,64.05485442226082,67.12795249661112,63.090373710316285,21.5176759576443,39.60860293178055
167,59.06773586605062,48.917131389532734,60.83592114842254,46.86729628283582,61.543920739949066,41.59469876793017,34.95382382934418,37.789921745521156
168,45.542106538043925,69.09439589365934,40.84360765364229,35.82850058734284,26.393856181960764,36.43957626641641,12.11162448753874,57.12384946773112
169,35.05323065159802,77.30162547308005,42.76343452473069,47.915342830935636,59.67443582467523,6.755342722291722,43.18400726038504,48.4593063294392
170,39.51672111011754,54.115788497215405,50.91702021264979,53.45227720178098,48.82410555245824,51.244108185579634,28.075865177872604,61.06463643662548
171,33.53754171832788,42.84536919499244,54.759611588922986,60.211710065490585,43.343263478356604,55.77041671855238,34.59350173892806,59.09861627887149
172,44.53050542809195,60.46384683316662,39.49857283691906,30.921928310946576,63.56389475520899,67.08660376472695,54.8958481024436,56.75387556366155
173,39.929154486862714,41.5371179987388,61.06525129112993,37.72417452035451,57.987298707250936,65.33099460778038,33.00358384338035,40.879841084877185
174,55.82578639998217,50.688660287838914,54.028987013648646,35.95452901819634,65.26827507396082,48.929018263196866,19.41508084676388,57.170013288093756
175,55.44502803494446,38.12764977215946,59.27338569529793,51.960731127940576,33.18686586153175,62.376368423656565,40.98693929575532,43.064365566624495
176,67.44968749159446,50.63957189205478,53.51122439964124,38.48832202578539,36.207120068605626,56.55888857171804,42.49892468006173,73.32816883974725
177,40.41995656693829,58.01427364862321,43.872032340340745,33.39302093214178,32.47153749725757,66.689138251785,33.11615775643371,62.174739859555736
178,59.79802956431143,31.49433932871633,50.47247696642716,47.768301653623055,39.78128630050207,50.74672538483396,44.29918211100359,57.196043265887226
179,37.87449657917632,33.30208410514012,46.20187308289685,46.506161545214354,36.94448081317237,34.966622797827576,40.82188846652959,39.244659688033806
180,47.456300190193645,57.348875715806294,47.86833017241211,62.98051020383562,57.4376782625163,46.946045329010445,24.052095748244614,24.972029271232827
181,38.114848420899975,32.87440249410074,28.380142097360917,58.099254754570374,53.207987286955564,27.760874388420433,31.634812743052066,54.7993444108931
182,70.33139441928996,52.97294688589954,68.65410116758082,35.62102345127396,52.38506348953776,49.53595210700772,54.388151283278404,49.60704957207574
183,44.25917415130918,61.13340740757266,58.877873385835734,40.28912630409663,50.85347442362238,37.35682650370095,53.408062710694836,43.16910067608991
184,34.6118952207073,50.75653375729976,46.08392479934048,47.97466707575438,56.00755688234129,49.55369726282531,43.769458182116715,48.2958291576699
185,42.04740247813456,46.82439281738045,48.401165351021376,61.4833377667964,44.665598125369385,23.793368279643396,48.52229565956395,35.12951442483344
186,51.460148946459405,48.430067479507315,35.552121661050194,79.09796112243211,60.05143143072027,49.16761829544329,21.009367377232117,54.980467323559985
187,39.75742088661229,43.40477635168784,57.04970104628536,34.04156184735292,47.79894004483023,52.233577346550064,45.01104343960042,63.543498827027676
188,49.9952006000384,27.54684617545501,54.4839049810891,64.34987391395154,69.9833507191122,57.95899531001268,39.9710104735552,60.69570585435243
189,34.51811433770736,30.095865044680547,59.355426785522155,37.43070393037323,18.962406552142095,44.9318416005733,30.859496816423146,63.296953721420905
190,57.62940582578089,60.6697982625504,59.95185404617937,55.90888546172846,63.98799182813189,49.363698809888206,47.57194490651332,32.293578045455604
191,41.01987610563711,61.69968201402608,47.9314377419179,23.823761178546803,58.12842530562864,54.39731004497194,34.08403742577527,58.64791816492826
192,42.12977340507208,58.832174991059645,49.76911524834536,47.7236596256082,48.09971480102575,34.01835077427819,47.98321890941772,48.00445915262949
193,77.59640583538177,38.705133861797194,62.41525592175231,43.29125181280105,52.94020123162193,44.53929824432231,54.274571256296596,63.20452440082014
194,58.169135724810005,58.19425415822064,46.16231884423915,41.4193637904949,46.73628563026857,29.444695272367795,44.140924069295345,59.80792808613155
195,36.36850530814727,60.36098808348695,55.55672335595176,60.73508983165611,53.62997174132309,56.552597488766665,38.92955328679314,40.3681051720138
196,40.179265406458285,46.96302845747899,53.8462098144689,50.56597707202719,52.383392881244355,47.89164305301664,43.70329806043906,32.69294399252542
197,46.584232498274766,58.279522442518754,46.32594772406176,50.9847248921827,34.775434681483624,65.64048423811712,33.955041577833995,24.32391023669479
198,78.62459753004944,50.06418971843305,64.90364742328573,48.30107413402697,41.18555591270781,46.44449578492124,37.407207658087735,38.44684615385652
199,46.09816574853764,32.47676395205649,58.65085313890134,51.34783220644552,58.08781726499579,47.12901663480898,45.47491364805298,31.926520122370505
200,42.85491262349973,39.622739170138274,36.01860583843595,59.83405093354126,48.078190933266185,68.45440897739842,57.18403723656004,80.3073940517195
201,60.32765379694576,62.7666287124163,47.57872842675236,54.26740064446118,69.61828432828491,34.617995341126246,45.53564471710162,49.36028402148055
202,46.67795036999774,62.42089354448804,57.62275144676845,43.66336136965785,42.50509018432155,42.11839479584125,24.479041365515812,25.854551492135684
203,57.699522496610996,51.46352482459411,56.1967918105114,34.87577547673047,48.43204331272062,72.94932933153618,41.692452637289826,56.56859486445077
204,41.06245148832206,47.20735600433448,46.83483131374679,27.01177669515724,52.6217111326079,44.3233607009475,36.663950511362174,60.15003884630466
205,51.46412266032183,38.75168782742838,51.16360799530665,38.98857900700392,33.900618148774655,58.676512162101304,29.26773082705126,39.727397730214314
206,60.452954171341844,40.747038381669086,61.06245674193653,49.41371039605932,47.32491868949643,52.503989793434904,42.07451022937285,69.15852861665084
207,51.47517163689909,63.26882939214515,58.969313172245805,32.564929322005064,45.219864338648705,57.82259894987971,36.91454077526007,26.07250166403182
208,32.123489314842026,25.015340233584524,80.27029540199123,63.372868696413036,51.4197797254556,45.846434022478775,35.57658275497735,47.44073410515841
209,32.63716850375535,28.017252015339153,41.99826540576798,49.39240337011768,57.933498056849444,41.06331722353432,32.604505230364246,42.208710272048776
