unit_id,ReadmissionRate,BloodPressure,LengthOfStay,Creatinine,Sodium,do_adherence_program,do_diuretic_titration
28,34.48843307884129,56.32365290263597,37.910793658118315,48.18480083035281,37.20222796355217,50.0,40.0
29,32.80123149212923,54.63785071395311,40.07369409437631,37.943828923066334,58.53431869226588,50.0,40.0
30,30.1199766073093,48.467311579545296,22.263289829486304,29.662357548318425,29.51490421850727,50.0,40.0
31,40.67111594507529,67.6786501993048,29.860072155434818,32.31632255170597,39.1859346829221,50.0,40.0
32,49.10614600638229,40.5456056573064,45.54373368707624,55.62886338776425,50.671768492569626,50.0,40.0
33,31.2148476707322,57.655895234063685,35.96707119751515,35.63774819809121,42.288213262632695,50.0,40.0
34,15.1210369258903,44.605199863286344,16.760013267306682,64.28274624506444,44.877055115170975,50.0,40.0
35,26.002126909882847,42.0072321527824,21.90737517280718,60.30207251902676,58.76084815789115,50.0,40.0
36,34.65943527855728,61.42236724484035,32.63108550256173,43.076048009863165,63.16129731304929,50.0,40.0
37,35.5822885412579,41.62617815518326,33.15048819202995,54.764649243763536,53.3933723956405,50.0,40.0
38,41.19221348502813,42.22950298846039,32.807081816525965,46.761584607323755,70.62617646339065,50.0,40.0
39,54.18534351489961,39.346216933813636,47.82291132679558,53.444101447093466,31.3092320463955,50.0,40.0
40,48.64331692784565,61.044400455988225,43.19474504176875,67.07148085687697,62.823605091493725,50.0,40.0
41,29.82336736440974,76.83596071782702,41.32937527565903,61.53356600377377,38.02519943179375,50.0,40.0
42,67.51826925296038,61.62726302541732,43.31476958837746,48.13908510525508,52.30381921975004,50.0,40.0
43,53.395134110678335,69.4564170093041,34.80995944798998,37.958243124148616,54.38966951667341,50.0,40.0
44,46.31318617350955,40.172445290217745,45.95826488745605,53.1715339558295,38.837345222395506,50.0,40.0
45,46.983955842877876,61.734832464330196,36.75215194539782,45.56980824049143,59.47973695206354,50.0,40.0
46,44.73793920033185,45.17714815803892,45.48247577304181,67.8230802102543,56.28858496009291,50.0,40.0
47,52.48800675631132,63.83635680264607,49.178626811315524,52.50768670072576,52.2677777945274,50.0,40.0
48,40.80499086376645,66.09369981660883,63.29826412247814,62.74944588217482,65.79701396628774,50.0,40.0
49,42.86637004565045,61.51330844500655,41.469992258892205,63.73556022417796,39.29964569115982,50.0,40.0
50,49.598502482153705,51.98622164338681,39.84514817465868,34.912204748187015,52.70156909916875,50.0,40.0
51,45.85373118705555,40.33149232626066,31.45750644822707,44.60291427954195,61.8192930457905,50.0,40.0
52,56.6196445380059,78.04316069455255,23.548279792703678,60.4547913807249,43.739517646229956,50.0,40.0
53,52.627936714830604,39.474248214004405,34.76858322319546,59.16371977742142,65.57858694383681,50.0,40.0
54,62.27795590083678,23.251835636774683,49.53498184683233,45.87255467339885,52.870997421219236,50.0,40.0
55,60.37149655574266,83.819218901216,37.562227680091596,54.227926481102,49.0258398759425,50.0,40.0
56,67.14286748345226,49.883169847830295,50.81060107679314,54.772291543142515,28.265472823430166,50.0,40.0
57,48.698613280295106,58.35765189042756,38.07320570035036,49.36621733151637,50.04503208013155,50.0,40.0
58,43.377626647703906,53.99049187382104,51.115705667184905,40.789966572873794,72.19699834350402,50.0,40.0
59,41.16106459330366,62.966996821749554,43.38798462356204,47.60620453352968,37.85268322730895,50.0,40.0
60,43.34561427211861,45.886157475522936,28.981101727741265,61.71476287475962,28.670132929956115,50.0,40.0
61,39.394997779601155,57.43810388676965,30.986068003027636,54.4111516755548,57.397749707846316,50.0,40.0
62,37.64073022795121,46.390816107102545,40.58242390441207,51.09440075933975,75.05977042494958,50.0,40.0
63,31.316930930308818,36.97236981771918,23.157464218230977,52.62216289089774,46.06035699237673,50.0,40.0
64,40.695530891953105,45.92964004874396,48.84644364966019,62.18381967184452,63.78913542534553,50.0,40.0
65,67.27756860061308,69.69846031530578,33.6731964424594,48.61761329317591,31.577296114047353,50.0,40.0
66,53.42573781353556,49.15202786245086,53.90545436016714,63.340050918093795,48.960527377763015,50.0,40.0
67,29.914833252328975,49.28575296494589,38.73215242756285,42.82216134210822,55.90583961271838,50.0,40.0
68,50.38047680432647,54.69278174421216,47.10534841146408,37.52273535910593,50.25888470910968,50.0,40.0
69,44.09369838426869,47.54061395258505,46.87035753438823,63.64976607812951,52.581984264643125,50.0,40.0
70,48.58274460745021,61.7265379538376,45.015341159635874,54.18727311753909,43.70811546262098,50.0,40.0
71,45.6397515094644,54.58223363968087,49.94668616797784,60.34697485021555,28.157600592937897,50.0,40.0
72,27.490510606030327,49.86590986265683,28.80547844452146,63.0924472909223,43.730389458051015,50.0,40.0
73,39.38764655339773,57.28572388011064,34.23979103028146,71.41950380783547,49.790410199938925,50.0,40.0
74,32.576948711100655,46.25795395411977,40.32317275204729,48.706503910257396,33.67217296504548,50.0,40.0
75,45.14447987787963,36.93925309263951,35.62239878200355,38.79454436963138,55.06593207717326,50.0,40.0
76,55.39670261669826,64.6186129707058,44.18062520268671,58.01688279927072,41.91056476999842,50.0,40.0
77,33.25753639981568,46.109055293124044,61.25756930845666,63.13682922588054,42.195148221742365,50.0,40.0
78,54.84762686400969,51.544293982873874,49.056827689256515,46.42896905702049,64.23923945357916,50.0,40.0
79,46.53869051169414,55.81391998525175,37.108630663196145,56.94471933294537,36.68524017570847,50.0,40.0
80,40.08077456150064,51.538193375572554,35.98355447813003,60.33086454142865,28.142942445981763,50.0,40.0
81,45.22265813735798,58.762456294100325,41.14141233489564,44.37306829577079,39.86829527697877,50.0,40.0
82,31.67757160227386,51.687193201197005,33.04943884091682,35.35402321335821,19.105034824868937,50.0,40.0
83,26.77793500702606,52.42348425835811,32.308346434044594,69.06672777265585,46.726279656450906,50.0,40.0
84,49.341806886524736,29.561513588816986,57.0677610583456,52.97419546423525,62.23586108912202,50.0,40.0
85,30.748054318302234,53.50403354520783,27.119585964255187,60.08993382989576,52.47614868192004,50.0,40.0
86,56.02384198290585,24.72385046451334,34.15949649909246,46.83450146817823,33.85777154622424,50.0,40.0
87,34.217724726068724,41.746369273318976,41.35155811159021,38.980605171255064,52.85203900757073,50.0,40.0
88,52.55069589351578,47.59249492341631,31.482858116266833,57.65618663744372,51.43066935101346,50.0,40.0
89,35.43474810026999,40.0798325478069,34.71664768167457,56.54147413702124,45.02286259637185,50.0,40.0
90,45.79044167434952,60.734587675577046,30.73489962605093,51.904477982218424,44.36365606107845,50.0,40.0
91,29.556481406229985,57.29053829298051,38.142251579811045,54.77460095050067,40.29799569016863,50.0,40.0
92,42.43610358984241,56.92947779561432,43.913640749111835,49.98637896475853,64.38661606288537,50.0,40.0
93,18.017245837179438,70.90994666126736,16.713703336563213,61.370314603427595,58.50988104140569,50.0,40.0
94,60.85393963390423,39.22788776972053,43.4353933181086,48.38725579583417,71.67040208020438,50.0,40.0
95,44.81033731135934,35.097143958995744,33.45980708775614,31.223405218867555,63.504927419546604,50.0,40.0
96,43.237033533673625,63.08134122278836,56.488669367010054,44.249467984213794,37.70350403536151,50.0,40.0
97,31.109998229916815,45.65980347185004,30.35882260414213,51.77785349287459,73.93986673420528,50.0,40.0
98,43.10673388359501,41.022501457705616,38.4048184505935,43.78463625011081,53.72010091025199,50.0,40.0
99,63.348158944104696,55.45272552540893,39.90787066226033,55.3341639192695,51.817856826886604,50.0,40.0
100,36.24824875205909,52.246839334710444,30.162476017812068,39.587249612714764,55.72527416726749,50.0,40.0
101,36.57342706882913,75.44613703513308,41.898263229383325,42.209637606629975,33.65727399991282,50.0,40.0
102,58.824764162374066,28.250020228743413,24.181867285955654,43.01108648880526,42.90240951402907,50.0,40.0
103,41.13744675684209,46.15754045547134,29.874585960735438,48.68463845619339,57.409997352183765,50.0,40.0
104,52.78609907851771,57.53204311957589,42.54259378915828,48.23110770957002,66.98612397034313,50.0,40.0
105,45.735044326187776,34.300847498507956,42.63108056022668,52.53422143501364,31.07637959537705,50.0,40.0
106,57.82305449402806,31.30840464648216,44.13234035274729,47.54713144098124,32.06864929212735,50.0,40.0
107,51.64884235068775,61.674902433904066,43.71471749267117,64.32261874784687,56.265127742671204,50.0,40.0
108,53.59260315372886,38.4745165671997,46.8414571169203,53.46853669417253,69.32866265470784,50.0,40.0
109,80.91871572714554,22.230744451396333,50.22657552304973,52.93826484523502,46.72104035732846,50.0,40.0
110,25.28916828992655,47.07397900044422,37.357081652415104,24.700152135988517,50.18241228181003,50.0,40.0
111,58.11573041356672,54.794530192726825,43.3596352257325,25.831534113709978,41.45208616920517,50.0,40.0
112,36.738309940465534,37.73163701377382,39.7528746453542,49.40864877880524,59.742280636799265,50.0,40.0
113,57.799659447429676,57.52387288494438,37.33276591337902,39.10197382918983,51.943381844062905,50.0,40.0
114,63.14942655934856,25.14872154963748,64.38469262968194,47.75147026658786,47.85044122569512,50.0,40.0
115,89.80178506845928,56.687881495731524,46.39847223531703,48.29086249250361,71.37011870381643,50.0,40.0
116,63.036933817266,46.43087486390235,34.906985329048936,49.301661225730726,22.076238530561106,50.0,40.0
117,34.251912674393274,54.77238591263259,40.81464046199687,42.778547421822765,43.93694793274487,50.0,40.0
118,37.545055433880066,43.93206344655879,39.91693935346323,46.572663501993176,46.25184029719619,50.0,40.0
119,48.74435660774736,59.40489821049576,27.43127498434205,45.24658434836833,45.92395928385366,50.0,40.0
120,36.21698879712696,39.000952750489375,39.757330530739196,38.01020166062529,37.30266940123537,50.0,40.0
121,19.526648541690168,57.97917613594488,24.44468420265002,72.84992625534,37.29172798154841,50.0,40.0
122,28.657599679951574,46.15000975264488,42.04885151706109,39.936707337784654,46.058607045620704,50.0,40.0
123,28.715620479253076,55.982068258491765,35.073351639717266,61.6854658773209,28.67911088157051,50.0,40.0
124,34.26489369572037,61.71811251001225,49.42960212551701,36.58440535844405,33.37988911841641,50.0,40.0
125,39.7508435363263,56.42697691983901,40.68799602756259,49.1717030828458,30.13704689835385,50.0,40.0
126,34.14789895459711,50.44155734645542,34.90650405826949,50.662356940497695,52.93100794565784,50.0,40.0
127,52.60091840219288,57.54340322602083,51.518913205236224,61.30780487132115,77.26447626368903,50.0,40.0
128,55.15652736078667,28.046843261511018,43.36409299784285,53.682998589044196,56.08416445039405,50.0,40.0
129,45.175788811076806,67.02267288232716,57.43038989833648,26.699973537489612,42.58750970190695,50.0,40.0
130,69.0304029477297,49.70511254390179,54.08009510324014,79.15478396595321,28.98836185291381,50.0,40.0
131,56.4792351424848,41.60413062272965,36.55508024961503,17.895193121743993,63.34103921748906,50.0,40.0
132,50.4950265192649,28.267284946537295,26.517572263669475,59.760818715225575,57.02631968975069,50.0,40.0
133,59.53575385804027,44.636074785331786,30.83518157144288,52.17833373612904,33.577716377048134,50.0,40.0
134,39.95665708671405,57.126588664996014,42.85517194133255,50.01576992231236,53.29005626438672,50.0,40.0
135,47.78922079302809,71.37457235019062,35.70835360592511,41.78809585060855,54.33694896877733,50.0,40.0
136,57.054526552060054,58.88918538031304,42.99768989018023,69.69392609708184,55.88165031628044,50.0,40.0
137,72.57358837612114,49.04634015579628,59.02613272441647,49.978410783530386,42.240211752847515,50.0,40.0
138,33.15018241118567,57.99366827665039,22.68016466929889,48.08472763787415,42.273409091457346,50.0,40.0
139,46.960966264931095,33.10850190250028,39.376951847973956,62.812927810765316,40.64026030637951,50.0,40.0
140,38.774285863668645,64.94273099790279,49.63692483671561,66.20060200128847,36.01082163698391,50.0,40.0
141,42.55590645698703,48.84060649410405,39.50564993186623,34.71783315358172,47.873757145957704,50.0,40.0
142,48.47255227408996,55.773966713489116,54.58294485844151,53.5974925826415,57.55368314616111,50.0,40.0
143,34.9609186236719,39.06525647981141,21.492083920919413,36.39326887202494,52.85320296655575,50.0,40.0
144,52.25652643322889,55.6302293370142,37.89681175242645,51.12547405273067,62.63402134546467,50.0,40.0
145,75.55367331631024,44.704017973190794,39.405309276999084,36.74448839465189,30.95582722879947,50.0,40.0
146,54.17111706611817,74.17090178180986,52.10111349502226,62.39336799713203,60.19196657532077,50.0,40.0
147,51.40823119739742,39.12682483858282,37.54298211999644,32.56071673596425,47.80683995024644,50.0,40.0
148,31.313014961225406,50.776664060540185,39.03150957087625,40.41962851957529,52.22900317969738,50.0,40.0
149,44.75466917474882,46.53674330066706,42.21332884544548,62.579534360722036,64.51831526118082,50.0,40.0
150,22.29567893477008,54.008823178204565,23.365649225020512,56.593486833981736,36.88880402866497,50.0,40.0
151,43.88031738067443,30.293552200712412,47.37339608650836,52.80033713624276,55.43430266716935,50.0,40.0
152,46.60593064771881,59.33216118863018,49.265745050656115,63.51572933305707,54.31691544819681,50.0,40.0
153,40.99115307921598,46.96281812749725,27.352959362668614,45.198039140939294,51.3805737389073,50.0,40.0
154,39.98092972951895,56.166661926433086,39.32646171335914,55.38077426005309,60.8478960117282,50.0,40.0
155,48.92880320666898,56.286251925415634,36.11426634144159,41.0852200587482,32.88729888327208,50.0,40.0
156,54.832480347433865,44.1575463883118,45.600954501449934,50.31180565095414,49.315190413592354,50.0,40.0
157,41.879137702946046,34.731296418596116,42.77494379853995,23.9438879986757,53.16636669520917,50.0,40.0
158,50.60308061276051,51.82565937005814,44.575603858590895,39.32055288492648,34.500436505368015,50.0,40.0
159,75.77411045312245,39.426063964179676,54.91996586182623,42.876234056617626,35.40712430766927,50.0,40.0
160,52.919131391590945,45.78074166983054,50.52761730486836,49.559671079822444,40.86006339784557,50.0,40.0
161,28.082960962104565,49.377103904398496,25.39641384287291,37.79977299316607,67.76899867923652,50.0,40.0
162,44.318634362412325,59.49172042463046,38.92952525682227,49.78650312028741,50.337628906504364,50.0,40.0
163,32.48136449465153,61.117978687374624,36.74578995179845,31.83990502988094,65.24199581726843,50.0,40.0
164,55.94564918029944,80.7221195883949,34.00996604702727,25.67872259167721,71.08082559140932,50.0,40.0
165,48.38380360941464,51.18516612376631,34.97470131901025,33.96405953871643,43.143750539695176,50.0,40.0
166,27.853985839543267,29.150332430224598,39.780363120568204,64.25320015071392,72.57483118086442,50.0,40.0
167,31.421174778054,47.938811175312516,32.374748492572614,62.78969876841761,47.04326342965,50.0,40.0
168,39.80635626540221,57.09340625042963,32.88276970357633,57.4592158736327,43.95519042302958,50.0,40.0
169,33.16664643376262,33.036208002580395,50.906511922279265,45.49851845805154,39.91679596892636,50.0,40.0
170,49.93120237203593,63.248063864676304,35.29344574863906,52.99755863475203,64.66744737134478,50.0,40.0
171,54.75776247309239,49.025044952979094,59.97167850168672,40.13077963744769,51.01368340677248,50.0,40.0
172,42.98708818762802,38.469778060411585,49.174487078635345,44.93237831683949,47.293170002073644,50.0,40.0
173,33.42535260601779,53.69850428800791,34.91821858916697,70.75209217375159,26.215162714275422,50.0,40.0
174,77.02270573913233,46.40882644489784,46.86951141042691,59.07517317279001,51.247405610824146,50.0,40.0
175,66.282063080546,37.08918360896216,46.0160660071452,61.31824878527616,33.28815895174062,50.0,40.0
176,37.26260570911059,40.514112369648934,46.822245927704515,33.64157555199564,19.050539818575636,50.0,40.0
177,36.52667712260299,41.17446016068678,30.285738404656975,55.62891323396906,55.248372116875665,50.0,40.0
178,53.37700827677543,37.207619098940064,39.765559094095316,71.22673694909643,52.199549019346136,50.0,40.0
179,44.90419444527263,45.54968117597823,48.22683670475302,58.11284320535022,72.8594416752336,50.0,40.0
180,65.54681068097975,31.965432196472264,54.97526985387794,67.92387947161285,33.016375440463506,50.0,40.0
181,39.9875536457443,30.400976565342695,43.49919885879464,43.74057715590343,34.500859458179676,50.0,40.0
182,47.54358988000329,47.634175799120534,48.80000695826429,44.75134819736528,55.9367604099087,50.0,40.0
183,29.921265499977828,64.27557341246312,42.76059305453971,57.37587499378883,44.38000145347627,50.0,40.0
184,74.69620118194524,54.55388041380803,37.5952584927254,39.93132785142065,46.035851657103024,50.0,40.0
185,37.69288770502416,24.535656799606077,25.81017189717125,69.07417736634869,37.095282059880795,50.0,40.0
186,50.86972959098226,50.15764711300749,51.159463034932685,50.27120884269118,46.92652721053124,50.0,40.0
187,25.956799583633426,31.847935411792275,37.36893318393826,52.194577109321536,29.120224905852297,50.0,40.0
188,29.522321569640773,61.49295729375479,36.976989100061836,60.093545029335196,46.90106861996663,50.0,40.0
189,83.71678497474588,40.28282136785393,56.22401311237856,66.82369730785256,45.52270744397853,50.0,40.0
190,40.935659807013536,41.86700007912958,46.511249094897,62.38850763257063,66.87302890601359,50.0,40.0
191,49.26902100594971,42.62706410496879,43.90648026448695,60.22398509366905,61.848449350526224,50.0,40.0
192,48.15661439597982,51.69693137620992,47.26698618295113,65.16281494801291,53.15232655600787,50.0,40.0
193,53.3159239222921,48.85470524249985,32.60245022022723,32.228950781154175,47.82684873305787,50.0,40.0
194,54.33237392009489,50.45698648864198,36.95611856331616,52.05577438647884,55.29148513693573,50.0,40.0
195,38.57829970739674,45.43377510642046,41.81580308817341,36.53445896750452,41.975470979186994,50.0,40.0
196,29.098273261144946,76.03891600290343,29.08103120808702,63.516616663052055,47.467332491299075,50.0,40.0
197,36.184542334743824,31.144815226404024,49.147050481949805,51.73358357754055,84.3454110384072,50.0,40.0
198,58.291084278223835,44.446061235493474,55.35941530149372,52.65408050779669,74.09789031416014,50.0,40.0
199,46.399822977699415,27.78090599340364,34.802716306909865,41.04326227256007,56.098942895236135,50.0,40.0
200,35.52782050633722,40.4877984553356,24.51773386722529,57.13437593690274,41.52244204829054,50.0,40.0
201,51.439151086789124,61.10367024313278,46.833275960173275,52.23763671032415,70.44401647325546,50.0,40.0
202,57.83902077825634,44.300562800452305,39.68374468101852,44.041393311321414,71.20552323944271,50.0,40.0
203,43.48182600500757,39.629488120121415,51.88321010070882,27.714607182402027,62.679495082509206,50.0,40.0
204,44.09518753037471,56.8247133842873,38.90485934043222,68.78078373042645,67.76880205087471,50.0,40.0
205,59.96696726239443,33.21374545844875,28.05916694592064,26.827106372316752,33.56848260207693,50.0,40.0
206,35.43276473686765,62.76501615777111,47.24238958611736,58.55239089913543,81.06071367725518,50.0,40.0
207,52.09299579841206,54.559205963060464,37.13734492036882,70.29701463679191,54.75105948273886,50.0,40.0
208,23.450212012610216,44.90665628564351,20.247745929389744,63.18911777033523,56.77307865774119,50.0,40.0
209,33.49677947065231,48.132780977736054,44.25281044528039,40.277252559475734,62.61387882700017,50.0,40.0
210,32.27426670827432,88.26824914324285,21.81864374377657,56.37226338154336,25.22252095740819,50.0,40.0
211,38.14687989837179,35.43926853035937,44.84556471863027,35.39048092557801,30.838699503025644,50.0,40.0
212,44.172021858074,60.07470293551186,42.20167729501411,39.90354386554192,65.46275785071614,50.0,40.0
213,72.24996065204614,62.1539406165486,37.47987383540368,43.3378663895179,67.92141592350228,50.0,40.0
214,44.01632846887891,68.9314418330033,39.91677365677067,36.02991314557297,66.5711384879699,50.0,40.0
215,54.12469676318015,52.38369301681353,33.295556533807634,57.37868213648099,43.47626958815268,50.0,40.0
216,44.13796924231913,58.863347468464674,41.46929129154511,44.172912773285404,59.534051171511685,50.0,40.0
217,42.123769782971344,50.80712621935591,34.10827761308142,57.79264867940321,60.77714223033698,50.0,40.0
218,38.70892283315561,40.87547046243412,35.54980161814536,62.08369656228301,41.99052324190136,50.0,40.0
219,42.39193608705546,41.0993654395965,30.282538604918027,78.16375327621269,35.743596229100206,50.0,40.0
220,58.11352103754007,38.70147983760961,49.133196317862456,65.47579943478073,34.461331793803964,50.0,40.0
221,50.825313868885566,68.45815087272884,39.055617887223086,59.93168951449916,28.79456357218832,50.0,40.0
222,53.49472168554267,46.597747270435,40.99766698564541,43.43756098445894,59.90759741808917,50.0,40.0
223,34.7846346636965,81.64131395550542,24.810340798558915,42.179221974509055,48.443233775488366,50.0,40.0
224,29.54651666047781,46.96212152200787,26.510764016509043,62.247731777971424,30.147094158853967,50.0,40.0
225,74.1511215929161,61.8656131142306,36.227148942166934,28.0770913383924,47.72434776820714,50.0,40.0
226,30.614608180262504,37.777982457289575,40.93993518813721,43.92878350509582,57.04584293409634,50.0,40.0
227,42.37843849549769,53.74992737072659,40.71215305276863,65.06373528070709,51.261828044536024,50.0,40.0
228,25.75275198269882,54.057401850830296,27.312009950090854,22.973741379974463,50.015474381802214,50.0,40.0
229,29.164377083532703,47.8661481129668,38.486951727253675,38.15235984623748,61.11409501904017,50.0,40.0
230,39.885719528452626,33.56353688693381,37.62103367549712,36.701221981704926,46.64207086910296,50.0,40.0
231,44.23851968798105,55.79739353707211,55.683720782371516,56.07649240067292,42.87381558965822,50.0,40.0
232,77.64886942848679,35.33274044057151,52.51130880217172,60.03098620392648,38.93164449828397,50.0,40.0
233,29.953498609222372,41.64995902941884,29.857630913400975,40.02136398095457,77.88082520125381,50.0,40.0
234,60.683120798393475,21.46200825860067,56.441715117625684,70.11895480524097,59.64805716135852,50.0,40.0
235,30.72521864867016,62.951125164143626,37.68967193504574,53.70650695906512,49.298332787136594,50.0,40.0
236,42.86540084202709,69.02433205577118,38.83109510998648,50.52955504107553,34.33071916613791,50.0,40.0
237,46.53159687210085,51.500704414158534,46.79613767094633,70.00858644271693,39.293724975737305,50.0,40.0
238,58.166843550779554,44.93813930410246,39.211628576664005,63.99565672682229,44.47197105904237,50.0,40.0
239,34.25171969029239,32.65344937330367,32.0916781632982,55.384619244811034,38.77011614250761,50.0,40.0
240,45.34800967516506,71.66773156186179,45.9686076469491,53.0448253944906,28.62837736758896,50.0,40.0
241,63.66119955459221,57.771573551846465,51.96088251829076,47.410767084814815,30.60887549555335,50.0,40.0
242,53.049515496669386,48.969391751303796,46.27022044114526,49.83331184135152,83.27407973279384,50.0,40.0
243,41.48115506572775,63.68095917059293,41.8920227721671,52.28190348166549,37.55564488857755,50.0,40.0
244,35.3693712804286,30.20092634362393,34.93590579469496,57.602374126672075,43.546633424365176,50.0,40.0
245,62.3719476969437,47.762010603703914,54.88956438474931,29.048785165543226,29.970499580537535,50.0,40.0
246,38.15978868108875,70.16377955088973,51.47838526079911,57.91842000484842,31.04294009373869,50.0,40.0
247,43.75853921527837,43.22344192188251,29.16093998572498,46.11917442958501,41.33970960272443,50.0,40.0
248,51.095289024195594,31.641169838723673,41.274632826021765,41.75829065285315,75.1057274148394,50.0,40.0
249,28.70450269375553,57.75860039336201,28.073226681936113,50.82804279730758,54.08351462384278,50.0,40.0
250,52.49699552761199,56.1451702572012,58.113495008761646,49.38112506196825,45.0651062258345,50.0,40.0
251,27.170448812916778,51.206152920244335,18.983061012637695,50.02191687696035,60.45916273670399,50.0,40.0
252,44.5849471546706,47.71126139114867,37.01249068283327,47.32880628327995,53.36486764152863,50.0,40.0
253,58.497830288584495,59.55633106938592,56.75630782148245,56.07319761385864,40.75751063449976,50.0,40.0
254,34.96530027823542,71.13016787381667,50.95542531209076,24.292637829256684,63.60134029815951,50.0,40.0
255,65.74364660812726,70.75342332450042,29.825813363158495,46.402875551589624,50.14888825005136,50.0,40.0
256,34.941941798027806,50.413077003616614,30.753847387910838,39.554036407142235,37.34334608691485,50.0,40.0
257,23.785110058242463,43.61801266805844,23.706588684767098,51.83072305529518,31.63291994481404,50.0,40.0
258,38.68277577897573,38.97837660229134,29.21199976742708,57.14055671610397,62.95362106696082,50.0,40.0
259,58.72986551076428,30.967540463060285,49.557212677443204,42.77785111708591,40.19377685331109,50.0,40.0
260,48.41083828550634,48.06194207802376,31.959680255159164,49.61935525958827,43.03869729926065,50.0,40.0
261,33.22318027531965,67.0621341486182,44.05842484880788,59.673571446305814,46.04160587826839,50.0,40.0
262,30.884504389467153,53.78907401309293,23.142939579733966,53.52514051938447,47.79565660666768,50.0,40.0
263,41.72138709904513,62.984277549069674,53.41897625462362,77.16332107426649,67.2511438622937,50.0,40.0
264,44.539094101291056,47.64725627483707,49.208968673154274,39.730672981848144,36.80130144140679,50.0,40.0
265,40.94374599452051,42.15703262788882,44.061764582432104,61.02892207506412,38.20899745457807,50.0,40.0
266,65.70005127145144,45.304037300698475,34.66765353719563,39.08695435067681,50.03183391482158,50.0,40.0
267,42.91343778855196,57.66673584036981,39.10431308792458,71.03050606443902,56.639530142132216,50.0,40.0
268,34.65247362093637,47.38206026099833,38.62195779389506,62.12433346920116,55.5111370870863,50.0,40.0
269,43.37958135980649,48.291398089727984,36.96194007185694,46.17312114389825,36.061916172496325,50.0,40.0
270,40.30630657633414,72.19448007100573,48.029042263888165,53.01313978819512,41.32080231934331,50.0,40.0
271,36.62607252065439,36.33844452031078,36.12883481369879,28.092670075654716,53.087295848016325,50.0,40.0
272,59.99058195074348,41.59403920398304,37.07479678109275,44.15772789364108,55.963392985419425,50.0,40.0
273,68.17115011593796,60.61951393046855,45.06569242899171,60.741323016097866,70.84607855952754,50.0,40.0
274,44.59943988045188,35.26029290649367,49.731744309174616,28.88817142039427,37.307566722211085,50.0,40.0
275,27.463966583681295,41.18242511743302,24.362822131120026,41.927615373971626,51.300369200342,50.0,40.0
276,27.345518135825483,49.110705711640385,41.55031279747851,30.56058033071162,53.018163467182674,50.0,40.0
