unit_id,UVSterilizer
190,49.53215480081302
191,47.55673234363
192,67.73288607011521
193,39.76860280727127
194,54.93113987234028
195,28.123924654758756
196,55.00426805874341
197,49.09608315387991
198,49.082644811523735
199,61.34880599405972
200,71.34619110128503
201,54.91828913841688
202,51.61939405396408
203,28.28206383226195
204,51.49043026460953
205,44.19160441224813
206,36.999527470605564
207,41.067613367172704
208,65.79309367980751
209,59.989264277780094
210,44.720252901162716
211,48.25254361596681
212,38.980693018073715
213,48.952986554747525
214,40.562626727110306
215,72.7806623749514
216,13.937280833512993
217,58.21900438162563
218,56.62307059214975
219,53.253138186697704
220,44.256297436069644
221,58.338758047166344
222,50.32618700487676
223,44.77673357783928
224,59.31818093290891
225,75.17067101401754
226,51.30513146941508
227,54.53639144211237
228,61.77881007794813
229,56.73457163386708
230,53.26511026502766
231,54.75313705627908
232,52.081430060885324
233,37.63658177523163
234,38.92127962242649
235,39.63784296976191
236,62.67988542604474
237,67.50524579944192
238,53.47110575316733
239,52.47640126304362
240,45.48382707841346
241,66.87222136228402
242,55.7749732115258
243,49.30189112319197
244,65.73465494726481
245,41.05071427259518
246,46.93438017330129
247,38.667923668235126
248,68.29323115571097
249,36.16856295921956
250,57.92544907761914
251,60.20984147224761
252,38.625219988360556
253,25.552667529836853
254,53.83545471197455
255,49.73697472687995
256,67.53228175578336
257,54.818446741071945
258,38.96083816853697
259,42.66720912178716
260,48.86572474699815
261,31.51068680747646
262,66.91620202978203
263,66.94347495035842
264,60.992345754140366
265,50.71205800210751
266,41.83515625396155
267,43.02799769070933
268,57.54095231181305
269,49.77036907704194
270,57.32186206694345
271,58.00738400588561
272,44.00047448484964
273,40.93791532016854
274,61.77656339258059
275,36.52031674113581
276,44.927123046299926
277,55.51522605586812
278,50.57037839167829
279,33.96063124561057
280,60.32791569006061
281,46.946930765849146
282,57.98308455804835
283,48.84972297115536
284,51.85975839010167
285,53.338118362435075
286,49.43378303664778
287,66.55674717045059
288,39.14582743860179
289,47.55246533923162
290,44.14267173424855
291,46.98961496416892
292,49.43721945743577
293,56.95918133652542
294,61.00269522583648
295,40.56691916297043
296,50.85968484971454
297,45.20333808392182
298,61.77453432919767
299,49.22840116646918
300,60.31245207358111
301,41.86634457226869
302,59.85312541478174
303,56.40837037897096
304,83.22963275112498
305,43.29420992652737
306,41.894132651419994
307,54.07700517324194
308,43.28841303991868
309,43.77865672990616
310,62.59694740562103
311,38.72614480666184
312,51.606215611194706
313,57.518601891703106
314,48.36092692174938
315,54.71930615306091
316,16.94570928483184
317,45.422998590097045
318,30.55137107792751
319,53.25690807065772
320,55.64536352642646
321,42.24023129881726
322,25.505635409721943
323,29.52485153686592
324,57.82450548351074
325,66.08005419234983
326,33.157876752010324
327,67.00031273996726
328,74.74181139829139
329,62.60010884578261
330,44.99293870583682
331,70.80177888662138
332,63.989799255931345
333,61.97722563229494
334,58.85150160957644
335,30.110148402744358
336,71.14466693786136
337,40.70303153943118
338,54.99927193950652
339,33.86696412096925
340,55.888786130798266
341,59.256762986587894
342,74.93471932018032
343,49.22071751559002
344,65.8651391065653
345,63.01811204678745
346,51.84943719348889
347,33.98708737932607
348,48.58793022878412
349,59.39567948023528
350,32.734076518033866
351,41.29074663610646
352,44.04302183300102
353,46.52139595058089
354,55.58154111123574
355,57.101912328322875
356,47.72799519605063
357,76.98187138461796
358,30.46322623717761
359,42.92454619374377
360,54.82051432505432
361,52.40622923630574
362,60.51029996827056
363,45.99327507853485
364,71.16820797873258
365,46.99798047831374
366,41.59556373041306
367,61.24851765522891
368,68.34657211618075
369,47.6548142048184
370,55.47878649317399
371,37.162645621886156
372,45.62018345155175
373,47.5449505429696
374,45.187588290279514
375,55.86005188252787
376,46.875189794761134
377,39.00146170311488
378,54.835477908542956
379,19.067674235034243
380,65.64741923904432
381,42.0651774585247
382,33.332276413463255
383,39.710032909222875
384,54.34219895722459
385,18.805263261516064
386,65.83052043919092
387,45.771928882571515
388,40.71278192048474
389,40.03400823200336
390,63.00155695079841
391,64.10062228651091
392,60.41941409927257
393,49.77613212424295
394,43.54917700927856
395,30.675493590165388
396,39.704522669173976
397,58.35591078437253
398,61.75824512745715
399,32.43668232533917
