unit_id,TankTurbidity,BiofilterLoad
202,75.99780356502397,63.59245638770169
203,55.35353741487129,51.58795724944832
204,74.45600634891869,22.43468255438723
205,94.96093488393564,37.96499999040001
206,81.11803507808318,40.770202932565496
207,62.979225189649284,47.201594363798456
208,68.34674432410328,52.114628236309215
209,65.81411597165263,50.82327096760259
210,68.48140368504812,60.09313603001306
211,62.32366497963702,25.795973645262837
212,76.40371538889096,45.91830546495159
213,80.31499867153643,44.59736173172061
214,72.55964276179856,36.43315540758781
215,64.42252900907216,48.05292727826283
216,82.53708053005951,69.235000052147
217,106.80357246952236,58.49845182289625
218,74.57412624169419,47.34447844328398
219,62.73494545804217,42.51970247431828
220,64.04789219760784,81.69011130721523
221,76.12909658455717,68.02660276263008
222,98.21372453479661,52.604868151701325
223,85.25708599733119,52.15422186187322
224,60.5390730128608,46.71042812423977
225,83.50502785702867,49.444478077211805
226,77.79977222433999,60.410177870112605
227,66.13342160770982,64.68681819131987
228,90.29919645251809,60.865370545845906
229,86.48397012710869,45.84250622693222
230,93.45024323629411,26.49790355727248
231,62.939784639821276,63.12685697133963
232,71.48417725871857,56.62559895971404
233,86.33372565231552,62.22433069427999
234,46.23041314525865,59.340021637026865
235,66.9826867895042,43.61641042421661
236,78.19242787863382,56.65249396809463
237,70.9086691609536,46.19385603318427
238,79.29345036672969,44.28944385452309
239,66.56223462905035,39.1780322722456
240,69.63921273833871,54.28218845708914
241,64.38900424901597,38.19298503540577
242,62.91878846748789,55.87156163119424
243,92.0049240059519,45.70116496487711
244,90.94676533264371,36.62485327484961
245,81.21156747164,56.25907714531242
246,66.93166064011234,37.17762139783079
247,68.69103751997609,32.812369237838574
248,67.23991413662603,44.469183807178645
249,63.91677720458259,72.21223901082753
250,85.55016978517128,49.201086348638704
251,66.35859877896036,51.21923960476777
252,71.470169019518,52.28312073387732
253,93.85152762443245,54.13195584881496
254,63.965734851363386,48.201770300578104
255,89.91253596401843,51.44222465934156
256,78.37988443515422,71.72929438656061
257,78.80456864796254,65.05914825781355
258,59.93117513580028,60.80852156833379
259,67.23570045430189,51.70552734814538
260,55.189330860425144,53.67101733951426
261,48.865296544121634,43.89863827475247
262,72.24273062108816,54.92637330818599
263,73.80491809003684,50.86111290986384
264,89.02437907002991,38.036009410199036
265,61.78216538213282,69.83578308467828
266,74.89236054152262,70.1022215206917
267,73.99801246569477,74.50212384679274
268,70.26383702305523,61.07462909910556
269,76.49858118628818,30.195250553145723
270,79.8531776379648,34.09090370134958
271,82.43460582034677,57.373154450834264
272,56.49839321940798,39.16798698471039
273,73.45459436213865,31.954770866535025
274,76.2706283232389,56.14556067832048
275,71.79772942581155,66.20438074461622
276,85.19533009295428,55.99930525291509
277,80.1132360786007,44.07269481373171
278,85.64110273152347,19.433276220774857
279,95.02638084232306,34.80560561199375
280,62.558261889790074,56.4205470800556
281,64.02709112671954,22.77902622802358
282,94.0008357669482,47.56436051495441
283,74.35931294655511,58.846664255581686
284,93.25259282580981,62.97219809099435
285,68.64054854343556,37.61434609855388
286,78.30100068158129,40.13292944445241
287,70.38247119226794,49.03359047623708
288,58.62642076441255,66.14704973743575
289,94.71861813747752,57.768460417013614
290,80.6007540466879,60.183723829639746
291,105.62613588804012,41.4157644501754
292,66.23884302755425,40.49160929768868
293,66.05337298394485,65.48095539056366
294,64.63839857875722,52.94318721945966
295,80.20490732542449,69.19706562550151
296,68.92920311216032,36.685209845144826
297,62.688990382151786,37.91334631505764
298,66.35946760767274,69.25276165267665
299,69.31009083444343,52.497339054914804
300,51.726950628729156,68.31685434578677
301,74.47335424660204,62.08977034623395
302,90.26476014088306,63.22066354095545
303,65.37605199643248,38.78020031471532
304,84.38787746984296,54.52088201318607
305,81.11145012384773,28.505861642904815
306,96.04629473567682,36.16469437338895
307,71.75098074165169,52.7432109994659
308,74.70446704687511,33.00359742457965
309,81.72080895086037,39.660977009109644
310,75.77360084617075,41.68577924408264
311,65.58203521269726,54.849079413555145
312,54.677406331677794,45.86627768033606
313,83.56947119091471,54.45743136626891
314,67.37282837395055,28.908574424839312
315,72.11354760019998,31.975733449784173
316,74.22329702397067,35.588299723520095
317,44.03892910617657,51.463043968278306
318,72.47521103359391,54.8725821936012
319,81.67408841296317,45.06774408491061
320,70.29983321522145,58.23822483393957
321,75.09879682084235,53.90294274224669
322,68.30559106820473,68.96599293074817
323,89.4893457527246,40.2533021146804
324,60.186802400523646,46.36899959440981
325,70.56678521983515,46.42251019845347
326,88.08491881253796,36.51934130663893
327,84.49821274242039,55.59260382947828
328,68.62054737908265,54.10385152474438
329,74.09878248348623,42.617649939805716
330,48.26995194630532,44.72488270653876
331,51.23013087566406,23.568765079593657
332,72.61351376905354,52.178416579236945
333,89.55136658241861,49.551397149770615
334,64.21816237681033,48.59651106236854
335,47.037570923837514,30.637298616600738
336,64.65012655916128,64.17841360211467
337,71.0829303038393,60.069151122805856
338,52.91783505709093,44.524562843978224
339,60.54435741105626,40.79253101998705
340,87.32266160789736,57.68701390842262
341,79.54078987790696,54.586843795723176
342,82.02016933338858,34.1906703200084
343,80.7026781859021,59.953519207322756
344,77.96149003489818,60.2766514988464
345,71.37360689455852,58.85117782673892
346,82.45999135478291,41.467487662869985
347,73.13772264152004,48.398661281018235
348,69.37580402361905,67.3614197908398
349,72.43881260750149,37.1938761682431
350,54.50815009527425,50.072429934398365
351,84.59656976846233,39.2700249138646
352,79.41840029680384,39.07693266283334
353,72.65291044296184,48.63347184193691
354,77.2004665953255,66.57834120355216
355,84.65050418360563,53.53303526801166
356,94.2166757812773,36.149785131352516
357,72.36386360417205,55.12713868099526
358,74.37565693968723,54.91355033553807
359,82.90880777468435,52.449046381444944
360,80.87235426306563,33.73079375103095
361,77.67532034103509,48.20357031617795
362,72.59384752682924,63.26053301171057
363,65.70557231701713,39.29750886236964
364,85.03929448241338,61.81369429588992
365,67.97907620131038,40.533943610882595
366,80.1733448849038,73.66015750864108
367,81.68548497107449,47.89279356715541
368,86.12408056097733,54.526343999205594
369,79.65075381210366,56.95509316470087
370,62.46154294359231,49.75160106402936
371,74.76261917439497,40.25580832420763
372,67.41940563784465,36.226064116636486
373,70.25060203849606,60.71579352170357
374,81.51734291948837,46.37110585335425
375,86.0890260150373,47.28108872094134
376,78.93279158928621,66.20077269837738
377,97.56764527020256,40.491087682537355
378,95.67289525277762,38.83907151755115
379,76.12597084042004,42.437436162808226
380,70.3729465464815,52.05758254737729
381,78.85013661623782,42.337785746155305
382,83.30805136891887,48.7713532871074
383,86.38585811085133,46.9831387968696
384,70.98944729503276,75.79661687252941
385,66.19156773390823,56.05566512246696
386,74.56395912492648,57.49605608234564
387,74.70294754820087,53.79102686942915
388,99.49797183436065,53.97383175285408
389,70.69894453605147,53.14126971907191
390,75.07914022226852,74.15212140485703
391,95.88888706593556,44.22486636619563
392,74.53345408294537,60.99450638972101
393,91.21781423092969,50.38863675095235
394,69.4508722072844,35.61625639115475
395,80.72268532859866,56.29505595157265
396,83.8810227632688,65.0803645212842
397,67.82308665729882,52.44156194940221
398,66.8195876883143,56.14777510634087
399,64.7066460226144,52.05133313048186
