unit_id,CapacityRetention,ElectrolyteFillVolume,do_ChargeRate
50,23.293147062794944,52.414632054706026,20.0
51,13.935523436317743,64.22468215901704,20.0
52,20.177983928906052,51.27885984207046,20.0
53,22.954989329491795,59.50242525751263,20.0
54,16.301503591558337,56.53671091783839,20.0
55,18.09268561070069,55.63811035075262,20.0
56,20.555493800474846,28.762283164520614,20.0
57,14.632558177162451,50.85475129102626,20.0
58,22.791940590482323,66.487868272925,20.0
59,19.326547435375463,40.947280073570205,20.0
60,14.349087797217297,32.86782734243226,20.0
61,17.281349448931323,51.76543727961585,20.0
62,16.809398303667475,73.71432428065438,20.0
63,10.330658789707169,39.982653714293285,20.0
64,23.448298980250325,63.7120422492823,20.0
65,21.05573378133304,33.31822627408824,20.0
66,26.77598333804952,49.49764458413559,20.0
67,15.770922940276478,49.661651637515575,20.0
68,23.930390269522118,45.06825341876575,20.0
69,25.3846266466391,54.77454866475757,20.0
70,14.826491078189976,44.2177175352967,20.0
71,24.32839580024985,34.05733299003651,20.0
72,11.183310928517185,41.992942940521694,20.0
73,20.95977581097003,48.59219627445914,20.0
74,17.954540724828878,33.76613740248975,20.0
75,19.5033966399168,59.16644178510323,20.0
76,17.603461063496507,38.840868561991705,20.0
77,14.897109606881552,36.80037226265087,20.0
78,18.620632906254897,69.3147547877554,20.0
79,20.405489439855977,36.47418401156796,20.0
80,19.277137753904228,35.60822899778659,20.0
81,22.729064585517435,45.5297923291288,20.0
82,13.303322275750597,23.072584143452538,20.0
83,13.442626441289992,53.45098781222214,20.0
84,18.763085390035023,59.068718961912126,20.0
85,10.513558785609018,48.78817929704275,20.0
86,18.179421903733655,28.820154002720805,20.0
87,17.83717979191006,50.57181180383445,20.0
88,19.05764385521181,54.7264248703195,20.0
89,19.584325745382948,49.63671359894472,20.0
90,18.584964247950868,44.06901887609598,20.0
91,11.84271491486626,39.15235678047181,20.0
92,18.55810658706674,59.22658048710876,20.0
93,8.445088020244805,65.49778310355917,20.0
94,16.24759474661723,72.92385049032443,20.0
95,16.28311234610459,63.555394736203375,20.0
96,22.069990951137196,42.54914681420193,20.0
97,15.120254749747394,77.52190078690016,20.0
98,18.93716409401545,55.19579551817964,20.0
99,19.62914709275682,51.86625306691654,20.0
100,15.029001921420868,48.42879939704644,20.0
101,17.03104399609577,37.824925798340146,20.0
102,15.534215893061164,44.19739293532725,20.0
103,13.366864340083781,58.8277458121167,20.0
104,18.589024943834428,68.81634283272082,20.0
105,20.75910206772871,35.57824030386405,20.0
106,20.041660553617653,33.7240551305921,20.0
107,18.410985775001397,54.76371102336509,20.0
108,23.09218639173178,78.37614323221972,20.0
109,20.411253082339435,54.83060469643298,20.0
110,12.737110188584813,59.204469686797836,20.0
111,26.314325960601316,38.85121784296307,20.0
112,19.575737682810683,55.230011374274916,20.0
113,21.844970236318083,49.165029048094475,20.0
114,23.26217820257463,46.27627865258417,20.0
115,29.50471845359902,78.945187024105,20.0
116,14.306384181252804,24.519275364416742,20.0
117,18.822614068084686,50.612058448041836,20.0
118,17.003513967431765,44.10197891106054,20.0
119,17.089209336101685,43.080432674577025,20.0
120,21.09541717133553,35.16540784287332,20.0
121,11.575819739394644,40.74115489617015,20.0
122,16.17176244980669,51.361726723290055,20.0
123,15.777679111065373,34.198379744933256,20.0
124,10.051631138192947,33.31370224514022,20.0
125,18.409047600944373,38.32715075553262,20.0
126,11.100082369479559,53.35363360112574,20.0
127,19.62186577336305,78.51128657249807,20.0
128,18.0858718630445,53.3859603213978,20.0
129,24.977256066126685,41.73406510467261,20.0
130,23.33519561752401,25.649316394939362,20.0
131,12.555715864233932,61.24912715629461,20.0
132,17.332073949083142,53.63820526048596,20.0
133,13.344814098135481,31.75505347400838,20.0
134,17.239388861873266,57.09727320750508,20.0
135,20.916323036053715,53.29738433028818,20.0
136,18.734592549719682,47.70875418319535,20.0
137,23.672318527371516,38.34274228516558,20.0
138,12.998342973178067,43.37821408407103,20.0
139,20.331241021981445,35.598426291195786,20.0
140,17.269225560982473,32.40923842229456,20.0
141,17.6740710712648,46.4606516476866,20.0
142,23.50432907361802,52.859451119024534,20.0
143,9.931130677096167,52.4095081789266,20.0
144,15.868211022212371,58.177329707597465,20.0
145,22.150732806073975,34.98360580933521,20.0
146,21.619194957961472,60.64175773817576,20.0
147,23.532513123165607,48.162455133262526,20.0
148,15.136964040997826,57.607232054461115,20.0
149,22.335523919973358,65.69706160033482,20.0
150,10.631392380647197,36.69039373906249,20.0
151,18.605829776482953,52.00637563743059,20.0
152,17.66422974472891,63.0724616953873,20.0
153,20.269551009750202,49.70146951339194,20.0
154,25.537350559668916,59.4060603812665,20.0
155,24.689058656291394,42.362115889250106,20.0
156,11.272507938844258,53.89151140872318,20.0
157,20.38465642774863,49.81341131516578,20.0
158,21.534485991682168,36.628012007502896,20.0
159,21.40185597004978,32.469044522604115,20.0
160,22.258965269049277,48.29328268401066,20.0
161,12.928770638351097,65.160763067927,20.0
162,18.039707722184392,51.8496911762812,20.0
163,14.774548941110059,65.33629531919031,20.0
164,21.894778289162957,78.31390325429055,20.0
165,18.1613887391809,42.36518906431645,20.0
166,12.278751460194016,65.22098517904388,20.0
167,16.771489189144663,45.73234325796826,20.0
168,15.844160680860005,45.36487863210102,20.0
169,17.595339218032716,44.49296256464291,20.0
170,18.24111865190671,60.24505966250113,20.0
171,22.796567043603158,52.53376214645899,20.0
172,19.32261470332323,42.41401521848063,20.0
173,16.9678016881087,23.23766558612072,20.0
174,23.10388508551112,50.174076532497836,20.0
175,15.864461344578,33.97729005317217,20.0
176,19.001499225967223,22.772562412604586,20.0
177,12.892951410501905,56.10143963667399,20.0
178,20.414992798690783,47.93409225975834,20.0
179,15.723334794640095,67.99425387732876,20.0
180,23.608194321106033,28.12583184779418,20.0
181,20.131531945168742,35.07072140277435,20.0
182,25.92155236868261,47.47641446005523,20.0
183,12.529219872156672,46.41910518512973,20.0
184,21.712487472858562,50.25457701436635,20.0
185,15.178139248969318,38.699385115350054,20.0
186,26.355969069155876,57.003572041494266,20.0
187,12.938715557974577,29.54068376892773,20.0
188,13.505854736151104,41.88740656237821,20.0
189,26.534177879295946,49.04215611188929,20.0
190,21.05271721851676,64.13073611181265,20.0
191,23.854799095690254,60.930142076805495,20.0
192,17.01172632073306,55.05989457344837,20.0
193,19.150008798203263,52.36384826292484,20.0
194,16.318259330655017,51.031015322944306,20.0
195,15.766660134174225,38.935579119873886,20.0
196,12.178010812407113,46.061913097304846,20.0
197,13.582259238546664,77.529153010558,20.0
198,22.104751918980828,70.68349756205895,20.0
199,16.85077177869409,53.66694209531012,20.0
200,8.66412503593281,41.87020510978356,20.0
201,18.275009643127017,68.39038881541902,20.0
202,11.914065194606115,68.28041513828705,20.0
203,18.0717871477807,60.89859757417789,20.0
204,18.895136227588832,67.46290774090551,20.0
205,18.38833875110462,39.828562898248606,20.0
206,14.465974282281366,73.64390956851615,20.0
207,16.53758683932922,54.53547363151506,20.0
208,10.646505099824639,64.45567577264491,20.0
209,16.56517117466324,60.48816112391161,20.0
210,11.757336606000115,30.969019985942378,20.0
211,20.83311703821071,24.93443839138723,20.0
212,20.861729696192302,71.45920224000692,20.0
213,17.856092677793423,63.32779249978109,20.0
214,13.901878869365316,56.990163047451055,20.0
215,17.465703252649764,39.99826223755925,20.0
216,8.48217825500059,59.9770333020266,20.0
217,16.956302855574233,62.73042434414311,20.0
218,14.667320370385886,52.26988150568686,20.0
219,15.672717843840156,39.862568719078766,20.0
220,24.36538950859115,33.03809675349083,20.0
221,24.061943237631922,25.172265692890743,20.0
222,18.5104702117334,59.64539464709498,20.0
223,10.623038315243862,47.9479956072737,20.0
224,15.20033665175523,35.17016642932392,20.0
225,23.387650884622673,46.27960324218389,20.0
226,15.959980123017594,57.567085079216874,20.0
227,19.10197781635493,43.79463838444322,20.0
228,16.43454280346642,48.28114113913061,20.0
229,17.27452094260989,62.625082829234366,20.0
230,18.703978993341376,41.180042081549054,20.0
231,16.883799081598788,44.09476159247146,20.0
232,17.272612239480857,35.834713575474474,20.0
233,11.904688559460004,73.70029818531245,20.0
234,25.432505755612972,53.063810801013204,20.0
235,19.764966513551776,50.805550646528395,20.0
236,21.113438714865865,35.085007927563,20.0
237,18.695439341079528,40.08566700878613,20.0
238,18.849313459181083,38.29414879426957,20.0
239,13.344296072840608,43.59680407031434,20.0
240,16.921014141066276,25.14285124064112,20.0
241,17.03871461788438,38.6430419743614,20.0
242,18.633706893450054,79.22893887426007,20.0
243,17.13133349771332,41.258781185086754,20.0
244,13.474805151826086,44.121282959008354,20.0
245,15.942727638183435,37.04243222642877,20.0
246,20.557105677606305,26.5175274835557,20.0
247,14.878754342866513,45.89544431364094,20.0
248,19.346040657534775,74.86748678940995,20.0
249,7.153901454592535,65.79958177875304,20.0
250,26.491283703509538,39.85456522255105,20.0
251,13.054483087483288,65.1487649462218,20.0
252,10.286892161850579,56.39978747083113,20.0
253,26.419736781986895,35.88174585220435,20.0
254,18.883151160344152,63.599499496044984,20.0
255,16.74961461127099,44.21508414377987,20.0
256,20.551191389245894,37.53128984748057,20.0
257,10.65256401352713,32.03041931365491,20.0
258,10.074605098292833,56.53874598891498,20.0
259,21.04364735008436,40.57834416798155,20.0
260,15.7387997894391,46.089602887904874,20.0
261,20.372531211199323,47.033732756354624,20.0
262,15.813179024618988,47.2040467843897,20.0
263,24.243504420877596,66.67685068702788,20.0
264,20.113965006153926,40.826563420837914,20.0
265,16.53659418071251,36.807576889101085,20.0
266,13.894466730621344,53.15544125925749,20.0
267,15.27370339738259,58.64645937691081,20.0
268,19.03602711899831,51.534058368730584,20.0
269,18.84437927897569,40.321604498535386,20.0
270,21.97690577221116,48.162507719076395,20.0
271,23.331188234965957,50.520305251190926,20.0
272,15.426329299376183,51.800978014445434,20.0
273,15.02697402012936,68.13619944322716,20.0
274,25.963585447667896,29.88297604014221,20.0
275,10.977001739385013,51.948203791592874,20.0
276,14.843333353466978,58.87344686588553,20.0
277,27.34832712441623,30.622543106375314,20.0
278,22.51151446884192,57.6223618851776,20.0
279,14.540501022681951,58.58048419349836,20.0
280,21.301714903990273,45.83741416267535,20.0
281,19.754194194586855,50.307697801749285,20.0
282,14.622181082886836,52.72546821955111,20.0
283,24.064203986339635,36.894129072619435,20.0
284,13.975125150998158,35.678100978505036,20.0
285,16.86408412663094,65.5008250975035,20.0
286,27.002965253880255,69.08905939481859,20.0
287,20.865665345526736,33.150839678643116,20.0
288,26.0295005602652,65.34350773800948,20.0
289,18.474520858379442,65.60143167485269,20.0
290,21.993813409773367,46.427431429488884,20.0
291,4.081696078554849,30.672653310141392,20.0
292,18.069754386659227,79.4985055885055,20.0
293,17.248949177594184,48.39860353703472,20.0
294,7.883847741270927,53.757500822320345,20.0
295,23.63221469678706,47.63191078160841,20.0
296,11.144047976153274,29.638391694673054,20.0
297,16.00525682638058,25.284180142476444,20.0
298,18.013137828156328,49.476776460146674,20.0
299,26.223810193450717,47.43557715289862,20.0
300,21.49618800176982,37.14451535941511,20.0
301,12.247718936302153,45.74187164306896,20.0
302,15.888468575130625,42.721309436359014,20.0
303,22.227640753503643,55.80870807937629,20.0
304,16.129363593858546,63.82843609374554,20.0
305,16.869275977310043,57.92484607555892,20.0
306,9.853625879518871,32.64246309138775,20.0
307,22.420388798068437,49.806809369963084,20.0
308,19.130950284934386,45.69605890238239,20.0
309,15.750411408475511,39.49833063003796,20.0
310,17.959429779283905,59.3523578991635,20.0
311,19.083291888784615,55.93548102944684,20.0
312,22.193151046094062,35.83315587758446,20.0
313,19.460060680624164,45.08390910857925,20.0
314,16.549444481632193,63.79606754412329,20.0
315,17.536253666349694,58.35752962991782,20.0
316,14.473295309640802,59.56018682525412,20.0
317,20.697475513602743,46.74168769066861,20.0
318,14.421241452826504,46.31544955999938,20.0
319,8.497036478607933,29.644567443984663,20.0
320,15.157655925719954,32.98956594524144,20.0
321,25.496849286720035,47.430217029304806,20.0
322,19.447428842298248,43.36591695048281,20.0
323,13.699517525067325,67.79039700560143,20.0
324,19.76977021195399,39.10806571026413,20.0
325,19.539974513311606,77.61806930199387,20.0
326,11.459497676733285,52.33648006449127,20.0
327,9.432377005361431,23.615917367076538,20.0
328,24.407883924054488,55.6742815865361,20.0
329,13.147969425091953,49.38062406585298,20.0
330,25.629196198292156,17.906773898476736,20.0
331,23.161086387634423,44.642764633644404,20.0
332,14.431023135582851,45.45759175546443,20.0
333,22.014237495319833,46.34176439772106,20.0
334,19.86089642825319,43.496473484401385,20.0
335,18.94663585224557,47.035548668403415,20.0
336,18.4297155991493,46.410951432618816,20.0
337,21.881316888487937,56.94713138197795,20.0
338,23.17209850203132,48.64731221603604,20.0
339,13.684231729581196,48.14377699861718,20.0
340,17.993905007906793,44.36209447459829,20.0
341,12.106610164704492,52.931752445980145,20.0
342,19.39470055308864,33.03136148541036,20.0
343,22.572342136575987,43.23374680995521,20.0
344,23.58742494647705,61.97893176522927,20.0
345,20.24116594217114,63.679332998366355,20.0
346,21.232432160390374,35.30278284211186,20.0
347,13.676051111568507,55.861180439578455,20.0
348,13.617878745998652,47.508864563409126,20.0
349,6.284466192683036,40.23093388486125,20.0
350,19.506009881751282,54.083523249592716,20.0
351,16.695918227028052,45.86272398824588,20.0
352,21.353668122297584,37.383757862182165,20.0
353,16.863672121438366,64.35362548250194,20.0
354,13.628330732719768,64.82898515217606,20.0
355,18.54736602565148,44.4273168151675,20.0
356,25.68717032422557,56.51073059608871,20.0
357,23.820518998135633,44.70824465067236,20.0
358,17.225502060343267,36.25887005923252,20.0
359,17.135904984072177,59.235963498321084,20.0
360,14.311651879853535,51.626249119990156,20.0
361,13.3100923755302,53.69090861079213,20.0
362,29.090483350103977,48.14794739005159,20.0
363,9.691370323307119,44.855665735428595,20.0
364,17.325078297267897,51.361977078474546,20.0
365,12.196066908172934,41.782633760141024,20.0
366,6.825422534144286,39.60804159192832,20.0
367,20.135881949532894,65.68917891728314,20.0
368,13.763405239160928,48.787972490397436,20.0
369,24.159635122116345,59.56370670261082,20.0
370,11.746742415069393,45.24188171844291,20.0
371,20.71330528265707,56.889359355785395,20.0
372,24.634190333664854,54.88913825411917,20.0
373,14.345571003205947,63.66798280213892,20.0
374,16.31957675716605,57.05515160417872,20.0
375,14.912740874275526,34.66661405787656,20.0
376,11.511690635656535,48.40547294649998,20.0
377,22.547645308772353,42.03000798124174,20.0
378,18.906399453799157,32.89297223302687,20.0
379,19.556943492001604,45.43725759431311,20.0
380,22.371887735316125,44.520375752602405,20.0
381,20.155639332491415,41.117300771275865,20.0
382,14.12902175428825,81.52668927014044,20.0
383,13.190745617074603,58.519178917185194,20.0
384,15.578096666394813,48.241315895836166,20.0
385,20.897699139678135,57.81594427985124,20.0
386,23.74446141542201,49.044343377233965,20.0
387,16.475446719515514,49.20783658433852,20.0
388,13.383918713753001,36.985131802471905,20.0
389,25.753665217266466,59.94529050139587,20.0
390,17.335591028707,65.50199397396396,20.0
391,22.984533525099895,58.91782047986955,20.0
392,14.323035000803605,45.301130508617995,20.0
393,24.673475997145776,56.30838059221016,20.0
394,14.73743790787508,60.82671221780261,20.0
395,19.007992646674474,63.20615239374368,20.0
396,5.645999405474928,57.174754195480226,20.0
397,24.300681878380292,22.463618938812967,20.0
398,11.840968425215452,48.02492020878947,20.0
399,14.660881797057264,25.362970817715226,20.0
