unit_id,CapacityRetention,CoulombicEfficiency,do_set_AmbientHumidityBatt
64,37.1893463745834,1.1541513088972248,10.0
65,35.99551611089528,21.376190021800667,10.0
66,37.244182097932324,2.284551068670373,10.0
67,31.134278266473743,3.4534810090690495,10.0
68,44.5997235938476,5.509139508155117,10.0
69,36.55464739395697,14.638309723638859,10.0
70,29.15367363350078,22.129823028258727,10.0
71,42.36075044228221,16.354708857700405,10.0
72,16.232240978418957,11.699943405544772,10.0
73,33.38083057052013,24.117050122126955,10.0
74,26.510409477229203,-2.624903166593768,10.0
75,36.541687777814516,15.174115948078299,10.0
76,28.96942740591837,-0.9364842290755533,10.0
77,18.848983559124825,5.851473467359231,10.0
78,33.6896203638189,15.356717322440122,10.0
79,34.48812326218746,2.8027818667900224,10.0
80,31.79487038979288,14.019683137228336,10.0
81,31.806236221828506,18.492733158426105,10.0
82,28.438896675634428,18.730116326552903,10.0
83,20.085468383495044,38.249911995304856,10.0
84,34.98795706899706,14.269039857336445,10.0
85,19.94543311323731,-4.740897236139903,10.0
86,12.95732652276151,22.86387791064056,10.0
87,33.559886999025196,13.671190950937925,10.0
88,30.317302934855572,24.706580435288362,10.0
89,27.88323008100478,27.581707604405356,10.0
90,31.44188310625536,14.485219048237457,10.0
91,24.50403140505329,8.335578530138703,10.0
92,36.53580589043209,-2.29632225553957,10.0
93,14.524750084335443,23.24676544005939,10.0
94,28.389574913419377,22.28644386621078,10.0
95,26.56364132054351,12.712707679203136,10.0
96,42.05786987487156,20.95615367602406,10.0
97,22.365598726868363,32.93394748410604,10.0
98,23.580141813485735,28.54209910836454,10.0
99,28.205342415430152,8.688954160562325,10.0
100,6.203864442277121,17.601070303748767,10.0
101,31.46022103399372,7.999717382562302,10.0
102,23.637395229955942,25.934992305115234,10.0
103,26.032341602359605,16.702130319655,10.0
104,34.37378333830412,13.849114285049808,10.0
105,36.01741652533827,22.65889727449256,10.0
106,36.445635461158886,15.256593593075385,10.0
107,29.46170524952959,-0.9291513597576646,10.0
108,37.90866670215944,30.718059068982708,10.0
109,37.11387873002086,30.32487472803304,10.0
110,16.017516578031653,45.899923317803896,10.0
111,45.440553588617746,12.185691766379605,10.0
112,36.10906408707474,-7.680690324801851,10.0
113,38.05811684222934,4.538678252389361,10.0
114,45.02140327856489,-2.5997585660899727,10.0
115,49.95255545042069,26.28262179327838,10.0
116,24.38934151125543,19.95794195297529,10.0
117,20.563558136805106,38.7413369264182,10.0
118,29.428929237084446,-10.17106920956678,10.0
119,23.760438864187318,3.9537774056781068,10.0
120,32.89725172213558,7.065576519904323,10.0
121,18.015412785085672,29.668013686996282,10.0
122,30.670501153375294,14.786819835690775,10.0
123,25.34151741880558,28.143867125143313,10.0
124,27.345678547248127,10.69057204505641,10.0
125,25.389691040314833,16.593639857203847,10.0
126,16.380124058909807,14.951429178219236,10.0
127,37.411103827841536,16.755952795588463,10.0
128,33.689018055430495,11.570232643757425,10.0
129,45.514191659944935,4.563876987045573,10.0
130,31.73149086781968,5.397967939094688,10.0
131,-2.826909247707557,36.78847272821218,10.0
132,24.3619704275505,8.591551190048625,10.0
133,9.589686173338285,27.104657875461477,10.0
134,31.75564224157959,21.653874155903175,10.0
135,32.91298304776025,13.437543057714763,10.0
136,30.643630507095345,-3.5093190293625973,10.0
137,41.2371184882843,7.086777639315919,10.0
138,18.021731714856777,8.319408457080703,10.0
139,35.717947795418645,2.3435980584066574,10.0
140,12.185876496991394,42.32263214107412,10.0
141,31.067080835720358,18.37567593045,10.0
142,5.9541313177708926,46.03474467291308,10.0
143,13.98342597662716,22.500922317074778,10.0
144,27.897038215022206,-5.587857618427856,10.0
145,37.55402935486754,3.971694875551541,10.0
146,17.87146480480058,44.25630229568357,10.0
147,38.52546886543212,9.32028811257701,10.0
148,8.666639758095963,30.365021643402493,10.0
149,21.108731544221243,35.295039235033066,10.0
150,-16.823974177746678,38.32930439706598,10.0
151,30.395028827189762,15.840397852392691,10.0
152,31.44332420696247,35.619526681403315,10.0
153,32.65726916984218,-5.495531388752134,10.0
154,41.082046723454354,28.658856383427448,10.0
155,40.4877016762565,36.4152743691769,10.0
156,25.90019119783561,35.36466232716467,10.0
157,30.130007678272488,1.3910908623026792,10.0
158,39.09316831262792,14.955688204334802,10.0
159,40.093442297253745,2.541277781145446,10.0
160,39.40924960843797,-3.411985143995187,10.0
161,19.18640427000826,12.328827657949374,10.0
162,32.890387852456094,13.072938063464662,10.0
163,33.86682065900381,11.477174517373472,10.0
164,35.95985735387052,48.147664251757774,10.0
165,31.910992703578703,10.40086806977666,10.0
166,24.28064705708027,-8.477092669666625,10.0
167,29.43081821242915,10.741523234595386,10.0
168,20.79970892402835,22.632529041944046,10.0
169,13.488650692047532,32.15198962045186,10.0
170,36.77695493240663,6.199631422418135,10.0
171,44.20170099650285,5.2990569365155435,10.0
172,34.827270891567686,-6.750950466917281,10.0
173,22.266546496476856,1.229094624971026,10.0
174,37.676130844518816,14.819301027139154,10.0
175,2.8732468363358974,63.04392749836305,10.0
176,34.3416292242703,16.874120711359133,10.0
177,27.01039099762338,12.6329647619888,10.0
178,30.710904392024226,16.62053059354517,10.0
179,31.69450215072444,14.59676626619056,10.0
180,36.31261791487146,6.693082037181309,10.0
181,14.489594286678726,11.366777427726346,10.0
182,43.779755566578785,4.105943339359512,10.0
183,28.874405902721072,17.452606700393606,10.0
184,35.03586526050043,8.949523669392331,10.0
185,4.670852525216074,34.350501304202396,10.0
186,37.050789223323186,50.868386721923684,10.0
187,24.902924514772167,9.837191642057608,10.0
188,27.60894125133131,-0.8167291088066175,10.0
189,44.3838686086857,8.467769615043592,10.0
190,35.633063852432606,21.80897382110225,10.0
191,38.8404335131086,16.50106285652803,10.0
192,32.75051414549412,2.2170914108393927,10.0
193,33.50659535676646,20.98312964351677,10.0
194,30.36105899389029,-4.3838318856981715,10.0
195,29.422559448673606,-0.6046317036940074,10.0
196,21.29422348765144,13.746928755560003,10.0
197,19.664857390635625,12.259102312797534,10.0
198,40.571594384975306,-11.607974754211416,10.0
199,29.889362537497547,9.036635231640462,10.0
200,18.162276995830283,14.97853200761967,10.0
201,33.20659254458546,11.451855530487254,10.0
202,31.300089856976065,3.015025720582285,10.0
203,33.05174326550072,4.6131123160969985,10.0
204,33.206812499853356,4.160813162781411,10.0
205,30.243831229180508,15.398913021546091,10.0
206,29.634441914349107,2.0990707906127284,10.0
207,25.42921710420982,8.123221723294616,10.0
208,18.36154516135454,35.68048086467298,10.0
209,30.410650466443567,2.359358818011569,10.0
210,13.1205917161403,27.097236586071276,10.0
211,40.05997817905343,-14.437513526260206,10.0
212,17.027125952816128,47.546556794074945,10.0
213,29.17201006085403,9.899032020847299,10.0
214,27.883918201572467,8.538607344091684,10.0
215,20.826499477353018,14.19155808182197,10.0
216,23.392437655637043,16.786098573611547,10.0
217,19.06032426196524,19.434333263791633,10.0
218,25.242601097113344,26.06353669950063,10.0
219,24.881335684500083,21.1541908794867,10.0
220,40.09342180790584,11.924822355949448,10.0
221,41.54264051070532,3.4619242270411563,10.0
222,33.06379481560162,1.8668191370800553,10.0
223,-3.1665070220112104,45.524997855945415,10.0
224,-2.7941520077182735,49.80565131812558,10.0
225,40.61918152428414,11.747963527383822,10.0
226,25.358599546489422,11.087557005822127,10.0
227,32.23845339276196,-0.2151717752866258,10.0
228,28.04488156926773,14.48498985563885,10.0
229,22.479536401069847,28.344258012855697,10.0
230,32.966021515215296,-3.2946988654797593,10.0
231,34.26181033147528,9.629442383962436,10.0
232,34.35311466664751,0.5777243123190825,10.0
233,23.5887846419257,2.661774064456104,10.0
234,42.92868250648563,10.416668868071211,10.0
235,27.722890269144123,-6.01062329183031,10.0
236,35.641424893951914,5.9551365831407015,10.0
237,32.04660189126426,15.78778426450591,10.0
238,35.62319057075158,-7.970885295836492,10.0
239,23.597731848297343,13.537443325918613,10.0
240,33.218709883559995,4.1304924176796565,10.0
241,36.20666066206298,28.81545263295287,10.0
242,31.075263740353364,4.785193461940764,10.0
243,10.384403412546998,55.20628166828299,10.0
244,26.13606723084859,20.397233181984085,10.0
245,25.855326443868716,27.79230637750245,10.0
246,40.99649016987733,0.21993738305203792,10.0
247,26.24364178484484,6.5281806601232235,10.0
248,35.75165995562578,0.5164172592190948,10.0
249,-12.468362923751066,65.879706071931,10.0
250,46.061637059723026,-8.21415303568573,10.0
251,19.590288161387953,20.31755494834082,10.0
252,12.386363837033144,28.751775951484497,10.0
253,46.50867423280527,9.169957862818855,10.0
254,38.744097691872454,5.483370854185412,10.0
255,26.912134467601,0.7058784071029507,10.0
256,27.114398145603648,33.32575547818124,10.0
257,21.134054453925973,12.358942694568622,10.0
258,14.563438506222445,5.21472200343622,10.0
259,38.485319218512835,4.638742766299368,10.0
260,26.53566415182191,9.89658712941454,10.0
261,30.86885700298453,15.596871383031573,10.0
262,24.71238793441936,4.927190464161583,10.0
263,41.65845215639533,23.79633503360255,10.0
264,37.268556478342376,20.807792673795646,10.0
265,30.77298813416945,0.8826732838784235,10.0
266,30.263037912767714,8.574589883211257,10.0
267,25.936388529326983,16.108779476667415,10.0
268,26.757454347489944,3.761305378578143,10.0
269,33.24490919991004,16.11490305980992,10.0
270,35.16100185243613,11.034233323947337,10.0
271,40.968268116798804,11.765568097183625,10.0
272,26.503851437113163,-0.07313552981499782,10.0
273,18.98015399630339,20.613016197767543,10.0
274,46.77589880734423,-5.407443927652793,10.0
275,11.591610538979776,13.926705742560284,10.0
276,24.963694256868294,21.34310731510567,10.0
277,47.300206280203575,-1.9068731247296,10.0
278,28.197891928208616,21.853878432467877,10.0
279,28.20227081896464,-11.28092587256814,10.0
280,39.42868847527043,18.31446737574238,10.0
281,36.54423952056992,17.48010313051779,10.0
282,-12.500372434401918,34.44399152615713,10.0
283,42.02617803562816,-8.098800427887632,10.0
284,24.73671958470789,7.899801964027934,10.0
285,32.53708894770444,23.152147987200188,10.0
286,48.519199880057926,-10.505848750073891,10.0
287,33.07847053392702,9.023682703617782,10.0
288,28.46484830191391,46.96696461831387,10.0
289,29.62842285028708,27.64154587794753,10.0
290,39.63331623011453,15.307675697579965,10.0
291,-31.716172953473503,32.668819201753855,10.0
292,33.904374047161284,22.876347160572323,10.0
293,28.214096602931725,-4.778489288277022,10.0
294,23.020083466102374,28.582968566598932,10.0
295,36.865726803709705,36.35032302646456,10.0
296,12.428643536707447,22.847295210383365,10.0
297,28.904499832140463,8.332436889264347,10.0
298,14.248460575037456,23.46898850852419,10.0
299,47.90747988898048,20.52606424478673,10.0
300,37.842077994145974,11.640768221706317,10.0
301,18.448954534337506,18.96891526147636,10.0
302,27.595771664585964,16.91484954317083,10.0
303,43.504681563044535,11.984075046921557,10.0
304,0.20135228489741802,17.558949984560563,10.0
305,36.395824912106015,-4.5760678915375514,10.0
306,24.838408921566092,20.67267784808397,10.0
307,30.87560445809975,13.669305577010354,10.0
308,27.402036416590686,40.656726769242724,10.0
309,31.877715025179523,25.224910368849322,10.0
310,30.176729422972997,12.469656806532244,10.0
311,26.990124804673755,15.734431497149325,10.0
312,39.82353901602324,26.234416964764087,10.0
313,35.39232563859668,0.5399312519074275,10.0
314,29.327681410035524,18.38726818578257,10.0
315,31.510723921401457,8.916206469996032,10.0
316,32.266632145783746,23.817670655547435,10.0
317,25.93352460315047,17.95189885966599,10.0
318,24.894488224994337,-8.580921076503998,10.0
319,18.68007494789046,20.83496280899827,10.0
320,9.395642180955063,44.81765796741845,10.0
321,42.01069152122617,-9.343280657230142,10.0
322,32.25970485252914,2.847941984493591,10.0
323,15.756142884384474,21.267804541472774,10.0
324,35.731600379964945,-9.99356094171722,10.0
325,38.19397819153386,29.428917710734837,10.0
326,-9.403878907264222,42.264482839264126,10.0
327,21.744642372701488,10.417930545079148,10.0
328,35.04756189399287,7.027466735046355,10.0
329,25.844253264576263,16.94083103128934,10.0
330,48.87675877516326,-9.119470373493506,10.0
331,34.018584112513174,2.2679207945954847,10.0
332,1.3744759264675754,20.947600164189957,10.0
333,34.995713676021005,30.11134489287805,10.0
334,24.348655610213036,3.000183969843089,10.0
335,31.063173167905383,16.73930656196931,10.0
336,33.92331635969929,23.117075766310563,10.0
337,37.9261168232298,28.93954472440378,10.0
338,36.890740248109914,29.827011966639574,10.0
339,29.0205270676168,8.772974829865243,10.0
340,13.255867218018386,26.097205007665288,10.0
341,26.559544271305704,18.82700958220183,10.0
342,37.357882612036306,-0.44647774948602503,10.0
343,42.30964565506951,15.636195534674705,10.0
344,27.37686463061756,22.862024120337708,10.0
345,36.93177124073946,13.324984731392542,10.0
346,41.61862239785964,-20.86241187225001,10.0
347,24.96083088590836,22.50784230136648,10.0
348,20.879421979771227,11.181084432561168,10.0
349,12.11680683028428,1.7859367826664245,10.0
350,41.34451927580906,19.113823054816194,10.0
351,30.422008621605556,10.87171970503559,10.0
352,17.276812620190952,3.1387390899704677,10.0
353,1.8760075532977571,26.162710383299835,10.0
354,15.00617307021456,39.829840304212226,10.0
355,29.409739997368266,12.599331576652823,10.0
356,43.02098233954723,25.38876422532749,10.0
357,41.63170524716742,23.349825498091633,10.0
358,28.866833056475354,-11.867470180506388,10.0
359,35.43984916164296,26.01820473638,10.0
360,21.49510338542082,13.722542591159769,10.0
361,25.0007110194471,18.667219352064755,10.0
362,31.778090576314817,14.09109465062403,10.0
363,-18.932796158495073,45.05035561424363,10.0
364,31.61374197486474,9.135436609730633,10.0
365,21.072836387686888,-11.489822309855642,10.0
366,13.174110517453308,0.660608052985248,10.0
367,35.32565642029765,17.21833562439911,10.0
368,21.38783103270517,4.060613901757565,10.0
369,31.795706792790515,18.74127161578875,10.0
370,22.19421589034885,15.378737860111952,10.0
371,35.46071696546277,20.84839994819056,10.0
372,35.80402648446689,38.95587473899377,10.0
373,31.407736414785568,11.192855179395888,10.0
374,28.643618776504184,20.421984504889828,10.0
375,23.56813605382641,-0.35224407789198153,10.0
376,22.55436870861602,20.449352388947787,10.0
377,38.744860737752475,-8.252095130350828,10.0
378,29.597369720239424,25.892222307170353,10.0
379,21.81657310830148,32.95993052904265,10.0
380,35.54223819550292,8.760409084663891,10.0
381,18.154544189322493,34.73825074661616,10.0
382,24.85911497494244,27.30353948749782,10.0
383,-2.030096722940621,38.265223846240566,10.0
384,18.21568532102424,25.304852632967958,10.0
385,39.41065466914124,18.749540352869566,10.0
386,24.969875782243488,19.353355040416318,10.0
387,30.467736716150107,4.771366198176612,10.0
388,20.524740654091286,10.77127955982085,10.0
389,42.32547384986335,1.9473250753491023,10.0
390,18.991770248546214,0.7825713243088614,10.0
391,41.66226762937757,14.199206927029074,10.0
392,29.1538799952263,3.647589009912269,10.0
393,40.974980683187525,-8.330830979355259,10.0
394,29.410267193459468,8.899032222661948,10.0
395,30.741518827546216,13.591904119173234,10.0
396,10.186603192712587,8.357794725062785,10.0
397,35.53318902126194,-0.8838525571734799,10.0
398,21.1216920456379,21.18820097251556,10.0
399,27.18961057496771,7.263723010357357,10.0
