unit_id,CapacityRetention,CoulombicEfficiency,ElectrolyteFillVolume,do_set_AmbientHumidityBatt
88,28.727707464332152,10.741380898426652,4.277120795264798,40.0
89,29.357114669812034,8.57761991579112,3.5216262723521705,40.0
90,29.269944108062496,22.49035191497928,4.8531427137470695,40.0
91,33.03455545242984,15.319254729466019,3.720129841630784,40.0
92,45.35092013867118,18.969360612110695,5.1073713520592,40.0
93,12.884792326631667,11.304312602160557,6.320925951327549,40.0
94,36.07588627781222,3.0679449819182896,4.713002369501719,40.0
95,23.148408852222747,2.4296778944406405,5.165300433536984,40.0
96,29.96394527493133,22.472108956150258,5.797034931054813,40.0
97,32.2699297474009,13.43778815151166,4.9091725877995405,40.0
98,20.76421200188583,14.037432281856798,3.061434611743108,40.0
99,37.55942247666474,17.45969304119399,5.308743516551213,40.0
100,23.451518406180867,27.440477603040407,5.074260570588159,40.0
101,22.973541719655746,30.802549387478848,3.453205157697264,40.0
102,36.28086897523885,15.121436204629076,4.009631652638196,40.0
103,34.894278456894796,0.3564857397427392,5.216310953132567,40.0
104,13.13880405622696,65.81808111529591,6.545022725838281,40.0
105,8.12069329685352,27.25868667483471,5.092326650776114,40.0
106,30.346278233333752,21.552113502177917,4.822837189409276,40.0
107,44.266955645674905,17.02862608658425,4.392208198888399,40.0
108,33.320333323962934,4.398989693604372,3.5497444115400034,40.0
109,26.193746783281224,22.359500774611416,4.845775820332215,40.0
110,30.438973341546873,4.801116206927504,4.015450840539058,40.0
111,31.401902252763296,21.329610183948308,4.988179690227905,40.0
112,22.273935864438926,21.60494931110164,2.8355124241039857,40.0
113,33.982832115540845,18.795187119048236,4.576752562254662,40.0
114,20.844585026287504,10.094954844101196,4.183183865624384,40.0
115,-1.3038261625626586,23.267169331849523,7.589427725942727,40.0
116,42.12367697340387,11.529587523039007,4.73424696237047,40.0
117,33.6991944778776,15.532828397243577,5.340516749331484,40.0
118,22.072991397351913,26.142757333070776,3.9075303291422094,40.0
119,24.11588172628666,15.297488893555359,3.591262174048056,40.0
120,34.97169639670008,15.433178922982442,2.9208871565095977,40.0
121,35.50865606382689,5.7521340096914235,5.601029641947307,40.0
122,34.157639535563916,16.502023691778852,2.841831581484734,40.0
123,38.65670471517298,18.458306264680054,4.763349667878316,40.0
124,32.63362290046113,8.991451650188612,4.9716614142332265,40.0
125,35.25122940423693,25.565492866870414,1.9203995084004657,40.0
126,20.171325997552792,34.99788811928756,5.651187194052245,40.0
127,40.33447610876637,19.975935818970196,5.699987190241956,40.0
128,23.012335150575677,22.21067964503728,3.2442364350424002,40.0
129,13.276620647851619,14.815138877053732,5.602013157770212,40.0
130,37.07856597810093,4.54374670086477,3.829511087342894,40.0
131,31.65021405846072,7.161777780229719,4.7059493251803035,40.0
132,31.99325267162556,19.644750213190548,4.299041202231147,40.0
133,20.19093180252758,42.456702175878156,7.781024727770984,40.0
134,13.568516826645073,28.40785952281057,5.590773511424418,40.0
135,29.295497489710307,11.082949075517968,2.013261022014648,40.0
136,38.2677482395391,-3.6886242945486742,2.7719246469252212,40.0
137,23.530495470509965,35.03940358374842,4.002964987798586,40.0
138,19.737683824412457,-3.4737043792737925,1.7022167140733395,40.0
139,32.557853823232406,8.800001354819042,5.297863208028559,40.0
140,27.313253719410604,9.07055258994085,4.376263462513846,40.0
141,40.8656296345778,25.492300713871316,5.4884673969014655,40.0
142,19.61178079782474,15.954694890512782,4.254037677509994,40.0
143,35.60115983440153,9.890046382289883,5.349294700635347,40.0
144,40.798285198417375,12.05579116018294,4.216229686498325,40.0
145,41.9258944665277,13.383241903611111,4.543594882940324,40.0
146,40.854587551406105,21.78607076856801,2.809589645928992,40.0
147,34.00492349474968,-6.096666251746221,3.8199345672841103,40.0
148,27.82913896212728,14.256331186678537,4.268968436233025,40.0
149,45.52982789503357,-1.4243399907504077,3.1376820869613242,40.0
150,46.457128526887374,-13.672490017996711,4.092608961846156,40.0
151,39.9858008053413,3.645985120340863,3.561786615982935,40.0
152,11.590757259050545,13.90854275180741,6.685215616030693,40.0
153,29.298535484505404,16.2000299508227,3.661394585229901,40.0
154,29.85912690796332,10.879619190466538,5.456762015619678,40.0
155,6.518932977155342,38.31116354209547,9.164106851557559,40.0
156,30.636404989613588,13.665831728967007,3.3603591201975496,40.0
157,33.94859952901341,8.090655852593196,5.147402747623697,40.0
158,27.825616068008745,23.016121339442915,4.788708600406546,40.0
159,49.70905063254497,1.4973752962420246,5.626615131752474,40.0
160,18.15831125047588,13.408459788924135,2.9402818109182536,40.0
161,32.828341186818484,6.0779450913647,5.553745109679571,40.0
162,22.918137217030562,11.683116772612026,3.928802358663571,40.0
163,17.466097241073008,20.93971046556997,6.620360362630907,40.0
164,42.73033008632535,4.984931914629947,3.1278978115987215,40.0
165,29.184768545238327,9.622610699547982,4.298217754837131,40.0
166,16.01964017551372,25.71825214486984,8.861519912728367,40.0
167,40.24973239486462,20.80069107508012,3.5501090362281778,40.0
168,32.832252404748715,13.848830672062725,2.733802469509181,40.0
169,29.831743748866415,1.164435726928442,3.887712364220999,40.0
170,32.41625927949472,31.361043792763535,4.459565741571928,40.0
171,29.88080176415898,10.216635880666619,4.227979290383824,40.0
172,33.77418389506856,14.309948147349434,3.0828590437986434,40.0
173,2.0089872029287412,30.118628616857496,7.739107442030616,40.0
174,25.709356648785523,19.85889874978833,3.055057465003255,40.0
175,51.07007745353657,15.560562566037122,1.7050729349390696,40.0
176,23.430295827897336,19.566957796853174,1.6706998883990396,40.0
177,40.20057366884472,19.017736268419405,4.218330133690368,40.0
178,31.821416202185898,-14.7122624388276,4.466782216471484,40.0
179,18.849530999427124,43.45718055120797,5.935113798128506,40.0
180,35.67884794780787,-7.2528310694638805,3.562672860242899,40.0
181,37.49117930627975,-5.158325526999889,5.539303500765909,40.0
182,41.840691433595275,16.708980097582035,3.859894786332503,40.0
183,20.896072187459698,16.188518572879396,4.544683286857871,40.0
184,12.017158496760665,17.667442168426128,7.261585348074785,40.0
185,24.045909529694065,33.679040067437384,4.840294853088249,40.0
186,27.329388796699472,7.674675905205678,3.46774698686559,40.0
187,39.76315050842951,16.13285700317277,4.745471329302948,40.0
188,44.12708045870898,17.304982416064135,3.9656565289574814,40.0
189,19.01009343719779,27.971377534377073,5.860921519249626,40.0
190,36.45471673718014,11.910503811054992,5.954418284441146,40.0
191,47.25116240547754,14.309401718801132,4.5649023818025665,40.0
192,45.16896256949676,20.58986848347517,4.321660199872836,40.0
193,25.48709998135243,27.83894060085356,7.410446276885317,40.0
194,0.498250261014794,12.75217665342738,7.654255011103368,40.0
195,23.21082761438801,13.325203304815744,4.141677365087702,40.0
196,19.815774279980573,0.38828129796740285,3.54023125899094,40.0
197,49.63791690542354,16.138328377259928,3.48086267506109,40.0
198,36.33188034406387,17.628644862395145,4.099135973687938,40.0
199,21.210032143549622,37.61591896399689,5.693093750399292,40.0
200,33.49271418510732,6.335264146020758,4.121534839432227,40.0
201,26.539392693061597,23.006254435966078,3.2461653264985615,40.0
202,21.77640744236844,-3.502318651972157,5.98929871010119,40.0
203,28.126721160886262,14.228942214031681,4.0570735715462165,40.0
204,21.97732751968872,13.547234779828925,4.205800482557073,40.0
205,40.52912120242165,29.119700646960116,4.914685820884623,40.0
206,44.91722850010436,10.676126091013682,2.7392212817605777,40.0
207,38.07693778470604,-10.420792358837273,4.455274357673179,40.0
208,19.433536804887698,11.311733408199611,5.416939327988651,40.0
209,27.287804885050335,26.381284275741834,4.14068639510193,40.0
210,20.65240764566573,16.16881430172454,5.4113022273464795,40.0
211,33.76192589030571,14.735304410236818,4.285227375733051,40.0
212,23.127223134315507,1.8190256368190685,5.117291204153587,40.0
213,41.01100159965849,10.814251837461573,4.212406528038238,40.0
214,32.01140053562568,15.109584563908754,3.1367015867387527,40.0
215,22.03975900177077,16.48770576332115,5.611079867479196,40.0
216,26.023856569986396,10.31197932882519,4.504859190554196,40.0
217,43.42750095359088,16.906433267994114,4.6421846815299475,40.0
218,30.706348056187885,10.338932170779765,5.940744461021771,40.0
219,40.822007383805186,9.350350164738531,5.541184514356896,40.0
220,29.177818592978042,13.731072699116764,2.633164066846811,40.0
221,17.11802347138294,24.593307017992416,4.936662396708716,40.0
222,41.01220058214974,14.542049604209634,4.163883878181479,40.0
223,28.657918487184745,10.346135901153248,2.4833298740999004,40.0
224,29.154171079379054,6.291503704274518,3.502306905436314,40.0
225,51.132780633558895,37.04331063647247,4.510182382987815,40.0
226,19.670619031172052,21.774862876063253,7.81779919893324,40.0
227,33.05960563436822,28.318761463824398,4.736853414098243,40.0
228,35.93614458963537,29.091164395485652,3.8357256655893126,40.0
229,24.955230454196602,9.912378654208174,5.8484743714388,40.0
230,38.61531306849962,-7.181981892085517,5.044764011738831,40.0
231,40.69919677197059,20.490460001285875,5.3247074437811674,40.0
232,20.764903881312677,9.966217641644723,2.8382720554241647,40.0
233,28.310356443053877,11.855673409111548,3.8918865208153623,40.0
234,12.48145103863739,24.167480080952668,4.3644354436679045,40.0
235,40.87500905824465,-2.924827199323895,2.1424664918254974,40.0
236,34.361810516837586,18.306200082012353,3.648552309317436,40.0
237,43.2751878442908,15.727599003186644,2.690609472375541,40.0
238,40.328521126848194,0.01253694549298956,3.783753006380882,40.0
239,39.13451153230376,15.310951962721038,3.3367350054809974,40.0
240,40.36828870888358,19.466171292833877,4.268075680274862,40.0
241,23.83744313245973,-7.345373311294761,4.545302668409108,40.0
242,34.67642460211509,15.175344535037691,4.0486522049396845,40.0
243,37.79191668795235,-0.3807463487338474,4.952929725275463,40.0
244,13.505222862210037,28.080029075767847,8.499869800675565,40.0
245,31.61265937961634,-0.12227199582884474,4.96736210988099,40.0
246,42.86514022645187,8.400225949932194,5.021022872903803,40.0
247,39.20909152618414,-4.698701796375438,2.893880722358428,40.0
248,26.92303198760988,10.282697500636658,5.850118388612092,40.0
249,26.336712788028425,14.68137814085939,5.293631994487026,40.0
250,35.53177393925422,10.08091322619587,4.357011165406635,40.0
251,15.728751720690065,39.09619981679974,6.8168940832826355,40.0
252,-4.560473405595332,42.754134529560005,8.431324165647368,40.0
253,30.64868664664518,21.288516788078468,5.1194706492014665,40.0
254,28.01201564309537,24.072976249679343,6.041658605086723,40.0
255,43.148940537501424,30.043635030845643,5.237004836329888,40.0
256,36.51994975298936,45.521899809832824,5.236941505341998,40.0
257,44.470542117123905,21.230143538936524,6.2401435958371065,40.0
258,27.900062205338447,24.98332895950052,5.221861402152569,40.0
259,18.40494785148749,20.860844504151693,6.428264839222989,40.0
260,31.25436900582194,4.079185228964526,5.524489835874088,40.0
261,33.997295274924745,9.856976563111303,4.574577659139791,40.0
262,19.230376066416117,2.32367234691392,6.511595055822167,40.0
263,22.284772782407614,11.14433516421615,4.408055492132002,40.0
264,24.48429243806217,14.188449811506697,4.750449597588763,40.0
265,31.239512497435317,-1.7996212454088898,5.711862108351644,40.0
266,33.66912426993471,5.8421505041086865,2.545761805468483,40.0
267,29.841158162459877,14.052691409351885,3.222132466340349,40.0
268,35.09206279826487,18.529553900367027,4.5615011202704725,40.0
269,35.6160442578649,35.11775360147311,4.790665994434221,40.0
270,27.00571418758167,-4.299716478876601,1.108126620459433,40.0
271,22.731022563852772,10.50952036820427,4.19752984825253,40.0
272,31.456874223195843,12.710009223862123,4.69399660231905,40.0
273,34.760967429887685,8.915481761171362,2.9287074727694957,40.0
274,43.963619697119384,8.874623490537235,5.990647004053342,40.0
275,23.850006018654362,3.820205903004549,4.969288219311572,40.0
276,29.94879114594592,7.974668696487685,3.9359239508226818,40.0
277,21.186358899888567,24.661966429494697,9.694654072583402,40.0
278,34.93143714573537,12.426365871392083,1.3976254697527095,40.0
279,31.998233786557225,10.630831153557754,4.751251467230025,40.0
280,34.70542402108146,11.91066644910855,3.1118720850920387,40.0
281,27.981919785190122,16.789593538133158,4.674923264532435,40.0
282,32.34026410209334,-0.3562277348592726,2.6472403535072657,40.0
283,42.713106370255275,5.4530233888954,2.5069593407093542,40.0
284,29.78463179717513,16.665449442716948,6.239356923524705,40.0
285,30.75640725573573,9.10914009637018,3.9677926014772162,40.0
286,11.264367287878818,-3.479631383315402,4.177922922716568,40.0
287,40.817606146209506,20.670641382806046,4.080229480567811,40.0
288,30.752142511064022,-3.0890236708464567,2.3324333636795593,40.0
289,33.20520454190945,-9.360077922397736,5.408618644024426,40.0
290,48.594111740526195,2.7340953667704664,2.3074378350516183,40.0
291,25.24818995546307,32.9453030506355,5.207380107284687,40.0
292,36.63531537976673,17.868031336165455,3.728307838622403,40.0
293,21.361854835991487,40.37504909401112,8.571225406963084,40.0
294,-8.545631849317548,37.23211842349606,10.330626006124254,40.0
295,32.59538133464113,17.26695347465531,3.322448618921048,40.0
296,23.70745402566307,5.131186797508631,5.325999132220735,40.0
297,44.90882371087696,11.40793624575025,3.7279785210396583,40.0
298,45.44884941108792,22.115350507726543,3.7745681451299,40.0
299,-13.055621249292695,54.78634150892017,9.704702143489051,40.0
300,30.160754066344357,6.752151885596841,3.029750220710662,40.0
301,31.47996168705939,17.29906284438033,4.990266712582908,40.0
302,33.490389980280284,16.972301938348096,3.5174640572159284,40.0
303,17.05825164379708,25.695342210346638,4.5426111062795504,40.0
304,16.873912144141848,1.6430664830575914,1.2108348878551474,40.0
305,35.56337972503164,0.6452382270423023,3.7644907791007656,40.0
306,16.498474245528243,23.206938627068133,5.6066184101734455,40.0
307,34.74333923632966,15.57521031259699,4.1451143525452565,40.0
308,36.992803101384744,32.466407675200145,3.7077994148909514,40.0
309,26.96093495608637,-6.351436957007351,4.560063416128464,40.0
310,30.780114915763754,23.891980682087112,3.563514285236902,40.0
311,20.17284429352486,18.6558988186176,5.277683504826459,40.0
312,31.951675584688463,30.22744266702091,6.3022571359455295,40.0
313,40.315555782816695,26.37979575965273,2.4615190013413475,40.0
314,20.401370026772604,14.85002449160899,3.8624711909617195,40.0
315,30.013892849967924,-26.64991565800527,2.8870100067313396,40.0
316,33.259735201851086,-2.3950934465281613,3.7841438633807623,40.0
317,44.749815599854756,13.622426976164192,6.149998232130116,40.0
318,25.15813787112358,14.181938849074124,4.70037264757838,40.0
319,30.538103179362352,-14.882798142923559,2.5243787092016805,40.0
320,13.327315823502676,46.10155163268106,8.232685456093257,40.0
321,35.737981046851324,10.276406306277543,3.2291215482142164,40.0
322,33.529737629202266,22.627723993149885,4.3468887023125555,40.0
323,35.10216037639178,24.62464986220428,4.598646063180778,40.0
324,28.566767823973947,20.38559421292192,6.729222731598497,40.0
325,35.376763082248715,8.710901672212415,5.032771470621882,40.0
326,23.494786659156777,-10.067674766808723,3.6157501191608565,40.0
327,45.05794800499933,26.580467135820562,4.639020693426657,40.0
328,22.416485656131034,-19.958341386826163,6.494976276692224,40.0
329,16.719260179186982,39.593614951205,3.6524993788033426,40.0
330,17.494657657813818,2.973263015101491,3.233834574948449,40.0
331,28.03823887138301,17.027540622271808,5.056467103980311,40.0
332,35.21648452502911,2.1237269432707215,4.13111974968841,40.0
333,9.928201872168946,23.517735274805645,6.025473425860968,40.0
334,43.82052634486542,4.9145131223987875,4.205437412037345,40.0
335,24.367372397425093,-10.236953634227905,4.657074732330695,40.0
336,21.78165474745434,9.370791552537089,6.528416988658103,40.0
337,28.594809671610452,14.170440186489781,4.953140107057896,40.0
338,37.14089695006202,20.010470281842327,4.24641977116453,40.0
339,40.08965186858591,32.89260137548506,3.29207599420707,40.0
340,20.642234166258685,26.716895290888317,4.607417185196569,40.0
341,34.71695674195496,8.235799680971464,5.477982298338221,40.0
342,31.148684027327008,-1.2631223294424938,3.074541704700143,40.0
343,34.447524136377005,-11.920089323073874,4.429129548753364,40.0
344,29.793109782119732,3.1088736345780053,3.4229775904730166,40.0
345,30.534457153907244,41.59101464915598,5.210064960820646,40.0
346,-3.79602118189003,34.64893047384239,6.772715285946852,40.0
347,24.704511476245955,37.82925081763319,5.1795206323287815,40.0
348,37.89961283316257,15.124823104799283,2.816185547148344,40.0
349,24.764318782529458,-1.476879438321209,5.117791557001811,40.0
350,-0.027347268614683617,22.9741736410787,7.692815702467944,40.0
351,0.7530798268433552,33.38742493486244,7.967742738712566,40.0
352,26.982362758145342,12.093144368458297,3.2971909473421404,40.0
353,34.60497459995184,24.4766765337558,5.272267151322288,40.0
354,29.374246467623735,7.332017067654544,5.536898730914332,40.0
355,23.36769826864434,-10.154899108183768,4.048049344631606,40.0
356,32.68174474611659,14.542499443267275,6.198434468309147,40.0
357,37.293201389181114,11.825328235885225,3.978630212576623,40.0
358,43.74751058030095,11.866921901198728,3.904028261434409,40.0
359,31.843304009824426,6.300864249180481,4.533447937349679,40.0
360,41.57214209086409,27.62411780918258,3.9640860947514605,40.0
361,8.638989878514252,-14.483478651441214,4.412305277039175,40.0
362,16.53608389193849,15.709529516596936,4.348320378619228,40.0
363,31.50683490695282,3.940061166046938,6.5130323780429284,40.0
364,25.1678065067438,15.021464180854151,4.329529451422717,40.0
365,17.32220851666388,6.609908118343716,5.078039924041366,40.0
366,41.49459672983019,14.4925998365534,4.749061245990384,40.0
367,33.540298450768425,-4.565990528120448,4.428357219053233,40.0
368,41.44715926630738,7.05962358025819,4.8069814531778565,40.0
369,42.362103418924534,5.171897228025782,2.4697437051466373,40.0
370,32.77557143177022,15.681031728880676,4.459953123838554,40.0
371,21.47187785768451,-10.277166204173005,5.7518126030515555,40.0
372,38.41410597640454,20.747958532946313,2.8621492086052114,40.0
373,13.945784657332652,21.813460720078133,5.240693974468199,40.0
374,23.53496483811765,17.265193227149044,5.026741821009611,40.0
375,32.650182256680765,33.11962247047559,4.513083999556111,40.0
376,26.969708600916128,19.977651900418728,3.680491866623307,40.0
377,27.900421563680638,23.48445409798552,5.058837880104863,40.0
378,28.792254873769927,16.172883351746687,3.939253275895797,40.0
379,26.088261463134092,19.376128397837693,6.212240859831271,40.0
380,45.5379533016736,-0.13846007098130464,5.06405442993978,40.0
381,33.55663268223988,12.199014622480401,4.164209982805213,40.0
382,41.33856828517732,2.9790079745638245,3.427885516156994,40.0
383,35.56167017763205,4.699874102034663,4.924860473673439,40.0
384,39.09406250089748,16.784479240367705,4.872115967964686,40.0
385,44.74024787666161,10.706763942605004,3.499662717785475,40.0
386,28.060327926870524,18.238674522416662,7.177778762492394,40.0
387,29.45054098637138,17.447906138272344,3.2406284150652116,40.0
388,33.87487425048433,16.785649540981666,4.90672632525601,40.0
389,40.04195607212684,17.15489534767722,4.7232506883001655,40.0
390,3.826731752629594,37.30547679490151,7.128574875889951,40.0
391,28.40062173611931,-2.158417340260673,3.598731044042389,40.0
392,30.60381753270993,-9.21130914344458,4.501624138545535,40.0
393,38.12667571739419,16.358145013958275,3.107900840831602,40.0
394,18.950724492804063,28.22378589567903,7.192331053066728,40.0
395,25.08771308307947,-2.2253896483249314,4.1566525512987385,40.0
396,42.28627071625719,22.38152693595885,3.5740534786981613,40.0
397,31.56845734936422,14.200703189592986,4.97838929313601,40.0
398,11.152509927874029,45.54929134523078,5.414320399661115,40.0
399,20.07936177786496,28.21494915036005,4.980800885693885,40.0
