unit_id,ConversionEfficiency,ReactorPressure,CatalystSurfaceArea,do_InletTemperature
34,-5.417956340595376,41.15524372302593,56.13473171216728,75.0
35,-16.18631738567706,51.53621177384932,56.31992917905908,75.0
36,-9.546408018691967,63.7649681347477,52.855449111757586,75.0
37,3.7745587184979983,66.07828737064884,56.90513827480892,75.0
38,-1.3176598190702176,68.46185381019869,56.127139457704,75.0
39,-1.8483160267959917,76.74813367365536,52.06225762291487,75.0
40,-1.3596424642982383,73.12359704327143,51.594307207654126,75.0
41,-5.4621491635289505,74.09381152649233,55.44801423025409,75.0
42,7.173571128500643,90.42502603685487,40.658493205973116,75.0
43,-7.961431616988933,70.57623979934074,57.247875022729,75.0
44,23.10469438714486,87.1641731159023,53.75494641859118,75.0
45,-3.768136774340828,67.35617286421076,49.81210688084749,75.0
46,-5.425817225276612,78.0710539699526,52.539736734319185,75.0
47,-8.70708356788567,90.56480005697992,51.484139967495835,75.0
48,6.427154738570674,97.37014263027386,55.865152918027356,75.0
49,8.337933804779487,95.64449080351558,52.78621150407315,75.0
50,19.343595747705937,75.43126283518626,51.9177385115766,75.0
51,-11.317153067432324,62.75741350631119,57.404261342020305,75.0
52,1.6482164770568568,68.67889477357338,43.41864377757154,75.0
53,9.526618547672859,66.73872170418107,56.68074456416464,75.0
54,6.108020294692311,85.87380744955848,57.777707400187566,75.0
55,-5.49010018633567,85.36335620298613,57.2082043566057,75.0
56,39.32903579582938,85.41908631610661,39.95911641348628,75.0
57,-1.4425417416727337,62.78251756661059,47.39103172536797,75.0
58,-6.247296708483648,82.92263862284531,54.30856804919019,75.0
59,-3.450134627872092,83.51333219362012,56.236397417955565,75.0
60,-0.8215628236027117,66.81837262334714,49.19165259665435,75.0
61,1.6739009785626675,59.318455085356746,56.932101803997895,75.0
62,2.7821893524184733,75.2678558951136,53.55384821437932,75.0
63,0.9145640434470415,52.07130561927349,56.450630098700124,75.0
64,3.5647284923928426,74.11218623618915,55.327359740483736,75.0
65,9.412041888612716,77.0620650957591,56.982906477800896,75.0
66,-4.7586191545293595,89.49142222489427,53.14796256913928,75.0
67,9.958736466975438,69.43692845957457,54.94536187157827,75.0
68,20.881661495195623,84.67304728822198,52.60129363689823,75.0
69,2.901641168161815,83.12250255980281,55.7225674489614,75.0
70,-2.906406262231391,84.22170983257307,56.974237661987516,75.0
71,6.579827396223029,88.81883934442273,54.194063020936454,75.0
72,4.032660351781276,54.01622265709143,53.98803041504438,75.0
73,20.094131773728755,71.2920212645919,56.23589497035271,75.0
74,-11.918798621867419,58.342506192457606,57.25426024774607,75.0
75,23.924321946104534,75.4214913046609,51.63017453459228,75.0
76,-15.792224460606985,74.60568234875618,46.64742947609859,75.0
77,7.03533023307523,86.9774648974798,55.751370077821406,75.0
78,4.0566184465893675,86.72371007547414,48.843045172823494,75.0
79,4.980576503913278,72.23919725493381,51.63788425801371,75.0
80,6.788596852525652,68.88676747501516,53.289148486889175,75.0
81,1.008972139431135,75.03843030382137,56.639125748146675,75.0
82,8.69058732908679,69.65731724473106,53.603195505596815,75.0
83,-6.988406543476174,72.45714997381127,54.70145935404594,75.0
84,-5.318307362926383,87.87974391453592,52.48162664335719,75.0
85,-8.217412162838386,56.545154211171884,52.48912691335269,75.0
86,2.621873549135282,70.3166096712573,56.904502388476374,75.0
87,0.8359952059335215,77.22412204543274,54.64517423491742,75.0
88,26.70444688815815,70.7594980640976,47.03157719037715,75.0
89,6.416985030615449,79.5615320825794,53.909707202768644,75.0
90,8.719139843149389,68.46263674425519,50.392028054750874,75.0
91,-5.126187707066449,69.2013493470878,54.254832559954245,75.0
92,6.066114585404899,79.64134013052887,52.966396493538205,75.0
93,-12.799453581723233,54.19626966449858,54.22224219574897,75.0
94,-4.3757530574327,80.00883734789254,57.759454913680486,75.0
95,-19.24687635011147,68.66542408929536,56.85815667604132,75.0
96,1.707823708347984,96.483247004567,54.740279116072074,75.0
97,-19.1993550097502,67.20472820328277,56.575197944263,75.0
98,10.096234004442735,68.49524518643345,52.551695133286415,75.0
99,11.78467602585509,71.31782232356738,39.23624818587541,75.0
100,-12.55121521507892,67.04239653203125,55.535973201176525,75.0
101,-19.60937654221658,83.99384354109195,54.975471220558575,75.0
102,-3.3485482623655916,61.04747603590646,57.72046300853184,75.0
103,1.643589128543449,68.8652770167419,56.45602595277519,75.0
104,8.764040926539959,77.16740291250095,48.62293561872754,75.0
105,10.586021459759017,81.14085186170331,56.53604691758834,75.0
106,2.631655924127784,86.63771580827454,47.23898458639404,75.0
107,-9.289283747842266,75.65796287453819,49.53090331000407,75.0
108,-10.759983154651907,92.07693540793767,56.45767485316305,75.0
109,46.672674889004455,85.48448732444338,12.147085081548816,75.0
110,-10.840635885768036,81.40868556496557,55.015461793464844,75.0
111,14.011873248000997,85.18091901330038,50.260546254835894,75.0
112,14.65349566048858,69.69511933126672,55.665208813611976,75.0
113,5.271310153799206,79.07764540069519,47.23598545153536,75.0
114,-1.1855751418606015,101.41615729788141,49.699651516257234,75.0
115,64.04843770473379,90.2002686938589,14.04794554755741,75.0
116,24.100034186844475,62.42058031577986,24.075066495032168,75.0
117,3.0339803390009914,74.9644248488736,55.12965468447439,75.0
118,17.991485634654207,59.243189061325964,53.87725315840309,75.0
119,-1.700559060684769,61.16219402297036,47.51523176662926,75.0
120,-15.724635682878343,73.85180969579456,55.59235263639943,75.0
121,-8.47137309735349,63.644241812704884,55.01353302077404,75.0
122,-6.185161853243261,76.491995692029,55.456444632961194,75.0
123,-16.01697194744422,72.84581564379367,54.97902717573848,75.0
124,-7.887621864183844,79.93810981030849,57.06531836673651,75.0
125,1.3770814993883458,67.83806314429661,53.73649533243988,75.0
126,-15.038417358354167,64.11163698217936,52.521728337074045,75.0
127,10.223666771786233,85.9965783009517,50.74972000432415,75.0
128,8.699268318484922,77.97099724868391,46.97239903525621,75.0
129,1.9682718171233065,91.11362743729829,55.90833624091058,75.0
130,4.521006420873854,81.64002462532355,41.54206012767113,75.0
131,6.111636803083227,61.338985906960346,58.741357302232316,75.0
132,-11.057089404428599,60.484361608006154,56.96330484458742,75.0
133,-11.92451453673937,70.36305992404597,57.098920938077185,75.0
134,0.26712341513564897,81.91469738306931,56.239840013157576,75.0
135,-10.527241782760322,75.49264049944436,51.20070240680037,75.0
136,-0.3693446764493997,72.00434201639256,45.94395126880527,75.0
137,1.8138893661052784,93.3339753938313,40.41985607746716,75.0
138,-16.859069798536968,51.59523130226473,56.856690104342185,75.0
139,3.23262483432019,77.90290013872956,51.687203104459606,75.0
140,-8.119610328513948,87.69102786840135,56.359089561476615,75.0
141,-5.3921884864188225,74.51292462555399,52.39864359635469,75.0
142,4.017548959627029,97.11616337150932,55.512913874073604,75.0
143,-1.2854266457566967,59.18072772042323,49.997050923275644,75.0
144,1.7937512557251303,62.43485348567885,45.68155825914596,75.0
145,30.7827416513446,73.99277758428804,23.09040822068208,75.0
146,1.9661526385149888,95.23315813004206,51.11098940660408,75.0
147,5.074614324825537,74.96731758759378,51.05032863294139,75.0
148,-4.425550721896785,77.24046967938186,54.33850266468736,75.0
149,16.971250707528046,79.57620527563057,53.37169514838719,75.0
150,-8.374531709850215,58.9636228276104,55.1004085294495,75.0
151,9.56677922745813,76.14333773692273,57.37614643207385,75.0
152,-4.7863306676494926,89.37300167555537,57.13633561744786,75.0
153,4.8037428805157525,60.820947797161395,52.278862922953294,75.0
154,14.116734625449531,79.08072795439118,54.91711359524152,75.0
155,9.966816589479869,84.91687887545666,52.11258242895761,75.0
156,1.8751282453177378,80.7776071679598,58.48444324495194,75.0
157,13.259801307086384,70.3933572054371,56.52195520386582,75.0
158,15.902339965180886,79.79572051146597,51.475872992181095,75.0
159,5.986451707545852,82.48876846150671,58.560855297550425,75.0
160,4.73521459510556,80.51135688629874,51.63066459388568,75.0
161,5.3418159192885355,63.443056100700865,53.44844281857406,75.0
162,1.7950214186142854,77.34782624204007,51.8021028246711,75.0
163,23.03326608815868,72.27758298683418,54.01648712797749,75.0
164,7.155203476241336,81.11420162560631,57.16983551529966,75.0
165,7.4006262111816214,67.48041768902614,49.459698599065156,75.0
166,-8.356269068490512,64.38031443932113,54.85803027564365,75.0
167,4.276543744851099,68.33918203690936,54.24265975755032,75.0
168,-13.504246653340752,72.1678455141194,51.8990078626372,75.0
169,2.1209897115891887,83.01527422733825,55.62997233487514,75.0
170,26.18860129722819,74.38446418505302,49.09225691458142,75.0
171,13.499799107968293,91.05685347456584,52.324805813734244,75.0
172,1.4176893758225915,70.53207013335094,57.41333743209695,75.0
173,-0.41351205891860643,66.98254572019573,53.9935975928987,75.0
174,25.262519442961413,80.97150835152615,24.725793050955684,75.0
175,0.7570172079119935,87.45764943566743,58.08179681141205,75.0
176,-1.7706012299028746,80.84855013978081,54.82559391228157,75.0
177,9.949403719968817,66.9705122367432,51.722108644540576,75.0
178,-7.392211306432868,74.30221870661492,48.801487248652684,75.0
179,8.63438943803741,79.36237791001142,51.88808449124883,75.0
180,22.51740363990416,89.13132734207679,57.11514742832735,75.0
181,-5.772733461695733,66.51599302517506,54.36287763714154,75.0
182,12.612584246157558,83.05738407178573,54.0535170693129,75.0
183,9.563976860126518,80.8568529832973,54.463394219606876,75.0
184,33.04042506392379,69.04086206497865,20.448561670571465,75.0
185,-13.88017287793335,65.99921409821377,55.97781713840237,75.0
186,14.071045743774482,103.58117684200548,55.52408183577168,75.0
187,-6.247018858616675,69.80529161276543,55.685914360324546,75.0
188,-9.189518960935096,73.8825209316133,54.059181359022084,75.0
189,39.19591478177148,86.56595671990038,22.883692602793438,75.0
190,-10.750908228569415,88.03745455940408,55.65111252395212,75.0
191,-0.07211988027121308,84.65617685513898,52.58305889066114,75.0
192,2.9759758280117428,79.33522210432375,56.88366089690627,75.0
193,0.0150653093065857,79.56596394987154,47.39589514180084,75.0
194,18.007246618028,66.9500306008054,44.81580198815224,75.0
195,-12.442197307690789,72.07615148397147,56.49457549056061,75.0
196,-6.390890473138253,62.25018832451617,56.24502285768706,75.0
197,4.8674190136547555,76.06225360182732,54.123101861385464,75.0
198,13.956449328519467,78.61546839620104,49.67154152489102,75.0
199,-5.198596401476889,69.25548032827507,56.85860861773254,75.0
200,3.778019291082119,55.961852266217,49.37239826537599,75.0
201,-2.392742782347298,79.62559445284695,57.346067315074606,75.0
202,12.715219311407319,72.3555942909795,57.6247956142554,75.0
203,-27.1946048992181,85.35542985556155,56.49904245229457,75.0
204,9.467403780251573,76.37347792199344,55.83355419006845,75.0
205,13.732684450024701,64.54076431545055,37.60938208526067,75.0
206,0.01677471507012296,76.03889010377279,54.26914023811617,75.0
207,-2.7711800583459327,66.5900326918607,57.59057647071768,75.0
208,-0.6043359954582415,65.01928646149833,53.65519022814837,75.0
209,-4.45034592960316,68.13899972749398,55.168610186345184,75.0
210,-1.4288209945292167,61.89029702646048,51.7913333460077,75.0
211,13.169214190109052,74.26470201654585,54.55361516448452,75.0
212,11.672437904645886,82.70989012036151,56.500789725874306,75.0
213,18.276333968093358,72.28742055417914,19.04598363430025,75.0
214,4.312825633473392,73.07924665711167,50.37812793203643,75.0
215,12.224611798666277,73.63731035525699,45.86595820014682,75.0
216,-13.690867356017538,77.65775007312047,57.31921639046002,75.0
217,-5.126693282172825,63.967790861523284,51.6211408560473,75.0
218,-3.7523361750717488,72.51973444946742,52.227168018833815,75.0
219,-6.4179898309495105,68.99352413356242,50.5237021358001,75.0
220,14.893228374282375,81.58861660519706,49.99344078445066,75.0
221,29.149656885645136,72.84202346260204,51.655981455831636,75.0
222,25.775948415905642,74.30751617723914,56.79207559255468,75.0
223,-10.379392977303484,62.12443787075302,56.82826645570447,75.0
224,11.597232027459963,63.754795944763856,55.94535458119485,75.0
225,30.71065196930752,79.62789089647974,29.448384715879016,75.0
226,-14.26646160344577,76.00413030587424,54.843574987920455,75.0
227,12.091042682431906,65.99499327122936,53.09626786464148,75.0
228,-6.271588700631954,64.60693518236664,55.03717552777111,75.0
229,-10.84151584439033,72.16133798441567,56.0475494694225,75.0
230,3.072648386028644,65.58484301933557,53.33233344880732,75.0
231,-10.797470933389826,90.73738945020816,56.5845552867889,75.0
232,4.366891254117897,83.29363362262144,58.15501233061964,75.0
233,2.5899370773462977,58.47006323308963,56.48970563050003,75.0
234,-0.19430431762561517,95.03816869111716,50.588917909868655,75.0
235,-21.05158147063992,62.913614785709164,55.69333069868125,75.0
236,-7.937822558644339,81.14852106669271,55.08072285312094,75.0
237,-18.357190037142757,88.16856413277897,52.13509827627207,75.0
238,25.306207489172465,70.63992158025371,44.631994402523866,75.0
239,-9.909930128988366,67.29511236211134,52.8094768174256,75.0
240,5.346267452143566,78.13760897291162,56.80232149008811,75.0
241,2.9062131686363646,98.89594873670896,56.9791488857117,75.0
242,9.642459206246938,76.04886257577269,49.15900700955797,75.0
243,5.568423793571078,81.351787243848,56.99354739824883,75.0
244,-6.603600921074698,75.67245576959424,52.727308630522344,75.0
245,1.2456212671797076,89.32142182458647,58.17495365938049,75.0
246,10.094424646949356,88.85053244433051,54.73610354532943,75.0
247,-6.125464310489364,66.07677708974884,49.42783062123523,75.0
248,4.936760697799848,73.66110750687848,56.89489324725605,75.0
249,-9.700808731525726,67.9701251692571,56.934770071546204,75.0
250,9.412564251034823,88.0074080025013,56.31678152617535,75.0
251,-8.494747521086914,51.11772619886451,53.58062360984334,75.0
252,-6.5060833278703285,73.20386950315498,57.27595151590827,75.0
253,23.42032496306861,88.35096741002181,57.31770593457993,75.0
254,9.470600840009471,82.35957243508201,55.45626688021846,75.0
255,2.4979204433740345,67.51643754884724,28.483187967659212,75.0
256,2.7794084335891975,74.63606923143169,54.07517548416305,75.0
257,3.266395501237464,55.93157557222534,56.0547734763066,75.0
258,-23.61681279796359,61.55117349266109,49.46706162519188,75.0
259,8.816083978715087,78.15941106060524,57.854242374983336,75.0
260,-10.11530941636132,69.74891598085293,47.83495337163755,75.0
261,-15.043576286316608,74.68413644203436,56.1039075515034,75.0
262,-0.7462005500991871,55.856073134227124,53.48957767351747,75.0
263,4.679006711218989,96.67770293080575,54.9754535515122,75.0
264,-0.8875312017526157,87.89377185333028,56.421445073374194,75.0
265,1.6554812832173305,78.09697577805511,56.04754510493135,75.0
266,11.65719739573789,73.19686824263472,57.21332884333657,75.0
267,5.699839481753461,67.50903773327369,57.66273264654277,75.0
268,15.023246841879764,67.68156439923798,55.83837339826408,75.0
269,9.670837964944067,71.5563966874895,52.217434398252635,75.0
270,4.77339328516062,81.41306653920569,54.772794050803306,75.0
271,18.19268824996562,74.89213082833287,55.031675179948536,75.0
272,0.7474940901378281,68.76952294225856,57.3574373032218,75.0
273,-16.339567023325795,71.97194944704037,58.9278895617861,75.0
274,19.775264830250485,79.28244701258328,54.829565329192185,75.0
275,-8.792339922753234,53.64948779264733,53.39866113815195,75.0
276,2.1943318449064186,73.7914404381996,55.99372793483551,75.0
277,17.008434282497596,91.9203281627418,50.987986324492645,75.0
278,-8.219172596247653,79.93370667974122,53.62228840826576,75.0
279,9.634719373319605,60.98118022318763,51.73365440002999,75.0
280,9.663033803639804,86.232670580774,54.90445159550453,75.0
281,19.452322423638247,81.90395292710859,52.08642557912346,75.0
282,13.621659388667437,53.311098201895035,57.76620233750347,75.0
283,-1.663773479196327,86.90970077656856,56.40382723754052,75.0
284,-10.006361201731847,67.12221625909092,55.64247767903785,75.0
285,1.7808148021736332,79.727347517081,56.81494945511031,75.0
286,59.7085890540876,83.04258132194629,11.909092321317356,75.0
287,-0.6056194464369957,69.71608972796781,51.80990706673742,75.0
288,-1.4650943159851924,106.00245623342084,55.60503891983293,75.0
289,-14.273694814380988,79.17943624341713,55.3184705867012,75.0
290,11.860216532402823,82.71536495445656,57.150775381005744,75.0
291,-21.25691191274499,41.24687183237985,58.470922780083754,75.0
292,13.032807628956563,78.67590035278741,56.14407800242762,75.0
293,-12.78963973417577,69.30929019358015,54.83329307185774,75.0
294,4.1108487865503704,70.10951371352418,55.169035560674985,75.0
295,27.622841744044734,97.25926406223505,52.19466655627951,75.0
296,4.219326310335188,54.99231494189059,57.36787553600277,75.0
297,13.42702688628771,63.50657833694508,57.50042413441214,75.0
298,11.260772476927002,79.73569814984569,55.07353144289513,75.0
299,25.663175294929122,100.64173180026143,58.517631237853,75.0
300,-7.25212156400157,80.69396209600458,55.74144183315494,75.0
301,-7.820001306222854,57.58782732375084,51.626555362237156,75.0
302,-9.486117661430518,73.87673687551157,56.60868521774798,75.0
303,11.574954570244829,94.75133634553977,51.576987782850125,75.0
304,11.108292900168053,62.141205596948105,56.11901300082377,75.0
305,10.144968368408396,83.48104928419947,50.81994962811142,75.0
306,-0.7130180249889566,75.66473765167753,55.797841920627526,75.0
307,6.183196273151814,89.45490095130337,55.68020885835555,75.0
308,13.899669451686036,91.55857654825566,56.41464119162772,75.0
309,13.575940737276571,80.68873015187854,56.03166636265515,75.0
310,1.6137104690592914,72.14322944752982,52.75329278943594,75.0
311,2.305629923952984,71.54442112638468,52.35575303870693,75.0
312,-6.035321868984087,95.75067608342749,55.331676400126746,75.0
313,-8.19409496122593,84.29231869215509,56.69703512368486,75.0
314,-6.613020444493658,75.48771578950497,57.0396879894541,75.0
315,13.752688121341256,68.86884253102002,44.238387128582794,75.0
316,8.974738528526833,80.75558469517078,56.80481317652375,75.0
317,0.7933921275089358,80.15235909663856,53.42988874323911,75.0
318,-9.071851652805815,61.18634185737052,52.83041047878513,75.0
319,0.27030003389087787,59.83498402572811,56.894571732316976,75.0
320,-9.913116997889041,78.36068252336402,57.19826817373403,75.0
321,13.666794713129732,70.84869736931715,48.901793221319494,75.0
322,8.424532057585921,66.20392220160167,51.40534767828606,75.0
323,4.894405373350313,75.04651549612336,56.45128373896738,75.0
324,13.92818734946027,65.24811995252907,50.19132625705191,75.0
325,1.4859798913076698,94.94298657600777,55.03443228966,75.0
326,-15.610039661305441,64.34968770056214,55.08602389287978,75.0
327,-3.311606333910923,65.02971398615799,57.414313883094046,75.0
328,-6.321050775786308,71.74844523899532,51.33025293617896,75.0
329,-9.533673968137418,70.03580493620349,57.24788415966099,75.0
330,23.780659313868014,91.7374672546927,48.578131694722714,75.0
331,-14.95182693858295,78.45560971399658,54.76381576544919,75.0
332,-8.206560275120346,58.44808810867698,56.12573581860367,75.0
333,3.0442916822025268,86.7666904260471,54.93941908118499,75.0
334,4.518357342791324,68.70609009063953,55.43299997937555,75.0
335,-15.11623191137079,93.62844249170213,56.68448082215621,75.0
336,-7.5447928234267785,87.01867822300224,55.88198606800223,75.0
337,15.47198971259913,78.46582421099635,52.7615907973986,75.0
338,28.892872500850316,77.97658914799932,50.877188159166366,75.0
339,28.837572067631772,73.77174237028179,35.342992489657625,75.0
340,0.921495204774543,69.7567952457331,56.49903771078419,75.0
341,-4.02611826583381,72.25489253067462,56.351046006544664,75.0
342,8.566845772984761,75.97518248784989,56.533799625357,75.0
343,44.19024587275932,80.3474464057934,32.386870324364054,75.0
344,6.693443126071573,66.85642247134099,53.00280422896515,75.0
345,18.34913182722398,72.22148463924736,57.350132290277415,75.0
346,4.3393290553617,83.94754153009264,55.242301805889056,75.0
347,-3.378015423159578,67.73453049793977,55.257944900527214,75.0
348,-9.886614512307428,73.45058261396117,55.149732391902994,75.0
349,-3.7673872415416505,37.84960820795858,45.203404571528985,75.0
350,5.427783817970372,97.74186945593983,56.31460128770418,75.0
351,-3.5282925610564,74.41217948980187,50.75571309219243,75.0
352,15.691011269486092,74.16823591724179,53.46083060019494,75.0
353,13.275258282680465,69.63617659163252,57.70511977755354,75.0
354,6.256729624622118,69.79117838861956,56.62367578689577,75.0
355,1.158231519800533,80.70645926407674,55.48353299738869,75.0
356,4.365007110343793,93.93808800204225,51.7239387127678,75.0
357,9.807704444072051,95.30890963403725,57.631806136391134,75.0
358,-14.30640100075636,73.8478831998953,55.08596456437888,75.0
359,21.127885435970633,81.73811538475971,57.05557902070996,75.0
360,-13.515305907809438,60.46115404787576,53.28381038960801,75.0
361,-2.3093340075279647,71.09460539061561,53.922800874967386,75.0
362,13.824350096541345,86.49054052667009,53.89543549558452,75.0
363,1.9277159584561365,52.61330942757807,55.77192960256757,75.0
364,16.830151074032056,70.09928653267166,43.21116549550977,75.0
365,0.10942505145795867,50.01051821411285,56.44965936727208,75.0
366,-16.604941404862274,44.282814507934695,56.654038312278395,75.0
367,7.054564959265011,77.77510331044266,48.21119377534536,75.0
368,-7.454400438257441,58.98344706618392,57.982395108463464,75.0
369,3.989365881317343,80.30146064381798,55.72579780423886,75.0
370,-16.60537686472727,68.4544076300454,56.672292913123165,75.0
371,-2.8626259061429224,85.36777586441994,55.520682515756704,75.0
372,25.96889647938812,98.16066019503465,50.93061038564495,75.0
373,5.801101730322639,80.33302492744703,57.96386361644882,75.0
374,-0.6636556168324028,79.28855089719887,56.17230421459378,75.0
375,-2.5410851818992213,58.97824360331533,54.731887781017036,75.0
376,-7.438075062420448,70.77425020016368,55.28234861163971,75.0
377,18.919393311843816,76.50523623831204,47.59723595297555,75.0
378,-7.009976901912347,77.49565476126982,55.05810141624432,75.0
379,-3.1600982275791982,82.18380766260087,56.40781825466213,75.0
380,-1.1249303139709115,76.09355042124143,51.25667406523839,75.0
381,17.027477575714396,82.31830005568808,54.14207053619023,75.0
382,-10.908141538975613,73.77869821836471,54.27772105346921,75.0
383,-7.861605398079925,73.25968404467203,56.87657330685579,75.0
384,11.08956841201472,67.78917770686887,50.79236864302411,75.0
385,16.38233654360548,85.0698285254727,57.69296609154396,75.0
386,11.893893904493844,84.08025528619298,55.30010046285922,75.0
387,-9.07209575210992,70.8753980427419,55.17995473668894,75.0
388,-2.5805012529334954,68.9517475307413,56.76866343291999,75.0
389,2.3276285118744964,84.62516110745068,57.06823768053752,75.0
390,-6.557422181766936,70.14404413275142,51.56519210210144,75.0
391,0.777507337649916,89.12436019150229,57.1955748169211,75.0
392,-10.926828233226184,73.62770364268013,57.484783479907655,75.0
393,44.430601922363735,69.5057917921943,20.59531374083812,75.0
394,16.82889776069301,67.28714291940597,55.93302737012356,75.0
395,-13.194049092010504,80.11935700557379,54.80596788250343,75.0
396,-0.5580766974895277,31.28577297087476,55.906019623082045,75.0
397,-0.05127918801584652,79.09126300960298,55.586573224244965,75.0
398,2.1474516225112255,62.29733625564803,56.978245411169915,75.0
399,4.353196859742045,68.81528966992012,56.01381959048057,75.0
