unit_id,DiskIoWait
240,59.51748107389287
241,44.14868145324036
242,53.50878680463273
243,45.25756602627061
244,46.20549422040329
245,77.62829939406502
246,24.619183712479085
247,81.49382394024433
248,53.954123404378606
249,59.152753787107734
250,48.588527136089176
251,39.823724481562834
252,55.48888137043738
253,39.51594890680406
254,43.109650087765
255,57.39558466939002
256,52.217419343099785
257,71.66680498859054
258,52.13053459462063
259,59.66058825065003
260,55.6595358124415
261,68.40767452957438
262,33.84081396970935
263,37.86014892471253
264,72.73546244772393
265,34.96881608293825
266,41.93826134794274
267,46.463176078507196
268,64.25590443555453
269,56.33936352602642
270,39.22373825399789
271,59.4362901328156
272,20.640683259334114
273,56.80805839321538
274,32.79201319035766
275,66.92831880081532
276,43.54438653725356
277,46.95566087863912
278,73.03016148910241
279,52.350669574922655
280,52.979060719623874
281,60.69196815579796
282,47.0104786374333
283,62.64147761545095
284,57.15824894013933
285,44.489622294881045
286,54.82111876880253
287,40.03432353456822
288,37.138733529116294
289,29.320342695168982
290,45.375385588813515
291,47.9855711742088
292,51.657838176925885
293,44.14836315285163
294,45.498118783187536
295,51.31334557634703
296,29.562049888276654
297,62.76788303649337
298,41.101642361357065
299,31.809587131136308
300,29.862207009976284
301,58.71973002511372
302,38.17706370215836
303,44.241647759096644
304,52.94174299731414
305,53.85508432659035
306,29.92207860862332
307,41.14906695260764
308,86.3380552475904
309,68.05265189320735
310,52.769032026937055
311,57.380722750288484
312,68.66150607029391
313,61.68995284174334
314,62.49780202678054
315,37.9403429331436
316,60.680200413768105
317,50.80326508992186
318,27.231694539517903
319,23.75473470871537
320,50.72322710985965
321,58.33756962697739
322,76.00664452018626
323,11.174069638245586
324,27.340312789319064
325,49.71176660739056
326,48.482897652510104
327,61.0879883309127
328,37.98513491703828
329,30.890924663931763
330,46.77109084323428
331,59.05876872428148
332,45.865198185707705
333,50.56009996573437
334,36.299547902631986
335,55.561224058960846
336,60.30897550646478
337,37.1825011909086
338,35.853213569879536
339,68.63231795113148
340,29.70278012086191
341,42.77252742492129
342,31.328476841532453
343,38.40627327131256
344,73.55936628638823
345,44.67230443412585
346,49.250857669504995
347,57.96942812933343
348,42.54561699711935
349,66.198458975405
350,62.289939728635325
351,66.09754486893856
352,36.63090043155409
353,54.1878552640222
354,57.811826792266885
355,59.455802926168865
356,58.81661139848765
357,46.34560248377714
358,45.647316217133714
359,59.48209372712326
360,44.69327567903714
361,53.08822519855126
362,61.10667965621082
363,60.98249312028199
364,53.680570876517564
365,76.27004728298583
366,65.68305231088743
367,28.315443874984634
368,50.06146306452579
369,26.90056805520767
370,58.82439345989896
371,32.69136775800383
372,52.03149172505676
373,54.34160002130995
374,36.2627054314359
375,32.69176066567721
376,58.005076636350026
377,75.65768207852406
378,42.34121372574554
379,71.29041233468787
380,48.344444830656364
381,45.704756577808226
382,46.42878226815605
383,61.06058752755313
384,59.86645180060193
385,59.10314330358379
386,56.00261340509266
387,60.78008276976367
388,49.277766320192924
389,61.78003100180306
390,46.19226195609442
391,43.728715258406936
392,49.94505299764733
393,48.493988322260584
394,33.68814531760507
395,53.654195416521084
396,54.76092607562988
397,66.45710549098283
398,63.088240314550774
399,47.486551866822865
