unit_id,FeedWaterFlowRate,BrothTurbidity
74,47.16584561096646,45.936934299835265
75,45.411828526593965,51.0027469159909
76,28.24479476320148,56.35971142596112
77,35.295783078259156,43.638454097969074
78,36.962600934118235,50.653217562188665
79,34.31212947279875,55.946665755306455
80,37.64518872383094,35.81357382711942
81,43.77571789330242,52.44563616985891
82,43.3341455604457,32.85233787077428
83,30.234588865185565,32.293540490284606
84,46.80244034263366,26.23235120186436
85,46.462637744631515,75.2120636863502
86,45.51061900688128,36.31542662487551
87,39.68928323265818,56.9749472653336
88,32.979227700582214,41.381109737235256
89,38.768059744499276,62.02858260605685
90,35.09219583487872,7.779827119609619
91,53.18648621783434,66.20422465755368
92,30.394135032561795,42.296294861519954
93,48.06629523003977,25.40141918403248
94,46.34184859809231,48.139358204258805
95,51.49212288735506,42.362645892706794
96,40.95437181839077,44.003741407245144
97,42.51815012646178,48.527501778670675
98,43.67601899648324,54.30955945328825
99,46.08270185549879,51.402903613672166
100,52.35550303830922,34.33366047019854
101,45.611450258603334,59.13628014385006
102,24.71482350122199,32.814022174464554
103,42.67916066529863,34.615241893132506
104,43.39327558460241,24.987587469557482
105,40.018096996176574,49.820769826941984
106,37.51283055054351,50.168445940534305
107,44.102064128016224,60.306679169005164
108,43.64004049815682,52.21142648864389
109,42.80304157976243,64.72246691516958
110,54.724615931135865,47.345546695347096
111,35.496286290675805,49.15723426009335
112,39.758786950401735,22.115203879205872
113,32.632001462200485,48.7532803282222
114,40.278372584009276,48.70716575977446
115,35.84772503980542,37.60062476829866
116,39.764527435566066,45.86093156960281
117,41.67567103539827,17.4945891557366
118,47.30781437192052,61.05979594483543
119,48.01862029781818,38.85816112063968
120,25.739114251226265,20.91025884730396
121,42.88564899368269,26.041698040102848
122,31.08687538996366,68.42695599552171
123,29.280626343255665,15.802717980551607
124,38.78426323257251,56.55501616762614
125,41.70965209115368,62.213479602705426
126,42.19366373372519,39.93179269594597
127,37.826839562252886,66.06103679363846
128,29.34933942314293,70.55532546623148
129,36.48658452840326,45.295599616497356
130,38.12817889607159,47.88568238096028
131,31.017304828462358,63.18400421157529
132,31.109778724571417,28.18447416624587
133,40.56946885497795,48.30704164763522
134,41.278508799123934,50.72112049559098
135,36.94938682991365,27.634974799705752
136,39.42112543991513,49.18677972599332
137,46.31759009050265,47.84904248193253
138,44.25366871942574,55.45165968209568
139,42.995285428888735,59.85352625664094
140,33.846645970673606,53.157012242447905
141,41.7572046629791,32.707293539288784
142,34.36810142221177,65.28389940611616
143,40.84358068294581,34.56320019748257
144,54.79552712701713,47.629741519619365
145,36.68256879348173,59.93581036610122
146,47.67769360032483,65.29356479273815
147,36.37046552280521,29.57012188759713
148,41.144613763718525,47.25959757320914
149,36.631432213032106,56.33873963867849
150,24.422163550807184,35.47835322390491
151,35.554073596898924,57.340488658101854
152,44.442862431199806,74.21546933706796
153,44.364897002146115,54.414292135377565
154,40.51775798109479,35.51058192616678
155,36.33281880248733,51.08258960852485
156,46.97154617609652,14.05569134808422
157,38.25109180468336,70.89429995212471
158,46.97254694553099,44.23780884515046
159,50.51217967738998,56.424304004898836
160,48.66090492623023,35.85561933397483
161,33.842519523535,45.13516640093697
162,39.64891964853022,48.669262071050525
163,35.28240106883252,39.471651350635554
164,45.85431064444056,52.18992050119756
165,26.652944180843605,29.99286625308764
166,42.20062137755047,51.28273406362792
167,34.648998006307636,32.456496015007076
168,30.1637208925484,39.441639240735604
169,32.60757295836856,30.737365975288377
170,36.92406647197753,37.141685803191955
171,40.19501902993811,26.655638000107825
172,36.87371240409519,35.0255524173333
173,45.48824770012133,41.8181067915648
174,47.795432547853736,42.94723803322989
175,45.43380710114005,31.724232071944932
176,47.5608113788071,55.01423965749875
177,32.334772809223104,16.169615762367524
178,29.259624625170936,60.285976092906175
179,42.97267029072048,63.90708671072254
180,55.58653254374231,39.786078015959234
181,34.425471759555,60.36902607553045
182,49.57731718613145,44.57858900133847
183,45.131571216139015,67.22114863099404
184,40.37087037332478,71.4062442314781
185,29.758864734969222,36.81116365462056
186,42.27329640658877,42.88180404884662
187,38.52718007238598,45.04096228320817
188,38.17687602094586,16.207333047343397
189,51.474900293420156,62.441878339953305
190,31.232484707100944,48.889033367600405
191,54.410979626689304,50.42652031904162
192,38.731156644382736,-12.894723373362037
193,49.1970955600239,69.10755522928805
194,39.02665785178775,54.01581994925268
195,35.650268163625526,59.490650816234464
196,40.879418054253186,48.108251135191466
197,38.65629573575075,41.8826046009408
198,27.262632846377404,50.75963641019264
199,29.87258912740905,49.794108502473044
200,60.021622896973824,66.91270860743313
201,43.51127295468799,50.68066552441944
202,41.86693814192775,52.17243575110932
203,44.86919220304493,36.33629118809215
204,56.71627985986029,39.57417948988221
205,38.55028876258643,44.73134965502794
206,39.43815008290798,42.877994211549066
207,35.52188874493372,48.44703924622479
208,39.77609035859506,49.118426365313255
209,49.39889799866216,48.479929402135355
210,39.81146598225942,53.432750748406484
211,44.760112963128606,42.12591720609569
212,30.545913614889468,1.6025120389439564
213,46.96227748480103,69.31264667133723
214,52.530897198629056,65.23566624964909
215,44.56492766312827,55.508512377471135
216,26.543940294546783,37.79940019422148
217,38.394532530125666,43.51473373731754
218,26.699961867631867,22.038508759873263
219,30.255899005465754,24.962892774208115
220,45.152908014244574,25.130559405965673
221,48.1065741939629,50.10996845761604
222,28.197175188681566,60.119887399194006
223,36.711370677558065,43.91986654901079
224,38.02831380483088,55.40489940041731
225,32.94387253382698,44.87697583959523
226,33.151588662447914,57.71261402754306
227,40.72007939043283,51.27623981050118
228,30.07425287179088,57.97726100325638
229,49.85149589681976,44.43646498231948
230,34.99085680567153,73.22571478981037
231,36.53213355594199,18.26381979223724
232,42.79672379761815,51.16207169718879
233,48.066794224419866,43.87450224697626
234,49.149484449442184,23.47514043898937
235,32.95573796273387,40.194229770842156
236,31.831715323293317,63.41608888146938
237,43.78602157410735,57.851617447753185
238,29.97272625658841,56.034851004008196
239,32.07541254237769,33.044304786925174
240,45.494051139727695,29.848645582444448
241,39.64525990213252,47.7059350535215
242,44.74949138102522,40.40765959655457
243,46.47157536463183,55.59636900293148
244,36.21976467406841,56.371512260097425
245,48.49928310444289,54.682645148325015
246,34.7995534703996,22.44412450973222
247,33.669882446123346,55.78965536052474
248,50.04318873798046,57.15582857678562
249,34.13269931179499,41.666218319179926
250,55.40792416026863,74.6152421097729
251,41.37431558693315,67.61110889892063
252,35.8801284089548,19.011542406272735
253,53.02941345438032,55.29122760747486
254,37.59895858028437,35.33624954738468
255,43.925177741888575,46.20453671392019
256,45.72651050783289,45.81238850343261
257,42.93351723095732,55.69898064308342
258,42.23356661540374,15.900149256554032
259,40.50770684109216,63.9973214004352
260,41.10577762695956,19.06375654469192
261,36.18663657225379,-12.858750461429153
262,39.93577167312541,51.42757435203121
263,44.494302612747184,56.39744184109206
264,34.5861545204307,55.48079643760918
265,42.01933416865499,8.125025447247047
266,30.918783829353597,14.971519784076893
267,40.26535563814416,51.11671347627055
268,34.620698133418344,38.71171385142981
269,35.54104036958319,29.058864997690154
270,45.989500415930515,64.8717254892085
271,35.207098660461654,63.34743956200312
272,36.30047728556845,35.88426201090026
273,49.882740297933,39.710242115711075
274,30.50474240692192,44.67748408765268
275,32.265561104526974,53.61724118624265
276,34.979253668946065,42.10600619267832
277,43.799410285475865,66.36222140017482
278,47.699161501661216,50.72203462061293
279,40.66391306018524,95.18190956230086
280,40.51846992971666,51.30968016154776
281,47.79968438874524,38.490702132084216
282,45.38921247681167,46.27915315451685
283,32.423282576669244,41.13645795054336
284,26.537047827570923,44.75048286102635
285,42.403808479083466,48.122424184954255
286,38.3248586020588,27.683297183847987
287,17.706489791669348,15.25746490900724
288,43.10022078293975,23.07322088336917
289,47.46632302720067,40.77880585387669
290,34.65282109745314,47.70429143688973
291,47.4165445722453,52.661965270737056
292,36.590770081067326,50.56452816750153
293,36.43575788275191,48.889322344145356
294,38.00476748268671,60.622340558800104
295,42.474318970587355,70.54258613365712
296,38.94048320973586,45.28096145254423
297,42.054273129898846,43.35907837599718
298,35.931836109787554,40.6920813774359
299,34.27944749483946,49.13509388862698
300,44.55770641963606,13.138971502880853
301,39.8701573985873,50.170477247180884
302,41.41066764070412,59.02625010195394
303,32.4988548595526,8.179326092501707
304,45.38088391873151,61.10694154770401
305,43.781648162562746,35.7607884500879
306,41.6196018138143,69.58052082053489
307,43.089632524186484,70.79936436461722
308,32.54777597801677,63.98644096559548
309,38.18680167594188,45.55522875895327
310,48.17652873547538,62.57753462258472
311,53.489981782913055,59.028748239181695
312,33.757947763654904,27.45017624642266
313,40.674287118718915,43.44229560208405
314,35.088077004943194,46.35529942550734
315,26.15915943188836,34.02294286727793
316,40.63472274770228,38.89790424696386
317,38.96477480153342,23.873623352358877
318,55.96873017925351,70.21624094962348
319,34.137765162513915,68.66098488710819
320,45.84627707152903,59.80965688106933
321,24.169186456786132,42.11755662789884
322,45.58832212432453,56.050936736106316
323,38.65923067695075,46.142662141553785
324,22.10411583108406,24.72177349106065
325,44.9490415629836,54.506832679582836
326,50.801431208788266,69.54744137348565
327,42.85342099176126,64.592272316182
328,32.92717616306526,34.41923586140524
329,48.63055903037427,76.05706197547622
330,35.584674629917906,23.182998132977467
331,37.33928180671985,22.286328679099242
332,39.28250161019353,39.42211154037047
333,26.767435145479062,63.17789959333335
334,26.88122814425118,38.667138483842535
335,32.643109077683405,4.800921326375464
336,22.958368168875584,40.60749712824647
337,30.72729444369131,52.84694341965802
338,32.51484166623123,50.97314389167421
339,45.94879501226342,29.967213058310435
340,24.92352897509223,26.918662639595183
341,35.52783075624737,66.65609941533853
342,41.073579338233756,30.80634531526412
343,37.087736526678036,62.02681955595284
344,28.78267133730529,46.19912083105399
345,42.70469854533884,35.89821632432245
346,46.684458249923,43.82471411198735
347,34.7224329660336,57.80736321123589
348,52.362673060614284,42.20250938735529
349,46.60689271168886,63.0082627930337
350,29.10332240273706,24.647193681336347
351,41.029214609257586,66.17969247586039
352,32.82417577601561,48.39350985246222
353,27.80611371314262,57.6537761065441
354,33.66394573921319,59.93496598982574
355,39.51563104220509,50.03896256106498
356,34.21954883476537,56.322863694811694
357,37.49718637666004,55.366998629809196
358,52.123591400288305,52.38378050106994
359,27.42036954677425,58.158880103308945
360,37.04812209216822,47.46597106510594
361,40.9805017236132,43.14349812418597
362,54.64803559075744,31.56983429684315
363,28.656805516161903,24.413940927834517
364,37.65831804594007,17.17240905535097
365,51.64707753829006,58.03779907173381
366,44.38623716141849,63.35072047674651
367,45.690272445118126,54.50797469365947
368,42.1749896587862,44.01821173730611
369,37.010826831701195,32.20715379526101
370,38.83743714039952,41.65812333167289
371,40.450289561808454,27.635612244604697
372,30.004590464525965,49.505574349698904
373,29.350419027044616,55.057870757824105
374,40.5606903687507,71.12644662466401
375,41.69085554622564,44.56505741705315
376,43.07083216074623,58.34309284832449
377,48.186282645131364,43.9585807334698
378,59.12201423064911,35.864954326715036
379,43.367304107510954,64.35420693531944
380,46.420377135962255,46.742891985797804
381,31.159378780425914,51.61938928748555
382,44.64937372131339,41.94873978453411
383,37.49370501231726,46.22271017548978
384,42.82371675141494,46.295703683897415
385,44.02047471620467,31.5704502711186
386,44.79748822187485,42.18177972501312
387,37.07687307324127,61.61493788794574
388,35.13786023196722,73.60416415682917
389,34.7692395217041,23.494033399585707
390,40.494217426144964,46.70202833872904
391,40.402484806185676,64.47248736464104
392,32.95178087508397,64.7166460071959
393,43.25057290907565,51.66585475122685
394,31.320226735522777,23.351812158418994
395,38.703000000201236,49.394378444305886
396,41.57104548984581,51.4806566129118
397,39.675401316706136,50.94977916094679
398,40.050869761895456,40.60665844225284
399,36.90248326328135,21.098145079933285
