unit_id,CropYield,LeafGreenness,do_FixSoilbornePathogen
125,-26.538825793212837,60.25444862645518,100.0
126,-10.840269194250231,31.12314047107315,100.0
127,-0.1355691337220586,46.20001601803663,100.0
128,-15.737593472436853,59.56742870761832,100.0
129,-11.517051174614961,45.20393806796816,100.0
130,-18.87639405014811,42.45658279344872,100.0
131,-2.385358948172443,47.58054239127078,100.0
132,-9.976104679130202,18.739756939699987,100.0
133,-15.031308608199478,45.78239563986772,100.0
134,-22.118909454103953,47.46049704665748,100.0
135,-12.667695076400916,24.933499852442054,100.0
136,-13.44752014400315,35.59748737246581,100.0
137,-20.710032289232224,42.82779787292532,100.0
138,-11.674289911895006,43.8970451763233,100.0
139,-23.23285061845388,58.499812370488016,100.0
140,-10.154120041502473,42.949870964884354,100.0
141,-20.9371264832675,31.91661257092249,100.0
142,-23.42568442018884,64.4754171358874,100.0
143,-19.704750985733508,30.347915604530968,100.0
144,-28.141683776701157,52.228777438207224,100.0
145,-16.213418030722657,50.786779755029656,100.0
146,-23.533940492822122,64.45785863276402,100.0
147,-7.675807684273387,25.069964735307735,100.0
148,-22.922184053976522,50.72637884809783,100.0
149,-4.612450481776146,38.89858954411349,100.0
150,1.4397031188257787,20.146312809286666,100.0
151,-9.118960764588328,42.806490324639725,100.0
152,-23.39817229592434,69.40041886164045,100.0
153,-23.60972416755312,54.508671352891604,100.0
154,-6.5952978254424615,22.68882823275376,100.0
155,-27.153975826825395,57.16977086694027,100.0
156,-40.220925883793264,39.83874419904995,100.0
157,-22.039571501016685,66.49696326210422,100.0
158,-24.65049690619749,43.784959948473954,100.0
159,-13.17786754911899,45.20981262719505,100.0
160,-11.86532588810243,30.07096568011869,100.0
161,-16.561360982343967,38.59081800106379,100.0
162,-22.986500836259783,46.4426800786551,100.0
163,1.7164204569510497,19.119645699235278,100.0
164,-13.350084509397002,36.96064405175067,100.0
165,-16.02911322408847,31.96220119533247,100.0
166,-30.054602286231535,61.9415915168735,100.0
167,-19.79473310554407,36.604217178212636,100.0
168,-3.7351122112069364,27.273814678736194,100.0
169,-21.627635206509115,35.15112627416808,100.0
170,-2.193576794687067,20.933385823185297,100.0
171,-6.58237415167748,14.942075940778842,100.0
172,-11.573947251491505,42.21940185605252,100.0
173,-25.81445481427251,40.833691365154436,100.0
174,-22.712647614109763,43.42751305373557,100.0
175,-23.659283126026114,31.88754070772428,100.0
176,-25.638348299204285,54.997727570191905,100.0
177,-19.753444945608415,33.865225052030965,100.0
178,-8.116271587899785,41.69423143056054,100.0
179,-11.911190619558266,52.67638107562303,100.0
180,-25.4605979099557,36.89568885970665,100.0
181,-19.931548057763507,55.94501651636133,100.0
182,-24.38694448934591,40.84296275160025,100.0
183,-28.007662583834417,64.52747038279587,100.0
184,-19.669931887748433,65.35055622633969,100.0
185,-6.000685261471954,24.984608652391813,100.0
186,11.206822832313922,10.75097143399724,100.0
187,-29.438174810077808,49.943430584071024,100.0
188,-23.34853167232102,30.699011767135936,100.0
189,-30.756504513449517,65.17936342356923,100.0
190,-8.954213624970103,33.75287778732771,100.0
191,-23.099507347243556,52.76422481037281,100.0
192,-29.10401975545227,31.35890608202917,100.0
193,-13.391729123035546,52.519769361110875,100.0
194,-6.655240540784897,42.48835521265681,100.0
195,-24.932794616369897,53.54205988549463,100.0
196,-7.741848428165125,33.63194125088612,100.0
197,-31.778546798935384,47.610894150736804,100.0
198,-18.495882022880195,54.35129655805552,100.0
199,-5.054289824626252,36.209551907327544,100.0
200,-28.500655923080245,65.9455353876204,100.0
201,-22.401775294867097,48.400070245341475,100.0
202,-3.871240904727285,31.31300417183862,100.0
203,-28.88845803530112,53.23496779572517,100.0
204,-24.25436482337882,47.66550841129499,100.0
205,10.685935305370155,15.63259824521109,100.0
206,-10.790533280397835,32.532366321311635,100.0
207,-20.429351082155254,43.11555556755173,100.0
208,-24.553011833015585,52.427566152854496,100.0
209,-32.66275369428599,49.65974930875309,100.0
210,-25.48833634653843,53.35411245233043,100.0
211,-27.47303891632965,54.26057052226577,100.0
212,-16.07868507971141,2.9741931778157635,100.0
213,-27.25838718567605,69.96574269816696,100.0
214,-25.57407419340826,65.11614980443072,100.0
215,-32.52712111895471,57.47266930619619,100.0
216,6.992308218969047,12.117378643497515,100.0
217,3.4949182927459166,22.082768291234938,100.0
218,-2.404599898695251,15.833739201238567,100.0
219,-7.4787100418495225,17.02176955235153,100.0
220,-21.0611458579397,27.223115424059205,100.0
221,-15.929814523179951,44.42283992378366,100.0
222,3.678429100271173,36.55457117587546,100.0
223,-13.250876173335262,34.36202222825229,100.0
224,-21.587169925163053,49.37143511347699,100.0
225,-22.747502815315418,41.662421250623176,100.0
226,-12.680284611930562,47.167415548309705,100.0
227,-12.996902136302925,36.98929787649933,100.0
228,-8.30458152490386,42.265260675344244,100.0
229,-27.042583765047482,47.205236680586694,100.0
230,-18.381131190149727,65.83433452579449,100.0
231,-29.620872502852027,29.469539985095757,100.0
232,-27.001389299771144,52.25767481542972,100.0
233,-17.999325936043093,36.4297667380711,100.0
234,-39.64963058481721,65.21671859540051,100.0
235,-6.158441769959859,30.74507586079051,100.0
236,-16.22852854702821,58.9472029331206,100.0
237,-32.621343761622235,63.41598977852109,100.0
238,-19.8835328612231,54.21013790394143,100.0
239,-16.362120965235892,28.9151327224265,100.0
240,-29.45289187477865,33.59505534624253,100.0
241,-32.61964669885481,56.21911552079628,100.0
242,-36.21744392457339,46.08975371771839,100.0
243,-24.397484656530924,54.77653083876406,100.0
244,6.371294602823267,25.77304784583806,100.0
245,-20.4033241335073,49.3340055273392,100.0
246,-24.780438920420764,33.213338058629006,100.0
247,-18.276940188189165,54.604401277611714,100.0
248,-22.361417221514877,55.23615816441394,100.0
249,11.638003555771661,14.331255471092815,100.0
250,-15.114415962382532,63.42136850652547,100.0
251,-19.765433591870618,64.95178992977475,100.0
252,-19.424659399190475,20.630584091772285,100.0
253,-23.72313201220794,52.144503376583266,100.0
254,-6.0798427314826515,32.160131862227345,100.0
255,-19.22289836232702,43.86687647579419,100.0
256,-18.404116831229295,46.02553021796298,100.0
257,-30.147321481842198,57.75274779383516,100.0
258,-30.31545489994103,40.99237291095724,100.0
259,-26.34567420692924,66.38513516743006,100.0
260,-28.144347076277207,37.503358610481556,100.0
261,-15.625059859942102,11.829326310681164,100.0
262,-28.518062067343244,52.22942395501394,100.0
263,-26.932035473196184,59.87595490399535,100.0
264,-4.2040007034136435,33.76430074036846,100.0
265,-26.815246833457305,19.474580235208027,100.0
266,-18.010562196934256,20.390590440589374,100.0
267,-22.203360909942973,47.942820190018445,100.0
268,-11.718308268617532,30.091777369714126,100.0
269,-10.491793949014669,23.698263759476774,100.0
270,-29.643585002129065,66.86431320191643,100.0
271,-11.858967412453886,49.35495959154323,100.0
272,-10.863079779514935,38.313324788897184,100.0
273,-28.87635017270366,44.32731378480829,100.0
274,-3.243692181868779,36.83905980039881,100.0
275,-15.225067581463499,49.26008246955764,100.0
276,-12.352458016276708,33.08046429514321,100.0
277,-16.78241542373392,56.71827020420808,100.0
278,-29.373432098676783,54.11190774057743,100.0
279,2.7755570923459176,69.74006701025888,100.0
280,-18.664674726259474,51.66134566957798,100.0
281,-31.14730100395427,47.99801288230269,100.0
282,-22.776949003174153,48.35218028828137,100.0
283,-6.604476924334838,34.06035203239252,100.0
284,-4.752200798426847,31.060255394525925,100.0
285,-16.660266128290452,47.1407493090681,100.0
286,-19.351847141207188,23.21789066480174,100.0
287,14.578307072085327,-0.7589996685415308,100.0
288,-29.583214600178096,32.59295858975501,100.0
289,-22.429379551109857,42.72691137433823,100.0
290,-5.008987677417856,31.454798821837414,100.0
291,-17.05003167900307,48.82655958753359,100.0
292,-28.259906474310743,53.97734693404957,100.0
293,-12.877613529144233,46.62970826427145,100.0
294,-24.49178430185949,53.33120672718026,100.0
295,-17.18632755711736,65.4689820762805,100.0
296,-25.538532340850594,52.648944450175,100.0
297,-33.40397595518401,54.01919494349723,100.0
298,-10.506082144177547,31.631482299765853,100.0
299,-19.757404821962265,44.15566668707168,100.0
300,-32.83792765943068,32.72941952455005,100.0
301,-26.75865811044607,48.62031302179511,100.0
302,-19.81824451092422,57.05964588014658,100.0
303,-9.556908972396696,10.932784340772006,100.0
304,-14.210836129479633,51.65257505293329,100.0
305,-26.24898530711192,39.45852752573366,100.0
306,-10.084704543406819,52.652458077756975,100.0
307,-26.540323447281267,65.8372616060084,100.0
308,-15.548408194710767,54.88825352932036,100.0
309,-19.036875499802115,43.80626558634026,100.0
310,-21.043728867957107,56.72309657895352,100.0
311,-32.28418781796303,58.616033324702286,100.0
312,-21.64077041349034,38.76897077019601,100.0
313,-20.373327673395227,38.55181924144443,100.0
314,-26.63941094668585,49.33008690935136,100.0
315,4.991541155215932,13.511146697057256,100.0
316,-25.26261405948469,45.706893098473195,100.0
317,-33.582254137863444,64.14860152937565,100.0
318,-28.54953567385998,71.9572336859158,100.0
319,-18.03915440654783,61.009409501208964,100.0
320,-33.7155055291372,63.75960224824697,100.0
321,-1.1321949208094626,24.86105189304046,100.0
322,-34.48222301392893,63.01030328984929,100.0
323,-22.110794047119178,45.489161934503876,100.0
324,3.4065943499038407,20.8823048945127,100.0
325,-22.97660327462632,45.01639130575581,100.0
326,-1.261494166438387,43.31322753342605,100.0
327,-20.09583055677436,62.28429058136406,100.0
328,-25.602120044258623,37.80243971998774,100.0
329,-2.9307352665034463,48.59291774674915,100.0
330,-17.440405656385153,34.52605006391931,100.0
331,-29.03654140815044,36.51533150055689,100.0
332,-21.03217532533465,37.081561596150436,100.0
333,4.186963987238324,39.49465918312379,100.0
334,4.340667532495576,20.17702921379817,100.0
335,-8.176525779215615,9.46128239039425,100.0
336,11.819313735527224,19.406333912678406,100.0
337,-8.504104553798381,37.330298100769234,100.0
338,-28.884003597460442,65.47228744469889,100.0
339,-35.71795519442466,44.42924757937343,100.0
340,10.444609325585335,1.1740435849896151,100.0
341,-2.861502215711475,43.15991746178371,100.0
342,-27.113885571450936,30.544160553238612,100.0
343,-25.630747734408633,59.98249796350842,100.0
344,-14.13464158775767,44.90195260551963,100.0
345,-24.019865423672655,41.10205740054142,100.0
346,-22.86284403411552,42.14958892141489,100.0
347,12.540524201884478,22.947698045414597,100.0
348,-18.17899784278623,37.579112615723936,100.0
349,-17.8273976168946,53.02174984356519,100.0
350,-2.230044920089038,18.529969401045197,100.0
351,-19.33266864947656,61.59165444538084,100.0
352,0.02072130847507836,34.17793321050221,100.0
353,-0.31281019501720575,32.76286885782648,100.0
354,6.3185456308838255,29.419320557463607,100.0
355,-21.448492256892152,47.37049478552284,100.0
356,-13.149604107861919,46.08533361795575,100.0
357,-27.9738907100364,56.03491756736667,100.0
358,-24.9896826142471,50.01949872451864,100.0
359,-6.170247239880322,41.85790832950646,100.0
360,-20.356771361428734,46.0018445093665,100.0
361,-23.50098856726057,44.69355115247272,100.0
362,14.189995099843987,-9.193165500112073,100.0
363,-23.60956824349183,35.98707032583143,100.0
364,-14.209452293875106,10.907972469532965,100.0
365,-21.328780355551515,48.10574993975234,100.0
366,-16.62609621734513,52.81344267019483,100.0
367,-16.971349134765497,50.17092739352909,100.0
368,-19.26050503162309,42.90914352012193,100.0
369,-23.663154783162714,36.95948624987035,100.0
370,1.6221762633909442,20.54053972167744,100.0
371,-17.103771345883025,28.358315774570336,100.0
372,-15.173906014888326,47.49444427251872,100.0
373,-4.432608397879877,34.108944434537534,100.0
374,-22.11479175630944,68.55540318956308,100.0
375,-14.415592599242917,36.12191640720641,100.0
376,-25.06722300094801,57.27859023017342,100.0
377,-21.384316988806802,42.08047963007705,100.0
378,-27.127166162896863,38.1742744695824,100.0
379,-17.41223124094959,57.937284656030386,100.0
380,15.175130176842897,10.284924625139455,100.0
381,9.088621204122973,23.484690138539253,100.0
382,-26.73714919553041,41.39294728428706,100.0
383,-20.601287768069028,41.221602738765654,100.0
384,-23.679642370411734,43.545344415352766,100.0
385,-30.692850004829744,36.11803322693844,100.0
386,-19.346251039173033,38.79276422344774,100.0
387,-21.02206068978048,57.653246049074944,100.0
388,-14.547018596530611,65.08477191110302,100.0
389,-5.9415441247775735,15.786706051481133,100.0
390,-22.58298441609281,44.39713134731515,100.0
391,-14.283649102645889,55.82317058873403,100.0
392,-6.815506152640694,42.99529823292985,100.0
393,-21.526208128620592,49.34240673144076,100.0
394,-25.267896957815662,31.235227995420715,100.0
395,-15.990439749171951,42.85254496790166,100.0
396,-25.724077376107907,54.0696966534859,100.0
397,-23.797064639934128,56.86262503985266,100.0
398,-24.929989688185984,44.69584672128956,100.0
399,-24.934290350689345,33.78147930591189,100.0
