unit_id,EthanolYield,OrganicAcidTiter,do_WaterHardnessFerm
257,40.61467016016106,28.92104524148989,100.0
258,35.99235166084036,23.06628703221372,100.0
259,32.21579991304941,21.842315371722915,100.0
260,32.042732698616156,21.960926619552268,100.0
261,22.416119323036067,12.40812694719098,100.0
262,31.164535826358915,21.218302144970593,100.0
263,44.64215297317908,30.226802505485217,100.0
264,24.994620296490293,12.762122427291317,100.0
265,35.51428730743735,23.344400472506017,100.0
266,24.98189439187389,9.171032765582751,100.0
267,32.55155222719791,20.671132738624465,100.0
268,23.776821933953585,11.959180983919218,100.0
269,27.77669464272316,11.429062177271785,100.0
270,49.887085629128805,36.837354083619275,100.0
271,25.381737652166013,13.40379619698762,100.0
272,23.58708665157741,13.895666964226027,100.0
273,58.20010040521472,43.921578013719994,100.0
274,26.83669536805139,10.329313434665599,100.0
275,23.281158445767137,11.303454514590891,100.0
276,27.02045576824303,11.82723057910641,100.0
277,43.4310967427899,29.825724978727706,100.0
278,55.09572508968877,40.57831297138114,100.0
279,38.103887376892914,19.138328861276158,100.0
280,31.714956838121434,21.01480007976127,100.0
281,52.294787903865966,40.54711487909669,100.0
282,50.249265464962654,31.041768812180088,100.0
283,26.51822029945602,10.558948158243957,100.0
284,25.14305814711566,9.566577682986296,100.0
285,37.76573277959544,23.724821149134122,100.0
286,28.66980828588128,16.337009135722646,100.0
287,21.99885505950084,8.9272488249031,100.0
288,38.24074812326225,28.95305555751035,100.0
289,56.323795374698165,37.23939625847942,100.0
290,26.22684411569988,11.896552320710066,100.0
291,57.55682182979385,38.71420353863955,100.0
292,23.917095508774167,15.044733854709254,100.0
293,26.145296210354502,13.62058887017227,100.0
294,24.910462074741936,19.42625477426823,100.0
295,39.76943888611331,23.29803347804681,100.0
296,29.92988675606524,16.404441459180486,100.0
297,35.695375047725534,25.6582129278946,100.0
298,24.009739907420872,13.43484441591,100.0
299,22.19393683994141,12.442429670054224,100.0
300,41.64277524611246,33.57350054852654,100.0
301,31.236537344077853,21.33533540857704,100.0
302,38.33022981919694,20.956760437894143,100.0
303,24.244322831660448,9.645478017284054,100.0
304,48.848830585681426,32.61475374204253,100.0
305,43.51885666048551,27.938482763920234,100.0
306,39.169667779957166,25.677443765366775,100.0
307,40.08763265335998,31.395437753638358,100.0
308,22.42782278842558,11.899423663853614,100.0
309,30.540779422317716,15.01622791066045,100.0
310,54.956881738377255,41.72366077918928,100.0
311,58.61026733225924,50.48542231743112,100.0
312,19.888549875467138,11.88252246974967,100.0
313,34.885823805656116,21.43511394988031,100.0
314,22.738398222012336,12.996217718650088,100.0
315,21.999302821300873,9.450038858422621,100.0
316,34.111542020281654,19.037593543094108,100.0
317,25.421867481376655,18.494697615165297,100.0
318,65.50745734687389,51.425187990679404,100.0
319,24.852353720210942,12.700582264619186,100.0
320,47.8859227732887,38.41174533831098,100.0
321,20.153854473382815,9.645953896947912,100.0
322,47.02808843988715,36.5284998454457,100.0
323,31.84735672464629,16.210001667181817,100.0
324,19.46340202161505,9.694388209196072,100.0
325,45.226805893344846,37.94085315128989,100.0
326,61.342765966944924,46.90482210061968,100.0
327,41.36189363142954,24.36077046362155,100.0
328,20.62924209720678,11.190107441221324,100.0
329,55.20723644125357,44.2377437933264,100.0
330,20.1558682821365,13.651087716103287,100.0
331,22.048423166163804,16.58881738760117,100.0
332,30.10654768143407,18.160762248718033,100.0
333,25.52355928672194,10.378299416859434,100.0
334,19.84382625858382,9.972466451507872,100.0
335,16.831000250831117,10.946673186018993,100.0
336,19.46051257397949,10.017501015090755,100.0
337,20.171040530318884,10.956208784224001,100.0
338,18.237649307916147,12.291876273156973,100.0
339,46.92009268661853,36.63791917796869,100.0
340,24.267045735057682,8.832384507635135,100.0
341,25.252770958432997,13.871285611104124,100.0
342,35.477701787629314,24.761129146373193,100.0
343,26.889348837183146,15.760939923871353,100.0
344,24.922312722690858,10.093607243599058,100.0
345,38.97135752946338,24.184343088515,100.0
346,52.239123203161576,37.13314839491824,100.0
347,24.28414166617358,12.767852507992863,100.0
348,61.307826940390306,47.60948642006876,100.0
349,50.459710415031694,38.80030950768662,100.0
350,18.07927338370859,10.100392631899556,100.0
351,36.492843328128096,20.809645456444272,100.0
352,28.09426068747178,10.81273823060365,100.0
353,18.954168684795604,10.53131649107756,100.0
354,23.670046914589324,12.19093229126854,100.0
355,32.58868733793449,18.313075422168286,100.0
356,26.741569008569673,12.107163939690885,100.0
357,26.150968948467803,16.41660935201494,100.0
358,60.8951446127803,48.09202699453916,100.0
359,22.555779423137608,10.313475943293671,100.0
360,28.83610039557742,13.726532628957328,100.0
361,35.2689459826099,20.253925890738476,100.0
362,62.03807164282331,49.60149164179109,100.0
363,20.559612283848136,9.611840156521117,100.0
364,29.024215314384115,14.111552739580247,100.0
365,57.759120768388854,48.76254279211792,100.0
366,45.22922818727681,32.03510937699919,100.0
367,49.40373307420016,31.933022960654473,100.0
368,39.75732643707043,21.783148125044203,100.0
369,28.66178919772016,13.103099418051846,100.0
370,27.74461067316764,17.711328894280456,100.0
371,34.00782877583248,17.672292895075522,100.0
372,21.646963239138138,10.696550267039482,100.0
373,18.884646179693263,10.73840490791095,100.0
374,34.99806912122861,19.964858079449236,100.0
375,38.15717511322409,22.613656357679137,100.0
376,41.05561881840236,27.761251852111762,100.0
377,57.85124097066605,41.426018169043836,100.0
378,66.69131978440072,51.51385868018839,100.0
379,41.57570292133511,27.00152123748584,100.0
380,49.88450859735636,35.775493382920736,100.0
381,24.931942184369305,10.644016545442927,100.0
382,46.415973067364746,34.25010870194119,100.0
383,28.203215769647635,15.80986424078078,100.0
384,39.16494184230981,28.355158489856635,100.0
385,42.10745101929947,32.58888180910301,100.0
386,45.67608352308485,31.51306399687465,100.0
387,26.697264375632034,15.303245384873907,100.0
388,29.40764072161145,13.057381124871974,100.0
389,25.726778174881368,11.071066675583925,100.0
390,33.267049765576814,21.02085062588499,100.0
391,36.56106584823234,19.587804912142122,100.0
392,20.634581635006583,12.474148209809979,100.0
393,43.3549408810309,27.507922016907948,100.0
394,21.721244907284625,9.865414736214799,100.0
395,30.956214386375553,16.178293709778707,100.0
396,37.614322112898385,22.03300961011655,100.0
397,31.1502420805975,17.899713923518004,100.0
398,31.24999703710775,19.254462345535455,100.0
399,26.14781261036514,13.136271804508246,100.0
