unit_id,CapacityRetention,do_ElectrolyteAdditive
85,46.16782606928862,50.0
86,30.387793025854098,50.0
87,27.488252638265116,50.0
88,27.458949758855436,50.0
89,37.982629775714365,50.0
90,22.389232165470645,50.0
91,31.152034226913447,50.0
92,24.39455998642861,50.0
93,21.738531255191816,50.0
94,33.02062004666271,50.0
95,33.26287472761703,50.0
96,26.02984961173534,50.0
97,34.87089253645035,50.0
98,36.47066157762908,50.0
99,33.56260066338347,50.0
100,25.61290884498396,50.0
101,28.895122153579,50.0
102,35.13800302506968,50.0
103,32.29673049479877,50.0
104,30.623291082302494,50.0
105,30.854382968703877,50.0
106,25.521651176240645,50.0
107,31.453653024428053,50.0
108,25.112092456883296,50.0
109,24.452177761134948,50.0
110,30.98084859552087,50.0
111,40.985265189135525,50.0
112,27.84963083623779,50.0
113,31.29840506759654,50.0
114,27.004623324045532,50.0
115,30.75426687908664,50.0
116,45.67333665066465,50.0
117,36.05110248979835,50.0
118,38.07328357281153,50.0
119,19.40043685311116,50.0
120,29.25013953680407,50.0
121,33.36305604678171,50.0
122,32.84448157017884,50.0
123,18.721809130395236,50.0
124,19.922357016417052,50.0
125,39.10317511112147,50.0
126,33.03242329619691,50.0
127,24.45402831579029,50.0
128,26.43828888892333,50.0
129,47.638843481820714,50.0
130,51.86515994768209,50.0
131,33.689362757150754,50.0
132,31.49820301412377,50.0
133,32.702038506172904,50.0
134,35.28459709948878,50.0
135,29.98315212891252,50.0
136,35.61525752971696,50.0
137,29.933785872934045,50.0
138,39.61141014739652,50.0
139,26.450252896499773,50.0
140,22.575684486509086,50.0
141,40.766085133129366,50.0
142,19.83092731791317,50.0
143,22.88719610185285,50.0
144,33.277764436484254,50.0
145,31.94895328408309,50.0
146,20.311230762608385,50.0
147,36.51674889391933,50.0
148,26.33745879286503,50.0
149,18.787987707426936,50.0
150,35.26165890774102,50.0
151,18.17691559264773,50.0
152,24.21507741902514,50.0
153,22.38898974821937,50.0
154,28.370032612107302,50.0
155,21.924743203139883,50.0
156,28.34166387015676,50.0
157,30.858630443806298,50.0
158,37.438610301810336,50.0
159,33.104499832302025,50.0
160,25.8040322419448,50.0
161,31.000945578439843,50.0
162,19.349816413054914,50.0
163,24.889677708848577,50.0
164,32.27545404455393,50.0
165,34.813775683128114,50.0
166,33.71847673766389,50.0
167,18.496335361665743,50.0
168,27.65961097132378,50.0
169,39.333294071292116,50.0
170,19.671119440187088,50.0
171,29.64759333776404,50.0
172,33.5186968664116,50.0
173,43.47440693395704,50.0
174,22.96096770533038,50.0
175,37.37375570097234,50.0
176,22.13216773412459,50.0
177,36.32170267373381,50.0
178,38.050494389324214,50.0
179,45.377477347991906,50.0
180,32.16853793692754,50.0
181,16.121294779183607,50.0
182,32.79826913537712,50.0
183,27.69813676050519,50.0
184,27.31609621480409,50.0
185,29.995738006647958,50.0
186,37.98481626157882,50.0
187,20.387502033818702,50.0
188,34.28116761256239,50.0
189,25.22992604012021,50.0
190,27.934490297882196,50.0
191,27.164849109304832,50.0
192,41.37984998745667,50.0
193,32.61718688185701,50.0
194,30.100824209035345,50.0
195,22.225749930644646,50.0
196,28.166234351153044,50.0
197,29.043207774816647,50.0
198,25.775459880377515,50.0
199,20.159499871629514,50.0
200,27.75814249118268,50.0
201,15.409961491382868,50.0
202,35.23501480123458,50.0
203,41.8116210692856,50.0
204,27.01621614692034,50.0
205,27.80204174334761,50.0
206,34.42639327052325,50.0
207,26.26758766338644,50.0
208,33.30722844227272,50.0
209,32.58538187927331,50.0
210,36.04812697009944,50.0
211,26.071139501276214,50.0
212,29.22380485531764,50.0
213,37.985081513453046,50.0
214,44.31225706651065,50.0
215,22.56782363983541,50.0
216,28.38142152272386,50.0
217,34.73312672356202,50.0
218,22.80473881069524,50.0
219,33.269045662176275,50.0
220,29.339033952108554,50.0
221,42.7168153494095,50.0
222,23.8592778481202,50.0
223,39.35595635401617,50.0
224,37.30342970633298,50.0
225,32.197502457011645,50.0
226,40.59284030058384,50.0
227,40.51052366418537,50.0
228,30.03609173063109,50.0
229,42.0596317421529,50.0
230,36.64929245024192,50.0
231,26.024979256276826,50.0
232,30.34453396586757,50.0
233,20.06740687913162,50.0
234,29.38924109666397,50.0
235,27.876468148085735,50.0
236,31.117417773786393,50.0
237,30.23518455205361,50.0
238,28.294921888854237,50.0
239,37.540333200555196,50.0
240,33.03588798219932,50.0
241,19.75237903991425,50.0
242,29.64458611493965,50.0
243,29.741388536116634,50.0
244,31.723899489746394,50.0
245,29.66803276611057,50.0
246,26.701430636460277,50.0
247,34.84993957456314,50.0
248,40.80567723398265,50.0
249,24.547362745282175,50.0
250,38.80449935001965,50.0
251,21.833158165723287,50.0
252,37.33073087990854,50.0
253,34.73736085056549,50.0
254,24.208157051621825,50.0
255,34.81225224114072,50.0
256,39.27360182071946,50.0
257,28.148476931027027,50.0
258,28.031137108021287,50.0
259,31.137512484924827,50.0
260,21.299577489469026,50.0
261,25.387941190363602,50.0
262,37.16116163239724,50.0
263,24.136809826391946,50.0
264,34.44894722060254,50.0
265,27.32082508448255,50.0
266,30.71861123126119,50.0
267,27.6639002602956,50.0
268,20.42783984174588,50.0
269,12.721330234056637,50.0
270,39.14060838780646,50.0
271,25.580637401276306,50.0
272,30.776677217966864,50.0
273,24.67009918429001,50.0
274,29.22387387619826,50.0
275,27.48501137881747,50.0
276,22.50081635534402,50.0
277,30.485339688412683,50.0
278,27.63721550358169,50.0
279,28.176818082321095,50.0
280,24.382311911921725,50.0
281,36.38579736436521,50.0
282,22.51089442274464,50.0
283,32.61364809346308,50.0
284,20.813606742966538,50.0
285,33.71525528721703,50.0
286,25.765730777947255,50.0
287,10.6963105483128,50.0
288,29.05811599980979,50.0
289,23.172815457943823,50.0
290,30.29805969969862,50.0
291,35.804108684700594,50.0
292,34.26826986345929,50.0
293,13.634091132289207,50.0
294,34.8012182755248,50.0
295,26.28673329135858,50.0
296,22.743516187166215,50.0
297,33.98315498795736,50.0
298,23.3463093183394,50.0
299,25.867198720481742,50.0
300,44.10478901756593,50.0
301,28.28850867477575,50.0
302,17.90966269795961,50.0
303,24.524976606572515,50.0
304,33.52891167805637,50.0
305,21.127078744617652,50.0
306,30.510288532117556,50.0
307,24.984231168063825,50.0
308,23.27513268398137,50.0
309,22.14477003600894,50.0
310,31.265968693795287,50.0
311,29.239188015663956,50.0
312,28.67743209496982,50.0
313,33.10113197207809,50.0
314,27.537537188678364,50.0
315,29.97628661371489,50.0
316,26.39104002783744,50.0
317,30.104693655452046,50.0
318,38.504632267671305,50.0
319,24.704549773290704,50.0
320,30.196904073635285,50.0
321,28.356659778841003,50.0
322,29.021687862112863,50.0
323,32.52286291302839,50.0
324,24.142089189594884,50.0
325,28.548158952222952,50.0
326,21.41849965818414,50.0
327,34.687126207733456,50.0
328,27.882303811847162,50.0
329,23.957348708268732,50.0
330,35.60199216331412,50.0
331,26.098478346731056,50.0
332,23.345854173046447,50.0
333,31.302650574796875,50.0
334,18.259571334429083,50.0
335,37.882717153291416,50.0
336,22.21825711740394,50.0
337,25.27776649482034,50.0
338,25.790383243942472,50.0
339,29.323256376328505,50.0
340,34.790399937782006,50.0
341,37.93857423170152,50.0
342,26.7611663463236,50.0
343,30.439534712894954,50.0
344,21.272545383515045,50.0
345,23.974979472890958,50.0
346,24.26260304950466,50.0
347,31.995352217376574,50.0
348,39.973016246634344,50.0
349,41.84509637590584,50.0
350,22.07024167134281,50.0
351,28.502970194315914,50.0
352,31.53046297466226,50.0
353,28.271324367759757,50.0
354,29.284808712839624,50.0
355,24.585478028163113,50.0
356,24.585260237949427,50.0
357,26.407435649028045,50.0
358,38.43852727504997,50.0
359,34.574241596774606,50.0
360,34.66829787169282,50.0
361,34.776288778190434,50.0
362,37.22335288446195,50.0
363,35.95766687591408,50.0
364,45.32594644687734,50.0
365,30.877548546243254,50.0
366,25.529714330933007,50.0
367,41.08145938424319,50.0
368,37.90989980310589,50.0
369,43.65308757771578,50.0
370,36.92574506945814,50.0
371,18.585309740406494,50.0
372,27.63804750108881,50.0
373,16.15459971495714,50.0
374,34.79387771520916,50.0
375,35.10477248894794,50.0
376,35.01245081057277,50.0
377,45.63820011732547,50.0
378,29.157199496917904,50.0
379,32.07044427658685,50.0
380,42.07564065230383,50.0
381,27.502237792122358,50.0
382,30.841955977702938,50.0
383,29.485198054333274,50.0
384,30.889999595952553,50.0
385,32.818917203290326,50.0
386,27.839478350469797,50.0
387,19.161386107984516,50.0
388,23.727849292842293,50.0
389,32.21557000035637,50.0
390,30.585369630842635,50.0
391,31.547286060663556,50.0
392,28.678826548931863,50.0
393,37.13199557168647,50.0
394,29.834298982079154,50.0
395,27.118135692317864,50.0
396,32.48132463755559,50.0
397,36.61902792811002,50.0
398,45.00800860276095,50.0
399,36.799105282496726,50.0
