unit_id,CapacityRetention,FormationCurrent,do_FormationCurrent
181,29.02119601417957,21.0649725561088,25.0
182,38.74119193218102,23.11512337408036,25.0
183,23.557180325355816,26.121682957229876,25.0
184,30.029433174720182,24.903437786641206,25.0
185,21.870259312548587,26.02410083084394,25.0
186,41.33476148202803,32.57996293281001,25.0
187,21.4698656162764,24.266865361239592,25.0
188,24.183171708110738,21.79150194307515,25.0
189,40.00348479223635,24.514764401258763,25.0
190,33.572959150203324,27.416684031486874,25.0
191,35.96550080125476,26.256367722775057,25.0
192,29.028338248855903,21.983152899083098,25.0
193,29.29019245928553,27.781954350850583,25.0
194,25.50545657176299,20.88697957200897,25.0
195,25.798151780181662,21.875614373531374,25.0
196,18.20429825115971,25.056161206247832,25.0
197,24.529592349009413,22.83566128485683,25.0
198,35.177937584113884,19.356733259884525,25.0
199,25.121469110459085,24.212632798369675,25.0
200,12.747349177856085,25.960289298685176,25.0
201,29.37402306958219,24.549750456202624,25.0
202,21.51422158488098,22.728539772392704,25.0
203,31.31300206918735,23.421387482655405,25.0
204,29.996616394551722,22.264186365475577,25.0
205,24.748890272117272,26.575872763473363,25.0
206,25.5377881604808,22.45949745114164,25.0
207,24.488881055974232,22.92034558454115,25.0
208,15.481980141175358,30.529348654097905,25.0
209,25.16298257447786,22.99987401979958,25.0
210,17.077357666038566,27.040005889871214,25.0
211,32.821146930818415,18.637254472039796,25.0
212,31.073709055735563,29.37095684674788,25.0
213,27.09062534386188,24.93347041747152,25.0
214,23.53164542063826,24.204084753872937,25.0
215,27.699583359637085,23.12306841309549,25.0
216,18.37362360001063,26.166951182997295,25.0
217,23.515477154774327,25.40139210566298,25.0
218,22.470027879639815,28.512498950612525,25.0
219,22.95157197318193,27.294698098858465,25.0
220,36.127860318868315,25.010545695916278,25.0
221,34.06799436068783,22.979015465753296,25.0
222,29.42617645730995,21.000970534659636,25.0
223,15.35204376919535,28.198873858183344,25.0
224,20.671994448254924,27.678889322155577,25.0
225,34.430277521138976,25.646376203669938,25.0
226,26.367560793742474,24.069305058296557,25.0
227,27.57927639054601,21.823927163708632,25.0
228,22.830439608430645,26.00139258759297,25.0
229,25.08430116628875,27.934880994116128,25.0
230,27.14134111060017,21.58559440995521,25.0
231,31.32646906342923,24.289638800678073,25.0
232,30.520836186570932,21.115596631547497,25.0
233,17.820882910910612,22.486241052965966,25.0
234,41.1503721343578,24.67722378649664,25.0
235,27.853197511034658,20.289926661741667,25.0
236,33.19804759525743,23.350192908549843,25.0
237,31.92476761805872,25.976748815228287,25.0
238,29.38693767465834,20.108921111964037,25.0
239,20.796190172664588,25.467585910660848,25.0
240,28.35184232201439,22.665454955062366,25.0
241,32.010353729147624,28.635087197145058,25.0
242,29.72605737868316,22.634539796509088,25.0
243,26.343280809401577,30.937517776653237,25.0
244,22.64603876586758,27.22452116270487,25.0
245,28.884555387368728,26.74280621441494,25.0
246,35.398333380345214,22.03611849102886,25.0
247,22.596100780358906,23.98270452742218,25.0
248,29.69570901507033,22.05707221919675,25.0
249,12.180086371010706,31.861431320495086,25.0
250,41.92696361856652,19.680615013009152,25.0
251,15.112928494809882,27.467771484239467,25.0
252,18.809527381303834,26.419435317705766,25.0
253,40.28681380419996,23.905984779725408,25.0
254,31.212002594231176,23.78275129057934,25.0
255,25.483628461849865,22.627911878958983,25.0
256,28.646539439057165,29.152879365235933,25.0
257,14.900348304521412,25.02394893422227,25.0
258,16.95986573634069,22.781199885189935,25.0
259,32.28972470655402,22.973106354950115,25.0
260,24.2081783002913,24.807565858519816,25.0
261,29.7056497073793,25.838384257435752,25.0
262,20.834198619705226,23.208566348696525,25.0
263,39.18493965884139,27.63891187600924,25.0
264,32.615794670125844,27.270770251777773,25.0
265,28.4470534425408,21.46443791574457,25.0
266,23.390516143544524,23.50054552345236,25.0
267,22.672567533566006,25.21253597171647,25.0
268,28.177259034228864,21.03614070789635,25.0
269,27.181412342997316,26.386714074001627,25.0
270,33.92963211338674,24.11157510137193,25.0
271,32.9369173640112,25.275680598587556,25.0
272,24.77161126692331,20.73218554361474,25.0
273,23.573013206910485,25.024465746986614,25.0
274,38.44171132896882,21.130214695152198,25.0
275,15.083387251079964,23.99647657657541,25.0
276,23.682251807211152,26.46350823160916,25.0
277,43.398632267196994,21.47305411573012,25.0
278,33.35186854069212,25.967648589406338,25.0
279,22.59928505026625,19.181216358457934,25.0
280,33.61217483723549,26.66360781144201,25.0
281,31.091400667263866,26.295000569864058,25.0
282,19.306807516481694,21.505818030347683,25.0
283,39.16405053213923,19.788996156498186,25.0
284,21.909705966136695,23.81528636936441,25.0
285,26.776679616689787,27.724167619606092,25.0
286,41.200236758766124,19.999018766034357,25.0
287,29.383721574827817,24.558326411517665,25.0
288,42.71409877669045,29.92932916697396,25.0
289,27.914496911692517,28.81220284196857,25.0
290,33.570034802047765,25.688390234839147,25.0
291,5.608689406505015,20.678830091658618,25.0
292,27.84045875379467,27.463864230198737,25.0
293,27.093401918799856,20.50377569708631,25.0
294,14.478193274169158,29.625658187891066,25.0
295,38.17691295522866,29.397382286557995,25.0
296,14.846521711483696,25.5795710156306,25.0
297,22.886648304209196,23.70800792839815,25.0
298,29.88032324427268,22.990446853225123,25.0
299,42.568341123720174,26.145838648888084,25.0
300,32.678501518745506,25.45521271717639,25.0
301,16.509149075205794,26.64968685736518,25.0
302,24.854707888156252,25.947304200955433,25.0
303,37.57211695238542,25.43385269085082,25.0
304,24.275995742002237,19.366833776575177,25.0
305,30.666411901986795,21.033015446136133,25.0
306,18.91751334662296,27.159618556390328,25.0
307,37.05974764345626,22.916112961033612,25.0
308,31.76830523829082,29.72260518257716,25.0
309,25.935158009639323,28.092252950221003,25.0
310,26.96511797970103,24.996904502220904,25.0
311,27.941537843225557,25.038437702899145,25.0
312,36.433066013123,28.81462541241877,25.0
313,32.97980465995243,21.838151582896494,25.0
314,25.76459390824734,26.195116180217372,25.0
315,25.82677165483781,24.695717329198374,25.0
316,24.593866059645485,28.005007867214836,25.0
317,32.229005913936376,24.324589094348802,25.0
318,22.272318214654028,19.844669837687576,25.0
319,13.020748694324189,26.615806032354364,25.0
320,24.19049024844839,28.822466601902175,25.0
321,36.02504058486771,20.22270744729564,25.0
322,27.631473160639235,22.77285517668204,25.0
323,23.750738396865312,24.153285848272798,25.0
324,28.78332673666481,19.936774419578313,25.0
325,33.25256931637259,29.563713201956457,25.0
326,17.822808624601183,25.93255426610111,25.0
327,16.430992580517238,24.208463259644333,25.0
328,33.77374696773978,23.860580371988835,25.0
329,20.861045794947213,26.36172859583405,25.0
330,42.18982534264271,20.045885690513252,25.0
331,35.00556838164416,22.211052670065573,25.0
332,20.51631413635263,21.950815879320146,25.0
333,33.6179468712748,28.986195415243046,25.0
334,29.533519123388103,20.508400722546686,25.0
335,33.94492492112362,25.11018456748933,25.0
336,30.495246375762527,27.793640865606257,25.0
337,30.915508297166305,29.727041296441474,25.0
338,32.35622600324277,29.026055464024672,25.0
339,23.573138626845534,24.25713558716078,25.0
340,26.396119606685527,24.62056324860391,25.0
341,20.243430057483152,26.829864639312408,25.0
342,30.504167005529435,22.080485926277557,25.0
343,33.45285051688048,26.598165706349675,25.0
344,30.623722801886252,26.23340477881709,25.0
345,28.94090341473507,25.147817795880005,25.0
346,36.67043530153971,16.809689402367304,25.0
347,20.324303317152843,27.781842316031486,25.0
348,23.522048020378552,23.444090946253645,25.0
349,6.309999923300918,23.114802772438537,25.0
350,34.91355068681343,26.82708030931477,25.0
351,26.35417282358855,25.128129721393268,25.0
352,33.66998365618987,17.842162146279698,25.0
353,26.321203231098206,21.01762275852432,25.0
354,20.152350588009128,29.313578811733965,25.0
355,30.31786841273521,23.829643814797137,25.0
356,39.57320570298057,28.620034680255007,25.0
357,38.39015502685635,27.116061747445876,25.0
358,29.1498616218454,18.465019152069754,25.0
359,27.439057434942043,28.33487300320969,25.0
360,19.82603326229396,25.41384745843725,25.0
361,21.397066110805657,26.581489082511897,25.0
362,43.321977344671865,21.9559685014228,25.0
363,13.11551909099862,24.710777992607362,25.0
364,25.987524503447375,24.6534303499616,25.0
365,17.18826153964983,18.658046529498495,25.0
366,8.798986457290713,22.19719469271478,25.0
367,30.120017399750036,26.868149128788765,25.0
368,19.86586411885174,22.16514656088539,25.0
369,35.425795178575406,25.073277669301348,25.0
370,19.257863000958295,25.76237332919159,25.0
371,32.6125805180458,27.030975465395038,25.0
372,39.336488303314646,29.66556845924112,25.0
373,25.62934816003863,24.13888259555948,25.0
374,26.689802775065026,26.426011198826536,25.0
375,21.475202818804608,21.37593743441418,25.0
376,19.31727819852384,26.917807769340854,25.0
377,34.86821244741597,19.79427239159163,25.0
378,28.15947907858611,28.10571633016802,25.0
379,30.373657174565064,27.584435510163132,25.0
380,32.78513693063993,24.385175072623728,25.0
381,31.53399496999296,26.25723825417873,25.0
382,22.087476339912854,28.883673939906075,25.0
383,22.30647810130995,25.11328770776261,25.0
384,22.926036006581814,26.23754946617506,25.0
385,32.814047244591855,26.21716169979139,25.0
386,36.85693619229683,23.00722770267501,25.0
387,25.587002216867365,23.570269534857395,25.0
388,22.032494798972508,23.06806340817456,25.0
389,39.223401966376244,22.101221951536367,25.0
390,27.802549841250638,19.790256438029942,25.0
391,36.371288692915634,25.52861534392123,25.0
392,24.30952615502387,22.978856907769618,25.0
393,34.80418984379888,20.49277558841487,25.0
394,22.653684422613157,23.90700154801525,25.0
395,30.187887502378956,25.14066607997412,25.0
396,3.188269257121956,24.125738612027178,25.0
397,36.85230973400295,20.673261404168816,25.0
398,17.19551801780682,26.59932057712084,25.0
399,23.22964954447772,23.279823583724887,25.0
