unit_id,CapacityRetention,FormationCurrent,AmbientHumidityBatt,do_FormationCurrent,do_set_AmbientHumidityBatt
94,39.79304267902349,19.725084456361564,60.727376237064334,25.0,60.0
95,20.575850962843013,28.113417972605184,60.48581818374077,25.0,60.0
96,25.584227099493557,23.19156788120105,55.44716702634769,25.0,60.0
97,25.07998876263896,22.242964246689397,60.238121011811195,25.0,60.0
98,31.007501430723664,29.73605030970449,60.13209826439459,25.0,60.0
99,29.190710117175026,22.849222784373868,60.20278173220464,25.0,60.0
100,37.8856279108944,24.891230796859027,58.94900044286427,25.0,60.0
101,22.618385496359334,23.686459206311067,59.72609512183239,25.0,60.0
102,19.415219445951195,28.08585496181493,56.349435436617,25.0,60.0
103,15.376155832229694,23.207202037728564,55.422904857092696,25.0,60.0
104,32.59162252398446,29.112443312639893,60.535293985145756,25.0,60.0
105,25.446159808189947,23.58190176945226,58.718161471841086,25.0,60.0
106,41.02174764734363,24.20030403706014,68.9268136260611,25.0,60.0
107,18.723935936844747,24.29463582615115,65.19528641132898,25.0,60.0
108,22.27710080907492,24.970960525562063,63.3013715744195,25.0,60.0
109,22.82941959735652,25.97768968108623,61.00495933086569,25.0,60.0
110,27.67017972552562,27.16002668323499,62.62783827265449,25.0,60.0
111,32.91024908554023,25.618003474841853,64.53883874307276,25.0,60.0
112,22.01880074868299,22.859271283906565,60.76221871371143,25.0,60.0
113,19.871456255556296,25.60511183682356,60.73436162716817,25.0,60.0
114,32.31543675575236,32.15453675157364,62.92934558126353,25.0,60.0
115,36.58794638327069,29.864888063115448,57.60030839832695,25.0,60.0
116,24.012145390864802,24.0990649076805,61.665688160196176,25.0,60.0
117,30.608943536433845,26.185803248724614,61.651119325505896,25.0,60.0
118,27.75097596438082,24.456975954946333,61.866312097115205,25.0,60.0
119,27.245824628919813,31.30905745909129,60.38484233369063,25.0,60.0
120,35.935122621183076,26.811120614586027,63.85288620395599,25.0,60.0
121,18.706481100478538,26.796987524112748,61.8260964460372,25.0,60.0
122,26.78313817030276,25.744215525532734,65.83886365083838,25.0,60.0
123,32.383901093236425,23.093660708752083,59.942433779769,25.0,60.0
124,39.30439822454755,19.51102648401998,59.231656447335766,25.0,60.0
125,30.556055266969345,28.200919353815507,60.74318987842107,25.0,60.0
126,26.769275771610495,27.213347470097634,59.37080397205156,25.0,60.0
127,25.902041356930773,27.754449886581625,56.980117851684206,25.0,60.0
128,30.441923247130838,20.35261921772654,63.04134787075156,25.0,60.0
129,24.268521393388113,19.72134116512462,59.76907450805443,25.0,60.0
130,31.528477730623056,24.808444378458002,59.230687702173704,25.0,60.0
131,39.667745986431264,26.678918189450954,61.478900479902244,25.0,60.0
132,15.363811121964257,26.093888484404708,59.200319431454325,25.0,60.0
133,24.803046784632976,22.831005925909196,60.4203603136978,25.0,60.0
134,22.090715066017495,27.66515189975837,54.83663721618688,25.0,60.0
135,30.33945244769296,26.10080562257279,56.493516156122,25.0,60.0
136,22.68438126007729,22.365454442967238,60.609106970518354,25.0,60.0
137,20.23597290379829,20.139073595751334,58.673213609340685,25.0,60.0
138,31.729207673131476,24.495753092312157,55.08370338347135,25.0,60.0
139,26.77053608579096,25.638672745532578,60.28552173891319,25.0,60.0
140,28.97571547125231,22.952874168997795,58.81936789008573,25.0,60.0
141,37.5227947673965,26.278212232208944,61.00274816424798,25.0,60.0
142,13.881993923345021,24.976261389658028,62.37196309860983,25.0,60.0
143,34.50453545275131,20.951798967758766,58.39990979558947,25.0,60.0
144,30.53932200843949,26.778696310203284,62.98511313916082,25.0,60.0
145,36.24447483083414,25.894687665195917,56.194547226596164,25.0,60.0
146,28.529560031089233,27.74495044464381,59.17505938132923,25.0,60.0
147,18.905506470821805,28.20885771333319,63.50386743713877,25.0,60.0
148,25.92118403488043,25.050259145084325,57.467199388144586,25.0,60.0
149,23.075815439639864,21.087924507022443,58.57551604441318,25.0,60.0
150,27.11399938080561,25.51688976785234,65.47247128642955,25.0,60.0
151,22.58842379301953,24.085362557089468,57.50192663368069,25.0,60.0
152,30.004605575278845,20.116951626605633,58.79317989144427,25.0,60.0
153,40.79969962034826,26.64618867812851,61.61891577492778,25.0,60.0
154,39.2412387332031,31.13893039028307,64.21311595321403,25.0,60.0
155,24.02325594115958,24.983001832314915,63.77293386515506,25.0,60.0
156,34.934438462188,23.37905707779596,52.785702061253154,25.0,60.0
157,20.4198657995785,19.046075329711204,64.35745190102978,25.0,60.0
158,28.521023951186805,27.390018760285034,61.41057056864451,25.0,60.0
159,33.22119739962537,22.931346657555974,57.59524057480129,25.0,60.0
160,16.05725069223824,23.431134900586382,57.456631937548224,25.0,60.0
161,36.32918056646979,29.620233857844777,61.80888568459851,25.0,60.0
162,16.002683233700775,22.766351888399726,61.871634794033326,25.0,60.0
163,31.362290535797598,25.25714183086188,60.34122489155933,25.0,60.0
164,28.364809462653287,22.79996205727742,56.00759783005869,25.0,60.0
165,32.3941890967395,30.469665136603137,61.47433420474422,25.0,60.0
166,40.61026764108271,17.900563776639956,57.163769612887634,25.0,60.0
167,38.50842082950816,24.669967489614162,55.075352382631195,25.0,60.0
168,26.618065873579738,21.40505479709144,61.081555656540985,25.0,60.0
169,21.283617976297023,27.5087321705377,57.405862704127266,25.0,60.0
170,26.81300761301744,27.271692686844837,64.2319557529652,25.0,60.0
171,19.503693302545727,20.369269563368317,58.623523131290824,25.0,60.0
172,26.003838572915836,23.275696687355694,59.63922161616869,25.0,60.0
173,35.25921024016247,27.44239233371137,61.664232311634564,25.0,60.0
174,22.170604035395854,25.51138484271489,60.14730057186318,25.0,60.0
175,11.947322358234922,26.92335220972147,57.295215637172426,25.0,60.0
176,30.318697629214167,27.364750463118057,62.45517059385504,25.0,60.0
177,17.021673202489048,25.794979834845833,57.845160933509675,25.0,60.0
178,27.379000236227,26.92218733317396,59.59225389363622,25.0,60.0
179,44.4741452127874,29.428782462949876,60.86160116535695,25.0,60.0
180,34.89188638374406,27.180422190816422,65.36567208835564,25.0,60.0
181,23.216225886887273,19.395880799975146,58.44295789774739,25.0,60.0
182,23.371663167046766,27.259038849597918,58.162394242658735,25.0,60.0
183,38.01090956453778,23.983122877715257,62.679008896188535,25.0,60.0
184,16.964275638217956,23.811971407922993,63.360613931275026,25.0,60.0
185,37.2435400507017,23.96858861186832,56.770933770665806,25.0,60.0
186,30.24418619398709,26.29692308763744,57.87765353968482,25.0,60.0
187,31.49399011691969,26.013503776906653,58.44548071486472,25.0,60.0
188,33.6698517720341,24.03636931848394,57.462474088220254,25.0,60.0
189,22.301398582716747,25.472010066888046,61.483913279844884,25.0,60.0
190,35.785294282254966,21.957469452521472,61.219909030175145,25.0,60.0
191,32.18725035633843,26.927494022559785,57.36661927032447,25.0,60.0
192,35.36076765800206,25.24281943824781,63.94412927248764,25.0,60.0
193,22.6730466356841,22.575717310833387,60.794667615866885,25.0,60.0
194,25.615195166011443,27.429293882726014,66.32560799063512,25.0,60.0
195,31.17933160952885,23.288086695053398,55.003429509531706,25.0,60.0
196,28.15671089037403,21.01942170114929,60.19309141592187,25.0,60.0
197,31.413668248834796,22.02421111290004,59.3165031284749,25.0,60.0
198,24.32992280711351,25.238665746362496,60.43695443710132,25.0,60.0
199,24.64242446826495,28.756863406407604,56.686049718690995,25.0,60.0
200,36.80744953755764,19.531066030298227,59.60718988093435,25.0,60.0
201,29.996215773659387,24.887727141976264,58.461136890382214,25.0,60.0
202,41.15835038239969,24.25287992132511,60.18957935949881,25.0,60.0
203,21.780078382624442,22.641771384793756,63.74483539213847,25.0,60.0
204,28.510557386265727,23.452283943595845,61.113838137858906,25.0,60.0
205,27.447331187189693,25.268658617640373,61.588780066212244,25.0,60.0
206,17.327964949213335,26.77795735223038,56.30835041837893,25.0,60.0
207,16.807213480630907,22.028548087107726,55.03591006455832,25.0,60.0
208,26.603916570305504,24.72958416813206,53.97078866025429,25.0,60.0
209,35.640420804430185,26.93845682713341,60.870531878972734,25.0,60.0
210,29.91342844526624,28.62821696308619,58.66260446957779,25.0,60.0
211,21.981463964474933,25.082777792377605,60.63471814487562,25.0,60.0
212,26.695768542126032,23.884661409232045,64.60101982499083,25.0,60.0
213,28.231830119424696,28.120760990884648,61.93056073991278,25.0,60.0
214,20.42571582399879,18.87266718121301,65.71749136563234,25.0,60.0
215,17.266754325995144,27.470298881647285,61.299060889768434,25.0,60.0
216,26.668258327521777,25.8952400205206,57.38240399765974,25.0,60.0
217,42.142535641278,20.922513933263495,58.561967577500226,25.0,60.0
218,39.4466837530959,29.977601143013175,60.547822686018,25.0,60.0
219,23.810813068091075,30.454889951987752,60.33539747859121,25.0,60.0
220,28.372066267596747,25.904578724598252,62.93895899461674,25.0,60.0
221,33.09880725362577,21.672333478470957,60.19813079619595,25.0,60.0
222,15.961981939487233,25.433521601817265,65.32181841420109,25.0,60.0
223,27.20548662779125,22.97074808873037,62.9804158362233,25.0,60.0
224,24.96982335035576,27.885143206768795,58.959958484737015,25.0,60.0
225,20.79632326490076,24.37590135601202,59.18958626898511,25.0,60.0
226,37.04659755770848,27.509352307673378,56.087921407537216,25.0,60.0
227,18.126788725944728,26.306366179226714,62.72127543117543,25.0,60.0
228,15.042414383390215,25.993661213876138,61.69997697836589,25.0,60.0
229,30.42355549941761,22.430046697644073,61.83475344302003,25.0,60.0
230,21.39497499649982,28.261574400563976,58.63287395444485,25.0,60.0
231,42.157995628270974,21.003663438466543,62.65168061627667,25.0,60.0
232,35.44523698170829,28.2147432460623,59.25945411955512,25.0,60.0
233,23.154517978415697,27.176180475877366,59.320775740120915,25.0,60.0
234,36.46182735420608,26.46259600641445,62.85467992259286,25.0,60.0
235,29.21038126461233,23.688220903972812,63.70244886612628,25.0,60.0
236,40.83119879778607,28.98876033274683,62.004601207549435,25.0,60.0
237,22.92261557833073,26.58495051776837,59.00069402584231,25.0,60.0
238,29.737858250128923,31.166617671353023,62.48980375890787,25.0,60.0
239,38.53410807639883,21.8772294353434,59.161713617798966,25.0,60.0
240,28.081551826849218,23.026048423693048,61.424210151715144,25.0,60.0
241,16.360567179149022,23.042978265641064,59.974084920372725,25.0,60.0
242,35.56842485946126,24.544110448594218,59.83026071806117,25.0,60.0
243,21.39526500663328,23.408617900024563,55.77665500053981,25.0,60.0
244,26.230175381325083,24.398415160120905,53.15273875659852,25.0,60.0
245,29.343762349946527,21.66951696498171,62.56830686519707,25.0,60.0
246,25.846631685246216,27.256013682126294,60.61905049378289,25.0,60.0
247,31.044908306940748,25.748660899705964,59.01403290645005,25.0,60.0
248,24.7386150942743,24.389112314273397,56.21004041580655,25.0,60.0
249,26.416303716245412,23.300375816741028,59.48961306327982,25.0,60.0
250,23.680768757902154,28.68121357498976,61.89542217276132,25.0,60.0
251,29.006064476057844,25.65961644200978,61.11807694987588,25.0,60.0
252,30.694532706119652,23.5201355783562,61.194564134759595,25.0,60.0
253,31.80962211761582,29.201944197266698,57.75236569949585,25.0,60.0
254,30.654208624783642,29.449763053873106,63.84574329497009,25.0,60.0
255,32.78380251671392,24.382794292091777,56.78708522828447,25.0,60.0
256,34.27339879845754,24.699381402652662,63.69746004477751,25.0,60.0
257,12.507516367961,27.008145458756598,57.884454620905046,25.0,60.0
258,38.725097393006585,19.745735014656827,56.44689169768049,25.0,60.0
259,21.369704241799916,20.951331458258867,56.02822344278229,25.0,60.0
260,17.416613293763234,31.821853436729356,62.84156220770914,25.0,60.0
261,28.010795173624707,27.920919435313785,59.71805214541755,25.0,60.0
262,26.425245268005156,23.11624300864755,63.55553528650128,25.0,60.0
263,32.08128377557758,22.979638435047583,62.19599153693057,25.0,60.0
264,31.56621294734942,29.087428273372428,60.68436097548323,25.0,60.0
265,35.4596450931344,27.67631651806993,63.30697656366633,25.0,60.0
266,18.550892265947006,23.55989395035558,60.64133193208012,25.0,60.0
267,24.731513763781365,24.173387733824413,57.859728759574814,25.0,60.0
268,19.935579672640575,20.294187467774478,59.038343293551634,25.0,60.0
269,19.31324916207048,27.79407641630335,62.988113875444945,25.0,60.0
270,33.36108741979332,26.832786233422574,61.87439254673172,25.0,60.0
271,16.216813547567227,21.285445245050717,61.36492156099162,25.0,60.0
272,29.182094994758447,25.15233110911372,60.4600163488066,25.0,60.0
273,30.10136960999585,26.18264285848839,61.03630359805515,25.0,60.0
274,29.494630176897967,25.435788784210576,62.18067944273756,25.0,60.0
275,38.992397045091415,25.721331636887218,60.66590766201286,25.0,60.0
276,24.31217589367349,28.72750634955679,57.888760872650046,25.0,60.0
277,33.354600921493784,21.344143108823666,62.410307201678876,25.0,60.0
278,30.941227271624122,24.78241176839614,60.14297803061708,25.0,60.0
279,18.994510698940154,24.281011670533694,59.97669309676394,25.0,60.0
280,25.571075404211783,23.423956438764716,67.48274090681122,25.0,60.0
281,26.631721124412852,24.701904342219663,58.38679916836621,25.0,60.0
282,21.977383056328364,27.722531886454554,62.355537122324776,25.0,60.0
283,25.001914139536282,24.31214370918077,58.30999268695764,25.0,60.0
284,26.330984040742226,32.735044474734835,51.30298684465524,25.0,60.0
285,24.109613584243,23.24128454870465,63.55189605317465,25.0,60.0
286,23.553165679581525,26.72571269004448,61.12217738548503,25.0,60.0
287,26.172025774602027,21.758232706642012,65.20836695104356,25.0,60.0
288,23.685241747210235,27.943805290219473,60.23898340292354,25.0,60.0
289,20.065537621999166,21.899750480988697,57.759499948754176,25.0,60.0
290,38.79324451711693,28.680244155087323,66.01903649804423,25.0,60.0
291,29.62619301119523,29.64065686934437,58.0745152213781,25.0,60.0
292,32.43470465992453,23.78829183995692,60.99175677327569,25.0,60.0
293,18.843176990912127,21.955050712977382,62.598622560382594,25.0,60.0
294,37.72650921937677,27.595379382140443,65.55663784662214,25.0,60.0
295,20.761778325515465,21.318006422884867,60.41861819751632,25.0,60.0
296,24.756315348008723,25.177077805221163,65.4665229844822,25.0,60.0
297,36.72276111830892,28.367934640733157,61.92685422328998,25.0,60.0
298,21.334920117681328,28.4800141626328,61.25145666437941,25.0,60.0
299,21.748703255083665,31.811751813475034,61.1451653827005,25.0,60.0
300,32.30214112373696,25.856680519526375,56.72164003525127,25.0,60.0
301,16.931217407786093,28.11192593546974,61.35585486768712,25.0,60.0
302,30.538960651446786,19.77974470207451,58.9976782430962,25.0,60.0
303,23.09348075105863,19.80881137511907,58.0824916440175,25.0,60.0
304,26.418310182562063,26.35105074117907,60.48609653382369,25.0,60.0
305,16.882298029471208,25.63734654306222,62.54145444790162,25.0,60.0
306,25.90756220280833,25.95534498240141,64.26143337448747,25.0,60.0
307,21.972805281503938,28.470626567207912,62.021320772793786,25.0,60.0
308,28.276494131402504,24.98477836209749,61.03367417923827,25.0,60.0
309,34.89883957628032,25.734290734261403,60.14157802780222,25.0,60.0
310,31.50430801831539,24.35277142865508,57.965093916465655,25.0,60.0
311,13.218882520935498,28.53843174926639,58.57342602153999,25.0,60.0
312,26.231923265206486,22.70150771424028,59.38537320588397,25.0,60.0
313,35.51342649136358,24.3487276519683,60.44762235629056,25.0,60.0
314,28.879398210861197,24.134468827124593,56.331834434815676,25.0,60.0
315,27.079485502890954,22.364875842027637,55.71973852244986,25.0,60.0
316,26.578521572765407,27.894274842193283,62.56575248778151,25.0,60.0
317,28.951106099603468,27.08668258614587,58.93849468978958,25.0,60.0
318,28.746153714840172,25.597906019598767,61.1139705491196,25.0,60.0
319,27.018800621183857,31.047328051755635,58.848270694005905,25.0,60.0
320,28.99275564261605,28.64989352145424,52.66115181929628,25.0,60.0
321,34.35490764752903,24.898000929903418,61.63749396663814,25.0,60.0
322,26.96762115375834,28.979984257912278,65.52418773687847,25.0,60.0
323,32.779419258937324,29.608666802217133,58.49625445172042,25.0,60.0
324,25.800512712699412,18.196795879848942,61.12465927437569,25.0,60.0
325,27.768220132490004,23.66676925603077,62.22100191621314,25.0,60.0
326,18.41588009572683,29.741016929881717,54.4298150581138,25.0,60.0
327,19.70823630133572,25.204155354001752,63.94212849236377,25.0,60.0
328,21.783223620539967,22.378572198999723,62.311945120883294,25.0,60.0
329,18.543591365670206,25.530216625390064,66.94120076603424,25.0,60.0
330,31.945671861583186,29.568362512290314,56.53038931661431,25.0,60.0
331,31.378144969086215,22.135709074706078,56.009855472775044,25.0,60.0
332,24.465936899975134,25.13410348647668,57.98977271204016,25.0,60.0
333,31.889717446924536,26.138865643855546,58.32303237786717,25.0,60.0
334,20.190210026899567,21.613121436265153,59.92909675719521,25.0,60.0
335,19.317503448828774,28.725941316078718,59.07116925166685,25.0,60.0
336,27.630074711366113,26.326064401255028,55.37683881013141,25.0,60.0
337,25.55026597305862,21.48734152873277,56.23555761874402,25.0,60.0
338,24.941161901047234,26.87404490477399,58.60841273912927,25.0,60.0
339,18.437788839846597,21.735665620149703,56.75139350673319,25.0,60.0
340,33.13738653299858,23.615741038189846,60.55783783857082,25.0,60.0
341,28.906271885296803,21.845148602214817,59.285296237114096,25.0,60.0
342,25.0833485305871,20.181368594243754,58.63330845674805,25.0,60.0
343,32.73035794080075,26.83114172955366,61.628008864632235,25.0,60.0
344,15.543867830840124,26.177507689168245,62.9207750187325,25.0,60.0
345,25.52905556816623,27.30350638762819,61.95632411408167,25.0,60.0
346,33.896426618876646,30.349587060721046,61.975462590800355,25.0,60.0
347,25.864045841162273,21.840320180391426,54.429592437803734,25.0,60.0
348,28.55933338501981,22.125252257325336,60.080374342986055,25.0,60.0
349,31.441022514244278,23.840784034705536,63.01554538299268,25.0,60.0
350,15.81885331254508,29.26137258547931,63.74508165538091,25.0,60.0
351,33.53863383428801,25.341501411540573,65.96471375950568,25.0,60.0
352,21.978556358551614,19.202336982483942,58.33501126472049,25.0,60.0
353,38.39220622348836,24.127103540956224,63.8791858290549,25.0,60.0
354,26.571550326144035,16.883268865094365,54.03827720360327,25.0,60.0
355,21.690597587929943,21.925457210500063,59.64780467163053,25.0,60.0
356,30.223032593264172,25.446153152732194,58.02511622800518,25.0,60.0
357,41.333122033244976,28.10098418919627,59.717012773782265,25.0,60.0
358,25.54339242737228,26.531154006745066,59.05896285582399,25.0,60.0
359,26.02697986775109,25.133716305216677,63.88012414235177,25.0,60.0
360,21.958535648952008,24.14027463848026,56.124936734234424,25.0,60.0
361,26.8597395880945,22.72947439281914,63.33626863923339,25.0,60.0
362,23.537110487477424,26.79516257663073,61.17916281513596,25.0,60.0
363,24.701657469618176,27.226480530112628,58.40230257815721,25.0,60.0
364,30.27162671674825,27.935433295308332,59.64260674665933,25.0,60.0
365,28.604990254975547,23.919164726315746,60.725983996847255,25.0,60.0
366,23.623807072654373,27.630990916869017,57.04227615362969,25.0,60.0
367,20.488409259550657,30.856591026370367,66.16174893194925,25.0,60.0
368,29.663669279512856,18.904863342721512,59.268269869849725,25.0,60.0
369,25.318242205118814,27.969133133816527,58.8379056362028,25.0,60.0
370,41.788522160950286,28.022734064338547,58.69520876267325,25.0,60.0
371,28.451952103293703,22.27184547727049,54.77909113506768,25.0,60.0
372,30.28532641255006,23.149341843022327,58.45643207263214,25.0,60.0
373,27.69557498716849,22.998302784482505,60.565468230681525,25.0,60.0
374,21.369658736607533,22.623422444480752,55.17161937014562,25.0,60.0
375,26.04983545732247,22.708049342777215,60.528964551143815,25.0,60.0
376,30.07636906700884,22.602263001048218,58.48166482965496,25.0,60.0
377,29.730429433831365,21.19184197680957,61.18164787591232,25.0,60.0
378,11.156609108141215,24.63229940703307,58.73313537694623,25.0,60.0
379,28.382232113570197,26.33051185106827,58.710233308881804,25.0,60.0
380,34.99112469257251,27.096914316318085,57.37486190760851,25.0,60.0
381,26.252896769224517,28.825997282407286,59.38669285526124,25.0,60.0
382,19.54357122556897,20.948622852750454,55.81877203548326,25.0,60.0
383,37.46692770455214,31.594908746800908,53.48376028211389,25.0,60.0
384,25.19477014046693,23.924962979988965,63.30569521116033,25.0,60.0
385,16.549903655875205,22.30733697597604,54.401519025907945,25.0,60.0
386,26.84348765489157,25.05144799664657,58.903349570892644,25.0,60.0
387,38.980462196201195,20.24877620622197,56.658338724915865,25.0,60.0
388,33.515789641803124,25.036091019359986,58.600497531573836,25.0,60.0
389,17.75571362772048,28.303068147470068,59.025917700948575,25.0,60.0
390,22.459951109828623,23.558911807243433,59.530128714614044,25.0,60.0
391,25.797894171250377,23.416943815340215,59.342740651707366,25.0,60.0
392,27.625685136812546,23.66070517291203,61.16755584918559,25.0,60.0
393,27.595952858646758,21.810430462751746,57.88675641985684,25.0,60.0
394,22.731732337000274,27.918215304940443,61.84883951212882,25.0,60.0
395,34.06812467526901,28.70964401380305,62.84658697440734,25.0,60.0
396,15.39111820604868,26.83185789274598,57.45515377950511,25.0,60.0
397,32.87929421115169,27.797500287716232,55.00310336241894,25.0,60.0
398,27.57951870129379,22.5218175958113,57.457632692306106,25.0,60.0
399,20.44190584145827,29.23911318083549,62.76439330817425,25.0,60.0
