unit_id,CapacityRetention,do_FormationCurrent,do_ElectrolyteAdditive
273,26.40025730774274,6.0,50.0
274,35.385718284792866,6.0,50.0
275,38.47640747084266,6.0,50.0
276,24.679977046974134,6.0,50.0
277,38.28484817945369,6.0,50.0
278,16.833917850062342,6.0,50.0
279,24.81927393956163,6.0,50.0
280,23.00837660201624,6.0,50.0
281,41.9621434558745,6.0,50.0
282,34.01470117061079,6.0,50.0
283,24.15046585234532,6.0,50.0
284,33.68733467824599,6.0,50.0
285,29.28138814180964,6.0,50.0
286,35.05446526493282,6.0,50.0
287,28.08279653866655,6.0,50.0
288,27.102211331177003,6.0,50.0
289,16.511553534698656,6.0,50.0
290,29.754878237356404,6.0,50.0
291,19.57156294993944,6.0,50.0
292,30.12435790278322,6.0,50.0
293,35.89359783109331,6.0,50.0
294,25.519134400774004,6.0,50.0
295,25.825995444386812,6.0,50.0
296,19.944238807865645,6.0,50.0
297,22.169140564187686,6.0,50.0
298,20.88647844210004,6.0,50.0
299,31.1445764220442,6.0,50.0
300,24.53657377131495,6.0,50.0
301,19.077375630196673,6.0,50.0
302,35.30408996677797,6.0,50.0
303,30.101976606262944,6.0,50.0
304,17.015402073908472,6.0,50.0
305,29.622271856395606,6.0,50.0
306,26.5049669866746,6.0,50.0
307,24.875039638121038,6.0,50.0
308,29.193536725138244,6.0,50.0
309,27.809016190308697,6.0,50.0
310,36.80463603405336,6.0,50.0
311,31.63303366893409,6.0,50.0
312,30.626136849336927,6.0,50.0
313,29.110194372305514,6.0,50.0
314,24.852715690928008,6.0,50.0
315,30.96505524179407,6.0,50.0
316,22.198629584942115,6.0,50.0
317,31.689162306720608,6.0,50.0
318,29.33663279896743,6.0,50.0
319,31.324733150514806,6.0,50.0
320,17.326889453153683,6.0,50.0
321,35.91064933620497,6.0,50.0
322,40.09324054037791,6.0,50.0
323,29.788557870412344,6.0,50.0
324,31.71210627355368,6.0,50.0
325,37.035025329560135,6.0,50.0
326,26.789567611125214,6.0,50.0
327,38.216234603556025,6.0,50.0
328,25.654941060536437,6.0,50.0
329,37.22883233266794,6.0,50.0
330,29.537552213886386,6.0,50.0
331,37.90103914297707,6.0,50.0
332,27.791188851260575,6.0,50.0
333,23.261094101173335,6.0,50.0
334,17.489053380092386,6.0,50.0
335,26.336515659119527,6.0,50.0
336,32.942143686924354,6.0,50.0
337,32.712743466046696,6.0,50.0
338,26.486280172191716,6.0,50.0
339,42.68670686799874,6.0,50.0
340,24.55286599406069,6.0,50.0
341,36.20850711413669,6.0,50.0
342,13.561898978786953,6.0,50.0
343,30.30080185778483,6.0,50.0
344,28.850096838900228,6.0,50.0
345,32.426212203770184,6.0,50.0
346,38.593866105047574,6.0,50.0
347,32.29035692409568,6.0,50.0
348,35.88043163717159,6.0,50.0
349,39.97535348094135,6.0,50.0
350,37.247758014930525,6.0,50.0
351,27.33431193157673,6.0,50.0
352,43.51156990322951,6.0,50.0
353,31.553978983673623,6.0,50.0
354,28.20567907829691,6.0,50.0
355,38.74611634602567,6.0,50.0
356,35.69351992537979,6.0,50.0
357,24.309809424086982,6.0,50.0
358,33.97795979342922,6.0,50.0
359,37.23081793851181,6.0,50.0
360,33.2346982244935,6.0,50.0
361,35.305156175974254,6.0,50.0
362,36.20500182445853,6.0,50.0
363,28.63816022683877,6.0,50.0
364,45.172068116941745,6.0,50.0
365,17.086475079927634,6.0,50.0
366,32.94500247798888,6.0,50.0
367,16.52825084504974,6.0,50.0
368,32.71378758072589,6.0,50.0
369,28.956756578598622,6.0,50.0
370,34.68523685961959,6.0,50.0
371,31.819933369031776,6.0,50.0
372,34.96088157873813,6.0,50.0
373,35.88499617723567,6.0,50.0
374,41.467320623303934,6.0,50.0
375,27.175678303087224,6.0,50.0
376,38.68734110084881,6.0,50.0
377,32.163653313376926,6.0,50.0
378,21.58466395871197,6.0,50.0
379,29.97924960235182,6.0,50.0
380,40.90430424540199,6.0,50.0
381,35.26562865997594,6.0,50.0
382,28.54857906775193,6.0,50.0
383,32.151690761282715,6.0,50.0
384,22.744369355073296,6.0,50.0
385,22.66917857907925,6.0,50.0
386,46.97960600307091,6.0,50.0
387,27.86258821642825,6.0,50.0
388,26.540813901741842,6.0,50.0
389,30.189707244208005,6.0,50.0
390,31.11335149338921,6.0,50.0
391,37.954152365367555,6.0,50.0
392,34.98037794204282,6.0,50.0
393,32.566324166859,6.0,50.0
394,27.815559825606165,6.0,50.0
395,21.836536785615365,6.0,50.0
396,36.95133742295013,6.0,50.0
397,36.876089790432076,6.0,50.0
398,26.48698109109941,6.0,50.0
399,34.53817398549315,6.0,50.0
