unit_id,WaterClarityScore,ResidualChlorine,do_ContactTime,do_FilterHeadloss,do_LineFlushRate
97,-23.790893035728953,81.60247393026307,75.0,75.0,25.0
98,56.06634442043989,84.81727117785535,75.0,75.0,25.0
99,54.78336522179062,87.84595264286224,75.0,75.0,25.0
100,-10.040505450075862,88.06709510319534,75.0,75.0,25.0
101,47.40508230926692,54.96549544326663,75.0,75.0,25.0
102,44.341837866794066,58.39619212053662,75.0,75.0,25.0
103,54.841397527489946,70.65421288093943,75.0,75.0,25.0
104,-11.315141580006784,74.36424077258069,75.0,75.0,25.0
105,47.60235021184468,67.1349326339436,75.0,75.0,25.0
106,-14.165853905702564,71.46448154937218,75.0,75.0,25.0
107,53.66761911219646,71.1702191516859,75.0,75.0,25.0
108,-22.965688819269197,63.16498432505758,75.0,75.0,25.0
109,-13.357072612203364,70.01959426990881,75.0,75.0,25.0
110,-14.71929831856514,82.50040628738792,75.0,75.0,25.0
111,57.38773328500293,83.12552425602578,75.0,75.0,25.0
112,45.092076726397174,58.77677695331776,75.0,75.0,25.0
113,-13.871729716225252,84.87608765910817,75.0,75.0,25.0
114,61.03498007861167,75.89194334814468,75.0,75.0,25.0
115,52.27115622123921,80.52045416741035,75.0,75.0,25.0
116,53.25593970941258,80.10054000663473,75.0,75.0,25.0
117,51.85956828575991,87.5633437954599,75.0,75.0,25.0
118,-18.40218563915169,60.80860645037551,75.0,75.0,25.0
119,58.398277531919376,67.53495026681297,75.0,75.0,25.0
120,54.020115021642816,66.61413382383992,75.0,75.0,25.0
121,-14.52288890302244,59.936964379071874,75.0,75.0,25.0
122,-14.1335386540964,109.01023067931908,75.0,75.0,25.0
123,56.10740049095869,76.30424730246037,75.0,75.0,25.0
124,-8.175721964960932,66.85421436830963,75.0,75.0,25.0
125,-12.823392679710972,105.44563279550384,75.0,75.0,25.0
126,-12.642146851804075,63.80307065509881,75.0,75.0,25.0
127,-13.535816159884002,76.83762684185956,75.0,75.0,25.0
128,-14.431977450743034,65.05801516673353,75.0,75.0,25.0
129,-22.514253144058646,63.23652605347231,75.0,75.0,25.0
130,55.47414407263069,84.12892520139833,75.0,75.0,25.0
131,-11.594230484393705,82.1762231098393,75.0,75.0,25.0
132,-11.149077068149357,76.82548653492174,75.0,75.0,25.0
133,62.26170865350601,89.34215608545087,75.0,75.0,25.0
134,-13.992021373844395,80.57893441023329,75.0,75.0,25.0
135,-11.566937844428104,91.36360699131437,75.0,75.0,25.0
136,-10.442749231260263,78.97155871918126,75.0,75.0,25.0
137,52.090079966530965,75.38704767312286,75.0,75.0,25.0
138,-19.039415515760115,69.690647671194,75.0,75.0,25.0
139,49.69227001318614,67.40300785378996,75.0,75.0,25.0
140,56.57170029219962,74.77088780608166,75.0,75.0,25.0
141,-11.467941378645998,78.76180194950163,75.0,75.0,25.0
142,53.06678729864524,56.90838800960191,75.0,75.0,25.0
143,55.46729008238493,76.65437451174115,75.0,75.0,25.0
144,47.70118665880426,67.82198789204858,75.0,75.0,25.0
145,-13.169326404567993,72.08834930991034,75.0,75.0,25.0
146,53.70216647110041,70.52645096933432,75.0,75.0,25.0
147,-7.227249965625422,102.26866444021739,75.0,75.0,25.0
148,57.14775551100434,77.04190516740434,75.0,75.0,25.0
149,-18.657022558046148,71.44712438375177,75.0,75.0,25.0
150,-15.094374485889015,75.95795849864382,75.0,75.0,25.0
151,-14.890385188228878,91.89824288362651,75.0,75.0,25.0
152,53.769195121047375,78.20964733940332,75.0,75.0,25.0
153,-19.283980582589894,78.29238354368103,75.0,75.0,25.0
154,53.480787997488825,61.95478673412058,75.0,75.0,25.0
155,-17.946314426642267,64.2514500756174,75.0,75.0,25.0
156,-9.77310748134077,91.55335755206616,75.0,75.0,25.0
157,-10.313095308565593,87.29892202934452,75.0,75.0,25.0
158,-17.99080959965812,68.7419925127139,75.0,75.0,25.0
159,-18.013868087445186,71.23609488893855,75.0,75.0,25.0
160,53.541745090529986,71.62273930478742,75.0,75.0,25.0
161,54.33958871265791,86.89446583127038,75.0,75.0,25.0
162,-15.497331124425507,84.0675123085357,75.0,75.0,25.0
163,-15.722443922412596,72.11909154628205,75.0,75.0,25.0
164,-15.694562778350297,82.38511400867797,75.0,75.0,25.0
165,47.69372954845705,69.08731842206898,75.0,75.0,25.0
166,-19.62127461608403,57.45123219907178,75.0,75.0,25.0
167,49.98432869942327,74.97997019906504,75.0,75.0,25.0
168,47.79481436474071,58.61176188837716,75.0,75.0,25.0
169,52.83464058197791,86.69828545149402,75.0,75.0,25.0
170,-11.67853564152854,94.86353711634312,75.0,75.0,25.0
171,56.073433548474235,81.95847056850609,75.0,75.0,25.0
172,59.121613585239395,88.45679726698748,75.0,75.0,25.0
173,51.90768113810241,76.01823669230718,75.0,75.0,25.0
174,-15.336706586705962,72.5160823609689,75.0,75.0,25.0
175,54.47731560738991,53.444005209328,75.0,75.0,25.0
176,-17.14338869339791,82.07785554883408,75.0,75.0,25.0
177,60.31920843639591,91.95575384166753,75.0,75.0,25.0
178,-19.521848571173333,64.13221140206535,75.0,75.0,25.0
179,-20.48765799858067,79.81711551492539,75.0,75.0,25.0
180,-18.975846480735132,55.277509833796884,75.0,75.0,25.0
181,50.13537692688825,68.44602946202012,75.0,75.0,25.0
182,48.245341183317066,64.97830095206014,75.0,75.0,25.0
183,-14.23581198415328,77.67016564132571,75.0,75.0,25.0
184,48.962539712470964,69.09866442337285,75.0,75.0,25.0
185,-19.75538377818465,56.52047284349394,75.0,75.0,25.0
186,52.04368591856478,67.83878886429446,75.0,75.0,25.0
187,53.152064957143665,87.91228988227381,75.0,75.0,25.0
188,49.60040261233685,63.344453541398366,75.0,75.0,25.0
189,-13.13406368948387,74.90564879496605,75.0,75.0,25.0
190,62.29802612617822,97.67325476548733,75.0,75.0,25.0
191,-14.132845630083919,76.7945282658089,75.0,75.0,25.0
192,54.6065341131831,86.6619918900995,75.0,75.0,25.0
193,-10.42671022103983,63.68052227940181,75.0,75.0,25.0
194,-22.90017826000188,86.85325935068988,75.0,75.0,25.0
195,-20.385557676574745,65.02879365445722,75.0,75.0,25.0
196,53.12926618044841,87.06765059274824,75.0,75.0,25.0
197,55.44959968259353,71.7080773461893,75.0,75.0,25.0
198,51.146884413867014,52.27520664400379,75.0,75.0,25.0
199,-5.562306351994723,79.3901690099891,75.0,75.0,25.0
200,54.65314140161219,91.04014391429361,75.0,75.0,25.0
201,52.225448884849804,63.768007816337516,75.0,75.0,25.0
202,50.04429471295577,66.59955629876798,75.0,75.0,25.0
203,52.71600214049655,72.67240555194705,75.0,75.0,25.0
204,48.73573644693688,48.85636569913785,75.0,75.0,25.0
205,52.207142784468644,79.0198671580227,75.0,75.0,25.0
206,55.9552205533376,72.36506550786008,75.0,75.0,25.0
207,51.86528253765599,54.22570307301104,75.0,75.0,25.0
208,-21.193131412728142,65.39127218056112,75.0,75.0,25.0
209,52.782817241773984,77.85858410353222,75.0,75.0,25.0
210,-15.447617352233001,71.46442327542155,75.0,75.0,25.0
211,60.097429862632204,98.90851901648239,75.0,75.0,25.0
212,-14.078031798072361,74.08039417484578,75.0,75.0,25.0
213,-14.379725755399022,58.82058436662956,75.0,75.0,25.0
214,52.933678064492426,67.1570979107125,75.0,75.0,25.0
215,58.58923328764561,88.31123396682923,75.0,75.0,25.0
216,51.47372870910601,71.71556475876095,75.0,75.0,25.0
217,-9.434390658118271,88.26014089244308,75.0,75.0,25.0
218,56.16062769726307,76.68176373327404,75.0,75.0,25.0
219,59.028412854305245,64.6292181135296,75.0,75.0,25.0
220,51.409801302329875,51.739329296108366,75.0,75.0,25.0
221,53.26445430023469,84.14054679903084,75.0,75.0,25.0
222,50.5009120728494,68.32320080550167,75.0,75.0,25.0
223,-14.636887683313232,93.48106441689046,75.0,75.0,25.0
224,-14.44992463849938,65.18737723643952,75.0,75.0,25.0
225,49.081250138928276,59.635470173453996,75.0,75.0,25.0
226,-16.926271764385383,83.6757329162371,75.0,75.0,25.0
227,-17.714776331472713,53.58735214090164,75.0,75.0,25.0
228,-10.181465153025114,100.23235294872919,75.0,75.0,25.0
229,-18.781699775850583,57.14340875444475,75.0,75.0,25.0
230,-11.595420681566427,106.71560936375474,75.0,75.0,25.0
231,50.71700034096317,68.67099257928889,75.0,75.0,25.0
232,60.6718228463591,94.42866493337434,75.0,75.0,25.0
233,-13.72647320572591,83.02490080514256,75.0,75.0,25.0
234,53.49808547594619,67.31899241639721,75.0,75.0,25.0
235,57.495148878997846,99.1263157616792,75.0,75.0,25.0
236,-21.55943952589599,69.62759749229282,75.0,75.0,25.0
237,49.846462572754135,65.64698596306422,75.0,75.0,25.0
238,-17.480176884097535,64.56012747145652,75.0,75.0,25.0
239,-14.616782363987403,98.41963976539954,75.0,75.0,25.0
240,55.93779931360283,85.86793566110791,75.0,75.0,25.0
241,-17.703963895105094,62.62995275573416,75.0,75.0,25.0
242,51.24471621993404,68.57483685174759,75.0,75.0,25.0
243,-16.957512829497432,66.0148997248902,75.0,75.0,25.0
244,-17.11029507592008,65.02364782821398,75.0,75.0,25.0
245,-17.437267069622322,63.58405498595419,75.0,75.0,25.0
246,-9.98483622489704,90.73988940214633,75.0,75.0,25.0
247,62.83475719779846,86.61344318974963,75.0,75.0,25.0
248,52.11810731617307,81.42204354361336,75.0,75.0,25.0
249,52.864406558292856,84.34468571629073,75.0,75.0,25.0
250,-18.23008337090128,57.73826491848567,75.0,75.0,25.0
251,52.64003781202242,101.93850764569777,75.0,75.0,25.0
252,50.6721088334991,67.10709796941572,75.0,75.0,25.0
253,63.023651897616496,95.53701476397462,75.0,75.0,25.0
254,54.981226063190185,97.04056190964954,75.0,75.0,25.0
255,52.19971957661806,75.51883690630305,75.0,75.0,25.0
256,-20.963484732556772,85.33747865707552,75.0,75.0,25.0
257,55.19056420228455,76.70994384829001,75.0,75.0,25.0
258,58.2929159564073,98.4613882415805,75.0,75.0,25.0
259,59.555545054912976,75.6388133498036,75.0,75.0,25.0
260,56.00188905517899,95.01795506484535,75.0,75.0,25.0
261,48.71138462127612,79.37800881659786,75.0,75.0,25.0
262,-6.198470173307927,79.97670488315542,75.0,75.0,25.0
263,57.30204237718232,88.81235446233616,75.0,75.0,25.0
264,-16.4280593795159,91.10939603842341,75.0,75.0,25.0
265,-21.01852762869714,68.22443400695445,75.0,75.0,25.0
266,-18.923035617530367,60.56203199453772,75.0,75.0,25.0
267,56.28163842160222,57.0469818154279,75.0,75.0,25.0
268,-14.119866252037511,71.91028180176848,75.0,75.0,25.0
269,-21.507178992246168,99.9842951897251,75.0,75.0,25.0
270,50.2399390316914,64.99321780445221,75.0,75.0,25.0
271,59.59156368356587,63.008175428569224,75.0,75.0,25.0
272,52.33847199674016,82.45137823630364,75.0,75.0,25.0
273,58.556483142014514,85.89024298123738,75.0,75.0,25.0
274,55.832538861970704,64.66413825092623,75.0,75.0,25.0
275,55.182640990757825,77.09471703334115,75.0,75.0,25.0
276,54.82839142764433,81.07551494664176,75.0,75.0,25.0
277,56.507580600781814,79.93966458038301,75.0,75.0,25.0
278,-16.95310726291242,70.11816699359427,75.0,75.0,25.0
279,-15.257303238243185,84.05969272025399,75.0,75.0,25.0
280,-14.679411154998162,81.81099494904961,75.0,75.0,25.0
281,-13.407461945833884,82.34578969550041,75.0,75.0,25.0
282,51.71474216006506,65.81146104486963,75.0,75.0,25.0
283,50.84420815627197,61.89249992704597,75.0,75.0,25.0
284,-17.87882970705697,63.91095344361612,75.0,75.0,25.0
285,-14.994668547647255,66.45749772857293,75.0,75.0,25.0
286,-16.879643307453165,79.63199418906808,75.0,75.0,25.0
287,51.743888770459044,73.53057394015076,75.0,75.0,25.0
288,-16.835432645260557,59.64324919168538,75.0,75.0,25.0
289,-22.112423916457626,68.23886086538279,75.0,75.0,25.0
290,-12.990530110228061,88.9887277636243,75.0,75.0,25.0
291,-14.940761124449935,82.79039001488006,75.0,75.0,25.0
292,-17.95938985388544,76.84566625747995,75.0,75.0,25.0
293,56.210427801352395,75.99857981514381,75.0,75.0,25.0
294,50.25855654883283,43.03327340035967,75.0,75.0,25.0
295,53.49449590111278,62.80977281676923,75.0,75.0,25.0
296,54.416712128962196,65.31239512597247,75.0,75.0,25.0
297,61.203861680889844,101.72475811236643,75.0,75.0,25.0
298,-17.17712467156436,74.4370762732204,75.0,75.0,25.0
299,-16.79456251074389,71.8405617009149,75.0,75.0,25.0
300,-12.441272806016675,82.52640464541263,75.0,75.0,25.0
301,-20.376040537991596,62.67789033459603,75.0,75.0,25.0
302,-13.42334902139594,64.73146508341776,75.0,75.0,25.0
303,58.40769904855517,71.88018458087762,75.0,75.0,25.0
304,56.85226406947717,68.20813078517794,75.0,75.0,25.0
305,-13.392120069369987,72.14605848632988,75.0,75.0,25.0
306,-12.517430695004101,74.34498752375643,75.0,75.0,25.0
307,54.88030037856134,89.37238953963794,75.0,75.0,25.0
308,53.82707865484526,64.89565138882969,75.0,75.0,25.0
309,53.090656945499504,74.90973528712095,75.0,75.0,25.0
310,53.905624880013356,83.35288912206904,75.0,75.0,25.0
311,48.716456030973255,61.206439360857296,75.0,75.0,25.0
312,-12.796852426540825,103.31878093559222,75.0,75.0,25.0
313,-20.186281453659273,56.782792423374765,75.0,75.0,25.0
314,-17.66447108393065,64.52742619182268,75.0,75.0,25.0
315,-10.821513581373525,92.6897162781561,75.0,75.0,25.0
316,-13.981729255851,78.5848847306775,75.0,75.0,25.0
317,-15.95323560517085,62.07653121751357,75.0,75.0,25.0
318,-19.13058771864857,65.40344853398418,75.0,75.0,25.0
319,-20.451893839306855,63.55982193448383,75.0,75.0,25.0
320,56.27312882429444,83.31805166299404,75.0,75.0,25.0
321,53.89052052448015,92.14586590889836,75.0,75.0,25.0
322,-7.357692248935178,73.25767685512982,75.0,75.0,25.0
323,-16.667011735435203,77.82606462719619,75.0,75.0,25.0
324,-18.445911215610224,60.363820380733145,75.0,75.0,25.0
325,-21.698664839340545,55.017052867706425,75.0,75.0,25.0
326,-19.09492560572277,61.97526525844304,75.0,75.0,25.0
327,-16.184095204066026,76.78848829023225,75.0,75.0,25.0
328,-17.694075296181666,70.24651747540221,75.0,75.0,25.0
329,52.53259055637654,71.1930657837395,75.0,75.0,25.0
330,57.05187325713245,69.17976147641863,75.0,75.0,25.0
331,-17.231709951797132,52.81604545398587,75.0,75.0,25.0
332,-13.076725947820233,64.10943276817864,75.0,75.0,25.0
333,-19.208636938717454,60.30471250680179,75.0,75.0,25.0
334,55.562296997268795,80.10534602081367,75.0,75.0,25.0
335,-16.722575105185832,79.58309270661329,75.0,75.0,25.0
336,-9.062496250402667,92.93753298368044,75.0,75.0,25.0
337,53.8587074716082,74.4930406253045,75.0,75.0,25.0
338,-15.865117661343277,71.25177580590476,75.0,75.0,25.0
339,46.194162737015155,60.64371655631862,75.0,75.0,25.0
340,-16.34331643062586,83.74584945283127,75.0,75.0,25.0
341,-15.350292403209988,80.68108160702556,75.0,75.0,25.0
342,53.93499060300229,78.24884138484965,75.0,75.0,25.0
343,50.92033893385503,83.22787467840487,75.0,75.0,25.0
344,45.14142425974183,53.668411732033434,75.0,75.0,25.0
345,54.09074306907711,65.25312609285955,75.0,75.0,25.0
346,52.89852379220169,88.56026465986169,75.0,75.0,25.0
347,52.316783233536796,79.9474596894978,75.0,75.0,25.0
348,-9.575953134660875,85.86698368715786,75.0,75.0,25.0
349,49.76497520025484,69.19493033130782,75.0,75.0,25.0
350,-12.986034753477124,81.98734678907398,75.0,75.0,25.0
351,-13.652021052580643,88.92014248796572,75.0,75.0,25.0
352,50.33171276224427,90.8455465205584,75.0,75.0,25.0
353,-11.152372244235114,82.03400574179231,75.0,75.0,25.0
354,53.75716824844831,80.1746325593182,75.0,75.0,25.0
355,54.97433216813032,88.06940151593831,75.0,75.0,25.0
356,52.66302589527393,84.43063377122643,75.0,75.0,25.0
357,-13.101085917346484,68.73652610845784,75.0,75.0,25.0
358,-18.366958095014734,86.63671879113977,75.0,75.0,25.0
359,-13.697471383392081,73.29436239976182,75.0,75.0,25.0
360,57.67252527369503,72.2493863851837,75.0,75.0,25.0
361,-16.56586212609744,74.36955113306954,75.0,75.0,25.0
362,47.39254733581515,80.96363973454646,75.0,75.0,25.0
363,-19.40815320780731,64.46434248189993,75.0,75.0,25.0
364,-13.689314737323926,72.5201223913659,75.0,75.0,25.0
365,-23.19430688771758,65.11531645189758,75.0,75.0,25.0
366,48.46409608986295,64.98576855483643,75.0,75.0,25.0
367,-18.225471146498283,75.97026404685676,75.0,75.0,25.0
368,-17.226999516470002,58.61475535217752,75.0,75.0,25.0
369,55.58172508831004,82.38402986874429,75.0,75.0,25.0
370,54.03631915398786,73.61971949383837,75.0,75.0,25.0
371,53.37914162862429,68.07631619784564,75.0,75.0,25.0
372,-18.492141581955,78.06158289284053,75.0,75.0,25.0
373,51.23748061480044,70.44003231527194,75.0,75.0,25.0
374,-14.762518616327922,83.38559504809226,75.0,75.0,25.0
375,-17.531402602396494,59.35153358866158,75.0,75.0,25.0
376,-23.50933759597558,68.72290434426857,75.0,75.0,25.0
377,-18.51490946538668,73.03071925068436,75.0,75.0,25.0
378,56.080327339999315,71.68994375244351,75.0,75.0,25.0
379,-21.727344229552145,57.012776237879336,75.0,75.0,25.0
380,-19.23349532700835,88.48287196567382,75.0,75.0,25.0
381,61.10683682293956,82.72044544948702,75.0,75.0,25.0
382,-15.022977429718726,61.5894405768537,75.0,75.0,25.0
383,51.89702946514208,81.27165557182467,75.0,75.0,25.0
384,-4.765943147538941,105.20480933216542,75.0,75.0,25.0
385,-19.452581783688924,40.960394635282796,75.0,75.0,25.0
386,54.006376386747455,84.54726485036126,75.0,75.0,25.0
387,-19.232574259855635,80.71484800291736,75.0,75.0,25.0
388,51.0405064635384,63.98905898750578,75.0,75.0,25.0
389,52.994868429789584,74.92370678449873,75.0,75.0,25.0
390,59.544589120075855,87.92804742164458,75.0,75.0,25.0
391,-16.43369204039032,75.57504139083208,75.0,75.0,25.0
392,48.210451707813256,65.60604182567849,75.0,75.0,25.0
393,52.29133638101717,76.64373493856363,75.0,75.0,25.0
394,-10.95279115109874,90.69039196206894,75.0,75.0,25.0
395,-14.90606488352169,74.90977852495618,75.0,75.0,25.0
396,54.38677455441022,70.66027924015815,75.0,75.0,25.0
397,-15.613803747914226,75.0557153952523,75.0,75.0,25.0
398,-17.45019724392191,85.02493512457652,75.0,75.0,25.0
399,57.59062323388759,74.22773461992118,75.0,75.0,25.0
