unit_id,HarvestBiomass,GillHistologyScore,do_set_Salinity
125,9.576539429385207,56.1001873678939,10.0
126,9.981056560148136,57.40860315736501,10.0
127,0.6366707270965302,58.03934978713736,10.0
128,0.01731280943454827,51.5997505576973,10.0
129,17.00408584145589,49.88091882661465,10.0
130,19.66412412121708,51.016949364284514,10.0
131,-1.9163946359201594,53.15308759969098,10.0
132,-0.8097593119042379,38.61291194210003,10.0
133,4.201531112642908,55.339109394812326,10.0
134,31.338068935091375,39.18852409024036,10.0
135,6.248917592227503,50.988994984519174,10.0
136,2.7276984101422457,48.82242230084518,10.0
137,12.317764761780067,52.4843628912834,10.0
138,13.9490123441838,55.24074175527551,10.0
139,19.327983167146623,55.28343855058818,10.0
140,0.8304494515017116,48.05207243280846,10.0
141,6.13183914786567,53.49305888939676,10.0
142,-8.519942189699735,49.374045259625746,10.0
143,-3.3172640630661623,36.1670987907462,10.0
144,30.09915241072332,33.65378421080568,10.0
145,8.121052958476598,53.47811613858204,10.0
146,-7.588693148110529,46.247218928880294,10.0
147,11.471614336733694,49.91235656634137,10.0
148,20.107907240915317,55.3373120517008,10.0
149,2.867115365036938,53.084147378845756,10.0
150,35.91290641653355,16.582909991123223,10.0
151,-6.666100357881177,56.42559055507535,10.0
152,-0.653733715264801,54.58272388526617,10.0
153,11.952726886987678,57.11158047811056,10.0
154,-2.5552187810492626,52.27220091665947,10.0
155,-5.69037111291137,54.75767674675658,10.0
156,22.389651207955605,52.0840059704664,10.0
157,-2.715172083063655,49.776507062657764,10.0
158,1.0208101762653392,54.29963345659208,10.0
159,13.41057346230627,44.65316181157325,10.0
160,4.852712051049477,55.129593369710896,10.0
161,10.373275927648589,57.462918108979615,10.0
162,3.325907765268391,53.213253072428984,10.0
163,-3.5317964470674275,53.437602466268785,10.0
164,7.754697696098604,47.203088939273584,10.0
165,9.643896170050509,58.09659226901658,10.0
166,12.095457654904822,56.64348401248945,10.0
167,-1.1292935978532714,57.638753963823305,10.0
168,11.763287221384358,54.6999196880405,10.0
169,8.230213918597515,54.35270255158805,10.0
170,2.0662886722454132,56.806501042201084,10.0
171,11.705168739340921,24.788167948619897,10.0
172,20.35382677790482,29.52260759241585,10.0
173,0.5151779939071419,46.969519730323086,10.0
174,-0.19043294921267506,45.03757424926186,10.0
175,23.529871589175844,18.062024010041902,10.0
176,10.052757819140588,50.19597396857457,10.0
177,0.3961118702867532,50.79465508161422,10.0
178,18.707909451867387,47.66763983408583,10.0
179,10.442508541468232,52.656621565941535,10.0
180,1.9991872859472837,52.670956704417414,10.0
181,-11.661061962929898,51.64910283304482,10.0
182,11.005370789754544,55.30503949859311,10.0
183,36.48231272113507,8.570452440676833,10.0
184,0.9289206378881967,57.43331249522119,10.0
185,6.219813057051514,54.45556872797106,10.0
186,16.03051248864066,42.194309090123326,10.0
187,-2.899234303982966,51.526521175180726,10.0
188,12.06702656054214,56.12606436535787,10.0
189,5.956809894068431,44.62396499340589,10.0
190,-6.640841272983504,53.72012963214733,10.0
191,6.241028595450898,48.814134115307176,10.0
192,6.293840412732181,49.76874438463278,10.0
193,5.619879811972417,56.319741837246916,10.0
194,-6.492271000576489,49.83511662720139,10.0
195,4.509050767514762,50.00184552708915,10.0
196,14.699757357466957,38.57503437649248,10.0
197,-1.701945367413316,48.75682863522512,10.0
198,-3.0955774691988855,55.81472135550023,10.0
199,10.057361747586503,15.96222587719918,10.0
200,-3.0941422488974735,50.67732406266538,10.0
201,-8.517720192854775,36.20714866011382,10.0
202,9.159444373867665,48.04823795227818,10.0
203,11.774382940249373,45.53561246193607,10.0
204,12.744379813667022,49.78121041277566,10.0
205,10.92171108874288,57.72684483016,10.0
206,2.4065556527129273,46.159525042346345,10.0
207,12.239691851696737,45.21208380982906,10.0
208,5.858710721174678,55.92124202062841,10.0
209,21.747525790309393,57.28309577784376,10.0
210,11.712241229070209,56.251022446128154,10.0
211,5.268628234434032,50.33456125460576,10.0
212,6.847482161633401,55.37884776222436,10.0
213,13.961438877032274,57.322078001851054,10.0
214,29.344632561856578,12.721434968525696,10.0
215,-1.8390967792068436,53.70210776286408,10.0
216,8.70934796739239,52.74701814802448,10.0
217,16.616029938157446,53.33785191914242,10.0
218,3.655330338764712,44.057919847435166,10.0
219,19.372542959747935,43.78909241196762,10.0
220,2.023931049398018,51.58389428346775,10.0
221,6.281817063140174,54.30935564847201,10.0
222,4.524355673327909,44.109089149086316,10.0
223,20.316983047951478,54.580829106808,10.0
224,16.381931536217003,19.486857942392444,10.0
225,4.803253764530155,50.96364698569235,10.0
226,20.1839107580994,46.735173228983435,10.0
227,15.129855477865298,53.999319458742185,10.0
228,27.6809957100661,56.41623730644189,10.0
229,13.746144139676032,56.576146898274146,10.0
230,9.32465856395069,45.193216568171856,10.0
231,4.011555326765178,55.440845698927355,10.0
232,-5.236168163639414,42.32730149175505,10.0
233,1.6451467102707915,57.92292798218536,10.0
234,7.284392678488258,56.094120415171254,10.0
235,5.823875557112685,56.57805546231651,10.0
236,-3.7335961564876343,48.64506161471004,10.0
237,13.940872522206936,11.696000936350822,10.0
238,-0.4591118633446336,55.66735512542275,10.0
239,-0.7818949495571932,54.04667619220922,10.0
240,-3.212826886425766,50.37380780479512,10.0
241,-5.0050279596485465,43.806054827199205,10.0
242,15.391157603136326,53.63471683721181,10.0
243,-2.302533202299253,52.06679831289964,10.0
244,7.488475515766279,31.70555190937788,10.0
245,8.052171782328399,56.075912320890694,10.0
246,0.8323372319202692,36.25052194845443,10.0
247,9.284458785167693,54.11933770507411,10.0
248,8.372348200348753,44.883483407555744,10.0
249,-8.56526777650589,42.44938419020531,10.0
250,4.31105832638219,52.741824827173616,10.0
251,2.1354322061942304,53.451600130038116,10.0
252,12.725983092451765,46.890445941049606,10.0
253,1.544937662597269,54.83320047752,10.0
254,14.5755305223627,56.394951976402375,10.0
255,2.237448496128986,36.02347597393657,10.0
256,3.3884819275056586,47.40982050018194,10.0
257,-0.650780103980082,49.19467798004536,10.0
258,8.386272255288258,56.39866403093564,10.0
259,10.287713397064127,45.484419702130616,10.0
260,-13.817769419717973,49.20714344586002,10.0
261,-4.827400145827297,45.98592572798947,10.0
262,13.029246944672122,46.331291452033604,10.0
263,2.600503008830919,54.90142817856809,10.0
264,-1.2497579801970937,55.93271423111967,10.0
265,14.977131111390703,23.030928127032862,10.0
266,10.16909281862162,53.30298921908272,10.0
267,15.426786912458383,32.331492226430846,10.0
268,24.599708067585112,53.604886889893464,10.0
269,-7.717339863348585,52.315529361383106,10.0
270,16.996919197272668,51.68429921842631,10.0
271,4.818659664545388,28.791456489712125,10.0
272,6.025747324011293,51.99475792859891,10.0
273,11.073287299696442,34.534147179527174,10.0
274,14.369502344845866,38.79976623311441,10.0
275,2.6896115049650113,58.02094355119464,10.0
276,-7.666711532202674,41.83358218474299,10.0
277,4.600971350814007,31.759852060880462,10.0
278,-4.91528743406519,54.72724887890951,10.0
279,0.3111190968232418,52.75957254169725,10.0
280,-0.6879656588522937,52.70423991333801,10.0
281,11.986649658251421,56.555815525603926,10.0
282,-6.740993237765366,48.53809556605761,10.0
283,4.844908186405995,57.668812507166905,10.0
284,-4.136348357374686,52.59267449490871,10.0
285,16.458924840824647,57.44880250551975,10.0
286,8.522298488100647,46.19402296144536,10.0
287,-1.117131542522534,56.20982061330657,10.0
288,6.861068335877618,50.3058678981444,10.0
289,23.13240423447107,23.146170032674796,10.0
290,-0.6988384388998354,41.91250863712103,10.0
291,-3.0060588609916863,51.00566310685307,10.0
292,2.079649650585058,47.6292825449525,10.0
293,12.407351488309715,56.23099106672674,10.0
294,10.869541281539112,53.973747765057986,10.0
295,5.687407436300151,52.71819337672092,10.0
296,-2.272904670829071,46.297745971814535,10.0
297,-0.8207213875652393,52.091588373995684,10.0
298,3.0351256889063327,57.42669139821541,10.0
299,38.343461242475065,28.06623736084652,10.0
300,20.55819979543386,42.75107253300979,10.0
301,5.658103194271767,55.522252844164115,10.0
302,10.035709875306628,58.794145015785716,10.0
303,10.216280614960032,43.34696341999836,10.0
304,3.7359289242687823,57.64465939991082,10.0
305,7.140959148889626,54.66949937988809,10.0
306,-1.2779176625914865,56.71298783138374,10.0
307,2.014171918130696,51.47302769351299,10.0
308,0.5197526108444787,54.13919845361809,10.0
309,-0.6639991506940142,54.58926883786726,10.0
310,15.161721724262577,43.72810595721425,10.0
311,1.398017203858262,52.775362451200586,10.0
312,2.3067583598092964,48.919181869388886,10.0
313,18.571895230004767,37.82256138889649,10.0
314,11.691766124500676,56.6646344141725,10.0
315,14.356119765654237,56.55451886395093,10.0
316,9.938083609972008,52.528019987026546,10.0
317,20.892753854068147,52.20238089198953,10.0
318,-1.405577344260918,51.64383631181561,10.0
319,5.660649140721223,47.1474978648126,10.0
320,-3.6965857707230256,47.79458845408099,10.0
321,8.393096884111676,55.137442472023466,10.0
322,-2.9019553077681155,51.65509563506313,10.0
323,-2.720287315312266,53.51839903026575,10.0
324,10.962468820922759,55.392525983830595,10.0
325,20.398469088695947,57.219599838525234,10.0
326,-0.179933297295352,51.540072921520135,10.0
327,0.5508140617236901,56.80622636728262,10.0
328,4.593620685450883,53.00617408023237,10.0
329,-5.050641020291477,42.73856596038804,10.0
330,16.47947529688324,45.998377436058064,10.0
331,-5.138227134779649,38.878012028875666,10.0
332,1.2043404251330267,53.32169630532001,10.0
333,22.519400408991952,45.37781712777705,10.0
334,-4.2113706463725205,43.90032937856725,10.0
335,11.064854620460656,41.98258808859785,10.0
336,23.28116294498958,58.43704720555389,10.0
337,7.9403814052086465,58.107677937240446,10.0
338,-4.835866562196726,53.51642827932607,10.0
339,4.929440525229381,50.75069629504359,10.0
340,11.030634013816623,43.477233310857535,10.0
341,13.455405814125733,27.548848252437704,10.0
342,-1.28941494181859,50.94666807419375,10.0
343,5.602460948823229,52.62734742953382,10.0
344,-0.746218794718315,49.860269320621306,10.0
345,2.069750997138098,53.86488588080113,10.0
346,10.604056234685121,56.1779655163558,10.0
347,2.4872486241146556,36.716490041407695,10.0
348,8.15859177059923,44.121702238341406,10.0
349,17.005384990474795,53.491833547186516,10.0
350,18.14327786134047,16.700734874891435,10.0
351,0.4827706368258631,57.37747290993876,10.0
352,2.8948961212038107,55.24549089564788,10.0
353,6.456660906190161,52.46481632822778,10.0
354,-0.49240060494892746,51.435992091912205,10.0
355,-3.576111912952281,55.81194301487024,10.0
356,1.270269301975213,50.643281621093415,10.0
357,-8.732481309139105,47.05364227570787,10.0
358,4.645239155533272,53.94754982156101,10.0
359,7.2621606630686735,54.83263014089595,10.0
360,5.121516264098158,50.56805894763872,10.0
361,24.756098721289447,24.25202423287092,10.0
362,8.105520659150558,56.04462700561882,10.0
363,13.462952968835825,51.32022964802012,10.0
364,17.585622045783726,47.47403649986745,10.0
365,15.700747348391234,49.54449391069251,10.0
366,31.161445087422905,32.48072280620102,10.0
367,10.65932365292019,51.54552956221604,10.0
368,3.123276144178857,51.66628280879186,10.0
369,18.174140340596455,39.924464552032035,10.0
370,20.103111042180075,47.27146675141033,10.0
371,2.6843797807004277,53.03197820995127,10.0
372,3.350129937275784,55.467655399339634,10.0
373,6.409726650916539,58.55490019065905,10.0
374,20.312804256784844,24.826626340138166,10.0
375,7.5179508041896606,54.7062762522396,10.0
376,18.312240545700792,58.11010910530248,10.0
377,10.018642066524922,56.23386277974116,10.0
378,2.584440818454053,53.66252829508956,10.0
379,1.8531279373259726,55.51604954822389,10.0
380,28.328701045232222,22.10402296865247,10.0
381,4.082024007144168,56.779112277307746,10.0
382,31.05650020481255,34.14330468179509,10.0
383,11.28423898099152,42.54924859411708,10.0
384,2.0701655690625085,56.27920411459215,10.0
385,6.50202458198758,52.99086629079067,10.0
386,-1.3104134385708326,57.550662809174085,10.0
387,-6.941534481507488,49.5938301535198,10.0
388,-4.211966199943772,52.813116236408156,10.0
389,4.694554462841294,56.690008972281404,10.0
390,8.10401948440093,34.18357245104036,10.0
391,-2.749344301142963,50.43122022836864,10.0
392,14.418839108682565,50.8750918505816,10.0
393,15.094502147982606,44.40165906685808,10.0
394,-2.863527923826094,43.57081072669416,10.0
395,13.441249264822261,49.502401684430154,10.0
396,2.505949970222528,47.72170481094565,10.0
397,5.521549943184869,56.62348225316397,10.0
398,5.8296919804003,56.618142789388685,10.0
399,17.623777509145388,51.86239797609309,10.0
