unit_id,ReadmissionRate,Creatinine,do_diuretic_titration
54,54.42163792847046,57.9374479529171,80.0
55,61.89585853273523,54.95332405795345,80.0
56,62.97961414599292,51.728875176655514,80.0
57,32.70657209191451,58.755969434887994,80.0
58,46.04250751296104,44.40576863249298,80.0
59,64.09643173660281,40.41720229672226,80.0
60,52.34628944835606,54.46929102150807,80.0
61,45.89144283002064,51.80800254176106,80.0
62,53.48117136663716,48.40207436321908,80.0
63,61.40052540147023,58.9647729218228,80.0
64,84.67875512343367,28.089890527751397,80.0
65,76.00770280799678,65.74177530992344,80.0
66,44.65676454017162,54.15269355008887,80.0
67,54.43848152012829,57.175611554221796,80.0
68,50.87632021760854,50.06463686111847,80.0
69,50.75930671883969,48.8869799722272,80.0
70,58.23784672720454,40.9579896078013,80.0
71,57.02416555954299,64.7151863887341,80.0
72,27.759101723474306,42.304933154986706,80.0
73,33.591219833915844,65.78607213997928,80.0
74,60.61522137030596,50.1726006532233,80.0
75,45.11837653403651,38.418022193347426,80.0
76,54.19591490260574,56.87490381790734,80.0
77,18.733047944201765,54.057858431487105,80.0
78,77.61550011701108,50.242093498997804,80.0
79,84.68188999323883,49.638478544685015,80.0
80,41.73250578281854,34.35301148853731,80.0
81,47.38689433457017,33.29187324399049,80.0
82,42.30988954599346,34.475007410494534,80.0
83,40.29106504014513,53.39332741256223,80.0
84,45.78632657742754,22.42087555090583,80.0
85,54.674916906926995,38.622884389845254,80.0
86,47.85621399416576,51.07243500205581,80.0
87,49.263816743278774,49.4571575961707,80.0
88,62.7004696262596,37.52173779984144,80.0
89,33.62074432213158,38.43948241574965,80.0
90,68.43314349105424,56.15519797937643,80.0
91,34.70556875639991,62.57185229166728,80.0
92,55.19955450535492,50.83764413522846,80.0
93,42.51717505661513,35.933966402281456,80.0
94,57.00442150487342,46.88147431308821,80.0
95,56.24720970189889,32.4067422223009,80.0
96,83.12337039379412,57.742700849708754,80.0
97,80.40818569151224,54.944010964416336,80.0
98,29.581011021199295,66.236012188924,80.0
99,33.690294609193984,41.97014993036931,80.0
100,59.94942016761956,62.52450348787277,80.0
101,72.17004190053429,49.20518670630429,80.0
102,67.96757971871568,22.380310865004006,80.0
103,30.367502174677146,41.81223881143851,80.0
104,68.83082750539657,42.010596032973176,80.0
105,84.52458846504067,34.670131817689594,80.0
106,55.43736000266132,43.273727402047825,80.0
107,34.00023749991245,45.4896919798893,80.0
108,65.79370956539364,61.826192924991034,80.0
109,42.30100132306275,51.141995034521436,80.0
110,80.705752384552,45.31327667852131,80.0
111,62.744954018794985,56.065796253162475,80.0
112,42.199627762106836,42.209651360333346,80.0
113,65.18894631965158,45.036386059779986,80.0
114,74.09549985043856,73.57722453973228,80.0
115,47.45818528347823,52.90930404790775,80.0
116,42.67178168264386,55.93490462596073,80.0
117,30.59939847264432,24.02498756668398,80.0
118,80.55995699220881,41.674942745035366,80.0
119,50.49881059331209,34.92875898568522,80.0
120,68.69325164560993,78.86068999451133,80.0
121,92.18167082011064,44.383554135269584,80.0
122,45.87317498669847,56.7984824171028,80.0
123,40.98505084718888,33.61199547044713,80.0
124,23.305277851986773,35.766296352488084,80.0
125,47.735003213000915,54.86043799008458,80.0
126,40.755160497416355,42.041503045704545,80.0
127,78.13603676017291,63.28942252059466,80.0
128,40.39764009609341,35.718273528946845,80.0
129,29.055349078079267,54.98239001950712,80.0
130,44.80629575761001,50.918698243194086,80.0
131,70.61940503844212,43.9109043388141,80.0
132,33.86052069847466,49.76040950314795,80.0
133,64.63786838012373,54.676379018379905,80.0
134,40.73415086864471,50.585811702530016,80.0
135,41.121750378887874,49.886315648800114,80.0
136,35.83113490180179,69.27131499991854,80.0
137,28.118600923223656,44.79348646430591,80.0
138,54.74667212985592,43.28096867561556,80.0
139,25.913325030049812,46.93009169746775,80.0
140,80.81738179247253,53.368586419722966,80.0
141,48.80358356465636,58.37220767115181,80.0
142,46.97389878354199,39.66755436487491,80.0
143,55.59043646773049,28.299274532641725,80.0
144,74.34428197337432,41.27310522672724,80.0
145,59.748505988645064,36.254405210122435,80.0
146,41.72910046283478,32.392785758168046,80.0
147,87.20634314645432,38.208372476982895,80.0
148,71.34308771761171,62.60193566947153,80.0
149,62.11653204969886,81.71088472647442,80.0
150,48.76130119698389,51.101673265515814,80.0
151,56.46580931136495,54.893258605459216,80.0
152,51.983474793996784,46.16970941651576,80.0
153,28.9790397108872,67.75780358126448,80.0
154,35.68379750500243,48.00195976862908,80.0
155,82.68307014756516,41.10982774984153,80.0
156,45.12408752258255,50.7793798556667,80.0
157,37.464454843451946,44.49852794055004,80.0
158,54.053238058559074,47.805306900793866,80.0
159,24.6440403042298,43.66284837542388,80.0
160,37.542088305454506,58.793192729359205,80.0
161,45.953791849754644,69.77262450329732,80.0
162,54.25078575119245,27.547576995705228,80.0
163,96.99875509042246,70.16157899607163,80.0
164,65.98939992644844,49.02930477696443,80.0
165,44.763778591742856,46.73183642359588,80.0
166,62.944536432206206,51.98017535490755,80.0
167,33.85542557540279,54.692484274136035,80.0
168,45.39166797315252,59.50173112190255,80.0
169,64.82974904765219,39.4185922207611,80.0
170,29.9832216624782,40.84624164909085,80.0
171,58.658537229634945,45.00667369851508,80.0
172,41.77748118154244,33.93707125163056,80.0
173,89.99554026774257,58.29901826481576,80.0
174,66.82400076389231,48.852376304782716,80.0
175,57.65367531648958,45.711380596519156,80.0
176,52.00269135988312,61.745778495100296,80.0
177,35.82542044367346,45.298809614830596,80.0
178,74.95574207097205,37.25877614371582,80.0
179,34.90554804275305,38.00781483278239,80.0
180,60.326818961617846,58.87733814807689,80.0
181,63.89963847057727,38.412456161119586,80.0
182,66.6758220306681,72.77972824166979,80.0
183,45.54241102814312,57.92574527835612,80.0
184,43.02150774680016,69.35252263290874,80.0
185,61.8790413547131,51.927860342826826,80.0
186,59.6602836130122,29.42714428684204,80.0
187,79.9117655915898,73.40722299958075,80.0
188,82.30639991050565,45.717499154846884,80.0
189,69.8039638600126,31.461983599051116,80.0
190,49.21464059074969,45.66549346363456,80.0
191,70.91936569094926,50.97097799794578,80.0
192,82.10493910584916,44.62422175837232,80.0
193,62.20432383320305,65.31184619180999,80.0
194,68.23520081069023,49.5949866405733,80.0
195,72.73209794651198,44.76579046692068,80.0
196,64.2208783142984,40.67164977833162,80.0
197,53.44599764237026,48.603181893008774,80.0
198,45.615857824589455,68.21439440997307,80.0
199,58.29885664103279,61.65986397445954,80.0
200,53.343159827579846,42.49063252336424,80.0
201,45.565380158773344,25.393002715367636,80.0
202,46.6344637525617,63.18253422385165,80.0
203,38.27064827181067,50.24220662115958,80.0
204,61.53350516599618,36.416909129580084,80.0
205,63.92927832516769,61.04022134322833,80.0
206,71.4604283164466,57.69744480126929,80.0
207,35.35693489135542,64.22565974857827,80.0
208,50.54787648924624,58.040465674137124,80.0
209,85.55526971610973,28.551357194603405,80.0
210,39.650053100911094,44.09092429005265,80.0
211,34.77791547696572,40.13240333845421,80.0
212,38.99747224449609,50.77714088771717,80.0
213,55.18085271187675,44.71413697754327,80.0
214,32.358533518367224,45.22762451217371,80.0
215,47.27141053459001,34.864218181655794,80.0
216,75.60913490063072,49.692131802911184,80.0
217,46.24615513616782,39.44136693500737,80.0
218,26.152917502331075,57.996594040000446,80.0
219,54.25812952289913,32.508531065010466,80.0
220,94.4421367615597,34.3951351553685,80.0
221,54.10935855859693,20.408573616063865,80.0
222,79.76684683392692,32.30771960620116,80.0
223,41.7809973952095,47.35758111852567,80.0
224,45.425251480491134,29.771484653962993,80.0
225,24.059378207950807,19.51752447321702,80.0
226,45.83208241750529,41.77673219747617,80.0
227,62.68834186900178,67.52673994180601,80.0
228,26.57561983858272,48.192640555982514,80.0
229,34.201354299359984,52.94795896040699,80.0
230,64.14527749918534,48.86722895685163,80.0
231,37.42907459081479,42.40976670907027,80.0
232,99.10235080124039,61.62035619313795,80.0
233,44.045179743869596,50.46825345621658,80.0
234,64.7393036041445,62.00564499775209,80.0
235,37.454675533400064,31.96375720639103,80.0
236,44.36319112778794,38.56177365180424,80.0
237,66.36808048759217,65.85325568142896,80.0
238,39.127722096080355,38.484349863829294,80.0
239,74.70092074925778,44.149437906652274,80.0
240,67.51378533653575,39.105998775077246,80.0
241,25.392866149180197,43.324740297862384,80.0
242,28.7433186025134,24.28032015008526,80.0
243,64.67416140924728,59.126560117370126,80.0
244,44.211694132818295,47.25396816605392,80.0
245,45.514496390753365,62.53203061741901,80.0
246,57.02527524047736,37.281710470014836,80.0
247,46.82702064688115,72.95474525174023,80.0
248,13.746452728358618,38.40878744911832,80.0
249,55.49371708890331,33.132762958195705,80.0
250,62.1167366416418,41.85254437346284,80.0
251,57.763378272865914,52.2417550496187,80.0
252,58.759564787225855,40.68058711645489,80.0
253,41.2321452905237,49.06183439619071,80.0
254,31.212026371954046,48.8086706023686,80.0
255,55.73952055374658,44.67463949570164,80.0
256,46.32983499233902,47.60996113279059,80.0
257,33.95445194214821,50.82955629088664,80.0
258,60.96895200207756,53.248375124048955,80.0
259,81.34617328622765,65.82409714522082,80.0
260,61.47942683198107,72.74471700923444,80.0
261,21.815817751750338,77.20168465986704,80.0
262,72.97098823570184,47.34721394907926,80.0
263,77.05383883274355,23.57804893286151,80.0
264,59.788716807196394,51.16056013142951,80.0
265,40.67015064582185,58.932250754586484,80.0
266,77.62941224074314,54.27637733754134,80.0
267,41.79996606031414,53.85093227975462,80.0
268,46.586725678209994,52.175172770720195,80.0
269,45.11519476022848,41.23688594574551,80.0
270,48.772941785526065,50.57602811501977,80.0
271,46.73527865040772,49.58495770527091,80.0
272,74.40242879012244,40.53215597698045,80.0
273,38.24188479427375,34.495005194845746,80.0
274,29.58174708166524,54.662534209576975,80.0
275,52.414911785429105,54.04503596212853,80.0
276,80.9809013366904,51.936425088841965,80.0
277,72.1038240866344,50.75169566699563,80.0
278,91.44940171963569,18.976314461681763,80.0
279,50.8628499135358,42.16913158611208,80.0
280,48.09956357539279,70.70092037894169,80.0
281,82.83018376169434,45.743658864376,80.0
282,37.92488800084065,70.82751847976624,80.0
283,36.11244927222201,49.681249317382516,80.0
284,52.22170355482889,23.28109538120614,80.0
285,53.660050317102446,49.98090701175957,80.0
286,26.21028112574663,59.710317910035336,80.0
287,57.04967930923064,57.074680817456866,80.0
288,37.264944545171666,35.76190229912052,80.0
289,79.43821625407655,60.62811375044985,80.0
290,36.325682881882464,70.90203568763332,80.0
291,47.930840970313284,49.233724219657745,80.0
292,83.4677598090835,63.4468250635744,80.0
293,61.33808981407565,55.85973717767003,80.0
294,43.48373136547853,46.67776477481959,80.0
295,63.81098297840464,57.851770033045426,80.0
296,50.34127228874159,51.97827529239386,80.0
297,41.9083215999143,55.0336258564427,80.0
298,37.48797809886416,45.614841645053204,80.0
299,44.40622621219904,45.551196508132854,80.0
300,52.57118880601353,29.03003427202684,80.0
301,70.85199184841366,58.646859931845704,80.0
302,29.381591455139933,52.78654823599678,80.0
303,47.77057608114674,33.99756670777491,80.0
304,47.949821454487434,32.90354513184055,80.0
305,87.9865494117121,54.010530868531674,80.0
306,38.701196458005626,37.35050129360873,80.0
307,31.765742422962923,40.132386709364454,80.0
308,63.093563430857984,44.64184560536171,80.0
309,77.91046861683242,53.51217933371555,80.0
310,78.80599529550214,54.275150714682404,80.0
311,42.53279947010268,32.575475163071786,80.0
312,38.75294865354931,41.190727390352,80.0
313,78.5405608179303,42.6263168742415,80.0
314,54.291172597562394,54.77502634014007,80.0
315,74.820875702934,44.616244952748815,80.0
316,54.617300776202256,41.285250055142555,80.0
317,58.74461532270542,42.24732047935235,80.0
318,57.22655805190651,55.54474011864315,80.0
319,39.87440856687963,35.73940164168726,80.0
320,41.14284623453827,38.58643475138344,80.0
321,62.40419336702333,56.848504828562035,80.0
322,49.94196453269952,65.96043768484758,80.0
323,75.46659307508374,51.815194640134024,80.0
324,44.419854013212976,38.762365796158356,80.0
325,52.820373745625155,78.67586953098666,80.0
326,57.14577318579689,59.799083584981325,80.0
327,61.370129535371305,48.560422517523456,80.0
328,49.962636591197615,41.60175096707332,80.0
329,37.92670332460026,49.69457567839032,80.0
330,66.56851371881635,20.08537671987708,80.0
331,59.777276438468256,44.57258290520871,80.0
332,70.8958825226038,54.240247423461504,80.0
333,79.23503804860553,44.36587854511143,80.0
334,84.46242054248248,49.640666930273824,80.0
335,59.93544484926764,64.51621339621614,80.0
336,23.517959743355974,49.67926988837245,80.0
337,53.35941626023631,66.967178169091,80.0
338,47.27070743084598,19.322075112821032,80.0
339,55.94415522236845,43.39806783801079,80.0
340,43.30831837470381,32.66004990487071,80.0
341,54.43692132695981,60.698140101491845,80.0
342,57.29396796636869,57.971966323823715,80.0
343,40.87865404319076,63.44451222733312,80.0
344,47.91055245501465,49.78106883505039,80.0
345,26.030630869177262,24.914438971436923,80.0
346,44.26486665570135,53.10904247802558,80.0
347,73.47860909310272,40.600924316954575,80.0
348,74.18588504648146,50.859303904494205,80.0
349,64.14219506507197,69.65728220939056,80.0
350,62.57014220998858,52.934644969675894,80.0
351,61.07530151622616,51.32283987910978,80.0
352,38.92812499722541,19.913852730653687,80.0
353,66.94951207792083,50.41209827652997,80.0
354,78.8710781851704,49.15708034401735,80.0
355,40.17894894745371,54.55561550588878,80.0
356,37.74180232040127,64.62309740499751,80.0
357,29.930517807310665,65.21841049419892,80.0
358,42.59928140243698,49.389088934136836,80.0
359,66.26589801158207,52.823542146635354,80.0
360,55.05390237481757,64.11330438134578,80.0
361,67.50863571913344,49.33624228881647,80.0
362,57.52965557733518,53.97521889123916,80.0
363,33.655542545434706,50.37158239512743,80.0
364,45.31609305131506,34.52897479924636,80.0
365,96.30364968971577,69.20068847216565,80.0
366,34.80072085775937,45.5600674156814,80.0
367,93.11683210813351,56.749175918324674,80.0
368,32.71367323456918,55.87537055799662,80.0
369,39.67676845818694,35.61756912039189,80.0
370,28.73432156434064,50.10673378000749,80.0
371,50.11078339999503,67.39565513282342,80.0
372,69.46271897172905,43.674354906358715,80.0
373,69.10856019957643,30.348822100275108,80.0
374,52.2177050304748,19.71776915889502,80.0
375,22.35880042858623,41.98333787553182,80.0
376,62.39076601685345,55.69055228222075,80.0
377,62.345197412278985,61.96415588018772,80.0
378,48.29637289531468,49.03762009220742,80.0
379,59.59735666078477,63.26209500245008,80.0
380,45.731880294956426,61.79563630949688,80.0
381,74.85708130393418,51.82985993941181,80.0
382,48.812832420400994,45.99048508519269,80.0
383,86.37594015604172,33.712206704220606,80.0
384,43.351347273229756,33.60713599641784,80.0
385,49.825958956395546,61.51944651261662,80.0
386,63.324190023069626,74.6845874493416,80.0
387,89.09206086599835,35.74580011934219,80.0
388,32.37211404446399,54.96510851225179,80.0
389,93.60425809156908,56.9033124877739,80.0
390,58.8936736098265,30.64700060017457,80.0
391,49.3800796572243,45.401955592111726,80.0
392,49.5477064476124,50.265232135245185,80.0
393,43.29568117810775,77.09541916086242,80.0
394,40.63454654271801,47.142521452439304,80.0
395,45.2863997326789,62.454275029765576,80.0
396,31.7887467500145,37.685674804743115,80.0
397,50.27326837173812,59.44762664879252,80.0
398,29.04175647106984,45.818351543577755,80.0
399,46.234776622078556,44.84667771714793,80.0
