unit_id,ReadmissionRate,Creatinine,LengthOfStay,do_diuretic_titration
35,35.67147444612285,43.73225085371376,43.61028170765181,50.0
36,53.44995025165145,31.39639275848717,48.02248175481349,50.0
37,54.940463429938674,20.93774485363507,50.77147763494105,50.0
38,34.89103342782032,54.465980824644376,18.11468455796795,50.0
39,46.92711305524828,43.317029004182956,53.77780937138649,50.0
40,39.82910183967356,58.32754583756835,42.736608802763314,50.0
41,35.96849385211715,67.09728902161824,25.752162817050966,50.0
42,43.67961285738675,41.03969305162578,44.80502162154576,50.0
43,50.23507961157051,59.59747647103249,33.03438077111683,50.0
44,25.091861261263325,46.02303029870441,29.619251370839773,50.0
45,44.8212700706562,45.1514050607956,36.08605422278787,50.0
46,37.44949282065859,55.387662825444366,43.30058745945999,50.0
47,39.108794630574394,44.68083715061521,36.78691415754729,50.0
48,32.1423642305083,17.38322888417591,38.50191177999613,50.0
49,33.60715453185878,43.99688996796002,35.13762496546118,50.0
50,50.00715738325056,21.651537732459428,49.94978510070464,50.0
51,31.190035446892843,46.88243111418993,19.83874341121808,50.0
52,53.285483053037986,70.29441735240465,38.36496394728352,50.0
53,55.596001355987156,48.21471394129506,40.12282407123008,50.0
54,30.92257043657095,58.43791547274441,38.09011721042764,50.0
55,57.584866864663745,55.760678849341794,49.180031081754,50.0
56,36.27490974390855,43.30387456314415,30.329034062149212,50.0
57,31.050156120069577,58.75101842546743,40.03539433657733,50.0
58,58.03315241608911,45.87644216263188,51.69559819562154,50.0
59,52.09994911059915,48.764584904316735,56.130664506685655,50.0
60,35.73563718272167,60.67177768917945,43.81560053565813,50.0
61,30.71478900047931,46.75766078096317,22.70344952281026,50.0
62,68.49737729045,65.55181414086977,41.705660657544286,50.0
63,40.46942634932116,61.20613314579279,47.9589683616222,50.0
64,34.491499170188646,44.549093721004795,42.90144899356935,50.0
65,18.676132175225156,68.57252872259406,25.54629034663845,50.0
66,26.69983345381871,43.21887877776937,29.150011422571986,50.0
67,65.35750226540357,38.428347282451774,42.526342968914975,50.0
68,40.82205836356871,25.50267598506436,41.41109565154164,50.0
69,54.791310471228435,52.87640262572894,51.84847078405571,50.0
70,35.70462168177364,59.28686070721764,40.422306809785326,50.0
71,26.307619491680448,56.61697538282104,15.942864198706227,50.0
72,57.985782097287114,57.939679458982226,41.957913049809946,50.0
73,42.839789346332,42.700416383919176,21.706619787945698,50.0
74,58.06007355688181,23.256571793535947,46.78635294915175,50.0
75,46.49710219643211,57.56119151946273,45.20137387992508,50.0
76,41.82193609233712,49.00987751164515,39.1089474103176,50.0
77,38.144446107807155,55.04885542996814,35.37593277906734,50.0
78,38.13681266175737,51.3191448300007,51.70298845794182,50.0
79,25.92899881046027,59.2545136888567,42.42945952622598,50.0
80,35.82056444926277,67.16768073988375,42.63665356143175,50.0
81,43.13299087227913,36.72653319637834,33.1492729772037,50.0
82,44.85681042238381,58.38387184025226,48.87343783977771,50.0
83,39.38420915741306,36.30722000525529,35.85494351293347,50.0
84,35.14941776344954,50.88633244152796,27.069512802609957,50.0
85,48.04750692358195,69.76767075841045,38.907686331567625,50.0
86,55.90377305100155,48.71619598394771,32.95439049379638,50.0
87,40.81879719360651,46.181467272826794,46.918527294399304,50.0
88,28.279338517143252,57.643611257446096,22.02238411352791,50.0
89,26.697615567074713,68.78965185508251,35.9686664995863,50.0
90,32.37044382721394,53.727401116024986,14.743199031640708,50.0
91,45.02817570621629,60.556636243727986,50.36203633237635,50.0
92,77.18670723491049,30.868535336582404,58.64845092166842,50.0
93,50.907148935881324,42.52613123811776,35.88095210525341,50.0
94,38.86662892997792,58.26903243395154,47.50350040798699,50.0
95,70.28501589231533,38.67666803348778,57.19166120538275,50.0
96,40.84218401083866,47.971546245186985,25.425129479063262,50.0
97,37.97339289022185,43.87748518151843,42.5452499051793,50.0
98,44.362147380010455,51.51267691756723,44.00403433157946,50.0
99,26.48622151529738,31.551401983535293,27.875459755977655,50.0
100,51.62302455477187,29.42238278931637,41.8319549179565,50.0
101,47.44864504157324,52.83978387313788,63.03152782148054,50.0
102,54.9806896426831,53.289188039455865,39.55854616265492,50.0
103,60.192069063754595,67.05718233555554,40.787016335032355,50.0
104,59.25711176556589,70.37061974567995,30.67724159823661,50.0
105,37.79215872204093,48.17025731452958,50.27428051091772,50.0
106,48.10271516751789,20.89266566389515,44.78315316686698,50.0
107,56.416205429122144,51.55043514325856,52.83433797128553,50.0
108,54.43965433542887,30.230431594959608,48.279689190063756,50.0
109,30.115471560989103,37.264862224309816,38.4275365242905,50.0
110,34.141601184473004,61.503479796974325,38.21004304522921,50.0
111,35.454896570268936,57.715593998941436,38.53830014288698,50.0
112,32.24018435708424,35.85584852789717,27.96042176775876,50.0
113,88.71255744594355,40.10304179148505,49.60129037941584,50.0
114,39.65743056947881,61.874616885597135,45.61797064227383,50.0
115,48.6700083857873,37.718167310002116,45.40009246602307,50.0
116,52.540020884595606,50.548451081290075,49.080642714069974,50.0
117,47.308037484137586,62.23424343555459,33.07831680575746,50.0
118,53.108269078767215,69.75628436351249,54.08646138765943,50.0
119,50.10729256238121,46.35627809380595,35.456790782838105,50.0
120,32.16998941476384,55.757270634257104,31.92063099547109,50.0
121,35.610739410519145,60.21382000519895,34.308201604968296,50.0
122,33.188037088094994,60.06715316833912,28.29134367162658,50.0
123,22.649874917577847,43.08737198775777,24.972957250104194,50.0
124,41.97480601547567,43.93901028980417,39.112487701494544,50.0
125,34.928936707424896,41.3281917671306,39.90041635323288,50.0
126,58.06945072353404,48.31625237930042,48.35109006114613,50.0
127,65.52275820783333,55.198136530331844,38.98615367425068,50.0
128,37.02349919413639,33.956248847248496,24.019066119127046,50.0
129,39.08086031124855,50.73979481611811,37.73953888601024,50.0
130,41.37976279533433,50.61000098726565,38.74337260622482,50.0
131,49.02563304131502,47.493239976504604,52.13798785982584,50.0
132,43.639115447159575,13.518818106093986,48.66435905880334,50.0
133,46.33957584843843,50.12265867935779,36.88445837128077,50.0
134,43.2400758039259,67.47135523844894,31.540442976460568,50.0
135,42.77111802205045,48.26377868604106,40.16904513524054,50.0
136,54.16174560394413,32.22886007783142,47.90412795881235,50.0
137,51.1012017566378,51.9927922244245,46.01698984436147,50.0
138,62.843209516239604,51.57828239324239,55.84362666080256,50.0
139,47.37323931855056,46.91863429339076,52.13081072114188,50.0
140,45.55318377384405,20.809062076358018,48.64268455719184,50.0
141,38.866296360520735,43.63948209378971,37.85159991257493,50.0
142,29.917359732394306,39.079246743191206,38.03551750420768,50.0
143,45.85921797068136,27.018817611445822,47.15925010539897,50.0
144,43.892960712356974,47.25120160318801,35.038078139068794,50.0
145,45.792749289307494,28.6720677600507,42.3239115506363,50.0
146,53.4187473056863,44.95215287185932,53.86254143846389,50.0
147,53.34242082358523,32.417416009168974,25.227511322139325,50.0
148,33.91289311561884,48.42886599888419,38.087553304815756,50.0
149,64.06858738074624,49.42197259214969,54.714482565935825,50.0
150,35.4987121163446,42.42406704148479,49.09518389418596,50.0
151,53.825259106104824,55.06651592110475,46.03106234407277,50.0
152,39.04795950028592,43.153283068054854,53.06733081897535,50.0
153,43.74510546365053,72.44613096376116,25.169311680742812,50.0
154,60.485321965439226,41.24266400203746,39.56574383217465,50.0
155,36.96295982108513,61.18733966085319,29.766967573821937,50.0
156,35.68489838474323,50.062369271997554,25.01322299791584,50.0
157,35.67151006956982,28.03196598150575,39.24762382442294,50.0
158,43.96657672294796,59.311030618365656,29.089233999981282,50.0
159,64.07174859451484,56.506533233538455,37.68228939263887,50.0
160,62.78912365312548,65.79018475764704,42.47518002386836,50.0
161,38.926612908085396,40.56751206563145,38.437721545690216,50.0
162,34.31692820058527,67.8268119569758,44.465308892416566,50.0
163,67.06856565798259,40.72057648770996,40.79227163519489,50.0
164,64.4323621635674,50.093708016130336,49.256770857226584,50.0
165,39.02128841788889,44.994993730425826,31.57782697018412,50.0
166,27.632995606661392,55.38155012280358,25.784277625883348,50.0
167,27.42031129566912,41.97334756108108,25.553286199200222,50.0
168,47.22245430530942,53.57204309250287,27.776050315053403,50.0
169,23.9264385635738,62.185447177877165,32.20038014830957,50.0
170,66.66198886894767,74.59981772988063,53.76226257918433,50.0
171,60.57862411833383,57.251684615504246,39.519878095771965,50.0
172,42.907884784393396,63.94369388486833,27.592409038193697,50.0
173,39.16824737690835,25.712154374109073,40.941543519403574,50.0
174,40.65169936288494,34.695363605542475,36.72535394098296,50.0
175,41.78648028507644,58.05120013199712,44.49934748224868,50.0
176,35.09123395806114,40.37549320589016,41.05995802047588,50.0
177,23.27244271428294,26.62814283415909,20.37865640942325,50.0
178,45.695380370896366,57.45187477226703,56.3771895319472,50.0
179,61.831904135548314,71.31033702480768,55.01908559792761,50.0
180,51.011387214858416,57.293494910963524,23.837940867746994,50.0
181,44.688551702415786,43.44077688848168,44.352113317399926,50.0
182,48.96145818488536,43.46978193468485,54.0381745077733,50.0
183,34.12982734677558,52.61248600204576,49.48836352945229,50.0
184,41.339210158123585,62.30993618829083,43.94331918715531,50.0
185,46.44550015342797,59.0162950693755,36.12995186251017,50.0
186,82.08722054748154,36.12868386506412,43.02788953935103,50.0
187,36.29954565266176,60.24388503751546,32.38755165444393,50.0
188,33.90977060019097,31.888584377102514,32.59162206237045,50.0
189,60.04597110935545,37.82554348112712,47.260509984733815,50.0
190,48.70776439317267,42.81616160283281,41.96497692213625,50.0
191,39.18105389222106,66.43000637877455,42.85344634540648,50.0
192,17.550650441164137,35.28928357782924,14.716376947001503,50.0
193,64.63750567953603,52.74623564805046,42.29686943784205,50.0
194,59.20754048741934,45.826923390599,63.59369131627786,50.0
195,33.26946294197542,74.8450741432384,37.85750541290795,50.0
196,64.66182607449866,39.283697613093565,53.61657380881229,50.0
197,32.406945837751785,37.99516771000819,31.943247911863715,50.0
198,36.20085758346465,47.051206746787265,36.50471773414698,50.0
199,45.45983632637523,47.73891580893917,34.852973691101084,50.0
200,38.11986925067109,55.24314784181406,43.207312872998195,50.0
201,43.98635149579612,49.29267664847237,31.748575308920934,50.0
202,65.3008623731727,20.96401417255517,44.63819238703959,50.0
203,31.57241472415763,36.973944867070216,22.505180825793122,50.0
204,36.735213581087066,59.44700351362003,30.135206478621093,50.0
205,80.40504560379631,44.328877721700756,50.08169030988823,50.0
206,56.119678416369894,46.17935427047433,40.582269439275024,50.0
207,38.63396519074811,46.52683920131656,44.385805135385496,50.0
208,29.023538290449803,47.28202087842853,39.322180786548536,50.0
209,33.95778108452281,56.62290581457492,37.47943139697757,50.0
210,32.52453301461787,40.578192358937514,32.550513697855294,50.0
211,28.67554237925944,48.12493992946892,22.04570725680599,50.0
212,39.31875963649064,36.332724146395215,43.820698716558034,50.0
213,47.64674788690024,49.59379363582226,40.68655297997964,50.0
214,41.99029026655984,54.12885040079043,36.428592591254095,50.0
215,26.221156700944885,72.71353300052795,32.457036659204164,50.0
216,59.37121978819387,59.691626355911175,40.95399685109281,50.0
217,77.36126681784312,32.06712167473229,64.29286218562655,50.0
218,31.525926763032196,21.234825738784835,28.589352326057863,50.0
219,47.24770834604655,33.37533381424993,30.261234010962937,50.0
220,47.280928507586275,65.2188467889147,33.9118468886558,50.0
221,55.93006682326937,43.17319039833785,34.78070974674529,50.0
222,57.91550622463733,72.80331103418402,51.33354598348584,50.0
223,48.585835366592946,43.27444054012952,47.36601625607208,50.0
224,44.34459460679905,61.468935302728845,32.52703431891077,50.0
225,47.82476195742623,50.37234401176367,49.1382687089589,50.0
226,41.9110922976293,43.15577323189617,36.00233298861139,50.0
227,57.31531809656443,34.122241837365344,40.46058538928118,50.0
228,43.9323563556123,51.1956045903298,54.60527187237603,50.0
229,56.441179882718885,38.62549166492099,44.43621391145986,50.0
230,49.10742290141222,54.55607051057447,53.27795124594714,50.0
231,33.40469133648037,26.7600295972855,35.48480237623336,50.0
232,29.89961967683444,44.898261653396645,38.780889891125604,50.0
233,59.261803494305084,60.40615630273944,50.691976741838964,50.0
234,30.465919836887515,62.891056529051745,13.813690082319646,50.0
235,50.66394239108752,38.65868085253872,35.41951345216252,50.0
236,40.74803164569354,45.88663287983207,40.95901891466152,50.0
237,58.79831416953776,48.819036823513045,30.818420573402282,50.0
238,57.350081319528705,32.76195644385071,40.53768225276853,50.0
239,33.75405515348841,65.10417859529484,40.705201447568754,50.0
240,30.169364798426237,64.50367837183803,36.9467479965728,50.0
241,42.102511324348576,40.962353122777515,41.02505199395659,50.0
242,30.406904564433983,33.90717719788386,38.137564831249385,50.0
243,48.320957866295736,43.66758509242031,53.019732602388146,50.0
244,76.26821092768957,62.847690258001016,60.39934705958376,50.0
245,53.03392483840642,70.68898663108371,47.299337079786206,50.0
246,38.338922597552745,42.681893702254435,27.755540753780878,50.0
247,31.507845225346102,44.00208429248235,29.638584583035176,50.0
248,49.56899783582992,41.34166049652163,31.69018309411109,50.0
249,76.6163091520202,59.58209334266417,29.653573005531722,50.0
250,65.4072078455236,51.62584334462714,41.44432459993527,50.0
251,43.17997604311144,59.4805643215892,26.283977242567452,50.0
252,33.428485702452726,48.61369748659932,41.79593550918784,50.0
253,49.33158258035645,58.0583269685992,58.78224359795297,50.0
254,56.109469941893096,55.394697113876305,28.266691621170168,50.0
255,42.640551054034745,58.97764010807357,52.01755536022592,50.0
256,46.254434249335986,48.400744374605026,34.40745666992807,50.0
257,55.33879747661591,65.4680981517372,40.019854598757064,50.0
258,34.279598228811004,46.22112664902839,22.21912113059227,50.0
259,26.546294408962243,43.94226615625361,34.11796458194496,50.0
260,28.352524976523675,38.00345524448589,19.678535997438416,50.0
261,40.087896182628356,35.12411172285173,15.805437033328475,50.0
262,32.50324452655417,55.64973929810213,38.20687325443443,50.0
263,36.71635826053791,36.2697640180843,36.94339293418632,50.0
264,64.2090698374554,50.72931279977677,50.11924344032528,50.0
265,31.604351420701448,46.52783472930794,32.80314828806257,50.0
266,47.983846734447624,33.07080208838265,33.05495164448142,50.0
267,39.12288006799723,40.575053084257256,35.24474518911305,50.0
268,47.49160304817659,37.50217878320136,32.26658065005564,50.0
269,47.558666038966585,47.96619324902599,37.44216876633289,50.0
270,60.93311814648374,74.83331349498633,38.47243842749518,50.0
271,48.35046742100113,53.49655160466315,51.96060186664839,50.0
272,48.04171895986004,31.298126710134703,23.000274305165604,50.0
273,32.00949353035547,49.16637946014802,37.71444912768431,50.0
274,40.810466478482525,53.912852645077265,37.20312219526812,50.0
275,31.88013248309657,49.90736219687715,36.43287702379557,50.0
276,47.06168748690525,58.45066499779566,51.06702781831248,50.0
277,53.358732741496155,49.43975263651501,44.575242037002944,50.0
278,81.81357138663346,36.5998635978359,45.74529867860567,50.0
279,74.59849838842665,79.00801356254071,46.94794690992318,50.0
280,43.83629846294765,50.20897546277381,29.099877481148773,50.0
281,24.514988900335297,61.93234485170919,31.396144905684363,50.0
282,67.54632046185579,48.008328465928365,57.26887924060226,50.0
283,46.13245676928776,58.92763222067236,27.971072213400273,50.0
284,54.81678561836344,52.77639377902919,56.611453052577524,50.0
285,47.209962214800996,68.05256962268699,36.48322868242538,50.0
286,42.824090241648534,23.425946554946496,46.70844735524083,50.0
287,35.81639651742968,45.423370688618924,36.11469772178111,50.0
288,30.84101354325511,46.183577860218634,30.184019466217265,50.0
289,59.50869313205054,56.25916277206865,57.366783792294264,50.0
290,56.94603520758279,53.11599927452799,36.706559895534,50.0
291,50.87631489159524,55.77618567029717,61.535374158072436,50.0
292,30.938169496849795,41.756010337770036,39.376945210047936,50.0
293,44.78336316091971,56.15425993215903,25.828258610749977,50.0
294,40.28321220169894,55.37885185374736,45.9209353988127,50.0
295,45.622742654407276,60.924173441591265,41.59325450161978,50.0
296,34.68415248415089,40.233880794642296,27.865085493938597,50.0
297,40.669012127847,42.861154476072514,28.09924446097192,50.0
298,49.063184485056446,59.55690261401622,31.6936766213488,50.0
299,36.965201012701826,86.0013095919773,34.443761314805876,50.0
300,26.836263111221907,43.95816550278225,26.206950688190727,50.0
301,30.245312793436405,51.970406342605976,42.19754128786291,50.0
302,49.371013738918705,40.19824649223117,47.67311039067902,50.0
303,42.41676167689851,47.67797351868245,35.45568023748389,50.0
304,56.38118900177362,50.79668377037775,50.475462553802366,50.0
305,47.63604523107273,55.075296535797094,39.01569698689186,50.0
306,66.85842323637024,69.65040458919435,57.29739123746541,50.0
307,38.58383948681552,74.5877390692188,42.333219782115,50.0
308,35.45231389669212,59.3346105884389,49.34933810669184,50.0
309,35.915456443318035,41.46176355533219,47.15020309442556,50.0
310,50.48562801575958,50.09572974338161,39.28583510677385,50.0
311,38.34530931716785,51.066369341657804,34.344439703256135,50.0
312,29.141646556629098,55.70060911713177,32.3658502795017,50.0
313,45.78338386051029,53.090896939724665,39.867957575531605,50.0
314,31.742597167814758,56.23498231222245,42.33918440643591,50.0
315,59.63718723744368,33.970172769696184,39.13606505763641,50.0
316,43.85545514420536,75.94693476441402,37.675787207552894,50.0
317,12.919437777227419,45.77587830681006,17.198949587352246,50.0
318,32.9329839174852,52.86373316644204,41.222899756434494,50.0
319,34.76523320797533,32.77862766127385,43.58741146799122,50.0
320,48.72698781598366,43.75529765696796,39.860037953169915,50.0
321,32.778754070065126,51.35563016189865,40.71485327925025,50.0
322,63.708552763982155,34.56295117580491,41.53671192689854,50.0
323,52.51832145631927,49.7784457515418,53.83343059338169,50.0
324,23.514113259758766,40.35344785776879,30.466747071869776,50.0
325,50.33129241260709,61.16277555302403,49.167460635549446,50.0
326,77.93591025693738,43.24462593273336,46.761863552294265,50.0
327,37.000001103609335,46.80952807862585,44.22489049556306,50.0
328,37.817288494433036,56.992469100350036,35.87725784028009,50.0
329,71.63813386194165,64.9435198542064,35.24702364974672,50.0
330,42.61647704014727,46.34916181768516,12.916692778153063,50.0
331,25.53574520793465,42.5856794221701,33.32994049446209,50.0
332,38.99324679113329,70.71496327553498,41.78719505890281,50.0
333,49.846377166637836,46.574919386982856,51.60813988041945,50.0
334,58.976835908081526,63.02723841198786,36.251966549086404,50.0
335,49.525653022827434,47.46377939563135,24.318757756093817,50.0
336,70.56204494802333,62.21363781175939,40.5568770953759,50.0
337,46.932676566286105,27.988162247589408,35.254913846869634,50.0
338,22.155753868971203,58.76518017426913,22.81354713786101,50.0
339,44.7680316518268,54.98463403781881,27.916065343223227,50.0
340,58.06429530191216,37.26461280079617,45.07061162858457,50.0
341,62.0603826827035,69.58307380414901,49.640712883243694,50.0
342,33.88779001120423,43.11128466933602,52.785769357841694,50.0
343,45.62182309361105,61.0154422354316,49.70853461539987,50.0
344,53.615605713506845,55.332656823788035,40.29127037147812,50.0
345,31.40745815727128,58.34543512045794,39.19301787954271,50.0
346,43.99189909924781,60.686130852847214,47.494945566713874,50.0
347,76.69103867717021,66.9692917707918,46.61136765562745,50.0
348,55.338202299457215,35.671817033928214,34.42039471957704,50.0
349,55.44491027308358,64.58698991307683,36.70980057933496,50.0
350,52.91383347235839,62.29637212297333,21.478700036689098,50.0
351,39.57875326029369,80.03744026805869,43.05789874524784,50.0
352,54.75921276942265,57.55896438818587,33.59796657862354,50.0
353,57.38221306278464,46.15736339529785,38.19288154147029,50.0
354,69.50932271894766,64.2399269825778,35.84333901631863,50.0
355,37.679317335657124,47.62998563811698,42.56266895973177,50.0
356,42.64831162728812,50.045266000436456,62.377163263661885,50.0
357,37.425954067396056,41.18587676627487,48.16319717487057,50.0
358,46.66416677992186,69.55753240488865,41.15885047480045,50.0
359,38.37626406887195,37.451025279953264,46.54584086844798,50.0
360,36.62649171475299,74.51422944329396,44.36147860346439,50.0
361,34.40276012536126,41.7491312820491,36.83145928998313,50.0
362,84.40630275821098,45.041270890860154,37.66746868799972,50.0
363,58.5294785067563,46.901535155755994,34.960858423033336,50.0
364,47.50087426085011,43.36383017260267,46.489517846782874,50.0
365,55.80324018807691,43.187236712038974,30.29860182366319,50.0
366,56.52553074717768,61.330031703573,38.13380589244519,50.0
367,50.25794897603437,56.504373939887735,36.5565245601866,50.0
368,38.99888996180151,41.407042275835764,45.85246588253444,50.0
369,54.804893364361504,45.793503419695355,41.29376498195528,50.0
370,66.00621047177975,53.46719552514196,32.69163613507612,50.0
371,42.26652944959683,49.801818307946846,35.34125802197955,50.0
372,27.13324950700717,47.17148925002161,31.688444414243275,50.0
373,53.87016469034825,54.05800204721905,43.040396332352465,50.0
374,37.343085873706116,52.07359689258271,33.49991525803112,50.0
375,53.58467439500383,70.59109032867916,51.00507438492122,50.0
376,33.092126976662506,67.23598515873415,41.63352968792222,50.0
377,45.63282674537348,46.280484048734124,61.07552775970572,50.0
378,49.9890649174333,62.76122647240288,67.87250474592258,50.0
379,50.22314805104257,43.521212202313286,35.75026289271461,50.0
380,82.53674773868636,45.83403082076812,29.441820774163062,50.0
381,70.63842567115572,42.4760501760732,38.65935763173999,50.0
382,34.2825168095532,46.16568704512093,52.88516464902334,50.0
383,36.04922268864466,59.152008222312574,50.36891884862417,50.0
384,41.460681317384626,46.30535076221519,42.72761019950595,50.0
385,26.93472238700717,42.82114940909731,32.15931056670771,50.0
386,47.98763771031542,29.31465527671761,32.752931641486235,50.0
387,32.48616322026876,15.405384452150319,38.049530862484964,50.0
388,53.89229626366192,59.874240992057295,56.79239965630242,50.0
389,52.19729541039368,63.15300822875993,33.51660262060037,50.0
390,37.59634078343782,54.271770805076514,39.77943003671884,50.0
391,50.24089281183045,52.98175157463765,53.09402380743643,50.0
392,54.69787971637092,69.4238177029584,52.32774598785728,50.0
393,41.97579364184215,72.31994110140309,60.267588395382205,50.0
394,52.314330854319536,56.882058520371615,41.94023463699209,50.0
395,46.232941012603455,55.90204255436114,37.40588656678723,50.0
396,61.85413679398299,47.04437855077291,48.874379894166246,50.0
397,27.680726518824414,45.455344693153656,29.435854736732473,50.0
398,31.495138229899098,56.86455489173917,38.86011230099213,50.0
399,29.987028789409464,30.24742417139517,24.29946866200002,50.0
