unit_id,CropYield,TissueNutrientAssay,do_SoilAcidifier,do_FertigationRate
133,7.548259764513415,8.070693175928165,80.0,15.0
134,10.680765592744761,15.75192222991184,80.0,15.0
135,13.615233651416734,3.970955489466472,80.0,15.0
136,6.9100513157317724,9.667633874682158,80.0,15.0
137,11.155400180722175,4.618627856456802,80.0,15.0
138,13.809091425768054,2.804407511309299,80.0,15.0
139,12.890323694336098,10.82779199276003,80.0,15.0
140,5.383204353680251,-0.19147792675360442,80.0,15.0
141,9.58296176551166,21.852362807379965,80.0,15.0
142,13.716354006003545,0.21625156100141218,80.0,15.0
143,16.33594182506263,11.756347479798414,80.0,15.0
144,3.6497264696462492,-0.5271417255747046,80.0,15.0
145,8.193026966424458,28.97263508471518,80.0,15.0
146,4.74786930024774,4.584620651074048,80.0,15.0
147,1.723172028089571,7.701542171190387,80.0,15.0
148,2.9015299361692306,8.56167030407747,80.0,15.0
149,8.204385772017202,12.5736112243426,80.0,15.0
150,11.995637913981254,0.19862020984076878,80.0,15.0
151,8.518241056009145,-8.85999366323032,80.0,15.0
152,-2.467885038119248,-0.8487691500082182,80.0,15.0
153,5.890541754118654,-0.34662573533168484,80.0,15.0
154,6.617326228753855,22.169704893659063,80.0,15.0
155,7.236017298280449,16.034149767871458,80.0,15.0
156,11.373913475293614,7.647329814231082,80.0,15.0
157,11.286872919043235,22.03015149450077,80.0,15.0
158,11.978053897335736,7.438147657708707,80.0,15.0
159,6.060126459176048,4.449964814279546,80.0,15.0
160,6.307681075686919,3.485131813387432,80.0,15.0
161,17.65431486919083,3.399257738873585,80.0,15.0
162,9.67331346034128,8.657450646233293,80.0,15.0
163,11.205831807241408,6.211277988873473,80.0,15.0
164,4.850573200243154,8.679058279635258,80.0,15.0
165,2.3233580307947905,-7.40886517104116,80.0,15.0
166,3.865315877042951,13.267431592137507,80.0,15.0
167,15.736120080164895,0.8398159862137824,80.0,15.0
168,9.834451222689548,15.382759105648766,80.0,15.0
169,5.464143224570372,18.24454612680475,80.0,15.0
170,8.306376421011187,13.43462368040338,80.0,15.0
171,11.352905141750625,6.401017181646879,80.0,15.0
172,12.6730682593702,12.520911977907703,80.0,15.0
173,11.302316241878593,15.326279032000073,80.0,15.0
174,3.3149321593706573,3.3566654474033344,80.0,15.0
175,3.6323683344012205,11.102505393510153,80.0,15.0
176,12.857784277799565,8.321905969817932,80.0,15.0
177,7.346147365912352,2.2534028127187584,80.0,15.0
178,5.754742885351638,7.4672465320278265,80.0,15.0
179,6.405754885251945,10.735623460128865,80.0,15.0
180,6.4172538570711195,16.4173750412392,80.0,15.0
181,5.598401005421188,8.10481878723108,80.0,15.0
182,8.697755996718104,5.123717281405057,80.0,15.0
183,12.284543010175565,9.9442312739749,80.0,15.0
184,9.84936432236606,26.108032491450743,80.0,15.0
185,10.221635654456897,5.064676368620761,80.0,15.0
186,12.228247841970575,6.938869944998716,80.0,15.0
187,10.338147204357968,12.617306488879732,80.0,15.0
188,3.704196991212118,-0.07139274633651915,80.0,15.0
189,6.157154023566551,7.489427618319482,80.0,15.0
190,9.996793564861143,24.281884457440817,80.0,15.0
191,6.460328770783896,20.86739452468189,80.0,15.0
192,-2.195554690178203,9.862459094519009,80.0,15.0
193,11.511080109909397,4.479733528260096,80.0,15.0
194,8.845745448766902,2.289711933389202,80.0,15.0
195,11.92269813662795,8.60229611161184,80.0,15.0
196,6.3651377643902425,3.402547292754365,80.0,15.0
197,7.6325299194334395,17.696731924151763,80.0,15.0
198,4.86524835038839,9.040918965773207,80.0,15.0
199,8.654258555125951,2.237827489156608,80.0,15.0
200,12.086643200730968,7.573548120417012,80.0,15.0
201,9.3061500730586,4.98428282632329,80.0,15.0
202,4.760872585550211,13.740857418732954,80.0,15.0
203,11.826153261366677,3.1065007721303033,80.0,15.0
204,5.61081217643951,9.204907710267056,80.0,15.0
205,5.420555653541099,-6.506207153521814,80.0,15.0
206,4.4961491184399955,8.839968584882376,80.0,15.0
207,6.6148173311229455,18.97566309396057,80.0,15.0
208,3.449332459848583,12.984333842032605,80.0,15.0
209,12.682760399738289,9.297525300052605,80.0,15.0
210,13.126701157321031,14.595007907487906,80.0,15.0
211,8.863912545549164,4.838400564410624,80.0,15.0
212,13.424593032880647,6.776405345675698,80.0,15.0
213,4.219483410275259,-11.18459716006356,80.0,15.0
214,5.0421374270894725,20.420357147409963,80.0,15.0
215,8.07291694548531,-0.36021841460602033,80.0,15.0
216,5.880295492679609,17.569221388544914,80.0,15.0
217,8.601740139822681,11.341201910804354,80.0,15.0
218,13.115781873595356,-2.5949017340629634,80.0,15.0
219,11.517604402812614,14.944986532956902,80.0,15.0
220,11.115751290668758,6.908459395998068,80.0,15.0
221,7.28934465901935,7.27639595240935,80.0,15.0
222,9.462367081687116,4.925410114025589,80.0,15.0
223,7.9418075920634,15.966134461662445,80.0,15.0
224,14.04809799885743,11.354019036523663,80.0,15.0
225,7.623591959911136,16.560621513485813,80.0,15.0
226,1.2580019814908958,7.761975857248601,80.0,15.0
227,18.27057009172985,-16.292206142167725,80.0,15.0
228,9.8281701443626,23.095352802485202,80.0,15.0
229,8.79220995821424,-3.0332355580351926,80.0,15.0
230,10.167012420176372,7.456398160394775,80.0,15.0
231,12.323080437890656,13.911233015340486,80.0,15.0
232,5.341755995813377,-5.075684031264554,80.0,15.0
233,8.043112236327282,21.289829528962517,80.0,15.0
234,11.1558664077128,-7.813131482274265,80.0,15.0
235,14.52244378917206,10.208846547695035,80.0,15.0
236,4.354251235795633,-0.6039366644617168,80.0,15.0
237,9.398748804886019,11.531219577452923,80.0,15.0
238,14.757950701667042,11.822553214725776,80.0,15.0
239,0.6918251136984979,1.5201824377328315,80.0,15.0
240,11.477780302695752,4.81372567184062,80.0,15.0
241,9.764234223306895,24.00221448148826,80.0,15.0
242,0.9112760140517198,-7.332350763913226,80.0,15.0
243,6.865778753108464,2.168317408594601,80.0,15.0
244,9.549244019541307,9.782353959068079,80.0,15.0
245,11.261680718796233,6.655204504233251,80.0,15.0
246,13.592671387502506,13.49212273884616,80.0,15.0
247,13.399808652950684,6.702192905512803,80.0,15.0
248,1.5428119967033211,21.72593924410023,80.0,15.0
249,8.590476274776261,14.009305606956437,80.0,15.0
250,7.7162642899183345,15.207513796623072,80.0,15.0
251,8.18133826749509,3.4679011722167257,80.0,15.0
252,6.801849321251405,0.13494572721959308,80.0,15.0
253,4.390177660328443,21.159673995252774,80.0,15.0
254,17.039975806152245,17.016951132919257,80.0,15.0
255,3.109948190582365,16.594077394674635,80.0,15.0
256,10.907901219056706,15.898451826920432,80.0,15.0
257,5.748352166549443,5.342906421439491,80.0,15.0
258,5.521896194274252,-2.705599060062019,80.0,15.0
259,15.656221238415666,6.6314865543450985,80.0,15.0
260,11.717743953220987,14.752512775548574,80.0,15.0
261,17.582464569865508,23.982830046139583,80.0,15.0
262,14.769181305097447,14.099685676644857,80.0,15.0
263,11.883908759788303,9.75025073754648,80.0,15.0
264,-0.22880366540996722,11.776243225837973,80.0,15.0
265,11.914746398758924,4.728685122270451,80.0,15.0
266,12.380504044693781,7.167265415417939,80.0,15.0
267,6.537419076405771,14.949164806507786,80.0,15.0
268,3.3489675097475793,5.64230347045013,80.0,15.0
269,14.197796537252696,8.048113627152793,80.0,15.0
270,12.532129972299602,10.767937647267583,80.0,15.0
271,9.957442315251637,6.25635282029069,80.0,15.0
272,12.541725421763138,-1.293211585631136,80.0,15.0
273,12.872570901076315,8.78761318418727,80.0,15.0
274,11.933909636695347,2.2702946713347094,80.0,15.0
275,9.640895696228224,5.76084084954536,80.0,15.0
276,6.359495843933609,-4.338661386979522,80.0,15.0
277,12.530804862197831,20.20013731152689,80.0,15.0
278,10.41225520909636,15.208412116460767,80.0,15.0
279,5.3165324576605855,9.353196755460804,80.0,15.0
280,3.7659976607715926,13.318964789207712,80.0,15.0
281,10.189194400465752,16.203717722717666,80.0,15.0
282,10.028087521488144,7.64551454703342,80.0,15.0
283,16.80996847703153,-1.7057084817421195,80.0,15.0
284,12.636118839457941,8.976860787678888,80.0,15.0
285,8.569897490266321,17.035588926515068,80.0,15.0
286,1.6555277375362545,23.1067360655425,80.0,15.0
287,15.036434403874532,0.1921415416296295,80.0,15.0
288,12.838787049510113,4.75946540710727,80.0,15.0
289,7.0906665799970225,22.837505839424253,80.0,15.0
290,5.932227141837766,22.81806271706533,80.0,15.0
291,8.038863556129346,0.32151135834701705,80.0,15.0
292,10.980311782126847,16.298325549230146,80.0,15.0
293,11.593109967535689,8.191056521371413,80.0,15.0
294,9.525050868857257,19.950664166593644,80.0,15.0
295,6.3873788667397395,2.5111870217670162,80.0,15.0
296,6.758450100849836,7.01489066735404,80.0,15.0
297,13.940075534571228,0.4726848254867342,80.0,15.0
298,4.2593466567446665,-3.967397836945098,80.0,15.0
299,11.11882465679043,10.157106503953539,80.0,15.0
300,6.924564058738411,4.35848620457079,80.0,15.0
301,15.409381140973263,11.762934046710171,80.0,15.0
302,8.831883729065542,21.232573356482497,80.0,15.0
303,9.155655261204261,18.56266642241102,80.0,15.0
304,8.531721905999659,0.4321364242366368,80.0,15.0
305,4.857572215105408,7.962542884926297,80.0,15.0
306,6.562216293147635,17.94034052175178,80.0,15.0
307,-0.6233371139674819,7.423472270524865,80.0,15.0
308,16.718788791699378,11.64009884784094,80.0,15.0
309,6.450938808552591,6.969034578770028,80.0,15.0
310,13.012545235259452,11.430056650640662,80.0,15.0
311,9.061424350321774,15.428306608953541,80.0,15.0
312,8.732281446192665,2.9978851580782147,80.0,15.0
313,9.622541933358804,0.5363916046487933,80.0,15.0
314,12.911960125393042,8.87965602249259,80.0,15.0
315,10.941164349976631,12.58780247172076,80.0,15.0
316,3.427584219190013,4.00223377195263,80.0,15.0
317,12.654363945016618,1.5500645579693737,80.0,15.0
318,19.367582037810394,4.543956898708807,80.0,15.0
319,8.48022282781981,11.765523314219848,80.0,15.0
320,9.950325436179773,-0.7103918653814283,80.0,15.0
321,3.0228673765551424,10.847677530969616,80.0,15.0
322,11.54395681063141,33.014299808114544,80.0,15.0
323,9.786744532878528,18.509879498188177,80.0,15.0
324,13.171425665796543,24.15716439770641,80.0,15.0
325,7.537247777985856,0.7137133238076849,80.0,15.0
326,4.792846221343655,5.218939435933331,80.0,15.0
327,12.456752061255248,-9.6902813843938,80.0,15.0
328,10.067009399775271,16.40427668325627,80.0,15.0
329,7.150403931957285,9.977525528568664,80.0,15.0
330,12.758150122824127,8.531215722905428,80.0,15.0
331,7.155444182282571,17.15979058966957,80.0,15.0
332,12.351192216315122,15.517673982455849,80.0,15.0
333,6.431703475337602,9.243344052575575,80.0,15.0
334,10.848977036158681,4.936363892278265,80.0,15.0
335,13.602806465759707,-0.20388671275323844,80.0,15.0
336,10.61965196891018,-8.333787117293369,80.0,15.0
337,12.689855485737496,12.437990917933206,80.0,15.0
338,9.60620657981102,3.3311459730333315,80.0,15.0
339,10.479656531252077,5.466688274348327,80.0,15.0
340,2.5691147236910274,11.215705507609217,80.0,15.0
341,12.663133243062877,3.339494219559942,80.0,15.0
342,4.088960164192254,7.44923347010332,80.0,15.0
343,1.580443036102242,0.7698775953061912,80.0,15.0
344,8.09419246876552,10.951257106081243,80.0,15.0
345,8.483299516799217,2.211485649546585,80.0,15.0
346,5.541731817734342,23.284298093818467,80.0,15.0
347,16.938970097540118,15.344937521978892,80.0,15.0
348,13.971548504600829,8.46867091699405,80.0,15.0
349,13.760844341502239,13.233123100473374,80.0,15.0
350,12.120473312837948,12.783855413034914,80.0,15.0
351,18.836364239038158,32.752335631547716,80.0,15.0
352,7.611340871558939,8.77618850062394,80.0,15.0
353,4.168065227795079,12.189209155211417,80.0,15.0
354,7.6884904209516245,15.522544914130233,80.0,15.0
355,0.9543235638142047,-1.3851402889671967,80.0,15.0
356,5.579066737935509,5.906952178964453,80.0,15.0
357,11.955046631635938,10.015910922424156,80.0,15.0
358,13.257127145334765,23.61134385778411,80.0,15.0
359,13.987144516788636,6.124616445374039,80.0,15.0
360,9.090995198365997,11.482997205984208,80.0,15.0
361,1.2792076716881402,3.56665802480586,80.0,15.0
362,2.3247019726965172,5.845753006738962,80.0,15.0
363,12.141113901148266,12.989140702093206,80.0,15.0
364,8.955862735763601,7.4999636770903075,80.0,15.0
365,3.769597750473679,3.820111965246351,80.0,15.0
366,15.19739147841441,22.795749511871506,80.0,15.0
367,11.74502725431852,4.931869717526232,80.0,15.0
368,15.86351314245378,3.0637768115099524,80.0,15.0
369,1.1197264152210415,8.132861658346604,80.0,15.0
370,6.193952983583249,0.23252917956169128,80.0,15.0
371,11.960870991275973,19.66915062934418,80.0,15.0
372,4.5930004806548155,11.56985504300463,80.0,15.0
373,4.801450894925188,22.689505712418075,80.0,15.0
374,6.357883703269817,14.352245032424833,80.0,15.0
375,2.200187325360109,18.913849766691058,80.0,15.0
376,3.1518088034288603,20.533621011668863,80.0,15.0
377,6.003959619671959,12.275076687800254,80.0,15.0
378,5.209845205943029,2.1972596633624377,80.0,15.0
379,10.705132657659243,6.752480998258959,80.0,15.0
380,7.44423524287686,12.49906016704551,80.0,15.0
381,14.690077763141609,14.880954236301925,80.0,15.0
382,12.541103198099453,14.493850887335817,80.0,15.0
383,9.394446854853783,-2.2509294198629846,80.0,15.0
384,8.147226967930496,4.784136001326101,80.0,15.0
385,4.846260947067255,9.25203449910831,80.0,15.0
386,7.328708713748495,19.191015466983878,80.0,15.0
387,13.872383777011432,6.689472385469637,80.0,15.0
388,7.878889000950557,29.49332365797294,80.0,15.0
389,13.08332338969078,9.909856195036873,80.0,15.0
390,11.698725201548244,10.66978208119884,80.0,15.0
391,7.187729071743839,6.625924407446494,80.0,15.0
392,4.735640578674855,-9.451960506132025,80.0,15.0
393,8.199035781692707,-5.650476006468386,80.0,15.0
394,8.779924490418374,11.238399279861992,80.0,15.0
395,11.223647087976701,19.944946923396525,80.0,15.0
396,8.867852970063845,9.131052840442875,80.0,15.0
397,5.345647741182842,1.903789217105377,80.0,15.0
398,5.662128264569578,8.794477658148615,80.0,15.0
399,8.48186911673432,-5.832154824641069,80.0,15.0
