unit_id,CapacityRetention,CoulombicEfficiency,do_AmbientHumidityBatt
82,42.06377451557059,12.684745334850774,100.0
83,31.42254304170346,11.03378125610629,100.0
84,36.77177552272949,16.647915636805884,100.0
85,43.771332219516765,26.061762812728176,100.0
86,39.11439010817705,18.198793018421323,100.0
87,23.900075664650686,9.893578339663177,100.0
88,53.50622070901308,44.23656181007103,100.0
89,29.378371246706962,11.996212919976918,100.0
90,35.760767885250495,20.94061082705623,100.0
91,39.49278574413791,17.82752963438861,100.0
92,35.99461739277488,12.946298282532403,100.0
93,40.661088976426086,16.11200868194258,100.0
94,39.53365211259735,14.086955975463209,100.0
95,38.40512863157331,16.445535171203634,100.0
96,33.63433472416915,16.394228869232776,100.0
97,47.909984975704425,24.16224090460589,100.0
98,66.6069966136272,46.37856062641174,100.0
99,35.24364800687498,20.29936250724921,100.0
100,48.443307353060625,27.307749076548397,100.0
101,46.820614031479906,22.119291442418504,100.0
102,30.615202989612893,12.949481558364605,100.0
103,63.17685028825153,46.68684708700693,100.0
104,50.27738904005793,31.115594597162747,100.0
105,32.00777933597413,13.0954271595384,100.0
106,70.30963037326802,51.64349242572204,100.0
107,35.87674093693169,10.728345961206077,100.0
108,45.77718721551334,22.505053740139015,100.0
109,32.86557242245318,13.01541464380362,100.0
110,39.9528190383393,13.367346332847069,100.0
111,23.162236504467188,10.273544605279985,100.0
112,27.796768017210653,10.751833438967825,100.0
113,37.589287872347185,16.629964156492044,100.0
114,36.524507113861084,11.134204130529742,100.0
115,48.72982135026073,31.79921210558868,100.0
116,47.679475512704165,26.01635696349218,100.0
117,62.47443666487629,43.061010004800366,100.0
118,62.88329285830085,37.56454456245701,100.0
119,34.87674169188798,13.144714640210614,100.0
120,41.388088156586655,28.495893869080323,100.0
121,53.772331230198716,29.463001337860184,100.0
122,37.88293068534455,19.90221104371142,100.0
123,28.776748410597037,10.833974374098135,100.0
124,53.24724059701171,36.01934511808187,100.0
125,32.53237614383786,15.301275724758773,100.0
126,42.43025208745566,16.01429700585123,100.0
127,46.17300966729199,21.768140021810726,100.0
128,46.17879415874881,38.24151448481636,100.0
129,34.57463958195534,9.893268643005772,100.0
130,43.1060957172101,23.054523830172805,100.0
131,65.91106633209913,44.082567273500594,100.0
132,53.69955630075253,36.400977141058846,100.0
133,51.40034753978449,27.948321320020778,100.0
134,34.68066172345688,17.61622145929729,100.0
135,42.30228003878277,17.109631956082872,100.0
136,29.1229632773111,9.80211156467545,100.0
137,59.52298330350475,38.1041816411491,100.0
138,61.29606818884195,37.81810790058543,100.0
139,67.5038666729351,46.038548998268865,100.0
140,59.616798368149894,38.95983406323243,100.0
141,32.468351786575404,9.051058916005445,100.0
142,45.97560604126344,30.40891534236235,100.0
143,44.244541049227095,24.08910192774227,100.0
144,45.9663053377845,18.985063611229766,100.0
145,61.49628228641537,44.29818186915858,100.0
146,43.403188758071266,17.211797442090482,100.0
147,52.54177930153273,34.623344697144006,100.0
148,34.654434591858575,10.948027195404043,100.0
149,48.41166344889434,25.6455451997797,100.0
150,28.736389114046105,10.133739796851717,100.0
151,37.20219512662656,15.848159474840958,100.0
152,33.78443913398815,11.207012075104496,100.0
153,37.670326639689144,20.34580935362846,100.0
154,36.044194374158394,12.049696069301254,100.0
155,32.79171919642673,14.808802920094514,100.0
156,31.203224435023596,14.591777611699166,100.0
157,65.54124964211367,49.26703667995789,100.0
158,42.65488745265097,22.271422268542118,100.0
159,43.95236091062703,18.04825704637019,100.0
160,73.14360706787816,45.3004844483464,100.0
161,31.880259775546676,15.02690058400418,100.0
162,38.06163366414482,17.845492790538465,100.0
163,62.836622704708574,42.03090516850036,100.0
164,55.81789021154236,36.87834958396479,100.0
165,61.98891588788851,48.52881529217388,100.0
166,53.37869900274773,38.79950830593793,100.0
167,29.73133325132306,9.71478126119363,100.0
168,35.98431583734371,17.376524294936488,100.0
169,50.306563784406215,35.001655561088725,100.0
170,63.87576219758848,40.29983258360419,100.0
171,43.548078574563554,20.86833024777583,100.0
172,39.68531116331598,17.031258000134265,100.0
173,43.303274919077,22.644970989039237,100.0
174,38.05528695812216,12.112594370201986,100.0
175,49.09109669727972,27.010324983079183,100.0
176,41.97172849700554,18.690652508464716,100.0
177,32.88491750082608,16.03738636909931,100.0
178,29.61112200389598,13.339209897185668,100.0
179,48.37401251134811,23.53741386647675,100.0
180,29.53588550887983,9.441755810158698,100.0
181,56.51200362571817,38.16117707419446,100.0
182,36.828741815545804,14.937411245775749,100.0
183,60.88304380312285,43.924272481059845,100.0
184,68.70698048760934,49.2941032233555,100.0
185,41.18899841155989,25.551203129215892,100.0
186,55.19574650888627,31.53312930509695,100.0
187,35.0482073813131,17.390240343937872,100.0
188,32.452902587891224,9.189635409979374,100.0
189,46.763670079124296,23.772800974292796,100.0
190,44.24348877790584,30.20352714083655,100.0
191,48.71021736955127,18.71232110005785,100.0
192,62.46962241421958,46.38056612530783,100.0
193,46.98964498652531,26.518839117923665,100.0
194,40.89785950448052,12.7320957918252,100.0
195,28.947715813866267,15.83781172800002,100.0
196,37.60565355776675,12.781944750634912,100.0
197,37.46830178408307,21.981941499986345,100.0
198,26.392348387640585,12.56923417026075,100.0
199,28.045109686148727,11.596948864338602,100.0
200,74.55414850478967,51.827788309544026,100.0
201,50.55891580280518,31.666947643190372,100.0
202,32.09651756206718,10.612708193565245,100.0
203,41.7539551542604,23.769712027297544,100.0
204,41.23356019665347,10.255157853814726,100.0
205,39.780976428577546,13.058095467125044,100.0
206,54.717677266127566,32.860058709474,100.0
207,27.838668012277562,13.500738022274689,100.0
208,32.88232193721494,12.842015539734822,100.0
209,66.43042236923691,51.34720965004736,100.0
210,54.557004752986124,38.2113703926922,100.0
211,33.085960739291245,11.645330770716948,100.0
212,30.117526658076308,9.32011482814783,100.0
213,41.481372329300676,18.09441621401509,100.0
214,43.40988136891056,19.23694835041565,100.0
215,50.21986726962549,35.37986081576692,100.0
216,33.25695798792383,14.894498554287996,100.0
217,43.57435292315013,16.61580763044004,100.0
218,44.68081005336323,24.839853762023576,100.0
219,55.36093835716386,41.85255890224692,100.0
220,47.87767983566091,27.636638285385107,100.0
221,43.19738245635094,17.798537338585067,100.0
222,59.19526073806832,39.435641316772944,100.0
223,35.08876475834174,13.297929304343745,100.0
224,62.76746612915638,51.57896737335512,100.0
225,29.300726478763632,11.473931790334436,100.0
226,36.28844973388493,17.626242569802354,100.0
227,59.299571220363575,44.735729656500645,100.0
228,35.28026204954277,16.555165603157658,100.0
229,37.52995410244825,11.416408193871028,100.0
230,59.93544417990824,41.32110150991996,100.0
231,40.3463046475503,23.530468464801416,100.0
232,33.30560632365347,13.17104196594742,100.0
233,59.81032997996718,37.66451527141347,100.0
234,58.03464914074316,42.83779343223661,100.0
235,45.13189920174394,27.69997129765343,100.0
236,33.320414263026684,13.482628611032018,100.0
237,38.79962720820133,19.29029932515289,100.0
238,45.025836090232566,27.505102817382223,100.0
239,25.526410120190995,9.507775232449845,100.0
240,32.972190160474916,12.580915843639987,100.0
241,27.20527424783838,9.860739742386498,100.0
242,63.808626200254594,50.72129478331122,100.0
243,73.22720207848532,51.71769398035327,100.0
244,36.82805492788422,15.596228647246093,100.0
245,67.76979906665,46.09305128800712,100.0
246,51.228657421335605,32.73037820715779,100.0
247,56.377080988543945,40.181622890143565,100.0
248,48.109822563099236,26.588931994511178,100.0
249,42.08186858369777,25.319027521754528,100.0
250,46.37298831681646,19.15779968730657,100.0
251,34.655540775809186,15.236709460134993,100.0
252,33.591102167227916,13.036158860674544,100.0
253,37.25321622142823,12.068828390848184,100.0
254,64.25066447467232,45.51088454767344,100.0
255,52.83999954023237,27.701873086269163,100.0
256,73.11763631363668,48.66378969215604,100.0
257,51.33772065669804,32.5392956486032,100.0
258,30.781672078240028,9.072661275721266,100.0
259,29.755088120506244,10.830653369284704,100.0
260,51.03439957082628,34.50697922934033,100.0
261,34.6035665940132,17.753213558877345,100.0
262,40.08241332296469,22.69454355504533,100.0
263,68.76354418384278,48.57937182369067,100.0
264,46.25991980533042,28.189177966955782,100.0
265,50.666131655413594,31.718419769586156,100.0
266,47.305414892210145,26.780031026753143,100.0
267,43.50624800954072,24.378541763005426,100.0
268,42.222570658992375,24.391450456696067,100.0
269,56.68123201434105,35.36217240836612,100.0
270,35.57923311289801,13.180963179914235,100.0
271,30.197479712201226,10.739303463278816,100.0
272,35.94721363684912,19.412127118614613,100.0
273,56.805220105529195,34.44261952755316,100.0
274,34.40558265196877,11.98204614001486,100.0
275,32.004320567618976,13.56106001782074,100.0
276,58.308298909893324,38.35397128620139,100.0
277,41.29932656781567,19.349157451326036,100.0
278,40.7604805233211,16.945700380775577,100.0
279,62.02455961709376,37.09695326770847,100.0
280,33.1334176808269,14.256624890343241,100.0
281,33.584639390513054,12.113605413407418,100.0
282,77.29845549166134,52.648003913679666,100.0
283,61.200291923807555,41.493418158634995,100.0
284,31.730216404481556,10.787595437820137,100.0
285,35.176906683151245,12.606232688940246,100.0
286,32.21146344092559,11.933985960477498,100.0
287,35.86805156018619,20.35557004441474,100.0
288,43.977304196225724,27.123966548975133,100.0
289,42.347943738992484,13.97405044239128,100.0
290,41.752944253530394,21.190184643165694,100.0
291,38.87314840582843,10.296677260051693,100.0
292,32.17692135809017,15.935752890510408,100.0
293,36.286394747846295,16.755909082060775,100.0
294,48.516527055253334,37.017381888299774,100.0
295,60.04755336645914,37.25596271082024,100.0
296,48.283805593736226,28.288871870149027,100.0
297,56.14746509066525,39.87137877745063,100.0
298,28.48681168013895,10.309561774820706,100.0
299,61.06612963048614,47.26021316909655,100.0
300,50.68103605528221,35.49259493955043,100.0
301,40.1214322325995,22.77741051928658,100.0
302,35.80031660584466,9.866741375411266,100.0
303,56.434111823343024,37.74792421369503,100.0
304,36.43607540278196,10.939406035872233,100.0
305,59.72427571997877,37.56796900914453,100.0
306,51.959694418825876,31.468895919062565,100.0
307,44.86663104147749,28.540534768265484,100.0
308,29.903775457047768,12.621836630384248,100.0
309,33.45005056901211,10.009823411358967,100.0
310,38.21135722401987,15.446064156819267,100.0
311,53.33519321383524,36.12962268255242,100.0
312,35.10404683626376,20.841435428636814,100.0
313,67.82390150473027,49.27807733069427,100.0
314,54.44166136277748,39.82865520594798,100.0
315,63.922387036173866,49.532237021573785,100.0
316,32.87959795795326,9.369713938205198,100.0
317,50.67130823933219,37.90296140205153,100.0
318,40.45499191685848,15.244426002225888,100.0
319,34.70426264625722,15.770078226747913,100.0
320,29.49101914304667,10.300189572644296,100.0
321,27.116494363490744,11.671803277159015,100.0
322,41.976220696967346,23.02757481276597,100.0
323,58.87993219324017,37.610311223237844,100.0
324,24.23620312403565,9.950902504078721,100.0
325,28.800542370807158,11.986976609274437,100.0
326,39.53749921943486,14.936997647281284,100.0
327,42.92809803112642,17.80820911007338,100.0
328,26.349482011863056,9.82531624971382,100.0
329,46.09113118053489,26.313704010888106,100.0
330,60.38657267320793,49.746923721486986,100.0
331,24.48900882779807,10.98725757414417,100.0
332,31.486543189020495,11.364630495038162,100.0
333,37.95201392658363,18.026691017339335,100.0
334,48.35592244434866,35.07424714749105,100.0
335,47.61223973604034,37.09492818104716,100.0
336,25.0868487123164,10.944592334955022,100.0
337,33.7415745322346,18.664857269269117,100.0
338,52.11981860209732,41.91652969022076,100.0
339,42.88420649280658,24.26970260008298,100.0
340,33.75190363712657,13.632416775425439,100.0
341,31.520681218136446,12.751785239048385,100.0
342,41.141281071481,22.746706089004324,100.0
343,38.114378081567395,19.870423882954896,100.0
344,33.85843661231926,13.496199531809465,100.0
345,37.81660715588157,14.661650496088773,100.0
346,64.1742522409033,42.29765528818603,100.0
347,29.830949106879025,11.029212973091258,100.0
348,33.811511538086364,9.264939663056596,100.0
349,42.05281254943278,21.653212508318774,100.0
350,53.909706324861276,42.6543937058316,100.0
351,56.913500697064755,34.903215517551104,100.0
352,40.79955771076331,17.601064522927388,100.0
353,51.323828089321104,39.46726223741724,100.0
354,30.55696344351667,12.074330995826633,100.0
355,35.53344434847153,13.235405806754274,100.0
356,34.088574192981135,12.4164687684921,100.0
357,37.05772989347111,20.134157589210975,100.0
358,33.805956931853004,10.167561452197377,100.0
359,45.741435548463244,29.439942725342835,100.0
360,68.40147397193425,49.06403000742984,100.0
361,61.62227683685616,40.859272931807084,100.0
362,47.66445354761543,25.179213923560425,100.0
363,26.42869140653407,9.467470734159168,100.0
364,31.159129136994917,8.233394058374373,100.0
365,32.16986110552028,12.431391067428333,100.0
366,61.558516697982135,41.883131399700346,100.0
367,44.071774683141925,18.01528356422736,100.0
368,68.14856652455288,44.63996696930283,100.0
369,32.79538276392264,9.565553150277559,100.0
370,39.05864441121628,21.829590019837305,100.0
371,35.45521099287687,10.95127469233898,100.0
372,43.13045815992578,27.424606025871334,100.0
373,51.929142146029044,40.05842273867555,100.0
374,72.11757597090373,52.38436537487351,100.0
375,35.462999936726426,11.370156800478188,100.0
376,48.796012937700304,28.07093171911899,100.0
377,40.612235645755995,14.604240497499186,100.0
378,38.463251129069235,10.929534517019633,100.0
379,62.43774015496879,41.68217458504282,100.0
380,44.84315266209006,22.276679510977615,100.0
381,47.87986568714913,28.830140188381517,100.0
382,41.07839862806214,20.402945103655252,100.0
383,30.1741525312665,9.724326230607819,100.0
384,32.945955900645096,13.372926598140744,100.0
385,29.154760173851557,10.348310722372386,100.0
386,34.02538781608551,10.661942513540687,100.0
387,29.904893047761597,10.65582398430738,100.0
388,36.57325399470591,13.102352001581036,100.0
389,37.30567058876274,16.075361818928652,100.0
390,35.23378948998459,14.868878593622465,100.0
391,43.15226679985231,18.50562192325412,100.0
392,27.15593999478856,11.919059829889443,100.0
393,42.645496722189975,18.548213182784238,100.0
394,38.68090509439458,21.291948231292007,100.0
395,51.900993934939855,30.909019805856182,100.0
396,41.35159737047486,17.833889997249972,100.0
397,42.42691767775383,21.98040561624061,100.0
398,59.10940795303321,41.51099370836118,100.0
399,32.98246449174053,12.55949503214053,100.0
