unit_id,ProductTiter,Osmolality,Temperature,pH,CO2Level,do_FeedWaterFlowRate
21,18.677805443830238,39.10891269204478,51.855845177455656,55.681295545571544,58.31366495954838,0.0
22,17.591602050421187,65.6608679262674,35.01485342863275,57.15402443989057,39.647929956583376,0.0
23,19.925932373053758,30.775595570894627,47.4642907205548,63.20644383511893,44.57887735025787,0.0
24,20.50277357060498,39.47922160221553,40.8979022694146,82.42772504390273,50.87001991337227,0.0
25,26.947937785906465,22.875059114842944,43.21449621645844,27.216475659895817,61.280390690420376,0.0
26,13.249950197800647,43.98500069557244,65.53067620329269,49.20749734472695,63.41264698812728,0.0
27,21.439130655459277,33.929834967416106,59.7331762217521,26.455775500959504,67.820722243401,0.0
28,24.185504679255025,46.930536167947785,67.12632017841901,63.27143962289365,32.3066505989859,0.0
29,17.309440327542106,47.92061155505655,47.28367292317098,56.67155185906184,64.6748119188524,0.0
30,26.744373474669118,45.11705237505354,56.70639277196058,42.5626572764337,36.18281188903711,0.0
31,25.47929183506156,53.52661908296106,56.13913608360108,26.986914041860153,49.99544959784339,0.0
32,23.815758864587586,37.35116310760914,31.87642138496844,35.30392637308484,47.2222463573616,0.0
33,18.50683183196027,52.32459028196656,67.64672660570332,57.019127241486636,72.28278556422215,0.0
34,15.200844302995995,66.25064239864923,44.50580128124106,40.158203833859595,40.06047140160048,0.0
35,26.924946046746957,43.14912935553949,47.960342781055616,52.19059504854589,48.926962881892706,0.0
36,24.88711038552347,42.744979706820544,37.393917882147356,34.402467067556465,65.91025788407478,0.0
37,24.254459182101613,41.99956395068938,54.595829495979565,19.978483051330908,32.69175762509656,0.0
38,17.30751259782139,43.252104418447374,41.72703385879635,51.58074462632933,40.60942372093894,0.0
39,27.882820699630372,26.873301340663946,61.925241171749924,51.546425289838325,55.31570220765743,0.0
40,24.006497700294233,39.61622245518048,40.96257987968283,50.52135137966354,45.922985155843776,0.0
41,24.59512766207628,69.99965683351078,52.309447969083756,47.138877101969626,56.6877572492591,0.0
42,21.46462894970337,42.799080754898505,58.94916971613501,59.518499307489996,73.10464000626243,0.0
43,19.43546369958946,54.58972776217945,47.82515721158095,48.503381928850025,51.2848595110094,0.0
44,23.13157292221205,49.70053876685167,48.11056237030101,60.309109926101286,64.16740008662424,0.0
45,28.208220158035726,45.81433241945343,62.88447819871769,36.36512304836713,48.11108468865031,0.0
46,9.150999883689854,80.16073969635295,55.318080858751635,43.75920450177692,38.46996441252785,0.0
47,13.937822709914972,42.30297849347398,74.22457821082047,37.36326402792633,25.25556057374082,0.0
48,23.745593565731753,64.5782635826129,22.50090951971179,44.8810406263861,33.441470351375386,0.0
49,17.88628931700337,38.77939488452591,49.87445961710036,41.05393986339292,73.2121893866168,0.0
50,20.265053581893195,47.97929795767774,71.07442999993454,58.3357636697051,13.855693473131437,0.0
51,11.382126022808063,47.314576460970805,50.148520868244994,54.84566453900947,60.336068285325915,0.0
52,21.394227232047378,52.08834587777567,43.5962636872733,37.5840948731268,61.25673471703187,0.0
53,26.744041490860926,67.41751116856338,31.887892551933685,24.11727986572987,51.849700450876185,0.0
54,29.155905401161327,35.082288525891606,55.938366726529,62.44381954924,63.12142969724454,0.0
55,29.407574013623478,72.00884058807065,35.8194744436778,34.088956827865736,51.215573310547896,0.0
56,27.055003652169873,50.59544920640563,33.196383373320046,56.06925570147237,46.734029389251,0.0
57,19.001553049792804,35.280356510397176,28.83029125434835,27.72374935421827,52.09547308559795,0.0
58,25.48036184389667,72.41426499555708,46.71787868307784,50.4390921990838,34.880608110193634,0.0
59,22.576793434003907,38.85049516343564,28.780053501062913,42.202465476163084,61.3850753408899,0.0
60,19.571657497192437,71.27256813101886,28.6045147684187,50.89271753965187,47.97835863818024,0.0
61,22.459855790224953,41.23294647884923,52.19298157815685,48.49739489352164,70.57001410436986,0.0
62,15.308832894048175,61.64821309530932,45.96860117302014,51.858478488725304,60.92906460866962,0.0
63,25.946846754357384,57.76263018826808,50.21003185925755,71.02508654018922,34.62808427634897,0.0
64,23.878145387341068,67.45737141313789,24.194873722928563,52.95725328253671,74.53559993801774,0.0
65,25.92317780789563,44.871562851171596,66.23813991070577,56.498053298550445,28.743118547397337,0.0
66,30.644306178508124,55.3871124807711,44.329621753324254,27.62560378575066,68.01004283021764,0.0
67,28.232421842887664,54.55231321347627,52.96926450090196,53.04141714428388,35.89136039527066,0.0
68,20.65135229869803,50.31491803133315,51.4493331389011,50.81009918727871,52.45270446779284,0.0
69,23.215432464794503,34.659336671321235,65.85864399575847,43.7330675413277,44.73318894454902,0.0
70,22.478336783474163,69.27696531737442,56.567973477668566,53.04550740116153,53.40463795593097,0.0
71,19.449430414259847,48.73000892740763,41.47405816790731,65.33198406707533,46.181767821341566,0.0
72,24.23592647604447,41.96439613973628,56.15603251042643,60.81466232562969,54.61135852657691,0.0
73,17.48799758859436,49.4943566003543,42.641637174069025,53.90987978998553,73.89266923384304,0.0
74,21.88189540864244,72.42299273611975,37.424883334805514,36.124040354652216,43.096216707408566,0.0
75,23.975152041111166,59.470310360212814,59.00218061971376,46.158106737215235,50.082334977186356,0.0
76,25.967990778119507,60.213394300175764,45.616719405154484,38.6096300074348,32.05479548358641,0.0
77,15.720016276618008,53.30776860237369,43.12143241069475,52.7296835485958,50.65830271779282,0.0
78,27.533126577403284,56.730058957219484,42.77496831016222,61.437817311695824,35.52270753623443,0.0
79,13.884505177624233,51.591386098006545,46.87162603522971,38.87015551701126,58.5673521201708,0.0
80,18.003300124555736,58.617113697597944,55.608480091935796,50.1019605608092,65.9453937900192,0.0
81,20.06154610201885,75.99117791216379,55.96329536598585,55.1923453454843,40.71977920304199,0.0
82,13.58368634443568,32.28926553667616,60.89926195472248,38.74182084523637,23.307360522119392,0.0
83,23.721293766172593,53.85073303255267,42.792341219802665,68.214375318688,35.41557377850377,0.0
84,21.66053189907632,61.10433677543046,62.61493238425704,61.79141562210343,43.69955098426597,0.0
85,21.65627514190606,62.94548631092304,58.16120624928017,53.521330839716924,49.364128386580525,0.0
86,17.634550690332546,68.51605261151148,31.003698910426206,66.05750659116173,58.71133208786445,0.0
87,21.471647354528844,53.421010717223304,35.08928695937304,59.93824444982775,56.08991139664658,0.0
88,19.444858875633233,55.50702804673824,41.48720417065806,31.30898224767536,47.94762730695109,0.0
89,21.578476997756894,87.43987367380457,53.607677984074876,36.18850047226125,42.04997994271453,0.0
90,17.808174054813055,45.27280737401918,61.18954133875503,43.15297703801605,51.95237230414852,0.0
91,23.280785028717325,36.84371735797299,31.181327640035605,77.11147106860193,55.13617945315815,0.0
92,25.429519747914533,65.35475974175397,68.94752469702091,41.962250940098414,77.67129674031445,0.0
93,15.27079912707387,61.2478546464452,65.05126628410623,67.93929619754627,29.424839149410936,0.0
94,23.242459843797462,49.50132944044153,59.2137212659035,49.69898829319069,56.49731713998896,0.0
95,15.391340157811786,44.41995307112199,53.18916177538137,63.685894667655795,61.49668432702653,0.0
96,20.680635635125665,36.41656153292453,43.034695036660814,41.830810856288345,56.5111061773841,0.0
97,16.595935615765146,34.76171774791438,51.25463862884273,66.99165118023615,43.32746925012762,0.0
98,14.921863738304225,40.29070222930227,27.787970679083774,22.8054999079846,35.484510312311016,0.0
99,25.58876487299796,49.29530352847193,38.33838508979841,39.22497186367478,45.614986850928595,0.0
100,22.50711834564191,36.934574485355924,59.31953258331532,54.78106963270146,21.225891340912415,0.0
101,13.383518211626708,48.26120750091865,58.65933495891761,52.087005424828355,43.39321428196409,0.0
102,22.37904458915287,48.11802551707363,39.71876667319048,54.603303003395986,29.990095159144172,0.0
103,24.61014404892557,53.74594234076082,46.973199229061734,48.074442336504255,77.06452686249537,0.0
104,23.482644215104163,55.31541216652384,27.79667672679498,38.81480003930571,52.17980717753749,0.0
105,14.175243556921345,59.485875481135494,61.51741686449965,37.15994348317261,63.636786670245364,0.0
106,21.54594245250389,58.4004062000705,51.75370964460437,50.831788844407214,55.631624727685576,0.0
107,30.791624789420467,58.46037378705979,50.36500816796991,41.35284416716017,47.956670644379585,0.0
108,18.97941522529307,49.103260005611205,50.932213972258296,59.70056774976605,57.68142419671898,0.0
109,18.950982089265963,58.97923957937222,48.563869350747396,39.15031799685344,62.85585872491628,0.0
110,19.97900027702674,25.731018534251795,46.07700981666534,50.02730521416211,63.28288277718856,0.0
111,25.16451749517471,39.24482084323517,33.14666567167213,34.09937578267607,69.2878093488076,0.0
112,12.758961875520717,31.844414788291395,55.91192149022976,35.56821582000637,51.60260965602343,0.0
113,22.25474696824315,49.59710918428797,43.88299216833837,51.23092423170518,70.21829869534338,0.0
114,12.602840058479936,55.076198112011554,63.00615135166909,35.304856574545056,57.95680105145175,0.0
115,19.76311697259203,45.26031056388702,38.525669459171795,54.52470486513193,61.15445381371717,0.0
116,25.649213711137442,54.12069300707812,42.35817591700397,62.27256139943275,61.35302597932738,0.0
117,21.958787293481528,52.50370268448109,37.37940483106022,36.88926080601122,46.10609936250952,0.0
118,14.909705849536088,39.46433790700447,49.381646861714785,37.409511501806705,53.24145439532116,0.0
119,13.926607075056934,62.64026223391019,56.6782820085756,43.902424309773295,31.158733327011113,0.0
120,20.418790882021046,59.1338411593901,41.34186209675803,52.1664847458755,68.49775501543769,0.0
121,24.73126551686693,50.50351165058202,63.201316776759064,61.42905884755982,43.20901519406526,0.0
122,19.560831637386478,44.36048834053757,57.93216304703911,50.506271447289805,44.00422991669355,0.0
123,24.58076159469724,57.01437754727446,46.150233503980594,48.7113507046865,65.8628780250689,0.0
124,25.039539969646125,43.10733165124864,49.061468292871794,57.445424904138676,51.64552391277828,0.0
125,20.26976166999958,67.85396359389075,52.65813080757608,43.13509099622152,59.786697931181635,0.0
126,20.137951998709525,42.10051763915154,42.77921575755637,59.30666812827187,82.06915970179438,0.0
127,24.658412352787366,39.07983789807553,52.958059108278086,44.39394706871034,43.13749993780345,0.0
128,22.54863479823079,79.17275494313353,41.1013158721931,34.93598294274054,74.54742322478782,0.0
129,14.944353139226664,54.281756043879895,63.667332971468866,55.161845307134364,51.07880466398338,0.0
130,20.41540905724267,40.623570422374485,50.69055847920208,48.89742314410246,57.21411574567254,0.0
131,23.972333394791953,65.33547135981416,43.53221799352577,56.437500817100364,66.20107181245714,0.0
132,18.37313809493602,60.44468648679532,51.86112385871414,48.98444317476342,44.66361913448637,0.0
133,22.171451416741036,62.65940496160696,59.22890560764895,46.46007121030534,54.307376885654925,0.0
134,15.661285627253509,54.155788332456275,65.07377923812757,48.87060318530732,64.2481687775441,0.0
135,19.515859761955745,65.40063664023795,58.3313915654251,52.323844140086464,61.95310974603059,0.0
136,21.467025028832307,48.80163537980792,51.461712791538105,45.32804385288888,53.28585835178864,0.0
137,17.260198603044987,39.99780194673802,59.07767098175207,56.02862125548834,63.410007588230535,0.0
138,13.09911801025919,38.02346389193502,57.103474102565826,60.80209328256085,56.2657313182092,0.0
139,19.38505523119596,35.81285618833658,48.834273551171144,53.286870238694064,47.614306177718866,0.0
140,20.293256915510934,47.517613027963264,42.071158317620245,51.5574802040048,49.250174646411224,0.0
141,25.797903167113308,55.92643312250295,56.57359237685278,73.87370755110527,44.49561631965323,0.0
142,15.634949390509451,84.43585655327192,77.97706786267621,48.7874037044493,61.12241873338114,0.0
143,23.646340927606822,40.16501936444182,45.728078049507694,58.08562765812953,61.48833135661676,0.0
144,25.093908537374332,37.105199548568116,55.695283757660725,18.198760709176362,55.82974828631584,0.0
145,27.495095488672636,46.7559346586226,73.72398111389677,45.550889374177245,65.45232611779456,0.0
146,24.849317266631235,36.3134820344734,60.38834993373929,26.161898484852326,37.10810758231508,0.0
147,23.574742877278638,51.26041090130212,68.39179626281705,50.531784024324345,72.65304979989693,0.0
148,15.731250957134616,56.23032822808636,49.6899104028996,44.070810511026984,47.83280118887527,0.0
149,29.076239473164563,62.51312436323979,60.5408310291241,33.68066803769683,52.77215887437418,0.0
150,29.848627758744573,54.07054008006891,49.70705686373526,34.632778833010235,56.36566237499178,0.0
151,26.21400026774213,43.53723502187197,63.51209673730298,62.36628349622202,52.80741821619433,0.0
152,20.860246705860217,43.76815309182035,19.173291479955907,33.19261235375502,81.85250476890401,0.0
153,19.888275433379945,20.729549331868494,59.04707729381775,56.190311564174046,32.63117364481902,0.0
154,24.050101786885982,41.77571771213102,52.05891925777968,48.23843064686362,36.55245977116589,0.0
155,22.96580277436147,52.71215311918993,63.177274401384594,54.97551233865356,57.729723149862785,0.0
156,18.6674267378924,53.47985319533955,61.32882254382464,39.73474525432313,52.35250579807121,0.0
157,24.91990401432643,44.419877601288526,59.45884244953706,28.948346253121823,51.70453270927866,0.0
158,19.942556938318578,59.40685115082386,53.50505284443625,56.37108118370137,35.786836036115936,0.0
159,29.616052872442477,44.84587106971078,50.76126019891866,18.541109771568763,64.34780224744533,0.0
160,10.867961891042366,43.632055111687656,66.73818728072641,59.65374238543114,44.31583597636005,0.0
161,23.03511553730346,66.51288136045608,58.03320951413786,51.603430361725295,53.02575739657149,0.0
162,15.659599069935245,47.90782649845267,69.79277142631997,73.92766093242685,45.30280599094151,0.0
163,25.012908364217637,43.452350694503565,47.7003319904216,51.77440721711853,49.75806033156609,0.0
164,24.4802979529797,26.359784535559896,48.67550014558422,67.73655953339262,52.79077397524663,0.0
165,19.2868255411349,59.43731881617996,60.11248600460892,62.83362018837414,47.5529306756102,0.0
166,19.512424359900738,31.495627796765984,45.799772094554754,60.795024434617424,47.37538073521635,0.0
167,24.172304199951007,62.808735878573586,42.4278314745777,58.07957002286745,74.87621379038681,0.0
168,20.97779955822075,32.328152889697016,45.76227475989516,38.70987689286018,61.454865332945005,0.0
169,19.70938350712556,52.060391030720396,70.08096144183648,62.70041960204688,75.68099786601631,0.0
170,19.089474184794383,68.648790094624,60.82719766124199,54.98806191293481,49.345105359093324,0.0
171,17.701236226002102,52.12992778151204,56.55803165946694,63.11075007602383,47.00727180850642,0.0
172,21.20419555974746,43.226238789308844,44.19922431513143,59.98353090202954,71.65766292334894,0.0
173,21.57452179627657,43.369843587702,38.94050660018353,60.21087734416431,63.46799612657263,0.0
174,19.014515232556697,61.83906375603646,47.376742405423265,38.56305064299152,59.35774939559637,0.0
175,34.61422332313855,45.810806178978616,61.211513846539255,50.16449518722576,47.206597904054796,0.0
176,17.60783687867996,35.93549981603104,17.925965006639554,52.66142100056983,42.953240282245154,0.0
177,25.02542957137648,39.09373790792294,78.04720881806878,36.532103124081445,53.77300577927083,0.0
178,22.348659823856075,43.34106438062541,56.77473488387873,48.739073633651195,57.121039561118465,0.0
179,23.1694613455978,85.44871143385575,26.457784557366793,55.78818856111191,32.314466054480405,0.0
180,19.881079339168494,48.8063127763984,36.415718108284125,41.968383229123766,54.737085779666934,0.0
181,27.894282313664597,64.56962309786014,37.88541964916219,52.54119288959475,36.00973578351573,0.0
182,28.162695211595018,72.64641280893608,47.322435481093194,68.11751221826877,56.63763079047753,0.0
183,22.101329819533863,40.12096604190322,63.311825520940445,40.23007291070819,56.13073516806375,0.0
184,19.945956266804178,51.82771777884342,70.55035349531639,52.33727675292587,17.511808124922428,0.0
185,21.978672018273087,53.24627765596854,50.41568255781168,71.08790836916955,47.74701977642948,0.0
186,18.97458465881841,56.30109039070406,72.55167527480306,51.14870609289194,51.378532463357615,0.0
187,25.5359171621857,27.21953956927738,71.32991926472651,60.4567965598191,56.42287600573398,0.0
188,26.411515709908233,55.2943703986573,39.00239223820964,60.796204949464034,51.90140109779498,0.0
189,15.954984567619901,60.76668923876674,36.789492785255455,57.91280234156091,50.91670051329652,0.0
190,23.137206453004467,66.83359299218654,19.80370646145217,57.9760113204101,39.76630310729328,0.0
191,31.836687510761788,66.52338655158474,26.330899637118065,31.611155539995153,43.969759945025416,0.0
192,26.72444490286347,57.849502306753706,67.17666158140297,34.79026846296394,65.97865309999557,0.0
193,24.74448064263964,55.05339647910292,54.97248847670379,42.27716996686617,75.0487565901119,0.0
194,17.251923307914147,48.65787104241425,32.16468368946413,67.52780898592736,50.45642153947793,0.0
195,17.502160695359972,80.86051050619511,63.47078539917974,62.21929127381996,62.15542330500671,0.0
196,12.445235371568538,51.61042244610945,53.17224981079126,45.41324115536055,76.0120085015571,0.0
197,29.990408246625492,58.832277381207255,58.31540755062227,52.465853581216166,63.43884435454615,0.0
198,21.15288531106158,60.52922840551463,44.582088364429254,40.36773110808059,36.48210412980151,0.0
199,19.027301599878115,43.27909760995197,55.18854615091309,51.14076203642398,68.97224919019224,0.0
200,21.308930125925638,52.574779928835554,36.59626772132208,33.20263607902723,56.90859910763256,0.0
201,18.76689371262041,65.03861059036483,61.7263488892736,40.6902055339766,42.01064728775733,0.0
202,19.73499289498515,55.70582656772004,40.00031645961066,59.052965406712346,65.2387297191894,0.0
203,17.162136214765397,38.547790834782234,35.742686358989026,42.19232802754197,73.58556683418819,0.0
204,15.05176218817812,39.02939089574486,53.38939571633604,55.252050737291704,39.12380663287444,0.0
205,26.011783020703987,75.66841607356324,51.8820325025044,73.92493338916931,56.29216937297145,0.0
206,29.575970231187213,53.08301540555011,42.05983303857239,51.551506422752475,42.41049129426428,0.0
207,24.009712538509465,50.6000835915497,56.074902920774306,17.71925349447879,66.89583222807569,0.0
208,21.674528137718713,54.398287736828664,48.3142568355936,45.01855627430528,56.498987093030046,0.0
209,17.814761737078673,48.23299358647313,51.69318232507818,37.20115147684166,40.631070786061194,0.0
210,13.262107855160806,60.24197602747966,53.64631468494531,48.56236753939514,57.763042542851615,0.0
211,23.91294040189865,61.34181151402933,59.592427505090754,45.66397661782013,60.74025058505916,0.0
212,13.86233716218875,65.36642001311161,40.71254605885184,50.82099778750627,50.448640537260715,0.0
213,24.667407526297804,41.677280336625806,40.79716059687499,36.88498928582108,53.53193130411297,0.0
214,20.928613020927415,44.26955711366724,54.72123375341002,54.839385689518615,60.333416643296005,0.0
215,17.439464861804446,52.60335183257231,52.9811548823076,57.59195760229826,72.67288743576516,0.0
216,19.058954852614352,65.91606427256436,43.691171750821546,58.77756620500608,71.47710825638174,0.0
217,28.520251019927993,38.366235906088235,55.508807030949725,54.41788946020466,52.780814855502186,0.0
218,24.949503277785038,19.5068019709904,59.74112661804306,42.89982509828421,36.91359415615482,0.0
219,25.731600351886254,55.6574229096833,58.12113248733962,87.27526088504052,38.7899752445233,0.0
220,17.633426083412655,80.74574774119418,60.84631767182865,71.1698202664716,37.23342134449285,0.0
221,13.647184168647545,43.067147448188216,51.79994211820566,50.77678647758425,56.118321623053994,0.0
222,28.6325924794817,55.45235281138557,44.71991900553927,54.91361071949569,54.045746333723905,0.0
223,18.561805638602124,64.14284726014576,45.51235677050013,21.8173354832413,45.35882179517118,0.0
224,19.988618254478133,60.081696127075254,46.351822618880554,56.8312767413036,41.64659330177785,0.0
225,33.3030262328518,39.97522618823899,69.9555310057472,47.668151790163556,53.98493028237293,0.0
226,29.426709724329925,50.96713341223131,32.52027035125889,35.77398534493186,48.69553895125258,0.0
227,19.049876370634014,46.227272555627025,33.71270238007303,49.95850073871254,49.03876168295378,0.0
228,21.422096908273662,56.13687300327568,38.24798144949301,32.65373250722374,51.706585810644626,0.0
229,19.138699838323326,33.59339650926696,49.99603540643987,30.78559412804526,50.65688402020086,0.0
230,23.970848288081058,33.80070203786639,25.98261513374852,72.27877167356183,53.09721759983824,0.0
231,26.54661051786543,67.60747857297036,61.56829396547971,50.79950382180973,70.2716595242819,0.0
232,14.73202279706613,24.948073691600772,38.885979191038274,26.77252479174331,59.13956807013945,0.0
233,21.728348944294982,55.869285409907995,55.25053520008223,53.88044696012941,60.970454906528495,0.0
234,17.44326937902462,49.30489552605881,39.13598303626135,54.08235916981048,40.36131517607654,0.0
235,27.40472973414492,62.922045555749804,60.5542511348844,31.468864672229742,45.11691603929979,0.0
236,23.27743351077097,38.499141811112914,65.65984825291982,43.55496752973033,40.26121008186543,0.0
237,27.307399488629038,52.10079223546482,62.63550883767957,75.09068862501367,58.494434116665694,0.0
238,24.73660799361843,57.79635812196613,49.68977538529313,49.660640427732766,35.464135353719946,0.0
239,26.2062482499202,45.448120113113596,61.835544697002,55.890616301274285,65.18465314550348,0.0
240,28.093993776107343,33.170639824716126,49.73412738382591,63.56301727860953,54.87037286492511,0.0
241,15.35596053733757,59.10845393956641,43.298650725507855,30.929344347428675,42.402348471277385,0.0
242,26.973967506678402,33.909656814712065,17.152724812259358,54.403153319992484,49.843141885519834,0.0
243,24.523749216258224,29.499195970551124,54.677373043461415,75.36664535490546,59.715144873106034,0.0
244,20.818947764243475,46.247268447617984,40.2114515829109,23.09856564199902,65.87288400403773,0.0
245,23.172551345785372,24.45065081720387,59.599982161287585,46.40213629370194,42.79676268872049,0.0
246,28.802824668495514,45.18281946646846,43.96956280798098,55.07561025436213,39.85789695740923,0.0
247,26.93284952514428,43.10698981738227,64.73478041229663,54.82628102152205,19.086118833883162,0.0
248,18.327913400639424,58.5224488951963,54.0603050539352,32.000742954779334,46.21877642026524,0.0
249,16.349192208640876,45.26454934713072,21.704353191575475,49.726967146128615,82.56264865093048,0.0
250,21.502288122409208,52.249426795138845,46.456798799255864,27.50382009442684,56.60816212673341,0.0
251,18.969162721393204,52.171025300752056,60.25021035299542,42.97577388628235,60.50363782456213,0.0
252,17.59834564821143,37.70044698329822,46.353863615586576,41.25103652647241,33.59544556716877,0.0
253,18.754396835457975,45.27454753004099,43.88417133919116,66.24817730885707,61.12858716399353,0.0
254,27.663593320605916,22.982434131737183,68.54516309095199,52.141641481164676,39.858881983425576,0.0
255,28.812319233202448,43.78309234595695,41.181108203339384,29.066231816367544,46.44480909703293,0.0
256,29.895720567509187,47.648962119019636,36.903266964623946,38.460213165347625,37.9602019046754,0.0
257,31.08837811100533,62.5236944514794,46.56561236406316,34.25752803684638,73.64135170845135,0.0
258,25.671774757828754,51.09854421820278,44.0992982401174,30.147391651598916,36.947102008687835,0.0
259,18.540126994459616,60.247885622093825,48.36883420598713,47.854737598808384,47.7276291225304,0.0
260,17.128438044792954,41.021259166273076,46.391273892659676,45.884892238518745,51.98782632296675,0.0
261,24.69299465655974,33.862770018244305,59.420617115454405,62.382192001888285,65.27791046278703,0.0
262,17.069976915337975,60.4965626839104,64.54115033996338,49.84046646858136,52.414884168862606,0.0
263,15.675362339287815,40.311486471115714,35.00237179025502,47.64632525096338,48.01157869051433,0.0
264,20.98963639471363,45.652350272628894,53.0244997614323,27.717285127040334,36.18170445220411,0.0
265,20.602406516312488,36.898463567009244,56.88104322114821,35.969756380507704,54.01958109090866,0.0
266,22.835566915270324,51.50651005740103,70.20630842077477,47.2711720855597,49.78902284851133,0.0
267,19.04910797793759,60.15445835514936,45.69108962381783,55.4017938840804,24.919495963424435,0.0
268,22.99472549709077,40.79835070087448,65.37195513036855,45.22563179084894,65.87025636176789,0.0
269,22.64898689630157,61.170866892890274,56.639263999665175,35.63947139883854,65.2005827398707,0.0
270,15.832066230351947,37.3766314692984,78.95434689968219,41.821506169433206,61.82379064576428,0.0
271,17.385354375284287,32.37938966399282,51.191208156833845,48.783293946866415,62.519170131888465,0.0
272,20.01120948927241,49.73436933937775,66.09870895442414,65.81709666684021,68.23022134959628,0.0
273,22.770594008781345,46.43571424422695,44.77033223270591,61.363566824258015,50.70343865150079,0.0
274,30.05239841483046,66.83687167569794,55.65140687134058,57.64995453608232,49.77407567353831,0.0
275,17.851807050284417,24.093895658352846,51.239350508497715,42.8851941757547,62.4030120541483,0.0
276,19.20305878351983,56.885913272737824,29.343924237732054,50.09152536345118,42.17198839579002,0.0
277,32.226645346213175,55.948562936397614,49.9480345439966,58.121002245948596,57.28854292046076,0.0
278,22.13565986161259,70.59096593767285,47.865153249621926,49.05486955376945,24.050088577452723,0.0
279,22.47684208171173,26.777135747401783,65.05680283282969,65.61206701143682,47.49679009768761,0.0
280,22.3775642030604,39.40982446884068,31.696587339919603,46.59810810769305,53.80745105055553,0.0
281,17.598810634933486,33.619104867407664,69.95478403986068,46.79095879630062,27.56616421756019,0.0
282,22.909288988841425,35.393832386114454,54.48494883248183,48.82567664050248,48.56586983525651,0.0
283,26.919508960836506,38.40193759126966,62.44366362535209,57.63616830388608,33.48507314908685,0.0
284,24.839444415254214,61.45340597733362,54.33378393910131,55.19790948272981,44.32366067173343,0.0
285,23.293905519937546,50.31120224901919,63.82555674747191,35.55998198532191,45.65612922939702,0.0
286,12.802091454579331,42.228925187391276,33.198097020715174,61.00201824254221,48.270288109641456,0.0
287,27.546701370747027,40.46148056030478,51.25627851429428,35.17909495942593,47.31203643923517,0.0
288,19.43555408137736,35.099119812905975,49.42739082532287,35.88118596660921,41.72351731203671,0.0
289,25.188613050817068,21.817825496489448,41.462403863614284,45.230178570778044,34.8091610877883,0.0
290,31.1870901523925,54.424617048866466,48.85456465757806,41.764883737581755,42.93230823466697,0.0
291,25.475585079700195,58.98341077432939,57.98263304684276,29.084140924862883,59.02588425818637,0.0
292,24.830634427403584,56.03535266234883,36.08315729333078,69.10095287515087,29.894101620510895,0.0
293,27.131444348573737,64.32181857817488,55.86974320907933,32.553077798102045,41.43419285259241,0.0
294,14.810582768278088,60.57606336161801,62.518347844541935,59.72280550673084,27.551483151995427,0.0
295,21.079426730679387,53.18342522766074,59.86982694429249,61.453702674622164,47.4826877021196,0.0
296,18.108283535132223,38.257643670466344,38.64713458591815,68.50613394337145,49.99516545841695,0.0
297,25.172964856010225,35.214983959095946,51.2934694716978,77.70709567967096,45.30352534218488,0.0
298,28.470254539690647,58.95395611095969,54.15224865859927,57.88799651093451,52.82899994933382,0.0
299,17.235786327989675,32.70556849612858,50.03198881492712,29.929951337340487,49.67193308552765,0.0
300,16.701811967062373,61.17844792778019,37.66662501685179,64.52019050651312,57.973526592692,0.0
301,18.4628058219381,65.45249724249963,30.61048216868297,44.89931143353556,39.92218847401623,0.0
